date,key,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
2020-02-23,JP_23,2,0,,,15,2,,
2020-02-24,JP_01,4,0,,,29,1,,
2020-02-24,JP_13,3,0,,,29,3,,
2020-02-24,JP_14,1,0,,,16,1,,
2020-02-24,JP_17,2,,,,4,,,
2020-02-24,JP_43,1,,,,4,,,
2020-02-25,JP_01,5,0,,,34,1,,
2020-02-25,JP_20,1,,,,1,,,
2020-02-25,JP_23,3,0,,,18,2,,
2020-02-25,JP_36,1,,,,1,,,
2020-02-25,JP_43,1,,,,5,,,
2020-02-26,JP_01,4,0,,,38,1,,
2020-02-26,JP_12,2,0,,,9,2,,
2020-02-26,JP_13,3,0,,,32,3,,
2020-02-26,JP_14,1,0,,,17,1,,
2020-02-26,JP_20,1,,,,2,,,
2020-02-26,JP_21,1,,,,1,,,
2020-02-26,JP_23,5,0,,,23,2,,
2020-02-27,JP_01,15,0,,,53,1,,
2020-02-27,JP_13,1,0,,,33,3,,
2020-02-27,JP_14,3,0,,,20,1,,
2020-02-27,JP_17,1,,,,5,,,
2020-02-27,JP_21,1,,,,2,,,
2020-02-27,JP_23,2,0,,,25,2,,
2020-02-27,JP_27,1,,,,2,,,
2020-02-28,JP_01,12,0,,,65,1,,
2020-02-28,JP_14,2,0,,,22,1,,
2020-02-28,JP_17,1,,,,6,,,
2020-02-28,JP_22,1,,,,1,,,
2020-02-28,JP_23,1,0,,,26,2,,
2020-02-28,JP_27,2,,,,4,,,
2020-02-29,JP_01,4,0,,,69,1,,
2020-02-29,JP_04,1,,,,1,,,
2020-02-29,JP_13,1,0,,,34,3,,
2020-02-29,JP_15,1,,,,1,,,
2020-02-29,JP_23,1,0,,,27,2,,
2020-02-29,JP_39,1,,,,1,,,
2020-03-01,JP_01,2,0,,,71,1,,
2020-03-01,JP_12,1,0,,,10,2,,
2020-03-01,JP_13,2,0,,,36,3,,
2020-03-01,JP_14,3,0,,,25,1,,
2020-03-01,JP_23,3,0,,,30,2,,
2020-03-01,JP_28,1,,,,1,,,
2020-03-01,JP_39,1,,,,2,,,
2020-03-01,JP_40,1,,,,3,,,
2020-03-02,JP_01,5,0,,,76,1,,
2020-03-02,JP_13,1,0,,,37,3,,
2020-03-02,JP_14,4,0,,,29,1,,
2020-03-02,JP_15,4,,,,5,,,
2020-03-02,JP_27,2,,,,6,,,
2020-03-02,JP_38,1,,,,1,,,
2020-03-02,JP_39,1,,,,3,,,
2020-03-03,JP_01,2,0,,,78,1,,
2020-03-03,JP_13,1,0,,,38,3,,
2020-03-03,JP_14,1,0,,,30,1,,
2020-03-03,JP_23,9,0,,,39,2,,
2020-03-03,JP_26,1,0,,,2,1,,
2020-03-03,JP_27,2,,,,8,,,
2020-03-03,JP_28,2,,,,3,,,
2020-03-03,JP_44,1,,,,1,,,
2020-03-04,JP_01,3,0,,,81,1,,
2020-03-04,JP_12,1,0,,,11,2,,
2020-03-04,JP_13,4,0,,,42,3,,
2020-03-04,JP_23,8,0,,,47,2,,
2020-03-04,JP_26,2,0,,,4,1,,
2020-03-04,JP_27,9,,,,17,,,
2020-03-04,JP_35,1,,,,1,,,
2020-03-04,JP_38,1,,,,2,,,
2020-03-04,JP_39,4,,,,7,,,
2020-03-04,JP_43,1,,,,6,,,
2020-03-04,JP_45,1,,,,1,,,
2020-03-05,JP_01,1,0,,,82,1,,
2020-03-05,JP_09,1,,,,2,,,
2020-03-05,JP_11,2,,,,3,,,
2020-03-05,JP_13,8,0,,,50,3,,
2020-03-05,JP_14,3,0,,,33,1,,
2020-03-05,JP_15,1,,,,6,,,
2020-03-05,JP_23,8,0,,,55,2,,
2020-03-05,JP_25,1,,,,1,,,
2020-03-05,JP_26,1,0,,,5,1,,
2020-03-05,JP_27,1,,,,18,,,
2020-03-05,JP_28,1,,,,4,,,
2020-03-05,JP_30,1,,,,14,,,
2020-03-05,JP_35,2,,,,3,,,
2020-03-06,JP_01,7,0,,,89,1,,
2020-03-06,JP_11,3,,,,6,,,
2020-03-06,JP_12,3,0,,,14,2,,
2020-03-06,JP_13,6,0,,,56,3,,
2020-03-06,JP_14,6,0,,,39,1,,
2020-03-06,JP_19,1,,,,1,,,
2020-03-06,JP_20,1,,,,3,,,
2020-03-06,JP_23,5,0,,,60,2,,
2020-03-06,JP_26,1,0,,,6,1,,
2020-03-06,JP_27,13,,,,31,,,
2020-03-06,JP_28,4,,,,8,,,
2020-03-06,JP_39,2,,,,9,,,
2020-03-07,JP_01,8,0,,,97,1,,
2020-03-07,JP_07,1,,,,1,,,
2020-03-07,JP_10,1,,,,1,,,
2020-03-07,JP_12,5,0,,,19,2,,
2020-03-07,JP_13,5,0,,,61,3,,
2020-03-07,JP_14,1,0,,,40,1,,
2020-03-07,JP_19,1,,,,2,,,
2020-03-07,JP_23,7,0,,,67,2,,
2020-03-07,JP_26,1,0,,,7,1,,
2020-03-07,JP_27,10,,,,41,,,
2020-03-07,JP_28,2,,,,10,,,
2020-03-07,JP_34,1,,,,1,,,
2020-03-07,JP_39,1,,,,10,,,
2020-03-08,JP_01,3,0,,,100,1,,
2020-03-08,JP_11,1,,,,7,,,
2020-03-08,JP_23,11,0,,,78,2,,
2020-03-08,JP_27,14,,,,55,,,
2020-03-08,JP_28,2,,,,12,,,
2020-03-08,JP_39,2,,,,12,,,
2020-03-09,JP_01,7,0,,,107,1,,
2020-03-09,JP_12,1,0,,,20,2,,
2020-03-09,JP_15,2,,,,8,,,
2020-03-09,JP_17,1,,,,7,,,
2020-03-09,JP_23,6,0,,,84,2,,
2020-03-09,JP_26,4,0,,,11,1,,
2020-03-09,JP_28,4,,,,16,,,
2020-03-09,JP_29,3,,,,4,,,
2020-03-10,JP_01,3,0,,,110,1,,
2020-03-10,JP_11,5,,,,12,,,
2020-03-10,JP_12,1,0,,,21,2,,
2020-03-10,JP_13,3,0,,,64,3,,
2020-03-10,JP_14,2,0,,,42,1,,
2020-03-10,JP_15,3,,,,11,,,
2020-03-10,JP_22,1,,,,2,,,
2020-03-10,JP_23,13,0,,,97,2,,
2020-03-10,JP_24,1,0,,,1,1,,
2020-03-10,JP_26,1,0,,,12,1,,
2020-03-10,JP_27,18,,,,73,,,
2020-03-10,JP_28,8,,,,24,,,
2020-03-11,JP_01,7,0,,,117,1,,
2020-03-11,JP_11,2,,,,14,,,
2020-03-11,JP_12,2,0,,,23,2,,
2020-03-11,JP_13,6,0,,,70,3,,
2020-03-11,JP_14,3,0,,,45,1,,
2020-03-11,JP_23,5,0,,,102,2,,
2020-03-11,JP_24,5,0,,,6,1,,
2020-03-11,JP_26,2,0,,,14,1,,
2020-03-11,JP_27,7,,,,80,,,
2020-03-11,JP_28,13,,,,37,,,
2020-03-11,JP_29,1,,,,5,,,
2020-03-12,JP_01,10,0,,,127,1,,
2020-03-12,JP_10,2,,,,3,,,
2020-03-12,JP_11,6,,,,20,,,
2020-03-12,JP_12,2,0,,,25,2,,
2020-03-12,JP_13,2,0,,,72,3,,
2020-03-12,JP_14,3,0,,,48,1,,
2020-03-12,JP_15,3,,,,14,,,
2020-03-12,JP_22,1,,,,3,,,
2020-03-12,JP_23,7,0,,,109,2,,
2020-03-12,JP_26,2,0,,,16,1,,
2020-03-12,JP_27,9,,,,89,,,
2020-03-12,JP_28,9,,,,46,,,
2020-03-13,JP_01,9,0,,,136,1,,
2020-03-13,JP_11,2,,,,22,,,
2020-03-13,JP_12,2,0,,,27,2,,
2020-03-13,JP_13,3,0,,,75,3,,
2020-03-13,JP_14,1,0,,,49,1,,
2020-03-13,JP_23,3,0,,,112,2,,
2020-03-13,JP_27,3,,,,92,,,
2020-03-13,JP_28,10,,,,56,,,
2020-03-13,JP_41,1,,,,1,,,
2020-03-14,JP_01,7,0,,,143,1,,
2020-03-14,JP_07,1,,,,2,,,
2020-03-14,JP_10,2,,,,5,,,
2020-03-14,JP_11,7,,,,29,,,
2020-03-14,JP_12,2,0,,,29,2,,
2020-03-14,JP_13,9,0,,,84,3,,
2020-03-14,JP_15,2,,,,16,,,
2020-03-14,JP_20,1,,,,4,,,
2020-03-14,JP_23,7,0,,,119,2,,
2020-03-14,JP_24,1,0,,,7,1,,
2020-03-14,JP_27,10,,,,102,,,
2020-03-14,JP_28,11,,,,67,,,
2020-03-14,JP_42,1,,,,1,,,
2020-03-15,JP_01,4,0,,,147,1,,
2020-03-15,JP_13,3,0,,,87,3,,
2020-03-15,JP_14,6,0,,,55,1,,
2020-03-15,JP_25,1,,,,2,,,
2020-03-15,JP_27,4,,,,106,,,
2020-03-15,JP_28,11,,,,78,,,
2020-03-15,JP_30,1,,,,15,,,
2020-03-16,JP_01,4,0,,,151,1,,
2020-03-16,JP_10,1,,,,6,,,
2020-03-16,JP_15,1,,,,17,,,
2020-03-16,JP_23,2,0,,,121,2,,
2020-03-16,JP_25,1,,,,3,,,
2020-03-16,JP_27,2,,,,108,,,
2020-03-16,JP_28,4,,,,82,,,
2020-03-17,JP_08,1,,,,1,,,
2020-03-17,JP_10,4,,,,10,,,
2020-03-17,JP_11,4,,,,33,,,
2020-03-17,JP_13,12,0,,,99,3,,
2020-03-17,JP_14,1,0,,,56,1,,
2020-03-17,JP_15,4,,,,21,,,
2020-03-17,JP_23,2,0,,,123,2,,
2020-03-17,JP_25,1,,,,4,,,
2020-03-17,JP_26,2,0,,,18,1,,
2020-03-17,JP_27,4,,,,112,,,
2020-03-17,JP_28,4,,,,86,,,
2020-03-17,JP_37,1,,,,1,,,
2020-03-17,JP_40,1,,,,4,,,
2020-03-17,JP_45,2,,,,3,,,
2020-03-18,JP_01,2,0,,,153,1,,
2020-03-18,JP_08,2,,,,3,,,
2020-03-18,JP_09,1,,,,3,,,
2020-03-18,JP_11,1,,,,34,,,
2020-03-18,JP_12,2,0,,,31,2,,
2020-03-18,JP_13,9,0,,,108,3,,
2020-03-18,JP_14,4,0,,,60,1,,
2020-03-18,JP_18,1,,,,1,,,
2020-03-18,JP_21,1,,,,3,,,
2020-03-18,JP_23,5,0,,,128,2,,
2020-03-18,JP_26,2,0,,,20,1,,
2020-03-18,JP_27,5,,,,117,,,
2020-03-18,JP_28,5,,,,91,,,
2020-03-19,JP_01,3,0,,,156,1,,
2020-03-19,JP_11,4,,,,38,,,
2020-03-19,JP_12,6,0,,,37,2,,
2020-03-19,JP_13,7,0,,,115,3,,
2020-03-19,JP_14,5,0,,,65,1,,
2020-03-19,JP_23,4,0,,,132,2,,
2020-03-19,JP_24,1,0,,,8,1,,
2020-03-19,JP_27,2,,,,119,,,
2020-03-19,JP_28,1,,,,92,,,
2020-03-19,JP_30,1,,,,16,,,
2020-03-19,JP_40,1,,,,5,,,
2020-03-19,JP_43,1,,,,7,,,
2020-03-19,JP_44,2,,,,3,,,
2020-03-20,JP_01,1,0,,,157,1,,
2020-03-20,JP_10,1,,,,11,,,
2020-03-20,JP_11,3,,,,41,,,
2020-03-20,JP_12,1,0,,,38,2,,
2020-03-20,JP_13,11,0,,,126,3,,
2020-03-20,JP_14,1,0,,,66,1,,
2020-03-20,JP_15,4,,,,25,,,
2020-03-20,JP_17,1,,,,8,,,
2020-03-20,JP_23,5,0,,,137,2,,
2020-03-20,JP_26,1,0,,,21,1,,
2020-03-20,JP_27,4,,,,123,,,
2020-03-20,JP_28,9,,,,101,,,
2020-03-20,JP_30,1,,,,17,,,
2020-03-20,JP_34,1,,,,2,,,
2020-03-20,JP_44,5,,,,8,,,
2020-03-21,JP_01,1,0,,,158,1,,
2020-03-21,JP_09,1,,,,4,,,
2020-03-21,JP_11,3,,,,44,,,
2020-03-21,JP_12,2,0,,,40,2,,
2020-03-21,JP_13,7,0,,,133,3,,
2020-03-21,JP_14,3,0,,,69,1,,
2020-03-21,JP_15,2,,,,27,,,
2020-03-21,JP_23,2,0,,,139,2,,
2020-03-21,JP_26,1,0,,,22,1,,
2020-03-21,JP_27,2,,,,125,,,
2020-03-21,JP_28,6,,,,107,,,
2020-03-21,JP_34,1,,,,3,,,
2020-03-21,JP_44,5,,,,13,,,
2020-03-22,JP_01,3,0,,,161,1,,
2020-03-22,JP_08,1,,,,4,,,
2020-03-22,JP_11,6,,,,50,,,
2020-03-22,JP_12,3,0,,,43,2,,
2020-03-22,JP_13,2,0,,,135,3,,
2020-03-22,JP_14,5,0,,,74,1,,
2020-03-22,JP_21,2,,,,5,,,
2020-03-22,JP_23,2,0,,,141,2,,
2020-03-22,JP_26,1,0,,,23,1,,
2020-03-22,JP_27,6,,,,131,,,
2020-03-22,JP_28,4,,,,111,,,
2020-03-22,JP_29,1,,,,6,,,
2020-03-22,JP_33,1,,,,1,,,
2020-03-22,JP_35,1,,,,4,,,
2020-03-22,JP_44,8,,,,21,,,
2020-03-23,JP_02,2,,,,2,,,
2020-03-23,JP_08,1,,,,5,,,
2020-03-23,JP_11,1,,,,51,,,
2020-03-23,JP_12,1,0,,,44,2,,
2020-03-23,JP_13,16,0,,,151,3,,
2020-03-23,JP_14,1,0,,,75,1,,
2020-03-23,JP_21,3,,,,8,,,
2020-03-23,JP_23,2,0,,,143,2,,
2020-03-23,JP_25,1,,,,5,,,
2020-03-23,JP_26,1,0,,,24,1,,
2020-03-23,JP_27,3,,,,134,,,
2020-03-23,JP_28,2,,,,113,,,
2020-03-23,JP_40,1,,,,6,,,
2020-03-23,JP_44,1,,,,22,,,
2020-03-23,JP_47,1,,,,4,,,
2020-03-24,JP_01,1,0,,,162,1,,
2020-03-24,JP_08,5,,,,10,,,
2020-03-24,JP_09,2,,,,6,,,
2020-03-24,JP_10,2,,,,13,,,
2020-03-24,JP_11,7,,,,58,,,
2020-03-24,JP_12,5,0,,,49,2,,
2020-03-24,JP_13,17,0,,,168,3,,
2020-03-24,JP_14,6,0,,,81,1,,
2020-03-24,JP_15,1,,,,28,,,
2020-03-24,JP_19,2,,,,4,,,
2020-03-24,JP_20,1,,,,5,,,
2020-03-24,JP_21,3,,,,11,,,
2020-03-24,JP_23,3,0,,,146,2,,
2020-03-24,JP_26,2,0,,,26,1,,
2020-03-24,JP_27,8,,,,142,,,
2020-03-24,JP_28,5,,,,118,,,
2020-03-24,JP_40,3,,,,9,,,
2020-03-24,JP_44,1,,,,23,,,
2020-03-24,JP_47,1,,,,5,,,
2020-03-25,JP_01,4,0,,,166,1,,
2020-03-25,JP_02,4,,,,6,,,
2020-03-25,JP_09,4,,,,10,,,
2020-03-25,JP_10,1,,,,14,,,
2020-03-25,JP_11,1,,,,59,,,
2020-03-25,JP_12,4,0,,,53,2,,
2020-03-25,JP_13,41,0,,,209,3,,
2020-03-25,JP_14,4,0,,,85,1,,
2020-03-25,JP_15,1,,,,29,,,
2020-03-25,JP_18,2,,,,3,,,
2020-03-25,JP_21,1,,,,12,,,
2020-03-25,JP_23,6,0,,,152,2,,
2020-03-25,JP_26,4,0,,,30,1,,
2020-03-25,JP_27,7,,,,149,,,
2020-03-25,JP_28,1,,,,119,,,
2020-03-25,JP_35,1,,,,5,,,
2020-03-25,JP_42,1,,,,2,,,
2020-03-25,JP_43,1,,,,8,,,
2020-03-25,JP_44,2,,,,25,,,
2020-03-26,JP_01,1,0,,,167,1,,
2020-03-26,JP_04,1,,,,2,,,
2020-03-26,JP_09,1,,,,11,,,
2020-03-26,JP_11,7,,,,66,,,
2020-03-26,JP_12,6,0,,,59,2,,
2020-03-26,JP_13,47,0,,,256,3,,
2020-03-26,JP_14,6,0,,,91,1,,
2020-03-26,JP_18,3,,,,6,,,
2020-03-26,JP_21,3,,,,15,,,
2020-03-26,JP_23,3,0,,,155,2,,
2020-03-26,JP_25,1,,,,6,,,
2020-03-26,JP_26,3,0,,,33,1,,
2020-03-26,JP_27,7,,,,156,,,
2020-03-26,JP_28,1,,,,120,,,
2020-03-26,JP_34,1,,,,4,,,
2020-03-26,JP_35,1,,,,6,,,
2020-03-26,JP_40,3,,,,12,,,
2020-03-26,JP_46,1,,,,1,,,
2020-03-26,JP_47,1,,,,6,,,
2020-03-27,JP_01,1,0,,,168,1,,
2020-03-27,JP_05,2,,,,2,,,
2020-03-27,JP_08,3,,,,13,,,
2020-03-27,JP_11,6,,,,72,,,
2020-03-27,JP_12,5,0,,,64,2,,
2020-03-27,JP_13,40,0,,,296,3,,
2020-03-27,JP_14,11,0,,,102,1,,
2020-03-27,JP_15,1,,,,30,,,
2020-03-27,JP_18,3,,,,9,,,
2020-03-27,JP_20,1,,,,6,,,
2020-03-27,JP_21,2,,,,17,,,
2020-03-27,JP_23,3,0,,,158,2,,
2020-03-27,JP_26,1,0,,,34,1,,
2020-03-27,JP_27,20,,,,176,,,
2020-03-27,JP_28,3,,,,123,,,
2020-03-27,JP_33,1,,,,2,,,
2020-03-27,JP_38,1,,,,3,,,
2020-03-27,JP_39,1,,,,13,,,
2020-03-27,JP_40,4,,,,16,,,
2020-03-27,JP_43,2,,,,10,,,
2020-03-27,JP_44,2,,,,27,,,
2020-03-28,JP_01,3,0,,,171,1,,
2020-03-28,JP_02,1,,,,7,,,
2020-03-28,JP_08,3,,,,16,,,
2020-03-28,JP_10,4,,,,18,,,
2020-03-28,JP_11,6,,,,78,,,
2020-03-28,JP_12,62,0,,,126,2,,
2020-03-28,JP_13,63,0,,,359,3,,
2020-03-28,JP_14,12,0,,,114,1,,
2020-03-28,JP_15,1,,,,31,,,
2020-03-28,JP_17,1,,,,9,,,
2020-03-28,JP_18,3,,,,12,,,
2020-03-28,JP_21,2,,,,19,,,
2020-03-28,JP_22,1,,,,4,,,
2020-03-28,JP_23,4,0,,,162,2,,
2020-03-28,JP_26,5,0,,,39,1,,
2020-03-28,JP_27,15,,,,191,,,
2020-03-28,JP_28,3,,,,126,,,
2020-03-28,JP_29,2,,,,8,,,
2020-03-28,JP_33,1,,,,3,,,
2020-03-28,JP_40,6,,,,22,,,
2020-03-28,JP_43,1,,,,11,,,
2020-03-28,JP_47,2,,,,8,,,
2020-03-29,JP_01,4,0,,,175,1,,
2020-03-29,JP_04,2,,,,4,,,
2020-03-29,JP_09,1,,,,12,,,
2020-03-29,JP_11,5,,,,83,,,
2020-03-29,JP_12,33,0,,,159,2,,
2020-03-29,JP_13,68,0,,,427,3,,
2020-03-29,JP_14,9,0,,,123,1,,
2020-03-29,JP_18,1,,,,13,,,
2020-03-29,JP_20,2,,,,8,,,
2020-03-29,JP_21,1,,,,20,,,
2020-03-29,JP_23,3,0,,,165,2,,
2020-03-29,JP_26,7,0,,,46,1,,
2020-03-29,JP_27,17,,,,208,,,
2020-03-29,JP_28,7,,,,133,,,
2020-03-29,JP_34,2,,,,6,,,
2020-03-29,JP_39,1,,,,14,,,
2020-03-29,JP_40,4,,,,26,,,
2020-03-29,JP_43,1,,,,12,,,
2020-03-29,JP_44,1,,,,28,,,
2020-03-30,JP_01,1,0,,,176,1,,
2020-03-30,JP_02,1,,,,8,,,
2020-03-30,JP_04,2,,,,6,,,
2020-03-30,JP_05,1,,,,3,,,
2020-03-30,JP_08,4,,,,20,,,
2020-03-30,JP_11,1,,,,84,,,
2020-03-30,JP_13,13,0,,,440,3,,
2020-03-30,JP_14,3,0,,,126,1,,
2020-03-30,JP_16,1,,,,1,,,
2020-03-30,JP_17,2,,,,11,,,
2020-03-30,JP_18,2,,,,15,,,
2020-03-30,JP_19,1,,,,5,,,
2020-03-30,JP_21,2,,,,22,,,
2020-03-30,JP_22,4,,,,8,,,
2020-03-30,JP_23,3,0,,,168,2,,
2020-03-30,JP_24,2,0,,,10,1,,
2020-03-30,JP_26,9,0,,,55,1,,
2020-03-30,JP_27,8,,,,216,,,
2020-03-30,JP_28,4,,,,137,,,
2020-03-30,JP_30,1,,,,18,,,
2020-03-30,JP_33,1,,,,4,,,
2020-03-30,JP_36,2,,,,3,,,
2020-03-30,JP_37,1,,,,2,,,
2020-03-30,JP_39,1,,,,15,,,
2020-03-30,JP_40,3,,,,29,,,
2020-03-30,JP_43,2,,,,14,,,
2020-03-30,JP_47,1,,,,9,,,
2020-03-31,JP_04,1,,,,7,,,
2020-03-31,JP_05,1,,,,4,,,
2020-03-31,JP_06,1,,,,1,,,
2020-03-31,JP_07,2,,,,4,,,
2020-03-31,JP_08,4,,,,24,,,
2020-03-31,JP_09,2,,,,14,,,
2020-03-31,JP_10,1,,,,19,,,
2020-03-31,JP_11,15,,,,99,,,
2020-03-31,JP_12,13,0,,,172,2,,
2020-03-31,JP_13,78,0,,,518,3,,
2020-03-31,JP_14,14,0,,,140,1,,
2020-03-31,JP_16,1,,,,2,,,
2020-03-31,JP_17,2,,,,13,,,
2020-03-31,JP_18,5,,,,20,,,
2020-03-31,JP_19,1,,,,6,,,
2020-03-31,JP_21,4,,,,26,,,
2020-03-31,JP_22,3,,,,11,,,
2020-03-31,JP_23,8,0,,,176,2,,
2020-03-31,JP_25,1,,,,7,,,
2020-03-31,JP_26,13,0,,,68,1,,
2020-03-31,JP_27,28,,,,244,,,
2020-03-31,JP_28,11,,,,148,,,
2020-03-31,JP_38,5,,,,8,,,
2020-03-31,JP_39,2,,,,17,,,
2020-03-31,JP_40,17,,,,46,,,
2020-03-31,JP_41,1,,,,2,,,
2020-03-31,JP_44,1,,,,29,,,
2020-04-01,JP_01,5,0,,,181,1,,
2020-04-01,JP_04,4,,,,11,,,
2020-04-01,JP_05,1,,,,5,,,
2020-04-01,JP_06,1,,,,2,,,
2020-04-01,JP_07,2,,,,6,,,
2020-04-01,JP_08,18,,,,42,,,
2020-04-01,JP_09,3,,,,17,,,
2020-04-01,JP_10,1,,,,20,,,
2020-04-01,JP_11,4,,,,103,,,
2020-04-01,JP_12,14,0,,,186,2,,
2020-04-01,JP_13,66,0,,,584,3,,
2020-04-01,JP_14,19,0,,,159,1,,
2020-04-01,JP_15,1,,,,32,,,
2020-04-01,JP_16,3,,,,5,,,
2020-04-01,JP_17,2,,,,15,,,
2020-04-01,JP_18,1,,,,21,,,
2020-04-01,JP_19,3,,,,9,,,
2020-04-01,JP_20,1,,,,9,,,
2020-04-01,JP_21,5,,,,31,,,
2020-04-01,JP_22,2,,,,13,,,
2020-04-01,JP_23,5,0,,,181,2,,
2020-04-01,JP_26,7,0,,,75,1,,
2020-04-01,JP_27,34,,,,278,,,
2020-04-01,JP_28,14,,,,162,,,
2020-04-01,JP_29,4,,,,12,,,
2020-04-01,JP_30,1,,,,19,,,
2020-04-01,JP_33,1,,,,5,,,
2020-04-01,JP_39,3,,,,20,,,
2020-04-01,JP_40,32,,,,78,,,
2020-04-01,JP_41,1,,,,3,,,
2020-04-01,JP_42,3,,,,5,,,
2020-04-01,JP_43,1,,,,15,,,
2020-04-01,JP_46,1,,,,2,,,
2020-04-02,JP_01,3,0,,,184,1,,
2020-04-02,JP_02,1,,,,9,,,
2020-04-02,JP_04,1,,,,12,,,
2020-04-02,JP_05,2,,,,7,,,
2020-04-02,JP_06,1,,,,3,,,
2020-04-02,JP_07,2,,,,8,,,
2020-04-02,JP_08,2,,,,44,,,
2020-04-02,JP_10,1,,,,21,,,
2020-04-02,JP_11,14,,,,117,,,
2020-04-02,JP_12,5,0,,,191,2,,
2020-04-02,JP_13,97,0,,,681,3,,
2020-04-02,JP_14,25,0,,,184,1,,
2020-04-02,JP_16,3,,,,8,,,
2020-04-02,JP_17,1,,,,16,,,
2020-04-02,JP_18,9,,,,30,,,
2020-04-02,JP_21,5,,,,36,,,
2020-04-02,JP_22,1,,,,14,,,
2020-04-02,JP_23,7,0,,,188,2,,
2020-04-02,JP_24,1,0,,,11,1,,
2020-04-02,JP_25,1,,,,8,,,
2020-04-02,JP_26,12,0,,,87,1,,
2020-04-02,JP_27,33,,,,311,,,
2020-04-02,JP_28,7,,,,169,,,
2020-04-02,JP_29,4,,,,16,,,
2020-04-02,JP_30,2,,,,21,,,
2020-04-02,JP_33,2,,,,7,,,
2020-04-02,JP_34,5,,,,11,,,
2020-04-02,JP_35,0,,,,6,,,
2020-04-02,JP_38,3,,,,11,,,
2020-04-02,JP_39,1,,,,21,,,
2020-04-02,JP_40,22,,,,100,,,
2020-04-02,JP_41,0,,,,3,,,
2020-04-02,JP_42,4,,,,9,,,
2020-04-02,JP_44,1,,,,30,,,
2020-04-02,JP_46,1,,,,3,,,
2020-04-03,JP_01,5,0,,,189,1,,
2020-04-03,JP_02,2,,,,11,,,
2020-04-03,JP_04,6,,,,18,,,
2020-04-03,JP_05,1,,,,8,,,
2020-04-03,JP_06,5,,,,8,,,
2020-04-03,JP_07,1,,,,9,,,
2020-04-03,JP_08,10,,,,54,,,
2020-04-03,JP_10,4,,,,25,,,
2020-04-03,JP_11,17,,,,134,,,
