date,key,new_confirmed_male,new_confirmed_female,total_confirmed_male,total_confirmed_female,new_deceased_male,new_deceased_female,total_deceased_male,total_deceased_female,new_recovered_male,new_recovered_female,total_recovered_male,total_recovered_female,new_tested_male,new_tested_female,total_tested_male,total_tested_female,new_hospitalized_male,new_hospitalized_female,total_hospitalized_male,total_hospitalized_female,current_hospitalized_male,current_hospitalized_female,new_intensive_care_male,new_intensive_care_female,total_intensive_care_male,total_intensive_care_female,current_intensive_care_male,current_intensive_care_female,new_ventilator_male,new_ventilator_female,total_ventilator_male,total_ventilator_female,current_ventilator_male,current_ventilator_female
2020-03-07,CZ_42_421,1,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,CZ_72,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,CZ_72_723,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,US_FL_12011,2,,2,0,0,,0,0,,,,,,,,,1,,1,0,,,,,,,,,,,,,,
2020-03-07,US_FL_12071,1,1,1,1,0,1,0,1,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,
2020-03-08,CZ_20,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,CZ_20_203,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,CZ_20_206,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,CZ_42,1,1,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,CZ_42_421,,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,CZ_42_427,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,CZ_52,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,CZ_52_524,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,CZ_71,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,CZ_71_712,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,US_DE,,,0,1,,,0,0,,,,,,,4,7,,,,,,,,,,,,,,,,,,
2020-03-08,US_FL_12127,,1,0,1,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2020-03-09,CO,1,1,1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,CO_05,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,CO_05_05001,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,CO_76,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,CO_76_76111,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,CZ_10,3,1,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,CZ_10_100,3,1,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,CZ_52,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,CZ_52_521,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,US_DE,0,0,0,1,0,0,0,0,,,,,2,3,6,10,,,,,,,,,,,,,,,,,,
2020-03-09,US_FL_12011,1,,3,0,0,,0,0,,,,,,,,,0,,1,0,,,,,,,,,,,,,,
2020-03-09,US_FL_12015,,1,0,1,,0,0,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,
2020-03-09,US_FL_12081,,1,1,1,,0,0,0,,,,,,,,,,0,1,0,,,,,,,,,,,,,,
2020-03-09,US_FL_12091,,1,0,2,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2020-03-09,US_FL_12127,,1,0,2,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2020-03-10,CZ_10,7,5,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_10_100,7,5,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_32,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_32_323,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_41,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_41_412,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_42,2,2,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_42_421,,1,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_42_423,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_53,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_53_532,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_63,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_63_635,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_71,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_71_712,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_71_714,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_72,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_72_722,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,CZ_72_723,,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,US_DE,0,0,0,1,0,0,0,0,,,,,1,3,7,13,,,,,,,,,,,,,,,,,,
2020-03-10,US_FL_12001,,1,0,1,,0,0,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,
2020-03-10,US_FL_12011,,1,3,1,,0,0,0,,,,,,,,,,0,1,0,,,,,,,,,,,,,,
2020-03-10,US_FL_12089,1,,1,0,0,,0,0,,,,,,,,,0,,0,0,,,,,,,,,,,,,,
2020-03-11,BR_RJ_GIG,1,,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CO,2,4,3,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CO_05,2,1,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CO_05_05001,2,,2,1,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CO_05_05360,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CO_11,,2,0,3,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CO_11_11001,,2,0,3,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CO_13,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CO_13_13001,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_10,2,4,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_10_100,2,4,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_20,9,5,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_20_203,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_20_205,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_20_206,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_20_208,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_20_209,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_31,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_31_315,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_32,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_32_323,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_51,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_51_512,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_53,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_53_533,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_64,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_64_642,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_71,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_71_712,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_72,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_72_722,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_80,2,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,CZ_80_804,2,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,US_DE,3,1,3,2,0,0,0,0,,,,,6,3,13,16,,,,,,,,,,,,,,,,,,
2020-03-11,US_FL_12021,1,2,1,2,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
2020-03-11,US_FL_12101,1,,1,0,0,,0,0,,,,,,,,,0,,0,0,,,,,,,,,,,,,,
2020-03-11,US_FL_12103,2,,2,0,0,,0,0,,,,,,,,,0,,0,0,,,,,,,,,,,,,,
2020-03-12,BR_RJ_GIG,2,,3,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CO,,5,3,11,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CO_11,,2,0,5,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CO_11_11001,,2,0,5,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CO_41,,3,0,3,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CO_41_41001,,3,0,3,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_10,8,4,27,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_10_100,8,4,27,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_20,2,1,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_20_203,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_20_207,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_52,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_52_523,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_63,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_63_635,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_72,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_72_722,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_80,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,CZ_80_802,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,US_DE,0,0,3,2,0,0,0,0,,,,,3,7,16,23,,,,,,,,,,,,,,,,,,
2020-03-12,US_FL_12011,3,,6,1,1,,1,0,,,,,,,,,1,,2,0,,,,,,,,,,,,,,
2020-03-12,US_FL_12071,1,,2,1,0,,0,1,,,,,,,,,0,,1,1,,,,,,,,,,,,,,
2020-03-12,US_FL_12086,1,,2,0,0,,0,0,,,,,,,,,0,,0,0,,,,,,,,,,,,,,
2020-03-12,US_FL_12109,1,,1,0,0,,0,0,,,,,,,,,1,,1,0,,,,,,,,,,,,,,
2020-03-12,US_FL_12117,1,,1,0,0,,0,0,,,,,,,,,0,,0,0,,,,,,,,,,,,,,
2020-03-13,BR_RJ_GIG,2,2,5,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CO,3,2,6,13,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CO_11,,1,0,6,,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CO_11_11001,,1,0,6,,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CO_17,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CO_17_17001,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CO_50,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CO_50_50001,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CO_76,2,,3,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CO_76_76001,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CO_76_76520,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_10,4,3,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_10_100,4,3,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_20,1,,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_20_203,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_31,1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_31_311,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_42,1,,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_42_427,1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_51,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_51_512,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_52,1,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_52_521,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_64,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_64_643,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_71,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_71_712,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_72,4,4,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_72_722,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_72_723,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_80,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,CZ_80_802,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,US_DE,0,1,3,3,0,0,0,0,,,,,11,12,27,35,,,,,,,,,,,,,,,,,,
2020-03-13,US_FL_12001,1,,1,1,0,,0,0,,,,,,,,,0,,0,1,,,,,,,,,,,,,,
2020-03-13,US_FL_12011,1,4,7,5,0,0,1,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,
2020-03-13,US_FL_12019,1,,1,0,0,,0,0,,,,,,,,,1,,1,0,,,,,,,,,,,,,,
2020-03-13,US_FL_12031,1,,1,0,1,,1,0,,,,,,,,,1,,1,0,,,,,,,,,,,,,,
2020-03-13,US_FL_12057,,1,0,3,,0,0,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,
2020-03-13,US_FL_12069,,1,0,1,,0,0,0,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
2020-03-13,US_FL_12071,1,,3,1,1,,1,1,,,,,,,,,1,,2,1,,,,,,,,,,,,,,
2020-03-13,US_FL_12086,1,1,3,1,0,0,0,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,
2020-03-13,US_FL_12095,1,2,1,2,0,1,0,1,,,,,,,,,0,1,0,1,,,,,,,,,,,,,,
2020-03-13,US_FL_12097,3,,3,0,0,,0,0,,,,,,,,,2,,2,0,,,,,,,,,,,,,,
2020-03-13,US_FL_12099,2,,2,1,2,,2,0,,,,,,,,,2,,2,0,,,,,,,,,,,,,,
2020-03-13,US_FL_12115,1,1,1,1,0,0,0,0,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,
2020-03-13,US_FL_12127,,1,0,3,,0,0,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,
2020-03-14,BR_RJ_GIG,1,1,6,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CO,11,7,17,20,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CO_05,2,1,4,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CO_05_05001,1,1,3,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CO_05_05615,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CO_11,6,4,6,10,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CO_11_11001,6,4,6,10,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CO_41,2,2,2,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CO_41_41001,2,2,2,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CO_66,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CO_66_66170,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_10,9,6,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_10_100,9,6,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_20,2,2,15,9,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_20_206,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_20_209,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_20_20A,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_20_20B,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_41,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_41_411,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_41_412,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_64,4,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_64_642,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_64_644,2,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_64_645,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_71,7,7,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_71_712,6,6,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_71_715,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_80,2,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,CZ_80_806,2,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,US_DE,0,0,3,3,0,0,0,0,,,,,8,12,35,47,,,,,,,,,,,,,,,,,,
2020-03-14,US_FL_12001,1,,2,1,0,,0,0,,,,,,,,,0,,0,1,,,,,,,,,,,,,,
2020-03-14,US_FL_12011,8,5,15,10,0,0,1,0,,,,,,,,,3,2,5,4,,,,,,,,,,,,,,
2020-03-14,US_FL_12019,1,1,2,1,1,0,1,0,,,,,,,,,1,1,2,1,,,,,,,,,,,,,,
2020-03-14,US_FL_12021,,1,1,3,,0,0,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,
2020-03-14,US_FL_12057,2,1,2,4,0,0,0,0,,,,,,,,,1,0,1,1,,,,,,,,,,,,,,
2020-03-14,US_FL_12071,,1,3,2,,0,1,1,,,,,,,,,,0,2,1,,,,,,,,,,,,,,
2020-03-14,US_FL_12081,,2,1,3,,0,0,0,,,,,,,,,,1,1,1,,,,,,,,,,,,,,
2020-03-14,US_FL_12086,7,3,10,4,0,0,0,0,,,,,,,,,3,1,4,1,,,,,,,,,,,,,,
2020-03-14,US_FL_12097,1,,4,0,0,,0,0,,,,,,,,,0,,2,0,,,,,,,,,,,,,,
2020-03-14,US_FL_12099,2,1,4,2,0,0,2,0,,,,,,,,,1,1,3,1,,,,,,,,,,,,,,
2020-03-14,US_FL_12101,1,,2,0,1,,1,0,,,,,,,,,1,,1,0,,,,,,,,,,,,,,
2020-03-14,US_FL_12109,,1,1,1,,0,0,0,,,,,,,,,,1,1,1,,,,,,,,,,,,,,
2020-03-14,US_FL_12117,1,2,2,2,0,0,0,0,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,
2020-03-14,US_FL_12127,2,1,2,4,0,0,0,0,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,
2020-03-15,CO,6,10,23,30,0,0,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,CO_05,1,0,5,3,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,CO_05_05001,1,0,4,2,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,CO_11,4,6,10,16,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,CO_11_11001,4,6,10,16,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,CO_13,,2,0,3,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,CO_13_13001,,2,0,3,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,CO_25,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,CO_25_25769,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
