date,key,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-31,US_TX_48439,-2.69,,,-17,-4,29,-58,-13,5
2020-05-31,US_TX_48441,6.32,,,0,-3,,25,-5,2
2020-05-31,US_TX_48445,-5.98,,,,,,,,
2020-05-31,US_TX_48449,19.07,,,-8,3,,,-11,
2020-05-31,US_TX_48451,19.62,,,-11,-2,,,-9,3
2020-05-31,US_TX_48453,-15.2,,,-31,-17,4,-51,-18,8
2020-05-31,US_TX_48455,29,,,,,,,,
2020-05-31,US_TX_48457,54.09,,,,,,,-9,
2020-05-31,US_TX_48459,11.09,,,11,,,,-18,
2020-05-31,US_TX_48461,-68.02,,,,,,,,
2020-05-31,US_TX_48463,184.49,,,5,,,,-3,
2020-05-31,US_TX_48465,26.51,,,-17,-12,-34,,-5,
2020-05-31,US_TX_48467,96.01,,,103,32,,2,-12,
2020-05-31,US_TX_48469,10.61,,,-12,-7,,-3,-12,5
2020-05-31,US_TX_48471,22.07,,,-11,-5,3,7,-13,
2020-05-31,US_TX_48473,17.98,,,-9,5,,5,-18,
2020-05-31,US_TX_48475,-40.03,,,,,,5,-23,
2020-05-31,US_TX_48477,41.49,,,-6,5,,,-19,
2020-05-31,US_TX_48479,-20.13,,,-38,-27,-55,-30,-16,10
2020-05-31,US_TX_48481,37.22,,,-4,1,,-11,-8,
2020-05-31,US_TX_48483,50.33,,,,,,,,
2020-05-31,US_TX_48485,25.05,,,-6,3,,9,-13,3
2020-05-31,US_TX_48487,109.57,,,,,,,,
2020-05-31,US_TX_48489,39.92,,,,,,,-11,
2020-05-31,US_TX_48491,0.31,,,-21,-11,16,-9,-15,7
2020-05-31,US_TX_48493,-8.3,,,-18,-12,,,-13,
2020-05-31,US_TX_48495,-56.18,,,,,,-35,-23,
2020-05-31,US_TX_48497,26.92,,,12,1,,13,-9,
2020-05-31,US_TX_48499,29.02,,,10,21,,,-13,
2020-05-31,US_TX_48501,-31.91,,,,,,,,
2020-05-31,US_TX_48503,40.24,,,,,,,-10,
2020-05-31,US_UT,6.5,,,-10,13,127,-25,-19,3
2020-05-31,US_UT_49001,,,,,,,-77,,
2020-05-31,US_UT_49003,102.54,,,20,20,,25,-17,
2020-05-31,US_UT_49005,13.78,,,-10,,,,-20,2
2020-05-31,US_UT_49007,,,,,,,,-12,
2020-05-31,US_UT_49011,3.38,,,-1,22,95,-10,-17,2
2020-05-31,US_UT_49017,441.42,,,,,,,,
2020-05-31,US_UT_49019,376.5,,,,,,,,
2020-05-31,US_UT_49021,115.49,,,7,29,,30,-17,
2020-05-31,US_UT_49023,321,,,,,,,,
2020-05-31,US_UT_49027,335.57,,,,,,,,
2020-05-31,US_UT_49035,-21.21,,,-24,2,41,-56,-19,4
2020-05-31,US_UT_49039,,,,,,,,-20,
2020-05-31,US_UT_49041,211.9,,,,,,54,-14,
2020-05-31,US_UT_49043,8.84,,,-48,-21,128,-40,-57,
2020-05-31,US_UT_49045,39.26,,,14,23,,17,-9,
2020-05-31,US_UT_49047,63.31,,,,,,,-1,
2020-05-31,US_UT_49049,-15.46,,,-3,23,175,34,-25,3
2020-05-31,US_UT_49051,81.51,,,,,,,-35,
2020-05-31,US_UT_49053,90.16,,,3,26,83,14,-16,3
2020-05-31,US_UT_49057,14.71,,,0,10,180,7,-13,1
2020-05-31,US_VA,4.9,,,-23,-4,96,-30,-17,5
2020-05-31,US_VA_51001,100.3,,,15,21,,,-1,
2020-05-31,US_VA_51003,-0.9,,,-34,-18,55,-27,-27,
2020-05-31,US_VA_51005,,,,,,,,-10,
2020-05-31,US_VA_51007,30.53,,,,,,,,
2020-05-31,US_VA_51009,35.93,,,13,,,,-7,
2020-05-31,US_VA_51013,-24.38,,,-51,-25,49,-74,-13,10
2020-05-31,US_VA_51015,28.25,,,-13,-1,,30,-12,2
2020-05-31,US_VA_51017,,,,,,-48,,,
2020-05-31,US_VA_51019,72.14,,,0,16,,,-18,
2020-05-31,US_VA_51021,,,,,,,74,,
2020-05-31,US_VA_51023,42.77,,,,,,0,-15,
2020-05-31,US_VA_51025,59.15,,,,,,-70,,
2020-05-31,US_VA_51031,9.7,,,-4,11,,,-17,
2020-05-31,US_VA_51033,65.33,,,,,,7,-13,
2020-05-31,US_VA_51035,116.92,,,,,,27,-4,
2020-05-31,US_VA_51041,3.54,,,-23,-5,70,-6,-17,5
2020-05-31,US_VA_51043,66.52,,,,,,,,
2020-05-31,US_VA_51047,35.2,,,-20,5,,,-13,
2020-05-31,US_VA_51053,47.9,,,,,,,-11,
2020-05-31,US_VA_51059,-19.62,,,-39,-21,106,-34,-22,10
2020-05-31,US_VA_51061,42.98,,,-1,-6,,,-11,
2020-05-31,US_VA_51065,29.56,,,,,,,-11,
2020-05-31,US_VA_51067,85.97,,,20,26,,,-10,
2020-05-31,US_VA_51069,36.5,,,-10,8,,-5,-12,4
2020-05-31,US_VA_51071,,,,,,,,-10,
2020-05-31,US_VA_51073,41.04,,,-5,,,,-11,
2020-05-31,US_VA_51075,1.58,,,,,,,,
2020-05-31,US_VA_51079,41.67,,,,,,,-25,
2020-05-31,US_VA_51081,133.39,,,,,,5,,
2020-05-31,US_VA_51083,32.61,,,-4,,,,-13,
2020-05-31,US_VA_51085,15.93,,,-15,-2,,11,-14,4
2020-05-31,US_VA_51087,-4.86,,,-27,-12,14,-63,-17,6
2020-05-31,US_VA_51089,20.19,,,-10,9,,,-9,
2020-05-31,US_VA_51093,33.08,,,-2,5,,,-11,
2020-05-31,US_VA_51095,41.39,,,-22,-1,,,-20,
2020-05-31,US_VA_51099,73.95,,,3,12,,,-2,
2020-05-31,US_VA_51101,16.82,,,,,,,,
2020-05-31,US_VA_51105,,,,,,,,-7,
2020-05-31,US_VA_51107,-7.39,,,-32,-17,49,-79,-19,9
2020-05-31,US_VA_51109,71.94,,,9,16,,,-14,
2020-05-31,US_VA_51113,62.23,,,,,,,,
2020-05-31,US_VA_51117,56,,,2,,,5,-2,
2020-05-31,US_VA_51121,17.8,,,-35,-6,,0,-14,5
2020-05-31,US_VA_51125,117.95,,,,,,,-31,
2020-05-31,US_VA_51127,91.25,,,22,,,27,-12,
2020-05-31,US_VA_51135,10.36,,,,,,,,
2020-05-31,US_VA_51137,39.41,,,8,15,,,-16,
2020-05-31,US_VA_51139,113.31,,,,,,,-18,
2020-05-31,US_VA_51143,25.73,,,,11,,,-10,
2020-05-31,US_VA_51145,17.24,,,-15,,,,-3,
2020-05-31,US_VA_51147,-1.73,,,-17,,,,-23,
2020-05-31,US_VA_51149,17.57,,,-11,-1,,7,-1,
2020-05-31,US_VA_51153,7.5,,,-29,-8,122,-12,-19,8
2020-05-31,US_VA_51155,30.08,,,8,34,,,-11,
2020-05-31,US_VA_51161,14.9,,,-15,3,,,-15,4
2020-05-31,US_VA_51163,96.43,,,-2,,,5,-23,
2020-05-31,US_VA_51165,6.93,,,-7,3,,5,-17,
2020-05-31,US_VA_51167,,,,,,,,10,
2020-05-31,US_VA_51169,,,,,,,,-8,
2020-05-31,US_VA_51171,42.09,,,-10,9,,-8,-17,
2020-05-31,US_VA_51173,60.76,,,,,,,-4,
2020-05-31,US_VA_51175,53.09,,,,,,,-13,
2020-05-31,US_VA_51177,30.16,,,-21,-2,,,-15,5
2020-05-31,US_VA_51179,6.94,,,-10,-6,152,,-17,7
2020-05-31,US_VA_51183,115.1,,,,,,-7,,
2020-05-31,US_VA_51185,29.4,,,9,,,,-9,
2020-05-31,US_VA_51187,89.42,,,2,17,,,-14,
2020-05-31,US_VA_51191,63.16,,,-6,5,,7,-9,
2020-05-31,US_VA_51193,,,,,,,,-5,
2020-05-31,US_VA_51195,24.6,,,,,,,-4,
2020-05-31,US_VA_51197,72.27,,,-7,,,6,-9,
2020-05-31,US_VA_51199,44.96,,,-4,2,103,,-20,
2020-05-31,US_VA_51510,,,,-38,-19,145,-48,-23,10
2020-05-31,US_VA_51520,,,,-13,,,,-20,
2020-05-31,US_VA_51540,,,,-50,-21,-26,-66,-33,
2020-05-31,US_VA_51550,,,,-19,6,,-25,-15,5
2020-05-31,US_VA_51570,,,,-27,-2,,,-14,
2020-05-31,US_VA_51590,,,,-7,6,,,-18,
2020-05-31,US_VA_51595,,,,-18,,,,,
2020-05-31,US_VA_51600,,,,-45,-24,,,-25,
2020-05-31,US_VA_51610,,,,-45,,,,,
2020-05-31,US_VA_51630,,,,-32,-17,,,-20,
2020-05-31,US_VA_51640,,,,-11,,,,,
2020-05-31,US_VA_51650,,,,-19,2,117,-12,-17,5
2020-05-31,US_VA_51660,,,,-36,-5,,,-21,
2020-05-31,US_VA_51670,,,,5,6,,,-16,
2020-05-31,US_VA_51680,,,,-25,-9,,-4,-23,
2020-05-31,US_VA_51683,,,,-17,5,,,-23,
2020-05-31,US_VA_51685,,,,,,,,-12,
2020-05-31,US_VA_51690,,,,,,,,-11,
2020-05-31,US_VA_51700,,,,-19,-3,81,-19,-15,4
2020-05-31,US_VA_51710,,,,-21,1,49,-17,-15,4
2020-05-31,US_VA_51730,,,,1,3,,,-12,
2020-05-31,US_VA_51740,,,,-1,0,60,22,-17,5
2020-05-31,US_VA_51760,,,,-32,-2,102,-23,-23,5
2020-05-31,US_VA_51770,,,,-30,-4,50,-30,-18,3
2020-05-31,US_VA_51775,,,,-12,10,,,-12,
2020-05-31,US_VA_51790,,,,-15,-1,,,-17,
2020-05-31,US_VA_51800,,,,-14,5,,7,-13,5
2020-05-31,US_VA_51810,,,,-14,4,95,5,-15,5
2020-05-31,US_VA_51820,,,,-5,16,,,-8,
2020-05-31,US_VA_51830,,,,-24,-9,,,-34,
2020-05-31,US_VA_51840,,,,-28,-6,,,-17,
2020-05-31,US_VI,-51.55,,,,,,,,
2020-05-31,US_VT,-5.12,,,-20,-6,77,-49,-18,4
2020-05-31,US_VT_50001,8.08,,,,,,,-12,
2020-05-31,US_VT_50003,6.59,,,0,4,,,-21,
2020-05-31,US_VT_50005,6.63,,,-10,1,,,-9,
2020-05-31,US_VT_50007,-6.78,,,-27,-13,71,-56,-15,5
2020-05-31,US_VT_50011,21.84,,,0,,,,-6,
2020-05-31,US_VT_50015,-22.44,,,-49,,,,-43,
2020-05-31,US_VT_50017,22.66,,,,,,,-7,
2020-05-31,US_VT_50019,-4.58,,,-4,,,,-12,
2020-05-31,US_VT_50021,-21.27,,,-23,-11,,-75,-23,
2020-05-31,US_VT_50023,-12.27,,,-29,-11,,,-18,
2020-05-31,US_VT_50025,-15.13,,,-30,-11,,,-25,
2020-05-31,US_VT_50027,-1.72,,,-25,-4,,-45,-18,
2020-05-31,US_WA,0.64,,,-27,-6,31,-36,-20,7
2020-05-31,US_WA_53001,89.67,,,12,,,34,-5,
2020-05-31,US_WA_53003,,,,-3,,,,1,
2020-05-31,US_WA_53005,19.54,,,-24,4,95,37,-15,4
2020-05-31,US_WA_53007,68.09,,,-2,19,88,12,-23,
2020-05-31,US_WA_53009,105.26,,,-6,2,65,,-15,
2020-05-31,US_WA_53011,-6.65,,,-26,-2,75,-31,-20,7
2020-05-31,US_WA_53015,36.39,,,-2,15,69,8,-14,4
2020-05-31,US_WA_53017,65.46,,,-35,20,,,-14,
2020-05-31,US_WA_53021,31.4,,,-8,14,,-32,-10,3
2020-05-31,US_WA_53025,81.13,,,10,33,,,-5,0
2020-05-31,US_WA_53027,147.39,,,19,24,130,,-11,3
2020-05-31,US_WA_53029,44.64,,,1,-3,58,-13,-22,
2020-05-31,US_WA_53031,80.62,,,-27,,27,,-21,
2020-05-31,US_WA_53033,-15.43,,,-45,-20,4,-53,-26,11
2020-05-31,US_WA_53035,39.46,,,-17,-5,52,-34,-20,6
2020-05-31,US_WA_53037,104.45,,,2,14,31,35,-20,
2020-05-31,US_WA_53039,,,,,,,,-21,
2020-05-31,US_WA_53041,56.88,,,-10,7,59,,-13,3
2020-05-31,US_WA_53045,76.97,,,10,11,101,,-10,4
2020-05-31,US_WA_53047,84.78,,,5,,,,-8,
2020-05-31,US_WA_53049,,,,,,,,-16,
2020-05-31,US_WA_53053,-2.17,,,-24,-2,41,-3,-19,6
2020-05-31,US_WA_53055,,,,,,,-17,-21,
2020-05-31,US_WA_53057,44.32,,,-16,4,70,-24,-20,5
2020-05-31,US_WA_53059,,,,,,38,,,
2020-05-31,US_WA_53061,6.48,,,-27,-9,29,-29,-22,8
2020-05-31,US_WA_53063,3.2,,,-14,-1,124,-22,-16,3
2020-05-31,US_WA_53065,75.71,,,15,,,,-11,
2020-05-31,US_WA_53067,9.99,,,-18,0,34,-25,-16,6
2020-05-31,US_WA_53071,57.6,,,-7,3,,,-13,
2020-05-31,US_WA_53073,-1.37,,,-37,-12,47,-35,-22,7
2020-05-31,US_WA_53075,-33.5,,,-26,,,,-17,
2020-05-31,US_WA_53077,26.67,,,-13,17,85,13,-13,1
2020-05-31,US_WI,31.54,,,-5,8,268,-4,-6,1
2020-05-31,US_WI_55001,179.17,,,,,,,-6,
2020-05-31,US_WI_55005,94.73,,,25,50,,,-7,
2020-05-31,US_WI_55009,7.49,,,-12,9,247,-62,-6,1
2020-05-31,US_WI_55013,,,,,,,,-7,
2020-05-31,US_WI_55015,47.93,,,5,7,,,-5,
2020-05-31,US_WI_55017,55.99,,,19,36,,,-2,
2020-05-31,US_WI_55019,39.5,,,,,,,-9,
2020-05-31,US_WI_55021,102.26,,,23,14,,40,-1,
2020-05-31,US_WI_55025,6.44,,,-32,-3,200,-34,-7,4
2020-05-31,US_WI_55027,47.54,,,9,10,,,6,0
2020-05-31,US_WI_55029,323.07,,,49,,,,-2,
2020-05-31,US_WI_55031,70.67,,,12,26,,,-5,
2020-05-31,US_WI_55033,39.11,,,1,36,,4,-6,
2020-05-31,US_WI_55035,35.16,,,-13,3,,,-6,1
2020-05-31,US_WI_55039,42.84,,,1,0,,,-8,1
2020-05-31,US_WI_55043,76.94,,,6,26,,,5,
2020-05-31,US_WI_55045,81.32,,,23,,,,-6,
2020-05-31,US_WI_55047,,,,,,,,-8,
2020-05-31,US_WI_55049,86.11,,,,,,,-1,
2020-05-31,US_WI_55053,92.98,,,,,,28,-13,
2020-05-31,US_WI_55055,53.63,,,6,20,,2,-5,0
2020-05-31,US_WI_55057,99.21,,,,25,,6,-7,
2020-05-31,US_WI_55059,52.25,,,5,-6,117,,-7,3
2020-05-31,US_WI_55061,70.83,,,,,,,0,
2020-05-31,US_WI_55063,45.85,,,-10,12,,,-3,1
2020-05-31,US_WI_55067,,,,,,,,2,
2020-05-31,US_WI_55069,116.11,,,18,,,,8,
2020-05-31,US_WI_55071,58.98,,,2,9,,,-3,1
2020-05-31,US_WI_55073,21.79,,,-5,3,107,,-6,0
2020-05-31,US_WI_55075,117.52,,,13,,,,7,
2020-05-31,US_WI_55077,,,,,,,,5,
2020-05-31,US_WI_55079,4.07,,,-22,-1,189,-23,-13,4
2020-05-31,US_WI_55081,39.42,,,1,33,,12,0,
2020-05-31,US_WI_55083,101.23,,,,,,,-3,
2020-05-31,US_WI_55085,126.57,,,19,,,,-3,
2020-05-31,US_WI_55087,14.93,,,-19,-6,162,-17,-2,1
2020-05-31,US_WI_55089,22.74,,,-8,-3,,,-9,
2020-05-31,US_WI_55093,83.48,,,,,,,-8,
2020-05-31,US_WI_55095,197.86,,,60,,,,-1,
2020-05-31,US_WI_55097,47.77,,,3,6,,,-10,
2020-05-31,US_WI_55101,26.04,,,-7,7,,6,-5,2
2020-05-31,US_WI_55103,,,,,,,,1,
2020-05-31,US_WI_55105,44.01,,,0,4,,17,-5,1
2020-05-31,US_WI_55109,81.5,,,21,18,,31,-3,1
2020-05-31,US_WI_55111,184.66,,,10,47,,,-16,1
2020-05-31,US_WI_55113,,,,,,,,-6,
2020-05-31,US_WI_55115,68.95,,,23,,,,-7,
2020-05-31,US_WI_55117,45.53,,,2,8,,28,-2,1
2020-05-31,US_WI_55119,,,,19,,,,,
2020-05-31,US_WI_55121,73.85,,,,,,,6,
2020-05-31,US_WI_55123,,,,,,,,0,
2020-05-31,US_WI_55125,169.01,,,,,,,-15,
2020-05-31,US_WI_55127,118.51,,,19,27,,,-4,1
2020-05-31,US_WI_55131,42.45,,,6,8,,,0,1
2020-05-31,US_WI_55133,12.02,,,-11,-1,239,3,-6,3
2020-05-31,US_WI_55135,92.14,,,42,11,,,4,
2020-05-31,US_WI_55137,96.25,,,,,,,-2,
2020-05-31,US_WI_55139,23.95,,,-2,-5,,,-6,1
2020-05-31,US_WI_55141,19.09,,,16,8,,,-6,-1
2020-05-31,US_WV,39.57,,,3,13,123,14,-10,1
2020-05-31,US_WV_54003,90.8,,,2,12,,,-13,2
2020-05-31,US_WV_54007,85.79,,,,,,,,
2020-05-31,US_WV_54009,-7.69,,,27,,,,-6,
2020-05-31,US_WV_54011,11.96,,,-7,3,,,-13,2
2020-05-31,US_WV_54019,206.36,,,,26,,,-6,
2020-05-31,US_WV_54025,57.84,,,13,,,,-22,
2020-05-31,US_WV_54027,,,,,,,,-8,
2020-05-31,US_WV_54029,30.89,,,,,,,-5,
2020-05-31,US_WV_54033,11.45,,,-5,6,,,-10,
2020-05-31,US_WV_54035,202.58,,,,,,,-3,
2020-05-31,US_WV_54037,45.15,,,-3,-13,,,-16,
2020-05-31,US_WV_54039,18.4,,,-8,3,33,3,-9,2
2020-05-31,US_WV_54041,66.73,,,,,,,,
2020-05-31,US_WV_54045,19.23,,,,,,,-5,
2020-05-31,US_WV_54049,24.56,,,-3,4,,,-7,
2020-05-31,US_WV_54051,-0.65,,,11,,,,-11,
2020-05-31,US_WV_54053,66.17,,,,,,,-10,
2020-05-31,US_WV_54055,70.92,,,14,20,,,-14,
2020-05-31,US_WV_54057,,,,,,,,-10,
2020-05-31,US_WV_54061,14.74,,,-9,1,101,-5,-18,3
2020-05-31,US_WV_54065,,,,,,,,-12,
2020-05-31,US_WV_54067,174,,,,,,,6,
2020-05-31,US_WV_54069,27.01,,,-4,37,-24,-13,-15,
2020-05-31,US_WV_54077,76.26,,,,,,,-1,
2020-05-31,US_WV_54079,17.28,,,9,11,,26,-15,
2020-05-31,US_WV_54081,54.85,,,4,14,,44,-12,
2020-05-31,US_WV_54083,60.27,,,,,,,-6,
2020-05-31,US_WV_54091,,,,,,,,-7,
2020-05-31,US_WV_54097,,,,,,,,-14,
2020-05-31,US_WV_54099,26.36,,,,,,,-4,
2020-05-31,US_WV_54107,22.75,,,-1,18,,,-3,1
2020-05-31,US_WY,104.94,,,6,19,155,21,-7,0
2020-05-31,US_WY_56001,134.24,,,4,,,30,-4,
2020-05-31,US_WY_56005,43.28,,,-4,1,,-1,-4,
2020-05-31,US_WY_56007,183.71,,,,,,28,-12,
2020-05-31,US_WY_56009,32.94,,,,,,,-9,
2020-05-31,US_WY_56013,99.64,,,23,,,,-6,
2020-05-31,US_WY_56021,64.45,,,2,12,139,8,-2,1
2020-05-31,US_WY_56025,49.59,,,1,5,,-16,-6,0
2020-05-31,US_WY_56029,192.31,,,36,,,,0,
2020-05-31,US_WY_56033,117,,,12,,,,-6,
2020-05-31,US_WY_56037,139.98,,,1,,,29,-7,
2020-05-31,US_WY_56039,132.2,,,-31,,122,-51,-42,
2020-05-31,US_WY_56041,132.04,,,,,,32,-9,
2020-05-31,UY,-64.53,,-77.25,-63,-32,-78,-63,-22,17
2020-05-31,VE,,,,-54,-35,-51,-53,-6,11
2020-05-31,VN,4.93,,3.1,-10,12,-17,1,0,5
2020-05-31,YE,,,,-16,-6,-16,-22,-19,8
2020-05-31,ZA,-54.11,,-52.74,-45,-12,-44,-58,-7,14
2020-05-31,ZM,,,,-7,2,1,-12,13,9
2020-05-31,ZW,,,,-26,-11,-17,-48,7,19
2020-06-01,AE,-30.4,,-32.32,-37,-10,-57,-51,-32,20
2020-06-01,AF,,,,-36,-14,-22,-40,-32,9
2020-06-01,AG,,,,-60,-44,-19,-83,-76,
2020-06-01,AL,-9.38,,-15.82,,,,,,
2020-06-01,AO,,,,-11,6,-5,-31,-15,14
2020-06-01,AR,-60.36,,-70.5,-67,-24,-87,-54,-29,18
2020-06-01,AR_A,,,,-57,-23,-78,-20,-10,13
2020-06-01,AR_C,,,,-71,-28,-90,-52,-35,20
2020-06-01,AR_D,,,,-66,-29,-91,-71,-12,15
2020-06-01,AR_E,,,,-61,-13,-86,-62,-10,12
2020-06-01,AR_F,,,,-60,-10,-93,-53,-8,13
2020-06-01,AR_G,,,,-61,-12,-74,-66,-13,13
2020-06-01,AR_H,,,,-70,-21,-89,-72,-21,16
2020-06-01,AR_J,,,,-57,-7,-84,-66,-5,12
2020-06-01,AR_K,,,,-49,2,-86,-21,5,12
2020-06-01,AR_L,,,,-57,-9,-79,-30,-8,12
2020-06-01,AR_M,,,,-57,-23,-86,-33,-17,16
2020-06-01,AR_N,,,,-55,-19,-78,-73,-6,12
2020-06-01,AR_P,,,,-74,-15,-81,,-5,12
2020-06-01,AR_Q,,,,-63,-25,-85,-43,-22,19
2020-06-01,AR_R,,,,-71,-37,-86,-86,-25,19
2020-06-01,AR_S,,,,-61,-18,-90,-20,-17,14
2020-06-01,AR_T,,,,-57,-8,-68,-59,-10,13
2020-06-01,AR_U,,,,-65,-30,-88,-76,-20,18
2020-06-01,AR_V,,,,-76,-43,-73,-79,-54,23
2020-06-01,AR_W,,,,-57,-17,-81,-66,-7,11
2020-06-01,AR_X,,,,-67,-30,-87,-73,-24,18
2020-06-01,AR_Y,,,,-56,-18,-77,-65,-5,12
2020-06-01,AR_Z,,,,-61,-19,-79,-81,-13,17
2020-06-01,AT,13.69,,-19.37,-46,-86,141,-45,-79,16
2020-06-01,AT_11,58.07,,,-28,-92,,,-75,18
2020-06-01,AT_12,32.88,,,-37,-89,263,-54,-78,18
2020-06-01,AT_13,,,,-48,-83,121,-47,-78,15
2020-06-01,AT_21,50.62,,,-42,-80,149,-31,-76,15
2020-06-01,AT_22,28.47,,,-47,-87,103,-44,-78,17
2020-06-01,AT_31,33.05,,,-39,-87,299,-38,-81,18
2020-06-01,AT_32,-1.92,,,-60,-84,61,-46,-79,15
2020-06-01,AT_33,-22.03,,,-59,-86,74,-47,-79,12
2020-06-01,AT_34,5.13,,,-39,-86,74,-37,-82,16
2020-06-01,AU,-19.13,-59.57,-43.3,-22,-5,-24,-48,-24,12
2020-06-01,AU_ACT,-5.71,,,-26,2,-9,-63,-75,21
2020-06-01,AU_NSW,-13.2,,,-20,-3,-18,-43,-18,11
2020-06-01,AU_NT,-14.02,,,0,19,5,-31,16,4
2020-06-01,AU_QLD,-17.45,,,-18,-1,-17,-45,-9,8
2020-06-01,AU_SA,-22.17,,,-18,7,-38,-35,-5,8
2020-06-01,AU_TAS,-58.94,,,-32,-14,-64,-46,-8,9
2020-06-01,AU_VIC,-24.23,,,-32,-13,-56,-61,-27,15
2020-06-01,AU_WA,-14.57,,,-19,-7,14,-55,-67,17
2020-06-01,AW,,,,-26,-7,-18,-48,-26,14
2020-06-01,BA,,,,-4,7,11,-17,-9,3
2020-06-01,BB,,,,-72,-79,-35,-82,-78,32
2020-06-01,BD,,,,-47,-26,-23,-41,-27,14
2020-06-01,BE,-1.88,-40.23,-6.89,-57,-55,125,-51,-78,22
2020-06-01,BF,,,,-2,1,-2,-16,0,4
2020-06-01,BG,-17.58,,-23.11,1,1,41,-21,-22,3
2020-06-01,BH,,,,-27,-8,-27,-24,-19,14
2020-06-01,BJ,,,,-19,-9,-8,-33,-42,15
2020-06-01,BO,,,,-56,-38,-43,-59,-43,26
2020-06-01,BR,-35.66,-70.23,-46.43,-45,-3,-47,-43,-21,14
2020-06-01,BR_AC,,,,-43,5,-29,-64,-23,13
2020-06-01,BR_AL,-35.02,,,-53,-8,-57,-53,-31,14
2020-06-01,BR_AM,15.9,,,-37,10,-32,-26,-21,13
2020-06-01,BR_AP,,,,-72,-7,-46,-66,-45,20
2020-06-01,BR_BA,-45.84,,,-49,-7,-52,-53,-25,16
2020-06-01,BR_CE,-35.55,,,-61,-6,-79,-55,-35,17
2020-06-01,BR_DF,-10.73,,,-46,3,-55,-35,-30,18
2020-06-01,BR_ES,-39.91,,,-44,-3,-68,-47,-18,14
2020-06-01,BR_GO,-5.82,,,-39,7,-16,-21,-10,13
2020-06-01,BR_MA,-16.59,,,-43,8,-19,-54,-23,14
2020-06-01,BR_MG,-27.88,,,-35,3,-22,-31,-14,13
2020-06-01,BR_MS,-16.56,,,-24,4,-28,-30,-4,10
2020-06-01,BR_MT,-6.22,,,-26,4,-26,-34,-6,10
2020-06-01,BR_PA,-10.56,,,-41,1,-31,-45,-22,15
2020-06-01,BR_PB,-41.3,,,-68,-16,-62,-68,-38,18
2020-06-01,BR_PE,-33.79,,,-57,-4,-49,-43,-32,17
2020-06-01,BR_PI,-17.79,,,-57,-11,-30,-65,-29,18
2020-06-01,BR_PR,-27.87,,,-34,-2,-47,-36,-11,12
2020-06-01,BR_RJ,-51.71,,,-52,-5,-61,-47,-32,15
2020-06-01,BR_RN,-37.93,,,-52,-4,-64,-45,-27,16
2020-06-01,BR_RO,1.91,,,-25,11,-13,-52,-8,10
2020-06-01,BR_RR,10.5,,,-38,9,-40,-55,-18,14
2020-06-01,BR_RS,-36.32,,,-33,-1,-42,-37,-14,13
2020-06-01,BR_SC,-49.55,,,-39,-18,-75,-64,-13,12
2020-06-01,BR_SE,-30.36,,,-50,-6,-50,-62,-34,15
2020-06-01,BR_SP,-41.68,,,-51,-5,-41,-47,-26,16
2020-06-01,BR_TO,-0.62,,,-30,1,-22,-48,-12,12
2020-06-01,BS,,,,-71,-48,-51,-91,-77,37
2020-06-01,BW,,,,6,8,3,2,-8,9
2020-06-01,BY,,,,-9,0,19,-14,-19,4
2020-06-01,BZ,,,,-22,-9,-27,-43,-34,14
2020-06-01,CA,4.19,-63.41,4.4,-23,-2,81,-51,-43,14
2020-06-01,CA_AB,16.45,,,-15,6,52,-53,-40,13
2020-06-01,CA_BC,0.77,,,-23,3,100,-45,-39,13
2020-06-01,CA_MB,31.41,,,-7,8,101,-44,-34,10
2020-06-01,CA_NB,28.82,,,-3,-5,99,-25,-32,9
2020-06-01,CA_NL,16.17,,,-15,-1,,-51,-39,9
2020-06-01,CA_NS,13.44,,,-18,-6,132,-45,-44,13
2020-06-01,CA_NT,-34.45,,,,,,-50,-34,
2020-06-01,CA_NU,,,,,,,,-18,
2020-06-01,CA_ON,-4.36,,,-31,-6,79,-54,-49,17
2020-06-01,CA_PE,41.31,,,-6,6,,,-30,7
2020-06-01,CA_QC,5.85,,,-22,-7,70,-53,-40,14
2020-06-01,CA_SK,27.35,,,-11,15,121,-38,-35,9
2020-06-01,CA_YT,23.84,,,-29,,,,-28,
2020-06-01,CH,34.34,-30.76,12.53,-48,-65,145,-29,-77,17
2020-06-01,CH_AG,36.29,,,-54,-73,,-27,-81,20
2020-06-01,CH_AI,,,,,,,,-81,
2020-06-01,CH_AR,59.23,,,,,,-13,-80,
2020-06-01,CH_BE,72.3,,,-52,-71,222,-22,-78,17
2020-06-01,CH_BL,19.56,,,-59,-76,,-37,-80,19
2020-06-01,CH_BS,-18.03,,,,,,,,
2020-06-01,CH_FR,55.16,,,-13,-23,,-23,-74,18
2020-06-01,CH_GE,-26.96,,,-66,-77,29,-60,-79,19
2020-06-01,CH_GL,287.45,,,,,,,-79,
2020-06-01,CH_GR,100.55,,,-47,-74,160,-23,-73,9
2020-06-01,CH_JU,66.45,,,-44,-82,,-10,-79,
2020-06-01,CH_LU,51.28,,,-20,-59,80,-13,-78,17
2020-06-01,CH_NE,51.74,,,-47,-82,,-14,-80,17
2020-06-01,CH_NW,122.81,,,,,,10,-80,
2020-06-01,CH_OW,224.95,,,,,,62,-75,
