key,station,latitude,longitude,distance,measurement
US_OK_40141,USW00003981,34.3622,-98.9761,5.517,TMAX|TMIN|PRCP|SNWD|AWND|WDF2|WDF5|WSF2|WSF5
US_OK_40143,USW00053908,36.0394,-95.9844,9.813,TMAX|TMIN|PRCP|SNWD|AWND|WDF2|WDF5|WSF2|WSF5
US_OK_40145,USC00346130,35.7781,-95.3339,26.281,TMAX|TMIN|PRCP|SNOW|SNWD
US_OK_40147,USC00340546,36.7619,-96.0117,3.217,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_OK_40149,USC00340684,35.4017,-99.0583,13.883,TMAX|TMIN|PRCP|DAPR|MDPR|SN32|SX32
US_OK_40151,USC00340198,36.7081,-98.7094,15.086,TMAX|TMIN|PRCP|DAPR|MDPR|SN32|SX32
US_OK_40153,USC00349768,36.4231,-99.4167,14.029,TMAX|TMIN|PRCP|DAPR|MDPR|SN32|SX32
US_OR,USR0000OSAL,44.0444,-120.6661,14.105,TMAX|TMIN|TAVG
US_OR_41001,USR0000OFLA,44.8142,-117.7289,12.488,TMAX|TMIN|TAVG
US_OR_41003,USW00004236,44.4186,-123.3258,11.633,TMAX|TMIN|PRCP
US_OR_41005,USR0000OWAN,45.1094,-122.1953,9.038,TMAX|TMIN|TAVG
US_OR_41007,USC00357641,45.9869,-123.9236,16.703,TMAX|TMIN|PRCP|SNOW|SNWD
US_OR_41009,USC00358884,45.8653,-123.1903,12.713,TMAX|TMIN|PRCP|SNOW|SNWD
US_OR_41011,USC00351836,43.1872,-124.2025,9.159,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_OR_41013,USR0000OBAD,44.03,-120.4,11.573,TMAX|TMIN|TAVG
US_OR_41015,USR0000OAGN,42.5522,-124.0578,10.310,TMAX|TMIN|TAVG
US_OR_41017,USR0000OLAV,43.93,-121.33,9.089,TMAX|TMIN|TAVG
US_OR_41019,USC00359461,43.2828,-123.3536,14.078,TMAX|TMIN|TOBS
US_OR_41021,USC00350265,45.7211,-120.2064,37.941,TMAX|TMIN|PRCP|SNOW
US_OR_41023,USC00354291,44.4233,-118.9594,5.631,TMAX|TMIN|TOBS|PRCP|SNOW
US_OR_41025,USR0000OFOS,42.9736,-119.2461,24.881,TMAX|TMIN|TAVG
US_OR_41027,USS0021D04S,45.46,-121.7,7.513,TMAX|TMIN|TAVG
US_OR_41029,USW00024225,42.3811,-122.8722,11.688,TMAX|TMIN|PRCP|SNOW|SNWD
US_OR_41031,USC00356532,44.7275,-121.2506,12.579,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_OR_41033,USR0000OONI,42.4544,-123.615,11.430,TMAX|TMIN|TAVG
US_OR_41035,USR0000OCAI,42.6314,-121.5597,9.153,TMAX|TMIN|TAVG
US_OR_41037,USS0020G02S,42.7,-120.8,34.955,TMAX|TMIN|TAVG
US_OR_41039,USC00355050,43.9139,-122.76,10.417,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_OR_41041,USC00356033,44.6247,-124.0469,10.969,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_OR_41043,USC00351862,44.6342,-123.19,7.929,TMAX|TMIN|PRCP|SNOW
US_OR_41045,USC00357310,42.8592,-117.6569,39.080,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_OR_41047,USC00357809,44.8728,-122.6486,6.807,TMAX|TMIN|PRCP|SNOW|SNWD
US_OR_41049,USC00353827,45.3653,-119.5639,6.102,TMAX|TMIN|PRCP
US_OR_41051,USW00024242,45.5511,-122.4089,1.237,TMAX|TMIN|PRCP|AWND|WDF2|WDF5|WSF2|WSF5
US_OR_41053,USR0000ORCK,44.925,-123.4694,4.233,TMAX|TMIN|TAVG
US_OR_41055,USC00355734,45.4825,-120.7236,8.479,TMAX|TMIN
US_OR_41057,USC00358498,45.4294,-123.7619,5.909,TMAX|TMIN|PRCP|SNOW|SNWD|DAPR|MDPR
US_OR_41059,USC00356634,45.4756,-118.8253,12.577,TMAX|TMIN|TOBS|SNWD
US_OR_41061,USC00354622,45.3167,-118.0747,1.869,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_OR_41063,USR0000OROB,45.6817,-117.2064,11.660,TMAX|TMIN|TAVG
US_OR_41065,USR0000OWAM,45.2406,-121.453,24.652,TMAX|TMIN|TAVG
US_OR_41067,USC00352997,45.5247,-123.1025,4.045,TMAX|TMIN|PRCP|SNOW
US_OR_41069,USC00355638,44.5681,-120.1156,19.532,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_OR_41071,USS0023D03S,45.25,-123.28,3.235,TMAX|TMIN|TOBS|PRCP|SNWD|TAVG|WESD
US_PA,USC00365790,40.8847,-77.475,12.995,TMAX|TMIN|TOBS
US_PA_42001,USC00360656,39.9347,-77.2547,7.781,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42003,USC00362574,40.5019,-80.0833,9.431,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_PA_42005,USC00362942,40.715,-79.5133,11.481,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_PA_42007,USC00365902,40.6475,-80.3861,5.623,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42009,USC00369823,40.0394,-78.5239,4.362,TMAX|TMIN|TOBS
US_PA_42011,USW00014712,40.3667,-75.9667,6.694,TMAX|TMIN|PRCP|PGTM|WT01|WT03|WT08
US_PA_42013,USC00360132,40.4189,-78.4197,8.192,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42015,USC00368905,41.7511,-76.4431,7.708,TMAX|TMIN|PRCP|SNOW
US_PA_42017,USW00054786,40.33,-75.1225,1.536,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_PA_42019,USC00361139,40.8414,-79.9164,7.649,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42021,USC00362470,40.4681,-78.7289,2.549,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42023,USC00368469,41.4039,-78.0183,15.677,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42025,USC00360560,40.8619,-75.6428,8.055,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|DAPR|MDPR
US_PA_42027,USC00368449,40.7933,-77.8672,13.574,TMAX|TMIN|PRCP|SNOW
US_PA_42029,USW00003761,39.8592,-75.7861,12.703,TMAX|TMIN|PRCP
US_PA_42031,USC00361485,41.1922,-79.4361,1.369,TMAX|TMIN|TOBS
US_PA_42033,USW00054792,41.0467,-78.4117,7.135,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_PA_42035,USC00367409,41.33,-77.7381,12.940,TMAX|TMIN|SNOW
US_PA_42037,USC00365344,40.8344,-76.1353,32.706,TMAX|TMIN|TOBS
US_PA_42039,USW00004843,41.6264,-80.215,10.568,TMAX|TMIN
US_PA_42041,USC00361920,40.2258,-77.1894,9.241,TMAX|TMIN
US_PA_42043,USC00363698,40.2817,-76.8703,15.811,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_PA_42045,USW00013739,39.8683,-75.2311,15.518,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT04|WT06|WT08
US_PA_42047,USC00367477,41.4197,-78.7492,8.274,TMAX|TMIN|SNWD|WT11
US_PA_42049,USW00014860,42.08,-80.1825,7.163,TMAX|TMIN|PRCP|SNOW|SNWD|WT03
US_PA_42051,USC00361726,39.9969,-79.5964,9.697,TMAX|TMIN|TOBS
US_PA_42053,USR0000PALL,41.4864,-79.1025,12.048,TMAX|TMIN|TAVG
US_PA_42055,USC00361354,39.9353,-77.6394,6.899,TMAX|TMIN|PRCP|SNOW
US_PA_42057,USC00362721,40.0136,-78.3653,24.125,TMAX|TMIN|PRCP|SNOW
US_PA_42059,USC00369367,39.8986,-80.1656,6.324,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42061,USC00367313,40.3814,-78.0753,8.677,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT04
US_PA_42063,USC00364214,40.5972,-79.1186,6.349,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42065,USW00004787,41.1783,-78.8989,10.027,TMAX|TMIN|PRCP|WT01|WT03|WT06|WT08
US_PA_42067,USC00364992,40.5864,-77.5692,15.614,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_PA_42069,USW00014777,41.3336,-75.7269,15.337,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT06|WT08
US_PA_42071,USC00364763,40.05,-76.2742,2.341,TMAX|TMIN|TOBS|SNOW|SNWD
US_PA_42073,USC00366233,41.0172,-80.3614,4.012,TMAX|TMIN
US_PA_42075,USC00364896,40.3333,-76.4667,4.121,TMAX|TMIN|TOBS|SNOW|SNWD
US_PA_42077,USW00014737,40.6508,-75.4492,12.722,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT06|WT08
US_PA_42079,USC00363018,41.1183,-75.7278,23.008,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42081,USC00369735,41.2486,-76.9833,12.972,TMAX|TMIN|TOBS
US_PA_42083,USC00367103,41.8158,-78.2872,13.069,TMAX|TMIN|TOBS
US_PA_42085,USC00364325,41.4992,-80.4681,27.820,TMAX|TMIN|TOBS
US_PA_42087,USC00364992,40.5864,-77.5692,5.029,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_PA_42089,USW00054789,41.1389,-75.3794,9.376,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_PA_42091,USC00363437,40.2306,-75.4353,6.000,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_PA_42093,USC00364976,40.9475,-76.8786,20.519,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42095,USC00286979,40.6956,-75.2,11.072,TMAX|TMIN|TOBS
US_PA_42097,USC00368668,40.8533,-76.7892,6.673,TMAX|TMIN|TOBS
US_PA_42099,USC00361920,40.2258,-77.1894,20.546,TMAX|TMIN
US_PA_42101,USC00366886,39.9586,-75.1728,6.781,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42103,USC00306774,41.3892,-74.6906,29.090,TMAX|TMIN|PRCP|SNOW
US_PA_42105,USC00361810,41.7392,-77.9711,5.901,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_PA_42107,USC00365344,40.8344,-76.1353,16.219,TMAX|TMIN|TOBS
US_PA_42109,USC00367931,40.7831,-76.8617,18.445,TMAX|TMIN
US_PA_42111,USC00363928,40.0419,-79.2567,20.904,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_PA_42113,USC00364815,41.4233,-76.4933,3.280,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_PA_42115,USC00367029,41.7394,-75.4464,30.669,TMAX|TMIN|TOBS
US_PA_42117,USC00369408,41.7003,-77.3872,13.776,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT04
US_PA_42119,USC00364976,40.9475,-76.8786,15.301,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42121,USC00363028,41.4003,-79.8306,5.890,TMAX|TMIN|PRCP|SNOW|SNWD
US_PA_42123,USC00369298,41.8467,-79.1494,10.797,TMAX|TMIN
US_PA_42125,USC00361377,40.1467,-79.8986,30.253,TMAX|TMIN|WESD
US_PA_42127,USC00367186,41.5889,-75.3303,7.002,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_PA_42129,USC00365212,40.4586,-79.4503,16.612,TMAX|TMIN|TOBS
US_PA_42131,USW00014777,41.3336,-75.7269,32.053,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT06|WT08
US_PA_42133,USW00093778,39.9181,-76.8742,12.303,TMAX|TMIN
US_PR,RQC00669432,18.1731,-66.4928,8.587,TMAX|TMIN
US_PR_72001,RQC00664614,18.1506,-66.7719,5.422,TMAX|TMIN|TOBS|PRCP
US_PR_72003,RQC00662801,18.3808,-67.1569,3.321,TMAX|TMIN|PRCP
US_PR_72005,RQC00662801,18.3808,-67.1569,5.478,TMAX|TMIN|PRCP
US_PR_72007,RQC00669521,18.3283,-66.0164,12.113,TMAX|TMIN|TOBS|PRCP
US_PR_72009,RQC00660158,18.1281,-66.2642,1.338,TMAX|TMIN|PRCP
US_PR_72011,RQC00662801,18.3808,-67.1569,7.420,TMAX|TMIN|PRCP
US_PR_72013,RQC00660426,18.3494,-66.7525,13.884,TMAX|TMIN|TOBS|PRCP
US_PR_72015,RQC00664193,17.9783,-66.0875,3.091,TMAX|TMIN|TOBS
US_PR_72017,RQC00665807,18.4308,-66.4661,7.960,TMAX|TMIN|PRCP
US_PR_72019,RQC00660158,18.1281,-66.2642,7.894,TMAX|TMIN|PRCP
US_PR_72021,RQC00669415,18.4356,-66.1678,6.109,TMAX|TMIN|TOBS|PRCP|SNOW
US_PR_72023,RQC00665097,18.0331,-67.0722,9.804,TMAX|TMIN|TOBS|PRCP
US_PR_72025,RQC00669521,18.3283,-66.0164,10.713,TMAX|TMIN|TOBS|PRCP
US_PR_72027,RQC00660426,18.3494,-66.7525,17.862,TMAX|TMIN|TOBS|PRCP
US_PR_72029,RQC00666725,18.3169,-65.8664,7.849,TMAX|TMIN|TOBS|PRCP
US_PR_72031,RQC00668814,18.4311,-65.9917,5.387,TMAX|TMIN|TOBS|PRCP
US_PR_72033,RQC00669415,18.4356,-66.1678,5.259,TMAX|TMIN|TOBS|PRCP|SNOW
US_PR_72035,RQC00660158,18.1281,-66.2642,10.523,TMAX|TMIN|PRCP
US_PR_72037,RQW00011630,18.255,-65.6408,2.333,TMAX|TMIN|PRCP
US_PR_72039,RQC00666730,18.385,-66.43,6.813,TMAX|TMIN|TOBS|PRCP
US_PR_72041,RQC00660158,18.1281,-66.2642,12.094,TMAX|TMIN|PRCP
US_PR_72043,RQC00660158,18.1281,-66.2642,11.273,TMAX|TMIN|PRCP
US_PR_72045,RQC00660158,18.1281,-66.2642,10.785,TMAX|TMIN|PRCP
US_PR_72047,RQC00666730,18.385,-66.43,12.871,TMAX|TMIN|TOBS|PRCP
US_PR_72049,RQC00666343,18.2972,-65.29,2.165,TMAX|TMIN|TOBS|PRCP
US_PR_72051,RQC00669415,18.4356,-66.1678,10.862,TMAX|TMIN|TOBS|PRCP|SNOW
US_PR_72053,RQW00011630,18.255,-65.6408,7.975,TMAX|TMIN|PRCP
US_PR_72054,RQC00663431,18.3361,-66.6667,11.088,TMAX|TMIN|TOBS|PRCP
US_PR_72055,RQC00665693,17.9722,-67.0461,14.605,TMAX|TMIN|TOBS|PRCP
US_PR_72057,RQC00664193,17.9783,-66.0875,4.890,TMAX|TMIN|TOBS
US_PR_72059,RQC00664614,18.1506,-66.7719,14.772,TMAX|TMIN|TOBS|PRCP
US_PR_72061,RQC00668306,18.3906,-66.0542,5.518,TMAX|TMIN|TOBS|PRCP
US_PR_72063,RQC00665064,18.2264,-65.9114,7.221,TMAX|TMIN|TOBS|PRCP
US_PR_72065,RQC00660426,18.3494,-66.7525,17.076,TMAX|TMIN|TOBS|PRCP
US_PR_72067,RQC00665097,18.0331,-67.0722,13.222,TMAX|TMIN|TOBS|PRCP
US_PR_72069,RQC00665064,18.2264,-65.9114,12.302,TMAX|TMIN|TOBS|PRCP
US_PR_72071,RQC00664702,18.4653,-67.0525,5.623,TMAX|TMIN|TOBS|PRCP
US_PR_72073,RQC00669432,18.1731,-66.4928,11.608,TMAX|TMIN
US_PR_72075,RQC00667292,18.0258,-66.5253,3.564,TMAX|TMIN
US_PR_72077,RQC00665064,18.2264,-65.9114,1.033,TMAX|TMIN|TOBS|PRCP
US_PR_72079,RQC00665097,18.0331,-67.0722,2.476,TMAX|TMIN|TOBS|PRCP
US_PR_72081,RQC00660426,18.3494,-66.7525,14.626,TMAX|TMIN|TOBS|PRCP
US_PR_72083,RQC00665908,18.1511,-66.9889,11.164,TMAX|TMIN|TOBS|PRCP
US_PR_72085,RQC00665064,18.2264,-65.9114,6.772,TMAX|TMIN|TOBS|PRCP
US_PR_72087,RQC00668814,18.4311,-65.9917,10.444,TMAX|TMIN|TOBS|PRCP
US_PR_72089,RQW00011630,18.255,-65.6408,15.329,TMAX|TMIN|PRCP
US_PR_72091,RQC00665807,18.4308,-66.4661,1.944,TMAX|TMIN|PRCP
US_PR_72093,RQC00665908,18.1511,-66.9889,3.438,TMAX|TMIN|TOBS|PRCP
US_PR_72095,RQC00664193,17.9783,-66.0875,20.164,TMAX|TMIN|TOBS
US_PR_72097,RQC00665908,18.1511,-66.9889,16.881,TMAX|TMIN|TOBS|PRCP
US_PR_72099,RQC00662801,18.3808,-67.1569,4.852,TMAX|TMIN|PRCP
US_PR_72101,RQC00666730,18.385,-66.43,5.916,TMAX|TMIN|TOBS|PRCP
US_PR_72103,RQW00011630,18.255,-65.6408,10.872,TMAX|TMIN|PRCP
US_PR_72105,RQC00669415,18.4356,-66.1678,17.062,TMAX|TMIN|TOBS|PRCP|SNOW
US_PR_72107,RQC00669432,18.1731,-66.4928,12.301,TMAX|TMIN
US_PR_72109,RQC00664193,17.9783,-66.0875,8.200,TMAX|TMIN|TOBS
US_PR_72111,RQC00664614,18.1506,-66.7719,11.410,TMAX|TMIN|TOBS|PRCP
US_PR_72113,RQC00667292,18.0258,-66.5253,10.081,TMAX|TMIN
US_PR_72115,RQC00664702,18.4653,-67.0525,12.053,TMAX|TMIN|TOBS|PRCP
US_PR_72117,RQC00662801,18.3808,-67.1569,10.972,TMAX|TMIN|PRCP
US_PR_72119,RQC00666725,18.3169,-65.8664,7.959,TMAX|TMIN|TOBS|PRCP
US_PR_72121,RQC00665908,18.1511,-66.9889,8.475,TMAX|TMIN|TOBS|PRCP
US_PR_72123,RQC00660152,17.9556,-66.2222,8.387,TMAX|TMIN|TOBS|PRCP
US_PR_72125,RQC00665097,18.0331,-67.0722,6.086,TMAX|TMIN|TOBS|PRCP
US_PR_72127,RQW00011641,18.4325,-66.0108,6.208,TMAX|TMIN|PRCP|SNOW|SNWD|WT03|WT08
US_PR_72129,RQC00665064,18.2264,-65.9114,7.289,TMAX|TMIN|TOBS|PRCP
US_PR_72131,RQC00664702,18.4653,-67.0525,15.674,TMAX|TMIN|TOBS|PRCP
US_PR_72133,RQC00667292,18.0258,-66.5253,14.354,TMAX|TMIN
US_PR_72135,RQC00669415,18.4356,-66.1678,9.993,TMAX|TMIN|TOBS|PRCP|SNOW
US_PR_72137,RQC00669415,18.4356,-66.1678,9.743,TMAX|TMIN|TOBS|PRCP|SNOW
US_PR_72139,RQC00669521,18.3283,-66.0164,3.836,TMAX|TMIN|TOBS|PRCP
US_PR_72141,RQC00663431,18.3361,-66.6667,8.622,TMAX|TMIN|TOBS|PRCP
US_PR_72143,RQC00666730,18.385,-66.43,10.839,TMAX|TMIN|TOBS|PRCP
US_PR_72145,RQC00666730,18.385,-66.43,8.143,TMAX|TMIN|TOBS|PRCP
US_PR_72147,RQC00666343,18.2972,-65.29,24.132,TMAX|TMIN|TOBS|PRCP
US_PR_72149,RQC00669432,18.1731,-66.4928,5.103,TMAX|TMIN
US_PR_72151,RQC00665064,18.2264,-65.9114,19.848,TMAX|TMIN|TOBS|PRCP
US_PR_72153,RQC00664614,18.1506,-66.7719,15.115,TMAX|TMIN|TOBS|PRCP
US_RI,USC00371875,41.6683,-71.5572,5.916,TMAX|TMIN|TOBS|WT11
US_RI_44001,USW00014765,41.7219,-71.4325,11.650,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT04|WT06|WT08
US_RI_44003,USW00014765,41.7219,-71.4325,4.377,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT04|WT06|WT08
US_RI_44005,USW00014787,41.5333,-71.2833,1.145,TMAX|TMIN
US_RI_44007,USW00014765,41.7219,-71.4325,14.696,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT04|WT06|WT08
US_RI_44009,USW00054797,41.4783,-71.5417,4.218,TMAX|TMIN
US_SC,USC00381944,33.9914,-81.0242,2.428,TMAX|TMIN|PRCP|SNOW|SNWD
US_SC_45001,USC00381277,34.0906,-82.5883,20.061,TMAX|TMIN|TOBS
US_SC_45003,USC00380072,33.55,-81.6969,5.274,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SC_45005,USC00380490,33.2547,-81.2361,31.296,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|EVAP
US_SC_45007,USC00380165,34.5283,-82.6608,2.117,TMAX|TMIN
US_SC_45009,USC00380448,33.3022,-81.0297,9.336,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|DAPR|MDPR
US_SC_45011,USW00063826,33.355,-81.3278,14.847,TMAX|TMIN|PRCP
US_SC_45013,USW00093831,32.4833,-80.7167,15.037,TMAX|TMIN|PRCP
US_SC_45015,USC00385946,33.2425,-79.9869,5.842,TMAX|TMIN|TOBS
US_SC_45017,USC00386527,33.4889,-80.8742,21.953,TMAX|TMIN|TOBS
US_SC_45019,USW00013782,32.78,-79.9319,5.356,TMAX|TMIN|PRCP|SNOW
US_SC_45021,USC00386293,35.0317,-81.4928,11.761,TMAX|TMIN|TOBS
US_SC_45023,USC00389625,34.9222,-81.1967,26.044,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SC_45025,USR0000SCAR,34.6619,-80.2742,10.729,TMAX|TMIN|TAVG
US_SC_45027,USC00385493,33.6989,-80.1992,4.735,TMAX|TMIN|TOBS
US_SC_45029,USC00388922,32.885,-80.6761,5.567,TMAX|TMIN|TOBS|PRCP
US_SC_45031,USC00382260,34.3011,-79.8767,8.300,TMAX|TMIN
US_SC_45033,USC00386114,34.1944,-79.2472,24.945,TMAX|TMIN|TOBS|PRCP
US_SC_45035,USC00388426,33.0367,-80.2325,16.340,TMAX|TMIN|PRCP
US_SC_45037,USC00382711,33.7931,-81.8906,7.777,TMAX|TMIN|PRCP|SNOW|SNWD
US_SC_45039,USC00389327,34.3706,-81.0825,5.450,TMAX|TMIN|PRCP|SNOW
US_SC_45041,USC00384886,33.8642,-79.7297,17.424,TMAX|TMIN|TOBS|PRCP
US_SC_45043,USC00383470,33.3169,-79.3228,10.569,TMAX|TMIN|TOBS|PRCP
US_SC_45045,USW00013886,34.8461,-82.3461,5.347,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_SC_45047,USW00053874,34.2486,-82.1592,10.214,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_SC_45049,USC00389469,32.7019,-80.8517,28.337,TMAX|TMIN|PRCP
US_SC_45051,USC00386153,33.7544,-78.8219,22.647,TMAX|TMIN|TOBS|PRCP
US_SC_45053,USW00093831,32.4833,-80.7167,28.869,TMAX|TMIN|PRCP
US_SC_45055,USC00388979,34.3347,-80.703,10.395,TMAX|TMIN
US_SC_45057,USC00315771,34.9797,-80.5233,36.035,TMAX|TMIN|PRCP|SNOW
US_SC_45059,USC00385017,34.4989,-82.0219,2.368,TMAX|TMIN|TOBS|PRCP|SNOW
US_SC_45061,USC00382802,34.1172,-80.1692,8.831,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|DAPR|MDPR|WT01|WT03
US_SC_45063,USC00386775,33.7717,-81.2581,14.313,TMAX|TMIN|TOBS
US_SC_45065,USC00385660,33.9125,-82.2878,1.789,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SC_45067,USC00385509,34.1653,-79.3875,9.820,TMAX|TMIN|PRCP
US_SC_45069,USC00381588,34.7028,-79.8822,21.749,TMAX|TMIN|PRCP|SNOW
US_SC_45071,USC00386209,34.2917,-81.6208,1.920,TMAX|TMIN|PRCP|SNOW
US_SC_45073,USC00388887,34.7544,-83.075,0.669,TMAX|TMIN|PRCP|SNOW
US_SC_45075,USW00053854,33.4617,-80.8581,5.907,TMAX|TMIN
US_SC_45077,USC00386831,34.8814,-82.7189,0.961,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SC_45079,USW00053867,33.9706,-80.9958,10.307,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_SC_45081,USC00387631,33.9919,-81.7714,4.315,TMAX|TMIN|TOBS|PRCP|SNOW
US_SC_45083,USC00388188,34.9078,-81.9139,7.366,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SC_45085,USC00388440,33.9364,-80.3569,2.805,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SC_45087,USR0000SWHI,34.6333,-81.6,6.566,TMAX|TMIN|TAVG
US_SC_45089,USC00381241,33.8083,-79.8567,24.001,TMAX|TMIN|TOBS|PRCP|WT01
US_SC_45091,USC00389625,34.9222,-81.1967,5.530,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SD,USC00393608,44.3628,-99.8033,21.839,TMAX|TMIN|TOBS|PRCP|SNOW
US_SD_46003,USC00399232,43.6872,-98.6717,8.954,TMAX|TMIN|TOBS
US_SD_46005,USW00014936,44.3981,-98.2231,4.711,TMAX|TMIN|PRCP
US_SD_46007,USC00395285,43.1717,-101.5692,7.422,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SD_46009,USC00398472,42.9919,-97.8703,0.817,TMAX|TMIN|PRCP|SNOW
US_SD_46011,USC00391076,44.3253,-96.7686,5.255,TMAX|TMIN|PRCP|SNOW|SNWD
US_SD_46013,USC00391873,45.725,-98.3022,14.391,TMAX|TMIN|TOBS|PRCP
US_SD_46015,USC00391621,43.735,-99.312,20.324,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SD_46017,USC00393211,44.08,-98.9731,18.130,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SD_46019,USC00396054,44.7136,-103.4258,22.425,TMAX|TMIN|PRCP|SNOW|SNWD
US_SD_46021,USC00396712,45.9033,-100.2878,24.366,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_SD_46023,USC00396575,43.0178,-98.5583,21.532,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SD_46025,USC00391740,44.8819,-97.7342,2.458,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SD_46027,USC00391579,43.0431,-96.9033,14.728,TMAX|TMIN|TOBS
US_SD_46029,USC00396969,44.9733,-97.1494,2.520,TMAX|TMIN|TOBS
US_SD_46031,USC00395381,45.8383,-101.2767,15.146,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SD_46033,USR0000SELK,43.5608,-103.4914,13.497,TMAX|TMIN|TAVG
US_SD_46035,USC00395669,43.7644,-98.0714,11.783,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SD_46037,USC00399004,45.3331,-97.5228,7.956,TMAX|TMIN|PRCP|SNOW
US_SD_46039,USC00391777,44.7589,-96.6914,1.694,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_SD_46041,USC00398307,45.4283,-101.0764,33.567,TMAX|TMIN|TOBS|PRCP|SNOW
US_SD_46043,USC00399232,43.6872,-98.6717,41.526,TMAX|TMIN|TOBS
US_SD_46045,USC00397277,45.4528,-99.3358,10.912,TMAX|TMIN
US_SD_46047,USC00394007,43.4378,-103.4739,21.219,TMAX|TMIN|PRCP|SNOW
US_SD_46049,USC00392927,45.0364,-99.1342,3.938,TMAX|TMIN|PRCP|SNOW|WT01
US_SD_46051,USC00395531,45.2267,-96.6233,13.114,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
