key,latitude,longitude,area,elevation,population,gdp,gdp_per_capita,human_development_index,life_expectancy
US_KY_21043,38.33,-83.05,1067,,27720,,,,
US_KY_21045,37.32,-84.93,1154,,15955,,,,
US_KY_21047,36.9,-87.49,1875,,73955,,,,
US_KY_21049,37.97,-84.15,661,,35613,,,,
US_KY_21051,37.16,-83.71,1220,,21730,,,,
US_KY_21055,37.36,-88.09,961,,9315,,,,
US_KY_21053,36.72,-85.13,532,,10272,,,,
US_KY_21057,36.78,-85.39,805,,6856,,,,
US_KY_21059,37.73,-87.09,1234,,96656,,,,
US_KY_21061,37.21,-86.25,798,,12161,,,,
US_KY_21063,38.116667,-83.1,609,,7852,,,,
US_KY_21065,37.69,-83.96,662,,14672,,,,
US_KY_21067,38.04,-84.46,739,,295803,,,,
US_KY_21069,38.37,-83.69,910,,14348,,,,
US_KY_21071,37.56,-82.75,1024,,39451,,,,
US_KY_21073,38.24,-84.88,549,,49285,,,,
US_KY_21075,36.55,-89.19,597,,6813,,,,
US_KY_21079,37.65,-84.54,606,,16912,,,,
US_KY_21077,38.76,-84.86,271,,8589,,,,
US_KY_21081,38.64,-84.61,675,,24662,,,,
US_KY_21083,36.72,-88.65,1441,,37121,,,,
US_KY_21087,37.26,-85.55,748,,11258,,,,
US_KY_21085,37.46,-86.35,1323,,25746,,,,
US_KY_21093,37.7,-85.96,1631,,105543,,,,
US_KY_21091,37.84,-86.78,515,,8565,,,,
US_KY_21089,38.54,-82.92,918,,36910,,,,
US_KY_21095,36.86,-83.22,1212,,29278,,,,
US_KY_21097,38.44,-84.33,803,,18846,,,,
US_KY_21099,37.29,-85.89,1082,,18199,,,,
US_KY_21103,38.46,-85.12,754,,15416,,,,
US_KY_21101,37.8,-87.57,1210,,46250,,,,
US_KY_21105,36.68,-88.98,655,,4902,,,,
US_KY_21107,37.31,-87.54,1435,,46920,,,,
US_KY_21109,37.42,-84.01,898,,13494,,,,
US_KY_21111,38.19,-85.66,1032,,741096,,,,
US_KY_21113,37.87,-84.58,452,,48586,,,,
US_KY_21115,37.84,-82.83,684,,23356,,,,
US_KY_21117,38.93,-84.54,426,,159720,,,,
US_KY_21119,37.35,-82.95,914,,16346,,,,
US_KY_21121,36.89,-83.85,1004,,31883,,,,
US_KY_21123,37.576667,-85.686667,683,,14193,,,,
US_KY_21125,37.11,-84.12,1149,,58849,,,,
US_KY_21127,38.06,-82.73,1088,,15860,,,,
US_KY_21129,37.59,-83.72,547,,7887,,,,
US_KY_21131,37.09,-83.38,1047,,11310,,,,
US_KY_21133,37.12,-82.85,878,,24519,,,,
US_KY_21135,38.53,-83.39,1284,,13870,,,,
US_KY_21137,37.46,-84.66,871,,24742,,,,
US_KY_21139,37.21,-88.35,886,,9519,,,,
US_KY_21141,36.86,-86.88,1443,,26835,,,,
US_KY_21143,37.058964,-88.113643,664,,8314,,,,
US_KY_21145,37.06,-88.72,694,,65565,,,,
US_KY_21147,36.74,-84.48,1115,,18306,,,,
US_KY_21151,37.72,-84.28,1148,,82916,,,,
US_KY_21149,37.53,-87.26,663,,9531,,,,
US_KY_21155,37.55,-85.27,898,,19820,,,,
US_KY_21153,37.7,-83.06,801,,13333,,,,
US_KY_21157,36.88,-88.34,881,,31448,,,,
US_KY_21159,37.8,-82.52,598,,12929,,,,
US_KY_21163,37.98,-86.22,840,,28602,,,,
US_KY_21161,38.6,-83.83,639,,17490,,,,
US_KY_21165,37.95,-83.6,534,,6306,,,,
US_KY_21167,37.8,-84.88,656,,21331,,,,
US_KY_21169,36.99,-85.63,754,,10099,,,,
US_KY_21171,36.71,-85.72,860,,10963,,,,
US_KY_21173,38.03,-83.91,515,,26499,,,,
US_KY_21175,37.92,-83.26,994,,13923,,,,
US_KY_21177,37.21,-87.15,1242,,31499,,,,
US_KY_21179,37.8,-85.47,1098,,43437,,,,
US_KY_21181,38.34,-84.01,510,,7135,,,,
US_KY_21183,37.47,-86.84,1546,,23842,,,,
US_KY_21187,38.53,-84.83,917,,10841,,,,
US_KY_21185,38.4,-85.44,509,,60316,,,,
US_KY_21189,37.41,-83.69,513,,4755,,,,
US_KY_21191,38.69,-84.36,730,,14877,,,,
US_KY_21193,37.24,-83.23,887,,28712,,,,
US_KY_21195,37.47,-82.39,2043,,65024,,,,
US_KY_21199,37.1,-84.58,1754,,63063,,,,
US_KY_21197,37.83,-83.83,467,,12613,,,,
US_KY_21201,38.51,-84.05,259,,2282,,,,
US_KY_21205,38.19,-83.42,741,,23333,,,,
US_KY_21203,37.36,-84.32,824,,17056,,,,
US_KY_21207,36.99,-85.06,732,,17565,,,,
US_KY_21209,38.3,-84.58,739,,47173,,,,
US_KY_21211,38.22,-85.19,999,,42074,,,,
US_KY_21213,36.74,-86.58,612,,17327,,,,
US_KY_21215,38.03,-85.32,497,,17061,,,,
US_KY_21217,37.37,-85.33,718,,24512,,,,
US_KY_21223,38.6,-85.34,405,,8809,,,,
US_KY_21221,36.81,-87.88,1246,,14339,,,,
US_KY_21219,36.84,-87.18,976,,12460,,,,
US_KY_21225,37.66,-87.95,941,,15007,,,,
US_KY_21227,36.99,-86.42,548,,113792,,,,
US_KY_21229,37.75,-85.17,301,,11717,,,,
US_KY_21231,36.81,-84.83,484,,20813,,,,
US_KY_21233,37.52,-87.68,336,,13621,,,,
US_KY_21235,36.76,-84.15,445,,35637,,,,
US_KY_21237,37.74,-83.49,577,,7355,,,,
US_KY_21239,38.04,-84.74,497,,24939,,,,
US_LA_22001,30.266667,-92.4,1703,,61773,,,,
US_LA,31,-92,135382,30,4533372,,,,
US_LA_22003,30.66,-92.83,1983,,25764,,,,
US_LA_22005,30.2,-90.91,784,,107215,,,,
US_LA_22007,29.9,-91.06,944,,23421,,,,
US_LA_22009,31.07,-92,2242,,42073,,,,
US_LA_22011,30.65,-93.34,3020,,35654,,,,
US_LA_22015,32.68,-93.6,2245,,116979,,,,
US_LA_22013,32.35,-93.06,2128,,14353,,,,
US_LA_22017,32.58,-93.88,2427,,254969,,,,
US_LA_22019,30.23,-93.36,2834,,192768,,,,
US_LA_22021,32.09,-92.12,1400,,10132,,,,
US_LA_22023,29.85,-93.2,5003,,6839,,,,
US_LA_22027,32.82,-92.99,1988,,17195,,,,
US_LA_22025,31.67,-91.85,1915,,10407,,,,
US_LA_22029,31.44,-91.64,1939,,20822,,,,
US_LA_22031,32.06,-93.74,2317,,26656,,,,
US_LA_22033,30.54,-91.09,1220,,440171,,,,
US_LA_22037,30.85,-91.05,1180,,20267,,,,
US_LA_22039,30.73,-92.41,1760,,33984,,,,
US_LA_22035,32.73,-91.24,1146,,7759,,,,
US_LA_22041,32.14,-91.67,1646,,20767,,,,
US_LA_22043,31.59,-92.56,1721,,22309,,,,
US_LA_22045,29.79,-91.78,2670,,73240,,,,
US_LA_22051,29.733333,-90.1,1663,,432552,,,,
US_LA_22049,32.3,-92.55,1503,,16274,,,,
US_LA_22047,30.26,-91.35,1691,,33387,,,,
US_LA_22053,30.2425,-92.673333,1706,23,31594,,,,
US_LA_22055,30.21,-92.06,700,,221578,,,,
US_LA_22057,29.49,-90.4,3831,,96318,,,,
US_LA_22065,32.37,-91.24,1685,,12093,,,,
US_LA_22059,31.68,-92.16,1716,,14890,,,,
US_LA_22061,32.6,-92.66,1223,,46735,,,,
US_LA_22063,30.44,-90.73,1820,,128026,,,,
US_LA_22067,32.82,-91.8,2085,,27979,,,,
US_LA_22069,31.73,-93.1,3365,,39566,,,,
US_LA_22071,29.966667,-90.05,907,,389617,,,,
US_LA_22073,32.48,-92.16,1639,,153720,,,,
US_LA_22075,29.39,-89.48,6290,,23042,,,,
US_LA_22077,30.71,-91.6,1530,,22802,,,,
US_LA_22079,31.2,-92.54,3527,,131613,,,,
US_LA_22081,32.09,-93.33,1041,,9091,,,,
US_LA_22085,31.56,-93.56,2620,,24233,,,,
US_LA_22083,32.42,-91.76,1462,,20725,,,,
US_LA_22089,29.91,-90.36,1062,,52780,,,,
US_LA_22087,29.89,-89.35,11929,,35897,,,,
US_LA_22091,30.82,-90.71,1060,,11203,,,,
US_LA_22093,30.03,-90.8,668,,22102,,,,
US_LA_22095,30.12,-90.5,901,,45924,,,,
US_LA_22101,29.64,-91.47,2898,,54650,,,,
US_LA_22097,30.6,-92,2432,,83384,,,,
US_LA_22099,30.13,-91.61,2115,,52160,,,,
US_LA_22103,30.4,-89.96,2212,,233740,,,,
US_LA_22105,30.63,-90.4,2132,,121097,,,,
US_LA_22107,32,-91.33,1661,,5252,,,,
US_LA_22109,29.34,-90.84,5387,,111860,,,,
US_LA_22111,32.83,-92.38,2345,,22721,,,,
US_LA_22113,29.81,-92.31,3984,,57999,,,,
US_LA_22115,31.11,-93.19,3474,,52334,,,,
US_LA_22117,30.85,-90.04,676,,47168,,,,
US_LA_22121,30.46,-91.31,204,,23788,,,,
US_LA_22119,32.7,-93.33,615,,41207,,,,
US_LA_22123,32.79,-91.45,361,,11604,,,,
US_LA_22125,30.87,-91.42,426,,15625,,,,
US_LA_22127,31.95,-92.64,957,,15313,,,,
US_MA,42.3,-71.8,27336,150,6547629,,,,
US_MA_25001,41.698997,-70.301811,3382,,215888,,,,
US_MA_25007,41.414841,-70.612679,1272,,16535,,,,
US_MA_25005,41.778328,-71.102135,1790,,548285,,,,
US_MA_25009,42.635475,-70.970825,2146,,743159,,,,
US_MA_25003,42.39613,-73.209892,2451,,131219,,,,
US_MA_25011,42.58707,-72.573944,1877,,71372,,,,
US_MA_25013,42.12756,-72.571312,1642,,463490,,,,
US_MA_25015,42.322254,-72.620728,1413,,158080,,,,
US_MA_25017,42.459084,-71.275566,2195,,1503085,,,,
US_MA_25019,41.2833,-70.0833,272,,,,,,
US_MA_25021,42.199158,-71.154442,1150,,670850,,,,
US_MA_25023,41.978878,-70.818954,2832,,494919,,,,
US_MA_25025,42.334949,-71.073494,311,,722023,,,,
US_MA_25027,42.329643,-71.84021,192,,798552,,,,
US_MD_24001,39.63,-78.69,1113,,75087,,,,
US_MD_24003,39,-76.6,1523,,537656,,,,
US_MD_24005,39.4,-76.6,1766,,805029,,,,
US_MD,39,-76.7,32133,105,5928814,,,,
US_MD_24009,38.53,-76.53,894,,88737,,,,
US_MD_24011,38.8667,-75.8167,844,,33066,,,,
US_MD_24013,39.57,-77.02,1172,,167134,,,,
US_MD_24015,39.57,-75.95,1082,,101108,,,,
US_MD_24019,38.42,-76.08,2546,,32618,,,,
US_MD_24017,38.48,-77.01,1666,,146551,,,,
US_MD_24021,39.47,-77.4,1728,,225721,,,,
US_MD_24023,39.283333,-79.366667,1699,,30097,,,,
US_MD_24025,39.54,-76.3,1364,,244826,,,,
US_MD_24027,39.25,-76.93,657,,287085,,,,
US_MD_24029,39.23,-76.1,1073,,20197,,,,
US_MD_24035,39.03,-76.08,1370,,47798,,,,
US_MD_24037,38.252222,-76.563611,1582,,105151,,,,
US_MD_24033,38.83,-76.85,1291,167,863420,,,,
US_MD_24031,39.136389,-77.204167,1313,139,971777,,,,
US_MD_24039,38.08,-75.86,1582,,26470,,,,
US_MD_24041,38.75,-76.18,1235,,37782,,,,
US_MD_24045,38.37,-75.63,400,,98733,,,,
US_MD_24047,38.23,-75.28,695,,51454,,,,
US_MD_24043,39.6,-77.81,467,,147430,,,,
US_ME,45.5,-69,91646,180,1328361,,,,
US_ME_23001,44.135071,-70.217667,1288,,107702,,,,
US_MD_24510,39.286389,-76.615,238.411179,10,620961,,,,
US_ME_23003,46.637363,-68.261665,17686,,71870,,,,
US_ME_23005,43.784477,-70.32798,3152,,281674,,,,
US_ME_23007,44.879196,-70.387917,4518,,30768,,,,
US_ME_23011,44.39996,-69.784554,10607,,122151,,,,
US_ME_23009,44.512741,-68.41571,6089,,54418,,,,
US_ME_23013,44.119938,-69.127899,2958,,39736,,,,
US_ME_23015,44.013474,-69.541817,1812,,34457,,,,
US_ME_23017,44.324516,-70.705177,5634,,57833,,,,
US_ME_23019,45.171928,-68.722466,9210,,153923,,,,
US_ME_23023,43.949341,-69.8573,959,,35293,,,,
US_ME_23021,45.565186,-69.333687,11337,,17535,,,,
US_ME_23025,45.132915,-69.853996,10607,,52228,,,,
US_ME_23027,44.474743,-69.117981,853,,38786,,,,
US_ME_23029,44.940006,-67.550331,8430,,32856,,,,
US_ME_23031,43.445782,-70.663216,1270,,197131,,,,
US_MI_26001,44.71,-83.27,4637,,10942,,,,
US_MI_26003,47.16,-86.48,13077,,9601,,,,
US_MI,44.34,-85.58,250493,275,9883640,,,,
US_MI_26005,42.56,-86.25,4748,,111408,,,,
US_MI_26007,45.04,-83.2,4390,,29598,,,,
US_MI_26009,45.01,-85.18,1559,,23580,,,,
US_MI_26011,44.05,-83.75,1763,,15899,,,,
US_MI_26013,46.72,-88.34,2768,,8860,,,,
US_MI_26017,43.72,-83.94,1634,,107771,,,,
US_MI_26019,44.63,-86.25,2226,,17525,,,,
US_MI_26015,42.6,-85.31,1494,,59173,,,,
US_MI_26021,41.94,-86.59,4096,,156813,,,,
US_MI_26023,41.92,-85.05,1345,,45248,,,,
US_MI_26025,42.25,-85,1861,,136146,,,,
US_MI_26029,45.47,-85.46,3602,,25949,,,,
US_MI_26027,41.91,-85.99,1317,,52293,,,,
US_MI_26033,46.32,-84.52,6988,,38520,,,,
US_MI_26037,42.94,-84.61,1488,,75382,,,,
US_MI_26035,43.99,-84.84,1490,,30926,,,,
US_MI_26039,44.68,-84.61,1459,,14074,,,,
US_MI_26031,45.48,-84.5,2293,,26152,,,,
US_MI_26041,45.78,-86.87,5158,,37069,,,,
US_MI_26043,46,-87.87,2013,,26168,,,,
US_MI_26045,42.59,-84.85,1500,,107759,,,,
US_MI_26047,45.58,-84.98,2285,,32694,,,,
US_MI_26049,43.02,-83.71,1682,,425790,,,,
US_MI_26051,43.99,-84.39,1338,,25692,,,,
US_MI_26055,44.73,-85.55,1557,,86986,,,,
US_MI_26053,46.48,-89.79,3824,,16427,,,,
US_MI_26057,43.29,-84.6,1480,,42476,,,,
US_MI_26059,41.89,-84.59,1572,,46688,,,,
US_MI_26061,46.98,-88.65,3889,,36628,,,,
US_MI_26063,43.866667,-83.033333,5533,,33118,,,,
US_MI_26065,42.6,-84.37,1453,,280895,,,,
US_MI_26067,42.94,-85.07,1503,,63905,,,,
US_MI_26069,44.28,-83.34,4897,,25887,,,,
US_MI_26071,46.21,-88.51,3137,,11817,,,,
US_MI_26073,43.65,-84.84,1496,,70311,,,,
US_MI_26075,42.25,-84.42,1875,,160248,,,,
US_MI_26077,42.24,-85.53,1503,,250331,,,,
US_MI_26079,44.69,-85.08,1478,,17153,,,,
US_MI_26081,43.03,-85.55,2259,,602622,,,,
US_MI_26083,47.48,-88.16,15452,,2156,,,,
US_MI_26085,43.99,-85.81,1488,,11539,,,,
US_MI_26087,43.09,-83.22,1717,,88319,,,,
US_MI_26089,45.13,-86.03,6559,,21708,,,,
US_MI_26091,41.89,-84.07,1972,,99892,,,,
US_MI_26093,42.6,-83.91,1516,,180967,,,,
US_MI_26095,46.28,-85.33,4952,,6631,,,,
US_MI_26097,46.01,-85.01,5440,,11113,,,,
US_MI_26099,42.67,-82.91,1476,,840978,,,,
US_MI_26101,44.3,-86.31,3317,,24733,,,,
US_MI_26105,44.02,-86.5,3216,,28705,,,,
US_MI_26103,46.66,-87.6,8871,,67077,,,,
US_MI_26107,43.64,-85.32,1479,,42798,,,,
US_MI_26109,45.52,-87.53,3465,,24029,,,,
US_MI_26111,43.64,-84.39,1367,,83629,,,,
US_MI_26113,44.34,-85.1,1486,,14849,,,,
US_MI_26115,41.92,-83.5,1761,,152021,,,,
US_MI_26117,43.31,-85.15,1967,,63342,,,,
US_MI_26119,45.03,-84.13,1457,,9765,,,,
US_MI_26121,43.29,-86.45,3780,,172188,,,,
US_MI_26123,43.55,-85.8,2231,,48460,,,,
US_MI_26125,42.66,-83.38,2532,,1202362,,,,
US_MI_26129,44.33,-84.13,1488,,21699,,,,
US_MI_26127,43.66,-86.53,3384,,26570,,,,
US_MI_26133,43.98,-85.33,1484,,23528,,,,
US_MI_26131,46.98,-89.27,9690,,6780,,,,
US_MI_26135,44.68,-84.13,1480,,8640,,,,
US_MI_26137,45.02,-84.61,1362,,24164,,,,
US_MI_26139,42.92,-86.23,4227,,263801,,,,
US_MI_26141,45.32,-83.46,6663,,13376,,,,
US_MI_26143,44.33,-84.61,1502,,24449,,,,
US_MI_26145,43.33,-84.05,2113,,200169,,,,
US_MI_26147,42.93,-82.67,2167,,163040,,,,
US_MI_26149,41.92,-85.53,1350,,61295,,,,
US_MI_26151,43.46,-82.64,4119,,43114,,,,
US_MI_26153,46.02,-86.19,4879,,8485,,,,
US_MI_26155,42.95,-84.14,1400,,70648,,,,
US_MI_26157,43.466667,-83.45,2367,,55729,,,,
US_MI_26159,42.27,-86.31,2824,,76258,,,,
US_MI_26161,42.25,-83.84,1871,,344791,,,,
US_MI_26163,42.28,-83.26,1741,,1820584,,,,
US_MI_26165,44.34,-85.58,1491,,32735,,,,
US_MN_27001,46.61,-93.41,5168,,16202,,,,
US_MN,46,-94,225163,365,5303925,,,,
US_MN_27005,46.93,-95.67,3743,,32504,,,,
US_MN_27003,45.27,-93.24,1156,,330844,,,,
US_MN_27007,48.02,-94.92,7914,,44442,,,,
US_MN_27009,45.7,-94,1070,,38451,,,,
US_MN_27011,45.43,-96.41,1367,,5269,,,,
US_MN_27013,44.03,-94.06,1984,,64013,,,,
US_MN_27017,46.59,-92.68,2267,,35386,,,,
US_MN_27015,44.23,-94.72,1602,,25893,,,,
US_MN_27019,44.82,-93.8,974,,91042,,,,
US_MN_27021,46.95,-94.32,6253,,28567,,,,
US_MN_27023,45.03,-95.56,1522,,12441,,,,
US_MN_27025,45.5,-92.91,1146,,53887,,,,
US_MN_27027,46.9,-96.49,2727,,58999,,,,
US_MN_27031,47.916667,-90.55,8650,,5176,,,,
US_MN_27029,47.57,-95.38,2667,,8695,,,,
US_MN_27033,44.01,-95.18,1681,,11687,,,,
US_MN_27035,46.49,-94.07,2995,,62500,,,,
US_MN_27037,44.68,-93.06,1519,,398552,,,,
US_MN_27039,44.03,-92.86,1139,,20087,,,,
US_MN_27041,45.94,-95.45,1865,,36009,,,,
US_MN_27043,43.68,-93.95,1869,,14553,,,,
US_MN_27045,43.68,-92.09,2233,,20866,,,,
US_MN_27047,43.67,-93.35,1872,,31255,,,,
US_MN_27051,45.93,-96.01,1490,,6018,,,,
US_MN_27049,44.41,-92.72,2021,,46183,,,,
US_MN_27053,44.975833,-93.266667,1571,,1152425,,,,
US_MN_27055,43.67,-91.49,1473,,19027,,,,
US_MN_27057,47.1,-94.91,2588,,20428,,,,
US_MN_27059,45.56,-93.29,1170,,37816,,,,
US_MN_27061,47.51,-93.63,7583,,45058,,,,
US_MN_27063,43.68,-95.16,1863,,10266,,,,
US_MN_27065,45.95,-93.3,1381,,16239,,,,
US_MN_27067,45.15,-95.01,2232,,42239,,,,
US_MN_27071,48.26,-93.77,8170,,13311,,,,
US_MN_27069,48.78,-96.78,2858,,4552,,,,
US_MN_27073,45,-96.18,2015,,7259,,,,
US_MN_27075,47.53,-91.39,7746,,10866,,,,
US_MN_27077,48.77,-94.9,4597,,4045,,,,
US_MN_27079,44.37,-93.73,1227,,27703,,,,
US_MN_27083,44.41,-95.84,1869,,25857,,,,
US_MN_27081,44.41,-96.27,1420,,5896,,,,
US_MN_27085,44.83,-94.27,1310,,36651,,,,
US_MN_27087,47.33,-95.81,1510,,5413,,,,
US_MN_27089,48.35,-96.38,4695,,9439,,,,
US_MN_27091,43.68,-94.56,1890,,20840,,,,
US_MN_27093,45.12,-94.53,1671,,23300,,,,
US_MN_27097,45.966667,-94.366667,2987,,33198,,,,
US_MN_27095,45.93,-93.63,1766,,26097,,,,
US_MN_27099,43.67,-92.75,1843,,39163,,,,
US_MN_27101,44.02,-95.76,1864,,8725,,,,
US_MN_27103,44.34,-94.25,1209,,32727,,,,
US_MN_27105,43.67,-95.76,1871,,21378,,,,
US_MN_27107,47.33,-96.46,2271,,6852,,,,
US_MN_27109,44,-92.4,1695,,144248,,,,
US_MN_27111,46.41,-95.71,5762,,57303,,,,
US_MN_27115,46.14,-92.74,3716,,29750,,,,
US_MN_27113,48.07,-96.04,1601,,13930,,,,
US_MN_27117,44.02,-96.25,1207,,9596,,,,
US_MN_27119,47.77,-96.4,5174,,31600,,,,
US_MN_27121,45.59,-95.45,1858,,10995,,,,
US_MN_27123,45.02,-93.1,441,,508640,,,,
US_MN_27125,47.88,-96.1,1120,,4089,,,,
US_MN_27127,44.4,-95.25,2282,,16059,,,,
US_MN_27129,44.72,-94.96,2557,,15730,,,,
US_MN_27131,44.36,-93.3,1337,,64142,,,,
US_MN_27133,43.67,-96.25,1251,,9687,,,,
US_MN_27135,48.77,-95.8,4347,,15629,,,,
US_MN_27137,47.58,-92.46,17767,,200226,,,,
US_MN_27139,44.65,-93.53,955,,129928,,,,
US_MN_27141,45.44,-93.77,1168,,88499,,,,
US_MN_27143,44.58,-94.23,1555,,15226,,,,
US_MN_27147,44.02,-93.22,1119,,36576,,,,
US_MN_27145,45.55,-94.61,3600,,150642,,,,
US_MN_27149,45.58,-96,1490,,9726,,,,
US_MN_27151,45.29,-95.68,1949,,9783,,,,
US_MN_27153,46.07,-94.9,2536,,24895,,,,
US_MN_27155,45.77,-96.47,1518,,3558,,,,
US_MN_27159,46.58,-94.96,543,,13843,,,,
US_MN_27157,44.28,-92.24,550,,21676,,,,
US_MN_27161,44.02,-93.59,433,,19136,,,,
US_MN_27163,45.04,-92.89,423,,238136,,,,
US_MN_27167,46.36,-96.47,751,,6576,,,,
US_MN_27169,43.98,-91.77,642,,51461,,,,
US_MN_27165,43.98,-94.61,440,,11211,,,,
US_MN_27171,45.18,-93.97,714,,124700,,,,
US_MN_27173,44.72,-95.86,1976,,10438,,,,
US_MO_29001,40.19,-92.6,1475,,25607,,,,
US_MO,38.5,-92.5,181533,240,5988927,,,,
US_MO_29003,39.99,-94.8,1131,,17291,,,,
US_MO_29005,40.43,-95.43,1415,,5685,,,,
US_MO_29007,39.21,-91.84,1805,,25529,,,,
US_MO_29009,36.71,-93.83,2048,,35597,,,,
US_MO_29011,37.5,-94.34,1546,,12402,,,,
US_MO_29013,38.26,-94.34,2205,,17049,,,,
US_MO_29015,38.3,-93.29,1949,,19056,,,,
US_MO_29017,37.32,-90.03,1609,,12363,,,,
US_MO_29019,38.948333,-92.333889,1790,,162642,,,,
US_MO_29021,39.67,-94.81,1074,,89201,,,,
US_MO_29023,36.72,-90.4,1810,,42794,,,,
US_MO_29027,38.84,-91.92,2194,,44332,,,,
US_MO_29029,38.03,-92.77,1836,,44002,,,,
US_MO_29031,37.38,-89.68,1518,,75674,,,,
US_MO_29025,39.66,-93.98,1113,,9424,,,,
US_MO_29033,39.43,-93.5,1819,,9295,,,,
US_MO_29035,36.94,-90.97,1318,,6265,,,,
US_MO_29039,37.72,-93.86,1291,,13982,,,,
US_MO_29037,38.65,-94.35,1820,,99478,,,,
US_MO_29041,39.52,-92.96,1990,,7831,,,,
US_MO_29045,40.41,-91.74,1326,,7139,,,,
US_MO_29043,36.97,-93.19,1461,,77422,,,,
US_MO_29047,39.31,-94.42,1059,,221939,,,,
US_MO_29049,39.6,-94.4,1097,,20743,,,,
US_MO_29051,38.51,-92.28,1034,,75990,,,,
US_MO_29053,38.85,-92.81,1477,,17601,,,,
US_MO_29055,37.98,-91.3,1926,,24696,,,,
US_MO_29057,37.43,-93.85,1311,,7883,,,,
US_MO_29059,37.67,-93.02,1406,,16777,,,,
US_MO_29063,39.9,-94.4,1103,,12892,,,,
US_MO_29065,37.61,-91.5,1954,,15657,,,,
US_MO_29067,36.93,-92.5,2110,,13684,,,,
US_MO_29061,39.96,-93.99,1474,,8433,,,,
US_MO_29069,36.27,-90.09,1417,,31953,,,,
US_MO_29071,38.41,-91.08,2410,,101492,,,,
US_MO_29073,38.44,-91.51,1363,,15222,,,,
US_MO_29075,40.22,-94.41,1274,,6738,,,,
US_MO_29079,40.11,-93.57,1134,,10261,,,,
US_MO_29077,37.26,-93.34,1755,,275174,,,,
US_MO_29083,38.39,-93.79,1897,,22272,,,,
US_MO_29085,37.94,-93.32,1066,,9627,,,,
US_MO_29081,40.35,-93.98,1882,,8957,,,,
US_MO_29087,40.09,-95.21,1215,,4912,,,,
US_MO_29091,36.77,-91.89,2404,,40400,,,,
US_MO_29089,39.14,-92.7,1219,,10144,,,,
US_MO_29093,37.55,-90.76,1430,,10630,,,,
US_MO_29097,37.2,-94.34,1661,,117404,,,,
US_MO_29095,39.01,-94.34,1596,,674158,,,,
US_MO_29099,38.26,-90.54,1720,,218733,,,,
US_MO_29103,40.12,-92.15,1313,,4131,,,,
US_MO_29101,38.75,-93.81,2158,,52595,,,,
US_MO_29105,37.66,-92.59,1989,,35571,,,,
US_MO_29107,39.06,-93.78,1655,,33381,,,,
US_MO_29111,40.09,-91.73,1323,,10211,,,,
US_MO_29109,37.11,-93.83,1589,,38634,,,,
US_MO_29115,39.87,-93.11,1610,,12761,,,,
US_MO_29113,39.06,-90.96,1659,,52566,,,,
US_MO_29117,39.78,-93.55,1395,,15195,,,,
US_MO_29119,36.62,-94.35,1398,,23083,,,,
US_MO_29121,39.83,-92.56,2104,,15566,,,,
US_MO_29123,37.48,-90.34,1289,,12226,,,,
US_MO_29125,38.18,-91.92,1373,,9176,,,,
US_MO_29127,39.81,-91.62,1150,,28781,,,,
US_MO_29129,40.42,-93.57,1179,,3785,,,,
US_MO_29131,38.22,-92.43,1554,,24748,,,,
US_MO_29133,36.83,-89.29,1111,,14358,,,,
US_MO_29135,38.63,-92.58,1085,,15607,,,,
US_MO_29137,39.5,-92,1736,,8840,,,,
US_MO_29139,38.94,-91.47,1399,,12236,,,,
US_MO_29141,38.43,-92.89,1590,,20565,,,,
US_MO_29143,36.59,-89.66,1808,,18956,,,,
US_MO_29145,36.91,-94.33,1623,,58114,,,,
US_MO_29149,36.69,-91.4,2050,,10881,,,,
US_MO_29147,40.36,-94.88,2273,,23370,,,,
US_MO_29151,38.46,-91.86,1589,,13878,,,,
US_MO_29153,36.65,-92.44,1956,,9723,,,,
US_MO_29155,36.21,-89.78,1327,,18296,,,,
US_MO_29157,37.71,-89.83,1254,,18971,,,,
US_MO_29161,37.88,-91.79,1746,,45156,,,,
US_MO_29159,38.73,-93.28,1778,,42201,,,,
US_MO_29163,39.34,-91.17,1774,,18516,,,,
US_MO_29165,39.38,-94.77,1106,,89322,,,,
US_MO_29167,37.62,-93.4,1664,,31137,,,,
US_MO_29169,37.82,-92.21,1428,,52274,,,,
US_MO_29171,40.48,-93.02,1346,,4979,,,,
US_MO_29173,39.53,-91.53,1253,,10167,,,,
US_MO_29175,39.43,-92.5,1263,,25414,,,,
US_MO_29177,39.35,-93.99,1486,,23494,,,,
US_MO_29179,37.36,-90.97,2109,,6696,,,,
US_MO_29181,36.66,-90.87,1636,,14100,,,,
US_MO_29183,38.76,-90.616667,1534,,360485,,,,
US_MO_29185,38.04,-93.77,1818,,9805,,,,
US_MO_29186,37.893333,-90.203333,1318,,18145,,,,
US_MO_29187,37.781944,-90.422222,1172,,65359,,,,
US_MO_29189,38.64,-90.44,1356,,998954,,,,
US_MO_29197,40.47,-92.52,798,,4431,,,,
US_MO_29195,39.14,-93.2,1980,,23370,,,,
US_MO_29201,37.05,-89.57,1090,,39191,,,,
US_MO_29203,37.16,-91.4,2600,,8441,,,,
US_MO_29199,40.45,-92.15,1138,,4843,,,,
US_MO_29205,39.79,-92.07,1301,,6373,,,,
US_MO_29209,36.74,-93.47,1323,,32202,,,,
US_MO_29207,36.86,-89.95,2147,,29968,,,,
US_MO_29213,36.65,-93.04,1687,,51675,,,,
US_MO_29211,40.21,-93.11,1687,,6714,,,,
