date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-06-16,EC_O,-30,-10,-36,-47,-38,19
2020-06-16,EC_P,-42,-23,-46,-42,-51,28
2020-06-16,EC_R,-27,-13,-16,-72,-33,18
2020-06-16,EC_S,,,-36,-49,-40,
2020-06-16,EC_SD,-18,-14,-14,-54,-32,18
2020-06-16,EC_SE,-27,-7,-33,,-36,17
2020-06-16,EC_T,-30,-20,-31,-58,-41,24
2020-06-16,EC_U,-11,,-28,-66,-29,
2020-06-16,EC_W,,,-49,-75,-44,
2020-06-16,EC_X,-32,-20,-39,-47,-42,26
2020-06-16,EC_Y,-46,,-38,-49,-42,
2020-06-16,EC_Z,,,-36,-58,-43,
2020-06-16,EE,8,10,99,-3,-27,3
2020-06-16,EG,-47,-1,-32,-41,-23,13
2020-06-16,ES,-26,-10,5,-37,-34,11
2020-06-16,ES_AN,-21,-11,5,-34,-30,8
2020-06-16,ES_AR,-22,-13,12,-39,-30,10
2020-06-16,ES_AS,-22,-6,7,-43,-29,9
2020-06-16,ES_CB,-23,-9,14,-27,-29,10
2020-06-16,ES_CE,-22,-19,-1,,-27,8
2020-06-16,ES_CL,-29,-10,18,-34,-30,8
2020-06-16,ES_CM,-27,-8,12,-39,-28,8
2020-06-16,ES_CN,-38,-19,-26,-45,-36,11
2020-06-16,ES_CT,-29,-10,-11,-39,-39,15
2020-06-16,ES_EX,-24,-12,19,-21,-25,5
2020-06-16,ES_GA,-22,-6,30,-35,-28,8
2020-06-16,ES_IB,-17,-9,40,-36,-26,8
2020-06-16,ES_MC,-22,-6,18,-26,-26,7
2020-06-16,ES_MD,-32,-8,21,-43,-47,17
2020-06-16,ES_ML,-20,-19,4,-39,-27,10
2020-06-16,ES_NC,-18,-4,9,-53,-27,10
2020-06-16,ES_PV,-24,-6,7,-28,-31,12
2020-06-16,ES_RI,-22,-10,-15,-37,-26,8
2020-06-16,ES_VC,-21,-11,14,-36,-30,8
2020-06-16,FI,0,12,192,-27,-41,4
2020-06-16,FJ,-15,-6,-10,-26,-10,12
2020-06-16,FR,-17,-3,36,-28,-30,10
2020-06-16,FR_ARA,-19,-5,31,-27,-29,9
2020-06-16,FR_BFC,-14,-2,48,-12,-24,8
2020-06-16,FR_BRE,-10,1,82,-14,-24,9
2020-06-16,FR_COR,5,8,106,-1,-20,4
2020-06-16,FR_CVL,-16,-3,22,-19,-26,10
2020-06-16,FR_GES,-17,-5,46,-27,-27,9
2020-06-16,FR_HDF,-13,-2,74,-31,-28,9
2020-06-16,FR_IDF,-30,-3,-3,-35,-42,14
2020-06-16,FR_NAQ,-12,-2,39,-20,-24,9
2020-06-16,FR_NOR,-12,-2,38,-26,-24,8
2020-06-16,FR_OCC,-11,-1,51,-19,-27,8
2020-06-16,FR_PAC,-9,-1,68,-20,-26,7
2020-06-16,FR_PDL,-13,-1,44,-24,-27,10
2020-06-16,GA,-22,-14,-14,-30,-21,19
2020-06-16,GB,-50,-13,53,-51,-50,19
2020-06-16,GB_ENG_E06000001,-46,-10,,-32,-40,14
2020-06-16,GB_ENG_E06000002,-46,-13,,-51,-38,13
2020-06-16,GB_ENG_E06000003,-43,-8,,-16,-39,14
2020-06-16,GB_ENG_E06000004,-39,-9,,-14,-42,16
2020-06-16,GB_ENG_E06000005,-41,-11,,-52,-42,16
2020-06-16,GB_ENG_E06000006,-39,-9,,-41,-44,17
2020-06-16,GB_ENG_E06000007,-41,-11,,-47,-50,20
2020-06-16,GB_ENG_E06000008,-39,-11,,-41,-41,16
2020-06-16,GB_ENG_E06000009,-53,-5,,-26,-41,14
2020-06-16,GB_ENG_E06000010,-41,-9,58,-40,-40,14
2020-06-16,GB_ENG_E06000011,-45,-6,79,-18,-42,15
2020-06-16,GB_ENG_E06000012,-39,-7,,-28,-34,12
2020-06-16,GB_ENG_E06000013,-37,-5,39,-13,-35,13
2020-06-16,GB_ENG_E06000014,-53,-15,,-56,-58,20
2020-06-16,GB_ENG_E06000015,-49,-10,,-63,-47,17
2020-06-16,GB_ENG_E06000016,-50,-19,36,-58,-45,16
2020-06-16,GB_ENG_E06000017,,,,,-45,
2020-06-16,GB_ENG_E06000018,-64,-20,92,-60,-53,17
2020-06-16,GB_ENG_E06000019,-50,-17,26,-18,-37,16
2020-06-16,GB_ENG_E06000021,-44,-14,29,-53,-41,15
2020-06-16,GB_ENG_E06000022,-63,-21,57,-52,-58,20
2020-06-16,GB_ENG_E06000023,-61,-19,92,-67,-60,23
2020-06-16,GB_ENG_E06000024,-47,-12,86,-60,-50,19
2020-06-16,GB_ENG_E06000025,-51,-11,109,-48,-53,22
2020-06-16,GB_ENG_E06000026,-50,-18,56,-41,-47,16
2020-06-16,GB_ENG_E06000027,-41,-6,104,-23,-42,13
2020-06-16,GB_ENG_E06000030,-50,-20,,-55,-50,19
2020-06-16,GB_ENG_E06000031,-40,-12,,-51,-43,16
2020-06-16,GB_ENG_E06000032,-43,-2,,-74,-42,17
2020-06-16,GB_ENG_E06000033,-41,-4,,-46,-50,18
2020-06-16,GB_ENG_E06000034,-38,-15,,-39,-45,18
2020-06-16,GB_ENG_E06000035,-42,-7,68,-45,-45,18
2020-06-16,GB_ENG_E06000036,-49,-14,,-50,-57,23
2020-06-16,GB_ENG_E06000037,-50,-17,18,-47,-57,23
2020-06-16,GB_ENG_E06000038,-55,-18,,-73,-60,24
2020-06-16,GB_ENG_E06000039,-34,-12,,-61,-49,20
2020-06-16,GB_ENG_E06000040,-55,-9,21,-49,-59,23
2020-06-16,GB_ENG_E06000041,-52,-19,,-57,-63,26
2020-06-16,GB_ENG_E06000042,-45,-14,41,-54,-52,21
2020-06-16,GB_ENG_E06000043,-54,-19,143,-50,-60,20
2020-06-16,GB_ENG_E06000044,-49,-12,,-38,-48,16
2020-06-16,GB_ENG_E06000045,-56,-10,68,-49,-50,18
2020-06-16,GB_ENG_E06000046,-42,-10,70,-31,-40,13
2020-06-16,GB_ENG_E06000047,-44,-8,49,-26,-45,16
2020-06-16,GB_ENG_E06000049,-51,-13,34,-46,-50,20
2020-06-16,GB_ENG_E06000050,-49,-10,35,-46,-51,19
2020-06-16,GB_ENG_E06000051,-47,-13,21,-33,-44,17
2020-06-16,GB_ENG_E06000052,-44,-17,23,-28,-44,15
2020-06-16,GB_ENG_E06000054,-46,-14,33,-32,-48,19
2020-06-16,GB_ENG_E06000055,-45,-14,,-52,-49,19
2020-06-16,GB_ENG_E06000056,-43,-8,80,-30,-50,21
2020-06-16,GB_ENG_E06000057,-44,-7,52,-21,-44,15
2020-06-16,GB_ENG_E06000059,-49,-8,118,-30,-46,16
2020-06-16,GB_ENG_E08000003,-50,-17,3,-61,-51,19
2020-06-16,GB_ENG_E09000001,-59,-16,53,-63,-60,24
2020-06-16,GB_ENG_E10000002,-46,-11,59,-47,-54,22
2020-06-16,GB_ENG_E10000003,-57,-17,49,-55,-55,22
2020-06-16,GB_ENG_E10000006,-41,-10,20,-33,-46,16
2020-06-16,GB_ENG_E10000007,-49,-8,84,-26,-45,17
2020-06-16,GB_ENG_E10000008,-48,-11,59,-36,-44,16
2020-06-16,GB_ENG_E10000011,-44,-8,93,-36,-45,15
2020-06-16,GB_ENG_E10000012,-42,-10,60,-57,-49,18
2020-06-16,GB_ENG_E10000013,-53,-17,25,-33,-48,19
2020-06-16,GB_ENG_E10000014,-49,-12,86,-44,-50,19
2020-06-16,GB_ENG_E10000015,-45,-13,76,-57,-54,22
2020-06-16,GB_ENG_E10000016,-45,-12,72,-39,-47,17
2020-06-16,GB_ENG_E10000017,-42,-11,62,-42,-44,17
2020-06-16,GB_ENG_E10000018,-45,-12,40,-38,-48,19
2020-06-16,GB_ENG_E10000019,-44,-7,43,-33,-40,14
2020-06-16,GB_ENG_E10000020,-47,-12,67,-44,-43,15
2020-06-16,GB_ENG_E10000021,-44,-10,31,-33,-43,17
2020-06-16,GB_ENG_E10000023,-46,-9,53,-30,-45,16
2020-06-16,GB_ENG_E10000024,-45,-9,50,-25,-45,17
2020-06-16,GB_ENG_E10000025,-54,-15,52,-49,-54,22
2020-06-16,GB_ENG_E10000027,-45,-13,34,-25,-42,16
2020-06-16,GB_ENG_E10000028,-44,-12,30,-36,-44,18
2020-06-16,GB_ENG_E10000029,-46,-10,84,-30,-43,16
2020-06-16,GB_ENG_E10000030,-53,-14,39,-54,-58,23
2020-06-16,GB_ENG_E10000031,-49,-11,36,-42,-50,20
2020-06-16,GB_ENG_E10000032,-44,-10,100,-66,-49,18
2020-06-16,GB_ENG_E10000034,-46,-15,53,-39,-46,18
2020-06-16,GB_NIR_N09000001,-31,-7,,-54,-49,18
2020-06-16,GB_NIR_N09000002,-27,-4,,,-40,15
2020-06-16,GB_NIR_N09000003,-45,-14,26,-48,-56,19
2020-06-16,GB_NIR_N09000004,-31,1,,-25,-39,14
2020-06-16,GB_NIR_N09000005,-34,2,-10,-15,-42,14
2020-06-16,GB_NIR_N09000006,-40,-3,,-33,-38,15
2020-06-16,GB_NIR_N09000007,-39,-15,,-33,-51,20
2020-06-16,GB_NIR_N09000008,-32,2,,-42,-45,16
2020-06-16,GB_NIR_N09000009,-35,-3,,-15,-33,14
2020-06-16,GB_NIR_N09000010,-29,1,,-15,-42,15
2020-06-16,GB_NIR_N09000011,-33,0,64,-47,-51,17
2020-06-16,GB_SCT_S08000016,-49,-17,21,-36,-47,16
2020-06-16,GB_SCT_S08000017,-48,-12,0,-38,-42,13
2020-06-16,GB_SCT_S08000022,-55,-20,-4,-48,-52,16
2020-06-16,GB_SCT_S08000025,,,,,-46,
2020-06-16,GB_SCT_S08000026,,,,-30,-46,
2020-06-16,GB_SCT_S08000029,-49,-10,73,-43,-52,18
2020-06-16,GB_WLS_W11000024,-55,-18,4,-25,-44,16
2020-06-16,GB_WLS_W11000029,-63,-20,22,-69,-61,22
2020-06-16,GB_WLS_W11000031,-53,-19,87,-54,-50,18
2020-06-16,GE,-71,-67,-60,-71,-74,-14
2020-06-16,GH,-9,2,-10,-10,-12,11
2020-06-16,GR,-8,9,61,-16,-11,3
2020-06-16,GT,-49,-32,-40,-63,-41,24
2020-06-16,GT_AV,-37,-16,-42,-38,-30,18
2020-06-16,GT_BV,,,-40,,-27,
2020-06-16,GT_CM,-37,-24,-32,,-31,18
2020-06-16,GT_CQ,-48,-41,-35,,-32,
2020-06-16,GT_ES,-38,-30,-29,-54,-26,16
2020-06-16,GT_GU,-53,-33,-49,-69,-48,28
2020-06-16,GT_HU,-37,-9,-33,-46,-25,11
2020-06-16,GT_IZ,-36,-32,-31,,-25,13
2020-06-16,GT_JA,,,-25,,-29,
2020-06-16,GT_JU,-39,-21,-32,,-26,
2020-06-16,GT_PE,-36,-32,-41,-51,-21,15
2020-06-16,GT_PR,-46,,-38,,-29,
2020-06-16,GT_QC,-33,-20,-30,,-22,
2020-06-16,GT_QZ,-47,-33,-35,-58,-37,20
2020-06-16,GT_RE,-35,-26,-29,-52,-24,
2020-06-16,GT_SA,-51,-38,-58,-51,-43,26
2020-06-16,GT_SM,-34,-39,-34,-56,-30,16
2020-06-16,GT_SO,-48,,-33,-73,-33,
2020-06-16,GT_SR,-40,-28,-48,,-29,
2020-06-16,GT_SU,-36,-26,-35,-48,-27,19
2020-06-16,GT_TO,-36,,-54,,-29,
2020-06-16,GT_ZA,-41,-17,-33,-70,-27,
2020-06-16,GW,,,,,-17,
2020-06-16,HK,-14,0,-17,-18,-4,8
2020-06-16,HN,-50,-27,-36,-61,-41,18
2020-06-16,HN_AT,-56,-27,-39,-56,-31,16
2020-06-16,HN_CH,-38,-20,-22,,-30,
2020-06-16,HN_CL,-35,-18,,,-19,
2020-06-16,HN_CM,-45,-29,-25,-62,-28,15
2020-06-16,HN_CP,-44,-26,-45,,-25,
2020-06-16,HN_CR,-50,-25,-40,-69,-41,19
2020-06-16,HN_EP,-29,-14,-20,,-21,
2020-06-16,HN_FM,-58,-33,-48,-59,-54,23
2020-06-16,HN_IB,,-24,,,-35,
2020-06-16,HN_IN,,,-27,,-23,
2020-06-16,HN_LE,,,,,-25,
2020-06-16,HN_LP,,,,-75,-28,
2020-06-16,HN_OC,,,-52,,-22,
2020-06-16,HN_OL,-37,-30,-15,-42,-28,
2020-06-16,HN_SB,-39,,-21,,-28,
2020-06-16,HN_VA,,,-20,,-26,
2020-06-16,HN_YO,-38,-28,-32,-31,-27,12
2020-06-16,HR,6,8,80,-17,-19,3
2020-06-16,HT,-25,-24,-15,-39,-29,10
2020-06-16,HT_AR,,,1,,-19,
2020-06-16,HT_CE,,,-16,,-22,
2020-06-16,HT_ND,,,-21,-33,-21,
2020-06-16,HT_NE,,,,,-23,
2020-06-16,HT_OU,-28,-27,-26,-43,-32,12
2020-06-16,HT_SD,,,,,-20,
2020-06-16,HT_SE,,,,,-25,
