date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-06-20,PE_MDD,-69,-19,-51,-38,-21,
2020-06-20,PE_MOQ,-55,-30,-50,-76,-21,22
2020-06-20,PE_PAS,-63,,-23,,-10,
2020-06-20,PE_PIU,-73,-38,-44,-68,-35,22
2020-06-20,PE_PUN,-52,-13,-25,-52,-13,15
2020-06-20,PE_SAM,-77,-26,-36,-68,-36,19
2020-06-20,PE_TAC,-61,-20,-43,-68,-27,19
2020-06-20,PE_TUM,-63,-36,-49,-57,-31,
2020-06-20,PE_UCA,-56,-19,-29,-65,-27,15
2020-06-20,PG,14,33,-1,-11,23,0
2020-06-20,PH,-52,-23,-37,-57,-26,19
2020-06-20,PH_00,-57,-21,-57,-66,-40,22
2020-06-20,PH_01,-53,-39,-36,-52,-6,15
2020-06-20,PH_02,-52,-29,10,-41,-3,14
2020-06-20,PH_03,-48,-18,-34,-50,-18,17
2020-06-20,PH_05,-44,-15,-3,-36,-5,16
2020-06-20,PH_06,-43,-24,-35,-50,-14,14
2020-06-20,PH_07,-63,-36,-46,-66,-29,26
2020-06-20,PH_08,-46,-32,-16,-48,0,16
2020-06-20,PH_09,-42,-23,-23,-45,-10,15
2020-06-20,PH_10,-41,-24,-34,-45,-10,15
2020-06-20,PH_11,-43,-19,-27,-45,-21,18
2020-06-20,PH_12,-32,-13,-20,-43,-4,15
2020-06-20,PH_13,-46,-27,-21,-44,-2,13
2020-06-20,PH_14,-24,-15,-10,-46,0,12
2020-06-20,PH_15,-72,-46,-50,-56,-26,17
2020-06-20,PH_40,-48,-21,-29,-49,-22,19
2020-06-20,PH_41,-44,-28,-33,-52,-3,13
2020-06-20,PK,-48,-32,-22,-37,-29,13
2020-06-20,PK_BA,-11,-14,-7,-14,-7,6
2020-06-20,PK_GB,,,96,,17,
2020-06-20,PK_IS,-62,-42,-37,-58,-38,16
2020-06-20,PK_JK,-25,-7,40,-20,-8,9
2020-06-20,PK_KP,-35,-22,-17,-31,-19,9
2020-06-20,PK_PB,-45,-30,-18,-35,-28,13
2020-06-20,PK_SD,-56,-40,-40,-42,-34,13
2020-06-20,PL,-15,-4,55,-24,6,0
2020-06-20,PL_02,-22,-11,-11,-32,-3,2
2020-06-20,PL_04,-9,-3,107,2,7,-1
2020-06-20,PL_06,-11,-4,74,-16,12,-2
2020-06-20,PL_08,-3,-2,50,-15,0,1
2020-06-20,PL_10,-9,-4,51,-19,10,0
2020-06-20,PL_12,-20,-10,-6,-34,4,1
2020-06-20,PL_14,-23,-10,19,-33,7,-2
2020-06-20,PL_16,-17,-4,-8,-16,-2,3
2020-06-20,PL_18,-10,2,91,-18,12,0
2020-06-20,PL_20,-11,3,193,-11,12,-4
2020-06-20,PL_22,4,3,160,-5,11,-2
2020-06-20,PL_24,-19,-8,2,-24,2,3
2020-06-20,PL_26,-14,3,62,-10,7,-1
2020-06-20,PL_28,-2,6,226,-4,12,-3
2020-06-20,PL_30,-8,-5,72,-22,5,1
2020-06-20,PL_32,3,6,176,-4,7,-1
2020-06-20,PR,-17,2,-14,-52,-12,8
2020-06-20,PT,-30,-13,31,-39,-1,5
2020-06-20,PT_11,-41,-22,3,-46,-4,6
2020-06-20,PT_15,-22,-11,121,-18,-2,6
2020-06-20,PT_16,-29,-15,37,,3,6
2020-06-20,PT_17,-26,-15,55,-7,5,5
2020-06-20,PT_18,-28,-11,34,9,7,5
2020-06-20,PT_20,-20,-9,47,-51,2,3
2020-06-20,PT_30,-33,-21,-17,-39,-13,7
2020-06-20,PY,-25,-6,-34,-39,-4,11
2020-06-20,PY_1,-20,0,-20,-22,2,
2020-06-20,PY_10,-29,-6,-41,-39,-13,15
2020-06-20,PY_11,-17,-5,-20,-37,-2,11
2020-06-20,PY_12,-18,1,-35,,-7,
2020-06-20,PY_13,-25,-19,,,-10,15
2020-06-20,PY_14,-45,-9,-35,,-8,
2020-06-20,PY_15,-22,-4,-53,,2,
2020-06-20,PY_19,-12,-3,,,3,
2020-06-20,PY_2,-7,-13,-23,-29,7,
2020-06-20,PY_3,-32,-22,-36,-63,0,12
2020-06-20,PY_4,-23,-6,-36,-24,5,
2020-06-20,PY_5,-14,-12,-23,-47,5,13
2020-06-20,PY_6,-11,,,-35,3,
2020-06-20,PY_7,-41,-17,-54,-47,-6,12
2020-06-20,PY_8,-28,-18,-63,,-1,
2020-06-20,PY_9,-37,-20,-43,-41,6,
2020-06-20,PY_ASU,-31,2,-32,-49,-4,11
2020-06-20,QA,-33,5,-12,-34,-11,13
2020-06-20,RE,-58,-62,-74,-73,-15,
2020-06-20,RO,-16,-3,4,-15,6,-2
2020-06-20,RS,-72,-73,-62,-74,-74,-3
2020-06-20,RU,-20,0,43,-10,-10,-4
2020-06-20,RW,-23,-15,-4,-21,-2,8
2020-06-20,SA,-40,-22,-47,-63,-14,14
2020-06-20,SE,-46,-21,227,-22,-17,0
2020-06-20,SE_110,-50,-27,131,-33,-15,0
2020-06-20,SE_121,-48,-22,,-27,-6,-1
2020-06-20,SE_122,-25,-9,,-12,-14,0
2020-06-20,SE_123,-45,-19,257,-27,-20,0
2020-06-20,SE_124,-49,-19,,-16,-14,-1
2020-06-20,SE_125,-41,-19,,-25,-12,0
2020-06-20,SE_211,-55,-23,,-25,-24,2
2020-06-20,SE_212,-51,-30,,-26,-21,
2020-06-20,SE_213,-15,-6,,15,-13,0
2020-06-20,SE_214,13,-3,,,-16,
2020-06-20,SE_221,-29,-13,,24,-14,
2020-06-20,SE_224,-45,-19,136,-25,-16,3
2020-06-20,SE_231,-14,-6,,8,-17,3
2020-06-20,SE_232,-49,-24,270,-26,-18,2
2020-06-20,SE_311,-54,-29,168,-2,-15,-2
2020-06-20,SE_312,-44,-12,347,15,-23,-3
2020-06-20,SE_313,-42,-17,,-7,-14,-3
2020-06-20,SE_321,-52,-17,,0,-14,-5
2020-06-20,SE_331,-55,-25,,-29,-17,-5
2020-06-20,SE_332,-56,-25,,-17,-20,-6
2020-06-20,SG,-36,-4,-50,-39,-21,20
2020-06-20,SI,4,5,62,7,-1,-4
2020-06-20,SK,-17,1,-3,-21,3,1
2020-06-20,SN,-24,-17,-19,-35,-8,8
2020-06-20,SV,-59,-36,-55,-62,-37,21
2020-06-20,SV_AH,-47,-34,-60,-54,-28,
2020-06-20,SV_CA,,,-40,,-33,
2020-06-20,SV_CH,-44,,-47,,-26,
2020-06-20,SV_CU,-57,,-47,-42,-34,
2020-06-20,SV_LI,-65,-42,-55,-43,-38,23
2020-06-20,SV_MO,,,-50,,-29,
2020-06-20,SV_PA,-57,-40,-38,-94,-27,
2020-06-20,SV_SA,-57,-35,-54,-71,-32,19
2020-06-20,SV_SM,-56,-34,-48,-63,-30,18
2020-06-20,SV_SO,-51,-32,-49,-64,-25,17
2020-06-20,SV_SS,-60,-35,-61,-60,-43,23
2020-06-20,SV_SV,-51,,-49,,-27,
2020-06-20,SV_UN,-47,,-66,,-30,
2020-06-20,SV_US,-52,-28,-43,,-31,
2020-06-20,TG,-19,-12,-2,-34,5,12
2020-06-20,TH,-12,4,-27,-31,-6,6
2020-06-20,TJ,-20,-14,-17,-30,-10,2
2020-06-20,TR,-45,-16,4,-41,-25,10
2020-06-20,TT,-18,10,-19,-41,-4,9
2020-06-20,TW,-8,7,-15,-13,67,-4
2020-06-20,TZ,-7,3,-3,-8,-2,2
2020-06-20,UA,-9,6,60,-4,-1,-4
2020-06-20,UG,-40,-22,-21,-52,-13,15
2020-06-20,US,-17,6,69,-20,-11,3
2020-06-20,US_AK,2,19,180,0,-10,0
2020-06-20,US_AK_02020,-7,12,144,-12,-16,0
2020-06-20,US_AK_02090,3,13,,-41,-7,0
2020-06-20,US_AK_02110,-7,,,-18,-17,
2020-06-20,US_AK_02122,55,,,,1,
2020-06-20,US_AK_02170,15,22,,,-9,-1
2020-06-20,US_AK_02185,,,,,-23,
2020-06-20,US_AL,-6,14,93,20,-7,1
2020-06-20,US_AL_01001,1,24,,,-4,
2020-06-20,US_AL_01003,21,42,119,37,-4,-1
2020-06-20,US_AL_01005,23,,,,-5,
2020-06-20,US_AL_01007,,,,,6,
2020-06-20,US_AL_01009,13,22,,,-6,
2020-06-20,US_AL_01013,14,,,,-19,
2020-06-20,US_AL_01015,-2,6,,,-11,0
2020-06-20,US_AL_01017,-2,17,,,-6,
2020-06-20,US_AL_01019,,,,,4,
2020-06-20,US_AL_01021,18,43,,92,-5,
2020-06-20,US_AL_01025,1,3,,,-3,
2020-06-20,US_AL_01031,1,28,,,-3,
2020-06-20,US_AL_01033,5,23,,25,-5,
2020-06-20,US_AL_01035,,,,40,,
2020-06-20,US_AL_01039,13,23,,,1,
2020-06-20,US_AL_01041,,,,,-15,
2020-06-20,US_AL_01043,0,27,,64,-3,0
2020-06-20,US_AL_01045,0,2,,,-3,
2020-06-20,US_AL_01047,6,16,,,-1,
2020-06-20,US_AL_01049,17,22,,,1,-2
2020-06-20,US_AL_01051,3,13,,,-8,2
2020-06-20,US_AL_01053,-4,13,,,-14,
2020-06-20,US_AL_01055,-2,14,,19,-7,0
2020-06-20,US_AL_01059,2,,,,-2,
2020-06-20,US_AL_01061,,23,,,-5,
2020-06-20,US_AL_01063,,,,-13,,
2020-06-20,US_AL_01065,,,,,-23,
2020-06-20,US_AL_01067,,,,,-12,
2020-06-20,US_AL_01069,-9,9,45,18,-11,1
2020-06-20,US_AL_01071,6,22,,,-4,
2020-06-20,US_AL_01073,-16,8,64,-9,-10,1
2020-06-20,US_AL_01077,-5,21,,,-11,-2
2020-06-20,US_AL_01079,12,,,,-1,
2020-06-20,US_AL_01081,-15,11,,,-10,2
2020-06-20,US_AL_01083,4,18,,,4,1
2020-06-20,US_AL_01085,,,,34,,
2020-06-20,US_AL_01087,,,,8,-23,
2020-06-20,US_AL_01089,-16,10,129,-24,-4,2
2020-06-20,US_AL_01091,,,,,-9,
2020-06-20,US_AL_01093,-4,,,,-16,
2020-06-20,US_AL_01095,8,24,,,-11,0
2020-06-20,US_AL_01097,-6,10,31,1,-9,2
2020-06-20,US_AL_01099,,,,,-1,
2020-06-20,US_AL_01101,-17,6,57,29,-11,3
2020-06-20,US_AL_01103,0,12,,30,-5,0
2020-06-20,US_AL_01109,-3,15,,,-14,
2020-06-20,US_AL_01111,,,,,-8,
2020-06-20,US_AL_01113,7,29,,,-12,2
2020-06-20,US_AL_01115,7,20,,23,-7,0
2020-06-20,US_AL_01117,-7,10,159,,-5,1
2020-06-20,US_AL_01121,5,28,51,19,-7,-1
2020-06-20,US_AL_01123,11,44,,,-5,
2020-06-20,US_AL_01125,-11,12,,12,-12,2
2020-06-20,US_AL_01127,5,21,,27,-5,
2020-06-20,US_AL_01133,,,,,-2,
2020-06-20,US_AR,-9,13,103,7,-7,1
2020-06-20,US_AR_05001,,,,,-10,
2020-06-20,US_AR_05003,,,,,-7,
2020-06-20,US_AR_05005,8,19,,,-1,
2020-06-20,US_AR_05007,-12,9,146,-29,-7,3
2020-06-20,US_AR_05009,2,17,,,-5,
2020-06-20,US_AR_05015,39,,,,6,
2020-06-20,US_AR_05019,10,,,19,-8,
2020-06-20,US_AR_05023,,,,,1,
2020-06-20,US_AR_05027,4,,,,-10,
2020-06-20,US_AR_05029,6,,,21,-4,
2020-06-20,US_AR_05031,-20,10,,-16,-6,1
2020-06-20,US_AR_05033,3,7,,,-7,1
2020-06-20,US_AR_05035,-2,20,,11,-13,
2020-06-20,US_AR_05037,,,,,-1,
2020-06-20,US_AR_05043,-12,,,,-19,
2020-06-20,US_AR_05045,-19,4,,,-9,2
2020-06-20,US_AR_05047,,,,27,,
2020-06-20,US_AR_05051,5,15,96,,-13,3
2020-06-20,US_AR_05055,-5,12,,,-3,
2020-06-20,US_AR_05057,7,,,,-6,
2020-06-20,US_AR_05059,8,4,,,-4,
2020-06-20,US_AR_05063,-3,,,,3,
2020-06-20,US_AR_05067,,,,,-12,
2020-06-20,US_AR_05069,-3,15,,26,-11,1
2020-06-20,US_AR_05071,-6,,,,3,
2020-06-20,US_AR_05083,,,,,2,
2020-06-20,US_AR_05085,-1,31,,,-6,0
2020-06-20,US_AR_05091,1,9,,-9,-2,
2020-06-20,US_AR_05093,1,,,18,-1,
2020-06-20,US_AR_05099,,,,7,,
2020-06-20,US_AR_05103,10,,,,-5,
2020-06-20,US_AR_05111,,,,,0,
2020-06-20,US_AR_05113,,,,,-3,
2020-06-20,US_AR_05115,-11,11,,5,-8,
2020-06-20,US_AR_05119,-18,6,27,-10,-11,2
2020-06-20,US_AR_05121,,,,,0,
2020-06-20,US_AR_05123,8,,,18,4,
2020-06-20,US_AR_05125,-3,10,-6,18,-4,1
2020-06-20,US_AR_05131,-15,11,74,,-8,2
2020-06-20,US_AR_05133,,,,,-12,
2020-06-20,US_AR_05135,,,,,1,
2020-06-20,US_AR_05139,-12,,,,-11,
2020-06-20,US_AR_05143,-23,2,67,-21,-14,4
2020-06-20,US_AR_05145,0,14,,8,-6,-1
2020-06-20,US_AR_05149,,,,,-9,
2020-06-20,US_AZ,-25,-4,-21,-29,-14,7
2020-06-20,US_AZ_04001,-54,-42,86,-36,-21,
2020-06-20,US_AZ_04003,-15,1,-21,-12,-6,5
2020-06-20,US_AZ_04005,-11,6,98,23,-10,7
2020-06-20,US_AZ_04007,-12,19,10,,-2,
2020-06-20,US_AZ_04009,-9,12,,,-5,
2020-06-20,US_AZ_04012,-51,-37,-39,-26,-30,
2020-06-20,US_AZ_04013,-27,-5,-37,-36,-14,7
2020-06-20,US_AZ_04015,-1,12,53,8,-12,3
2020-06-20,US_AZ_04017,15,13,152,9,-6,7
2020-06-20,US_AZ_04019,-30,-7,-45,-33,-14,7
2020-06-20,US_AZ_04021,-20,-3,-52,-23,-13,5
2020-06-20,US_AZ_04023,-39,-22,-20,-15,-19,
2020-06-20,US_AZ_04025,-1,21,37,26,-9,4
2020-06-20,US_AZ_04027,-34,-19,-37,-36,-26,10
2020-06-20,US_CA,-31,1,6,-32,-14,7
2020-06-20,US_CA_06001,-50,-10,32,-49,-14,9
2020-06-20,US_CA_06005,1,18,,,-14,
2020-06-20,US_CA_06007,-25,11,1,,-8,2
2020-06-20,US_CA_06009,-28,,,,-2,
2020-06-20,US_CA_06011,-16,,,-12,-3,
2020-06-20,US_CA_06013,-35,6,28,-29,-16,7
2020-06-20,US_CA_06015,24,43,,,-5,
2020-06-20,US_CA_06017,-23,14,138,-14,-17,4
2020-06-20,US_CA_06019,-24,11,36,-15,-10,3
2020-06-20,US_CA_06021,-7,32,,24,-7,
2020-06-20,US_CA_06023,-30,6,95,-54,-13,3
2020-06-20,US_CA_06025,-46,-14,-67,-44,-22,14
2020-06-20,US_CA_06027,11,,47,,-15,
2020-06-20,US_CA_06029,-18,9,28,-1,-8,3
2020-06-20,US_CA_06031,-12,7,-34,-40,-11,2
2020-06-20,US_CA_06033,-1,17,91,,-12,1
2020-06-20,US_CA_06035,-8,42,,,5,
2020-06-20,US_CA_06037,-33,-4,-16,-34,-18,8
2020-06-20,US_CA_06039,-18,18,153,33,-9,2
2020-06-20,US_CA_06041,-37,-1,22,-14,-15,8
2020-06-20,US_CA_06043,,15,64,,-15,
2020-06-20,US_CA_06045,-13,24,83,-10,-13,2
2020-06-20,US_CA_06047,-14,6,79,5,-8,2
2020-06-20,US_CA_06051,-48,14,,-3,-47,
2020-06-20,US_CA_06053,-23,13,25,4,-5,1
2020-06-20,US_CA_06055,-23,-3,,,-20,4
2020-06-20,US_CA_06057,-30,11,93,-33,-17,3
2020-06-20,US_CA_06059,-34,3,3,-33,-16,8
2020-06-20,US_CA_06061,-25,15,77,28,-11,4
2020-06-20,US_CA_06065,-24,4,-23,-25,-15,5
2020-06-20,US_CA_06067,-29,6,21,-31,-12,4
2020-06-20,US_CA_06069,-10,0,-17,,-3,3
2020-06-20,US_CA_06071,-20,7,9,-15,-12,5
2020-06-20,US_CA_06073,-33,-3,-14,-41,-16,8
2020-06-20,US_CA_06075,-64,-27,-16,-58,-21,12
2020-06-20,US_CA_06077,-22,13,44,-17,-9,3
2020-06-20,US_CA_06079,-22,8,26,-2,-13,5
2020-06-20,US_CA_06081,-39,-4,19,-67,-14,10
2020-06-20,US_CA_06083,-29,2,9,-25,-12,4
2020-06-20,US_CA_06085,-48,-9,18,-45,-12,9
2020-06-20,US_CA_06087,-25,2,41,-48,-11,6
2020-06-20,US_CA_06089,-14,16,177,6,-7,0
2020-06-20,US_CA_06093,21,50,,62,0,
2020-06-20,US_CA_06095,-25,3,19,-4,-11,5
2020-06-20,US_CA_06097,-24,5,48,-12,-13,5
2020-06-20,US_CA_06099,-20,9,48,-2,-10,2
2020-06-20,US_CA_06101,-8,9,,,-13,2
2020-06-20,US_CA_06103,-18,23,7,-5,-5,1
2020-06-20,US_CA_06107,-22,11,48,-2,-10,2
2020-06-20,US_CA_06109,-12,,60,,-8,
2020-06-20,US_CA_06111,-25,-1,2,-12,-13,6
2020-06-20,US_CA_06113,-31,1,9,-5,-8,5
2020-06-20,US_CA_06115,1,27,,,-10,2
2020-06-20,US_CO,-18,6,89,-22,-12,3
2020-06-20,US_CO_08001,-15,7,30,-4,-11,2
2020-06-20,US_CO_08003,2,,,,-4,
2020-06-20,US_CO_08005,-19,-1,83,-13,-14,4
2020-06-20,US_CO_08007,30,,,,-10,
2020-06-20,US_CO_08013,-25,-4,87,-23,-12,5
2020-06-20,US_CO_08014,-32,,24,-28,-5,
2020-06-20,US_CO_08015,53,,,,-14,
2020-06-20,US_CO_08019,-5,,,,-10,
2020-06-20,US_CO_08029,6,,,,-4,
2020-06-20,US_CO_08031,-36,0,33,-47,-16,4
2020-06-20,US_CO_08035,-14,0,102,,-5,3
2020-06-20,US_CO_08037,-32,3,106,-22,-48,
2020-06-20,US_CO_08039,,,,,-10,
2020-06-20,US_CO_08041,-12,11,59,-12,-11,2
2020-06-20,US_CO_08043,11,,,,-7,
2020-06-20,US_CO_08045,3,,,57,-13,
2020-06-20,US_CO_08049,-18,,21,-66,-32,
2020-06-20,US_CO_08051,,,,,-25,
2020-06-20,US_CO_08059,-19,-2,53,-8,-12,3
2020-06-20,US_CO_08063,,,,42,,
2020-06-20,US_CO_08065,,,,,-28,
2020-06-20,US_CO_08067,3,40,,-9,-22,
2020-06-20,US_CO_08069,-12,9,188,-5,-9,2
2020-06-20,US_CO_08071,5,,,,-8,
2020-06-20,US_CO_08075,-5,,,,-8,
2020-06-20,US_CO_08077,-2,24,228,12,-9,-1
2020-06-20,US_CO_08081,,,,,-16,
2020-06-20,US_CO_08083,9,,,,-10,
2020-06-20,US_CO_08085,4,28,,,-4,
2020-06-20,US_CO_08087,-9,9,,65,14,
2020-06-20,US_CO_08089,-2,,,,-6,
2020-06-20,US_CO_08093,,,,,-10,
2020-06-20,US_CO_08097,-48,,,-73,-51,
2020-06-20,US_CO_08099,,,,9,-9,
2020-06-20,US_CO_08101,-6,21,39,18,-8,1
2020-06-20,US_CO_08107,-30,-9,89,,-36,
2020-06-20,US_CO_08117,-41,-20,24,-47,-43,
2020-06-20,US_CO_08119,36,,,,-11,
2020-06-20,US_CO_08123,-11,5,98,2,-9,1
2020-06-20,US_CT,-11,5,218,-14,-10,2
2020-06-20,US_CT_09001,-12,2,,-16,-9,3
2020-06-20,US_CT_09003,-17,2,,-22,-10,2
2020-06-20,US_CT_09005,6,2,,,-7,2
2020-06-20,US_CT_09007,6,13,,23,-9,2
2020-06-20,US_CT_09009,-9,5,147,-1,-11,2
2020-06-20,US_CT_09011,-15,14,304,,-13,3
2020-06-20,US_CT_09013,-14,19,,12,-7,2
2020-06-20,US_CT_09015,8,16,,-6,-9,1
2020-06-20,US_DC,-58,-18,-46,-60,-22,9
2020-06-20,US_DE,-5,10,,-4,-9,4
2020-06-20,US_DE_10001,-7,4,42,-5,-12,4
2020-06-20,US_DE_10003,-17,-1,,-10,-10,4
2020-06-20,US_DE_10005,38,44,,64,-5,2
2020-06-20,US_FL,-21,-3,-6,-39,-15,5
2020-06-20,US_FL_12001,-28,-2,-23,-27,-10,4
2020-06-20,US_FL_12003,8,,,,0,
2020-06-20,US_FL_12005,30,37,200,17,0,-1
2020-06-20,US_FL_12007,-9,18,,,-9,
2020-06-20,US_FL_12009,-14,0,18,-30,-11,4
2020-06-20,US_FL_12011,-26,-6,-30,-54,-17,8
2020-06-20,US_FL_12015,-23,-8,-21,-7,-11,3
2020-06-20,US_FL_12017,-6,8,24,,-8,3
2020-06-20,US_FL_12019,-13,8,9,,-10,2
2020-06-20,US_FL_12021,-31,-20,-24,-29,-23,6
2020-06-20,US_FL_12023,-3,19,,13,-6,1
2020-06-20,US_FL_12027,-28,-11,-28,,-16,
2020-06-20,US_FL_12029,,,,,-13,
2020-06-20,US_FL_12031,-14,4,11,-18,-11,3
2020-06-20,US_FL_12033,-3,12,,-5,-8,2
2020-06-20,US_FL_12035,-9,8,7,,-14,4
2020-06-20,US_FL_12037,,,,,-9,
2020-06-20,US_FL_12039,-10,5,,4,-6,
2020-06-20,US_FL_12041,,,,,-3,
2020-06-20,US_FL_12043,,,-58,-20,-12,
2020-06-20,US_FL_12045,,,,,-7,
2020-06-20,US_FL_12047,,,,24,,
2020-06-20,US_FL_12049,-16,-5,-34,,-11,
2020-06-20,US_FL_12051,-20,-23,-52,,-16,
2020-06-20,US_FL_12053,-7,11,9,,-8,3
2020-06-20,US_FL_12055,-26,-9,-38,,-15,3
2020-06-20,US_FL_12057,-23,-6,-24,-50,-13,5
2020-06-20,US_FL_12059,,,,,0,
2020-06-20,US_FL_12061,-20,-8,-2,-29,-17,5
2020-06-20,US_FL_12063,10,18,,12,-11,
2020-06-20,US_FL_12069,-17,-2,-13,-14,-14,4
2020-06-20,US_FL_12071,-26,-9,-11,-57,-16,4
2020-06-20,US_FL_12073,-22,0,-18,-33,-10,5
2020-06-20,US_FL_12075,7,6,29,,-7,
2020-06-20,US_FL_12079,,,,15,-12,
2020-06-20,US_FL_12081,-18,-1,27,-2,-12,4
2020-06-20,US_FL_12083,-10,3,14,-1,-10,2
2020-06-20,US_FL_12085,-25,-8,-13,-20,-13,5
2020-06-20,US_FL_12086,-27,-5,-41,-48,-18,8
2020-06-20,US_FL_12087,-17,0,-11,-48,-25,4
2020-06-20,US_FL_12089,3,15,112,,-11,2
2020-06-20,US_FL_12091,16,28,,36,-2,0
2020-06-20,US_FL_12093,-20,-12,-20,-47,-11,
2020-06-20,US_FL_12095,-37,-9,-43,-61,-22,6
2020-06-20,US_FL_12097,-20,-4,-23,-25,-26,6
2020-06-20,US_FL_12099,-25,-6,-9,-38,-16,7
2020-06-20,US_FL_12101,-13,1,-20,-1,-9,4
2020-06-20,US_FL_12103,-18,-1,29,-27,-13,5
2020-06-20,US_FL_12105,-16,-1,-9,-8,-16,4
2020-06-20,US_FL_12107,3,10,-8,,-11,2
2020-06-20,US_FL_12109,2,14,6,6,-8,3
2020-06-20,US_FL_12111,-11,2,6,1,-12,5
2020-06-20,US_FL_12113,12,31,135,,0,1
2020-06-20,US_FL_12115,-22,-9,12,-25,-16,4
2020-06-20,US_FL_12117,-22,-1,-14,-27,-14,5
2020-06-20,US_FL_12119,-29,-12,-33,4,-11,3
2020-06-20,US_FL_12121,-1,14,29,,-12,
2020-06-20,US_FL_12123,7,40,,,-2,
2020-06-20,US_FL_12127,-5,8,27,-21,-11,3
2020-06-20,US_FL_12129,8,15,83,,4,
2020-06-20,US_FL_12131,37,49,102,23,1,-1
2020-06-20,US_FL_12133,-4,,,,-5,
2020-06-20,US_GA,-11,6,81,-25,-10,2
2020-06-20,US_GA_13001,-6,,,,-5,
2020-06-20,US_GA_13009,-7,11,,,-11,
2020-06-20,US_GA_13011,1,,,,4,
2020-06-20,US_GA_13013,-2,11,,,-9,1
2020-06-20,US_GA_13015,-5,16,,15,-6,0
2020-06-20,US_GA_13017,-8,,,,-1,
2020-06-20,US_GA_13019,,,,,-8,
2020-06-20,US_GA_13021,-14,8,111,24,-13,1
2020-06-20,US_GA_13025,,,,,-10,
2020-06-20,US_GA_13027,,,,,-2,
2020-06-20,US_GA_13029,2,11,2,10,-4,
2020-06-20,US_GA_13031,-17,1,-16,,-11,2
2020-06-20,US_GA_13033,-7,-12,,,-16,
2020-06-20,US_GA_13035,14,13,,10,-6,
2020-06-20,US_GA_13039,-7,21,61,16,-10,2
2020-06-20,US_GA_13045,-2,15,,15,-3,-1
2020-06-20,US_GA_13047,-9,18,26,,-4,0
2020-06-20,US_GA_13051,-6,8,,-12,-17,2
2020-06-20,US_GA_13055,10,,,,-4,
2020-06-20,US_GA_13057,-4,7,,,-5,1
2020-06-20,US_GA_13059,-25,-5,34,-60,-14,3
2020-06-20,US_GA_13063,-5,9,59,-67,-14,2
2020-06-20,US_GA_13067,-19,0,87,-13,-11,3
2020-06-20,US_GA_13069,2,24,,,-12,
2020-06-20,US_GA_13071,-3,9,,,-3,
2020-06-20,US_GA_13073,-3,15,108,6,-8,2
2020-06-20,US_GA_13075,9,,,,-1,
2020-06-20,US_GA_13077,-13,5,,61,-8,2
2020-06-20,US_GA_13081,27,51,,,-9,
2020-06-20,US_GA_13083,,,,20,-3,
2020-06-20,US_GA_13085,3,14,,,-2,
2020-06-20,US_GA_13087,7,,,,-9,
2020-06-20,US_GA_13089,-17,2,44,-35,-15,4
2020-06-20,US_GA_13091,,,,,-6,
2020-06-20,US_GA_13093,,,,38,,
2020-06-20,US_GA_13095,-16,1,,-14,-16,3
2020-06-20,US_GA_13097,-7,1,48,-14,-10,2
2020-06-20,US_GA_13103,3,3,,,-13,0
2020-06-20,US_GA_13105,,16,,,-3,
2020-06-20,US_GA_13107,-2,,,,-5,
2020-06-20,US_GA_13111,22,,,,-2,
2020-06-20,US_GA_13113,-11,16,,,-7,4
2020-06-20,US_GA_13115,-1,9,,,-2,0
2020-06-20,US_GA_13117,-9,5,,,-4,4
2020-06-20,US_GA_13119,21,,,3,-10,
2020-06-20,US_GA_13121,-26,-4,21,-44,-15,4
2020-06-20,US_GA_13123,12,26,,,0,
2020-06-20,US_GA_13127,3,15,159,10,-11,2
2020-06-20,US_GA_13129,3,12,,65,-6,
2020-06-20,US_GA_13131,-1,3,,,-8,
2020-06-20,US_GA_13133,,8,,,-15,
2020-06-20,US_GA_13135,-17,1,116,-7,-11,3
2020-06-20,US_GA_13137,-2,28,,,5,
2020-06-20,US_GA_13139,-4,9,,,-3,1
2020-06-20,US_GA_13143,-2,12,11,10,4,
2020-06-20,US_GA_13145,,,,,-4,
2020-06-20,US_GA_13147,3,,,,-3,
2020-06-20,US_GA_13151,-6,6,70,,-11,3
2020-06-20,US_GA_13153,-7,4,10,,-10,1
2020-06-20,US_GA_13157,13,27,,22,2,0
2020-06-20,US_GA_13161,,,,,-11,
2020-06-20,US_GA_13163,,,,,1,
2020-06-20,US_GA_13169,,,,,-14,
2020-06-20,US_GA_13171,,,,,-18,
2020-06-20,US_GA_13175,-6,9,,61,-5,
2020-06-20,US_GA_13177,-3,,,,-5,
2020-06-20,US_GA_13179,-11,0,9,,-13,2
2020-06-20,US_GA_13183,,,,,-8,
2020-06-20,US_GA_13185,-5,4,13,27,-13,2
2020-06-20,US_GA_13187,15,,,,-13,
2020-06-20,US_GA_13189,11,2,,10,-1,
2020-06-20,US_GA_13191,,,,,-3,
2020-06-20,US_GA_13195,,23,,,-5,
2020-06-20,US_GA_13199,,,,,-16,
2020-06-20,US_GA_13205,,2,,,-12,
2020-06-20,US_GA_13207,18,,,,-14,
2020-06-20,US_GA_13211,7,,,15,-12,
2020-06-20,US_GA_13213,8,31,,,-2,
2020-06-20,US_GA_13215,-13,7,57,-40,-11,3
2020-06-20,US_GA_13217,-4,15,,,-7,1
