key,population,life_expectancy,human_development_index
US_ND_38067,7413,,
US_ND_38069,4357,,
US_ND_38071,11451,,
US_ND_38073,5457,,
US_ND_38075,2470,,
US_ND_38077,16321,,
US_ND_38079,13937,,
US_ND_38081,3829,,
US_ND_38083,1321,,
US_ND_38085,4153,,
US_ND_38087,727,,
US_ND_38089,24199,,
US_ND_38091,1975,,
US_ND_38093,21100,,
US_ND_38095,2246,,
US_ND_38097,8121,,
US_ND_38099,11119,,
US_ND_38101,61675,,
US_ND_38103,4207,,
US_ND_38105,22398,,
US_NE,1826341,,
US_NE_31001,31364,,
US_NE_31003,6685,,
US_NE_31005,460,,
US_NE_31007,690,,
US_NE_31009,478,,
US_NE_31011,5505,,
US_NE_31013,11308,,
US_NE_31015,2099,,
US_NE_31017,3145,,
US_NE_31019,46102,,
US_NE_31021,6858,,
US_NE_31023,8395,,
US_NE_31025,25241,,
US_NE_31027,8852,,
US_NE_31029,3966,,
US_NE_31031,5713,,
US_NE_31033,9998,,
US_NE_31035,6542,,
US_NE_31037,10515,,
US_NE_31039,9139,,
US_NE_31041,10939,,
US_NE_31043,21006,,
US_NE_31045,9182,,
US_NE_31047,24326,,
US_NE_31049,1941,,
US_NE_31051,6000,,
US_NE_31053,36691,,
US_NE_31055,4328,,
US_NE_31057,2008,,
US_NE_31059,5890,,
US_NE_31061,3225,,
US_NE_31063,2756,,
US_NE_31065,4959,,
US_NE_31067,22311,,
US_NE_31069,2057,,
US_NE_31071,2049,,
US_NE_31073,2044,,
US_NE_31075,614,,
US_NE_31077,2538,,
US_NE_31079,58607,,
US_NE_31081,9124,,
US_NE_31083,3423,,
US_NE_31085,967,,
US_NE_31087,2908,,
US_NE_31089,10435,,
US_NE_31091,736,,
US_NE_31093,6274,,
US_NE_31095,7547,,
US_NE_31097,5217,,
US_NE_31099,6489,,
US_NE_31101,8368,,
US_NE_31103,824,,
US_NE_31105,3821,,
US_NE_31107,8701,,
US_NE_31109,285407,,
US_NE_31111,36288,,
US_NE_31113,763,,
US_NE_31115,632,,
US_NE_31117,539,,
US_NE_31119,34876,,
US_NE_31121,7845,,
US_NE_31123,5042,,
US_NE_31125,3735,,
US_NE_31127,7248,,
US_NE_31129,4500,,
US_NE_31131,15740,,
US_NE_31133,2773,,
US_NE_31135,2970,,
US_NE_31137,9188,,
US_NE_31139,7266,,
US_NE_31141,32237,,
US_NE_31143,5406,,
US_NE_31145,11055,,
US_NE_31147,8363,,
US_NE_31149,1526,,
US_NE_31151,14200,,
US_NE_31153,158840,,
US_NE_31155,20780,,
US_NE_31157,36970,,
US_NE_31159,16750,,
US_NE_31161,5469,,
US_NE_31163,3152,,
US_NE_31165,1311,,
US_NE_31167,6129,,
US_NE_31169,5228,,
US_NE_31171,647,,
US_NE_31173,6940,,
US_NE_31175,4260,,
US_NE_31177,20234,,
US_NE_31179,9595,,
US_NE_31181,3812,,
US_NE_31183,818,,
US_NE_31185,13665,,
US_NH,1316470,,
US_NH_33001,60088,,
US_NH_33003,47818,,
US_NH_33005,77117,,
US_NH_33007,33055,,
US_NH_33009,89118,,
US_NH_33011,400721,,
US_NH_33013,146445,,
US_NH_33015,295223,,
US_NH_33017,123143,,
US_NH_33019,43742,,
US_NJ,245562,,
US_NJ_34001,274549,,
US_NJ_34003,905116,,
US_NJ_34005,448734,,
US_NJ_34007,513657,,
US_NJ_34009,97265,,
US_NJ_34011,156898,,
US_NJ_34013,783969,,
US_NJ_34015,288288,,
US_NJ_34017,634266,,
US_NJ_34019,128349,,
US_NJ_34021,366513,,
US_NJ_34023,809858,,
US_NJ_34025,630380,,
US_NJ_34027,492276,,
US_NJ_34029,576567,,
US_NJ_34031,501226,,
US_NJ_34033,66083,,
US_NJ_34035,323444,,
US_NJ_34037,149265,,
US_NJ_34039,536499,,
US_NJ_34041,108692,,
US_NM,2059179,,
US_NM_35001,662564,,
US_NM_35003,3725,,
US_NM_35005,65645,,
US_NM_35006,27213,,
US_NM_35007,13750,,
US_NM_35009,48376,,
US_NM_35011,2022,,
US_NM_35013,209233,,
US_NM_35015,53829,,
US_NM_35017,29514,,
US_NM_35019,4687,,
US_NM_35021,695,,
US_NM_35023,4894,,
US_NM_35025,64727,,
US_NM_35027,20497,,
US_NM_35028,17950,,
US_NM_35029,25095,,
US_NM_35031,71492,,
US_NM_35033,4881,,
US_NM_35035,63797,,
US_NM_35037,9041,,
US_NM_35039,40246,,
US_NM_35041,19846,,
US_NM_35043,131561,,
US_NM_35045,130044,,
US_NM_35047,29393,,
US_NM_35049,144170,,
US_NM_35051,11988,,
US_NM_35053,17866,,
US_NM_35055,32937,,
US_NM_35057,16383,,
US_NM_35059,4549,,
US_NM_35061,76569,,
US_NV,2700551,,
US_NV_32001,24877,,
US_NV_32003,1951269,,
US_NV_32005,46997,,
US_NV_32007,48818,,
US_NV_32009,783,,
US_NV_32011,1987,,
US_NV_32013,16528,,
US_NV_32015,5775,,
US_NV_32017,5345,,
US_NV_32019,51980,,
US_NV_32021,4772,,
US_NV_32023,43946,,
US_NV_32027,6753,,
US_NV_32029,4010,,
US_NV_32031,421407,,
US_NV_32033,10030,,
US_NV_32510,55274,,
US_NY,19378102,,
US_NY_36001,304204,,
US_NY_36003,48946,,
US_NY_36005,1385108,,
US_NY_36007,200600,,
US_NY_36009,80317,,
US_NY_36011,80026,,
US_NY_36013,134905,,
US_NY_36015,88830,,
US_NY_36017,50477,,
US_NY_36019,82128,,
US_NY_36021,63096,,
US_NY_36023,49336,,
US_NY_36025,47980,,
US_NY_36027,297488,,
US_NY_36029,919040,,
US_NY_36031,39370,,
US_NY_36033,51599,,
US_NY_36035,55531,,
US_NY_36037,60079,,
US_NY_36039,49221,,
US_NY_36041,4836,,
US_NY_36043,64519,,
US_NY_36045,116229,,
US_NY_36047,2504700,,
US_NY_36049,27087,,
US_NY_36051,65393,,
US_NY_36053,73442,,
US_NY_36055,744344,,
US_NY_36057,50219,,
US_NY_36059,1339532,,
US_NY_36061,1585873,,
US_NY_36063,216469,,
US_NY_36065,234878,,
US_NY_36067,467026,,
US_NY_36069,107931,,
US_NY_36071,372813,,
US_NY_36073,42883,,
US_NY_36075,122109,,
US_NY_36077,62259,,
US_NY_36079,99710,,
US_NY_36081,2230722,,
US_NY_36083,159429,,
US_NY_36085,468730,,
US_NY_36087,311687,,
US_NY_36089,111944,,
US_NY_36091,219607,,
US_NY_36093,154727,,
US_NY_36095,32749,,
US_NY_36097,18343,,
US_NY_36099,35251,,
US_NY_36101,98990,,
US_NY_36103,1493350,,
US_NY_36105,77547,,
US_NY_36107,51125,,
US_NY_36109,101564,,
US_NY_36111,182493,,
US_NY_36113,65707,,
US_NY_36115,63216,,
US_NY_36117,93772,,
US_NY_36119,949113,,
US_NY_36121,42155,,
US_NY_36123,25348,,
US_OH,11536504,,
US_OH_39001,28550,,
US_OH_39003,106331,,
US_OH_39005,53139,,
US_OH_39007,101497,,
US_OH_39009,64757,,
US_OH_39011,45949,,
US_OH_39013,70400,,
US_OH_39015,44846,,
US_OH_39017,368130,,
US_OH_39019,28836,,
US_OH_39021,40097,,
US_OH_39023,138333,,
US_OH_39025,197363,,
US_OH_39027,42040,,
US_OH_39029,107841,,
US_OH_39031,36901,,
US_OH_39033,43784,,
US_OH_39035,1280122,,
US_OH_39037,52959,,
US_OH_39039,39037,,
US_OH_39041,174214,,
US_OH_39043,77079,,
US_OH_39045,146156,,
US_OH_39047,29030,,
US_OH_39049,1163414,,
US_OH_39051,42698,,
US_OH_39053,30934,,
US_OH_39055,93389,,
US_OH_39057,161573,,
US_OH_39059,40087,,
US_OH_39061,802374,,
US_OH_39063,74782,,
US_OH_39065,32058,,
US_OH_39067,15864,,
US_OH_39069,28215,,
US_OH_39071,43589,,
US_OH_39073,29380,,
US_OH_39075,42366,,
US_OH_39077,59626,,
US_OH_39079,33225,,
US_OH_39081,69709,,
US_OH_39083,60921,,
US_OH_39085,230041,,
US_OH_39087,62450,,
US_OH_39089,166492,,
US_OH_39091,45858,,
US_OH_39093,301356,,
US_OH_39095,441815,,
US_OH_39097,43435,,
US_OH_39099,238823,,
US_OH_39101,66501,,
US_OH_39103,172332,,
US_OH_39105,23770,,
US_OH_39107,40814,,
US_OH_39109,102506,,
US_OH_39111,14642,,
US_OH_39113,535153,,
US_OH_39115,15054,,
US_OH_39117,34827,,
US_OH_39119,86074,,
US_OH_39121,14645,,
US_OH_39123,41428,,
US_OH_39125,19614,,
US_OH_39127,36058,,
US_OH_39129,55698,,
US_OH_39131,28709,,
US_OH_39133,161419,,
US_OH_39135,42270,,
US_OH_39137,34499,,
US_OH_39139,124475,,
US_OH_39141,78064,,
US_OH_39143,60944,,
US_OH_39145,79499,,
US_OH_39147,56745,,
US_OH_39149,49423,,
US_OH_39151,375586,,
US_OH_39153,541781,,
US_OH_39155,210312,,
US_OH_39157,92582,,
US_OH_39159,52300,,
US_OH_39161,28744,,
US_OH_39163,13435,,
US_OH_39165,212693,,
US_OH_39167,61778,,
US_OH_39169,114520,,
US_OH_39171,37642,,
US_OH_39173,125488,,
US_OH_39175,22615,,
US_OK,3940521,,
US_OK_40001,22683,,
US_OK_40003,5642,,
US_OK_40005,14182,,
US_OK_40007,5636,,
US_OK_40009,22119,,
US_OK_40011,11943,,
US_OK_40013,42416,,
US_OK_40015,29600,,
US_OK_40017,115541,,
US_OK_40019,47557,,
US_OK_40021,46987,,
US_OK_40023,15205,,
US_OK_40025,2475,,
US_OK_40027,255755,,
US_OK_40029,5925,,
US_OK_40031,124098,,
US_OK_40033,6193,,
US_OK_40035,15029,,
US_OK_40037,69967,,
US_OK_40039,27469,,
US_OK_40041,41487,,
US_OK_40043,4810,,
US_OK_40045,4151,,
US_OK_40047,60580,,
US_OK_40049,27576,,
US_OK_40051,52431,,
US_OK_40053,4527,,
US_OK_40055,6239,,
US_OK_40057,2922,,
US_OK_40059,3685,,
US_OK_40061,12769,,
US_OK_40063,14003,,
US_OK_40065,26446,,
US_OK_40067,6472,,
US_OK_40069,10957,,
US_OK_40071,46562,,
US_OK_40073,15034,,
US_OK_40075,9446,,
US_OK_40077,11154,,
US_OK_40079,50384,,
US_OK_40081,34273,,
US_OK_40083,41848,,
US_OK_40085,9423,,
US_OK_40087,34506,,
US_OK_40089,33151,,
US_OK_40091,20252,,
US_OK_40093,7527,,
US_OK_40095,15840,,
US_OK_40097,41259,,
US_OK_40099,13488,,
US_OK_40101,70990,,
US_OK_40103,11561,,
US_OK_40105,10536,,
US_OK_40107,12191,,
US_OK_40109,718633,,
US_OK_40111,40069,,
US_OK_40113,47472,,
US_OK_40115,31848,,
US_OK_40117,16577,,
US_OK_40119,77350,,
US_OK_40121,45837,,
US_OK_40123,37492,,
US_OK_40125,69442,,
US_OK_40127,11572,,
US_OK_40129,3647,,
US_OK_40131,86905,,
US_OK_40133,25482,,
US_OK_40135,42391,,
US_OK_40137,45048,,
US_OK_40139,20640,,
US_OK_40141,7992,,
US_OK_40143,603403,,
US_OK_40145,73085,,
US_OK_40147,50976,,
US_OK_40149,11629,,
US_OK_40151,8878,,
US_OK_40153,20081,,
US_OR,3831074,,
US_OR_41001,16134,,
US_OR_41003,85579,,
US_OR_41005,375992,,
US_OR_41007,37039,,
US_OR_41009,49351,,
US_OR_41011,63043,,
US_OR_41013,20978,,
US_OR_41015,22364,,
US_OR_41017,157733,,
US_OR_41019,107667,,
US_OR_41021,1871,,
US_OR_41023,7445,,
US_OR_41025,7422,,
US_OR_41027,22346,,
US_OR_41029,203206,,
US_OR_41031,21720,,
US_OR_41033,82713,,
US_OR_41035,66380,,
US_OR_41037,7895,,
US_OR_41039,351715,,
US_OR_41041,46034,,
US_OR_41043,116672,,
US_OR_41045,31313,,
US_OR_41047,315335,,
US_OR_41049,11173,,
US_OR_41051,735334,,
US_OR_41053,75403,,
US_OR_41055,1765,,
US_OR_41057,25250,,
US_OR_41059,75889,,
US_OR_41061,25748,,
US_OR_41063,7008,,
US_OR_41065,25213,,
US_OR_41067,529710,,
US_OR_41069,1441,,
US_OR_41071,99193,,
US_PA,1049458,,
US_PA_42001,101407,,
US_PA_42003,1223348,,
US_PA_42005,68941,,
US_PA_42007,170539,,
US_PA_42009,49762,,
US_PA_42011,411442,,
US_PA_42013,127089,,
US_PA_42015,62622,,
US_PA_42017,625249,,
US_PA_42019,183862,,
US_PA_42021,143679,,
US_PA_42023,5085,,
US_PA_42025,65249,,
US_PA_42027,153990,,
US_PA_42029,515939,,
US_PA_42031,39988,,
US_PA_42033,81642,,
US_PA_42035,39238,,
US_PA_42037,67295,,
US_PA_42039,88765,,
US_PA_42041,235406,,
US_PA_42043,268100,,
US_PA_42045,558979,,
US_PA_42047,31946,,
US_PA_42049,280566,,
US_PA_42051,136606,,
US_PA_42053,7716,,
US_PA_42055,149618,,
US_PA_42057,14845,,
US_PA_42059,38686,,
US_PA_42061,45913,,
US_PA_42063,88880,,
US_PA_42065,45200,,
US_PA_42067,24636,,
US_PA_42069,214437,,
US_PA_42071,519445,,
US_PA_42073,91108,,
US_PA_42075,133568,,
US_PA_42077,349497,,
US_PA_42079,320918,,
US_PA_42081,116111,,
US_PA_42083,43450,,
US_PA_42085,116638,,
US_PA_42087,46682,,
US_PA_42089,169842,,
US_PA_42091,799874,,
US_PA_42093,18267,,
US_PA_42095,297735,,
US_PA_42097,94528,,
US_PA_42099,45969,,
US_PA_42101,1526006,,
US_PA_42103,57369,,
US_PA_42105,17457,,
US_PA_42107,148289,,
US_PA_42109,39702,,
US_PA_42111,77742,,
US_PA_42113,6428,,
US_PA_42115,43356,,
US_PA_42117,41981,,
US_PA_42119,44947,,
US_PA_42121,54984,,
US_PA_42123,41815,,
US_PA_42125,207820,,
US_PA_42127,52822,,
US_PA_42129,365169,,
US_PA_42131,28276,,
US_PA_42133,434972,,
US_PR,2358000,75.38117,
US_PR_72001,18579,,
US_PR_72003,39530,,
US_PR_72005,55804,,
US_PR_72007,26915,,
US_PR_72009,25900,,
US_PR_72011,26261,,
US_PR_72013,96440,,
US_PR_72015,18546,,
US_PR_72017,24816,,
US_PR_72019,29323,,
US_PR_72021,189159,,
US_PR_72023,49762,,
US_PR_72025,134481,,
US_PR_72027,32995,,
US_PR_72029,46972,,
US_PR_72031,161884,,
US_PR_72033,25641,,
US_PR_72035,45490,,
US_PR_72037,12218,,
US_PR_72039,17349,,
US_PR_72041,41225,,
US_PR_72043,39862,,
US_PR_72045,19983,,
US_PR_72047,35037,,
US_PR_72049,1806,,
US_PR_72051,37878,,
US_PR_72053,33102,,
US_PR_72054,12188,,
US_PR_72055,17386,,
US_PR_72057,42721,,
US_PR_72059,19604,,
US_PR_72061,90879,,
US_PR_72063,47265,,
US_PR_72065,41047,,
US_PR_72067,16478,,
US_PR_72069,54827,,
US_PR_72071,43398,,
US_PR_72073,15328,,
US_PR_72075,48060,,
US_PR_72077,39754,,
US_PR_72079,23935,,
US_PR_72081,26692,,
US_PR_72083,8881,,
US_PR_72085,38290,,
US_PR_72087,27251,,
US_PR_72089,19004,,
US_PR_72091,40700,,
US_PR_72093,5903,,
US_PR_72095,11315,,
US_PR_72097,79510,,
US_PR_72099,37746,,
US_PR_72101,31866,,
US_PR_72103,26632,,
US_PR_72105,29181,,
US_PR_72107,21957,,
US_PR_72109,17819,,
US_PR_72111,21731,,
US_PR_72113,166327,,
US_PR_72115,24605,,
US_PR_72117,14551,,
US_PR_72119,51725,,
US_PR_72121,25265,,
US_PR_72123,31078,,
US_PR_72125,32976,,
US_PR_72127,395326,,
US_PR_72129,38721,,
US_PR_72131,39007,,
US_PR_72133,22517,,
US_PR_72135,74368,,
US_PR_72137,82065,,
US_PR_72139,69615,,
US_PR_72141,30288,,
US_PR_72143,38640,,
US_PR_72145,54792,,
US_PR_72147,8950,,
US_PR_72149,23697,,
US_PR_72151,35082,,
US_PR_72153,37679,,
US_RI,1052567,,
US_RI_44001,49875,,
US_RI_44003,166158,,
US_RI_44005,82888,,
US_RI_44007,626667,,
US_RI_44009,126979,,
US_SC,4625364,,
US_SC_45001,25417,,
US_SC_45003,160099,,
US_SC_45005,10419,,
US_SC_45007,187126,,
US_SC_45009,15987,,
US_SC_45011,22621,,
US_SC_45013,162233,,
US_SC_45015,177843,,
US_SC_45017,15175,,
US_SC_45019,350209,,
US_SC_45021,55342,,
US_SC_45023,33140,,
US_SC_45025,46734,,
US_SC_45027,34971,,
US_SC_45029,38892,,
US_SC_45031,68681,,
US_SC_45033,32062,,
US_SC_45035,136555,,
US_SC_45037,26985,,
US_SC_45039,23956,,
US_SC_45041,136885,,
US_SC_45043,60158,,
US_SC_45045,451225,,
US_SC_45047,69661,,
US_SC_45049,21090,,
US_SC_45051,269291,,
US_SC_45053,24777,,
US_SC_45055,61697,,
US_SC_45057,76652,,
US_SC_45059,66537,,
US_SC_45061,19220,,
US_SC_45063,262391,,
US_SC_45065,10233,,
US_SC_45067,33062,,
US_SC_45069,28933,,
US_SC_45071,37508,,
US_SC_45073,74273,,
US_SC_45075,92501,,
US_SC_45077,119224,,
US_SC_45079,384504,,
US_SC_45081,19875,,
US_SC_45083,284307,,
US_SC_45085,107456,,
US_SC_45087,28961,,
US_SC_45089,34423,,
US_SC_45091,226073,,
US_SD,11776,,
US_SD_46003,2710,,
US_SD_46005,17398,,
US_SD_46007,3431,,
US_SD_46009,7070,,
US_SD_46011,31965,,
US_SD_46013,36531,,
US_SD_46015,5255,,
US_SD_46017,1912,,
US_SD_46019,10110,,
US_SD_46021,1466,,
US_SD_46023,9129,,
US_SD_46025,3691,,
US_SD_46027,13864,,
US_SD_46029,27227,,
US_SD_46031,4050,,
US_SD_46033,8216,,
US_SD_46035,19504,,
US_SD_46037,5710,,
US_SD_46039,4364,,
US_SD_46041,5301,,
US_SD_46043,3002,,
US_SD_46045,4071,,
US_SD_46047,7094,,
US_SD_46049,2364,,
US_SD_46051,7356,,
US_SD_46053,4271,,
US_SD_46055,1937,,
US_SD_46057,5903,,
US_SD_46059,3431,,
US_SD_46061,3331,,
US_SD_46063,1255,,
US_SD_46065,17022,,
US_SD_46067,7343,,
US_SD_46069,1420,,
US_SD_46071,3031,,
US_SD_46073,2071,,
US_SD_46075,1006,,
US_SD_46077,5148,,
US_SD_46079,11200,,
US_SD_46081,24097,,
US_SD_46083,44828,,
US_SD_46085,3755,,
US_SD_46087,5618,,
US_SD_46089,2459,,
US_SD_46091,4656,,
US_SD_46093,25434,,
US_SD_46095,2048,,
US_SD_46097,2389,,
US_SD_46099,169468,,
US_SD_46101,6486,,
US_SD_46102,13586,,
US_SD_46103,100948,,
US_SD_46105,2982,,
US_SD_46107,2329,,
US_SD_46109,10149,,
US_SD_46111,2355,,
US_SD_46115,6415,,
US_SD_46117,2966,,
US_SD_46119,1373,,
US_SD_46121,9612,,
US_SD_46123,5644,,
US_SD_46125,8347,,
US_SD_46127,14399,,
US_SD_46129,5438,,
US_SD_46135,22438,,
US_SD_46137,2801,,
US_TN,6346105,,
US_TN_47001,75129,,
US_TN_47003,45058,,
US_TN_47005,16489,,
US_TN_47007,12876,,
US_TN_47009,123010,,
US_TN_47011,98963,,
US_TN_47013,40716,,
US_TN_47015,13801,,
US_TN_47017,28522,,
US_TN_47019,57424,,
US_TN_47021,39105,,
US_TN_47023,17131,,
US_TN_47025,32213,,
US_TN_47027,7861,,
US_TN_47029,35662,,
US_TN_47031,52796,,
US_TN_47033,14586,,
US_TN_47035,56053,,
US_TN_47037,626681,,
US_TN_47039,11757,,
US_TN_47041,18723,,
US_TN_47043,49666,,
US_TN_47045,38335,,
US_TN_47047,38413,,
US_TN_47049,17959,,
US_TN_47051,41052,,
US_TN_47053,49683,,
US_TN_47055,29485,,
US_TN_47057,22657,,
US_TN_47059,68831,,
US_TN_47061,13703,,
US_TN_47063,62544,,
US_TN_47065,336463,,
US_TN_47067,6819,,
US_TN_47069,27253,,
US_TN_47071,26026,,
US_TN_47073,56833,,
US_TN_47075,18787,,
US_TN_47077,27769,,
US_TN_47079,32330,,
US_TN_47081,24690,,
US_TN_47083,8426,,
US_TN_47085,18538,,
US_TN_47087,11638,,
US_TN_47089,51407,,
US_TN_47091,18244,,
US_TN_47093,432226,,
US_TN_47095,7832,,
US_TN_47097,27815,,
US_TN_47099,41869,,
US_TN_47101,12161,,
US_TN_47103,33361,,
US_TN_47105,48556,,
US_TN_47107,52266,,
US_TN_47109,26075,,
US_TN_47111,22248,,
US_TN_47113,98294,,
US_TN_47115,28237,,
US_TN_47117,30617,,
US_TN_47119,80956,,
US_TN_47121,11753,,
US_TN_47123,44519,,
US_TN_47125,172331,,
US_TN_47127,6362,,
US_TN_47129,21987,,
US_TN_47131,31807,,
US_TN_47133,22083,,
US_TN_47135,7915,,
US_TN_47137,5077,,
US_TN_47139,16825,,
US_TN_47141,72321,,
US_TN_47143,31809,,
US_TN_47145,54181,,
US_TN_47147,66283,,
US_TN_47149,262604,,
US_TN_47151,22228,,
US_TN_47153,14112,,
US_TN_47155,89889,,
US_TN_47157,927644,,
US_TN_47159,19166,,
US_TN_47161,13324,,
US_TN_47163,156823,,
US_TN_47165,160645,,
US_TN_47167,61081,,
US_TN_47169,7870,,
US_TN_47171,18313,,
US_TN_47173,19109,,
US_TN_47175,5548,,
US_TN_47177,39839,,
US_TN_47179,122979,,
US_TN_47181,17021,,
US_TN_47183,35021,,
US_TN_47185,25841,,
US_TN_47187,183182,,
US_TN_47189,113993,,
US_TX,28995881,,
US_TX_48001,58458,,
US_TX_48003,14786,,
US_TX_48005,86771,,
US_TX_48007,23158,,
US_TX_48009,9054,,
US_TX_48011,1901,,
US_TX_48013,44911,,
US_TX_48015,28417,,
US_TX_48017,7165,,
US_TX_48019,20485,,
US_TX_48021,74171,,
US_TX_48023,3726,,
US_TX_48025,31861,,
US_TX_48027,310235,,
US_TX_48029,1714773,,
US_TX_48031,10497,,
US_TX_48033,641,,
US_TX_48035,18212,,
US_TX_48037,92565,,
US_TX_48039,313166,,
US_TX_48041,194851,,
US_TX_48043,9232,,
US_TX_48045,1637,,
US_TX_48047,7223,,
US_TX_48049,38106,,
US_TX_48051,17187,,
US_TX_48053,42750,,
US_TX_48055,38066,,
US_TX_48057,21381,,
US_TX_48059,13544,,
US_TX_48061,406220,,
US_TX_48063,12401,,
US_TX_48065,6182,,
US_TX_48067,30464,,
US_TX_48069,8062,,
US_TX_48071,35096,,
US_TX_48073,50845,,
US_TX_48075,7041,,
US_TX_48077,10752,,
US_TX_48079,3127,,
US_TX_48081,3320,,
US_TX_48083,8895,,
US_TX_48085,782341,,
US_TX_48087,3057,,
US_TX_48089,20874,,
US_TX_48091,108472,,
US_TX_48093,13974,,
US_TX_48095,4087,,
US_TX_48097,38437,,
US_TX_48099,75388,,
US_TX_48101,1505,,
US_TX_48103,4375,,
US_TX_48105,3719,,
US_TX_48107,6059,,
US_TX_48109,2398,,
US_TX_48111,6703,,
US_TX_48113,2368139,,
US_TX_48115,13833,,
US_TX_48117,19372,,
US_TX_48119,5231,,
US_TX_48121,662614,,
US_TX_48123,20097,,
US_TX_48125,2444,,
US_TX_48127,9996,,
US_TX_48129,3677,,
US_TX_48131,11782,,
US_TX_48133,18583,,
US_TX_48135,137130,,
US_TX_48137,2002,,
US_TX_48139,149610,,
US_TX_48141,800647,,
US_TX_48143,37890,,
US_TX_48145,17866,,
US_TX_48147,33915,,
US_TX_48149,24554,,
US_TX_48151,3974,,
US_TX_48153,6446,,
US_TX_48155,1336,,
US_TX_48157,585375,,
US_TX_48159,10605,,
US_TX_48161,19816,,
US_TX_48163,17217,,
US_TX_48165,17526,,
US_TX_48167,291309,,
US_TX_48169,6461,,
US_TX_48171,24837,,
US_TX_48173,1226,,
US_TX_48175,7210,,
US_TX_48177,19807,,
US_TX_48179,22535,,
US_TX_48181,120877,,
US_TX_48183,121730,,
US_TX_48185,26604,,
US_TX_48187,131533,,
US_TX_48189,36273,,
US_TX_48191,3353,,
US_TX_48193,8517,,
US_TX_48195,5613,,
US_TX_48197,4139,,
US_TX_48199,54635,,
US_TX_48201,4092459,,
US_TX_48203,65631,,
US_TX_48205,6062,,
US_TX_48207,5899,,
US_TX_48209,157107,,
US_TX_48211,3807,,
US_TX_48213,78532,,
US_TX_48215,774769,,
US_TX_48217,35089,,
US_TX_48219,22935,,
US_TX_48221,51182,,
US_TX_48223,35161,,
US_TX_48225,23732,,
US_TX_48227,35012,,
US_TX_48229,3476,,
US_TX_48231,86129,,
US_TX_48233,22150,,
US_TX_48235,1599,,
US_TX_48237,9044,,
US_TX_48239,14075,,
US_TX_48241,35710,,
US_TX_48243,2342,,
US_TX_48245,252273,,
US_TX_48247,5300,,
US_TX_48249,40838,,
US_TX_48251,150934,,
US_TX_48253,20202,,
US_TX_48255,14824,,
US_TX_48257,103350,,
US_TX_48259,33410,,
US_TX_48261,416,,
US_TX_48263,808,,
US_TX_48265,49625,,
US_TX_48267,4607,,
US_TX_48269,286,,
US_TX_48271,3598,,
US_TX_48273,32061,,
US_TX_48275,3719,,
US_TX_48277,49793,,
US_TX_48279,13977,,
US_TX_48281,19677,,
US_TX_48283,6886,,
US_TX_48285,19263,,
US_TX_48287,16612,,
US_TX_48289,16801,,
US_TX_48291,75643,,
US_TX_48293,23384,,
US_TX_48295,3302,,
US_TX_48297,11531,,
US_TX_48299,19301,,
US_TX_48301,82,,
US_TX_48303,278831,,
US_TX_48305,5915,,
US_TX_48307,8283,,
US_TX_48309,234906,,
US_TX_48311,707,,
US_TX_48313,13664,,
US_TX_48315,10546,,
US_TX_48317,4799,,
US_TX_48319,4012,,
US_TX_48321,36702,,
US_TX_48323,54258,,
US_TX_48325,46006,,
US_TX_48327,2242,,
US_TX_48329,136872,,
US_TX_48331,24757,,
US_TX_48333,4936,,
US_TX_48335,9403,,
US_TX_48337,19719,,
US_TX_48339,455746,,
US_TX_48341,21904,,
US_TX_48343,12934,,
US_TX_48345,1210,,
US_TX_48347,64524,,
US_TX_48349,47735,,
US_TX_48351,14445,,
US_TX_48353,15216,,
US_TX_48355,340223,,
US_TX_48357,10223,,
US_TX_48359,2052,,
US_TX_48361,81837,,
US_TX_48363,28111,,
US_TX_48365,23796,,
US_TX_48367,116927,,
US_TX_48369,10269,,
US_TX_48371,15507,,
US_TX_48373,45413,,
US_TX_48375,121073,,
US_TX_48377,7818,,
US_TX_48379,10914,,
US_TX_48381,120725,,
US_TX_48383,3367,,
US_TX_48385,3309,,
US_TX_48387,12860,,
US_TX_48389,13783,,
US_TX_48391,7383,,
US_TX_48393,929,,
US_TX_48395,16622,,
US_TX_48397,78337,,
US_TX_48399,10501,,
US_TX_48401,53330,,
US_TX_48403,10834,,
US_TX_48405,8865,,
US_TX_48407,26384,,
US_TX_48409,64804,,
US_TX_48411,6131,,
US_TX_48413,3461,,
US_TX_48415,16921,,
US_TX_48417,3378,,
US_TX_48419,25448,,
US_TX_48421,3034,,
US_TX_48423,209714,,
US_TX_48425,8490,,
US_TX_48427,60968,,
US_TX_48429,9630,,
US_TX_48431,1143,,
US_TX_48433,1490,,
US_TX_48435,4128,,
US_TX_48437,7854,,
US_TX_48439,1809034,,
US_TX_48441,131506,,
US_TX_48443,984,,
US_TX_48445,12651,,
US_TX_48447,1641,,
US_TX_48449,32334,,
US_TX_48451,110224,,
US_TX_48453,1024266,,
US_TX_48455,14585,,
US_TX_48457,21766,,
US_TX_48459,39309,,
US_TX_48461,3355,,
US_TX_48463,26405,,
US_TX_48465,48879,,
US_TX_48467,52579,,
US_TX_48469,86793,,
US_TX_48471,67861,,
US_TX_48473,43205,,
US_TX_48475,10658,,
US_TX_48477,33718,,
US_TX_48479,250304,,
US_TX_48481,41280,,
US_TX_48483,5410,,
US_TX_48485,131500,,
US_TX_48487,13535,,
US_TX_48489,22134,,
US_TX_48491,422679,,
