Date,CountryCode,CountryName,RegionCode,RegionName,Confirmed,Deaths,Latitude,Longitude,Population
2020-03-20,US,United States of America,CA,California,1063,20,36.1162,-119.6816,
2020-03-20,US,United States of America,CO,Colorado,277,3,39.0598,-105.3111,
2020-03-20,US,United States of America,CT,Connecticut,194,3,41.5978,-72.7554,
2020-03-20,US,United States of America,DC,District of Columbia,71,1,38.8974,-77.0268,
2020-03-20,US,United States of America,DE,Delaware,38,0,39.3185,-75.5071,
2020-03-20,US,United States of America,FL,Florida,520,10,27.7663,-81.6868,
2020-03-20,US,United States of America,GA,Georgia,420,13,33.0406,-83.6431,
2020-03-20,US,United States of America,HI,Hawaii,26,,21.0943,-157.4983,
2020-03-20,US,United States of America,IA,Iowa,45,,42.0115,-93.2105,
2020-03-20,US,United States of America,ID,Idaho,23,,44.2405,-114.4788,
2020-03-20,US,United States of America,IL,Illinois,590,5,40.3495,-88.9861,
2020-03-20,US,United States of America,IN,Indiana,79,2,39.8494,-86.2583,
2020-03-20,US,United States of America,KS,Kansas,44,1,38.5266,-96.7265,
2020-03-20,US,United States of America,KY,Kentucky,47,1,37.6681,-84.6701,
2020-03-20,US,United States of America,LA,Louisiana,479,12,31.1695,-91.8678,
2020-03-20,US,United States of America,MA,Massachusetts,413,1,42.2302,-71.5301,
2020-03-20,US,United States of America,MD,Maryland,149,1,39.0639,-76.8021,
2020-03-20,US,United States of America,ME,Maine,57,,44.6939,-69.3819,
2020-03-20,US,United States of America,MI,Michigan,549,3,43.3266,-84.5361,
2020-03-20,US,United States of America,MN,Minnesota,115,,44.8254,-93.7842,
2020-03-20,US,United States of America,MO,Missouri,47,1,38.4561,-92.2884,
2020-03-20,US,United States of America,MS,Mississippi,80,1,32.7416,-89.6787,
2020-03-20,US,United States of America,MT,Montana,16,,46.9219,-110.4544,
2020-03-20,US,United States of America,NC,North Carolina,137,0,35.6301,-79.8064,
2020-03-20,US,United States of America,ND,North Dakota,20,0,47.5289,-99.784,
2020-03-20,US,United States of America,NE,Nebraska,32,0,41.3148,-96.1951,
2020-03-20,US,United States of America,NH,New Hampshire,44,,42.9931,-71.0498,
2020-03-20,US,United States of America,NJ,New Jersey,890,11,40.2989,-74.521,
2020-03-20,US,United States of America,NM,New Mexico,43,,34.8405,-106.2485,
2020-03-20,US,United States of America,NV,Nevada,109,1,38.3135,-117.0554,
2020-03-20,US,United States of America,NY,New York,7102,35,42.1657,-74.9481,
2020-03-20,US,United States of America,OH,Ohio,169,1,40.3888,-82.7649,
2020-03-20,US,United States of America,OK,Oklahoma,49,1,35.5653,-96.9289,
2020-03-20,US,United States of America,OR,Oregon,114,3,43.1261,-123.2492,
2020-03-20,US,United States of America,PA,Pennsylvania,268,1,40.5908,-77.2098,
2020-03-20,US,United States of America,RI,Rhode Island,54,,41.8882,-71.4774,
2020-03-20,US,United States of America,SC,South Caroline,81,1,33.8569,-80.945,
2020-03-20,US,United States of America,SD,South Dakota,14,1,43.8901,-102.2548,
2020-03-20,US,United States of America,TN,Tennessee,228,,35.7478,-86.6923,
2020-03-20,US,United States of America,TX,Texas,194,5,31.0545,-97.5635,
2020-03-20,US,United States of America,UT,Utah,112,0,40.15,-111.8624,
2020-03-20,US,United States of America,VA,Virginia,114,2,37.7693,-78.17,
2020-03-20,US,United States of America,VT,Vermont,29,2,44.0459,-72.7107,
2020-03-20,US,United States of America,WA,Washington,1376,74,47.4009,-121.4905,
2020-03-20,US,United States of America,WI,Wisconsin,206,3,43.0186,-89.5498,
2020-03-20,US,United States of America,WV,West Virginia,7,0,38.4912,-80.9545,
2020-03-20,US,United States of America,WY,Wyoming,19,,42.756,-107.3025,
2020-03-21,US,United States of America,AK,Alaska,14,,61.3707,-152.4044,
2020-03-21,US,United States of America,AL,Alabama,124,0,32.3182,-86.9023,
2020-03-21,US,United States of America,AR,Arkansas,118,,34.9697,-92.3731,
2020-03-21,US,United States of America,AZ,Arizona,104,1,33.7298,-111.4312,
2020-03-21,US,United States of America,CA,California,1279,24,36.1162,-119.6816,
2020-03-21,US,United States of America,CO,Colorado,363,4,39.0598,-105.3111,
2020-03-21,US,United States of America,CT,Connecticut,194,4,41.5978,-72.7554,
2020-03-21,US,United States of America,DC,District of Columbia,77,1,38.8974,-77.0268,
2020-03-21,US,United States of America,DE,Delaware,45,0,39.3185,-75.5071,
2020-03-21,US,United States of America,FL,Florida,658,12,27.7663,-81.6868,
2020-03-21,US,United States of America,GA,Georgia,507,14,33.0406,-83.6431,
2020-03-21,US,United States of America,HI,Hawaii,37,,21.0943,-157.4983,
2020-03-21,US,United States of America,IA,Iowa,68,,42.0115,-93.2105,
2020-03-21,US,United States of America,ID,Idaho,31,,44.2405,-114.4788,
2020-03-21,US,United States of America,IL,Illinois,759,6,40.3495,-88.9861,
2020-03-21,US,United States of America,IN,Indiana,126,4,39.8494,-86.2583,
2020-03-21,US,United States of America,KS,Kansas,55,2,38.5266,-96.7265,
2020-03-21,US,United States of America,KY,Kentucky,54,2,37.6681,-84.6701,
2020-03-21,US,United States of America,LA,Louisiana,585,16,31.1695,-91.8678,
2020-03-21,US,United States of America,MA,Massachusetts,646,5,42.2302,-71.5301,
2020-03-21,US,United States of America,MD,Maryland,190,2,39.0639,-76.8021,
2020-03-21,US,United States of America,ME,Maine,73,,44.6939,-69.3819,
2020-03-21,US,United States of America,MI,Michigan,787,5,43.3266,-84.5361,
2020-03-21,US,United States of America,MN,Minnesota,138,1,44.8254,-93.7842,
2020-03-21,US,United States of America,MO,Missouri,73,3,38.4561,-92.2884,
2020-03-21,US,United States of America,MS,Mississippi,140,1,32.7416,-89.6787,
2020-03-21,US,United States of America,MT,Montana,20,,46.9219,-110.4544,
2020-03-21,US,United States of America,NC,North Carolina,184,0,35.6301,-79.8064,
2020-03-21,US,United States of America,ND,North Dakota,28,0,47.5289,-99.784,
2020-03-21,US,United States of America,NE,Nebraska,38,0,41.3148,-96.1951,
2020-03-21,US,United States of America,NH,New Hampshire,55,,42.9931,-71.0498,
2020-03-21,US,United States of America,NJ,New Jersey,1327,16,40.2989,-74.521,
2020-03-21,US,United States of America,NM,New Mexico,57,,34.8405,-106.2485,
2020-03-21,US,United States of America,NV,Nevada,124,2,38.3135,-117.0554,
2020-03-21,US,United States of America,NY,New York,10356,44,42.1657,-74.9481,
2020-03-21,US,United States of America,OH,Ohio,247,3,40.3888,-82.7649,
2020-03-21,US,United States of America,OK,Oklahoma,53,1,35.5653,-96.9289,
2020-03-21,US,United States of America,OR,Oregon,114,3,43.1261,-123.2492,
2020-03-21,US,United States of America,PA,Pennsylvania,371,2,40.5908,-77.2098,
2020-03-21,US,United States of America,RI,Rhode Island,66,,41.8882,-71.4774,
2020-03-21,US,United States of America,SC,South Caroline,152,1,33.8569,-80.945,
2020-03-21,US,United States of America,SD,South Dakota,14,1,43.8901,-102.2548,
2020-03-21,US,United States of America,TN,Tennessee,371,,35.7478,-86.6923,
2020-03-21,US,United States of America,TX,Texas,304,5,31.0545,-97.5635,
2020-03-21,US,United States of America,UT,Utah,136,0,40.15,-111.8624,
2020-03-21,US,United States of America,VA,Virginia,152,2,37.7693,-78.17,
2020-03-21,US,United States of America,VT,Vermont,29,2,44.0459,-72.7107,
2020-03-21,US,United States of America,WA,Washington,1524,83,47.4009,-121.4905,
2020-03-21,US,United States of America,WI,Wisconsin,281,4,43.0186,-89.5498,
2020-03-21,US,United States of America,WV,West Virginia,11,0,38.4912,-80.9545,
2020-03-21,US,United States of America,WY,Wyoming,23,,42.756,-107.3025,
2020-03-22,US,United States of America,AK,Alaska,22,,61.3707,-152.4044,
2020-03-22,US,United States of America,AL,Alabama,138,0,32.3182,-86.9023,
2020-03-22,US,United States of America,AR,Arkansas,165,0,34.9697,-92.3731,
2020-03-22,US,United States of America,AZ,Arizona,152,2,33.7298,-111.4312,
2020-03-22,US,United States of America,CA,California,1536,27,36.1162,-119.6816,
2020-03-22,US,United States of America,CO,Colorado,475,5,39.0598,-105.3111,
2020-03-22,US,United States of America,CT,Connecticut,223,5,41.5978,-72.7554,
2020-03-22,US,United States of America,DC,District of Columbia,98,1,38.8974,-77.0268,
2020-03-22,US,United States of America,DE,Delaware,56,0,39.3185,-75.5071,
2020-03-22,US,United States of America,FL,Florida,830,13,27.7663,-81.6868,
2020-03-22,US,United States of America,GA,Georgia,600,23,33.0406,-83.6431,
2020-03-22,US,United States of America,HI,Hawaii,48,,21.0943,-157.4983,
2020-03-22,US,United States of America,IA,Iowa,90,,42.0115,-93.2105,
2020-03-22,US,United States of America,ID,Idaho,42,0,44.2405,-114.4788,
2020-03-22,US,United States of America,IL,Illinois,1058,9,40.3495,-88.9861,
2020-03-22,US,United States of America,IN,Indiana,201,6,39.8494,-86.2583,
2020-03-22,US,United States of America,KS,Kansas,64,2,38.5266,-96.7265,
2020-03-22,US,United States of America,KY,Kentucky,99,3,37.6681,-84.6701,
2020-03-22,US,United States of America,LA,Louisiana,837,20,31.1695,-91.8678,
2020-03-22,US,United States of America,MA,Massachusetts,525,1,42.2302,-71.5301,
2020-03-22,US,United States of America,MD,Maryland,244,3,39.0639,-76.8021,
2020-03-22,US,United States of America,ME,Maine,89,,44.6939,-69.3819,
2020-03-22,US,United States of America,MI,Michigan,1035,8,43.3266,-84.5361,
2020-03-22,US,United States of America,MN,Minnesota,169,1,44.8254,-93.7842,
2020-03-22,US,United States of America,MO,Missouri,90,3,38.4561,-92.2884,
2020-03-22,US,United States of America,MS,Mississippi,207,1,32.7416,-89.6787,
2020-03-22,US,United States of America,MT,Montana,31,,46.9219,-110.4544,
2020-03-22,US,United States of America,NC,North Carolina,255,0,35.6301,-79.8064,
2020-03-22,US,United States of America,ND,North Dakota,28,0,47.5289,-99.784,
2020-03-22,US,United States of America,NE,Nebraska,48,0,41.3148,-96.1951,
2020-03-22,US,United States of America,NH,New Hampshire,65,,42.9931,-71.0498,
2020-03-22,US,United States of America,NJ,New Jersey,1914,20,40.2989,-74.521,
2020-03-22,US,United States of America,NM,New Mexico,57,,34.8405,-106.2485,
2020-03-22,US,United States of America,NV,Nevada,190,2,38.3135,-117.0554,
2020-03-22,US,United States of America,NY,New York,15168,114,42.1657,-74.9481,
2020-03-22,US,United States of America,OH,Ohio,351,3,40.3888,-82.7649,
2020-03-22,US,United States of America,OK,Oklahoma,67,2,35.5653,-96.9289,
2020-03-22,US,United States of America,OR,Oregon,161,4,43.1261,-123.2492,
2020-03-22,US,United States of America,PA,Pennsylvania,479,2,40.5908,-77.2098,
2020-03-22,US,United States of America,RI,Rhode Island,83,,41.8882,-71.4774,
2020-03-22,US,United States of America,SC,South Caroline,195,3,33.8569,-80.945,
2020-03-22,US,United States of America,SD,South Dakota,21,1,43.8901,-102.2548,
2020-03-22,US,United States of America,TN,Tennessee,505,,35.7478,-86.6923,
2020-03-22,US,United States of America,TX,Texas,334,5,31.0545,-97.5635,
2020-03-22,US,United States of America,UT,Utah,181,1,40.15,-111.8624,
2020-03-22,US,United States of America,VA,Virginia,219,3,37.7693,-78.17,
2020-03-22,US,United States of America,VT,Vermont,52,2,44.0459,-72.7107,
2020-03-22,US,United States of America,WA,Washington,1793,94,47.4009,-121.4905,
2020-03-22,US,United States of America,WI,Wisconsin,385,4,43.0186,-89.5498,
2020-03-22,US,United States of America,WV,West Virginia,12,0,38.4912,-80.9545,
2020-03-22,US,United States of America,WY,Wyoming,24,,42.756,-107.3025,
