Date,CountryCode,CountryName,RegionCode,RegionName,Confirmed,Deaths,Latitude,Longitude,Population
2020-03-06,US,United States of America,WV,West Virginia,0,,38.4912,-80.9545,
2020-03-07,US,United States of America,AK,Alaska,0,,61.3707,-152.4044,
2020-03-07,US,United States of America,AL,Alabama,0,,32.3182,-86.9023,
2020-03-07,US,United States of America,AR,Arkansas,0,,34.9697,-92.3731,
2020-03-07,US,United States of America,AZ,Arizona,5,,33.7298,-111.4312,
2020-03-07,US,United States of America,CA,California,69,,36.1162,-119.6816,
2020-03-07,US,United States of America,CO,Colorado,8,,39.0598,-105.3111,
2020-03-07,US,United States of America,CT,Connecticut,0,,41.5978,-72.7554,
2020-03-07,US,United States of America,DC,District of Columbia,0,,38.8974,-77.0268,
2020-03-07,US,United States of America,DE,Delaware,0,,39.3185,-75.5071,
2020-03-07,US,United States of America,FL,Florida,14,,27.7663,-81.6868,
2020-03-07,US,United States of America,GA,Georgia,6,,33.0406,-83.6431,
2020-03-07,US,United States of America,HI,Hawaii,1,,21.0943,-157.4983,
2020-03-07,US,United States of America,IA,Iowa,0,,42.0115,-93.2105,
2020-03-07,US,United States of America,ID,Idaho,0,,44.2405,-114.4788,
2020-03-07,US,United States of America,IL,Illinois,6,,40.3495,-88.9861,
2020-03-07,US,United States of America,IN,Indiana,1,,39.8494,-86.2583,
2020-03-07,US,United States of America,KS,Kansas,0,,38.5266,-96.7265,
2020-03-07,US,United States of America,KY,Kentucky,1,,37.6681,-84.6701,
2020-03-07,US,United States of America,LA,Louisiana,0,,31.1695,-91.8678,
2020-03-07,US,United States of America,MA,Massachusetts,13,,42.2302,-71.5301,
2020-03-07,US,United States of America,MD,Maryland,3,,39.0639,-76.8021,
2020-03-07,US,United States of America,ME,Maine,0,,44.6939,-69.3819,
2020-03-07,US,United States of America,MI,Michigan,0,,43.3266,-84.5361,
2020-03-07,US,United States of America,MN,Minnesota,1,,44.8254,-93.7842,
2020-03-07,US,United States of America,MO,Missouri,0,,38.4561,-92.2884,
2020-03-07,US,United States of America,MS,Mississippi,0,,32.7416,-89.6787,
2020-03-07,US,United States of America,MT,Montana,0,,46.9219,-110.4544,
2020-03-07,US,United States of America,NC,North Carolina,2,,35.6301,-79.8064,
2020-03-07,US,United States of America,ND,North Dakota,0,,47.5289,-99.784,
2020-03-07,US,United States of America,NE,Nebraska,1,,41.3148,-96.1951,
2020-03-07,US,United States of America,NH,New Hampshire,2,,42.9931,-71.0498,
2020-03-07,US,United States of America,NJ,New Jersey,4,,40.2989,-74.521,
2020-03-07,US,United States of America,NM,New Mexico,0,,34.8405,-106.2485,
2020-03-07,US,United States of America,NV,Nevada,1,,38.3135,-117.0554,
2020-03-07,US,United States of America,NY,New York,76,,42.1657,-74.9481,
2020-03-07,US,United States of America,OH,Ohio,0,,40.3888,-82.7649,
2020-03-07,US,United States of America,OK,Oklahoma,1,,35.5653,-96.9289,
2020-03-07,US,United States of America,OR,Oregon,7,,43.1261,-123.2492,
2020-03-07,US,United States of America,PA,Pennsylvania,2,,40.5908,-77.2098,
2020-03-07,US,United States of America,RI,Rhode Island,2,,41.8882,-71.4774,
2020-03-07,US,United States of America,SC,South Caroline,2,,33.8569,-80.945,
2020-03-07,US,United States of America,SD,South Dakota,0,,43.8901,-102.2548,
2020-03-07,US,United States of America,TN,Tennessee,1,,35.7478,-86.6923,
2020-03-07,US,United States of America,TX,Texas,8,,31.0545,-97.5635,
2020-03-07,US,United States of America,UT,Utah,1,,40.15,-111.8624,
2020-03-07,US,United States of America,VA,Virginia,0,,37.7693,-78.17,
2020-03-07,US,United States of America,VT,Vermont,0,,44.0459,-72.7107,
2020-03-07,US,United States of America,WA,Washington,102,,47.4009,-121.4905,
2020-03-07,US,United States of America,WI,Wisconsin,1,,43.0186,-89.5498,
2020-03-07,US,United States of America,WV,West Virginia,0,,38.4912,-80.9545,
2020-03-07,US,United States of America,WY,Wyoming,0,,42.756,-107.3025,
2020-03-08,US,United States of America,AK,Alaska,0,,61.3707,-152.4044,
2020-03-08,US,United States of America,AL,Alabama,0,,32.3182,-86.9023,
2020-03-08,US,United States of America,AR,Arkansas,0,,34.9697,-92.3731,
2020-03-08,US,United States of America,AZ,Arizona,5,,33.7298,-111.4312,
2020-03-08,US,United States of America,CA,California,88,,36.1162,-119.6816,
2020-03-08,US,United States of America,CO,Colorado,8,,39.0598,-105.3111,
2020-03-08,US,United States of America,CT,Connecticut,1,,41.5978,-72.7554,
2020-03-08,US,United States of America,DC,District of Columbia,1,,38.8974,-77.0268,
2020-03-08,US,United States of America,DE,Delaware,0,,39.3185,-75.5071,
2020-03-08,US,United States of America,FL,Florida,17,,27.7663,-81.6868,
2020-03-08,US,United States of America,GA,Georgia,7,,33.0406,-83.6431,
2020-03-08,US,United States of America,HI,Hawaii,1,,21.0943,-157.4983,
2020-03-08,US,United States of America,IA,Iowa,0,,42.0115,-93.2105,
2020-03-08,US,United States of America,ID,Idaho,0,,44.2405,-114.4788,
2020-03-08,US,United States of America,IL,Illinois,6,,40.3495,-88.9861,
2020-03-08,US,United States of America,IN,Indiana,2,,39.8494,-86.2583,
2020-03-08,US,United States of America,KS,Kansas,1,,38.5266,-96.7265,
2020-03-08,US,United States of America,KY,Kentucky,1,,37.6681,-84.6701,
2020-03-08,US,United States of America,LA,Louisiana,0,,31.1695,-91.8678,
2020-03-08,US,United States of America,MA,Massachusetts,13,,42.2302,-71.5301,
2020-03-08,US,United States of America,MD,Maryland,3,,39.0639,-76.8021,
2020-03-08,US,United States of America,ME,Maine,0,,44.6939,-69.3819,
2020-03-08,US,United States of America,MI,Michigan,0,,43.3266,-84.5361,
2020-03-08,US,United States of America,MN,Minnesota,1,,44.8254,-93.7842,
2020-03-08,US,United States of America,MO,Missouri,1,,38.4561,-92.2884,
2020-03-08,US,United States of America,MS,Mississippi,0,,32.7416,-89.6787,
2020-03-08,US,United States of America,MT,Montana,0,,46.9219,-110.4544,
2020-03-08,US,United States of America,NC,North Carolina,2,,35.6301,-79.8064,
2020-03-08,US,United States of America,ND,North Dakota,0,,47.5289,-99.784,
2020-03-08,US,United States of America,NE,Nebraska,1,,41.3148,-96.1951,
2020-03-08,US,United States of America,NH,New Hampshire,4,,42.9931,-71.0498,
2020-03-08,US,United States of America,NJ,New Jersey,6,,40.2989,-74.521,
2020-03-08,US,United States of America,NM,New Mexico,0,,34.8405,-106.2485,
2020-03-08,US,United States of America,NV,Nevada,1,,38.3135,-117.0554,
2020-03-08,US,United States of America,NY,New York,105,,42.1657,-74.9481,
2020-03-08,US,United States of America,OH,Ohio,0,,40.3888,-82.7649,
2020-03-08,US,United States of America,OK,Oklahoma,1,,35.5653,-96.9289,
2020-03-08,US,United States of America,OR,Oregon,14,,43.1261,-123.2492,
2020-03-08,US,United States of America,PA,Pennsylvania,4,,40.5908,-77.2098,
2020-03-08,US,United States of America,RI,Rhode Island,3,,41.8882,-71.4774,
2020-03-08,US,United States of America,SC,South Caroline,2,,33.8569,-80.945,
2020-03-08,US,United States of America,SD,South Dakota,0,,43.8901,-102.2548,
2020-03-08,US,United States of America,TN,Tennessee,3,,35.7478,-86.6923,
2020-03-08,US,United States of America,TX,Texas,8,,31.0545,-97.5635,
2020-03-08,US,United States of America,UT,Utah,1,,40.15,-111.8624,
2020-03-08,US,United States of America,VA,Virginia,2,,37.7693,-78.17,
2020-03-08,US,United States of America,VT,Vermont,1,,44.0459,-72.7107,
2020-03-08,US,United States of America,WA,Washington,102,,47.4009,-121.4905,
2020-03-08,US,United States of America,WI,Wisconsin,1,,43.0186,-89.5498,
2020-03-08,US,United States of America,WV,West Virginia,0,,38.4912,-80.9545,
2020-03-08,US,United States of America,WY,Wyoming,0,,42.756,-107.3025,
2020-03-09,US,United States of America,AK,Alaska,0,,61.3707,-152.4044,
2020-03-09,US,United States of America,AL,Alabama,0,,32.3182,-86.9023,
2020-03-09,US,United States of America,AR,Arkansas,0,,34.9697,-92.3731,
2020-03-09,US,United States of America,AZ,Arizona,5,,33.7298,-111.4312,
2020-03-09,US,United States of America,CA,California,114,,36.1162,-119.6816,
2020-03-09,US,United States of America,CO,Colorado,9,,39.0598,-105.3111,
2020-03-09,US,United States of America,CT,Connecticut,1,,41.5978,-72.7554,
2020-03-09,US,United States of America,DC,District of Columbia,1,,38.8974,-77.0268,
2020-03-09,US,United States of America,DE,Delaware,0,,39.3185,-75.5071,
2020-03-09,US,United States of America,FL,Florida,18,,27.7663,-81.6868,
2020-03-09,US,United States of America,GA,Georgia,12,,33.0406,-83.6431,
2020-03-09,US,United States of America,HI,Hawaii,2,,21.0943,-157.4983,
2020-03-09,US,United States of America,IA,Iowa,3,,42.0115,-93.2105,
2020-03-09,US,United States of America,ID,Idaho,0,,44.2405,-114.4788,
2020-03-09,US,United States of America,IL,Illinois,7,,40.3495,-88.9861,
2020-03-09,US,United States of America,IN,Indiana,2,,39.8494,-86.2583,
2020-03-09,US,United States of America,KS,Kansas,1,,38.5266,-96.7265,
2020-03-09,US,United States of America,KY,Kentucky,4,,37.6681,-84.6701,
2020-03-09,US,United States of America,LA,Louisiana,1,,31.1695,-91.8678,
2020-03-09,US,United States of America,MA,Massachusetts,41,,42.2302,-71.5301,
2020-03-09,US,United States of America,MD,Maryland,5,,39.0639,-76.8021,
2020-03-09,US,United States of America,ME,Maine,0,,44.6939,-69.3819,
2020-03-09,US,United States of America,MI,Michigan,0,,43.3266,-84.5361,
2020-03-09,US,United States of America,MN,Minnesota,2,,44.8254,-93.7842,
2020-03-09,US,United States of America,MO,Missouri,1,,38.4561,-92.2884,
2020-03-09,US,United States of America,MS,Mississippi,0,,32.7416,-89.6787,
2020-03-09,US,United States of America,MT,Montana,0,,46.9219,-110.4544,
2020-03-09,US,United States of America,NC,North Carolina,2,,35.6301,-79.8064,
2020-03-09,US,United States of America,ND,North Dakota,0,,47.5289,-99.784,
2020-03-09,US,United States of America,NE,Nebraska,3,,41.3148,-96.1951,
2020-03-09,US,United States of America,NH,New Hampshire,4,,42.9931,-71.0498,
2020-03-09,US,United States of America,NJ,New Jersey,11,,40.2989,-74.521,
2020-03-09,US,United States of America,NM,New Mexico,0,,34.8405,-106.2485,
2020-03-09,US,United States of America,NV,Nevada,1,,38.3135,-117.0554,
2020-03-09,US,United States of America,NY,New York,142,,42.1657,-74.9481,
2020-03-09,US,United States of America,OH,Ohio,3,,40.3888,-82.7649,
2020-03-09,US,United States of America,OK,Oklahoma,1,,35.5653,-96.9289,
2020-03-09,US,United States of America,OR,Oregon,14,,43.1261,-123.2492,
2020-03-09,US,United States of America,PA,Pennsylvania,7,,40.5908,-77.2098,
2020-03-09,US,United States of America,RI,Rhode Island,3,,41.8882,-71.4774,
2020-03-09,US,United States of America,SC,South Caroline,7,,33.8569,-80.945,
2020-03-09,US,United States of America,SD,South Dakota,0,,43.8901,-102.2548,
2020-03-09,US,United States of America,TN,Tennessee,3,,35.7478,-86.6923,
2020-03-09,US,United States of America,TX,Texas,12,,31.0545,-97.5635,
2020-03-09,US,United States of America,UT,Utah,1,,40.15,-111.8624,
2020-03-09,US,United States of America,VA,Virginia,3,,37.7693,-78.17,
2020-03-09,US,United States of America,VT,Vermont,1,,44.0459,-72.7107,
2020-03-09,US,United States of America,WA,Washington,136,,47.4009,-121.4905,
2020-03-09,US,United States of America,WI,Wisconsin,1,,43.0186,-89.5498,
2020-03-09,US,United States of America,WV,West Virginia,0,,38.4912,-80.9545,
2020-03-09,US,United States of America,WY,Wyoming,0,,42.756,-107.3025,
2020-03-10,US,United States of America,AK,Alaska,0,,61.3707,-152.4044,
2020-03-10,US,United States of America,AL,Alabama,0,,32.3182,-86.9023,
2020-03-10,US,United States of America,AR,Arkansas,0,,34.9697,-92.3731,
2020-03-10,US,United States of America,AZ,Arizona,6,,33.7298,-111.4312,
2020-03-10,US,United States of America,CA,California,133,,36.1162,-119.6816,
2020-03-10,US,United States of America,CO,Colorado,12,,39.0598,-105.3111,
2020-03-10,US,United States of America,CT,Connecticut,2,,41.5978,-72.7554,
2020-03-10,US,United States of America,DC,District of Columbia,5,,38.8974,-77.0268,
2020-03-10,US,United States of America,DE,Delaware,0,,39.3185,-75.5071,
2020-03-10,US,United States of America,FL,Florida,19,,27.7663,-81.6868,
2020-03-10,US,United States of America,GA,Georgia,17,,33.0406,-83.6431,
2020-03-10,US,United States of America,HI,Hawaii,2,,21.0943,-157.4983,
2020-03-10,US,United States of America,IA,Iowa,8,,42.0115,-93.2105,
2020-03-10,US,United States of America,ID,Idaho,0,,44.2405,-114.4788,
2020-03-10,US,United States of America,IL,Illinois,19,,40.3495,-88.9861,
2020-03-10,US,United States of America,IN,Indiana,6,,39.8494,-86.2583,
2020-03-10,US,United States of America,KS,Kansas,1,,38.5266,-96.7265,
2020-03-10,US,United States of America,KY,Kentucky,6,,37.6681,-84.6701,
2020-03-10,US,United States of America,LA,Louisiana,1,,31.1695,-91.8678,
2020-03-10,US,United States of America,MA,Massachusetts,92,,42.2302,-71.5301,
2020-03-10,US,United States of America,MD,Maryland,6,,39.0639,-76.8021,
2020-03-10,US,United States of America,ME,Maine,0,,44.6939,-69.3819,
2020-03-10,US,United States of America,MI,Michigan,0,,43.3266,-84.5361,
2020-03-10,US,United States of America,MN,Minnesota,3,,44.8254,-93.7842,
2020-03-10,US,United States of America,MO,Missouri,1,,38.4561,-92.2884,
2020-03-10,US,United States of America,MS,Mississippi,0,,32.7416,-89.6787,
2020-03-10,US,United States of America,MT,Montana,0,,46.9219,-110.4544,
2020-03-10,US,United States of America,NC,North Carolina,7,,35.6301,-79.8064,
2020-03-10,US,United States of America,ND,North Dakota,0,,47.5289,-99.784,
2020-03-10,US,United States of America,NE,Nebraska,3,,41.3148,-96.1951,
2020-03-10,US,United States of America,NH,New Hampshire,4,,42.9931,-71.0498,
2020-03-10,US,United States of America,NJ,New Jersey,15,,40.2989,-74.521,
2020-03-10,US,United States of America,NM,New Mexico,0,,34.8405,-106.2485,
2020-03-10,US,United States of America,NV,Nevada,0,,38.3135,-117.0554,
2020-03-10,US,United States of America,NY,New York,173,,42.1657,-74.9481,
2020-03-10,US,United States of America,OH,Ohio,3,,40.3888,-82.7649,
2020-03-10,US,United States of America,OK,Oklahoma,2,,35.5653,-96.9289,
2020-03-10,US,United States of America,OR,Oregon,15,,43.1261,-123.2492,
2020-03-10,US,United States of America,PA,Pennsylvania,12,,40.5908,-77.2098,
2020-03-10,US,United States of America,RI,Rhode Island,3,,41.8882,-71.4774,
2020-03-10,US,United States of America,SC,South Caroline,7,,33.8569,-80.945,
2020-03-10,US,United States of America,SD,South Dakota,0,,43.8901,-102.2548,
2020-03-10,US,United States of America,TN,Tennessee,7,,35.7478,-86.6923,
2020-03-10,US,United States of America,TX,Texas,13,,31.0545,-97.5635,
2020-03-10,US,United States of America,UT,Utah,2,,40.15,-111.8624,
2020-03-10,US,United States of America,VA,Virginia,8,,37.7693,-78.17,
2020-03-10,US,United States of America,VT,Vermont,1,,44.0459,-72.7107,
2020-03-10,US,United States of America,WA,Washington,162,,47.4009,-121.4905,
2020-03-10,US,United States of America,WI,Wisconsin,2,,43.0186,-89.5498,
2020-03-10,US,United States of America,WV,West Virginia,0,,38.4912,-80.9545,
2020-03-10,US,United States of America,WY,Wyoming,0,,42.756,-107.3025,
2020-03-11,US,United States of America,AK,Alaska,0,,61.3707,-152.4044,
2020-03-11,US,United States of America,AL,Alabama,0,,32.3182,-86.9023,
2020-03-11,US,United States of America,AR,Arkansas,0,,34.9697,-92.3731,
2020-03-11,US,United States of America,AZ,Arizona,9,,33.7298,-111.4312,
2020-03-11,US,United States of America,CA,California,157,,36.1162,-119.6816,
2020-03-11,US,United States of America,CO,Colorado,28,,39.0598,-105.3111,
2020-03-11,US,United States of America,CT,Connecticut,3,,41.5978,-72.7554,
2020-03-11,US,United States of America,DC,District of Columbia,4,,38.8974,-77.0268,
2020-03-11,US,United States of America,DE,Delaware,1,,39.3185,-75.5071,
2020-03-11,US,United States of America,FL,Florida,28,2,27.7663,-81.6868,
2020-03-11,US,United States of America,GA,Georgia,22,,33.0406,-83.6431,
2020-03-11,US,United States of America,HI,Hawaii,2,,21.0943,-157.4983,
2020-03-11,US,United States of America,IA,Iowa,13,,42.0115,-93.2105,
2020-03-11,US,United States of America,ID,Idaho,0,,44.2405,-114.4788,
2020-03-11,US,United States of America,IL,Illinois,19,,40.3495,-88.9861,
2020-03-11,US,United States of America,IN,Indiana,10,,39.8494,-86.2583,
2020-03-11,US,United States of America,KS,Kansas,1,,38.5266,-96.7265,
2020-03-11,US,United States of America,KY,Kentucky,8,,37.6681,-84.6701,
2020-03-11,US,United States of America,LA,Louisiana,6,,31.1695,-91.8678,
2020-03-11,US,United States of America,MA,Massachusetts,92,,42.2302,-71.5301,
2020-03-11,US,United States of America,MD,Maryland,9,,39.0639,-76.8021,
2020-03-11,US,United States of America,ME,Maine,0,,44.6939,-69.3819,
2020-03-11,US,United States of America,MI,Michigan,2,,43.3266,-84.5361,
2020-03-11,US,United States of America,MN,Minnesota,5,,44.8254,-93.7842,
2020-03-11,US,United States of America,MO,Missouri,1,,38.4561,-92.2884,
2020-03-11,US,United States of America,MS,Mississippi,0,,32.7416,-89.6787,
2020-03-11,US,United States of America,MT,Montana,0,,46.9219,-110.4544,
2020-03-11,US,United States of America,NC,North Carolina,7,,35.6301,-79.8064,
2020-03-11,US,United States of America,ND,North Dakota,0,,47.5289,-99.784,
2020-03-11,US,United States of America,NE,Nebraska,5,,41.3148,-96.1951,
2020-03-11,US,United States of America,NH,New Hampshire,4,,42.9931,-71.0498,
2020-03-11,US,United States of America,NJ,New Jersey,24,1,40.2989,-74.521,
2020-03-11,US,United States of America,NM,New Mexico,3,,34.8405,-106.2485,
2020-03-11,US,United States of America,NV,Nevada,5,,38.3135,-117.0554,
2020-03-11,US,United States of America,NY,New York,216,,42.1657,-74.9481,
2020-03-11,US,United States of America,OH,Ohio,4,,40.3888,-82.7649,
2020-03-11,US,United States of America,OK,Oklahoma,2,,35.5653,-96.9289,
2020-03-11,US,United States of America,OR,Oregon,19,,43.1261,-123.2492,
2020-03-11,US,United States of America,PA,Pennsylvania,15,,40.5908,-77.2098,
2020-03-11,US,United States of America,RI,Rhode Island,5,,41.8882,-71.4774,
2020-03-11,US,United States of America,SC,South Caroline,9,,33.8569,-80.945,
2020-03-11,US,United States of America,SD,South Dakota,5,,43.8901,-102.2548,
2020-03-11,US,United States of America,TN,Tennessee,7,,35.7478,-86.6923,
2020-03-11,US,United States of America,TX,Texas,21,,31.0545,-97.5635,
2020-03-11,US,United States of America,UT,Utah,2,,40.15,-111.8624,
2020-03-11,US,United States of America,VA,Virginia,9,,37.7693,-78.17,
2020-03-11,US,United States of America,VT,Vermont,1,,44.0459,-72.7107,
2020-03-11,US,United States of America,WA,Washington,267,24,47.4009,-121.4905,
2020-03-11,US,United States of America,WI,Wisconsin,3,,43.0186,-89.5498,
2020-03-11,US,United States of America,WV,West Virginia,0,,38.4912,-80.9545,
2020-03-11,US,United States of America,WY,Wyoming,0,,42.756,-107.3025,
2020-03-12,US,United States of America,AK,Alaska,0,,61.3707,-152.4044,
2020-03-12,US,United States of America,AL,Alabama,0,,32.3182,-86.9023,
2020-03-12,US,United States of America,AR,Arkansas,6,,34.9697,-92.3731,
2020-03-12,US,United States of America,AZ,Arizona,9,,33.7298,-111.4312,
2020-03-12,US,United States of America,CA,California,202,4,36.1162,-119.6816,
2020-03-12,US,United States of America,CO,Colorado,45,,39.0598,-105.3111,
2020-03-12,US,United States of America,CT,Connecticut,6,,41.5978,-72.7554,
2020-03-12,US,United States of America,DC,District of Columbia,10,,38.8974,-77.0268,
2020-03-12,US,United States of America,DE,Delaware,4,,39.3185,-75.5071,
2020-03-12,US,United States of America,FL,Florida,32,2,27.7663,-81.6868,
2020-03-12,US,United States of America,GA,Georgia,31,,33.0406,-83.6431,
2020-03-12,US,United States of America,HI,Hawaii,2,,21.0943,-157.4983,
2020-03-12,US,United States of America,IA,Iowa,14,,42.0115,-93.2105,
2020-03-12,US,United States of America,ID,Idaho,0,,44.2405,-114.4788,
2020-03-12,US,United States of America,IL,Illinois,25,,40.3495,-88.9861,
2020-03-12,US,United States of America,IN,Indiana,12,,39.8494,-86.2583,
2020-03-12,US,United States of America,KS,Kansas,4,,38.5266,-96.7265,
2020-03-12,US,United States of America,KY,Kentucky,8,,37.6681,-84.6701,
2020-03-12,US,United States of America,LA,Louisiana,14,,31.1695,-91.8678,
2020-03-12,US,United States of America,MA,Massachusetts,95,,42.2302,-71.5301,
2020-03-12,US,United States of America,MD,Maryland,12,,39.0639,-76.8021,
2020-03-12,US,United States of America,ME,Maine,1,,44.6939,-69.3819,
2020-03-12,US,United States of America,MI,Michigan,2,,43.3266,-84.5361,
2020-03-12,US,United States of America,MN,Minnesota,9,,44.8254,-93.7842,
2020-03-12,US,United States of America,MO,Missouri,1,,38.4561,-92.2884,
2020-03-12,US,United States of America,MS,Mississippi,1,,32.7416,-89.6787,
2020-03-12,US,United States of America,MT,Montana,1,,46.9219,-110.4544,
2020-03-12,US,United States of America,NC,North Carolina,12,,35.6301,-79.8064,
2020-03-12,US,United States of America,ND,North Dakota,1,,47.5289,-99.784,
2020-03-12,US,United States of America,NE,Nebraska,10,,41.3148,-96.1951,
2020-03-12,US,United States of America,NH,New Hampshire,6,,42.9931,-71.0498,
2020-03-12,US,United States of America,NJ,New Jersey,30,1,40.2989,-74.521,
2020-03-12,US,United States of America,NM,New Mexico,5,,34.8405,-106.2485,
2020-03-12,US,United States of America,NV,Nevada,7,,38.3135,-117.0554,
2020-03-12,US,United States of America,NY,New York,216,,42.1657,-74.9481,
2020-03-12,US,United States of America,OH,Ohio,5,,40.3888,-82.7649,
2020-03-12,US,United States of America,OK,Oklahoma,3,,35.5653,-96.9289,
2020-03-12,US,United States of America,OR,Oregon,19,,43.1261,-123.2492,
2020-03-12,US,United States of America,PA,Pennsylvania,22,,40.5908,-77.2098,
2020-03-12,US,United States of America,RI,Rhode Island,5,,41.8882,-71.4774,
2020-03-12,US,United States of America,SC,South Caroline,10,,33.8569,-80.945,
2020-03-12,US,United States of America,SD,South Dakota,8,,43.8901,-102.2548,
2020-03-12,US,United States of America,TN,Tennessee,18,,35.7478,-86.6923,
