key,population,male_population,female_population,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index
US_ID_16085,10103,,,,,,,,
US_ID_16087,9984,,,,,,,,
US_IL,12859995,,,,,,,,
US_IL_17001,67013,,,,,,,,
US_IL_17003,6780,,,,,,,,
US_IL_17005,16950,,,,,,,,
US_IL_17007,53585,,,,,,,,
US_IL_17009,6829,,,,,,,,
US_IL_17011,33587,,,,,,,,
US_IL_17013,4899,,,,,,,,
US_IL_17015,14616,,,,,,,,
US_IL_17017,12847,,,,,,,,
US_IL_17019,208861,,,,,,,,
US_IL_17021,33642,,,,,,,,
US_IL_17023,15979,,,,,,,,
US_IL_17025,13428,,,,,,,,
US_IL_17027,37786,,,,,,,,
US_IL_17029,52521,,,,,,,,
US_IL_17031,5238216,,,,,,,,
US_IL_17033,19414,,,,,,,,
US_IL_17035,10898,,,,,,,,
US_IL_17037,104352,,,,,,,,
US_IL_17039,16247,,,,,,,,
US_IL_17041,19823,,,,,,,,
US_IL_17043,933736,,,,,,,,
US_IL_17045,17664,,,,,,,,
US_IL_17047,6534,,,,,,,,
US_IL_17049,34371,,,,,,,,
US_IL_17051,22043,,,,,,,,
US_IL_17053,13736,,,,,,,,
US_IL_17055,39485,,,,,,,,
US_IL_17057,35699,,,,,,,,
US_IL_17059,5265,,,,,,,,
US_IL_17061,13241,,,,,,,,
US_IL_17063,50541,,,,,,,,
US_IL_17065,8200,,,,,,,,
US_IL_17067,18543,,,,,,,,
US_IL_17069,4135,,,,,,,,
US_IL_17071,6995,,,,,,,,
US_IL_17073,49489,,,,,,,,
US_IL_17075,28672,,,,,,,,
US_IL_17077,59362,,,,,,,,
US_IL_17079,9607,,,,,,,,
US_IL_17081,38353,,,,,,,,
US_IL_17083,22372,,,,,,,,
US_IL_17085,22086,,,,,,,,
US_IL_17087,12762,,,,,,,,
US_IL_17089,530847,,,,,,,,
US_IL_17091,110879,,,,,,,,
US_IL_17093,123355,,,,,,,,
US_IL_17095,51441,,,,,,,,
US_IL_17097,703910,,,,,,,,
US_IL_17099,111333,,,,,,,,
US_IL_17101,16491,,,,,,,,
US_IL_17103,34584,,,,,,,,
US_IL_17105,36671,,,,,,,,
US_IL_17107,29494,,,,,,,,
US_IL_17109,31333,,,,,,,,
US_IL_17111,307343,,,,,,,,
US_IL_17113,173166,,,,,,,,
US_IL_17115,107303,,,,,,,,
US_IL_17117,46045,,,,,,,,
US_IL_17119,266209,,,,,,,,
US_IL_17121,38339,,,,,,,,
US_IL_17123,11982,,,,,,,,
US_IL_17125,13701,,,,,,,,
US_IL_17127,14766,,,,,,,,
US_IL_17129,12444,,,,,,,,
US_IL_17131,15858,,,,,,,,
US_IL_17133,33879,,,,,,,,
US_IL_17135,28898,,,,,,,,
US_IL_17137,34828,,,,,,,,
US_IL_17139,14931,,,,,,,,
US_IL_17141,51659,,,,,,,,
US_IL_17143,186221,,,,,,,,
US_IL_17145,21543,,,,,,,,
US_IL_17147,16387,,,,,,,,
US_IL_17149,15989,,,,,,,,
US_IL_17151,4226,,,,,,,,
US_IL_17153,5678,,,,,,,,
US_IL_17155,5644,,,,,,,,
US_IL_17157,32852,,,,,,,,
US_IL_17159,16029,,,,,,,,
US_IL_17161,146133,,,,,,,,
US_IL_17163,264052,,,,,,,,
US_IL_17165,24548,,,,,,,,
US_IL_17167,198712,,,,,,,,
US_IL_17169,7032,,,,,,,,
US_IL_17171,5092,,,,,,,,
US_IL_17173,21775,,,,,,,,
US_IL_17175,5788,,,,,,,,
US_IL_17177,45749,,,,,,,,
US_IL_17179,134800,,,,,,,,
US_IL_17181,17408,,,,,,,,
US_IL_17183,79282,,,,,,,,
US_IL_17185,11542,,,,,,,,
US_IL_17187,17527,,,,,,,,
US_IL_17189,14270,,,,,,,,
US_IL_17191,16423,,,,,,,,
US_IL_17193,14327,,,,,,,,
US_IL_17195,57079,,,,,,,,
US_IL_17197,687263,,,,,,,,
US_IL_17199,67466,,,,,,,,
US_IL_17201,287078,,,,,,,,
US_IL_17203,39227,,,,,,,,
US_IN,6619680,,,,,,,,
US_IN_18001,34980,,,,,,,,
US_IN_18003,368450,,,,,,,,
US_IN_18005,81162,,,,,,,,
US_IN_18007,8681,,,,,,,,
US_IN_18009,12298,,,,,,,,
US_IN_18011,63344,,,,,,,,
US_IN_18013,14977,,,,,,,,
US_IN_18015,19856,,,,,,,,
US_IN_18017,37979,,,,,,,,
US_IN_18019,115371,,,,,,,,
US_IN_18021,26503,,,,,,,,
US_IN_18023,32609,,,,,,,,
US_IN_18025,10483,,,,,,,,
US_IN_18027,32906,,,,,,,,
US_IN_18029,49455,,,,,,,,
US_IN_18031,26521,,,,,,,,
US_IN_18033,42589,,,,,,,,
US_IN_18035,116852,,,,,,,,
US_IN_18037,42461,,,,,,,,
US_IN_18039,203474,,,,,,,,
US_IN_18041,23434,,,,,,,,
US_IN_18043,76778,,,,,,,,
US_IN_18045,16591,,,,,,,,
US_IN_18047,22872,,,,,,,,
US_IN_18049,20315,,,,,,,,
US_IN_18051,33775,,,,,,,,
US_IN_18053,67979,,,,,,,,
US_IN_18055,32441,,,,,,,,
US_IN_18057,309697,,,,,,,,
US_IN_18059,72520,,,,,,,,
US_IN_18061,39578,,,,,,,,
US_IN_18063,158192,,,,,,,,
US_IN_18065,48985,,,,,,,,
US_IN_18067,82556,,,,,,,,
US_IN_18069,36630,,,,,,,,
US_IN_18071,44069,,,,,,,,
US_IN_18073,33470,,,,,,,,
US_IN_18075,21121,,,,,,,,
US_IN_18077,32416,,,,,,,,
US_IN_18079,27897,,,,,,,,
US_IN_18081,149633,,,,,,,,
US_IN_18083,37927,,,,,,,,
US_IN_18085,78620,,,,,,,,
US_IN_18087,38809,,,,,,,,
US_IN_18089,487865,,,,,,,,
US_IN_18091,110884,,,,,,,,
US_IN_18093,45495,,,,,,,,
US_IN_18095,129723,,,,,,,,
US_IN_18097,939020,,,,,,,,
US_IN_18099,46857,,,,,,,,
US_IN_18101,10226,,,,,,,,
US_IN_18103,35862,,,,,,,,
US_IN_18105,144705,,,,,,,,
US_IN_18107,38227,,,,,,,,
US_IN_18109,69648,,,,,,,,
US_IN_18111,14008,,,,,,,,
US_IN_18113,47733,,,,,,,,
US_IN_18115,5938,,,,,,,,
US_IN_18117,19605,,,,,,,,
US_IN_18119,20872,,,,,,,,
US_IN_18121,16901,,,,,,,,
US_IN_18123,19347,,,,,,,,
US_IN_18125,12594,,,,,,,,
US_IN_18127,167688,,,,,,,,
US_IN_18129,25512,,,,,,,,
US_IN_18131,12889,,,,,,,,
US_IN_18133,37585,,,,,,,,
US_IN_18135,25172,,,,,,,,
US_IN_18137,28701,,,,,,,,
US_IN_18139,16672,,,,,,,,
US_IN_18141,268441,,,,,,,,
US_IN_18143,23744,,,,,,,,
US_IN_18145,44478,,,,,,,,
US_IN_18147,20715,,,,,,,,
US_IN_18149,22958,,,,,,,,
US_IN_18151,34372,,,,,,,,
US_IN_18153,20928,,,,,,,,
US_IN_18155,10524,,,,,,,,
US_IN_18157,185826,,,,,,,,
US_IN_18159,15267,,,,,,,,
US_IN_18161,7182,,,,,,,,
US_IN_18163,181877,,,,,,,,
US_IN_18165,15692,,,,,,,,
US_IN_18167,107896,,,,,,,,
US_IN_18169,32138,,,,,,,,
US_IN_18171,8269,,,,,,,,
US_IN_18173,61897,,,,,,,,
US_IN_18175,27827,,,,,,,,
US_IN_18177,67001,,,,,,,,
US_IN_18179,27964,,,,,,,,
US_IN_18181,24293,,,,,,,,
US_IN_18183,33406,,,,,,,,
US_KS,2911641,,,,,,,,
US_KS_20001,12717,,,,,,,,
US_KS_20003,7808,,,,,,,,
US_KS_20005,16398,,,,,,,,
US_KS_20007,4823,,,,,,,,
US_KS_20009,27103,,,,,,,,
US_KS_20011,14712,,,,,,,,
US_KS_20013,9776,,,,,,,,
US_KS_20015,66741,,,,,,,,
US_KS_20017,2679,,,,,,,,
US_KS_20019,3402,,,,,,,,
US_KS_20021,20533,,,,,,,,
US_KS_20023,2679,,,,,,,,
US_KS_20025,2096,,,,,,,,
US_KS_20027,8347,,,,,,,,
US_KS_20029,9219,,,,,,,,
US_KS_20031,8384,,,,,,,,
US_KS_20033,1843,,,,,,,,
US_KS_20035,35788,,,,,,,,
US_KS_20037,39217,,,,,,,,
US_KS_20039,2932,,,,,,,,
US_KS_20041,19303,,,,,,,,
US_KS_20043,7797,,,,,,,,
US_KS_20045,118053,,,,,,,,
US_KS_20047,2968,,,,,,,,
US_KS_20049,2605,,,,,,,,
US_KS_20051,29029,,,,,,,,
US_KS_20053,6343,,,,,,,,
US_KS_20055,37118,,,,,,,,
US_KS_20057,34536,,,,,,,,
US_KS_20059,25609,,,,,,,,
US_KS_20061,37030,,,,,,,,
US_KS_20063,2640,,,,,,,,
US_KS_20065,2591,,,,,,,,
US_KS_20067,7733,,,,,,,,
US_KS_20069,6133,,,,,,,,
US_KS_20071,1330,,,,,,,,
US_KS_20073,6244,,,,,,,,
US_KS_20075,2474,,,,,,,,
US_KS_20077,5817,,,,,,,,
US_KS_20079,35073,,,,,,,,
US_KS_20081,4064,,,,,,,,
US_KS_20083,1893,,,,,,,,
US_KS_20085,13338,,,,,,,,
US_KS_20087,18930,,,,,,,,
US_KS_20089,2970,,,,,,,,
US_KS_20091,580159,,,,,,,,
US_KS_20093,3956,,,,,,,,
US_KS_20095,7687,,,,,,,,
US_KS_20097,2564,,,,,,,,
US_KS_20099,20803,,,,,,,,
US_KS_20101,1670,,,,,,,,
US_KS_20103,79315,,,,,,,,
US_KS_20105,3105,,,,,,,,
US_KS_20107,9536,,,,,,,,
US_KS_20109,2825,,,,,,,,
US_KS_20111,33339,,,,,,,,
US_KS_20113,28941,,,,,,,,
US_KS_20115,12103,,,,,,,,
US_KS_20117,9936,,,,,,,,
US_KS_20119,4330,,,,,,,,
US_KS_20121,32553,,,,,,,,
US_KS_20123,6282,,,,,,,,
US_KS_20125,33314,,,,,,,,
US_KS_20127,5645,,,,,,,,
US_KS_20129,3007,,,,,,,,
US_KS_20131,10227,,,,,,,,
US_KS_20133,16346,,,,,,,,
US_KS_20135,3005,,,,,,,,
US_KS_20137,5550,,,,,,,,
US_KS_20139,15847,,,,,,,,
US_KS_20141,3683,,,,,,,,
US_KS_20143,5975,,,,,,,,
US_KS_20145,6838,,,,,,,,
US_KS_20147,5428,,,,,,,,
US_KS_20149,23298,,,,,,,,
US_KS_20151,9691,,,,,,,,
US_KS_20153,2506,,,,,,,,
US_KS_20155,63718,,,,,,,,
US_KS_20157,4725,,,,,,,,
US_KS_20159,9977,,,,,,,,
US_KS_20161,75247,,,,,,,,
US_KS_20163,5174,,,,,,,,
US_KS_20165,3130,,,,,,,,
US_KS_20167,7039,,,,,,,,
US_KS_20169,55691,,,,,,,,
US_KS_20171,4964,,,,,,,,
US_KS_20173,511574,,,,,,,,
US_KS_20175,23152,,,,,,,,
US_KS_20177,178725,,,,,,,,
US_KS_20179,2512,,,,,,,,
US_KS_20181,5983,,,,,,,,
US_KS_20183,3704,,,,,,,,
US_KS_20185,4236,,,,,,,,
US_KS_20187,2072,,,,,,,,
US_KS_20189,5806,,,,,,,,
US_KS_20191,23535,,,,,,,,
US_KS_20193,7904,,,,,,,,
US_KS_20195,2927,,,,,,,,
US_KS_20197,6951,,,,,,,,
US_KS_20199,1518,,,,,,,,
US_KS_20201,5598,,,,,,,,
US_KS_20203,2157,,,,,,,,
US_KS_20205,8856,,,,,,,,
US_KS_20207,3115,,,,,,,,
US_KS_20209,163369,,,,,,,,
US_KY,4425092,,,,,,,,
US_KY_21001,19027,,,,,,,,
US_KY_21003,20640,,,,,,,,
US_KY_21005,21979,,,,,,,,
US_KY_21007,8212,,,,,,,,
US_KY_21009,43570,,,,,,,,
US_KY_21011,12228,,,,,,,,
US_KY_21013,27337,,,,,,,,
US_KY_21015,127712,,,,,,,,
US_KY_21017,20116,,,,,,,,
US_KY_21019,48325,,,,,,,,
US_KY_21021,29809,,,,,,,,
US_KY_21023,8321,,,,,,,,
US_KY_21025,13484,,,,,,,,
US_KY_21027,20018,,,,,,,,
US_KY_21029,78702,,,,,,,,
US_KY_21031,12938,,,,,,,,
US_KY_21033,12681,,,,,,,,
US_KY_21035,38343,,,,,,,,
US_KY_21037,92066,,,,,,,,
US_KY_21039,4874,,,,,,,,
US_KY_21041,10699,,,,,,,,
US_KY_21043,27158,,,,,,,,
US_KY_21045,15808,,,,,,,,
US_KY_21047,73309,,,,,,,,
US_KY_21049,35757,,,,,,,,
US_KY_21051,21013,,,,,,,,
US_KY_21053,10174,,,,,,,,
US_KY_21055,9183,,,,,,,,
US_KY_21057,6759,,,,,,,,
US_KY_21059,99259,,,,,,,,
US_KY_21061,12007,,,,,,,,
US_KY_21063,7648,,,,,,,,
US_KY_21065,14375,,,,,,,,
US_KY_21067,314488,,,,,,,,
US_KY_21069,14637,,,,,,,,
US_KY_21071,37756,,,,,,,,
US_KY_21073,50375,,,,,,,,
US_KY_21075,6238,,,,,,,,
US_KY_21077,8636,,,,,,,,
US_KY_21079,17237,,,,,,,,
US_KY_21081,24757,,,,,,,,
US_KY_21083,37421,,,,,,,,
US_KY_21085,26221,,,,,,,,
US_KY_21087,11010,,,,,,,,
US_KY_21089,36068,,,,,,,,
US_KY_21091,8692,,,,,,,,
US_KY_21093,106439,,,,,,,,
US_KY_21095,27703,,,,,,,,
US_KY_21097,18763,,,,,,,,
US_KY_21099,18454,,,,,,,,
US_KY_21101,46407,,,,,,,,
US_KY_21103,15620,,,,,,,,
US_KY_21105,4612,,,,,,,,
US_KY_21107,46222,,,,,,,,
US_KY_21109,13352,,,,,,,,
US_KY_21111,763623,,,,,,,,
US_KY_21113,51961,,,,,,,,
US_KY_21115,23175,,,,,,,,
US_KY_21117,165012,,,,,,,,
US_KY_21119,15693,,,,,,,,
US_KY_21121,31730,,,,,,,,
US_KY_21123,14241,,,,,,,,
US_KY_21125,60094,,,,,,,,
US_KY_21127,15745,,,,,,,,
US_KY_21129,6752,,,,,,,,
US_KY_21131,10711,,,,,,,,
US_KY_21133,23123,,,,,,,,
US_KY_21135,13682,,,,,,,,
US_KY_21137,24463,,,,,,,,
US_KY_21139,9316,,,,,,,,
US_KY_21141,26910,,,,,,,,
US_KY_21143,8306,,,,,,,,
US_KY_21145,65018,,,,,,,,
US_KY_21147,17878,,,,,,,,
US_KY_21149,9512,,,,,,,,
US_KY_21151,87824,,,,,,,,
US_KY_21153,12808,,,,,,,,
US_KY_21155,19365,,,,,,,,
US_KY_21157,31101,,,,,,,,
US_KY_21159,12307,,,,,,,,
US_KY_21161,17099,,,,,,,,
US_KY_21163,27924,,,,,,,,
US_KY_21165,6358,,,,,,,,
US_KY_21167,21407,,,,,,,,
US_KY_21169,9909,,,,,,,,
US_KY_21171,10667,,,,,,,,
US_KY_21173,27608,,,,,,,,
US_KY_21175,13275,,,,,,,,
US_KY_21177,31183,,,,,,,,
US_KY_21179,45126,,,,,,,,
US_KY_21181,7131,,,,,,,,
US_KY_21183,24216,,,,,,,,
US_KY_21185,64875,,,,,,,,
US_KY_21187,10730,,,,,,,,
US_KY_21189,4461,,,,,,,,
US_KY_21191,14408,,,,,,,,
US_KY_21193,27565,,,,,,,,
US_KY_21195,61792,,,,,,,,
US_KY_21197,12269,,,,,,,,
US_KY_21199,63782,,,,,,,,
US_KY_21201,2138,,,,,,,,
US_KY_21203,16942,,,,,,,,
US_KY_21205,23892,,,,,,,,
US_KY_21207,17662,,,,,,,,
US_KY_21209,52420,,,,,,,,
US_KY_21211,45632,,,,,,,,
US_KY_21213,18006,,,,,,,,
US_KY_21215,17894,,,,,,,,
US_KY_21217,25420,,,,,,,,
US_KY_21219,12531,,,,,,,,
US_KY_21221,14233,,,,,,,,
US_KY_21223,8769,,,,,,,,
US_KY_21225,15050,,,,,,,,
US_KY_21227,122851,,,,,,,,
US_KY_21229,12063,,,,,,,,
US_KY_21231,20464,,,,,,,,
US_KY_21233,13170,,,,,,,,
US_KY_21235,36129,,,,,,,,
US_KY_21237,7259,,,,,,,,
US_KY_21239,25793,,,,,,,,
US_LA,4670724,,,,,,,,
US_LA_22001,62577,,,,,,,,
US_LA_22003,25683,,,,,,,,
US_LA_22005,119455,,,,,,,,
US_LA_22007,22842,,,,,,,,
US_LA_22009,41103,,,,,,,,
US_LA_22011,36462,,,,,,,,
US_LA_22013,13786,,,,,,,,
US_LA_22015,125175,,,,,,,,
US_LA_22017,251460,,,,,,,,
US_LA_22019,198788,,,,,,,,
US_LA_22021,9993,,,,,,,,
US_LA_22023,6817,,,,,,,,
US_LA_22025,10147,,,,,,,,
US_LA_22027,16295,,,,,,,,
US_LA_22029,20142,,,,,,,,
US_LA_22031,27052,,,,,,,,
US_LA_22033,446753,,,,,,,,
US_LA_22035,7307,,,,,,,,
US_LA_22037,19696,,,,,,,,
US_LA_22039,33743,,,,,,,,
US_LA_22041,20410,,,,,,,,
US_LA_22043,22343,,,,,,,,
US_LA_22045,74103,,,,,,,,
US_LA_22047,33095,,,,,,,,
US_LA_22049,15858,,,,,,,,
US_LA_22051,436275,,,,,,,,
US_LA_22053,31439,,,,,,,,
US_LA_22055,240098,,,,,,,,
US_LA_22057,98325,,,,,,,,
US_LA_22059,14974,,,,,,,,
US_LA_22061,47774,,,,,,,,
US_LA_22063,137788,,,,,,,,
US_LA_22065,11514,,,,,,,,
US_LA_22067,26395,,,,,,,,
US_LA_22069,39179,,,,,,,,
US_LA_22071,389617,,,,,,,,
US_LA_22073,156761,,,,,,,,
US_LA_22075,23495,,,,,,,,
US_LA_22077,22251,,,,,,,,
US_LA_22079,132141,,,,,,,,
US_LA_22081,8593,,,,,,,,
US_LA_22083,20523,,,,,,,,
US_LA_22085,24186,,,,,,,,
US_LA_22087,45408,,,,,,,,
US_LA_22089,52812,,,,,,,,
US_LA_22091,10567,,,,,,,,
US_LA_22093,21567,,,,,,,,
US_LA_22095,43626,,,,,,,,
US_LA_22097,83848,,,,,,,,
US_LA_22099,53835,,,,,,,,
US_LA_22101,52810,,,,,,,,
US_LA_22103,250088,,,,,,,,
US_LA_22105,128755,,,,,,,,
US_LA_22107,4740,,,,,,,,
US_LA_22109,113972,,,,,,,,
US_LA_22111,22477,,,,,,,,
US_LA_22113,59875,,,,,,,,
US_LA_22115,50803,,,,,,,,
US_LA_22117,46371,,,,,,,,
US_LA_22119,40021,,,,,,,,
US_LA_22121,25490,,,,,,,,
US_LA_22123,11293,,,,,,,,
US_LA_22125,15385,,,,,,,,
US_LA_22127,14568,,,,,,,,
US_MA,6794422,,,,,,,,
US_MA_25001,214333,,,,,,,,
US_MA_25003,127828,,,,,,,,
US_MA_25005,556772,,,,,,,,
US_MA_25007,17299,,,,,,,,
US_MA_25009,776043,,,,,,,,
US_MA_25011,70601,,,,,,,,
US_MA_25013,470690,,,,,,,,
US_MA_25015,161292,,,,,,,,
US_MA_25017,1585139,,,,,,,,
US_MA_25019,11399,,,,,,,,
US_MA_25021,696023,,,,,,,,
US_MA_25023,510393,,,,,,,,
US_MA_25025,778121,,,,,,,,
US_MA_25027,818963,,,,,,,,
US_MD,6006401,,,,,,,,
US_MD_24001,72528,,,,,,,,
US_MD_24003,564195,,,,,,,,
US_MD_24005,831128,,,,,,,,
US_MD_24009,90595,,,,,,,,
US_MD_24011,32579,,,,,,,,
US_MD_24013,167627,,,,,,,,
US_MD_24015,102382,,,,,,,,
US_MD_24017,156118,,,,,,,,
US_MD_24019,32384,,,,,,,,
US_MD_24021,245322,,,,,,,,
US_MD_24023,29460,,,,,,,,
US_MD_24025,250290,,,,,,,,
US_MD_24027,313414,,,,,,,,
US_MD_24029,19787,,,,,,,,
US_MD_24031,1058810,,,,,,,,
US_MD_24033,909535,,,,,,,,
US_MD_24035,48904,,,,,,,,
US_MD_24037,111413,,,,,,,,
US_MD_24039,25768,,,,,,,,
US_MD_24041,37512,,,,,,,,
US_MD_24043,149585,,,,,,,,
US_MD_24045,102370,,,,,,,,
US_MD_24047,51540,,,,,,,,
US_MD_24510,621849,,,,,,,,
US_ME,1329328,,,,,,,,
US_ME_23001,107233,,,,,,,,
US_ME_23003,68628,,,,,,,,
US_ME_23005,289977,,,,,,,,
US_ME_23007,29991,,,,,,,,
US_ME_23009,54659,,,,,,,,
US_ME_23011,119980,,,,,,,,
US_ME_23013,39855,,,,,,,,
US_ME_23015,33969,,,,,,,,
US_ME_23017,57202,,,,,,,,
US_ME_23019,152692,,,,,,,,
US_ME_23021,16931,,,,,,,,
US_ME_23023,35149,,,,,,,,
US_ME_23025,51113,,,,,,,,
US_ME_23027,39155,,,,,,,,
US_ME_23029,31625,,,,,,,,
US_ME_23031,201169,,,,,,,,
US_MI,9922576,,,,,,,,
US_MI_26001,10349,,,,,,,,
US_MI_26003,9383,,,,,,,,
US_MI_26005,114625,,,,,,,,
US_MI_26007,28803,,,,,,,,
US_MI_26009,23154,,,,,,,,
US_MI_26011,15261,,,,,,,,
US_MI_26013,8575,,,,,,,,
US_MI_26015,59314,,,,,,,,
US_MI_26017,105659,,,,,,,,
US_MI_26019,17457,,,,,,,,
US_MI_26021,154636,,,,,,,,
US_MI_26023,43664,,,,,,,,
US_MI_26025,134314,,,,,,,,
US_MI_26027,51657,,,,,,,,
US_MI_26029,26238,,,,,,,,
US_MI_26031,25427,,,,,,,,
US_MI_26033,38033,,,,,,,,
US_MI_26035,30553,,,,,,,,
US_MI_26037,77390,,,,,,,,
US_MI_26039,13801,,,,,,,,
US_MI_26041,36377,,,,,,,,
US_MI_26043,25788,,,,,,,,
US_MI_26045,108801,,,,,,,,
US_MI_26047,33161,,,,,,,,
US_MI_26049,410849,,,,,,,,
US_MI_26051,25164,,,,,,,,
US_MI_26053,15431,,,,,,,,
US_MI_26055,91636,,,,,,,,
US_MI_26057,41540,,,,,,,,
US_MI_26059,45941,,,,,,,,
US_MI_26061,36380,,,,,,,,
US_MI_26063,31883,,,,,,,,
US_MI_26065,286085,,,,,,,,
US_MI_26067,64223,,,,,,,,
US_MI_26069,25345,,,,,,,,
US_MI_26071,11348,,,,,,,,
US_MI_26073,70698,,,,,,,,
US_MI_26075,159494,,,,,,,,
US_MI_26077,260263,,,,,,,,
US_MI_26079,17260,,,,,,,,
US_MI_26081,636369,,,,,,,,
US_MI_26083,2168,,,,,,,,
US_MI_26085,11424,,,,,,,,
US_MI_26087,88373,,,,,,,,
US_MI_26089,21981,,,,,,,,
US_MI_26091,98573,,,,,,,,
US_MI_26093,187316,,,,,,,,
US_MI_26095,6415,,,,,,,,
US_MI_26097,10890,,,,,,,,
US_MI_26099,864840,,,,,,,,
US_MI_26101,24461,,,,,,,,
US_MI_26103,67215,,,,,,,,
US_MI_26105,28783,,,,,,,,
US_MI_26107,43067,,,,,,,,
US_MI_26109,23548,,,,,,,,
US_MI_26111,83632,,,,,,,,
US_MI_26113,14903,,,,,,,,
US_MI_26115,149568,,,,,,,,
US_MI_26117,62945,,,,,,,,
US_MI_26119,9259,,,,,,,,
US_MI_26121,172790,,,,,,,,
US_MI_26123,47948,,,,,,,,
US_MI_26125,1242304,,,,,,,,
US_MI_26127,26105,,,,,,,,
US_MI_26129,20937,,,,,,,,
US_MI_26131,6007,,,,,,,,
US_MI_26133,23058,,,,,,,,
US_MI_26135,8251,,,,,,,,
US_MI_26137,24253,,,,,,,,
US_MI_26139,279955,,,,,,,,
US_MI_26141,12841,,,,,,,,
US_MI_26143,23898,,,,,,,,
US_MI_26145,193307,,,,,,,,
US_MI_26147,159875,,,,,,,,
US_MI_26149,61018,,,,,,,,
US_MI_26151,41475,,,,,,,,
US_MI_26153,8173,,,,,,,,
US_MI_26155,68619,,,,,,,,
US_MI_26157,53777,,,,,,,,
US_MI_26159,75077,,,,,,,,
US_MI_26161,364709,,,,,,,,
US_MI_26163,1759335,,,,,,,,
US_MI_26165,33003,,,,,,,,
US_MN,5489594,,,,,,,,
US_MN_27001,15702,,,,,,,,
US_MN_27003,344151,,,,,,,,
US_MN_27005,33386,,,,,,,,
US_MN_27007,45672,,,,,,,,
US_MN_27009,39710,,,,,,,,
US_MN_27011,5040,,,,,,,,
US_MN_27013,65787,,,,,,,,
US_MN_27015,25313,,,,,,,,
US_MN_27017,35569,,,,,,,,
US_MN_27019,98741,,,,,,,,
US_MN_27021,28706,,,,,,,,
US_MN_27023,12109,,,,,,,,
US_MN_27025,54293,,,,,,,,
US_MN_27027,62324,,,,,,,,
US_MN_27029,8803,,,,,,,,
US_MN_27031,5194,,,,,,,,
US_MN_27033,11549,,,,,,,,
US_MN_27035,63428,,,,,,,,
US_MN_27037,414686,,,,,,,,
US_MN_27039,20364,,,,,,,,
US_MN_27041,37075,,,,,,,,
US_MN_27043,14050,,,,,,,,
US_MN_27045,20834,,,,,,,,
US_MN_27047,30613,,,,,,,,
US_MN_27049,46435,,,,,,,,
US_MN_27051,5903,,,,,,,,
US_MN_27053,1223149,,,,,,,,
US_MN_27055,18773,,,,,,,,
US_MN_27057,20655,,,,,,,,
US_MN_27059,38429,,,,,,,,
US_MN_27061,45435,,,,,,,,
US_MN_27063,10079,,,,,,,,
US_MN_27065,15837,,,,,,,,
US_MN_27067,42542,,,,,,,,
US_MN_27069,4424,,,,,,,,
US_MN_27071,12841,,,,,,,,
US_MN_27073,6856,,,,,,,,
US_MN_27075,10631,,,,,,,,
US_MN_27077,3923,,,,,,,,
US_MN_27079,27663,,,,,,,,
US_MN_27081,5771,,,,,,,,
US_MN_27083,25673,,,,,,,,
US_MN_27085,35932,,,,,,,,
US_MN_27087,5457,,,,,,,,
US_MN_27089,9423,,,,,,,,
US_MN_27091,20022,,,,,,,,
US_MN_27093,23102,,,,,,,,
US_MN_27095,25788,,,,,,,,
US_MN_27097,32775,,,,,,,,
US_MN_27099,39116,,,,,,,,
US_MN_27101,8413,,,,,,,,
US_MN_27103,33347,,,,,,,,
US_MN_27105,21770,,,,,,,,
US_MN_27107,6678,,,,,,,,
US_MN_27109,151436,,,,,,,,
US_MN_27111,57716,,,,,,,,
US_MN_27113,14219,,,,,,,,
US_MN_27115,29069,,,,,,,,
US_MN_27117,9271,,,,,,,,
US_MN_27119,31533,,,,,,,,
US_MN_27121,11041,,,,,,,,
US_MN_27123,538133,,,,,,,,
US_MN_27125,4055,,,,,,,,
US_MN_27127,15471,,,,,,,,
US_MN_27129,14892,,,,,,,,
US_MN_27131,65400,,,,,,,,
US_MN_27133,9600,,,,,,,,
US_MN_27135,15770,,,,,,,,
US_MN_27137,200431,,,,,,,,
US_MN_27139,141660,,,,,,,,
US_MN_27141,91705,,,,,,,,
US_MN_27143,14875,,,,,,,,
US_MN_27145,154708,,,,,,,,
US_MN_27147,36755,,,,,,,,
US_MN_27149,9796,,,,,,,,
US_MN_27151,9340,,,,,,,,
US_MN_27153,24257,,,,,,,,
US_MN_27155,3401,,,,,,,,
US_MN_27157,21239,,,,,,,,
US_MN_27159,13875,,,,,,,,
US_MN_27161,18989,,,,,,,,
US_MN_27163,251597,,,,,,,,
US_MN_27165,10952,,,,,,,,
US_MN_27167,6396,,,,,,,,
US_MN_27169,50885,,,,,,,,
US_MN_27171,131311,,,,,,,,
US_MN_27173,9875,,,,,,,,
US_MO,6083672,,,,,,,,
US_MO_29001,25378,,,,,,,,
US_MO_29003,17296,,,,,,,,
US_MO_29005,5306,,,,,,,,
US_MO_29007,26096,,,,,,,,
US_MO_29009,35829,,,,,,,,
US_MO_29011,11880,,,,,,,,
US_MO_29013,16446,,,,,,,,
US_MO_29015,18670,,,,,,,,
US_MO_29017,12182,,,,,,,,
US_MO_29019,174974,,,,,,,,
US_MO_29021,89100,,,,,,,,
US_MO_29023,42951,,,,,,,,
US_MO_29025,9014,,,,,,,,
US_MO_29027,44834,,,,,,,,
US_MO_29029,44237,,,,,,,,
