date,match_string,new_confirmed,new_deceased,new_tested,new_hospitalized,new_intensive_care,total_confirmed,total_deceased,total_tested,total_hospitalized,total_intensive_care,country_code,key
2020-05-28,Nacional,3906,389,8954,1108,97,100917,12416,266281,35593,3543,MX,MX
2020-05-29,Nacional,3959,347,9316,1020,73,104876,12763,275597,36613,3616,MX,MX
2020-05-30,Nacional,2493,375,5302,943,99,107369,13138,280899,37556,3715,MX,MX
2020-05-31,Nacional,1874,426,3825,921,55,109243,13564,284724,38477,3770,MX,MX
2020-06-01,Nacional,4817,454,10618,1187,84,114060,14018,295342,39664,3854,MX,MX
2020-06-02,Nacional,4285,388,10010,1133,96,118345,14406,305352,40797,3950,MX,MX
2020-06-03,Nacional,4515,407,10500,1158,91,122860,14813,315852,41955,4041,MX,MX
2020-06-04,Nacional,4404,399,10247,1166,92,127264,15212,326099,43121,4133,MX,MX
2020-06-05,Nacional,4398,393,10696,1134,72,131662,15605,336795,44255,4205,MX,MX
2020-06-06,Nacional,2500,424,5495,966,57,134162,16029,342290,45221,4262,MX,MX
2020-06-07,Nacional,1978,424,4112,913,71,136140,16453,346402,46134,4333,MX,MX
2020-06-08,Nacional,5179,448,11725,1197,65,141319,16901,358127,47331,4398,MX,MX
2020-06-09,Nacional,4723,404,11627,1003,63,146042,17305,369754,48334,4461,MX,MX
2020-06-10,Nacional,4554,409,11654,942,69,150596,17714,381408,49276,4530,MX,MX
2020-06-11,Nacional,4069,353,11305,886,47,154665,18067,392713,50162,4577,MX,MX
2020-06-12,Nacional,3774,371,11746,743,53,158439,18438,404459,50905,4630,MX,MX
2020-06-13,Nacional,1715,346,5331,561,43,160154,18784,409790,51466,4673,MX,MX
2020-06-14,Nacional,1284,327,4297,549,44,161438,19111,414087,52015,4717,MX,MX
2020-06-15,Nacional,2690,261,12194,494,26,164128,19372,426281,52509,4743,MX,MX
2020-06-16,Nacional,1129,240,11773,170,14,165257,19612,438054,52679,4757,MX,MX
2020-06-17,Nacional,177,119,10444,27,1,165434,19731,448498,52706,4758,MX,MX
2020-06-18,Nacional,21,16,4745,1,,165455,19747,453243,52707,4758,MX,MX
2020-01-13,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-14,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-15,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-16,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-17,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-18,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-19,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-20,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-21,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-22,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-23,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-24,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-25,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-26,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-27,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-28,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-29,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-30,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-01-31,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-01,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-02,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-03,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-04,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-05,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-06,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-07,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-08,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-09,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-10,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-11,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-12,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-13,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-14,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-15,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-16,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-17,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-18,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-19,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-20,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-21,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-22,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-23,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-24,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-25,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-26,Nayarit,0,,0,,,0,0,0,0,0,MX,MX_NAY
2020-02-27,Nayarit,0,,0,0,0,0,0,0,0,0,MX,MX_NAY
2020-02-28,Nayarit,0,,0,0,0,0,0,0,0,0,MX,MX_NAY
2020-02-29,Nayarit,0,,0,0,0,0,0,0,0,0,MX,MX_NAY
2020-03-01,Nayarit,0,,0,0,0,0,0,0,0,0,MX,MX_NAY
2020-03-02,Nayarit,0,,0,0,0,0,0,0,0,0,MX,MX_NAY
2020-03-03,Nayarit,0,,1,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-04,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-05,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-06,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-07,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-08,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-09,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-10,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-11,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-12,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-13,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-14,Nayarit,0,,0,0,0,0,0,1,0,0,MX,MX_NAY
2020-03-15,Nayarit,0,,1,0,0,0,0,2,0,0,MX,MX_NAY
2020-03-16,Nayarit,0,,3,0,0,0,0,5,0,0,MX,MX_NAY
2020-03-17,Nayarit,0,,0,0,0,0,0,5,0,0,MX,MX_NAY
2020-03-18,Nayarit,1,0,3,0,0,1,0,8,0,0,MX,MX_NAY
2020-03-19,Nayarit,1,0,1,0,0,2,0,9,0,0,MX,MX_NAY
2020-03-20,Nayarit,0,0,0,0,0,2,0,9,0,0,MX,MX_NAY
2020-03-21,Nayarit,0,0,3,0,0,2,0,12,0,0,MX,MX_NAY
2020-03-22,Nayarit,0,0,0,0,0,2,0,12,0,0,MX,MX_NAY
2020-03-23,Nayarit,1,0,6,0,0,3,0,18,0,0,MX,MX_NAY
2020-03-24,Nayarit,3,0,6,1,0,6,0,24,1,0,MX,MX_NAY
2020-03-25,Nayarit,0,0,4,0,0,6,0,28,1,0,MX,MX_NAY
2020-03-26,Nayarit,0,0,9,0,0,6,0,37,1,0,MX,MX_NAY
2020-03-27,Nayarit,0,0,12,0,0,6,0,49,1,0,MX,MX_NAY
2020-03-28,Nayarit,1,0,11,1,0,7,0,60,2,0,MX,MX_NAY
2020-03-29,Nayarit,0,0,6,0,0,7,0,66,2,0,MX,MX_NAY
2020-03-30,Nayarit,0,1,16,0,0,7,1,82,2,0,MX,MX_NAY
2020-03-31,Nayarit,2,0,11,0,0,9,1,93,2,0,MX,MX_NAY
2020-04-01,Nayarit,0,0,13,0,0,9,1,106,2,0,MX,MX_NAY
2020-04-02,Nayarit,0,0,9,0,0,9,1,115,2,0,MX,MX_NAY
2020-04-03,Nayarit,1,0,6,1,0,10,1,121,3,0,MX,MX_NAY
2020-04-04,Nayarit,4,0,10,1,0,14,1,131,4,0,MX,MX_NAY
2020-04-05,Nayarit,2,0,5,1,0,16,1,136,5,0,MX,MX_NAY
2020-04-06,Nayarit,2,0,14,1,0,18,1,150,6,0,MX,MX_NAY
2020-04-07,Nayarit,2,0,10,1,1,20,1,160,7,1,MX,MX_NAY
2020-04-08,Nayarit,1,3,11,0,0,21,4,171,7,1,MX,MX_NAY
2020-04-09,Nayarit,2,1,11,0,0,23,5,182,7,1,MX,MX_NAY
2020-04-10,Nayarit,0,0,4,0,0,23,5,186,7,1,MX,MX_NAY
2020-04-11,Nayarit,2,0,5,0,0,25,5,191,7,1,MX,MX_NAY
2020-04-12,Nayarit,4,1,8,3,0,29,6,199,10,1,MX,MX_NAY
2020-04-13,Nayarit,2,0,11,1,0,31,6,210,11,1,MX,MX_NAY
2020-04-14,Nayarit,2,0,11,1,0,33,6,221,12,1,MX,MX_NAY
2020-04-15,Nayarit,2,0,12,1,0,35,6,233,13,1,MX,MX_NAY
2020-04-16,Nayarit,3,0,13,2,0,38,6,246,15,1,MX,MX_NAY
2020-04-17,Nayarit,3,1,10,1,0,41,7,256,16,1,MX,MX_NAY
2020-04-18,Nayarit,2,0,13,1,0,43,7,269,17,1,MX,MX_NAY
2020-04-19,Nayarit,2,0,5,2,0,45,7,274,19,1,MX,MX_NAY
2020-04-20,Nayarit,1,2,17,0,0,46,9,291,19,1,MX,MX_NAY
2020-04-21,Nayarit,4,0,15,2,0,50,9,306,21,1,MX,MX_NAY
2020-04-22,Nayarit,3,0,15,1,0,53,9,321,22,1,MX,MX_NAY
2020-04-23,Nayarit,6,0,12,1,0,59,9,333,23,1,MX,MX_NAY
2020-04-24,Nayarit,3,0,20,1,0,62,9,353,24,1,MX,MX_NAY
2020-04-25,Nayarit,3,0,23,2,0,65,9,376,26,1,MX,MX_NAY
2020-04-26,Nayarit,7,2,26,5,0,72,11,402,31,1,MX,MX_NAY
2020-04-27,Nayarit,10,1,39,3,0,82,12,441,34,1,MX,MX_NAY
2020-04-28,Nayarit,13,0,30,3,0,95,12,471,37,1,MX,MX_NAY
2020-04-29,Nayarit,4,0,22,0,0,99,12,493,37,1,MX,MX_NAY
2020-04-30,Nayarit,12,0,28,4,0,111,12,521,41,1,MX,MX_NAY
2020-05-01,Nayarit,6,0,18,2,0,117,12,539,43,1,MX,MX_NAY
2020-05-02,Nayarit,15,1,29,2,0,132,13,568,45,1,MX,MX_NAY
2020-05-03,Nayarit,15,2,31,5,0,147,15,599,50,1,MX,MX_NAY
2020-05-04,Nayarit,16,4,39,4,1,163,19,638,54,2,MX,MX_NAY
2020-05-05,Nayarit,24,2,40,4,1,187,21,678,58,3,MX,MX_NAY
2020-05-06,Nayarit,14,0,43,0,0,201,21,721,58,3,MX,MX_NAY
2020-05-07,Nayarit,15,1,46,3,0,216,22,767,61,3,MX,MX_NAY
2020-05-08,Nayarit,6,1,27,2,0,222,23,794,63,3,MX,MX_NAY
2020-05-09,Nayarit,7,0,14,5,1,229,23,808,68,4,MX,MX_NAY
2020-05-10,Nayarit,9,2,21,2,0,238,25,829,70,4,MX,MX_NAY
2020-05-11,Nayarit,19,1,35,9,1,257,26,864,79,5,MX,MX_NAY
2020-05-12,Nayarit,17,0,49,5,0,274,26,913,84,5,MX,MX_NAY
2020-05-13,Nayarit,15,0,40,7,0,289,26,953,91,5,MX,MX_NAY
2020-05-14,Nayarit,18,2,36,9,1,307,28,989,100,6,MX,MX_NAY
2020-05-15,Nayarit,17,2,36,6,0,324,30,1025,106,6,MX,MX_NAY
2020-05-16,Nayarit,4,2,29,2,0,328,32,1054,108,6,MX,MX_NAY
2020-05-17,Nayarit,7,4,15,5,0,335,36,1069,113,6,MX,MX_NAY
2020-05-18,Nayarit,19,2,48,5,1,354,38,1117,118,7,MX,MX_NAY
2020-05-19,Nayarit,20,3,34,5,1,374,41,1151,123,8,MX,MX_NAY
2020-05-20,Nayarit,15,1,37,5,0,389,42,1188,128,8,MX,MX_NAY
2020-05-21,Nayarit,19,2,60,4,0,408,44,1248,132,8,MX,MX_NAY
2020-05-22,Nayarit,26,1,50,12,1,434,45,1298,144,9,MX,MX_NAY
2020-05-23,Nayarit,12,0,30,8,0,446,45,1328,152,9,MX,MX_NAY
2020-05-24,Nayarit,7,2,14,3,0,453,47,1342,155,9,MX,MX_NAY
2020-05-25,Nayarit,17,0,38,7,2,470,47,1380,162,11,MX,MX_NAY
2020-05-26,Nayarit,27,3,50,8,0,497,50,1430,170,11,MX,MX_NAY
2020-05-27,Nayarit,35,5,49,9,1,532,55,1479,179,12,MX,MX_NAY
2020-05-28,Nayarit,33,6,53,11,0,565,61,1532,190,12,MX,MX_NAY
2020-05-29,Nayarit,28,3,59,11,0,593,64,1591,201,12,MX,MX_NAY
2020-05-30,Nayarit,19,6,34,6,2,612,70,1625,207,14,MX,MX_NAY
2020-05-31,Nayarit,10,3,27,3,0,622,73,1652,210,14,MX,MX_NAY
2020-06-01,Nayarit,24,1,61,11,1,646,74,1713,221,15,MX,MX_NAY
2020-06-02,Nayarit,42,5,77,14,2,688,79,1790,235,17,MX,MX_NAY
2020-06-03,Nayarit,30,3,57,12,0,718,82,1847,247,17,MX,MX_NAY
2020-06-04,Nayarit,27,3,48,9,0,745,85,1895,256,17,MX,MX_NAY
2020-06-05,Nayarit,36,0,72,6,1,781,85,1967,262,18,MX,MX_NAY
2020-06-06,Nayarit,23,8,35,10,2,804,93,2002,272,20,MX,MX_NAY
2020-06-07,Nayarit,16,4,28,9,0,820,97,2030,281,20,MX,MX_NAY
2020-06-08,Nayarit,36,7,63,9,1,856,104,2093,290,21,MX,MX_NAY
2020-06-09,Nayarit,38,4,61,11,1,894,108,2154,301,22,MX,MX_NAY
2020-06-10,Nayarit,34,3,67,12,0,928,111,2221,313,22,MX,MX_NAY
2020-06-11,Nayarit,43,3,82,10,1,971,114,2303,323,23,MX,MX_NAY
2020-06-12,Nayarit,51,1,85,11,0,1022,115,2388,334,23,MX,MX_NAY
2020-06-13,Nayarit,25,2,43,7,1,1047,117,2431,341,24,MX,MX_NAY
2020-06-14,Nayarit,14,9,29,4,0,1061,126,2460,345,24,MX,MX_NAY
2020-06-15,Nayarit,44,3,94,13,1,1105,129,2554,358,25,MX,MX_NAY
2020-06-16,Nayarit,21,5,69,9,3,1126,134,2623,367,28,MX,MX_NAY
2020-06-17,Nayarit,1,2,72,1,0,1127,136,2695,368,28,MX,MX_NAY
2020-06-18,Nayarit,0,1,26,0,,1127,137,2721,368,28,MX,MX_NAY
2020-01-13,Nuevo León,1,,4,,,1,0,4,0,0,MX,MX_NLE
2020-01-14,Nuevo León,0,,1,,,1,0,5,0,0,MX,MX_NLE
2020-01-15,Nuevo León,0,,3,,,1,0,8,0,0,MX,MX_NLE
2020-01-16,Nuevo León,0,,4,,,1,0,12,0,0,MX,MX_NLE
2020-01-17,Nuevo León,0,,0,,,1,0,12,0,0,MX,MX_NLE
2020-01-18,Nuevo León,0,,2,,,1,0,14,0,0,MX,MX_NLE
2020-01-19,Nuevo León,0,,2,,,1,0,16,0,0,MX,MX_NLE
2020-01-20,Nuevo León,0,,11,,,1,0,27,0,0,MX,MX_NLE
2020-01-21,Nuevo León,0,,6,,,1,0,33,0,0,MX,MX_NLE
2020-01-22,Nuevo León,0,,3,,,1,0,36,0,0,MX,MX_NLE
2020-01-23,Nuevo León,0,,6,,,1,0,42,0,0,MX,MX_NLE
2020-01-24,Nuevo León,0,,3,,,1,0,45,0,0,MX,MX_NLE
2020-01-25,Nuevo León,0,,2,,,1,0,47,0,0,MX,MX_NLE
2020-01-26,Nuevo León,0,,3,,,1,0,50,0,0,MX,MX_NLE
2020-01-27,Nuevo León,0,,3,,,1,0,53,0,0,MX,MX_NLE
2020-01-28,Nuevo León,0,,4,,,1,0,57,0,0,MX,MX_NLE
2020-01-29,Nuevo León,0,,2,,,1,0,59,0,0,MX,MX_NLE
2020-01-30,Nuevo León,0,,2,,,1,0,61,0,0,MX,MX_NLE
2020-01-31,Nuevo León,0,,0,,,1,0,61,0,0,MX,MX_NLE
2020-02-01,Nuevo León,0,,0,,,1,0,61,0,0,MX,MX_NLE
2020-02-02,Nuevo León,0,,0,,,1,0,61,0,0,MX,MX_NLE
2020-02-03,Nuevo León,0,,1,,,1,0,62,0,0,MX,MX_NLE
2020-02-04,Nuevo León,0,,1,,,1,0,63,0,0,MX,MX_NLE
2020-02-05,Nuevo León,0,,1,,,1,0,64,0,0,MX,MX_NLE
2020-02-06,Nuevo León,0,,4,,,1,0,68,0,0,MX,MX_NLE
2020-02-07,Nuevo León,0,,3,,,1,0,71,0,0,MX,MX_NLE
2020-02-08,Nuevo León,0,,0,,,1,0,71,0,0,MX,MX_NLE
2020-02-09,Nuevo León,0,,2,,,1,0,73,0,0,MX,MX_NLE
2020-02-10,Nuevo León,0,,7,,,1,0,80,0,0,MX,MX_NLE
2020-02-11,Nuevo León,0,,3,,,1,0,83,0,0,MX,MX_NLE
2020-02-12,Nuevo León,0,,3,,,1,0,86,0,0,MX,MX_NLE
2020-02-13,Nuevo León,0,,5,,,1,0,91,0,0,MX,MX_NLE
2020-02-14,Nuevo León,0,,1,,,1,0,92,0,0,MX,MX_NLE
2020-02-15,Nuevo León,0,,2,,,1,0,94,0,0,MX,MX_NLE
2020-02-16,Nuevo León,0,,1,,,1,0,95,0,0,MX,MX_NLE
2020-02-17,Nuevo León,0,,4,,,1,0,99,0,0,MX,MX_NLE
2020-02-18,Nuevo León,0,,2,,,1,0,101,0,0,MX,MX_NLE
2020-02-19,Nuevo León,0,,1,,,1,0,102,0,0,MX,MX_NLE
2020-02-20,Nuevo León,0,,0,,,1,0,102,0,0,MX,MX_NLE
2020-02-21,Nuevo León,0,,2,,,1,0,104,0,0,MX,MX_NLE
2020-02-22,Nuevo León,0,,3,,,1,0,107,0,0,MX,MX_NLE
2020-02-23,Nuevo León,0,,0,,,1,0,107,0,0,MX,MX_NLE
2020-02-24,Nuevo León,0,,2,,,1,0,109,0,0,MX,MX_NLE
2020-02-25,Nuevo León,0,,4,,,1,0,113,0,0,MX,MX_NLE
2020-02-26,Nuevo León,0,,1,,,1,0,114,0,0,MX,MX_NLE
2020-02-27,Nuevo León,0,,3,0,0,1,0,117,0,0,MX,MX_NLE
2020-02-28,Nuevo León,0,,9,0,0,1,0,126,0,0,MX,MX_NLE
2020-02-29,Nuevo León,0,,2,0,0,1,0,128,0,0,MX,MX_NLE
2020-03-01,Nuevo León,0,,2,0,0,1,0,130,0,0,MX,MX_NLE
2020-03-02,Nuevo León,0,,8,0,0,1,0,138,0,0,MX,MX_NLE
2020-03-03,Nuevo León,0,,12,0,0,1,0,150,0,0,MX,MX_NLE
2020-03-04,Nuevo León,0,,7,0,0,1,0,157,0,0,MX,MX_NLE
2020-03-05,Nuevo León,0,,7,0,0,1,0,164,0,0,MX,MX_NLE
2020-03-06,Nuevo León,0,,4,0,0,1,0,168,0,0,MX,MX_NLE
2020-03-07,Nuevo León,0,,3,0,0,1,0,171,0,0,MX,MX_NLE
2020-03-08,Nuevo León,0,,3,0,0,1,0,174,0,0,MX,MX_NLE
2020-03-09,Nuevo León,0,,9,0,0,1,0,183,0,0,MX,MX_NLE
2020-03-10,Nuevo León,2,,9,1,1,3,0,192,1,1,MX,MX_NLE
2020-03-11,Nuevo León,4,,13,0,0,7,0,205,1,1,MX,MX_NLE
2020-03-12,Nuevo León,0,,25,0,0,7,0,230,1,1,MX,MX_NLE
2020-03-13,Nuevo León,5,,45,0,0,12,0,275,1,1,MX,MX_NLE
2020-03-14,Nuevo León,6,,19,0,0,18,0,294,1,1,MX,MX_NLE
2020-03-15,Nuevo León,0,,7,0,0,18,0,301,1,1,MX,MX_NLE
2020-03-16,Nuevo León,6,,35,0,0,24,0,336,1,1,MX,MX_NLE
2020-03-17,Nuevo León,6,,49,0,0,30,0,385,1,1,MX,MX_NLE
2020-03-18,Nuevo León,9,0,44,0,0,39,0,429,1,1,MX,MX_NLE
2020-03-19,Nuevo León,4,0,50,0,0,43,0,479,1,1,MX,MX_NLE
2020-03-20,Nuevo León,12,0,54,0,0,55,0,533,1,1,MX,MX_NLE
2020-03-21,Nuevo León,4,0,36,1,1,59,0,569,2,2,MX,MX_NLE
2020-03-22,Nuevo León,4,0,37,1,0,63,0,606,3,2,MX,MX_NLE
2020-03-23,Nuevo León,5,0,67,1,1,68,0,673,4,3,MX,MX_NLE
2020-03-24,Nuevo León,5,0,101,0,0,73,0,774,4,3,MX,MX_NLE
2020-03-25,Nuevo León,0,0,97,0,0,73,0,871,4,3,MX,MX_NLE
2020-03-26,Nuevo León,1,0,58,1,0,74,0,929,5,3,MX,MX_NLE
2020-03-27,Nuevo León,8,0,82,1,0,82,0,1011,6,3,MX,MX_NLE
2020-03-28,Nuevo León,2,0,43,0,0,84,0,1054,6,3,MX,MX_NLE
2020-03-29,Nuevo León,3,0,41,0,0,87,0,1095,6,3,MX,MX_NLE
2020-03-30,Nuevo León,5,0,80,4,1,92,0,1175,10,4,MX,MX_NLE
2020-03-31,Nuevo León,0,0,72,0,0,92,0,1247,10,4,MX,MX_NLE
2020-04-01,Nuevo León,1,0,95,0,0,93,0,1342,10,4,MX,MX_NLE
2020-04-02,Nuevo León,5,0,80,1,0,98,0,1422,11,4,MX,MX_NLE
2020-04-03,Nuevo León,1,3,86,0,0,99,3,1508,11,4,MX,MX_NLE
2020-04-04,Nuevo León,3,0,51,0,0,102,3,1559,11,4,MX,MX_NLE
2020-04-05,Nuevo León,1,1,31,0,0,103,4,1590,11,4,MX,MX_NLE
2020-04-06,Nuevo León,12,0,108,3,0,115,4,1698,14,4,MX,MX_NLE
2020-04-07,Nuevo León,7,2,118,3,1,122,6,1816,17,5,MX,MX_NLE
2020-04-08,Nuevo León,8,0,106,1,0,130,6,1922,18,5,MX,MX_NLE
2020-04-09,Nuevo León,2,0,237,1,0,132,6,2159,19,5,MX,MX_NLE
2020-04-10,Nuevo León,21,0,368,4,1,153,6,2527,23,6,MX,MX_NLE
2020-04-11,Nuevo León,8,0,288,3,0,161,6,2815,26,6,MX,MX_NLE
2020-04-12,Nuevo León,15,0,235,1,0,176,6,3050,27,6,MX,MX_NLE
2020-04-13,Nuevo León,20,1,203,1,0,196,7,3253,28,6,MX,MX_NLE
2020-04-14,Nuevo León,18,0,318,3,0,214,7,3571,31,6,MX,MX_NLE
2020-04-15,Nuevo León,14,0,282,1,0,228,7,3853,32,6,MX,MX_NLE
2020-04-16,Nuevo León,12,1,231,1,0,240,8,4084,33,6,MX,MX_NLE
2020-04-17,Nuevo León,8,0,164,3,1,248,8,4248,36,7,MX,MX_NLE
2020-04-18,Nuevo León,6,0,61,2,0,254,8,4309,38,7,MX,MX_NLE
2020-04-19,Nuevo León,4,1,63,1,0,258,9,4372,39,7,MX,MX_NLE
2020-04-20,Nuevo León,11,1,135,5,1,269,10,4507,44,8,MX,MX_NLE
2020-04-21,Nuevo León,17,0,82,6,0,286,10,4589,50,8,MX,MX_NLE
2020-04-22,Nuevo León,16,2,64,7,2,302,12,4653,57,10,MX,MX_NLE
2020-04-23,Nuevo León,6,1,68,2,0,308,13,4721,59,10,MX,MX_NLE
2020-04-24,Nuevo León,6,1,79,2,1,314,14,4800,61,11,MX,MX_NLE
2020-04-25,Nuevo León,4,1,112,3,0,318,15,4912,64,11,MX,MX_NLE
2020-04-26,Nuevo León,7,1,93,4,0,325,16,5005,68,11,MX,MX_NLE
2020-04-27,Nuevo León,20,2,195,5,0,345,18,5200,73,11,MX,MX_NLE
2020-04-28,Nuevo León,26,2,208,4,3,371,20,5408,77,14,MX,MX_NLE
2020-04-29,Nuevo León,24,2,231,2,1,395,22,5639,79,15,MX,MX_NLE
2020-04-30,Nuevo León,27,1,173,5,1,422,23,5812,84,16,MX,MX_NLE
2020-05-01,Nuevo León,27,1,156,7,3,449,24,5968,91,19,MX,MX_NLE
2020-05-02,Nuevo León,20,3,121,2,0,469,27,6089,93,19,MX,MX_NLE
2020-05-03,Nuevo León,9,2,115,1,1,478,29,6204,94,20,MX,MX_NLE
2020-05-04,Nuevo León,40,2,268,7,0,518,31,6472,101,20,MX,MX_NLE
2020-05-05,Nuevo León,62,3,300,2,1,580,34,6772,103,21,MX,MX_NLE
2020-05-06,Nuevo León,26,1,176,8,0,606,35,6948,111,21,MX,MX_NLE
2020-05-07,Nuevo León,24,1,181,3,1,630,36,7129,114,22,MX,MX_NLE
2020-05-08,Nuevo León,30,0,204,11,0,660,36,7333,125,22,MX,MX_NLE
2020-05-09,Nuevo León,27,3,209,13,2,687,39,7542,138,24,MX,MX_NLE
2020-05-10,Nuevo León,21,3,202,3,1,708,42,7744,141,25,MX,MX_NLE
2020-05-11,Nuevo León,43,3,267,12,3,751,45,8011,153,28,MX,MX_NLE
2020-05-12,Nuevo León,36,4,305,8,1,787,49,8316,161,29,MX,MX_NLE
2020-05-13,Nuevo León,68,4,370,13,2,855,53,8686,174,31,MX,MX_NLE
2020-05-14,Nuevo León,37,3,338,11,2,892,56,9024,185,33,MX,MX_NLE
2020-05-15,Nuevo León,72,3,272,9,3,964,59,9296,194,36,MX,MX_NLE
2020-05-16,Nuevo León,30,3,224,2,1,994,62,9520,196,37,MX,MX_NLE
2020-05-17,Nuevo León,9,3,127,1,1,1003,65,9647,197,38,MX,MX_NLE
2020-05-18,Nuevo León,41,4,345,8,0,1044,69,9992,205,38,MX,MX_NLE
2020-05-19,Nuevo León,37,4,358,8,3,1081,73,10350,213,41,MX,MX_NLE
2020-05-20,Nuevo León,61,6,376,4,1,1142,79,10726,217,42,MX,MX_NLE
2020-05-21,Nuevo León,35,3,398,9,3,1177,82,11124,226,45,MX,MX_NLE
2020-05-22,Nuevo León,51,3,454,18,1,1228,85,11578,244,46,MX,MX_NLE
2020-05-23,Nuevo León,35,2,213,12,3,1263,87,11791,256,49,MX,MX_NLE
2020-05-24,Nuevo León,26,1,197,6,0,1289,88,11988,262,49,MX,MX_NLE
2020-05-25,Nuevo León,77,9,487,17,2,1366,97,12475,279,51,MX,MX_NLE
2020-05-26,Nuevo León,118,5,635,12,0,1484,102,13110,291,51,MX,MX_NLE
2020-05-27,Nuevo León,65,4,530,9,1,1549,106,13640,300,52,MX,MX_NLE
2020-05-28,Nuevo León,57,4,537,11,0,1606,110,14177,311,52,MX,MX_NLE
2020-05-29,Nuevo León,62,5,498,14,3,1668,115,14675,325,55,MX,MX_NLE
2020-05-30,Nuevo León,37,3,266,10,2,1705,118,14941,335,57,MX,MX_NLE
2020-05-31,Nuevo León,22,2,94,12,1,1727,120,15035,347,58,MX,MX_NLE
2020-06-01,Nuevo León,72,4,439,14,4,1799,124,15474,361,62,MX,MX_NLE
2020-06-02,Nuevo León,87,2,463,13,2,1886,126,15937,374,64,MX,MX_NLE
2020-06-03,Nuevo León,69,6,515,16,4,1955,132,16452,390,68,MX,MX_NLE
