date,match_string,new_confirmed,new_deceased,new_tested,new_hospitalized,new_intensive_care,total_confirmed,total_deceased,total_tested,total_hospitalized,total_intensive_care,country_code,key
2020-04-07,Baja California,42,5,73,26,2,468,36,1306,240,19,MX,MX_BCN
2020-04-08,Baja California,61,6,89,29,0,529,42,1395,269,19,MX,MX_BCN
2020-04-09,Baja California,59,5,87,44,1,588,47,1482,313,20,MX,MX_BCN
2020-04-10,Baja California,50,6,88,31,3,638,53,1570,344,23,MX,MX_BCN
2020-04-11,Baja California,35,9,51,21,0,673,62,1621,365,23,MX,MX_BCN
2020-04-12,Baja California,44,12,55,29,2,717,74,1676,394,25,MX,MX_BCN
2020-04-13,Baja California,83,8,115,39,2,800,82,1791,433,27,MX,MX_BCN
2020-04-14,Baja California,104,10,146,44,2,904,92,1937,477,29,MX,MX_BCN
2020-04-15,Baja California,104,17,144,45,1,1008,109,2081,522,30,MX,MX_BCN
2020-04-16,Baja California,86,10,129,38,0,1094,119,2210,560,30,MX,MX_BCN
2020-04-17,Baja California,102,20,146,40,0,1196,139,2356,600,30,MX,MX_BCN
2020-04-18,Baja California,51,15,67,40,3,1247,154,2423,640,33,MX,MX_BCN
2020-04-19,Baja California,45,17,61,39,1,1292,171,2484,679,34,MX,MX_BCN
2020-04-20,Baja California,110,16,160,51,1,1402,187,2644,730,35,MX,MX_BCN
2020-04-21,Baja California,106,15,164,56,0,1508,202,2808,786,35,MX,MX_BCN
2020-04-22,Baja California,95,18,144,55,0,1603,220,2952,841,35,MX,MX_BCN
2020-04-23,Baja California,110,17,156,38,1,1713,237,3108,879,36,MX,MX_BCN
2020-04-24,Baja California,86,22,122,45,0,1799,259,3230,924,36,MX,MX_BCN
2020-04-25,Baja California,44,13,66,35,0,1843,272,3296,959,36,MX,MX_BCN
2020-04-26,Baja California,65,16,80,54,3,1908,288,3376,1013,39,MX,MX_BCN
2020-04-27,Baja California,110,30,166,52,2,2018,318,3542,1065,41,MX,MX_BCN
2020-04-28,Baja California,96,19,146,49,0,2114,337,3688,1114,41,MX,MX_BCN
2020-04-29,Baja California,109,28,166,53,0,2223,365,3854,1167,41,MX,MX_BCN
2020-04-30,Baja California,95,21,163,35,0,2318,386,4017,1202,41,MX,MX_BCN
2020-05-01,Baja California,95,20,132,60,0,2413,406,4149,1262,41,MX,MX_BCN
2020-05-02,Baja California,77,25,93,64,2,2490,431,4242,1326,43,MX,MX_BCN
2020-05-03,Baja California,91,13,119,54,1,2581,444,4361,1380,44,MX,MX_BCN
2020-05-04,Baja California,146,30,197,53,2,2727,474,4558,1433,46,MX,MX_BCN
2020-05-05,Baja California,142,27,181,73,0,2869,501,4739,1506,46,MX,MX_BCN
2020-05-06,Baja California,113,26,179,49,1,2982,527,4918,1555,47,MX,MX_BCN
2020-05-07,Baja California,124,23,186,56,0,3106,550,5104,1611,47,MX,MX_BCN
2020-05-08,Baja California,142,32,202,64,0,3248,582,5306,1675,47,MX,MX_BCN
2020-05-09,Baja California,73,33,103,44,0,3321,615,5409,1719,47,MX,MX_BCN
2020-05-10,Baja California,70,27,127,60,0,3391,642,5536,1779,47,MX,MX_BCN
2020-05-11,Baja California,132,29,221,56,0,3523,671,5757,1835,47,MX,MX_BCN
2020-05-12,Baja California,125,26,220,55,2,3648,697,5977,1890,49,MX,MX_BCN
2020-05-13,Baja California,129,35,185,60,1,3777,732,6162,1950,50,MX,MX_BCN
2020-05-14,Baja California,117,36,189,48,1,3894,768,6351,1998,51,MX,MX_BCN
2020-05-15,Baja California,143,27,242,59,0,4037,795,6593,2057,51,MX,MX_BCN
2020-05-16,Baja California,69,30,89,45,1,4106,825,6682,2102,52,MX,MX_BCN
2020-05-17,Baja California,77,35,90,53,2,4183,860,6772,2155,54,MX,MX_BCN
2020-05-18,Baja California,192,49,268,59,0,4375,909,7040,2214,54,MX,MX_BCN
2020-05-19,Baja California,152,34,206,53,3,4527,943,7246,2267,57,MX,MX_BCN
2020-05-20,Baja California,169,40,226,71,0,4696,983,7472,2338,57,MX,MX_BCN
2020-05-21,Baja California,155,21,229,50,0,4851,1004,7701,2388,57,MX,MX_BCN
2020-05-22,Baja California,185,27,267,70,0,5036,1031,7968,2458,57,MX,MX_BCN
2020-05-23,Baja California,70,27,125,34,1,5106,1058,8093,2492,58,MX,MX_BCN
2020-05-24,Baja California,77,28,114,43,0,5183,1086,8207,2535,58,MX,MX_BCN
2020-05-25,Baja California,135,31,224,54,2,5318,1117,8431,2589,60,MX,MX_BCN
2020-05-26,Baja California,135,24,277,49,1,5453,1141,8708,2638,61,MX,MX_BCN
2020-05-27,Baja California,121,31,209,55,0,5574,1172,8917,2693,61,MX,MX_BCN
2020-05-28,Baja California,114,32,213,41,1,5688,1204,9130,2734,62,MX,MX_BCN
2020-05-29,Baja California,111,21,186,41,0,5799,1225,9316,2775,62,MX,MX_BCN
2020-05-30,Baja California,83,29,129,39,1,5882,1254,9445,2814,63,MX,MX_BCN
2020-05-31,Baja California,68,28,112,43,1,5950,1282,9557,2857,64,MX,MX_BCN
2020-06-01,Baja California,137,34,266,47,0,6087,1316,9823,2904,64,MX,MX_BCN
2020-06-02,Baja California,147,26,262,55,1,6234,1342,10085,2959,65,MX,MX_BCN
2020-06-03,Baja California,137,23,241,42,1,6371,1365,10326,3001,66,MX,MX_BCN
2020-06-04,Baja California,138,25,257,50,0,6509,1390,10583,3051,66,MX,MX_BCN
2020-06-05,Baja California,123,22,209,36,0,6632,1412,10792,3087,66,MX,MX_BCN
2020-06-06,Baja California,82,35,115,48,2,6714,1447,10907,3135,68,MX,MX_BCN
2020-06-07,Baja California,61,24,95,31,0,6775,1471,11002,3166,68,MX,MX_BCN
2020-06-08,Baja California,128,27,256,39,0,6903,1498,11258,3205,68,MX,MX_BCN
2020-06-09,Baja California,116,15,242,28,0,7019,1513,11500,3233,68,MX,MX_BCN
2020-06-10,Baja California,120,25,254,37,0,7139,1538,11754,3270,68,MX,MX_BCN
2020-06-11,Baja California,111,15,254,28,0,7250,1553,12008,3298,68,MX,MX_BCN
2020-06-12,Baja California,68,22,183,23,0,7318,1575,12191,3321,68,MX,MX_BCN
2020-06-13,Baja California,77,16,136,28,0,7395,1591,12327,3349,68,MX,MX_BCN
2020-06-14,Baja California,59,19,127,29,0,7454,1610,12454,3378,68,MX,MX_BCN
2020-06-15,Baja California,44,15,223,5,0,7498,1625,12677,3383,68,MX,MX_BCN
2020-06-16,Baja California,27,6,260,4,0,7525,1631,12937,3387,68,MX,MX_BCN
2020-06-17,Baja California,3,7,190,1,0,7528,1638,13127,3388,68,MX,MX_BCN
2020-06-18,Baja California,0,0,41,0,,7528,1638,13168,3388,68,MX,MX_BCN
2020-01-13,Baja California Sur,0,,0,,,0,0,0,0,0,MX,MX_BCS
2020-01-14,Baja California Sur,0,,0,,,0,0,0,0,0,MX,MX_BCS
