date,subregion1_code,total_confirmed,total_deceased,total_hospitalized,total_intensive_care,new_confirmed,new_deceased,new_hospitalized,new_intensive_care,country_code,key
2020-02-26,MD,6,,,,4,,,,ES,ES_MD
2020-02-27,MD,10,,,,4,,,,ES,ES_MD
2020-02-28,MD,20,,,,10,,,,ES,ES_MD
2020-02-29,MD,27,,,,7,,,,ES,ES_MD
2020-03-01,MD,53,,,,26,,,,ES,ES_MD
2020-03-02,MD,96,,,,43,,,,ES,ES_MD
2020-03-03,MD,142,,,,46,,,,ES,ES_MD
2020-03-04,MD,199,,,,57,,,,ES,ES_MD
2020-03-05,MD,311,,,,112,,,,ES,ES_MD
2020-03-06,MD,515,,,,204,,,,ES,ES_MD
2020-03-07,MD,738,,,,223,,,,ES,ES_MD
2020-03-08,MD,1003,16,,61,265,,,,ES,ES_MD
2020-03-09,MD,1508,21,,120,505,5,,59,ES,ES_MD
2020-03-10,MD,2213,31,571,184,705,10,,64,ES,ES_MD
2020-03-11,MD,2943,56,868,238,730,25,297,54,ES,ES_MD
2020-03-12,MD,3732,81,1290,307,789,25,422,69,ES,ES_MD
2020-03-13,MD,4672,86,1699,370,940,5,409,63,ES,ES_MD
2020-03-14,MD,5576,213,2207,469,904,127,508,99,ES,ES_MD
2020-03-15,MD,6392,213,2747,566,816,0,540,97,ES,ES_MD
2020-03-16,MD,7653,355,3314,702,1261,142,567,136,ES,ES_MD
2020-03-17,MD,9601,390,3934,850,1948,35,620,148,ES,ES_MD
2020-03-18,MD,11356,498,4874,1011,1755,108,940,161,ES,ES_MD
2020-03-19,MD,13399,628,6189,1196,2043,130,1315,185,ES,ES_MD
2020-03-20,MD,15722,804,7535,1401,2323,176,1346,205,ES,ES_MD
2020-03-21,MD,17397,1021,9063,1532,1675,217,1528,131,ES,ES_MD
2020-03-22,MD,18900,1263,10771,1664,1503,242,1708,132,ES,ES_MD
2020-03-23,MD,21569,1535,12053,1813,2669,272,1282,149,ES,ES_MD
2020-03-24,MD,24475,1825,13297,1962,2906,290,1244,149,ES,ES_MD
2020-03-25,MD,27422,2090,15024,2117,2947,265,1727,155,ES,ES_MD
2020-03-26,MD,30796,2412,17093,2272,3374,322,2069,155,ES,ES_MD
2020-03-27,MD,33162,2757,19098,2369,2366,345,2005,97,ES,ES_MD
2020-03-28,MD,34189,3082,21311,2423,1027,325,2213,54,ES,ES_MD
2020-03-29,MD,35061,3392,23125,2464,872,310,1814,41,ES,ES_MD
2020-03-30,MD,37607,3603,23913,2554,2546,211,788,90,ES,ES_MD
2020-03-31,MD,39409,3865,24553,2627,1802,262,640,73,ES,ES_MD
2020-04-01,MD,41199,4175,26112,2694,1790,310,1559,67,ES,ES_MD
2020-04-02,MD,43038,4483,27325,2764,1839,308,1213,70,ES,ES_MD
2020-04-03,MD,44779,4723,28420,2821,1741,240,1095,57,ES,ES_MD
2020-04-04,MD,45671,4941,29542,2854,892,218,1122,33,ES,ES_MD
2020-04-05,MD,46197,5136,30490,2879,526,195,948,25,ES,ES_MD
2020-04-06,MD,47763,5371,31109,2958,1566,235,619,79,ES,ES_MD
2020-04-07,MD,49160,5586,31554,3002,1397,215,445,44,ES,ES_MD
2020-04-08,MD,50580,5800,32487,3038,1420,214,933,36,ES,ES_MD
2020-04-09,MD,51535,5972,33278,3061,955,172,791,23,ES,ES_MD
2020-04-10,MD,52400,6084,33986,3091,865,112,708,30,ES,ES_MD
2020-04-11,MD,52944,6278,34545,3105,544,194,559,14,ES,ES_MD
2020-04-12,MD,53285,6423,35053,3122,341,145,508,17,ES,ES_MD
2020-04-13,MD,54287,6568,35400,3153,1002,145,347,31,ES,ES_MD
2020-04-14,MD,55398,6724,35688,3180,1111,156,288,27,ES,ES_MD
2020-04-15,MD,56304,6877,36251,3203,906,153,563,23,ES,ES_MD
2020-04-16,MD,57157,7007,36851,3214,853,130,600,11,ES,ES_MD
2020-04-17,MD,57978,7132,37248,3228,821,125,397,14,ES,ES_MD
2020-04-18,MD,58466,7239,37626,3238,488,107,378,10,ES,ES_MD
2020-04-19,MD,58673,7351,37970,3248,207,112,344,10,ES,ES_MD
2020-04-20,MD,59300,7460,38161,3278,627,109,191,30,ES,ES_MD
2020-04-21,MD,59950,7577,38328,3283,650,117,167,5,ES,ES_MD
2020-04-22,MD,60657,7684,38620,3288,707,107,292,5,ES,ES_MD
2020-04-23,MD,61099,7765,38837,3305,442,81,217,17,ES,ES_MD
2020-04-24,MD,61619,7848,39064,3307,520,83,227,2,ES,ES_MD
2020-04-25,MD,61855,7922,39217,3308,236,74,153,1,ES,ES_MD
2020-04-26,MD,61985,7986,39350,3309,130,64,133,1,ES,ES_MD
2020-04-27,MD,62579,8048,39423,3338,594,62,73,29,ES,ES_MD
2020-04-28,MD,63079,8105,39850,3355,500,57,427,17,ES,ES_MD
2020-04-29,MD,63454,8176,40076,3377,375,71,226,22,ES,ES_MD
2020-04-30,MD,63747,8222,40293,3392,293,46,217,15,ES,ES_MD
2020-05-01,MD,63928,8292,40457,3404,181,70,164,12,ES,ES_MD
2020-05-02,MD,64045,8332,40597,3421,117,40,140,17,ES,ES_MD
2020-05-03,MD,64157,8376,40741,3431,112,44,144,10,ES,ES_MD
2020-05-04,MD,64489,8420,40851,3442,332,44,110,11,ES,ES_MD
2020-05-05,MD,64820,8466,41031,3465,331,46,180,23,ES,ES_MD
2020-05-06,MD,65093,8504,41159,3485,273,38,128,20,ES,ES_MD
2020-05-07,MD,65333,8552,41304,3493,240,48,145,8,ES,ES_MD
2020-05-08,MD,65555,8598,41436,3508,222,46,132,15,ES,ES_MD
2020-05-09,MD,65641,8644,41559,3520,86,46,123,12,ES,ES_MD
2020-05-10,MD,65693,8683,41650,3529,52,39,91,9,ES,ES_MD
2020-05-11,MD,65887,8720,41735,3543,194,37,85,14,ES,ES_MD
2020-05-12,MD,66106,8760,41856,3555,219,40,121,12,ES,ES_MD
2020-05-13,MD,66315,8779,41962,3564,209,19,106,9,ES,ES_MD
2020-05-14,MD,66523,8809,42057,3574,208,30,95,10,ES,ES_MD
2020-05-15,MD,66639,8826,42157,3577,116,17,100,3,ES,ES_MD
2020-05-16,MD,66663,8847,42227,3584,24,21,70,7,ES,ES_MD
2020-05-17,MD,66702,8863,42283,3594,39,16,56,10,ES,ES_MD
2020-05-18,MD,66828,8894,42350,3600,126,31,67,6,ES,ES_MD
2020-05-19,MD,66967,8912,42422,3610,139,18,72,10,ES,ES_MD
2020-05-20,MD,67049,8931,42497,3617,82,19,75,7,ES,ES_MD
2020-02-20,ML,0,,,,,,,,ES,ES_ML
2020-02-21,ML,0,,,,0,,,,ES,ES_ML
2020-02-22,ML,0,,,,0,,,,ES,ES_ML
2020-02-23,ML,0,,,,0,,,,ES,ES_ML
2020-02-24,ML,0,,,,0,,,,ES,ES_ML
2020-02-25,ML,0,,,,0,,,,ES,ES_ML
2020-02-26,ML,0,,,,0,,,,ES,ES_ML
2020-02-27,ML,0,,,,0,,,,ES,ES_ML
2020-02-28,ML,0,,,,0,,,,ES,ES_ML
2020-02-29,ML,0,,,,0,,,,ES,ES_ML
2020-03-01,ML,0,,,,0,,,,ES,ES_ML
2020-03-02,ML,0,,,,0,,,,ES,ES_ML
2020-03-03,ML,0,,,,0,,,,ES,ES_ML
2020-03-04,ML,0,,,,0,,,,ES,ES_ML
2020-03-05,ML,0,,,,0,,,,ES,ES_ML
2020-03-06,ML,0,,,,0,,,,ES,ES_ML
2020-03-07,ML,0,,,,0,,,,ES,ES_ML
2020-03-08,ML,0,0,,0,0,,,,ES,ES_ML
2020-03-09,ML,0,0,,0,0,0,,0,ES,ES_ML
2020-03-10,ML,0,0,0,0,0,0,,0,ES,ES_ML
2020-03-11,ML,0,0,0,0,0,0,0,0,ES,ES_ML
2020-03-12,ML,2,0,3,0,2,0,3,0,ES,ES_ML
2020-03-13,ML,3,0,3,0,1,0,0,0,ES,ES_ML
2020-03-14,ML,8,0,4,0,5,0,1,0,ES,ES_ML
2020-03-15,ML,8,0,4,0,0,0,0,0,ES,ES_ML
2020-03-16,ML,17,0,4,0,9,0,0,0,ES,ES_ML
2020-03-17,ML,20,0,4,0,3,0,0,0,ES,ES_ML
2020-03-18,ML,23,0,4,0,3,0,0,0,ES,ES_ML
2020-03-19,ML,24,0,5,1,1,0,1,1,ES,ES_ML
2020-03-20,ML,25,0,8,1,1,0,3,0,ES,ES_ML
2020-03-21,ML,25,0,12,1,0,0,4,0,ES,ES_ML
2020-03-22,ML,28,0,12,1,3,0,0,0,ES,ES_ML
2020-03-23,ML,28,0,12,1,0,0,0,0,ES,ES_ML
2020-03-24,ML,38,0,14,2,10,0,2,1,ES,ES_ML
2020-03-25,ML,39,1,16,2,1,1,2,0,ES,ES_ML
2020-03-26,ML,42,1,18,2,3,0,2,0,ES,ES_ML
2020-03-27,ML,45,1,22,2,3,0,4,0,ES,ES_ML
2020-03-28,ML,48,1,24,2,3,0,2,0,ES,ES_ML
2020-03-29,ML,51,1,27,3,3,0,3,1,ES,ES_ML
2020-03-30,ML,54,1,27,3,3,0,0,0,ES,ES_ML
2020-03-31,ML,62,1,32,3,8,0,5,0,ES,ES_ML
2020-04-01,ML,62,1,32,3,0,0,0,0,ES,ES_ML
2020-04-02,ML,70,2,34,3,8,1,2,0,ES,ES_ML
2020-04-03,ML,79,2,37,3,9,0,3,0,ES,ES_ML
2020-04-04,ML,83,2,38,3,4,0,1,0,ES,ES_ML
2020-04-05,ML,86,2,38,3,3,0,0,0,ES,ES_ML
2020-04-06,ML,92,2,40,3,6,0,2,0,ES,ES_ML
2020-04-07,ML,93,2,40,3,1,0,0,0,ES,ES_ML
2020-04-08,ML,93,2,40,3,0,0,0,0,ES,ES_ML
2020-04-09,ML,95,2,41,3,2,0,1,0,ES,ES_ML
2020-04-10,ML,98,2,43,3,3,0,2,0,ES,ES_ML
2020-04-11,ML,98,2,43,3,0,0,0,0,ES,ES_ML
2020-04-12,ML,101,2,43,3,3,0,0,0,ES,ES_ML
2020-04-13,ML,101,2,43,3,0,0,0,0,ES,ES_ML
2020-04-14,ML,102,2,43,3,1,0,0,0,ES,ES_ML
2020-04-15,ML,103,2,43,3,1,0,0,0,ES,ES_ML
2020-04-16,ML,104,2,44,3,1,0,1,0,ES,ES_ML
2020-04-17,ML,104,2,44,3,0,0,0,0,ES,ES_ML
2020-04-18,ML,104,2,44,3,0,0,0,0,ES,ES_ML
2020-04-19,ML,104,2,44,3,0,0,0,0,ES,ES_ML
2020-04-20,ML,105,2,44,3,1,0,0,0,ES,ES_ML
2020-04-21,ML,105,2,44,3,0,0,0,0,ES,ES_ML
2020-04-22,ML,106,2,44,3,1,0,0,0,ES,ES_ML
2020-04-23,ML,107,2,44,3,1,0,0,0,ES,ES_ML
2020-04-24,ML,108,2,44,3,1,0,0,0,ES,ES_ML
2020-04-25,ML,110,2,44,3,2,0,0,0,ES,ES_ML
2020-04-26,ML,110,2,44,3,0,0,0,0,ES,ES_ML
2020-04-27,ML,114,2,44,3,4,0,0,0,ES,ES_ML
2020-04-28,ML,114,2,44,3,0,0,0,0,ES,ES_ML
2020-04-29,ML,114,2,44,3,0,0,0,0,ES,ES_ML
2020-04-30,ML,115,2,44,3,1,0,0,0,ES,ES_ML
2020-05-01,ML,115,2,44,3,0,0,0,0,ES,ES_ML
2020-05-02,ML,117,2,44,3,2,0,0,0,ES,ES_ML
2020-05-03,ML,119,2,44,3,2,0,0,0,ES,ES_ML
2020-05-04,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-05,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-06,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-07,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-08,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-09,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-10,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-11,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-12,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-13,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-14,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-15,ML,119,2,44,3,0,0,0,0,ES,ES_ML
2020-05-16,ML,121,2,44,3,2,0,0,0,ES,ES_ML
2020-05-17,ML,121,2,44,3,0,0,0,0,ES,ES_ML
2020-05-18,ML,121,2,44,3,0,0,0,0,ES,ES_ML
2020-05-19,ML,121,2,44,3,0,0,0,0,ES,ES_ML
2020-05-20,ML,121,2,44,3,0,0,0,0,ES,ES_ML
2020-02-20,NC,0,,,,,,,,ES,ES_NC
2020-02-21,NC,0,,,,0,,,,ES,ES_NC
2020-02-22,NC,0,,,,0,,,,ES,ES_NC
2020-02-23,NC,0,,,,0,,,,ES,ES_NC
2020-02-24,NC,0,,,,0,,,,ES,ES_NC
2020-02-25,NC,0,,,,0,,,,ES,ES_NC
2020-02-26,NC,0,,,,0,,,,ES,ES_NC
2020-02-27,NC,0,,,,0,,,,ES,ES_NC
2020-02-28,NC,0,,,,0,,,,ES,ES_NC
2020-02-29,NC,1,,,,1,,,,ES,ES_NC
2020-03-01,NC,1,,,,0,,,,ES,ES_NC
2020-03-02,NC,1,,,,0,,,,ES,ES_NC
2020-03-03,NC,3,,,,2,,,,ES,ES_NC
2020-03-04,NC,3,,,,0,,,,ES,ES_NC
2020-03-05,NC,3,,,,0,,,,ES,ES_NC
2020-03-06,NC,3,,,,0,,,,ES,ES_NC
2020-03-07,NC,3,,,,0,,,,ES,ES_NC
2020-03-08,NC,3,0,,1,0,,,,ES,ES_NC
2020-03-09,NC,12,0,,2,9,0,,1,ES,ES_NC
2020-03-10,NC,46,0,10,3,34,0,,1,ES,ES_NC
2020-03-11,NC,73,0,17,3,27,0,7,0,ES,ES_NC
2020-03-12,NC,130,0,28,4,57,0,11,1,ES,ES_NC
2020-03-13,NC,146,0,28,4,16,0,0,0,ES,ES_NC
2020-03-14,NC,183,0,34,4,37,0,6,0,ES,ES_NC
2020-03-15,NC,274,1,58,5,91,1,24,1,ES,ES_NC
2020-03-16,NC,313,2,72,10,39,1,14,5,ES,ES_NC
2020-03-17,NC,386,3,93,10,73,1,21,0,ES,ES_NC
2020-03-18,NC,482,4,132,11,96,1,39,1,ES,ES_NC
2020-03-19,NC,554,5,172,19,72,1,40,8,ES,ES_NC
2020-03-20,NC,664,9,222,25,110,4,50,6,ES,ES_NC
2020-03-21,NC,794,14,288,30,130,5,66,5,ES,ES_NC
2020-03-22,NC,886,24,339,40,92,10,51,10,ES,ES_NC
2020-03-23,NC,1014,31,405,45,128,7,66,5,ES,ES_NC
2020-03-24,NC,1197,33,506,51,183,2,101,6,ES,ES_NC
2020-03-25,NC,1411,49,649,54,214,16,143,3,ES,ES_NC
2020-03-26,NC,1641,58,732,75,230,9,83,21,ES,ES_NC
2020-03-27,NC,1829,70,827,84,188,12,95,9,ES,ES_NC
2020-03-28,NC,2011,84,896,90,182,14,69,6,ES,ES_NC
2020-03-29,NC,2146,102,955,96,135,18,59,6,ES,ES_NC
2020-03-30,NC,2305,113,1035,99,159,11,80,3,ES,ES_NC
2020-03-31,NC,2497,130,1120,104,192,17,85,5,ES,ES_NC
2020-04-01,NC,2682,141,1181,108,185,11,61,4,ES,ES_NC
2020-04-02,NC,2836,151,1284,119,154,10,103,11,ES,ES_NC
2020-04-03,NC,2972,171,1341,120,136,20,57,1,ES,ES_NC
2020-04-04,NC,3073,178,1399,123,101,7,58,3,ES,ES_NC
2020-04-05,NC,3231,187,1432,124,158,9,33,1,ES,ES_NC
2020-04-06,NC,3355,202,1488,124,124,15,56,0,ES,ES_NC
2020-04-07,NC,3467,206,1526,124,112,4,38,0,ES,ES_NC
2020-04-08,NC,3575,214,1526,124,108,8,0,0,ES,ES_NC
2020-04-09,NC,3748,218,1620,124,173,4,94,0,ES,ES_NC
2020-04-10,NC,3817,227,1641,124,69,9,21,0,ES,ES_NC
2020-04-11,NC,3969,232,1663,124,152,5,22,0,ES,ES_NC
2020-04-12,NC,4092,239,1693,124,123,7,30,0,ES,ES_NC
2020-04-13,NC,4150,249,1705,124,58,10,12,0,ES,ES_NC
2020-04-14,NC,4246,252,1731,124,96,3,26,0,ES,ES_NC
2020-04-15,NC,4348,261,1752,124,102,9,21,0,ES,ES_NC
2020-04-16,NC,4433,338,1781,124,85,77,29,0,ES,ES_NC
2020-04-17,NC,4349,354,1829,127,-84,16,48,3,ES,ES_NC
2020-04-18,NC,4413,369,1843,127,64,15,14,0,ES,ES_NC
2020-04-19,NC,4449,385,1856,128,36,16,13,1,ES,ES_NC
2020-04-20,NC,4475,397,1877,128,26,12,21,0,ES,ES_NC
2020-04-21,NC,4531,401,1894,128,56,4,17,0,ES,ES_NC
2020-04-22,NC,4577,409,1907,129,46,8,13,1,ES,ES_NC
2020-04-23,NC,4581,417,1915,129,4,8,8,0,ES,ES_NC
2020-04-24,NC,4627,429,1937,129,46,12,22,0,ES,ES_NC
2020-04-25,NC,4712,431,1942,129,85,2,5,0,ES,ES_NC
2020-04-26,NC,4733,432,1942,130,21,1,0,1,ES,ES_NC
2020-04-27,NC,4759,432,1945,130,26,0,3,0,ES,ES_NC
2020-04-28,NC,4794,448,1951,130,35,16,6,0,ES,ES_NC
2020-04-29,NC,4815,451,1965,132,21,3,14,2,ES,ES_NC
2020-04-30,NC,4848,458,1977,132,33,7,12,0,ES,ES_NC
2020-05-01,NC,4888,460,1979,132,40,2,2,0,ES,ES_NC
2020-05-02,NC,4902,462,1986,133,14,2,7,1,ES,ES_NC
2020-05-03,NC,4918,466,1990,133,16,4,4,0,ES,ES_NC
2020-05-04,NC,4936,471,1995,134,18,5,5,1,ES,ES_NC
2020-05-05,NC,4966,476,2005,135,30,5,10,1,ES,ES_NC
2020-05-06,NC,4983,480,2015,135,17,4,10,0,ES,ES_NC
2020-05-07,NC,5006,484,2015,135,23,4,0,0,ES,ES_NC
2020-05-08,NC,5039,487,2021,135,33,3,6,0,ES,ES_NC
2020-05-09,NC,5052,488,2023,135,13,1,2,0,ES,ES_NC
2020-05-10,NC,5065,490,2029,135,13,2,6,0,ES,ES_NC
2020-05-11,NC,5081,493,2039,135,16,3,10,0,ES,ES_NC
2020-05-12,NC,5094,494,2042,135,13,1,3,0,ES,ES_NC
2020-05-13,NC,5105,498,2045,135,11,4,3,0,ES,ES_NC
2020-05-14,NC,5116,500,2045,136,11,2,0,1,ES,ES_NC
2020-05-15,NC,5137,501,2045,136,21,1,0,0,ES,ES_NC
2020-05-16,NC,5148,503,2045,136,11,2,0,0,ES,ES_NC
2020-05-17,NC,5178,503,2045,136,30,0,0,0,ES,ES_NC
2020-05-18,NC,5183,503,2045,136,5,0,0,0,ES,ES_NC
2020-05-19,NC,5192,503,2048,136,9,0,3,0,ES,ES_NC
2020-05-20,NC,5195,506,2048,136,3,3,0,0,ES,ES_NC
2020-02-20,PV,0,,,,,,,,ES,ES_PV
2020-02-21,PV,0,,,,0,,,,ES,ES_PV
2020-02-22,PV,0,,,,0,,,,ES,ES_PV
2020-02-23,PV,0,,,,0,,,,ES,ES_PV
2020-02-24,PV,0,,,,0,,,,ES,ES_PV
2020-02-25,PV,0,,,,0,,,,ES,ES_PV
2020-02-26,PV,0,,,,0,,,,ES,ES_PV
2020-02-27,PV,0,,,,0,,,,ES,ES_PV
2020-02-28,PV,2,,,,2,,,,ES,ES_PV
2020-02-29,PV,3,,,,1,,,,ES,ES_PV
2020-03-01,PV,9,,,,6,,,,ES,ES_PV
2020-03-02,PV,13,,,,4,,,,ES,ES_PV
2020-03-03,PV,17,,,,4,,,,ES,ES_PV
2020-03-04,PV,17,,,,0,,,,ES,ES_PV
2020-03-05,PV,45,,,,28,,,,ES,ES_PV
2020-03-06,PV,45,,,,0,,,,ES,ES_PV
2020-03-07,PV,70,,,,25,,,,ES,ES_PV
2020-03-08,PV,149,6,,5,79,,,,ES,ES_PV
2020-03-09,PV,195,6,,5,46,0,,0,ES,ES_PV
2020-03-10,PV,225,6,102,15,30,0,,10,ES,ES_PV
2020-03-11,PV,346,11,146,18,121,5,44,3,ES,ES_PV
2020-03-12,PV,417,14,179,20,71,3,33,2,ES,ES_PV
2020-03-13,PV,521,14,179,22,104,0,0,2,ES,ES_PV
2020-03-14,PV,630,23,262,29,109,9,83,7,ES,ES_PV
2020-03-15,PV,630,23,262,29,0,0,0,0,ES,ES_PV
2020-03-16,PV,765,36,309,33,135,13,47,4,ES,ES_PV
2020-03-17,PV,973,40,353,37,208,4,44,4,ES,ES_PV
2020-03-18,PV,1190,53,455,44,217,13,102,7,ES,ES_PV
2020-03-19,PV,1465,71,550,53,275,18,95,9,ES,ES_PV
2020-03-20,PV,1725,85,654,71,260,14,104,18,ES,ES_PV
2020-03-21,PV,2097,97,988,81,372,12,334,10,ES,ES_PV
2020-03-22,PV,2421,120,1252,92,324,23,264,11,ES,ES_PV
2020-03-23,PV,2728,133,1425,106,307,13,173,14,ES,ES_PV
2020-03-24,PV,3271,155,1577,119,543,22,152,13,ES,ES_PV
2020-03-25,PV,3946,180,1907,137,675,25,330,18,ES,ES_PV
2020-03-26,PV,4601,207,2270,154,655,27,363,17,ES,ES_PV
2020-03-27,PV,5136,241,2612,176,535,34,342,22,ES,ES_PV
2020-03-28,PV,5740,265,3106,271,604,24,494,95,ES,ES_PV
2020-03-29,PV,6057,297,3427,293,317,32,321,22,ES,ES_PV
2020-03-30,PV,6320,325,3594,307,263,28,167,14,ES,ES_PV
2020-03-31,PV,6838,369,3806,324,518,44,212,17,ES,ES_PV
2020-04-01,PV,7317,412,4087,344,479,43,281,20,ES,ES_PV
2020-04-02,PV,7827,444,4283,363,510,32,196,19,ES,ES_PV
2020-04-03,PV,8187,477,4522,377,360,33,239,14,ES,ES_PV
2020-04-04,PV,8628,515,4666,404,441,38,144,27,ES,ES_PV
2020-04-05,PV,8810,548,4794,410,182,33,128,6,ES,ES_PV
2020-04-06,PV,8974,586,4856,417,164,38,62,7,ES,ES_PV
2020-04-07,PV,9392,635,4982,430,418,49,126,13,ES,ES_PV
2020-04-08,PV,9740,689,5130,433,348,54,148,3,ES,ES_PV
2020-04-09,PV,9992,729,5290,442,252,40,160,9,ES,ES_PV
2020-04-10,PV,10313,765,5402,453,321,36,112,11,ES,ES_PV
2020-04-11,PV,10514,804,5547,459,201,39,145,6,ES,ES_PV
2020-04-12,PV,10674,831,5622,464,160,27,75,5,ES,ES_PV
2020-04-13,PV,10845,859,5679,470,171,28,57,6,ES,ES_PV
2020-04-14,PV,11014,902,5750,471,169,43,71,1,ES,ES_PV
2020-04-15,PV,11203,956,5863,478,189,54,113,7,ES,ES_PV
2020-04-16,PV,11403,992,5939,484,200,36,76,6,ES,ES_PV
2020-04-17,PV,11553,1020,6030,490,150,28,91,6,ES,ES_PV
2020-04-18,PV,11731,1062,6086,499,178,42,56,9,ES,ES_PV
2020-04-19,PV,11789,1081,6109,501,58,19,23,2,ES,ES_PV
2020-04-20,PV,11843,1103,6141,507,54,22,32,6,ES,ES_PV
2020-04-21,PV,11974,1124,6201,513,131,21,60,6,ES,ES_PV
2020-04-22,PV,12094,1167,6260,516,120,43,59,3,ES,ES_PV
2020-04-23,PV,12204,1193,6315,518,110,26,55,2,ES,ES_PV
2020-04-24,PV,12366,1212,6375,525,162,19,60,7,ES,ES_PV
2020-04-25,PV,12455,1230,6426,533,89,18,51,8,ES,ES_PV
2020-04-26,PV,12513,1241,6457,538,58,11,31,5,ES,ES_PV
2020-04-27,PV,12564,1255,6482,539,51,14,25,1,ES,ES_PV
2020-04-28,PV,12619,1274,6522,540,55,19,40,1,ES,ES_PV
2020-04-29,PV,12701,1296,6561,541,82,22,39,1,ES,ES_PV
2020-04-30,PV,12824,1312,6607,544,123,16,46,3,ES,ES_PV
2020-05-01,PV,12899,1321,6659,551,75,9,52,7,ES,ES_PV
2020-05-02,PV,12944,1329,6692,553,45,8,33,2,ES,ES_PV
2020-05-03,PV,12956,1341,6719,554,12,12,27,1,ES,ES_PV
2020-05-04,PV,12987,1353,6736,556,31,12,17,2,ES,ES_PV
2020-05-05,PV,13021,1364,6781,559,34,11,45,3,ES,ES_PV
2020-05-06,PV,13054,1383,6797,561,33,19,16,2,ES,ES_PV
2020-05-07,PV,13104,1390,6818,566,50,7,21,5,ES,ES_PV
2020-05-08,PV,13161,1403,6865,568,57,13,47,2,ES,ES_PV
2020-05-09,PV,13193,1418,6902,571,32,15,37,3,ES,ES_PV
2020-05-10,PV,13203,1423,6922,573,10,5,20,2,ES,ES_PV
2020-05-11,PV,13231,1429,6929,574,28,6,7,1,ES,ES_PV
2020-05-12,PV,13260,1442,6955,575,29,13,26,1,ES,ES_PV
2020-05-13,PV,13303,1454,6994,577,43,12,39,2,ES,ES_PV
2020-05-14,PV,13332,1454,7009,578,29,0,15,1,ES,ES_PV
2020-05-15,PV,13348,1455,7011,578,16,1,2,0,ES,ES_PV
2020-05-16,PV,13364,1459,7015,578,16,4,4,0,ES,ES_PV
2020-05-17,PV,13371,1466,7016,578,7,7,1,0,ES,ES_PV
2020-05-18,PV,13386,1470,7021,578,15,4,5,0,ES,ES_PV
2020-05-19,PV,13412,1480,7024,578,26,10,3,0,ES,ES_PV
2020-05-20,PV,13421,1483,7032,578,9,3,8,0,ES,ES_PV
2020-02-20,RI,0,,,,,,,,ES,ES_RI
2020-02-21,RI,0,,,,0,,,,ES,ES_RI
2020-02-22,RI,0,,,,0,,,,ES,ES_RI
2020-02-23,RI,0,,,,0,,,,ES,ES_RI
2020-02-24,RI,0,,,,0,,,,ES,ES_RI
2020-02-25,RI,0,,,,0,,,,ES,ES_RI
2020-02-26,RI,0,,,,0,,,,ES,ES_RI
2020-02-27,RI,0,,,,0,,,,ES,ES_RI
2020-02-28,RI,0,,,,0,,,,ES,ES_RI
2020-02-29,RI,0,,,,0,,,,ES,ES_RI
2020-03-01,RI,1,,,,1,,,,ES,ES_RI
2020-03-02,RI,2,,,,1,,,,ES,ES_RI
2020-03-03,RI,7,,,,5,,,,ES,ES_RI
2020-03-04,RI,17,,,,10,,,,ES,ES_RI
2020-03-05,RI,29,,,,12,,,,ES,ES_RI
2020-03-06,RI,47,,,,18,,,,ES,ES_RI
2020-03-07,RI,70,,,,23,,,,ES,ES_RI
2020-03-08,RI,102,0,,1,32,,,,ES,ES_RI
2020-03-09,RI,155,1,,1,53,1,,0,ES,ES_RI
2020-03-10,RI,185,2,13,1,30,1,,0,ES,ES_RI
2020-03-11,RI,220,2,21,1,35,0,8,0,ES,ES_RI
2020-03-12,RI,259,3,27,2,39,1,6,1,ES,ES_RI
2020-03-13,RI,292,3,38,2,33,0,11,0,ES,ES_RI
2020-03-14,RI,300,3,58,7,8,0,20,5,ES,ES_RI
2020-03-15,RI,312,4,64,13,12,1,6,6,ES,ES_RI
2020-03-16,RI,355,5,82,13,43,1,18,0,ES,ES_RI
2020-03-17,RI,419,5,99,13,64,0,17,0,ES,ES_RI
2020-03-18,RI,468,5,121,15,49,0,22,2,ES,ES_RI
2020-03-19,RI,497,7,122,15,29,2,1,0,ES,ES_RI
2020-03-20,RI,564,15,128,17,67,8,6,2,ES,ES_RI
2020-03-21,RI,654,18,134,17,90,3,6,0,ES,ES_RI
2020-03-22,RI,747,22,166,22,93,4,32,5,ES,ES_RI
2020-03-23,RI,802,30,206,24,55,8,40,2,ES,ES_RI
2020-03-24,RI,928,37,254,33,126,7,48,9,ES,ES_RI
2020-03-25,RI,995,43,316,36,67,6,62,3,ES,ES_RI
2020-03-26,RI,1236,55,388,43,241,12,72,7,ES,ES_RI
2020-03-27,RI,1436,65,458,43,200,10,70,0,ES,ES_RI
2020-03-28,RI,1629,68,497,43,193,3,39,0,ES,ES_RI
