date,match_string,total_confirmed,total_deceased,total_recovered,new_confirmed,new_deceased,new_recovered,country_code,key
2020-04-08,acores,70,0,,2,0,0,PT,PT_20
2020-04-09,acores,91,1,,21,1,0,PT,PT_20
2020-04-10,acores,94,2,,3,1,0,PT,PT_20
2020-04-11,acores,94,3,,0,1,0,PT,PT_20
2020-04-12,acores,94,4,,0,1,0,PT,PT_20
2020-04-13,acores,94,4,,0,0,0,PT,PT_20
2020-04-14,acores,100,4,,6,0,0,PT,PT_20
2020-04-15,acores,100,4,,0,0,0,PT,PT_20
2020-04-16,acores,102,4,,2,0,0,PT,PT_20
2020-04-17,acores,102,4,,0,0,0,PT,PT_20
2020-04-18,acores,104,4,,2,0,0,PT,PT_20
2020-04-19,acores,106,5,,2,1,0,PT,PT_20
2020-04-20,acores,107,6,,1,1,0,PT,PT_20
2020-04-21,acores,107,6,,0,0,0,PT,PT_20
2020-04-22,acores,109,6,,2,0,0,PT,PT_20
2020-04-23,acores,109,8,,0,2,0,PT,PT_20
2020-04-24,acores,109,8,,0,0,0,PT,PT_20
2020-04-25,acores,111,8,,2,0,0,PT,PT_20
2020-04-26,acores,120,8,,9,0,0,PT,PT_20
2020-04-27,acores,120,9,,0,1,0,PT,PT_20
2020-04-28,acores,121,10,,1,1,0,PT,PT_20
2020-04-29,acores,125,12,,4,2,0,PT,PT_20
2020-04-30,acores,127,12,,2,0,0,PT,PT_20
2020-05-01,acores,127,12,,0,0,0,PT,PT_20
2020-05-02,acores,131,13,,4,1,0,PT,PT_20
2020-05-03,acores,132,13,,1,0,0,PT,PT_20
2020-05-04,acores,132,13,,0,0,0,PT,PT_20
2020-05-05,acores,132,13,,0,0,0,PT,PT_20
2020-05-06,acores,132,13,,0,0,0,PT,PT_20
2020-05-07,acores,132,14,,0,1,0,PT,PT_20
2020-05-08,acores,135,14,,3,0,0,PT,PT_20
2020-05-09,acores,135,14,,0,0,0,PT,PT_20
2020-05-10,acores,135,14,,0,0,0,PT,PT_20
2020-05-11,acores,135,14,,0,0,0,PT,PT_20
2020-05-12,acores,135,15,,0,1,0,PT,PT_20
2020-05-13,acores,135,15,,0,0,0,PT,PT_20
2020-05-14,acores,135,15,,0,0,0,PT,PT_20
2020-05-15,acores,135,15,,0,0,0,PT,PT_20
2020-05-16,acores,135,15,,0,0,0,PT,PT_20
2020-05-17,acores,135,15,,0,0,0,PT,PT_20
2020-05-18,acores,135,15,,0,0,0,PT,PT_20
2020-05-19,acores,135,15,,0,0,0,PT,PT_20
2020-05-20,acores,135,15,,0,0,0,PT,PT_20
2020-05-21,acores,135,15,,0,0,0,PT,PT_20
2020-05-22,acores,135,15,,0,0,0,PT,PT_20
2020-05-23,acores,135,15,,0,0,0,PT,PT_20
2020-05-24,acores,135,15,,0,0,0,PT,PT_20
2020-05-25,acores,135,15,,0,0,0,PT,PT_20
2020-05-26,acores,135,15,,0,0,0,PT,PT_20
2020-05-27,acores,135,15,,0,0,0,PT,PT_20
2020-05-28,acores,135,15,,0,0,0,PT,PT_20
2020-05-29,acores,135,15,,0,0,0,PT,PT_20
2020-05-30,acores,135,15,,0,0,0,PT,PT_20
2020-05-31,acores,135,15,,0,0,0,PT,PT_20
2020-06-01,acores,137,15,,2,0,0,PT,PT_20
2020-06-02,acores,137,15,,0,0,0,PT,PT_20
2020-06-03,acores,138,15,,1,0,0,PT,PT_20
2020-06-04,acores,138,15,,0,0,0,PT,PT_20
2020-06-05,acores,140,15,,2,0,0,PT,PT_20
2020-06-06,acores,141,15,,1,0,0,PT,PT_20
2020-06-07,acores,141,15,,0,0,0,PT,PT_20
2020-06-08,acores,142,15,,1,0,0,PT,PT_20
2020-06-09,acores,142,15,,0,0,0,PT,PT_20
2020-06-10,acores,142,15,,0,0,0,PT,PT_20
2020-06-11,acores,143,15,,1,0,0,PT,PT_20
2020-06-12,acores,143,15,,0,0,0,PT,PT_20
2020-06-13,acores,143,15,,0,0,0,PT,PT_20
2020-06-14,acores,143,15,,0,0,0,PT,PT_20
2020-06-15,acores,143,15,,0,0,0,PT,PT_20
2020-06-16,acores,143,15,,0,0,0,PT,PT_20
2020-06-17,acores,143,15,,0,0,0,PT,PT_20
2020-06-18,acores,143,15,,0,0,0,PT,PT_20
2020-06-19,acores,143,15,,0,0,0,PT,PT_20
2020-06-20,acores,143,15,,0,0,0,PT,PT_20
2020-02-26,alentejo,0,0,,,,,PT,PT_18
2020-02-27,alentejo,0,0,,0,0,,PT,PT_18
2020-02-28,alentejo,0,0,,0,0,,PT,PT_18
2020-02-29,alentejo,0,0,,0,0,,PT,PT_18
2020-03-01,alentejo,0,0,,0,0,,PT,PT_18
2020-03-02,alentejo,0,0,,0,0,,PT,PT_18
2020-03-03,alentejo,0,0,,0,0,,PT,PT_18
2020-03-04,alentejo,0,0,,0,0,,PT,PT_18
2020-03-05,alentejo,0,0,,0,0,,PT,PT_18
2020-03-06,alentejo,0,0,,0,0,,PT,PT_18
2020-03-07,alentejo,0,0,,0,0,,PT,PT_18
2020-03-08,alentejo,0,0,,0,0,,PT,PT_18
2020-03-09,alentejo,0,0,,0,0,,PT,PT_18
2020-03-10,alentejo,0,0,,0,0,,PT,PT_18
2020-03-11,alentejo,0,0,,0,0,,PT,PT_18
2020-03-12,alentejo,0,0,,0,0,,PT,PT_18
2020-03-13,alentejo,0,0,,0,0,,PT,PT_18
2020-03-14,alentejo,0,0,,0,0,,PT,PT_18
2020-03-15,alentejo,0,0,,0,0,,PT,PT_18
2020-03-16,alentejo,0,0,,0,0,,PT,PT_18
2020-03-17,alentejo,0,0,,0,0,,PT,PT_18
2020-03-18,alentejo,2,0,,2,0,,PT,PT_18
2020-03-19,alentejo,2,0,,0,0,,PT,PT_18
2020-03-20,alentejo,2,0,,0,0,,PT,PT_18
2020-03-21,alentejo,3,0,,1,0,,PT,PT_18
2020-03-22,alentejo,5,0,,2,0,,PT,PT_18
2020-03-23,alentejo,5,0,0,0,0,,PT,PT_18
2020-03-24,alentejo,6,0,0,1,0,0,PT,PT_18
2020-03-25,alentejo,12,0,0,6,0,0,PT,PT_18
2020-03-26,alentejo,20,0,0,8,0,0,PT,PT_18
2020-03-27,alentejo,30,0,0,10,0,0,PT,PT_18
2020-03-28,alentejo,34,0,0,4,0,0,PT,PT_18
2020-03-29,alentejo,41,0,0,7,0,0,PT,PT_18
2020-03-30,alentejo,45,0,0,4,0,0,PT,PT_18
2020-03-31,alentejo,50,0,0,5,0,0,PT,PT_18
2020-04-01,alentejo,54,0,0,4,0,0,PT,PT_18
2020-04-02,alentejo,59,0,,5,0,0,PT,PT_18
2020-04-03,alentejo,62,1,,3,1,0,PT,PT_18
2020-04-04,alentejo,63,0,,1,-1,0,PT,PT_18
2020-04-05,alentejo,82,0,,19,0,0,PT,PT_18
2020-04-06,alentejo,84,0,,2,0,0,PT,PT_18
2020-04-07,alentejo,85,0,,1,0,0,PT,PT_18
2020-04-08,alentejo,93,0,,8,0,0,PT,PT_18
2020-04-09,alentejo,94,0,,1,0,0,PT,PT_18
2020-04-10,alentejo,125,0,,31,0,0,PT,PT_18
2020-04-11,alentejo,130,0,,5,0,0,PT,PT_18
2020-04-12,alentejo,139,0,,9,0,0,PT,PT_18
2020-04-13,alentejo,140,0,,1,0,0,PT,PT_18
2020-04-14,alentejo,155,0,,15,0,0,PT,PT_18
2020-04-15,alentejo,155,0,,0,0,0,PT,PT_18
2020-04-16,alentejo,156,0,,1,0,0,PT,PT_18
2020-04-17,alentejo,158,0,,2,0,0,PT,PT_18
2020-04-18,alentejo,158,0,,0,0,0,PT,PT_18
2020-04-19,alentejo,158,0,,0,0,0,PT,PT_18
2020-04-20,alentejo,161,0,,3,0,0,PT,PT_18
2020-04-21,alentejo,173,0,,12,0,0,PT,PT_18
2020-04-22,alentejo,176,1,,3,1,0,PT,PT_18
2020-04-23,alentejo,181,1,,5,0,0,PT,PT_18
2020-04-24,alentejo,183,1,,2,0,0,PT,PT_18
2020-04-25,alentejo,185,1,,2,0,0,PT,PT_18
2020-04-26,alentejo,187,1,,2,0,0,PT,PT_18
2020-04-27,alentejo,189,1,,2,0,0,PT,PT_18
2020-04-28,alentejo,201,1,,12,0,0,PT,PT_18
2020-04-29,alentejo,214,1,,13,0,0,PT,PT_18
2020-04-30,alentejo,218,1,,4,0,0,PT,PT_18
2020-05-01,alentejo,218,1,,0,0,0,PT,PT_18
2020-05-02,alentejo,218,1,,0,0,0,PT,PT_18
2020-05-03,alentejo,218,1,,0,0,0,PT,PT_18
2020-05-04,alentejo,218,1,,0,0,0,PT,PT_18
2020-05-05,alentejo,220,1,,2,0,0,PT,PT_18
2020-05-06,alentejo,220,1,,0,0,0,PT,PT_18
2020-05-07,alentejo,220,1,,0,0,0,PT,PT_18
2020-05-08,alentejo,232,1,,12,0,0,PT,PT_18
2020-05-09,alentejo,235,1,,3,0,0,PT,PT_18
2020-05-10,alentejo,235,1,,0,0,0,PT,PT_18
2020-05-11,alentejo,237,1,,2,0,0,PT,PT_18
2020-05-12,alentejo,238,1,,1,0,0,PT,PT_18
2020-05-13,alentejo,238,1,,0,0,0,PT,PT_18
2020-05-14,alentejo,238,1,,0,0,0,PT,PT_18
2020-05-15,alentejo,240,1,,2,0,0,PT,PT_18
2020-05-16,alentejo,241,1,,1,0,0,PT,PT_18
2020-05-17,alentejo,242,1,,1,0,0,PT,PT_18
2020-05-18,alentejo,243,1,,1,0,0,PT,PT_18
2020-05-19,alentejo,245,1,,2,0,0,PT,PT_18
2020-05-20,alentejo,248,1,,3,0,0,PT,PT_18
2020-05-21,alentejo,250,1,,2,0,0,PT,PT_18
2020-05-22,alentejo,251,1,,1,0,0,PT,PT_18
2020-05-23,alentejo,253,1,,2,0,0,PT,PT_18
2020-05-24,alentejo,253,1,,0,0,0,PT,PT_18
2020-05-25,alentejo,253,1,,0,0,0,PT,PT_18
2020-05-26,alentejo,254,1,,1,0,0,PT,PT_18
2020-05-27,alentejo,256,1,,2,0,0,PT,PT_18
2020-05-28,alentejo,257,1,,1,0,0,PT,PT_18
2020-05-29,alentejo,259,1,,2,0,0,PT,PT_18
2020-05-30,alentejo,259,1,,0,0,0,PT,PT_18
2020-05-31,alentejo,259,1,,0,0,0,PT,PT_18
2020-06-01,alentejo,259,1,,0,0,0,PT,PT_18
2020-06-02,alentejo,260,1,,1,0,0,PT,PT_18
2020-06-03,alentejo,260,1,,0,0,0,PT,PT_18
2020-06-04,alentejo,262,1,,2,0,0,PT,PT_18
2020-06-05,alentejo,263,1,,1,0,0,PT,PT_18
2020-06-06,alentejo,266,1,,3,0,0,PT,PT_18
2020-06-07,alentejo,268,1,,2,0,0,PT,PT_18
2020-06-08,alentejo,268,1,,0,0,0,PT,PT_18
2020-06-09,alentejo,273,1,,5,0,0,PT,PT_18
2020-06-10,alentejo,274,1,,1,0,0,PT,PT_18
2020-06-11,alentejo,277,1,,3,0,0,PT,PT_18
2020-06-12,alentejo,277,1,,0,0,0,PT,PT_18
2020-06-13,alentejo,281,2,,4,1,0,PT,PT_18
2020-06-14,alentejo,282,2,,1,0,0,PT,PT_18
2020-06-15,alentejo,287,2,,5,0,0,PT,PT_18
2020-06-16,alentejo,287,2,,0,0,0,PT,PT_18
2020-06-17,alentejo,288,2,,1,0,0,PT,PT_18
2020-06-18,alentejo,295,2,,7,0,0,PT,PT_18
2020-06-19,alentejo,304,2,,9,0,0,PT,PT_18
2020-06-20,alentejo,363,2,,59,0,0,PT,PT_18
2020-02-26,algarve,0,0,,,,,PT,PT_15
2020-02-27,algarve,0,0,,0,0,,PT,PT_15
2020-02-28,algarve,0,0,,0,0,,PT,PT_15
2020-02-29,algarve,0,0,,0,0,,PT,PT_15
2020-03-01,algarve,0,0,,0,0,,PT,PT_15
2020-03-02,algarve,0,0,,0,0,,PT,PT_15
2020-03-03,algarve,0,0,,0,0,,PT,PT_15
2020-03-04,algarve,0,0,,0,0,,PT,PT_15
2020-03-05,algarve,0,0,,0,0,,PT,PT_15
2020-03-06,algarve,0,0,,0,0,,PT,PT_15
2020-03-07,algarve,0,0,,0,0,,PT,PT_15
2020-03-08,algarve,1,0,,1,0,,PT,PT_15
2020-03-09,algarve,2,0,,1,0,,PT,PT_15
2020-03-10,algarve,2,0,,0,0,,PT,PT_15
2020-03-11,algarve,3,0,,1,0,,PT,PT_15
2020-03-12,algarve,5,0,,2,0,,PT,PT_15
2020-03-13,algarve,6,0,,1,0,,PT,PT_15
2020-03-14,algarve,7,0,,1,0,,PT,PT_15
2020-03-15,algarve,10,0,,3,0,,PT,PT_15
2020-03-16,algarve,13,0,,3,0,,PT,PT_15
2020-03-17,algarve,14,0,,1,0,,PT,PT_15
2020-03-18,algarve,21,0,,7,0,,PT,PT_15
2020-03-19,algarve,25,0,,4,0,,PT,PT_15
2020-03-20,algarve,29,1,,4,1,,PT,PT_15
2020-03-21,algarve,31,1,,2,0,,PT,PT_15
2020-03-22,algarve,35,1,,4,0,,PT,PT_15
2020-03-23,algarve,42,1,0,7,0,,PT,PT_15
2020-03-24,algarve,46,1,0,4,0,0,PT,PT_15
2020-03-25,algarve,62,1,0,16,0,0,PT,PT_15
2020-03-26,algarve,89,1,0,27,0,0,PT,PT_15
2020-03-27,algarve,99,1,0,10,0,0,PT,PT_15
2020-03-28,algarve,106,1,0,7,0,0,PT,PT_15
2020-03-29,algarve,108,2,0,2,1,0,PT,PT_15
2020-03-30,algarve,116,2,0,8,0,0,PT,PT_15
2020-03-31,algarve,137,2,0,21,0,0,PT,PT_15
2020-04-01,algarve,146,2,0,9,0,0,PT,PT_15
2020-04-02,algarve,164,3,,18,1,0,PT,PT_15
2020-04-03,algarve,179,3,,15,0,0,PT,PT_15
2020-04-04,algarve,182,5,,3,2,0,PT,PT_15
2020-04-05,algarve,201,7,,19,2,0,PT,PT_15
2020-04-06,algarve,229,7,,28,0,0,PT,PT_15
2020-04-07,algarve,234,7,,5,0,0,PT,PT_15
2020-04-08,algarve,251,8,,17,1,0,PT,PT_15
2020-04-09,algarve,260,8,,9,0,0,PT,PT_15
2020-04-10,algarve,279,8,,19,0,0,PT,PT_15
2020-04-11,algarve,279,9,,0,1,0,PT,PT_15
2020-04-12,algarve,279,9,,0,0,0,PT,PT_15
2020-04-13,algarve,284,9,,5,0,0,PT,PT_15
2020-04-14,algarve,289,9,,5,0,0,PT,PT_15
2020-04-15,algarve,295,9,,6,0,0,PT,PT_15
2020-04-16,algarve,300,9,,5,0,0,PT,PT_15
2020-04-17,algarve,305,9,,5,0,0,PT,PT_15
2020-04-18,algarve,306,9,,1,0,0,PT,PT_15
2020-04-19,algarve,310,10,,4,1,0,PT,PT_15
2020-04-20,algarve,311,11,,1,1,0,PT,PT_15
2020-04-21,algarve,313,11,,2,0,0,PT,PT_15
2020-04-22,algarve,316,11,,3,0,0,PT,PT_15
2020-04-23,algarve,318,11,,2,0,0,PT,PT_15
2020-04-24,algarve,320,11,,2,0,0,PT,PT_15
2020-04-25,algarve,320,11,,0,0,0,PT,PT_15
2020-04-26,algarve,322,12,,2,1,0,PT,PT_15
2020-04-27,algarve,328,12,,6,0,0,PT,PT_15
2020-04-28,algarve,330,12,,2,0,0,PT,PT_15
2020-04-29,algarve,330,13,,0,1,0,PT,PT_15
2020-04-30,algarve,331,13,,1,0,0,PT,PT_15
2020-05-01,algarve,331,13,,0,0,0,PT,PT_15
2020-05-02,algarve,331,13,,0,0,0,PT,PT_15
2020-05-03,algarve,331,13,,0,0,0,PT,PT_15
2020-05-04,algarve,333,13,,2,0,0,PT,PT_15
2020-05-05,algarve,335,13,,2,0,0,PT,PT_15
2020-05-06,algarve,342,13,,7,0,0,PT,PT_15
2020-05-07,algarve,343,13,,1,0,0,PT,PT_15
2020-05-08,algarve,345,13,,2,0,0,PT,PT_15
2020-05-09,algarve,345,13,,0,0,0,PT,PT_15
2020-05-10,algarve,346,13,,1,0,0,PT,PT_15
2020-05-11,algarve,348,14,,2,1,0,PT,PT_15
2020-05-12,algarve,350,14,,2,0,0,PT,PT_15
2020-05-13,algarve,351,14,,1,0,0,PT,PT_15
2020-05-14,algarve,354,14,,3,0,0,PT,PT_15
2020-05-15,algarve,355,14,,1,0,0,PT,PT_15
2020-05-16,algarve,356,15,,1,1,0,PT,PT_15
2020-05-17,algarve,356,15,,0,0,0,PT,PT_15
2020-05-18,algarve,356,15,,0,0,0,PT,PT_15
2020-05-19,algarve,356,15,,0,0,0,PT,PT_15
2020-05-20,algarve,356,15,,0,0,0,PT,PT_15
2020-05-21,algarve,357,15,,1,0,0,PT,PT_15
2020-05-22,algarve,358,15,,1,0,0,PT,PT_15
2020-05-23,algarve,361,15,,3,0,0,PT,PT_15
2020-05-24,algarve,361,15,,0,0,0,PT,PT_15
2020-05-25,algarve,361,15,,0,0,0,PT,PT_15
2020-05-26,algarve,363,15,,2,0,0,PT,PT_15
2020-05-27,algarve,363,15,,0,0,0,PT,PT_15
2020-05-28,algarve,366,15,,3,0,0,PT,PT_15
2020-05-29,algarve,366,15,,0,0,0,PT,PT_15
2020-05-30,algarve,367,15,,1,0,0,PT,PT_15
2020-05-31,algarve,370,15,,3,0,0,PT,PT_15
2020-06-01,algarve,372,15,,2,0,0,PT,PT_15
2020-06-02,algarve,372,15,,0,0,0,PT,PT_15
2020-06-03,algarve,376,15,,4,0,0,PT,PT_15
2020-06-04,algarve,376,15,,0,0,0,PT,PT_15
2020-06-05,algarve,380,15,,4,0,0,PT,PT_15
2020-06-06,algarve,382,15,,2,0,0,PT,PT_15
2020-06-07,algarve,389,15,,7,0,0,PT,PT_15
2020-06-08,algarve,389,15,,0,0,0,PT,PT_15
2020-06-09,algarve,389,15,,0,0,0,PT,PT_15
2020-06-10,algarve,391,15,,2,0,0,PT,PT_15
2020-06-11,algarve,391,15,,0,0,0,PT,PT_15
2020-06-12,algarve,393,15,,2,0,0,PT,PT_15
2020-06-13,algarve,393,15,,0,0,0,PT,PT_15
2020-06-14,algarve,395,15,,2,0,0,PT,PT_15
2020-06-15,algarve,399,15,,4,0,0,PT,PT_15
2020-06-16,algarve,407,15,,8,0,0,PT,PT_15
2020-06-17,algarve,413,15,,6,0,0,PT,PT_15
2020-06-18,algarve,448,15,,35,0,0,PT,PT_15
2020-06-19,algarve,480,15,,32,0,0,PT,PT_15
2020-06-20,algarve,499,15,,19,0,0,PT,PT_15
2020-02-26,centro,0,0,,,,,PT,PT_16
2020-02-27,centro,0,0,,0,0,,PT,PT_16
2020-02-28,centro,0,0,,0,0,,PT,PT_16
2020-02-29,centro,0,0,,0,0,,PT,PT_16
2020-03-01,centro,0,0,,0,0,,PT,PT_16
2020-03-02,centro,0,0,,0,0,,PT,PT_16
2020-03-03,centro,1,0,,1,0,,PT,PT_16
2020-03-04,centro,1,0,,0,0,,PT,PT_16
2020-03-05,centro,1,0,,0,0,,PT,PT_16
2020-03-06,centro,1,0,,0,0,,PT,PT_16
2020-03-07,centro,1,0,,0,0,,PT,PT_16
2020-03-08,centro,1,0,,0,0,,PT,PT_16
2020-03-09,centro,1,0,,0,0,,PT,PT_16
2020-03-10,centro,2,0,,1,0,,PT,PT_16
2020-03-11,centro,3,0,,1,0,,PT,PT_16
2020-03-12,centro,5,0,,2,0,,PT,PT_16
2020-03-13,centro,6,0,,1,0,,PT,PT_16
2020-03-14,centro,8,0,,2,0,,PT,PT_16
2020-03-15,centro,10,0,,2,0,,PT,PT_16
2020-03-16,centro,31,0,,21,0,,PT,PT_16
2020-03-17,centro,51,0,,20,0,,PT,PT_16
2020-03-18,centro,74,0,,23,0,,PT,PT_16
2020-03-19,centro,86,1,,12,1,,PT,PT_16
2020-03-20,centro,106,2,,20,1,,PT,PT_16
2020-03-21,centro,137,4,,31,2,,PT,PT_16
2020-03-22,centro,180,4,,43,0,,PT,PT_16
2020-03-23,centro,238,5,7,58,1,,PT,PT_16
2020-03-24,centro,293,6,8,55,1,1,PT,PT_16
2020-03-25,centro,365,10,8,72,4,0,PT,PT_16
2020-03-26,centro,435,13,8,70,3,0,PT,PT_16
2020-03-27,centro,520,18,10,85,5,2,PT,PT_16
2020-03-28,centro,647,28,10,127,10,0,PT,PT_16
2020-03-29,centro,709,28,10,62,0,0,PT,PT_16
2020-03-30,centro,784,34,10,75,6,0,PT,PT_16
2020-03-31,centro,911,40,10,127,6,0,PT,PT_16
2020-04-01,centro,1043,52,10,132,12,0,PT,PT_16
2020-04-02,centro,1161,55,,118,3,0,PT,PT_16
2020-04-03,centro,1286,61,,125,6,0,PT,PT_16
2020-04-04,centro,1372,66,,86,5,0,PT,PT_16
2020-04-05,centro,1442,72,,70,6,0,PT,PT_16
2020-04-06,centro,1521,76,,79,4,0,PT,PT_16
2020-04-07,centro,1766,88,,245,12,0,PT,PT_16
2020-04-08,centro,1865,96,,99,8,0,PT,PT_16
2020-04-09,centro,1905,104,,40,8,0,PT,PT_16
2020-04-10,centro,2197,107,,292,3,0,PT,PT_16
2020-04-11,centro,2327,113,,130,6,0,PT,PT_16
2020-04-12,centro,2426,120,,99,7,0,PT,PT_16
2020-04-13,centro,2477,123,,51,3,0,PT,PT_16
2020-04-14,centro,2549,131,,72,8,0,PT,PT_16
2020-04-15,centro,2629,136,,80,5,0,PT,PT_16
2020-04-16,centro,2756,146,,127,10,0,PT,PT_16
2020-04-17,centro,2778,148,,22,2,0,PT,PT_16
2020-04-18,centro,2863,157,,85,9,0,PT,PT_16
2020-04-19,centro,2923,164,,60,7,0,PT,PT_16
2020-04-20,centro,2952,164,,29,0,0,PT,PT_16
2020-04-21,centro,2999,171,,47,7,0,PT,PT_16
2020-04-22,centro,3053,175,,54,4,0,PT,PT_16
2020-04-23,centro,3084,179,,31,4,0,PT,PT_16
2020-04-24,centro,3116,183,,32,4,0,PT,PT_16
2020-04-25,centro,3183,188,,67,5,0,PT,PT_16
2020-04-26,centro,3232,188,,49,0,0,PT,PT_16
2020-04-27,centro,3252,191,,20,3,0,PT,PT_16
2020-04-28,centro,3289,194,,37,3,0,PT,PT_16
2020-04-29,centro,3340,196,,51,2,0,PT,PT_16
2020-04-30,centro,3389,198,,49,2,0,PT,PT_16
2020-05-01,centro,3419,201,,30,3,0,PT,PT_16
2020-05-02,centro,3426,206,,7,5,0,PT,PT_16
2020-05-03,centro,3447,209,,21,3,0,PT,PT_16
2020-05-04,centro,3478,209,,31,0,0,PT,PT_16
2020-05-05,centro,3489,211,,11,2,0,PT,PT_16
2020-05-06,centro,3505,213,,16,2,0,PT,PT_16
2020-05-07,centro,3545,213,,40,0,0,PT,PT_16
2020-05-08,centro,3564,214,,19,1,0,PT,PT_16
2020-05-09,centro,3581,215,,17,1,0,PT,PT_16
2020-05-10,centro,3581,216,,0,1,0,PT,PT_16
2020-05-11,centro,3545,216,,-36,0,0,PT,PT_16
2020-05-12,centro,3553,219,,8,3,0,PT,PT_16
2020-05-13,centro,3559,221,,6,2,0,PT,PT_16
2020-05-14,centro,3569,221,,10,0,0,PT,PT_16
2020-05-15,centro,3598,221,,29,0,0,PT,PT_16
2020-05-16,centro,3609,221,,11,0,0,PT,PT_16
2020-05-17,centro,3626,221,,17,0,0,PT,PT_16
2020-05-18,centro,3628,223,,2,2,0,PT,PT_16
2020-05-19,centro,3644,227,,16,4,0,PT,PT_16
2020-05-20,centro,3655,230,,11,3,0,PT,PT_16
2020-05-21,centro,3662,232,,7,2,0,PT,PT_16
2020-05-22,centro,3664,233,,2,1,0,PT,PT_16
2020-05-23,centro,3676,230,,12,-3,0,PT,PT_16
2020-05-24,centro,3683,231,,7,1,0,PT,PT_16
2020-05-25,centro,3683,233,,0,2,0,PT,PT_16
2020-05-26,centro,3690,234,,7,1,0,PT,PT_16
2020-05-27,centro,3690,235,,0,1,0,PT,PT_16
2020-05-28,centro,3710,237,,20,2,0,PT,PT_16
2020-05-29,centro,3728,237,,18,0,0,PT,PT_16
2020-05-30,centro,3739,238,,11,1,0,PT,PT_16
2020-05-31,centro,3744,238,,5,0,0,PT,PT_16
2020-06-01,centro,3747,239,,3,1,0,PT,PT_16
2020-06-02,centro,3753,240,,6,1,0,PT,PT_16
2020-06-03,centro,3765,240,,12,0,0,PT,PT_16
2020-06-04,centro,3770,240,,5,0,0,PT,PT_16
2020-06-05,centro,3789,244,,19,4,0,PT,PT_16
2020-06-06,centro,3799,244,,10,0,0,PT,PT_16
2020-06-07,centro,3823,244,,24,0,0,PT,PT_16
2020-06-08,centro,3826,244,,3,0,0,PT,PT_16
2020-06-09,centro,3837,244,,11,0,0,PT,PT_16
2020-06-10,centro,3837,245,,0,1,0,PT,PT_16
2020-06-11,centro,3841,246,,4,1,0,PT,PT_16
2020-06-12,centro,3846,246,,5,0,0,PT,PT_16
2020-06-13,centro,3868,246,,22,0,0,PT,PT_16
2020-06-14,centro,3874,246,,6,0,0,PT,PT_16
2020-06-15,centro,3892,246,,18,0,0,PT,PT_16
2020-06-16,centro,3904,246,,12,0,0,PT,PT_16
2020-06-17,centro,3913,246,,9,0,0,PT,PT_16
2020-06-18,centro,3934,246,,21,0,0,PT,PT_16
2020-06-19,centro,3955,247,,21,1,0,PT,PT_16
2020-06-20,centro,3966,247,,11,0,0,PT,PT_16
2020-02-26,lvt,0,0,,,,,PT,PT_17
2020-02-27,lvt,0,0,,0,0,,PT,PT_17
2020-02-28,lvt,0,0,,0,0,,PT,PT_17
