date,total_confirmed,total_recovered,total_deceased,key,new_confirmed,new_recovered,new_deceased
2020-04-24,24,9,0,CZ_64_646,2,0,0
2020-04-25,25,9,0,CZ_64_646,1,0,0
2020-04-26,25,9,0,CZ_64_646,0,0,0
2020-04-27,25,12,0,CZ_64_646,0,3,0
2020-04-28,25,12,0,CZ_64_646,0,0,0
2020-04-29,25,15,0,CZ_64_646,0,3,0
2020-04-30,26,15,0,CZ_64_646,1,0,0
2020-05-01,26,15,0,CZ_64_646,0,0,0
2020-05-02,26,16,0,CZ_64_646,0,1,0
2020-05-03,26,16,0,CZ_64_646,0,0,0
2020-05-04,26,17,0,CZ_64_646,0,1,0
2020-05-05,27,17,0,CZ_64_646,1,0,0
2020-05-06,28,19,0,CZ_64_646,1,2,0
2020-05-07,28,19,0,CZ_64_646,0,0,0
2020-05-08,28,19,0,CZ_64_646,0,0,0
2020-05-09,28,19,0,CZ_64_646,0,0,0
2020-05-10,28,19,0,CZ_64_646,0,0,0
2020-05-11,28,19,0,CZ_64_646,0,0,0
2020-05-12,28,19,0,CZ_64_646,0,0,0
2020-05-13,28,19,0,CZ_64_646,0,0,0
2020-05-14,28,20,0,CZ_64_646,0,1,0
2020-05-15,28,20,0,CZ_64_646,0,0,0
2020-05-16,29,20,0,CZ_64_646,1,0,0
2020-05-17,29,20,0,CZ_64_646,0,0,0
2020-05-18,32,20,0,CZ_64_646,3,0,0
2020-05-19,32,20,0,CZ_64_646,0,0,0
2020-05-20,32,23,0,CZ_64_646,0,3,0
2020-05-21,33,24,0,CZ_64_646,1,1,0
2020-05-22,33,24,0,CZ_64_646,0,0,0
2020-05-23,33,24,0,CZ_64_646,0,0,0
2020-05-24,33,24,0,CZ_64_646,0,0,0
2020-05-25,33,24,0,CZ_64_646,0,0,0
2020-05-26,33,27,0,CZ_64_646,0,3,0
2020-05-27,33,27,0,CZ_64_646,0,0,0
2020-05-28,33,28,0,CZ_64_646,0,1,0
2020-05-29,34,28,0,CZ_64_646,1,0,0
2020-05-30,34,28,0,CZ_64_646,0,0,0
2020-05-31,34,28,0,CZ_64_646,0,0,0
2020-06-01,34,29,0,CZ_64_646,0,1,0
2020-06-02,36,30,0,CZ_64_646,2,1,0
2020-06-03,36,30,0,CZ_64_646,0,0,0
2020-06-04,36,31,0,CZ_64_646,0,1,0
2020-06-05,36,31,0,CZ_64_646,0,0,0
2020-06-06,36,31,0,CZ_64_646,0,0,0
2020-06-07,36,31,0,CZ_64_646,0,0,0
2020-06-08,36,31,0,CZ_64_646,0,0,0
2020-06-09,36,33,0,CZ_64_646,0,2,0
2020-06-10,36,33,0,CZ_64_646,0,0,0
2020-06-11,36,33,0,CZ_64_646,0,0,0
2020-06-12,36,33,0,CZ_64_646,0,0,0
2020-06-13,36,33,0,CZ_64_646,0,0,0
2020-06-14,36,33,0,CZ_64_646,0,0,0
2020-06-15,36,33,0,CZ_64_646,0,0,0
2020-06-16,38,33,0,CZ_64_646,2,0,0
2020-06-17,39,33,0,CZ_64_646,1,0,0
2020-06-18,39,33,0,CZ_64_646,0,0,0
2020-06-19,40,34,0,CZ_64_646,1,1,0
2020-06-20,40,34,0,CZ_64_646,0,0,0
2020-06-21,40,34,0,CZ_64_646,0,0,0
2020-03-01,0,0,0,CZ_64_647,,,
2020-03-02,0,0,0,CZ_64_647,0,0,0
2020-03-03,0,0,0,CZ_64_647,0,0,0
2020-03-04,0,0,0,CZ_64_647,0,0,0
2020-03-05,0,0,0,CZ_64_647,0,0,0
2020-03-06,0,0,0,CZ_64_647,0,0,0
2020-03-07,0,0,0,CZ_64_647,0,0,0
2020-03-08,0,0,0,CZ_64_647,0,0,0
2020-03-09,0,0,0,CZ_64_647,0,0,0
2020-03-10,0,0,0,CZ_64_647,0,0,0
2020-03-11,0,0,0,CZ_64_647,0,0,0
2020-03-12,0,0,0,CZ_64_647,0,0,0
2020-03-13,0,0,0,CZ_64_647,0,0,0
2020-03-14,0,0,0,CZ_64_647,0,0,0
2020-03-15,0,0,0,CZ_64_647,0,0,0
2020-03-16,1,0,0,CZ_64_647,1,0,0
2020-03-17,2,0,0,CZ_64_647,1,0,0
2020-03-18,3,0,0,CZ_64_647,1,0,0
2020-03-19,3,0,0,CZ_64_647,0,0,0
2020-03-20,3,1,0,CZ_64_647,0,1,0
2020-03-21,3,1,0,CZ_64_647,0,0,0
2020-03-22,3,1,0,CZ_64_647,0,0,0
2020-03-23,5,1,0,CZ_64_647,2,0,0
2020-03-24,5,1,0,CZ_64_647,0,0,0
2020-03-25,9,1,0,CZ_64_647,4,0,0
2020-03-26,11,1,0,CZ_64_647,2,0,0
2020-03-27,14,1,0,CZ_64_647,3,0,0
2020-03-28,17,1,0,CZ_64_647,3,0,0
2020-03-29,25,1,0,CZ_64_647,8,0,0
2020-03-30,26,1,0,CZ_64_647,1,0,0
2020-03-31,26,1,0,CZ_64_647,0,0,0
2020-04-01,29,1,0,CZ_64_647,3,0,0
2020-04-02,34,1,0,CZ_64_647,5,0,0
2020-04-03,39,2,0,CZ_64_647,5,1,0
2020-04-04,41,2,0,CZ_64_647,2,0,0
2020-04-05,44,2,0,CZ_64_647,3,0,0
2020-04-06,45,2,0,CZ_64_647,1,0,0
2020-04-07,45,2,0,CZ_64_647,0,0,0
2020-04-08,45,3,0,CZ_64_647,0,1,0
2020-04-09,47,4,0,CZ_64_647,2,1,0
2020-04-10,47,7,0,CZ_64_647,0,3,0
2020-04-11,47,8,0,CZ_64_647,0,1,0
2020-04-12,47,8,0,CZ_64_647,0,0,0
2020-04-13,47,9,0,CZ_64_647,0,1,0
2020-04-14,47,9,0,CZ_64_647,0,0,0
2020-04-15,48,12,0,CZ_64_647,1,3,0
2020-04-16,48,15,0,CZ_64_647,0,3,0
2020-04-17,53,22,0,CZ_64_647,5,7,0
2020-04-18,53,22,0,CZ_64_647,0,0,0
2020-04-19,54,27,0,CZ_64_647,1,5,0
2020-04-20,55,28,0,CZ_64_647,1,1,0
2020-04-21,57,29,0,CZ_64_647,2,1,0
2020-04-22,59,36,0,CZ_64_647,2,7,0
2020-04-23,60,39,0,CZ_64_647,1,3,0
2020-04-24,64,40,0,CZ_64_647,4,1,0
2020-04-25,65,41,0,CZ_64_647,1,1,0
2020-04-26,66,44,0,CZ_64_647,1,3,0
2020-04-27,66,44,0,CZ_64_647,0,0,0
2020-04-28,66,45,0,CZ_64_647,0,1,0
2020-04-29,66,49,0,CZ_64_647,0,4,0
2020-04-30,66,50,0,CZ_64_647,0,1,0
2020-05-01,66,50,0,CZ_64_647,0,0,0
2020-05-02,66,52,0,CZ_64_647,0,2,0
2020-05-03,66,52,0,CZ_64_647,0,0,0
2020-05-04,66,55,0,CZ_64_647,0,3,0
2020-05-05,66,55,0,CZ_64_647,0,0,0
2020-05-06,66,59,0,CZ_64_647,0,4,0
2020-05-07,66,60,0,CZ_64_647,0,1,0
2020-05-08,68,60,0,CZ_64_647,2,0,0
2020-05-09,69,60,0,CZ_64_647,1,0,0
2020-05-10,70,62,0,CZ_64_647,1,2,0
2020-05-11,70,63,0,CZ_64_647,0,1,0
2020-05-12,70,63,0,CZ_64_647,0,0,0
2020-05-13,70,65,0,CZ_64_647,0,2,0
2020-05-14,70,66,0,CZ_64_647,0,1,0
2020-05-15,71,67,0,CZ_64_647,1,1,0
2020-05-16,71,67,0,CZ_64_647,0,0,0
2020-05-17,71,67,0,CZ_64_647,0,0,0
2020-05-18,71,68,0,CZ_64_647,0,1,0
2020-05-19,71,68,0,CZ_64_647,0,0,0
2020-05-20,71,68,0,CZ_64_647,0,0,0
2020-05-21,71,68,0,CZ_64_647,0,0,0
2020-05-22,71,68,0,CZ_64_647,0,0,0
2020-05-23,71,68,0,CZ_64_647,0,0,0
2020-05-24,71,68,0,CZ_64_647,0,0,0
2020-05-25,71,68,0,CZ_64_647,0,0,0
2020-05-26,71,69,0,CZ_64_647,0,1,0
2020-05-27,71,69,0,CZ_64_647,0,0,0
2020-05-28,71,69,0,CZ_64_647,0,0,0
2020-05-29,71,69,0,CZ_64_647,0,0,0
2020-05-30,72,69,0,CZ_64_647,1,0,0
2020-05-31,72,69,0,CZ_64_647,0,0,0
2020-06-01,74,69,0,CZ_64_647,2,0,0
2020-06-02,74,70,0,CZ_64_647,0,1,0
2020-06-03,74,71,0,CZ_64_647,0,1,0
2020-06-04,74,71,0,CZ_64_647,0,0,0
2020-06-05,74,71,0,CZ_64_647,0,0,0
2020-06-06,74,71,0,CZ_64_647,0,0,0
2020-06-07,74,71,0,CZ_64_647,0,0,0
2020-06-08,74,71,0,CZ_64_647,0,0,0
2020-06-09,74,71,0,CZ_64_647,0,0,0
2020-06-10,74,71,0,CZ_64_647,0,0,0
2020-06-11,74,71,0,CZ_64_647,0,0,0
2020-06-12,75,71,0,CZ_64_647,1,0,0
2020-06-13,76,71,0,CZ_64_647,1,0,0
2020-06-14,76,71,0,CZ_64_647,0,0,0
2020-06-15,77,71,0,CZ_64_647,1,0,0
2020-06-16,77,71,0,CZ_64_647,0,0,0
2020-06-17,77,72,0,CZ_64_647,0,1,0
2020-06-18,77,72,0,CZ_64_647,0,0,0
2020-06-19,77,74,0,CZ_64_647,0,2,0
2020-06-20,77,74,0,CZ_64_647,0,0,0
2020-06-21,77,74,0,CZ_64_647,0,0,0
2020-03-01,0,0,0,CZ_71_711,,,
2020-03-02,0,0,0,CZ_71_711,0,0,0
2020-03-03,0,0,0,CZ_71_711,0,0,0
2020-03-04,0,0,0,CZ_71_711,0,0,0
2020-03-05,0,0,0,CZ_71_711,0,0,0
2020-03-06,0,0,0,CZ_71_711,0,0,0
2020-03-07,0,0,0,CZ_71_711,0,0,0
2020-03-08,0,0,0,CZ_71_711,0,0,0
2020-03-09,0,0,0,CZ_71_711,0,0,0
2020-03-10,0,0,0,CZ_71_711,0,0,0
2020-03-11,0,0,0,CZ_71_711,0,0,0
2020-03-12,0,0,0,CZ_71_711,0,0,0
2020-03-13,0,0,0,CZ_71_711,0,0,0
2020-03-14,0,0,0,CZ_71_711,0,0,0
2020-03-15,0,0,0,CZ_71_711,0,0,0
2020-03-16,0,0,0,CZ_71_711,0,0,0
2020-03-17,0,0,0,CZ_71_711,0,0,0
2020-03-18,0,0,0,CZ_71_711,0,0,0
2020-03-19,0,0,0,CZ_71_711,0,0,0
2020-03-20,0,0,0,CZ_71_711,0,0,0
2020-03-21,0,0,0,CZ_71_711,0,0,0
2020-03-22,1,0,0,CZ_71_711,1,0,0
2020-03-23,1,0,0,CZ_71_711,0,0,0
2020-03-24,1,0,0,CZ_71_711,0,0,0
2020-03-25,1,0,0,CZ_71_711,0,0,0
2020-03-26,1,0,0,CZ_71_711,0,0,0
2020-03-27,1,0,0,CZ_71_711,0,0,0
2020-03-28,2,0,0,CZ_71_711,1,0,0
2020-03-29,2,0,0,CZ_71_711,0,0,0
2020-03-30,2,0,0,CZ_71_711,0,0,0
2020-03-31,2,0,0,CZ_71_711,0,0,0
2020-04-01,2,0,0,CZ_71_711,0,0,0
2020-04-02,2,0,0,CZ_71_711,0,0,0
2020-04-03,2,0,0,CZ_71_711,0,0,0
2020-04-04,2,0,0,CZ_71_711,0,0,0
2020-04-05,2,0,0,CZ_71_711,0,0,0
2020-04-06,2,0,0,CZ_71_711,0,0,0
2020-04-07,4,0,0,CZ_71_711,2,0,0
2020-04-08,4,0,0,CZ_71_711,0,0,0
2020-04-09,5,0,0,CZ_71_711,1,0,0
2020-04-10,7,0,0,CZ_71_711,2,0,0
2020-04-11,7,0,0,CZ_71_711,0,0,0
2020-04-12,7,0,0,CZ_71_711,0,0,0
2020-04-13,7,0,0,CZ_71_711,0,0,0
2020-04-14,9,0,0,CZ_71_711,2,0,0
2020-04-15,9,0,0,CZ_71_711,0,0,0
2020-04-16,9,1,0,CZ_71_711,0,1,0
2020-04-17,9,1,0,CZ_71_711,0,0,0
2020-04-18,9,1,0,CZ_71_711,0,0,0
2020-04-19,9,1,0,CZ_71_711,0,0,0
2020-04-20,10,1,0,CZ_71_711,1,0,0
2020-04-21,10,1,0,CZ_71_711,0,0,0
2020-04-22,10,3,0,CZ_71_711,0,2,0
2020-04-23,10,3,0,CZ_71_711,0,0,0
2020-04-24,10,3,0,CZ_71_711,0,0,0
2020-04-25,10,3,0,CZ_71_711,0,0,0
2020-04-26,10,3,0,CZ_71_711,0,0,0
2020-04-27,10,4,0,CZ_71_711,0,1,0
2020-04-28,10,4,0,CZ_71_711,0,0,0
2020-04-29,10,4,0,CZ_71_711,0,0,0
2020-04-30,10,6,0,CZ_71_711,0,2,0
2020-05-01,10,6,0,CZ_71_711,0,0,0
2020-05-02,10,7,0,CZ_71_711,0,1,0
2020-05-03,10,7,0,CZ_71_711,0,0,0
2020-05-04,10,7,0,CZ_71_711,0,0,0
2020-05-05,10,7,0,CZ_71_711,0,0,0
2020-05-06,10,7,0,CZ_71_711,0,0,0
2020-05-07,10,7,0,CZ_71_711,0,0,0
2020-05-08,10,7,0,CZ_71_711,0,0,0
2020-05-09,10,7,0,CZ_71_711,0,0,0
2020-05-10,10,7,0,CZ_71_711,0,0,0
2020-05-11,10,7,0,CZ_71_711,0,0,0
2020-05-12,10,9,0,CZ_71_711,0,2,0
2020-05-13,10,9,0,CZ_71_711,0,0,0
2020-05-14,10,9,0,CZ_71_711,0,0,0
2020-05-15,10,10,0,CZ_71_711,0,1,0
2020-05-16,10,10,0,CZ_71_711,0,0,0
2020-05-17,10,10,0,CZ_71_711,0,0,0
2020-05-18,10,10,0,CZ_71_711,0,0,0
2020-05-19,10,10,0,CZ_71_711,0,0,0
2020-05-20,10,10,0,CZ_71_711,0,0,0
2020-05-21,10,10,0,CZ_71_711,0,0,0
2020-05-22,10,10,0,CZ_71_711,0,0,0
2020-05-23,10,10,0,CZ_71_711,0,0,0
2020-05-24,10,10,0,CZ_71_711,0,0,0
2020-05-25,10,10,0,CZ_71_711,0,0,0
2020-05-26,10,10,0,CZ_71_711,0,0,0
2020-05-27,10,10,0,CZ_71_711,0,0,0
2020-05-28,10,10,0,CZ_71_711,0,0,0
2020-05-29,10,10,0,CZ_71_711,0,0,0
2020-05-30,10,10,0,CZ_71_711,0,0,0
2020-05-31,10,10,0,CZ_71_711,0,0,0
2020-06-01,10,10,0,CZ_71_711,0,0,0
2020-06-02,10,10,0,CZ_71_711,0,0,0
2020-06-03,10,10,0,CZ_71_711,0,0,0
2020-06-04,10,10,0,CZ_71_711,0,0,0
2020-06-05,10,10,0,CZ_71_711,0,0,0
2020-06-06,10,10,0,CZ_71_711,0,0,0
2020-06-07,10,10,0,CZ_71_711,0,0,0
2020-06-08,10,10,0,CZ_71_711,0,0,0
2020-06-09,10,10,0,CZ_71_711,0,0,0
2020-06-10,10,10,0,CZ_71_711,0,0,0
2020-06-11,10,10,0,CZ_71_711,0,0,0
2020-06-12,10,10,0,CZ_71_711,0,0,0
2020-06-13,10,10,0,CZ_71_711,0,0,0
2020-06-14,10,10,0,CZ_71_711,0,0,0
2020-06-15,10,10,0,CZ_71_711,0,0,0
2020-06-16,10,10,0,CZ_71_711,0,0,0
2020-06-17,10,10,0,CZ_71_711,0,0,0
2020-06-18,10,10,0,CZ_71_711,0,0,0
2020-06-19,10,10,0,CZ_71_711,0,0,0
2020-06-20,10,10,0,CZ_71_711,0,0,0
2020-06-21,10,10,0,CZ_71_711,0,0,0
2020-03-01,0,0,0,CZ_71_712,,,
2020-03-02,0,0,0,CZ_71_712,0,0,0
2020-03-03,0,0,0,CZ_71_712,0,0,0
2020-03-04,0,0,0,CZ_71_712,0,0,0
2020-03-05,0,0,0,CZ_71_712,0,0,0
2020-03-06,0,0,0,CZ_71_712,0,0,0
2020-03-07,0,0,0,CZ_71_712,0,0,0
2020-03-08,0,0,0,CZ_71_712,0,0,0
2020-03-09,0,0,0,CZ_71_712,0,0,0
2020-03-10,2,0,0,CZ_71_712,2,0,0
2020-03-11,4,0,0,CZ_71_712,2,0,0
2020-03-12,6,0,0,CZ_71_712,2,0,0
2020-03-13,7,0,0,CZ_71_712,1,0,0
2020-03-14,19,0,0,CZ_71_712,12,0,0
2020-03-15,28,0,0,CZ_71_712,9,0,0
2020-03-16,34,0,0,CZ_71_712,6,0,0
2020-03-17,34,0,0,CZ_71_712,0,0,0
2020-03-18,50,0,0,CZ_71_712,16,0,0
2020-03-19,52,0,0,CZ_71_712,2,0,0
2020-03-20,60,0,0,CZ_71_712,8,0,0
2020-03-21,65,0,0,CZ_71_712,5,0,0
2020-03-22,81,0,0,CZ_71_712,16,0,0
2020-03-23,82,2,0,CZ_71_712,1,2,0
2020-03-24,102,2,0,CZ_71_712,20,0,0
2020-03-25,110,2,1,CZ_71_712,8,0,1
2020-03-26,134,2,1,CZ_71_712,24,0,0
2020-03-27,158,3,1,CZ_71_712,24,1,0
2020-03-28,184,3,2,CZ_71_712,26,0,1
2020-03-29,189,3,2,CZ_71_712,5,0,0
2020-03-30,215,3,2,CZ_71_712,26,0,0
2020-03-31,235,3,3,CZ_71_712,20,0,1
2020-04-01,253,4,3,CZ_71_712,18,1,0
2020-04-02,290,8,4,CZ_71_712,37,4,1
2020-04-03,305,10,4,CZ_71_712,15,2,0
2020-04-04,313,11,4,CZ_71_712,8,1,0
2020-04-05,346,11,6,CZ_71_712,33,0,2
2020-04-06,346,14,6,CZ_71_712,0,3,0
2020-04-07,369,28,7,CZ_71_712,23,14,1
2020-04-08,393,36,7,CZ_71_712,24,8,0
2020-04-09,431,42,7,CZ_71_712,38,6,0
2020-04-10,445,56,7,CZ_71_712,14,14,0
2020-04-11,456,65,8,CZ_71_712,11,9,1
2020-04-12,460,71,8,CZ_71_712,4,6,0
2020-04-13,463,83,8,CZ_71_712,3,12,0
2020-04-14,463,91,8,CZ_71_712,0,8,0
2020-04-15,465,102,8,CZ_71_712,2,11,0
2020-04-16,467,130,8,CZ_71_712,2,28,0
2020-04-17,476,153,8,CZ_71_712,9,23,0
2020-04-18,484,168,8,CZ_71_712,8,15,0
2020-04-19,484,202,8,CZ_71_712,0,34,0
2020-04-20,485,217,10,CZ_71_712,1,15,2
2020-04-21,490,231,12,CZ_71_712,5,14,2
2020-04-22,505,261,13,CZ_71_712,15,30,1
2020-04-23,514,280,13,CZ_71_712,9,19,0
2020-04-24,517,294,13,CZ_71_712,3,14,0
2020-04-25,519,298,13,CZ_71_712,2,4,0
2020-04-26,519,300,13,CZ_71_712,0,2,0
2020-04-27,519,311,13,CZ_71_712,0,11,0
2020-04-28,526,317,13,CZ_71_712,7,6,0
2020-04-29,526,323,13,CZ_71_712,0,6,0
2020-04-30,526,333,13,CZ_71_712,0,10,0
2020-05-01,527,337,14,CZ_71_712,1,4,1
2020-05-02,527,340,14,CZ_71_712,0,3,0
2020-05-03,527,343,15,CZ_71_712,0,3,1
2020-05-04,527,353,15,CZ_71_712,0,10,0
2020-05-05,529,361,15,CZ_71_712,2,8,0
2020-05-06,532,372,15,CZ_71_712,3,11,0
2020-05-07,532,379,15,CZ_71_712,0,7,0
2020-05-08,532,381,15,CZ_71_712,0,2,0
2020-05-09,532,385,15,CZ_71_712,0,4,0
2020-05-10,532,387,15,CZ_71_712,0,2,0
2020-05-11,532,400,16,CZ_71_712,0,13,1
2020-05-12,532,406,16,CZ_71_712,0,6,0
2020-05-13,533,417,16,CZ_71_712,1,11,0
2020-05-14,534,417,16,CZ_71_712,1,0,0
2020-05-15,535,421,16,CZ_71_712,1,4,0
2020-05-16,535,426,16,CZ_71_712,0,5,0
2020-05-17,535,428,16,CZ_71_712,0,2,0
2020-05-18,535,436,16,CZ_71_712,0,8,0
2020-05-19,535,438,16,CZ_71_712,0,2,0
2020-05-20,535,443,16,CZ_71_712,0,5,0
2020-05-21,535,443,17,CZ_71_712,0,0,1
2020-05-22,535,446,17,CZ_71_712,0,3,0
2020-05-23,535,446,17,CZ_71_712,0,0,0
2020-05-24,535,446,17,CZ_71_712,0,0,0
2020-05-25,535,450,17,CZ_71_712,0,4,0
2020-05-26,535,451,17,CZ_71_712,0,1,0
2020-05-27,535,452,17,CZ_71_712,0,1,0
2020-05-28,536,454,17,CZ_71_712,1,2,0
2020-05-29,537,455,17,CZ_71_712,1,1,0
2020-05-30,538,455,17,CZ_71_712,1,0,0
2020-05-31,542,455,17,CZ_71_712,4,0,0
2020-06-01,542,456,17,CZ_71_712,0,1,0
2020-06-02,547,456,17,CZ_71_712,5,0,0
2020-06-03,547,458,17,CZ_71_712,0,2,0
2020-06-04,551,461,17,CZ_71_712,4,3,0
2020-06-05,564,463,17,CZ_71_712,13,2,0
2020-06-06,570,464,17,CZ_71_712,6,1,0
2020-06-07,589,464,17,CZ_71_712,19,0,0
2020-06-08,602,464,17,CZ_71_712,13,0,0
2020-06-09,607,466,17,CZ_71_712,5,2,0
2020-06-10,617,469,17,CZ_71_712,10,3,0
2020-06-11,622,469,17,CZ_71_712,5,0,0
2020-06-12,627,469,17,CZ_71_712,5,0,0
2020-06-13,627,469,17,CZ_71_712,0,0,0
2020-06-14,627,469,17,CZ_71_712,0,0,0
2020-06-15,629,469,17,CZ_71_712,2,0,0
2020-06-16,634,469,17,CZ_71_712,5,0,0
2020-06-17,637,470,18,CZ_71_712,3,1,1
2020-06-18,641,470,19,CZ_71_712,4,0,1
2020-06-19,643,470,19,CZ_71_712,2,0,0
2020-06-20,643,470,19,CZ_71_712,0,0,0
2020-06-21,643,470,19,CZ_71_712,0,0,0
2020-03-01,0,0,0,CZ_71_713,,,
2020-03-02,0,0,0,CZ_71_713,0,0,0
2020-03-03,0,0,0,CZ_71_713,0,0,0
2020-03-04,0,0,0,CZ_71_713,0,0,0
2020-03-05,0,0,0,CZ_71_713,0,0,0
2020-03-06,0,0,0,CZ_71_713,0,0,0
2020-03-07,0,0,0,CZ_71_713,0,0,0
2020-03-08,0,0,0,CZ_71_713,0,0,0
2020-03-09,0,0,0,CZ_71_713,0,0,0
2020-03-10,0,0,0,CZ_71_713,0,0,0
2020-03-11,0,0,0,CZ_71_713,0,0,0
2020-03-12,0,0,0,CZ_71_713,0,0,0
2020-03-13,0,0,0,CZ_71_713,0,0,0
2020-03-14,0,0,0,CZ_71_713,0,0,0
2020-03-15,1,0,0,CZ_71_713,1,0,0
2020-03-16,1,0,0,CZ_71_713,0,0,0
2020-03-17,1,0,0,CZ_71_713,0,0,0
2020-03-18,1,0,0,CZ_71_713,0,0,0
2020-03-19,1,0,0,CZ_71_713,0,0,0
2020-03-20,2,0,0,CZ_71_713,1,0,0
2020-03-21,7,0,0,CZ_71_713,5,0,0
2020-03-22,12,0,0,CZ_71_713,5,0,0
2020-03-23,13,0,0,CZ_71_713,1,0,0
2020-03-24,17,0,0,CZ_71_713,4,0,0
2020-03-25,21,0,0,CZ_71_713,4,0,0
2020-03-26,25,0,0,CZ_71_713,4,0,0
2020-03-27,29,0,0,CZ_71_713,4,0,0
2020-03-28,32,0,0,CZ_71_713,3,0,0
2020-03-29,32,0,0,CZ_71_713,0,0,0
2020-03-30,32,0,0,CZ_71_713,0,0,0
2020-03-31,33,0,0,CZ_71_713,1,0,0
2020-04-01,33,0,0,CZ_71_713,0,0,0
2020-04-02,33,0,0,CZ_71_713,0,0,0
2020-04-03,33,0,0,CZ_71_713,0,0,0
2020-04-04,33,0,0,CZ_71_713,0,0,0
2020-04-05,34,1,0,CZ_71_713,1,1,0
2020-04-06,34,2,0,CZ_71_713,0,1,0
2020-04-07,34,2,0,CZ_71_713,0,0,0
2020-04-08,35,4,0,CZ_71_713,1,2,0
2020-04-09,40,6,0,CZ_71_713,5,2,0
2020-04-10,40,8,0,CZ_71_713,0,2,0
2020-04-11,40,9,0,CZ_71_713,0,1,0
2020-04-12,41,9,0,CZ_71_713,1,0,0
2020-04-13,41,9,0,CZ_71_713,0,0,0
2020-04-14,41,12,0,CZ_71_713,0,3,0
2020-04-15,43,12,0,CZ_71_713,2,0,0
2020-04-16,43,15,0,CZ_71_713,0,3,0
2020-04-17,43,19,0,CZ_71_713,0,4,0
2020-04-18,43,23,0,CZ_71_713,0,4,0
2020-04-19,44,24,0,CZ_71_713,1,1,0
2020-04-20,44,26,0,CZ_71_713,0,2,0
2020-04-21,46,26,0,CZ_71_713,2,0,0
2020-04-22,47,30,0,CZ_71_713,1,4,0
2020-04-23,47,30,0,CZ_71_713,0,0,0
2020-04-24,47,32,0,CZ_71_713,0,2,0
2020-04-25,47,32,0,CZ_71_713,0,0,0
2020-04-26,47,32,0,CZ_71_713,0,0,0
2020-04-27,47,32,0,CZ_71_713,0,0,0
2020-04-28,47,33,0,CZ_71_713,0,1,0
2020-04-29,47,34,0,CZ_71_713,0,1,0
2020-04-30,47,34,0,CZ_71_713,0,0,0
2020-05-01,47,35,0,CZ_71_713,0,1,0
2020-05-02,48,35,0,CZ_71_713,1,0,0
2020-05-03,48,35,0,CZ_71_713,0,0,0
2020-05-04,49,36,0,CZ_71_713,1,1,0
2020-05-05,50,36,0,CZ_71_713,1,0,0
2020-05-06,56,38,0,CZ_71_713,6,2,0
2020-05-07,59,39,0,CZ_71_713,3,1,0
2020-05-08,59,39,0,CZ_71_713,0,0,0
2020-05-09,59,40,0,CZ_71_713,0,1,0
2020-05-10,59,40,0,CZ_71_713,0,0,0
2020-05-11,64,40,0,CZ_71_713,5,0,0
2020-05-12,69,40,0,CZ_71_713,5,0,0
2020-05-13,69,41,0,CZ_71_713,0,1,0
2020-05-14,73,41,0,CZ_71_713,4,0,0
2020-05-15,74,41,0,CZ_71_713,1,0,0
2020-05-16,74,41,0,CZ_71_713,0,0,0
2020-05-17,74,41,0,CZ_71_713,0,0,0
2020-05-18,74,42,0,CZ_71_713,0,1,0
2020-05-19,74,42,0,CZ_71_713,0,0,0
2020-05-20,74,43,0,CZ_71_713,0,1,0
2020-05-21,76,44,0,CZ_71_713,2,1,0
2020-05-22,77,44,0,CZ_71_713,1,0,0
2020-05-23,77,46,0,CZ_71_713,0,2,0
2020-05-24,77,46,0,CZ_71_713,0,0,0
2020-05-25,77,51,0,CZ_71_713,0,5,0
2020-05-26,77,51,0,CZ_71_713,0,0,0
2020-05-27,77,58,0,CZ_71_713,0,7,0
2020-05-28,77,60,0,CZ_71_713,0,2,0
2020-05-29,78,61,0,CZ_71_713,1,1,0
2020-05-30,78,61,0,CZ_71_713,0,0,0
2020-05-31,78,61,0,CZ_71_713,0,0,0
2020-06-01,78,65,0,CZ_71_713,0,4,0
2020-06-02,78,66,0,CZ_71_713,0,1,0
2020-06-03,78,67,0,CZ_71_713,0,1,0
2020-06-04,78,67,0,CZ_71_713,0,0,0
2020-06-05,79,70,0,CZ_71_713,1,3,0
2020-06-06,79,70,0,CZ_71_713,0,0,0
2020-06-07,79,70,0,CZ_71_713,0,0,0
2020-06-08,80,72,0,CZ_71_713,1,2,0
2020-06-09,81,72,0,CZ_71_713,1,0,0
2020-06-10,81,73,0,CZ_71_713,0,1,0
2020-06-11,81,73,0,CZ_71_713,0,0,0
2020-06-12,81,73,0,CZ_71_713,0,0,0
2020-06-13,81,73,0,CZ_71_713,0,0,0
2020-06-14,81,73,0,CZ_71_713,0,0,0
2020-06-15,81,73,0,CZ_71_713,0,0,0
2020-06-16,81,74,0,CZ_71_713,0,1,0
2020-06-17,81,76,0,CZ_71_713,0,2,0
2020-06-18,81,77,0,CZ_71_713,0,1,0
2020-06-19,81,77,0,CZ_71_713,0,0,0
2020-06-20,81,77,0,CZ_71_713,0,0,0
2020-06-21,81,77,0,CZ_71_713,0,0,0
2020-03-01,0,0,0,CZ_71_714,,,
2020-03-02,0,0,0,CZ_71_714,0,0,0
2020-03-03,0,0,0,CZ_71_714,0,0,0
2020-03-04,0,0,0,CZ_71_714,0,0,0
2020-03-05,0,0,0,CZ_71_714,0,0,0
2020-03-06,0,0,0,CZ_71_714,0,0,0
