date,subregion1_name,total_confirmed,total_tested,total_deceased,new_confirmed,new_tested,new_deceased,subregion2_code,country_code,key
2020-04-08,England,64199,,7891,4227,,924,,GB,GB_ENG
2020-04-09,England,68214,,8878,4015,,987,,GB,GB_ENG
2020-04-10,England,71722,,9916,3508,,1038,,GB,GB_ENG
2020-04-11,England,74722,,10661,3000,,745,,GB,GB_ENG
2020-04-12,England,77406,,11267,2684,,606,,GB,GB_ENG
2020-04-13,England,80708,,11961,3302,,694,,GB,GB_ENG
2020-04-14,England,84121,,12971,3413,,1010,,GB,GB_ENG
2020-04-15,England,87721,,13703,3600,,732,,GB,GB_ENG
2020-04-16,England,91155,,14610,3434,,907,,GB,GB_ENG
2020-04-17,England,94574,,15436,3419,,826,,GB,GB_ENG
2020-04-18,England,97143,,16447,2569,,1011,,GB,GB_ENG
2020-04-19,England,99229,,16831,2086,,384,,GB,GB_ENG
2020-04-20,England,102303,,17370,3074,,539,,GB,GB_ENG
2020-04-21,England,105292,,18492,2989,,1122,,GB,GB_ENG
2020-04-22,England,108050,,19231,2758,,739,,GB,GB_ENG
2020-04-23,England,110817,,19834,2767,,603,,GB,GB_ENG
2020-04-24,England,113585,,20658,2768,,824,,GB,GB_ENG
2020-04-25,England,115398,,21399,1813,,741,,GB,GB_ENG
2020-04-26,England,116803,,21742,1405,,343,,GB,GB_ENG
2020-04-27,England,119022,,22049,2219,,307,,GB,GB_ENG
2020-04-28,England,121304,,22918,2282,,869,,GB,GB_ENG
2020-04-29,England,123653,,23550,2349,,632,,GB,GB_ENG
2020-04-30,England,125775,,24110,2122,,560,,GB,GB_ENG
2020-05-01,England,127719,,24763,1944,,653,,GB,GB_ENG
2020-05-02,England,128958,,25282,1239,,519,,GB,GB_ENG
2020-05-03,England,129918,,25528,960,,246,,GB,GB_ENG
2020-05-04,England,131535,,25785,1617,,257,,GB,GB_ENG
2020-05-05,England,133142,,26441,1607,,656,,GB,GB_ENG
2020-05-06,England,134578,,27008,1436,,567,,GB,GB_ENG
2020-05-07,England,136025,,27432,1447,,424,,GB,GB_ENG
2020-05-08,England,137049,,27967,1024,,535,,GB,GB_ENG
2020-05-09,England,137940,,28250,891,,283,,GB,GB_ENG
2020-05-10,England,138665,,28467,725,,217,,GB,GB_ENG
2020-05-11,England,139912,,28657,1247,,190,,GB,GB_ENG
2020-05-12,England,141009,,29260,1097,,603,,GB,GB_ENG
2020-05-13,England,142083,,29673,1074,,413,,GB,GB_ENG
2020-05-14,England,142979,,30028,896,,355,,GB,GB_ENG
2020-05-15,England,143883,,30364,904,,336,,GB,GB_ENG
2020-05-16,England,144517,,30753,634,,389,,GB,GB_ENG
2020-05-17,England,145152,,30866,635,,113,,GB,GB_ENG
2020-05-18,England,146094,,31010,942,,144,,GB,GB_ENG
2020-05-19,England,147116,,31530,1022,,520,,GB,GB_ENG
2020-05-20,England,147942,,31843,826,,313,,GB,GB_ENG
2020-05-21,England,148691,,32117,749,,274,,GB,GB_ENG
2020-05-22,England,149396,,32417,705,,300,,GB,GB_ENG
2020-05-23,England,149849,,32666,453,,249,,GB,GB_ENG
2020-05-24,England,150235,,33083,386,,417,,GB,GB_ENG
2020-05-25,England,150744,,33187,509,,104,,GB,GB_ENG
2020-05-26,England,151287,,33304,543,,117,,GB,GB_ENG
2020-05-27,England,151833,,33709,546,,405,,GB,GB_ENG
2020-05-28,England,152280,,34093,447,,384,,GB,GB_ENG
2020-05-29,England,152715,,34442,435,,349,,GB,GB_ENG
2020-05-30,England,153056,,34636,341,,194,,GB,GB_ENG
2020-05-31,England,153358,,34717,302,,81,,GB,GB_ENG
2020-06-01,England,153804,,34813,446,,96,,GB,GB_ENG
2020-06-02,England,154287,,35128,483,,315,,GB,GB_ENG
2020-06-03,England,154729,,35456,442,,328,,GB,GB_ENG
2020-06-04,England,155043,,35605,314,,149,,GB,GB_ENG
2020-06-05,England,155367,,35948,324,,343,,GB,GB_ENG
2020-06-06,England,155577,,36127,210,,179,,GB,GB_ENG
2020-06-07,England,155778,,36192,201,,65,,GB,GB_ENG
2020-06-08,England,156075,,36244,297,,52,,GB,GB_ENG
2020-06-09,England,156384,,36521,309,,277,,GB,GB_ENG
2020-06-10,England,156749,,36750,365,,229,,GB,GB_ENG
2020-06-11,England,157022,,36883,273,,133,,GB,GB_ENG
2020-06-12,England,157296,,37069,274,,186,,GB,GB_ENG
2020-06-13,England,157523,,37240,227,,171,,GB,GB_ENG
2020-06-14,England,157691,,37266,168,,26,,GB,GB_ENG
2020-06-15,England,157912,,37299,221,,33,,GB,GB_ENG
2020-06-16,England,158064,,37524,152,,225,,GB,GB_ENG
2020-06-17,England,158078,,37692,14,,168,,GB,GB_ENG
2020-06-18,England,,,37812,0,,120,,GB,GB_ENG
2020-01-16,Northern Ireland,0,1,,,,,,GB,GB_NIR
2020-01-27,Northern Ireland,0,2,,0,1,,,GB,GB_NIR
2020-02-03,Northern Ireland,0,2,,0,0,,,GB,GB_NIR
2020-02-06,Northern Ireland,0,3,,0,1,,,GB,GB_NIR
2020-02-07,Northern Ireland,0,9,,0,6,,,GB,GB_NIR
2020-02-08,Northern Ireland,0,13,,0,4,,,GB,GB_NIR
2020-02-09,Northern Ireland,0,16,,0,3,,,GB,GB_NIR
2020-02-10,Northern Ireland,0,20,,0,4,,,GB,GB_NIR
2020-02-11,Northern Ireland,0,22,,0,2,,,GB,GB_NIR
2020-02-12,Northern Ireland,0,21,0,0,-1,,,GB,GB_NIR
2020-02-13,Northern Ireland,0,25,,0,4,0,,GB,GB_NIR
2020-02-14,Northern Ireland,0,28,,0,3,0,,GB,GB_NIR
2020-02-15,Northern Ireland,0,29,,0,1,0,,GB,GB_NIR
2020-02-17,Northern Ireland,0,36,,0,7,0,,GB,GB_NIR
2020-02-18,Northern Ireland,0,39,,0,3,0,,GB,GB_NIR
2020-02-19,Northern Ireland,0,42,0,0,3,0,,GB,GB_NIR
2020-02-20,Northern Ireland,0,43,,0,1,0,,GB,GB_NIR
2020-02-21,Northern Ireland,0,46,,0,3,0,,GB,GB_NIR
2020-02-23,Northern Ireland,0,49,,0,3,0,,GB,GB_NIR
2020-02-24,Northern Ireland,0,51,,0,2,0,,GB,GB_NIR
2020-02-25,Northern Ireland,0,75,,0,24,0,,GB,GB_NIR
2020-02-26,Northern Ireland,0,116,0,0,41,0,,GB,GB_NIR
2020-02-27,Northern Ireland,0,158,0,0,42,0,,GB,GB_NIR
2020-02-28,Northern Ireland,0,184,0,0,26,0,,GB,GB_NIR
2020-02-29,Northern Ireland,0,200,0,0,16,0,,GB,GB_NIR
2020-03-01,Northern Ireland,0,209,0,0,9,0,,GB,GB_NIR
2020-03-02,Northern Ireland,0,228,0,0,19,0,,GB,GB_NIR
2020-03-03,Northern Ireland,0,254,0,0,26,0,,GB,GB_NIR
2020-03-04,Northern Ireland,0,281,0,0,27,0,,GB,GB_NIR
2020-03-05,Northern Ireland,0,306,0,0,25,0,,GB,GB_NIR
2020-03-06,Northern Ireland,0,325,0,0,19,0,,GB,GB_NIR
2020-03-07,Northern Ireland,0,346,0,0,21,0,,GB,GB_NIR
2020-03-08,Northern Ireland,0,376,0,0,30,0,,GB,GB_NIR
2020-03-09,Northern Ireland,1,438,0,1,62,0,,GB,GB_NIR
2020-03-10,Northern Ireland,5,593,0,4,155,0,,GB,GB_NIR
2020-03-11,Northern Ireland,16,752,0,11,159,0,,GB,GB_NIR
2020-03-12,Northern Ireland,20,889,0,4,137,0,,GB,GB_NIR
2020-03-13,Northern Ireland,31,1021,0,11,132,0,,GB,GB_NIR
2020-03-14,Northern Ireland,41,1140,0,10,119,0,,GB,GB_NIR
2020-03-15,Northern Ireland,43,1241,0,2,101,0,,GB,GB_NIR
2020-03-16,Northern Ireland,51,1394,0,8,153,0,,GB,GB_NIR
2020-03-17,Northern Ireland,60,1518,0,9,124,0,,GB,GB_NIR
2020-03-18,Northern Ireland,73,1709,1,13,191,1,,GB,GB_NIR
2020-03-19,Northern Ireland,87,1898,2,14,189,1,,GB,GB_NIR
2020-03-20,Northern Ireland,104,2144,,17,246,0,,GB,GB_NIR
2020-03-21,Northern Ireland,126,2353,3,22,209,1,,GB,GB_NIR
2020-03-22,Northern Ireland,144,2552,4,18,199,1,,GB,GB_NIR
2020-03-23,Northern Ireland,186,2926,9,42,374,5,,GB,GB_NIR
2020-03-24,Northern Ireland,227,3274,11,41,348,2,,GB,GB_NIR
2020-03-25,Northern Ireland,285,3663,15,58,389,4,,GB,GB_NIR
2020-03-26,Northern Ireland,362,4113,17,77,450,2,,GB,GB_NIR
2020-03-27,Northern Ireland,435,4504,20,73,391,3,,GB,GB_NIR
2020-03-28,Northern Ireland,513,4837,28,78,333,8,,GB,GB_NIR
2020-03-29,Northern Ireland,574,5127,32,61,290,4,,GB,GB_NIR
2020-03-30,Northern Ireland,659,5547,36,85,420,4,,GB,GB_NIR
2020-03-31,Northern Ireland,772,5986,41,113,439,5,,GB,GB_NIR
2020-04-01,Northern Ireland,876,6475,45,104,489,4,,GB,GB_NIR
2020-04-02,Northern Ireland,981,6908,55,105,433,10,,GB,GB_NIR
2020-04-03,Northern Ireland,1086,7349,65,105,441,10,,GB,GB_NIR
2020-04-04,Northern Ireland,1175,7723,74,89,374,9,,GB,GB_NIR
2020-04-05,Northern Ireland,1235,7999,85,60,276,11,,GB,GB_NIR
2020-04-06,Northern Ireland,1341,8423,91,106,424,6,,GB,GB_NIR
2020-04-07,Northern Ireland,1471,8910,99,130,487,8,,GB,GB_NIR
2020-04-08,Northern Ireland,1573,9432,103,102,522,4,,GB,GB_NIR
2020-04-09,Northern Ireland,1673,10011,121,100,579,18,,GB,GB_NIR
2020-04-10,Northern Ireland,1770,10532,132,97,521,11,,GB,GB_NIR
2020-04-11,Northern Ireland,1837,10852,143,67,320,11,,GB,GB_NIR
2020-04-12,Northern Ireland,1917,11239,159,80,387,16,,GB,GB_NIR
2020-04-13,Northern Ireland,2031,11621,166,114,382,7,,GB,GB_NIR
2020-04-14,Northern Ireland,2130,12089,178,99,468,12,,GB,GB_NIR
2020-04-15,Northern Ireland,2269,12701,194,139,612,16,,GB,GB_NIR
2020-04-16,Northern Ireland,2408,13289,205,139,588,11,,GB,GB_NIR
2020-04-17,Northern Ireland,2570,13923,214,162,634,9,,GB,GB_NIR
2020-04-18,Northern Ireland,2656,14314,224,86,391,10,,GB,GB_NIR
2020-04-19,Northern Ireland,2699,14575,234,43,261,10,,GB,GB_NIR
2020-04-20,Northern Ireland,2811,15061,246,112,486,12,,GB,GB_NIR
2020-04-21,Northern Ireland,2943,15699,259,132,638,13,,GB,GB_NIR
2020-04-22,Northern Ireland,3043,16271,278,100,572,19,,GB,GB_NIR
2020-04-23,Northern Ireland,3118,16768,294,75,497,16,,GB,GB_NIR
2020-04-24,Northern Ireland,3204,17347,305,86,579,11,,GB,GB_NIR
2020-04-25,Northern Ireland,3259,17742,320,55,395,15,,GB,GB_NIR
2020-04-26,Northern Ireland,3302,18149,334,43,407,14,,GB,GB_NIR
2020-04-27,Northern Ireland,3375,18874,347,73,725,13,,GB,GB_NIR
2020-04-28,Northern Ireland,3447,19693,353,72,819,6,,GB,GB_NIR
2020-04-29,Northern Ireland,3539,20589,367,92,896,14,,GB,GB_NIR
2020-04-30,Northern Ireland,3628,21521,375,89,932,8,,GB,GB_NIR
2020-05-01,Northern Ireland,3714,22587,387,86,1066,12,,GB,GB_NIR
2020-05-02,Northern Ireland,3774,23392,399,60,805,12,,GB,GB_NIR
2020-05-03,Northern Ireland,3802,23894,410,28,502,11,,GB,GB_NIR
2020-05-04,Northern Ireland,3858,24900,419,56,1006,9,,GB,GB_NIR
2020-05-05,Northern Ireland,3916,25945,425,58,1045,6,,GB,GB_NIR
2020-05-06,Northern Ireland,3958,27051,428,42,1106,3,,GB,GB_NIR
2020-05-07,Northern Ireland,4018,28051,431,60,1000,3,,GB,GB_NIR
2020-05-08,Northern Ireland,4064,28947,437,46,896,6,,GB,GB_NIR
2020-05-09,Northern Ireland,4095,29715,444,31,768,7,,GB,GB_NIR
2020-05-10,Northern Ireland,4142,30465,454,47,750,10,,GB,GB_NIR
2020-05-11,Northern Ireland,4207,31537,456,65,1072,2,,GB,GB_NIR
2020-05-12,Northern Ireland,4263,32626,460,56,1089,4,,GB,GB_NIR
2020-05-13,Northern Ireland,4294,33751,463,31,1125,3,,GB,GB_NIR
2020-05-14,Northern Ireland,4327,34701,473,33,950,10,,GB,GB_NIR
2020-05-15,Northern Ireland,4375,35848,476,48,1147,3,,GB,GB_NIR
2020-05-16,Northern Ireland,4399,36555,480,24,707,4,,GB,GB_NIR
2020-05-17,Northern Ireland,4423,37134,487,24,579,7,,GB,GB_NIR
2020-05-18,Northern Ireland,4457,38273,494,34,1139,7,,GB,GB_NIR
2020-05-19,Northern Ireland,4501,39371,499,44,1098,5,,GB,GB_NIR
2020-05-20,Northern Ireland,4528,40499,504,27,1128,5,,GB,GB_NIR
2020-05-21,Northern Ireland,4566,41554,508,38,1055,4,,GB,GB_NIR
2020-05-22,Northern Ireland,4584,42636,509,18,1082,1,,GB,GB_NIR
2020-05-23,Northern Ireland,4617,43401,511,33,765,2,,GB,GB_NIR
2020-05-24,Northern Ireland,4629,44063,518,12,662,7,,GB,GB_NIR
2020-05-25,Northern Ireland,4650,44953,519,21,890,1,,GB,GB_NIR
2020-05-26,Northern Ireland,4663,45891,520,13,938,1,,GB,GB_NIR
2020-05-27,Northern Ireland,4678,46805,524,15,914,4,,GB,GB_NIR
2020-05-28,Northern Ireland,4696,47813,527,18,1008,3,,GB,GB_NIR
2020-05-29,Northern Ireland,4706,48786,528,10,973,1,,GB,GB_NIR
2020-05-30,Northern Ireland,4712,49694,530,6,908,2,,GB,GB_NIR
2020-05-31,Northern Ireland,4723,50307,531,11,613,1,,GB,GB_NIR
2020-06-01,Northern Ireland,4734,51433,532,11,1126,1,,GB,GB_NIR
2020-06-02,Northern Ireland,4750,52703,534,16,1270,2,,GB,GB_NIR
2020-06-03,Northern Ireland,4754,53998,536,4,1295,2,,GB,GB_NIR
2020-06-04,Northern Ireland,4758,55250,,4,1252,0,,GB,GB_NIR
2020-06-05,Northern Ireland,4776,56547,537,18,1297,1,,GB,GB_NIR
2020-06-06,Northern Ireland,4780,57382,537,4,835,0,,GB,GB_NIR
2020-06-07,Northern Ireland,4782,58110,537,2,728,0,,GB,GB_NIR
2020-06-08,Northern Ireland,4791,59287,537,9,1177,0,,GB,GB_NIR
2020-06-09,Northern Ireland,4803,60529,537,12,1242,0,,GB,GB_NIR
2020-06-10,Northern Ireland,4819,61760,537,16,1231,0,,GB,GB_NIR
2020-06-11,Northern Ireland,4828,62981,539,9,1221,2,,GB,GB_NIR
2020-06-12,Northern Ireland,4834,64114,540,6,1133,1,,GB,GB_NIR
2020-06-13,Northern Ireland,4843,64899,541,9,785,1,,GB,GB_NIR
2020-06-14,Northern Ireland,4845,65686,541,2,787,0,,GB,GB_NIR
2020-06-15,Northern Ireland,4853,66994,541,8,1308,0,,GB,GB_NIR
2020-06-16,Northern Ireland,4861,68262,542,8,1268,1,,GB,GB_NIR
2020-06-17,Northern Ireland,4863,68740,543,2,478,1,,GB,GB_NIR
2020-06-18,Northern Ireland,4863,68741,543,0,1,0,,GB,GB_NIR
2020-01-24,Scotland,0,2,0,,,,,GB,GB_SCT
2020-01-25,Scotland,0,5,0,0,3,0,,GB,GB_SCT
2020-01-26,Scotland,0,6,0,0,1,0,,GB,GB_SCT
2020-01-27,Scotland,0,7,0,0,1,0,,GB,GB_SCT
2020-01-28,Scotland,0,11,0,0,4,0,,GB,GB_SCT
2020-01-29,Scotland,0,11,0,0,0,0,,GB,GB_SCT
2020-01-30,Scotland,0,16,0,0,5,0,,GB,GB_SCT
2020-01-31,Scotland,0,16,0,0,0,0,,GB,GB_SCT
2020-02-01,Scotland,0,16,0,0,0,0,,GB,GB_SCT
2020-02-02,Scotland,0,16,0,0,0,0,,GB,GB_SCT
2020-02-03,Scotland,0,26,0,0,10,0,,GB,GB_SCT
2020-02-04,Scotland,0,26,0,0,0,0,,GB,GB_SCT
2020-02-05,Scotland,0,31,0,0,5,0,,GB,GB_SCT
2020-02-06,Scotland,0,34,0,0,3,0,,GB,GB_SCT
2020-02-07,Scotland,0,38,0,0,4,0,,GB,GB_SCT
2020-02-08,Scotland,0,38,0,0,0,0,,GB,GB_SCT
2020-02-09,Scotland,0,41,0,0,3,0,,GB,GB_SCT
2020-02-10,Scotland,0,57,0,0,16,0,,GB,GB_SCT
2020-02-11,Scotland,0,82,0,0,25,0,,GB,GB_SCT
2020-02-12,Scotland,0,106,0,0,24,0,,GB,GB_SCT
2020-02-13,Scotland,0,148,0,0,42,0,,GB,GB_SCT
2020-02-14,Scotland,0,200,0,0,52,0,,GB,GB_SCT
2020-02-15,Scotland,0,224,0,0,24,0,,GB,GB_SCT
2020-02-16,Scotland,0,252,0,0,28,0,,GB,GB_SCT
2020-02-17,Scotland,0,264,0,0,12,0,,GB,GB_SCT
2020-02-18,Scotland,0,276,0,0,12,0,,GB,GB_SCT
2020-02-19,Scotland,0,306,0,0,30,0,,GB,GB_SCT
2020-02-20,Scotland,0,327,0,0,21,0,,GB,GB_SCT
2020-02-21,Scotland,0,368,0,0,41,0,,GB,GB_SCT
2020-02-22,Scotland,0,382,0,0,14,0,,GB,GB_SCT
2020-02-23,Scotland,0,393,0,0,11,0,,GB,GB_SCT
2020-02-24,Scotland,0,404,0,0,11,0,,GB,GB_SCT
2020-02-25,Scotland,0,412,0,0,8,0,,GB,GB_SCT
2020-02-26,Scotland,0,437,0,0,25,0,,GB,GB_SCT
2020-02-27,Scotland,0,470,0,0,33,0,,GB,GB_SCT
2020-02-28,Scotland,0,500,0,0,30,0,,GB,GB_SCT
2020-02-29,Scotland,0,630,0,0,130,0,,GB,GB_SCT
2020-03-01,Scotland,0,698,0,0,68,0,,GB,GB_SCT
2020-03-02,Scotland,1,815,0,1,117,0,,GB,GB_SCT
2020-03-03,Scotland,1,915,0,0,100,0,,GB,GB_SCT
2020-03-04,Scotland,3,1046,0,2,131,0,,GB,GB_SCT
2020-03-05,Scotland,6,1256,0,3,210,0,,GB,GB_SCT
2020-03-06,Scotland,11,1525,0,5,269,0,,GB,GB_SCT
2020-03-07,Scotland,16,1680,0,5,155,0,,GB,GB_SCT
2020-03-08,Scotland,18,1957,0,2,277,0,,GB,GB_SCT
2020-03-09,Scotland,23,2101,0,5,144,0,,GB,GB_SCT
2020-03-10,Scotland,27,2234,0,4,133,0,,GB,GB_SCT
2020-03-11,Scotland,36,2316,0,9,82,0,,GB,GB_SCT
2020-03-12,Scotland,60,2892,0,24,576,0,,GB,GB_SCT
2020-03-13,Scotland,85,3314,1,25,422,1,,GB,GB_SCT
2020-03-14,Scotland,121,3715,1,36,401,0,,GB,GB_SCT
2020-03-15,Scotland,153,4240,1,32,525,0,,GB,GB_SCT
2020-03-16,Scotland,171,4895,1,18,655,0,,GB,GB_SCT
2020-03-17,Scotland,195,5246,2,24,351,1,,GB,GB_SCT
2020-03-18,Scotland,227,6091,3,32,845,1,,GB,GB_SCT
2020-03-19,Scotland,266,6772,6,39,681,3,,GB,GB_SCT
2020-03-20,Scotland,322,7550,6,56,778,0,,GB,GB_SCT
2020-03-21,Scotland,373,8259,7,51,709,1,,GB,GB_SCT
2020-03-22,Scotland,416,8679,10,43,420,3,,GB,GB_SCT
2020-03-23,Scotland,499,9364,14,83,685,4,,GB,GB_SCT
2020-03-24,Scotland,584,9968,16,85,604,2,,GB,GB_SCT
2020-03-25,Scotland,719,10676,22,135,708,6,,GB,GB_SCT
2020-03-26,Scotland,894,11487,25,175,811,3,,GB,GB_SCT
2020-03-27,Scotland,1059,12273,33,165,786,8,,GB,GB_SCT
2020-03-28,Scotland,1245,13133,40,186,860,7,,GB,GB_SCT
2020-03-29,Scotland,1384,13889,41,139,756,1,,GB,GB_SCT
2020-03-30,Scotland,1563,14624,47,179,735,6,,GB,GB_SCT
2020-03-31,Scotland,1993,15895,69,430,1271,22,,GB,GB_SCT
2020-04-01,Scotland,2310,17007,97,317,1112,28,,GB,GB_SCT
2020-04-02,Scotland,2602,18128,126,292,1121,29,,GB,GB_SCT
2020-04-03,Scotland,3001,19535,172,399,1407,46,,GB,GB_SCT
2020-04-04,Scotland,3345,20798,218,344,1263,46,,GB,GB_SCT
2020-04-05,Scotland,3706,23143,220,361,2345,2,,GB,GB_SCT
2020-04-06,Scotland,3961,24036,222,255,893,2,,GB,GB_SCT
2020-04-07,Scotland,4229,25022,296,268,986,74,,GB,GB_SCT
2020-04-08,Scotland,4565,26226,366,336,1204,70,,GB,GB_SCT
2020-04-09,Scotland,4957,27518,447,392,1292,81,,GB,GB_SCT
2020-04-10,Scotland,5275,28652,495,318,1134,48,,GB,GB_SCT
2020-04-11,Scotland,5590,29903,542,315,1251,47,,GB,GB_SCT
2020-04-12,Scotland,5912,31114,566,322,1211,24,,GB,GB_SCT
2020-04-13,Scotland,6067,31813,575,155,699,9,,GB,GB_SCT
2020-04-14,Scotland,6358,32855,615,291,1042,40,,GB,GB_SCT
2020-04-15,Scotland,6748,34064,699,390,1209,84,,GB,GB_SCT
2020-04-16,Scotland,7102,35392,779,354,1328,80,,GB,GB_SCT
2020-04-17,Scotland,7409,36637,837,307,1245,58,,GB,GB_SCT
2020-04-18,Scotland,7820,38233,893,411,1596,56,,GB,GB_SCT
2020-04-19,Scotland,8187,39612,903,367,1379,10,,GB,GB_SCT
2020-04-20,Scotland,8450,40700,915,263,1088,12,,GB,GB_SCT
2020-04-21,Scotland,8672,41699,985,222,999,70,,GB,GB_SCT
2020-04-22,Scotland,9038,43309,1062,366,1610,77,,GB,GB_SCT
2020-04-23,Scotland,9409,44799,1120,371,1490,58,,GB,GB_SCT
2020-04-24,Scotland,9697,46089,1184,288,1290,64,,GB,GB_SCT
2020-04-25,Scotland,10051,47749,1231,354,1660,47,,GB,GB_SCT
2020-04-26,Scotland,10324,49157,1249,273,1408,18,,GB,GB_SCT
2020-04-27,Scotland,10521,50294,1262,197,1137,13,,GB,GB_SCT
2020-04-28,Scotland,10721,51499,1332,200,1205,70,,GB,GB_SCT
2020-04-29,Scotland,11034,53082,1415,313,1583,83,,GB,GB_SCT
2020-04-30,Scotland,11353,54639,1475,319,1557,60,,GB,GB_SCT
2020-05-01,Scotland,11654,56702,1515,301,2063,40,,GB,GB_SCT
2020-05-02,Scotland,11927,58833,1559,273,2131,44,,GB,GB_SCT
2020-05-03,Scotland,12097,60295,1571,170,1462,12,,GB,GB_SCT
2020-05-04,Scotland,12266,61696,1576,169,1401,5,,GB,GB_SCT
2020-05-05,Scotland,12437,63311,1620,171,1615,44,,GB,GB_SCT
2020-05-06,Scotland,12709,65125,1703,272,1814,83,,GB,GB_SCT
2020-05-07,Scotland,12924,67097,1762,215,1972,59,,GB,GB_SCT
2020-05-08,Scotland,13149,69191,1811,225,2094,49,,GB,GB_SCT
2020-05-09,Scotland,13305,71092,1847,156,1901,36,,GB,GB_SCT
2020-05-10,Scotland,13486,72683,1857,181,1591,10,,GB,GB_SCT
2020-05-11,Scotland,13627,74063,1862,141,1380,5,,GB,GB_SCT
2020-05-12,Scotland,13763,75570,1912,136,1507,50,,GB,GB_SCT
2020-05-13,Scotland,13929,77750,1973,166,2180,61,,GB,GB_SCT
2020-05-14,Scotland,14117,80275,2007,188,2525,34,,GB,GB_SCT
2020-05-15,Scotland,14260,82266,2053,143,1991,46,,GB,GB_SCT
2020-05-16,Scotland,14447,85604,2094,187,3338,41,,GB,GB_SCT
2020-05-17,Scotland,14537,87660,2103,90,2056,9,,GB,GB_SCT
2020-05-18,Scotland,14594,88940,2105,57,1280,2,,GB,GB_SCT
2020-05-19,Scotland,14655,90421,2134,61,1481,29,,GB,GB_SCT
2020-05-20,Scotland,14751,92594,2184,96,2173,50,,GB,GB_SCT
2020-05-21,Scotland,14856,95173,2221,105,2579,37,,GB,GB_SCT
2020-05-22,Scotland,14969,97607,2245,113,2434,24,,GB,GB_SCT
2020-05-23,Scotland,15041,99932,2261,72,2325,16,,GB,GB_SCT
