country_code,match_string,date,total_confirmed,new_confirmed,key
NO,nordland,2020-05-31,121,0,NO_18
NO,nordland,2020-06-01,121,0,NO_18
NO,nordland,2020-06-02,121,0,NO_18
NO,nordland,2020-06-03,121,0,NO_18
NO,nordland,2020-06-04,121,0,NO_18
NO,nordland,2020-06-05,121,0,NO_18
NO,nordland,2020-06-06,121,0,NO_18
NO,nordland,2020-06-07,121,0,NO_18
NO,nordland,2020-06-08,121,0,NO_18
NO,nordland,2020-06-09,121,0,NO_18
NO,nordland,2020-06-10,122,1,NO_18
NO,nordland,2020-06-11,122,0,NO_18
NO,nordland,2020-06-12,122,0,NO_18
NO,nordland,2020-06-13,122,0,NO_18
NO,nordland,2020-06-14,122,0,NO_18
NO,nordland,2020-06-15,122,0,NO_18
NO,nordland,2020-06-16,122,0,NO_18
NO,nordland,2020-06-17,122,0,NO_18
NO,oslo,2020-03-20,419,,NO_03
NO,oslo,2020-03-21,448,29,NO_03
NO,oslo,2020-03-22,523,75,NO_03
NO,oslo,2020-03-23,523,0,NO_03
NO,oslo,2020-03-24,657,134,NO_03
NO,oslo,2020-03-25,719,62,NO_03
NO,oslo,2020-03-26,744,25,NO_03
NO,oslo,2020-03-27,903,159,NO_03
NO,oslo,2020-03-28,989,86,NO_03
NO,oslo,2020-03-29,1118,129,NO_03
NO,oslo,2020-03-30,1169,51,NO_03
NO,oslo,2020-03-31,1233,64,NO_03
NO,oslo,2020-04-01,1281,48,NO_03
NO,oslo,2020-04-02,1379,98,NO_03
NO,oslo,2020-04-03,1438,59,NO_03
NO,oslo,2020-04-04,1534,96,NO_03
NO,oslo,2020-04-05,1582,48,NO_03
NO,oslo,2020-04-06,1626,44,NO_03
NO,oslo,2020-04-07,1673,47,NO_03
NO,oslo,2020-04-08,1730,57,NO_03
NO,oslo,2020-04-09,1780,50,NO_03
NO,oslo,2020-04-10,1827,47,NO_03
NO,oslo,2020-04-11,1866,39,NO_03
NO,oslo,2020-04-12,1893,27,NO_03
NO,oslo,2020-04-13,1960,67,NO_03
NO,oslo,2020-04-15,1985,25,NO_03
NO,oslo,2020-04-16,2031,46,NO_03
NO,oslo,2020-04-18,2095,64,NO_03
NO,oslo,2020-04-19,2132,37,NO_03
NO,oslo,2020-04-20,2156,24,NO_03
NO,oslo,2020-04-21,2177,21,NO_03
NO,oslo,2020-04-22,2212,35,NO_03
NO,oslo,2020-04-23,2252,40,NO_03
NO,oslo,2020-04-24,2273,21,NO_03
NO,oslo,2020-04-27,2324,51,NO_03
NO,oslo,2020-04-28,2339,15,NO_03
NO,oslo,2020-04-29,2354,15,NO_03
NO,oslo,2020-04-30,2364,10,NO_03
NO,oslo,2020-05-07,2470,106,NO_03
NO,oslo,2020-05-09,2470,0,NO_03
NO,oslo,2020-05-11,2470,0,NO_03
NO,oslo,2020-05-12,2537,67,NO_03
NO,oslo,2020-05-13,2547,10,NO_03
NO,oslo,2020-05-14,2551,4,NO_03
NO,oslo,2020-05-15,2568,17,NO_03
NO,oslo,2020-05-18,2568,0,NO_03
NO,oslo,2020-05-19,2572,4,NO_03
NO,oslo,2020-05-20,2572,0,NO_03
NO,oslo,2020-05-21,2572,0,NO_03
NO,oslo,2020-05-22,2589,17,NO_03
NO,oslo,2020-05-23,2589,0,NO_03
NO,oslo,2020-05-24,2589,0,NO_03
NO,oslo,2020-05-25,2607,18,NO_03
NO,oslo,2020-05-26,2614,7,NO_03
NO,oslo,2020-05-27,2620,6,NO_03
NO,oslo,2020-05-28,2625,5,NO_03
NO,oslo,2020-05-29,2632,7,NO_03
NO,oslo,2020-05-30,2632,0,NO_03
NO,oslo,2020-05-31,2632,0,NO_03
NO,oslo,2020-06-01,2632,0,NO_03
NO,oslo,2020-06-02,2641,9,NO_03
NO,oslo,2020-06-03,2643,2,NO_03
NO,oslo,2020-06-04,2660,17,NO_03
NO,oslo,2020-06-05,2676,16,NO_03
NO,oslo,2020-06-06,2676,0,NO_03
NO,oslo,2020-06-07,2676,0,NO_03
NO,oslo,2020-06-08,2706,30,NO_03
NO,oslo,2020-06-09,2722,16,NO_03
NO,oslo,2020-06-10,2727,5,NO_03
NO,oslo,2020-06-11,2738,11,NO_03
NO,oslo,2020-06-12,2748,10,NO_03
NO,oslo,2020-06-13,2748,0,NO_03
NO,oslo,2020-06-14,2748,0,NO_03
NO,oslo,2020-06-15,2764,16,NO_03
NO,oslo,2020-06-16,2764,0,NO_03
NO,oslo,2020-06-17,2779,15,NO_03
NO,rogaland,2020-03-20,180,,NO_11
NO,rogaland,2020-03-21,199,19,NO_11
NO,rogaland,2020-03-22,219,20,NO_11
NO,rogaland,2020-03-23,219,0,NO_11
NO,rogaland,2020-03-24,251,32,NO_11
NO,rogaland,2020-03-25,266,15,NO_11
NO,rogaland,2020-03-26,270,4,NO_11
NO,rogaland,2020-03-27,277,7,NO_11
NO,rogaland,2020-03-28,304,27,NO_11
NO,rogaland,2020-03-29,305,1,NO_11
NO,rogaland,2020-03-30,305,0,NO_11
NO,rogaland,2020-03-31,317,12,NO_11
NO,rogaland,2020-04-01,321,4,NO_11
NO,rogaland,2020-04-02,332,11,NO_11
NO,rogaland,2020-04-03,351,19,NO_11
NO,rogaland,2020-04-04,368,17,NO_11
NO,rogaland,2020-04-05,372,4,NO_11
NO,rogaland,2020-04-06,377,5,NO_11
NO,rogaland,2020-04-07,378,1,NO_11
NO,rogaland,2020-04-08,379,1,NO_11
NO,rogaland,2020-04-09,379,0,NO_11
NO,rogaland,2020-04-10,379,0,NO_11
NO,rogaland,2020-04-11,378,-1,NO_11
NO,rogaland,2020-04-12,380,2,NO_11
NO,rogaland,2020-04-13,380,0,NO_11
NO,rogaland,2020-04-15,382,2,NO_11
NO,rogaland,2020-04-16,383,1,NO_11
NO,rogaland,2020-04-18,391,8,NO_11
NO,rogaland,2020-04-19,391,0,NO_11
NO,rogaland,2020-04-20,392,1,NO_11
NO,rogaland,2020-04-21,393,1,NO_11
NO,rogaland,2020-04-22,395,2,NO_11
NO,rogaland,2020-04-23,397,2,NO_11
NO,rogaland,2020-04-24,397,0,NO_11
NO,rogaland,2020-04-27,400,3,NO_11
NO,rogaland,2020-04-28,422,22,NO_11
NO,rogaland,2020-04-29,423,1,NO_11
NO,rogaland,2020-04-30,431,8,NO_11
NO,rogaland,2020-05-07,435,4,NO_11
NO,rogaland,2020-05-09,435,0,NO_11
NO,rogaland,2020-05-11,435,0,NO_11
NO,rogaland,2020-05-12,437,2,NO_11
NO,rogaland,2020-05-13,438,1,NO_11
NO,rogaland,2020-05-14,438,0,NO_11
NO,rogaland,2020-05-15,438,0,NO_11
NO,rogaland,2020-05-18,438,0,NO_11
NO,rogaland,2020-05-19,438,0,NO_11
NO,rogaland,2020-05-20,438,0,NO_11
NO,rogaland,2020-05-21,438,0,NO_11
NO,rogaland,2020-05-22,438,0,NO_11
NO,rogaland,2020-05-23,438,0,NO_11
NO,rogaland,2020-05-24,438,0,NO_11
NO,rogaland,2020-05-25,438,0,NO_11
NO,rogaland,2020-05-26,438,0,NO_11
NO,rogaland,2020-05-27,437,-1,NO_11
NO,rogaland,2020-05-28,437,0,NO_11
NO,rogaland,2020-05-29,437,0,NO_11
NO,rogaland,2020-05-30,437,0,NO_11
NO,rogaland,2020-05-31,437,0,NO_11
NO,rogaland,2020-06-01,437,0,NO_11
NO,rogaland,2020-06-02,438,1,NO_11
NO,rogaland,2020-06-03,438,0,NO_11
NO,rogaland,2020-06-04,438,0,NO_11
NO,rogaland,2020-06-05,439,1,NO_11
NO,rogaland,2020-06-06,439,0,NO_11
NO,rogaland,2020-06-07,439,0,NO_11
NO,rogaland,2020-06-08,441,2,NO_11
NO,rogaland,2020-06-09,440,-1,NO_11
NO,rogaland,2020-06-10,440,0,NO_11
NO,rogaland,2020-06-11,441,1,NO_11
NO,rogaland,2020-06-12,441,0,NO_11
NO,rogaland,2020-06-13,441,0,NO_11
NO,rogaland,2020-06-14,441,0,NO_11
NO,rogaland,2020-06-15,441,0,NO_11
NO,rogaland,2020-06-16,441,0,NO_11
NO,rogaland,2020-06-17,441,0,NO_11
NO,troms og finnmark,2020-03-20,32,,NO_54
NO,troms og finnmark,2020-03-21,37,5,NO_54
NO,troms og finnmark,2020-03-22,49,12,NO_54
NO,troms og finnmark,2020-03-23,49,0,NO_54
NO,troms og finnmark,2020-03-24,59,10,NO_54
NO,troms og finnmark,2020-03-25,73,14,NO_54
NO,troms og finnmark,2020-03-26,93,20,NO_54
NO,troms og finnmark,2020-03-27,116,23,NO_54
NO,troms og finnmark,2020-03-28,129,13,NO_54
NO,troms og finnmark,2020-03-29,143,14,NO_54
NO,troms og finnmark,2020-03-30,146,3,NO_54
NO,troms og finnmark,2020-03-31,152,6,NO_54
NO,troms og finnmark,2020-04-01,157,5,NO_54
NO,troms og finnmark,2020-04-02,164,7,NO_54
NO,troms og finnmark,2020-04-03,176,12,NO_54
NO,troms og finnmark,2020-04-04,178,2,NO_54
NO,troms og finnmark,2020-04-05,181,3,NO_54
NO,troms og finnmark,2020-04-06,181,0,NO_54
NO,troms og finnmark,2020-04-07,184,3,NO_54
NO,troms og finnmark,2020-04-08,185,1,NO_54
NO,troms og finnmark,2020-04-09,187,2,NO_54
NO,troms og finnmark,2020-04-10,188,1,NO_54
NO,troms og finnmark,2020-04-11,190,2,NO_54
NO,troms og finnmark,2020-04-12,190,0,NO_54
NO,troms og finnmark,2020-04-13,197,7,NO_54
NO,troms og finnmark,2020-04-15,200,3,NO_54
NO,troms og finnmark,2020-04-16,203,3,NO_54
NO,troms og finnmark,2020-04-18,212,9,NO_54
NO,troms og finnmark,2020-04-19,218,6,NO_54
NO,troms og finnmark,2020-04-20,223,5,NO_54
NO,troms og finnmark,2020-04-21,225,2,NO_54
NO,troms og finnmark,2020-04-22,227,2,NO_54
NO,troms og finnmark,2020-04-23,230,3,NO_54
NO,troms og finnmark,2020-04-24,229,-1,NO_54
NO,troms og finnmark,2020-04-27,232,3,NO_54
NO,troms og finnmark,2020-04-28,234,2,NO_54
NO,troms og finnmark,2020-04-29,237,3,NO_54
NO,troms og finnmark,2020-04-30,240,3,NO_54
NO,troms og finnmark,2020-05-07,247,7,NO_54
NO,troms og finnmark,2020-05-09,247,0,NO_54
NO,troms og finnmark,2020-05-11,247,0,NO_54
NO,troms og finnmark,2020-05-12,251,4,NO_54
NO,troms og finnmark,2020-05-13,251,0,NO_54
NO,troms og finnmark,2020-05-14,251,0,NO_54
NO,troms og finnmark,2020-05-15,252,1,NO_54
NO,troms og finnmark,2020-05-18,252,0,NO_54
NO,troms og finnmark,2020-05-19,252,0,NO_54
NO,troms og finnmark,2020-05-20,252,0,NO_54
NO,troms og finnmark,2020-05-21,252,0,NO_54
NO,troms og finnmark,2020-05-22,252,0,NO_54
NO,troms og finnmark,2020-05-23,252,0,NO_54
NO,troms og finnmark,2020-05-24,252,0,NO_54
NO,troms og finnmark,2020-05-25,252,0,NO_54
NO,troms og finnmark,2020-05-26,252,0,NO_54
NO,troms og finnmark,2020-05-27,252,0,NO_54
NO,troms og finnmark,2020-05-28,252,0,NO_54
NO,troms og finnmark,2020-05-29,252,0,NO_54
NO,troms og finnmark,2020-05-30,252,0,NO_54
NO,troms og finnmark,2020-05-31,252,0,NO_54
NO,troms og finnmark,2020-06-01,252,0,NO_54
NO,troms og finnmark,2020-06-02,252,0,NO_54
NO,troms og finnmark,2020-06-03,252,0,NO_54
NO,troms og finnmark,2020-06-04,252,0,NO_54
NO,troms og finnmark,2020-06-05,252,0,NO_54
NO,troms og finnmark,2020-06-06,252,0,NO_54
NO,troms og finnmark,2020-06-07,252,0,NO_54
NO,troms og finnmark,2020-06-08,252,0,NO_54
NO,troms og finnmark,2020-06-09,252,0,NO_54
NO,troms og finnmark,2020-06-10,252,0,NO_54
NO,troms og finnmark,2020-06-11,252,0,NO_54
NO,troms og finnmark,2020-06-12,252,0,NO_54
NO,troms og finnmark,2020-06-13,252,0,NO_54
NO,troms og finnmark,2020-06-14,252,0,NO_54
NO,troms og finnmark,2020-06-15,252,0,NO_54
NO,troms og finnmark,2020-06-16,252,0,NO_54
NO,troms og finnmark,2020-06-17,253,1,NO_54
NO,trøndelag,2020-03-20,97,,NO_50
NO,trøndelag,2020-03-21,122,25,NO_50
NO,trøndelag,2020-03-22,131,9,NO_50
NO,trøndelag,2020-03-23,131,0,NO_50
NO,trøndelag,2020-03-24,158,27,NO_50
NO,trøndelag,2020-03-25,179,21,NO_50
NO,trøndelag,2020-03-26,236,57,NO_50
NO,trøndelag,2020-03-27,261,25,NO_50
NO,trøndelag,2020-03-28,281,20,NO_50
NO,trøndelag,2020-03-29,296,15,NO_50
NO,trøndelag,2020-03-30,311,15,NO_50
NO,trøndelag,2020-03-31,320,9,NO_50
NO,trøndelag,2020-04-01,330,10,NO_50
NO,trøndelag,2020-04-02,340,10,NO_50
NO,trøndelag,2020-04-03,352,12,NO_50
NO,trøndelag,2020-04-04,361,9,NO_50
NO,trøndelag,2020-04-05,369,8,NO_50
NO,trøndelag,2020-04-06,372,3,NO_50
NO,trøndelag,2020-04-07,375,3,NO_50
NO,trøndelag,2020-04-08,377,2,NO_50
NO,trøndelag,2020-04-09,388,11,NO_50
NO,trøndelag,2020-04-10,391,3,NO_50
NO,trøndelag,2020-04-11,393,2,NO_50
NO,trøndelag,2020-04-12,400,7,NO_50
NO,trøndelag,2020-04-13,403,3,NO_50
NO,trøndelag,2020-04-15,405,2,NO_50
NO,trøndelag,2020-04-16,406,1,NO_50
NO,trøndelag,2020-04-18,414,8,NO_50
NO,trøndelag,2020-04-19,418,4,NO_50
NO,trøndelag,2020-04-20,420,2,NO_50
NO,trøndelag,2020-04-21,422,2,NO_50
NO,trøndelag,2020-04-22,423,1,NO_50
NO,trøndelag,2020-04-23,431,8,NO_50
NO,trøndelag,2020-04-24,434,3,NO_50
NO,trøndelag,2020-04-27,459,25,NO_50
NO,trøndelag,2020-04-28,471,12,NO_50
NO,trøndelag,2020-04-29,472,1,NO_50
NO,trøndelag,2020-04-30,477,5,NO_50
