date,country_name,match_string,total_confirmed,total_deceased,total_recovered,new_confirmed,new_deceased,new_recovered,key
2020-03-23,China,Beijing,537,8,401,23,0,1,CN_BJ
2020-03-24,China,Beijing,558,8,401,21,0,0,CN_BJ
2020-03-25,China,Beijing,561,8,403,3,0,2,CN_BJ
2020-03-26,China,Beijing,566,8,406,5,0,3,CN_BJ
2020-03-27,China,Beijing,569,8,408,3,0,2,CN_BJ
2020-03-28,China,Beijing,573,8,410,4,0,2,CN_BJ
2020-03-29,China,Beijing,577,8,411,4,0,1,CN_BJ
2020-03-30,China,Beijing,577,8,415,0,0,4,CN_BJ
2020-03-31,China,Beijing,580,8,418,3,0,3,CN_BJ
2020-04-01,China,Beijing,580,8,418,0,0,0,CN_BJ
2020-04-02,China,Beijing,582,8,424,2,0,6,CN_BJ
2020-04-03,China,Beijing,584,8,434,2,0,10,CN_BJ
2020-04-04,China,Beijing,585,8,438,1,0,4,CN_BJ
2020-04-05,China,Beijing,586,8,441,1,0,3,CN_BJ
2020-04-06,China,Beijing,587,8,443,1,0,2,CN_BJ
2020-04-07,China,Beijing,587,8,448,0,0,5,CN_BJ
2020-04-08,China,Beijing,588,8,455,1,0,7,CN_BJ
2020-04-09,China,Beijing,588,8,464,0,0,9,CN_BJ
2020-04-10,China,Beijing,588,8,469,0,0,5,CN_BJ
2020-04-11,China,Beijing,589,8,474,1,0,5,CN_BJ
2020-04-12,China,Beijing,589,8,479,0,0,5,CN_BJ
2020-04-13,China,Beijing,589,8,484,0,0,5,CN_BJ
2020-04-14,China,Beijing,589,8,491,0,0,7,CN_BJ
2020-04-15,China,Beijing,590,8,495,1,0,4,CN_BJ
2020-04-16,China,Beijing,593,8,503,3,0,8,CN_BJ
2020-04-17,China,Beijing,593,8,509,0,0,6,CN_BJ
2020-04-19,China,Beijing,593,8,510,0,0,1,CN_BJ
2020-04-20,China,Beijing,593,8,514,0,0,4,CN_BJ
2020-04-21,China,Beijing,593,8,516,0,0,2,CN_BJ
2020-04-22,China,Beijing,593,8,518,0,0,2,CN_BJ
2020-04-23,China,Beijing,593,8,522,0,0,4,CN_BJ
2020-04-24,China,Beijing,593,8,524,0,0,2,CN_BJ
2020-04-25,China,Beijing,593,8,525,0,0,1,CN_BJ
2020-04-27,China,Beijing,593,9,525,0,1,0,CN_BJ
2020-04-28,China,Beijing,593,9,536,0,0,11,CN_BJ
2020-04-29,China,Beijing,593,9,538,0,0,2,CN_BJ
2020-04-30,China,Beijing,593,9,542,0,0,4,CN_BJ
2020-05-01,China,Beijing,593,9,547,0,0,5,CN_BJ
2020-05-04,China,Beijing,593,9,553,0,0,6,CN_BJ
2020-05-05,China,Beijing,593,9,554,0,0,1,CN_BJ
2020-05-06,China,Beijing,593,9,555,0,0,1,CN_BJ
2020-05-07,China,Beijing,593,9,557,0,0,2,CN_BJ
2020-05-08,China,Beijing,593,9,560,0,0,3,CN_BJ
2020-05-09,China,Beijing,593,9,563,0,0,3,CN_BJ
2020-05-10,China,Beijing,593,9,565,0,0,2,CN_BJ
2020-05-11,China,Beijing,593,9,568,0,0,3,CN_BJ
2020-05-12,China,Beijing,593,9,571,0,0,3,CN_BJ
2020-05-13,China,Beijing,593,9,573,0,0,2,CN_BJ
2020-05-14,China,Beijing,593,9,574,0,0,1,CN_BJ
2020-05-16,China,Beijing,593,9,576,0,0,2,CN_BJ
2020-05-17,China,Beijing,593,9,577,0,0,1,CN_BJ
2020-05-18,China,Beijing,593,9,578,0,0,1,CN_BJ
2020-05-22,China,Beijing,593,9,579,0,0,1,CN_BJ
2020-05-24,China,Beijing,593,9,581,0,0,2,CN_BJ
2020-06-03,China,Beijing,594,9,582,1,0,1,CN_BJ
2020-06-04,China,Beijing,594,9,583,0,0,1,CN_BJ
2020-06-09,China,Beijing,594,9,584,0,0,1,CN_BJ
2020-06-12,China,Beijing,597,9,584,3,0,0,CN_BJ
2020-06-13,China,Beijing,601,9,584,4,0,0,CN_BJ
2020-06-14,China,Beijing,637,9,584,36,0,0,CN_BJ
2020-06-15,China,Beijing,673,9,584,36,0,0,CN_BJ
2020-06-16,China,Beijing,700,9,584,27,0,0,CN_BJ
2020-06-17,China,Beijing,731,9,584,31,0,0,CN_BJ
2020-06-18,China,Beijing,752,9,584,21,0,0,CN_BJ
2020-06-19,China,Beijing,777,9,584,25,0,0,CN_BJ
2020-06-20,China,Beijing,799,9,584,22,0,0,CN_BJ
2020-06-21,China,Beijing,821,9,584,22,0,0,CN_BJ
2020-06-22,China,Beijing,830,9,584,9,0,0,CN_BJ
2020-06-23,China,Beijing,843,9,584,13,0,0,CN_BJ
2020-06-24,China,Beijing,850,9,584,7,0,0,CN_BJ
2020-03-16,China,China,81085,3218,67876,,,,CN
2020-03-17,China,China,81130,3231,68799,45,13,923,CN
2020-03-18,China,China,81201,3242,69740,71,11,941,CN
2020-03-19,China,China,81247,3250,70555,46,8,815,CN
2020-03-20,China,China,81385,3255,71292,138,5,737,CN
2020-03-21,China,China,81416,3261,71876,31,6,584,CN
2020-03-22,China,China,81562,3267,72389,146,6,513,CN
2020-03-23,China,China,81649,3276,72848,87,9,459,CN
2020-03-24,China,China,81803,3283,73301,154,7,453,CN
2020-03-25,China,China,81896,3287,73793,93,4,492,CN
2020-03-26,China,China,82034,3293,74200,138,6,407,CN
2020-03-27,China,China,82161,3298,74743,127,5,543,CN
2020-03-28,China,China,82279,3301,75123,118,3,380,CN
2020-03-29,China,China,82419,3306,75600,140,5,477,CN
2020-03-30,China,China,82505,3313,75949,86,7,349,CN
2020-03-31,China,China,82599,3314,76237,94,1,288,CN
2020-04-01,China,China,82631,3321,76415,32,7,178,CN
2020-04-02,China,China,82771,3327,76610,140,6,195,CN
2020-04-03,China,China,82857,3331,76810,86,4,200,CN
2020-04-04,China,China,82892,3335,76992,35,4,182,CN
2020-04-05,China,China,82958,3338,77257,66,3,265,CN
2020-04-06,China,China,83039,3340,77367,81,2,110,CN
2020-04-07,China,China,83095,3340,77467,56,0,100,CN
2020-04-08,China,China,83189,3342,77625,94,2,158,CN
2020-04-09,China,China,83264,3344,77745,75,2,120,CN
2020-04-10,China,China,83323,3346,77851,59,2,106,CN
2020-04-11,China,China,83400,3349,77973,77,3,122,CN
2020-04-12,China,China,83519,3349,78038,119,0,65,CN
2020-04-13,China,China,83607,3351,78145,88,2,107,CN
2020-04-14,China,China,83697,3351,78262,90,0,117,CN
2020-04-15,China,China,83747,3352,78406,50,1,144,CN
2020-04-16,China,China,83798,3352,78536,51,0,130,CN
2020-04-17,China,China,84156,4642,77717,358,1290,-819,CN
2020-04-18,China,China,84180,4642,77744,24,0,27,CN
2020-04-19,China,China,84225,4642,77870,45,0,126,CN
2020-04-20,China,China,84239,4642,77934,14,0,64,CN
2020-04-21,China,China,84271,4642,77978,32,0,44,CN
2020-04-22,China,China,84289,4642,78046,18,0,68,CN
2020-04-23,China,China,84302,4642,78147,13,0,101,CN
2020-04-24,China,China,84312,4642,78261,10,0,114,CN
2020-04-25,China,China,84330,4642,78402,18,0,141,CN
2020-04-26,China,China,84338,4642,78460,8,0,58,CN
2020-04-27,China,China,84341,4643,78580,3,1,120,CN
2020-04-28,China,China,84367,4643,78684,26,0,104,CN
2020-04-29,China,China,84369,4643,78742,2,0,58,CN
2020-04-30,China,China,84373,4643,78787,4,0,45,CN
2020-05-01,China,China,84387,4643,78845,14,0,58,CN
2020-05-02,China,China,84391,4643,78905,4,0,60,CN
2020-05-03,China,China,84393,4643,78939,2,0,34,CN
2020-05-04,China,China,84400,4643,79020,7,0,81,CN
2020-05-05,China,China,84404,4643,79127,4,0,107,CN
2020-05-06,China,China,84407,4643,79234,3,0,107,CN
2020-05-07,China,China,84409,4643,79268,2,0,34,CN
2020-05-08,China,China,84416,4643,79324,7,0,56,CN
2020-05-09,China,China,84416,4643,79410,0,0,86,CN
2020-05-10,China,China,84435,4643,79509,19,0,99,CN
2020-05-11,China,China,84450,4644,79535,15,1,26,CN
2020-05-12,China,China,84451,4644,79576,1,0,41,CN
2020-05-13,China,China,84458,4644,79596,7,0,20,CN
2020-05-14,China,China,84464,4644,79634,6,0,38,CN
2020-05-15,China,China,84469,4644,79650,5,0,16,CN
2020-05-16,China,China,84478,4644,79669,9,0,19,CN
2020-05-17,China,China,84487,4645,79690,9,1,21,CN
2020-05-18,China,China,84494,4645,79704,7,0,14,CN
2020-05-19,China,China,84503,4645,79709,9,0,5,CN
2020-05-20,China,China,84506,4645,79718,3,0,9,CN
2020-05-22,China,China,84522,4645,79736,16,0,18,CN
2020-05-23,China,China,84522,4645,79740,0,0,4,CN
2020-05-24,China,China,84525,4645,79747,3,0,7,CN
2020-05-25,China,China,84536,4645,79762,11,0,15,CN
2020-05-26,China,China,84543,4645,79769,7,0,7,CN
2020-05-27,China,China,84544,4645,79776,1,0,7,CN
2020-05-28,China,China,84547,4645,79790,3,0,14,CN
2020-05-29,China,China,84561,4645,79799,14,0,9,CN
2020-05-30,China,China,84565,4645,79803,4,0,4,CN
2020-05-31,China,China,84570,4645,79809,5,0,6,CN
2020-06-01,China,China,84589,4645,79812,19,0,3,CN
2020-06-02,China,China,84603,4645,79824,14,0,12,CN
2020-06-03,China,China,84602,4645,79826,-1,0,2,CN
2020-06-04,China,China,84608,4645,79834,6,0,8,CN
2020-06-05,China,China,84614,4645,79844,6,0,10,CN
2020-06-06,China,China,84620,4645,79848,6,0,4,CN
2020-06-07,China,China,84629,4645,79855,9,0,7,CN
2020-06-08,China,China,84634,4645,79865,5,0,10,CN
2020-06-09,China,China,84638,4645,79875,4,0,10,CN
2020-06-10,China,China,84641,4645,79883,3,0,8,CN
2020-06-11,China,China,84652,4645,79888,11,0,5,CN
2020-06-12,China,China,84662,4645,79896,10,0,8,CN
2020-06-13,China,China,84671,4645,79903,9,0,7,CN
2020-06-14,China,China,84731,4645,79906,60,0,3,CN
2020-06-15,China,China,84780,4645,79913,49,0,7,CN
2020-06-16,China,China,84823,4645,79922,43,0,9,CN
2020-06-17,China,China,84868,4645,79927,45,0,5,CN
2020-06-18,China,China,84904,4645,79944,36,0,17,CN
2020-06-19,China,China,84940,4645,79949,36,0,5,CN
2020-06-20,China,China,84970,4645,79963,30,0,14,CN
2020-06-21,China,China,84999,4646,79969,29,1,6,CN
2020-06-22,China,China,85019,4646,79970,20,0,1,CN
2020-06-23,China,China,85070,4646,79983,51,0,13,CN
2020-06-24,China,China,85099,4647,79991,29,1,8,CN
2020-06-25,China,China,85104,4647,79994,5,0,3,CN
2020-01-22,China,Chongqing,5,0,0,,,,CN_CQ
2020-01-23,China,Chongqing,9,0,0,4,0,0,CN_CQ
2020-01-24,China,Chongqing,27,0,0,18,0,0,CN_CQ
2020-01-25,China,Chongqing,57,0,0,30,0,0,CN_CQ
2020-01-26,China,Chongqing,75,0,0,18,0,0,CN_CQ
2020-01-27,China,Chongqing,110,0,0,35,0,0,CN_CQ
2020-01-28,China,Chongqing,132,0,0,22,0,0,CN_CQ
2020-01-29,China,Chongqing,147,0,1,15,0,1,CN_CQ
2020-01-30,China,Chongqing,182,0,1,35,0,0,CN_CQ
2020-01-31,China,Chongqing,211,0,1,29,0,0,CN_CQ
2020-02-01,China,Chongqing,247,1,3,36,1,2,CN_CQ
2020-02-02,China,Chongqing,275,1,7,28,0,4,CN_CQ
2020-02-03,China,Chongqing,312,2,8,37,1,1,CN_CQ
2020-02-04,China,Chongqing,344,2,9,32,0,1,CN_CQ
2020-02-05,China,Chongqing,376,2,15,32,0,6,CN_CQ
2020-02-06,China,Chongqing,400,2,15,24,0,0,CN_CQ
2020-02-07,China,Chongqing,415,2,25,15,0,10,CN_CQ
2020-02-08,China,Chongqing,428,2,32,13,0,7,CN_CQ
2020-02-09,China,Chongqing,450,2,48,22,0,16,CN_CQ
2020-02-10,China,Chongqing,473,2,60,23,0,12,CN_CQ
2020-02-11,China,Chongqing,489,2,72,16,0,12,CN_CQ
2020-02-12,China,Chongqing,509,3,87,20,1,15,CN_CQ
2020-02-13,China,Chongqing,525,3,114,16,0,27,CN_CQ
2020-02-14,China,Chongqing,532,5,139,7,2,25,CN_CQ
2020-02-15,China,Chongqing,538,5,166,6,0,27,CN_CQ
2020-02-16,China,Chongqing,547,5,187,9,0,21,CN_CQ
2020-02-17,China,Chongqing,552,5,210,5,0,23,CN_CQ
2020-02-18,China,Chongqing,553,5,235,1,0,25,CN_CQ
2020-02-19,China,Chongqing,555,5,254,2,0,19,CN_CQ
2020-02-20,China,Chongqing,560,5,274,5,0,20,CN_CQ
2020-02-21,China,Chongqing,567,6,299,7,1,25,CN_CQ
2020-02-22,China,Chongqing,572,6,316,5,0,17,CN_CQ
2020-02-23,China,Chongqing,573,6,328,1,0,12,CN_CQ
2020-02-24,China,Chongqing,575,6,335,2,0,7,CN_CQ
2020-02-25,China,Chongqing,576,6,349,1,0,14,CN_CQ
2020-02-26,China,Chongqing,576,6,373,0,0,24,CN_CQ
2020-02-27,China,Chongqing,576,6,384,0,0,11,CN_CQ
2020-02-28,China,Chongqing,576,6,402,0,0,18,CN_CQ
2020-02-29,China,Chongqing,576,6,422,0,0,20,CN_CQ
2020-03-01,China,Chongqing,576,6,442,0,0,20,CN_CQ
2020-03-02,China,Chongqing,576,6,450,0,0,8,CN_CQ
2020-03-03,China,Chongqing,576,6,469,0,0,19,CN_CQ
2020-03-04,China,Chongqing,576,6,490,0,0,21,CN_CQ
2020-03-05,China,Chongqing,576,6,502,0,0,12,CN_CQ
2020-03-06,China,Chongqing,576,6,512,0,0,10,CN_CQ
2020-03-07,China,Chongqing,576,6,520,0,0,8,CN_CQ
2020-03-08,China,Chongqing,576,6,526,0,0,6,CN_CQ
2020-03-09,China,Chongqing,576,6,528,0,0,2,CN_CQ
2020-03-10,China,Chongqing,576,6,542,0,0,14,CN_CQ
2020-03-11,China,Chongqing,576,6,549,0,0,7,CN_CQ
2020-03-12,China,Chongqing,576,6,554,0,0,5,CN_CQ
2020-03-13,China,Chongqing,576,6,564,0,0,10,CN_CQ
2020-03-14,China,Chongqing,576,6,566,0,0,2,CN_CQ
2020-03-15,China,Chongqing,576,6,570,0,0,4,CN_CQ
2020-03-23,China,Chongqing,577,6,570,1,0,0,CN_CQ
2020-03-24,China,Chongqing,578,6,570,1,0,0,CN_CQ
2020-03-29,China,Chongqing,579,6,570,1,0,0,CN_CQ
2020-04-24,China,Chongqing,579,6,573,0,0,3,CN_CQ
2020-06-14,China,Chongqing,580,6,573,1,0,0,CN_CQ
2020-06-15,China,Chongqing,582,6,573,2,0,0,CN_CQ
2020-01-23,China,Fujian,5,0,0,,,,CN_FJ
2020-01-24,China,Fujian,10,0,0,5,0,0,CN_FJ
2020-01-25,China,Fujian,18,0,0,8,0,0,CN_FJ
2020-01-26,China,Fujian,29,0,0,11,0,0,CN_FJ
2020-01-27,China,Fujian,56,0,0,27,0,0,CN_FJ
2020-01-28,China,Fujian,73,0,0,17,0,0,CN_FJ
2020-01-29,China,Fujian,84,0,0,11,0,0,CN_FJ
2020-01-30,China,Fujian,101,0,0,17,0,0,CN_FJ
2020-01-31,China,Fujian,120,0,0,19,0,0,CN_FJ
2020-02-01,China,Fujian,144,0,0,24,0,0,CN_FJ
2020-02-02,China,Fujian,159,0,0,15,0,0,CN_FJ
2020-02-03,China,Fujian,179,0,0,20,0,0,CN_FJ
2020-02-04,China,Fujian,194,0,1,15,0,1,CN_FJ
2020-02-05,China,Fujian,205,0,7,11,0,6,CN_FJ
2020-02-06,China,Fujian,215,0,11,10,0,4,CN_FJ
2020-02-07,China,Fujian,224,0,15,9,0,4,CN_FJ
2020-02-08,China,Fujian,239,0,24,15,0,9,CN_FJ
2020-02-09,China,Fujian,250,0,35,11,0,11,CN_FJ
2020-02-10,China,Fujian,261,0,36,11,0,1,CN_FJ
2020-02-11,China,Fujian,267,0,39,6,0,3,CN_FJ
2020-02-12,China,Fujian,272,0,48,5,0,9,CN_FJ
2020-02-13,China,Fujian,279,0,54,7,0,6,CN_FJ
2020-02-14,China,Fujian,281,0,62,2,0,8,CN_FJ
2020-02-15,China,Fujian,285,0,70,4,0,8,CN_FJ
2020-02-16,China,Fujian,287,0,79,2,0,9,CN_FJ
2020-02-17,China,Fujian,290,0,84,3,0,5,CN_FJ
2020-02-18,China,Fujian,292,0,93,2,0,9,CN_FJ
2020-02-19,China,Fujian,293,0,110,1,0,17,CN_FJ
2020-02-20,China,Fujian,293,1,117,0,1,7,CN_FJ
2020-02-21,China,Fujian,293,1,134,0,0,17,CN_FJ
2020-02-22,China,Fujian,293,1,155,0,0,21,CN_FJ
2020-02-23,China,Fujian,293,1,167,0,0,12,CN_FJ
2020-02-24,China,Fujian,293,1,174,0,0,7,CN_FJ
2020-02-25,China,Fujian,294,1,199,1,0,25,CN_FJ
2020-02-26,China,Fujian,294,1,205,0,0,6,CN_FJ
2020-02-27,China,Fujian,296,1,228,2,0,23,CN_FJ
2020-02-28,China,Fujian,296,1,235,0,0,7,CN_FJ
2020-02-29,China,Fujian,296,1,242,0,0,7,CN_FJ
2020-03-01,China,Fujian,296,1,247,0,0,5,CN_FJ
2020-03-02,China,Fujian,296,1,247,0,0,0,CN_FJ
2020-03-03,China,Fujian,296,1,257,0,0,10,CN_FJ
2020-03-04,China,Fujian,296,1,261,0,0,4,CN_FJ
2020-03-05,China,Fujian,296,1,277,0,0,16,CN_FJ
2020-03-06,China,Fujian,296,1,278,0,0,1,CN_FJ
2020-03-07,China,Fujian,296,1,284,0,0,6,CN_FJ
2020-03-08,China,Fujian,296,1,295,0,0,11,CN_FJ
2020-03-20,China,Fujian,299,1,295,3,0,0,CN_FJ
2020-03-21,China,Fujian,303,1,295,4,0,0,CN_FJ
2020-03-22,China,Fujian,307,1,295,4,0,0,CN_FJ
2020-03-23,China,Fujian,313,1,295,6,0,0,CN_FJ
2020-03-24,China,Fujian,318,1,295,5,0,0,CN_FJ
2020-03-25,China,Fujian,322,1,295,4,0,0,CN_FJ
2020-03-26,China,Fujian,328,1,295,6,0,0,CN_FJ
2020-03-27,China,Fujian,331,1,295,3,0,0,CN_FJ
2020-03-28,China,Fujian,337,1,295,6,0,0,CN_FJ
2020-03-29,China,Fujian,338,1,295,1,0,0,CN_FJ
2020-03-30,China,Fujian,340,1,295,2,0,0,CN_FJ
2020-03-31,China,Fujian,343,1,295,3,0,0,CN_FJ
2020-04-01,China,Fujian,345,1,297,2,0,2,CN_FJ
2020-04-02,China,Fujian,345,1,299,0,0,2,CN_FJ
2020-04-03,China,Fujian,349,1,300,4,0,1,CN_FJ
2020-04-04,China,Fujian,350,1,301,1,0,1,CN_FJ
2020-04-05,China,Fujian,350,1,303,0,0,2,CN_FJ
2020-04-06,China,Fujian,350,1,305,0,0,2,CN_FJ
2020-04-07,China,Fujian,351,1,305,1,0,0,CN_FJ
2020-04-08,China,Fujian,351,1,307,0,0,2,CN_FJ
2020-04-09,China,Fujian,351,1,308,0,0,1,CN_FJ
2020-04-10,China,Fujian,351,1,311,0,0,3,CN_FJ
2020-04-11,China,Fujian,351,1,317,0,0,6,CN_FJ
2020-04-12,China,Fujian,352,1,321,1,0,4,CN_FJ
2020-04-13,China,Fujian,352,1,325,0,0,4,CN_FJ
2020-04-14,China,Fujian,353,1,329,1,0,4,CN_FJ
2020-04-15,China,Fujian,353,1,331,0,0,2,CN_FJ
2020-04-16,China,Fujian,353,1,333,0,0,2,CN_FJ
2020-04-17,China,Fujian,354,1,334,1,0,1,CN_FJ
2020-04-18,China,Fujian,355,1,336,1,0,2,CN_FJ
2020-04-19,China,Fujian,355,1,339,0,0,3,CN_FJ
2020-04-21,China,Fujian,355,1,341,0,0,2,CN_FJ
2020-04-22,China,Fujian,355,1,342,0,0,1,CN_FJ
2020-04-24,China,Fujian,355,1,346,0,0,4,CN_FJ
2020-04-25,China,Fujian,355,1,349,0,0,3,CN_FJ
2020-04-29,China,Fujian,355,1,352,0,0,3,CN_FJ
2020-04-30,China,Fujian,355,1,353,0,0,1,CN_FJ
2020-05-01,China,Fujian,356,1,353,1,0,0,CN_FJ
2020-05-07,China,Fujian,356,1,354,0,0,1,CN_FJ
2020-05-15,China,Fujian,356,1,355,0,0,1,CN_FJ
2020-05-26,China,Fujian,357,1,355,1,0,0,CN_FJ
2020-05-28,China,Fujian,358,1,355,1,0,0,CN_FJ
2020-06-02,China,Fujian,358,1,356,0,0,1,CN_FJ
2020-06-07,China,Fujian,359,1,356,1,0,0,CN_FJ
2020-06-11,China,Fujian,360,1,356,1,0,0,CN_FJ
2020-06-12,China,Fujian,361,1,356,1,0,0,CN_FJ
2020-06-15,China,Fujian,362,1,356,1,0,0,CN_FJ
