date,country_code,match_string,new_confirmed,new_deceased,total_confirmed,total_deceased,key
2020-05-29,JP,神奈川,11,2,1356,84,JP_14
2020-05-30,JP,神奈川,3,1,1359,85,JP_14
2020-05-31,JP,神奈川,6,1,1365,86,JP_14
2020-06-01,JP,神奈川,1,,1366,86,JP_14
2020-06-02,JP,神奈川,3,,1369,86,JP_14
2020-06-03,JP,神奈川,2,1,1371,87,JP_14
2020-06-04,JP,神奈川,6,,1377,87,JP_14
2020-06-05,JP,神奈川,6,,1383,87,JP_14
2020-06-06,JP,神奈川,5,,1388,87,JP_14
2020-06-07,JP,神奈川,5,,1393,87,JP_14
2020-06-08,JP,神奈川,,1,1393,88,JP_14
2020-06-09,JP,神奈川,1,1,1394,89,JP_14
2020-06-11,JP,神奈川,1,,1395,89,JP_14
2020-06-12,JP,神奈川,3,1,1398,90,JP_14
2020-06-13,JP,神奈川,6,,1404,90,JP_14
2020-06-15,JP,神奈川,3,1,1407,91,JP_14
2020-06-16,JP,神奈川,2,2,1409,93,JP_14
2020-06-17,JP,神奈川,7,,1416,93,JP_14
2020-03-18,JP,福井,1,,1,0,JP_18
2020-03-25,JP,福井,2,,3,0,JP_18
2020-03-26,JP,福井,3,,6,0,JP_18
2020-03-27,JP,福井,3,,9,0,JP_18
2020-03-28,JP,福井,3,,12,0,JP_18
2020-03-29,JP,福井,1,,13,0,JP_18
2020-03-30,JP,福井,2,,15,0,JP_18
2020-03-31,JP,福井,5,,20,0,JP_18
2020-04-01,JP,福井,1,,21,0,JP_18
2020-04-02,JP,福井,9,1,30,1,JP_18
2020-04-03,JP,福井,12,,42,1,JP_18
2020-04-04,JP,福井,4,,46,1,JP_18
2020-04-05,JP,福井,7,1,53,2,JP_18
2020-04-06,JP,福井,6,,59,2,JP_18
2020-04-07,JP,福井,6,,65,2,JP_18
2020-04-08,JP,福井,7,,72,2,JP_18
2020-04-09,JP,福井,5,,77,2,JP_18
2020-04-10,JP,福井,5,,82,2,JP_18
2020-04-11,JP,福井,4,,86,2,JP_18
2020-04-12,JP,福井,2,,88,2,JP_18
2020-04-13,JP,福井,4,,92,2,JP_18
2020-04-14,JP,福井,,1,92,3,JP_18
2020-04-15,JP,福井,8,1,100,4,JP_18
2020-04-16,JP,福井,3,,103,4,JP_18
2020-04-17,JP,福井,1,,104,4,JP_18
2020-04-18,JP,福井,2,1,106,5,JP_18
2020-04-19,JP,福井,6,,112,5,JP_18
2020-04-20,JP,福井,1,,113,5,JP_18
2020-04-21,JP,福井,5,,118,5,JP_18
2020-04-22,JP,福井,1,,119,5,JP_18
2020-04-23,JP,福井,,1,119,6,JP_18
2020-04-24,JP,福井,1,,120,6,JP_18
2020-04-26,JP,福井,1,,121,6,JP_18
2020-04-27,JP,福井,,1,121,7,JP_18
2020-04-28,JP,福井,1,,122,7,JP_18
2020-04-30,JP,福井,,1,122,8,JP_18
2020-02-20,JP,福岡,2,,2,0,JP_40
2020-03-01,JP,福岡,1,,3,0,JP_40
2020-03-17,JP,福岡,1,,4,0,JP_40
2020-03-19,JP,福岡,1,,5,0,JP_40
2020-03-23,JP,福岡,1,,6,0,JP_40
2020-03-24,JP,福岡,3,,9,0,JP_40
2020-03-26,JP,福岡,3,,12,0,JP_40
2020-03-27,JP,福岡,4,,16,0,JP_40
2020-03-28,JP,福岡,6,,22,0,JP_40
2020-03-29,JP,福岡,4,,26,0,JP_40
2020-03-30,JP,福岡,3,,29,0,JP_40
2020-03-31,JP,福岡,17,,46,0,JP_40
2020-04-01,JP,福岡,32,,78,0,JP_40
2020-04-02,JP,福岡,22,,100,0,JP_40
2020-04-03,JP,福岡,19,1,119,1,JP_40
2020-04-04,JP,福岡,27,,146,1,JP_40
2020-04-05,JP,福岡,16,,162,1,JP_40
2020-04-06,JP,福岡,14,,176,1,JP_40
2020-04-07,JP,福岡,23,,199,1,JP_40
2020-04-08,JP,福岡,25,,224,1,JP_40
2020-04-09,JP,福岡,26,,250,1,JP_40
2020-04-10,JP,福岡,39,,289,1,JP_40
2020-04-11,JP,福岡,43,,332,1,JP_40
2020-04-12,JP,福岡,30,,362,1,JP_40
2020-04-13,JP,福岡,11,1,373,2,JP_40
2020-04-14,JP,福岡,32,2,405,4,JP_40
2020-04-15,JP,福岡,30,2,435,6,JP_40
2020-04-16,JP,福岡,26,2,461,8,JP_40
2020-04-17,JP,福岡,17,1,478,9,JP_40
2020-04-18,JP,福岡,24,1,502,10,JP_40
2020-04-19,JP,福岡,16,1,518,11,JP_40
2020-04-20,JP,福岡,2,1,520,12,JP_40
2020-04-21,JP,福岡,21,,541,12,JP_40
2020-04-22,JP,福岡,21,1,562,13,JP_40
2020-04-23,JP,福岡,12,2,574,15,JP_40
2020-04-24,JP,福岡,12,,586,15,JP_40
2020-04-25,JP,福岡,14,,600,15,JP_40
2020-04-26,JP,福岡,11,1,611,16,JP_40
2020-04-27,JP,福岡,9,1,620,17,JP_40
2020-04-28,JP,福岡,4,,624,17,JP_40
2020-04-29,JP,福岡,13,2,637,19,JP_40
2020-04-30,JP,福岡,3,1,640,20,JP_40
2020-05-01,JP,福岡,3,1,643,21,JP_40
2020-05-02,JP,福岡,3,1,646,22,JP_40
2020-05-03,JP,福岡,,2,646,24,JP_40
2020-05-04,JP,福岡,1,,647,24,JP_40
2020-05-05,JP,福岡,1,,648,24,JP_40
2020-05-06,JP,福岡,1,,649,24,JP_40
2020-05-07,JP,福岡,1,,650,24,JP_40
2020-05-09,JP,福岡,2,,652,24,JP_40
2020-05-10,JP,福岡,1,,653,24,JP_40
2020-05-12,JP,福岡,1,,654,24,JP_40
2020-05-13,JP,福岡,,1,654,25,JP_40
2020-05-14,JP,福岡,1,,655,25,JP_40
2020-05-23,JP,福岡,4,,659,25,JP_40
2020-05-24,JP,福岡,3,,662,25,JP_40
2020-05-25,JP,福岡,6,,668,25,JP_40
2020-05-26,JP,福岡,2,,670,25,JP_40
2020-05-27,JP,福岡,8,,678,25,JP_40
2020-05-28,JP,福岡,21,1,699,26,JP_40
2020-05-29,JP,福岡,26,,725,26,JP_40
2020-05-30,JP,福岡,16,,741,26,JP_40
2020-05-31,JP,福岡,12,1,753,27,JP_40
2020-06-01,JP,福岡,16,1,769,28,JP_40
2020-06-02,JP,福岡,6,,775,28,JP_40
2020-06-03,JP,福岡,6,,781,28,JP_40
2020-06-04,JP,福岡,6,,787,28,JP_40
2020-06-05,JP,福岡,5,,792,28,JP_40
2020-06-06,JP,福岡,2,,794,28,JP_40
2020-06-07,JP,福岡,3,,797,28,JP_40
2020-06-08,JP,福岡,3,,800,28,JP_40
2020-06-09,JP,福岡,3,,803,28,JP_40
2020-06-10,JP,福岡,2,1,805,29,JP_40
2020-06-11,JP,福岡,2,,807,29,JP_40
2020-06-12,JP,福岡,9,,816,29,JP_40
2020-06-13,JP,福岡,1,,817,29,JP_40
2020-06-14,JP,福岡,3,,820,29,JP_40
2020-06-15,JP,福岡,1,,821,29,JP_40
2020-06-16,JP,福岡,1,,822,29,JP_40
2020-06-17,JP,福岡,3,,825,29,JP_40
2020-03-07,JP,福島,1,,1,0,JP_07
2020-03-14,JP,福島,1,,2,0,JP_07
2020-03-31,JP,福島,2,,4,0,JP_07
2020-04-01,JP,福島,2,,6,0,JP_07
2020-04-02,JP,福島,2,,8,0,JP_07
2020-04-03,JP,福島,1,,9,0,JP_07
2020-04-04,JP,福島,5,,14,0,JP_07
2020-04-05,JP,福島,2,,16,0,JP_07
2020-04-07,JP,福島,8,,24,0,JP_07
2020-04-08,JP,福島,5,,29,0,JP_07
2020-04-09,JP,福島,4,,33,0,JP_07
2020-04-10,JP,福島,3,,36,0,JP_07
2020-04-11,JP,福島,1,,37,0,JP_07
2020-04-12,JP,福島,1,,38,0,JP_07
2020-04-14,JP,福島,1,,39,0,JP_07
2020-04-15,JP,福島,1,,40,0,JP_07
2020-04-16,JP,福島,9,,49,0,JP_07
2020-04-17,JP,福島,3,,52,0,JP_07
2020-04-18,JP,福島,8,,60,0,JP_07
2020-04-19,JP,福島,2,,62,0,JP_07
2020-04-20,JP,福島,2,,64,0,JP_07
2020-04-22,JP,福島,1,,65,0,JP_07
2020-04-24,JP,福島,1,,66,0,JP_07
2020-04-25,JP,福島,2,,68,0,JP_07
2020-04-26,JP,福島,1,,69,0,JP_07
2020-04-28,JP,福島,1,,70,0,JP_07
2020-04-29,JP,福島,2,,72,0,JP_07
2020-04-30,JP,福島,1,,73,0,JP_07
2020-05-01,JP,福島,1,,74,0,JP_07
2020-05-02,JP,福島,1,,75,0,JP_07
2020-05-03,JP,福島,3,,78,0,JP_07
2020-05-05,JP,福島,1,,79,0,JP_07
2020-05-06,JP,福島,1,,80,0,JP_07
2020-05-08,JP,福島,1,,81,0,JP_07
2020-03-06,JP,秋田,1,,1,0,JP_05
2020-03-27,JP,秋田,2,,3,0,JP_05
2020-03-30,JP,秋田,1,,4,0,JP_05
2020-03-31,JP,秋田,1,,5,0,JP_05
2020-04-01,JP,秋田,1,,6,0,JP_05
2020-04-02,JP,秋田,2,,8,0,JP_05
2020-04-03,JP,秋田,1,,9,0,JP_05
2020-04-04,JP,秋田,1,,10,0,JP_05
2020-04-10,JP,秋田,2,,12,0,JP_05
2020-04-11,JP,秋田,2,,14,0,JP_05
2020-04-14,JP,秋田,1,,15,0,JP_05
2020-03-07,JP,群馬,1,,1,0,JP_10
2020-03-12,JP,群馬,2,,3,0,JP_10
2020-03-14,JP,群馬,2,,5,0,JP_10
2020-03-16,JP,群馬,1,,6,0,JP_10
2020-03-17,JP,群馬,4,,10,0,JP_10
2020-03-20,JP,群馬,1,,11,0,JP_10
2020-03-22,JP,群馬,,1,11,1,JP_10
2020-03-24,JP,群馬,2,,13,1,JP_10
2020-03-25,JP,群馬,1,,14,1,JP_10
2020-03-28,JP,群馬,4,,18,1,JP_10
2020-03-31,JP,群馬,1,,19,1,JP_10
2020-04-01,JP,群馬,1,,20,1,JP_10
2020-04-02,JP,群馬,1,,21,1,JP_10
2020-04-03,JP,群馬,4,,25,1,JP_10
2020-04-04,JP,群馬,1,,26,1,JP_10
2020-04-07,JP,群馬,3,,29,1,JP_10
2020-04-09,JP,群馬,4,,33,1,JP_10
2020-04-10,JP,群馬,11,,44,1,JP_10
2020-04-11,JP,群馬,35,1,79,2,JP_10
2020-04-12,JP,群馬,11,,90,2,JP_10
2020-04-14,JP,群馬,6,2,96,4,JP_10
2020-04-15,JP,群馬,10,,106,4,JP_10
2020-04-16,JP,群馬,6,,112,4,JP_10
2020-04-17,JP,群馬,2,,114,4,JP_10
2020-04-18,JP,群馬,6,1,120,5,JP_10
2020-04-19,JP,群馬,2,1,122,6,JP_10
2020-04-20,JP,群馬,2,2,124,8,JP_10
2020-04-21,JP,群馬,7,1,131,9,JP_10
2020-04-22,JP,群馬,3,,134,9,JP_10
2020-04-23,JP,群馬,4,2,138,11,JP_10
2020-04-24,JP,群馬,2,1,140,12,JP_10
2020-04-26,JP,群馬,1,2,141,14,JP_10
2020-04-27,JP,群馬,5,1,146,15,JP_10
2020-04-30,JP,群馬,,1,146,16,JP_10
2020-05-06,JP,群馬,1,2,147,18,JP_10
2020-05-19,JP,群馬,1,,148,18,JP_10
2020-05-20,JP,群馬,,1,148,19,JP_10
2020-05-22,JP,群馬,1,,149,19,JP_10
2020-06-05,JP,群馬,2,,151,19,JP_10
2020-03-17,JP,茨城,1,,1,0,JP_08
2020-03-18,JP,茨城,2,,3,0,JP_08
2020-03-22,JP,茨城,1,,4,0,JP_08
2020-03-23,JP,茨城,1,,5,0,JP_08
2020-03-24,JP,茨城,5,,10,0,JP_08
2020-03-27,JP,茨城,3,,13,0,JP_08
2020-03-28,JP,茨城,3,,16,0,JP_08
2020-03-30,JP,茨城,4,,20,0,JP_08
2020-03-31,JP,茨城,4,,24,0,JP_08
2020-04-01,JP,茨城,18,2,42,2,JP_08
2020-04-02,JP,茨城,2,,44,2,JP_08
2020-04-03,JP,茨城,10,,54,2,JP_08
2020-04-04,JP,茨城,5,,59,2,JP_08
2020-04-05,JP,茨城,5,,64,2,JP_08
2020-04-06,JP,茨城,7,,71,2,JP_08
2020-04-07,JP,茨城,6,,77,2,JP_08
2020-04-09,JP,茨城,5,,82,2,JP_08
2020-04-10,JP,茨城,9,1,91,3,JP_08
2020-04-11,JP,茨城,12,2,103,5,JP_08
2020-04-12,JP,茨城,6,,109,5,JP_08
2020-04-13,JP,茨城,1,,110,5,JP_08
2020-04-14,JP,茨城,6,,116,5,JP_08
2020-04-15,JP,茨城,3,,119,5,JP_08
2020-04-16,JP,茨城,4,,123,5,JP_08
2020-04-17,JP,茨城,8,,131,5,JP_08
2020-04-18,JP,茨城,4,,135,5,JP_08
2020-04-19,JP,茨城,4,,139,5,JP_08
2020-04-20,JP,茨城,4,,143,5,JP_08
2020-04-21,JP,茨城,3,1,146,6,JP_08
2020-04-22,JP,茨城,5,,151,6,JP_08
2020-04-23,JP,茨城,2,,153,6,JP_08
2020-04-24,JP,茨城,4,,157,6,JP_08
2020-04-25,JP,茨城,3,,160,6,JP_08
2020-04-26,JP,茨城,1,,161,6,JP_08
2020-04-28,JP,茨城,1,,162,6,JP_08
2020-04-29,JP,茨城,1,,163,6,JP_08
2020-04-30,JP,茨城,,1,163,7,JP_08
2020-05-01,JP,茨城,2,1,165,8,JP_08
2020-05-04,JP,茨城,2,1,167,9,JP_08
2020-05-05,JP,茨城,1,,168,9,JP_08
2020-05-26,JP,茨城,,1,168,10,JP_08
2020-03-14,JP,長崎,1,,1,0,JP_42
2020-03-25,JP,長崎,1,,2,0,JP_42
2020-04-01,JP,長崎,3,,5,0,JP_42
2020-04-02,JP,長崎,3,,8,0,JP_42
2020-04-03,JP,長崎,1,,9,0,JP_42
2020-04-04,JP,長崎,2,,11,0,JP_42
2020-04-05,JP,長崎,1,,12,0,JP_42
2020-04-08,JP,長崎,1,,13,0,JP_42
2020-04-10,JP,長崎,1,,14,0,JP_42
2020-04-15,JP,長崎,1,,15,0,JP_42
2020-04-16,JP,長崎,1,,16,0,JP_42
2020-04-17,JP,長崎,1,,17,0,JP_42
2020-04-23,JP,長崎,,1,17,1,JP_42
2020-02-25,JP,長野,1,,1,0,JP_20
2020-02-26,JP,長野,1,,2,0,JP_20
2020-03-06,JP,長野,1,,3,0,JP_20
2020-03-14,JP,長野,1,,4,0,JP_20
2020-03-24,JP,長野,1,,5,0,JP_20
2020-03-27,JP,長野,1,,6,0,JP_20
2020-03-29,JP,長野,2,,8,0,JP_20
2020-04-01,JP,長野,1,,9,0,JP_20
2020-04-03,JP,長野,1,,10,0,JP_20
2020-04-04,JP,長野,1,,11,0,JP_20
2020-04-05,JP,長野,1,,12,0,JP_20
2020-04-06,JP,長野,2,,14,0,JP_20
2020-04-08,JP,長野,5,,19,0,JP_20
2020-04-09,JP,長野,2,,21,0,JP_20
2020-04-10,JP,長野,7,,28,0,JP_20
2020-04-12,JP,長野,1,,29,0,JP_20
2020-04-13,JP,長野,7,,36,0,JP_20
2020-04-14,JP,長野,1,,37,0,JP_20
2020-04-15,JP,長野,2,,39,0,JP_20
2020-04-16,JP,長野,6,,45,0,JP_20
2020-04-17,JP,長野,2,,47,0,JP_20
2020-04-19,JP,長野,5,,52,0,JP_20
2020-04-21,JP,長野,2,,54,0,JP_20
2020-04-22,JP,長野,5,,59,0,JP_20
2020-04-23,JP,長野,3,,62,0,JP_20
2020-04-24,JP,長野,3,,65,0,JP_20
2020-04-25,JP,長野,1,,66,0,JP_20
2020-05-02,JP,長野,4,,70,0,JP_20
2020-05-04,JP,長野,2,,72,0,JP_20
2020-05-06,JP,長野,1,,73,0,JP_20
2020-05-08,JP,長野,1,,74,0,JP_20
2020-05-09,JP,長野,1,,75,0,JP_20
2020-05-13,JP,長野,1,,76,0,JP_20
2020-03-23,JP,青森,2,,2,0,JP_02
2020-03-25,JP,青森,4,,6,0,JP_02
2020-03-28,JP,青森,1,,7,0,JP_02
2020-03-30,JP,青森,1,,8,0,JP_02
2020-04-02,JP,青森,1,,9,0,JP_02
2020-04-03,JP,青森,2,,11,0,JP_02
2020-04-07,JP,青森,1,,12,0,JP_02
2020-04-09,JP,青森,2,,14,0,JP_02
2020-04-10,JP,青森,3,,17,0,JP_02
2020-04-11,JP,青森,5,,22,0,JP_02
2020-04-27,JP,青森,1,,23,0,JP_02
2020-04-28,JP,青森,3,,26,0,JP_02
2020-05-07,JP,青森,1,,27,0,JP_02
2020-05-15,JP,青森,,1,27,1,JP_02
2020-02-28,JP,静岡,1,,1,0,JP_22
2020-03-10,JP,静岡,1,,2,0,JP_22
2020-03-12,JP,静岡,1,,3,0,JP_22
2020-03-28,JP,静岡,1,,4,0,JP_22
2020-03-30,JP,静岡,4,,8,0,JP_22
2020-03-31,JP,静岡,3,,11,0,JP_22
2020-04-01,JP,静岡,2,,13,0,JP_22
2020-04-02,JP,静岡,1,,14,0,JP_22
2020-04-03,JP,静岡,2,,16,0,JP_22
2020-04-04,JP,静岡,1,,17,0,JP_22
2020-04-06,JP,静岡,2,,19,0,JP_22
2020-04-07,JP,静岡,3,,22,0,JP_22
2020-04-08,JP,静岡,9,,31,0,JP_22
2020-04-09,JP,静岡,2,,33,0,JP_22
2020-04-10,JP,静岡,4,,37,0,JP_22
2020-04-11,JP,静岡,2,,39,0,JP_22
2020-04-12,JP,静岡,2,,41,0,JP_22
2020-04-13,JP,静岡,5,,46,0,JP_22
2020-04-14,JP,静岡,1,,47,0,JP_22
2020-04-15,JP,静岡,1,,48,0,JP_22
2020-04-16,JP,静岡,1,,49,0,JP_22
2020-04-17,JP,静岡,1,,50,0,JP_22
2020-04-19,JP,静岡,2,,52,0,JP_22
2020-04-21,JP,静岡,1,,53,0,JP_22
2020-04-22,JP,静岡,4,,57,0,JP_22
2020-04-23,JP,静岡,1,,58,0,JP_22
2020-04-24,JP,静岡,1,,59,0,JP_22
2020-04-25,JP,静岡,3,,62,0,JP_22
2020-04-26,JP,静岡,1,,63,0,JP_22
2020-04-27,JP,静岡,1,,64,0,JP_22
2020-04-28,JP,静岡,3,,67,0,JP_22
2020-04-29,JP,静岡,1,,68,0,JP_22
2020-04-30,JP,静岡,4,1,72,1,JP_22
2020-05-01,JP,静岡,1,,73,1,JP_22
2020-05-21,JP,静岡,1,,74,1,JP_22
2020-05-24,JP,静岡,1,,75,1,JP_22
2020-06-10,JP,静岡,1,,76,1,JP_22
2020-06-11,JP,静岡,1,,77,1,JP_22
2020-06-16,JP,静岡,1,,78,1,JP_22
2020-06-17,JP,静岡,1,,79,1,JP_22
2020-03-17,JP,香川,1,,1,0,JP_37
2020-03-30,JP,香川,1,,2,0,JP_37
2020-04-08,JP,香川,1,,3,0,JP_37
2020-04-10,JP,香川,1,,4,0,JP_37
2020-04-12,JP,香川,4,,8,0,JP_37
2020-04-13,JP,香川,11,,19,0,JP_37
2020-04-14,JP,香川,1,,20,0,JP_37
2020-04-16,JP,香川,2,,22,0,JP_37
2020-04-17,JP,香川,2,,24,0,JP_37
2020-04-18,JP,香川,1,,25,0,JP_37
2020-04-19,JP,香川,1,,26,0,JP_37
2020-04-20,JP,香川,2,,28,0,JP_37
2020-02-29,JP,高知,1,,1,0,JP_39
2020-03-01,JP,高知,1,,2,0,JP_39
2020-03-02,JP,高知,1,,3,0,JP_39
2020-03-04,JP,高知,4,,7,0,JP_39
2020-03-06,JP,高知,2,,9,0,JP_39
2020-03-07,JP,高知,1,,10,0,JP_39
2020-03-08,JP,高知,2,,12,0,JP_39
2020-03-27,JP,高知,1,,13,0,JP_39
2020-03-29,JP,高知,1,,14,0,JP_39
2020-03-30,JP,高知,1,,15,0,JP_39
2020-03-31,JP,高知,2,,17,0,JP_39
2020-04-01,JP,高知,3,,20,0,JP_39
2020-04-02,JP,高知,1,,21,0,JP_39
2020-04-03,JP,高知,2,,23,0,JP_39
2020-04-04,JP,高知,3,,26,0,JP_39
2020-04-05,JP,高知,7,,33,0,JP_39
2020-04-06,JP,高知,3,,36,0,JP_39
2020-04-07,JP,高知,2,,38,0,JP_39
2020-04-08,JP,高知,1,,39,0,JP_39
2020-04-09,JP,高知,10,,49,0,JP_39
2020-04-10,JP,高知,5,,54,0,JP_39
2020-04-12,JP,高知,6,,60,0,JP_39
2020-04-15,JP,高知,2,1,62,1,JP_39
2020-04-17,JP,高知,1,,63,1,JP_39
2020-04-18,JP,高知,1,,64,1,JP_39
2020-04-19,JP,高知,4,,68,1,JP_39
2020-04-20,JP,高知,1,1,69,2,JP_39
2020-04-22,JP,高知,1,,70,2,JP_39
2020-04-23,JP,高知,1,1,71,3,JP_39
2020-04-25,JP,高知,1,,72,3,JP_39
2020-04-26,JP,高知,1,,73,3,JP_39
2020-04-29,JP,高知,1,,74,3,JP_39
2020-04-10,JP,鳥取,1,,1,0,JP_31
2020-04-18,JP,鳥取,2,,3,0,JP_31
2020-03-26,JP,鹿児島,1,,1,0,JP_46
2020-04-01,JP,鹿児島,1,,2,0,JP_46
2020-04-02,JP,鹿児島,1,,3,0,JP_46
2020-04-08,JP,鹿児島,1,,4,0,JP_46
2020-04-17,JP,鹿児島,2,,6,0,JP_46
2020-04-18,JP,鹿児島,1,,7,0,JP_46
2020-04-19,JP,鹿児島,1,,8,0,JP_46
2020-04-20,JP,鹿児島,2,,10,0,JP_46
2020-06-12,JP,鹿児島,1,,11,0,JP_46
