date,country_code,subregion1_code,total_confirmed,total_deceased,total_recovered,total_tested,new_confirmed,new_deceased,new_recovered,new_tested,key
2020-04-23,AU,ACT,104,3,93,7367,0,0,0,111,AU_ACT
2020-04-24,AU,ACT,105,3,97,7441,1,0,4,74,AU_ACT
2020-04-25,AU,ACT,106,3,98,7738,1,0,1,297,AU_ACT
2020-04-26,AU,ACT,106,3,99,7992,0,0,1,254,AU_ACT
2020-04-27,AU,ACT,106,3,100,8102,0,0,1,110,AU_ACT
2020-04-28,AU,ACT,106,3,101,8348,0,0,1,246,AU_ACT
2020-04-29,AU,ACT,106,3,101,8442,0,0,0,94,AU_ACT
2020-04-30,AU,ACT,106,3,103,8674,0,0,2,232,AU_ACT
2020-05-01,AU,ACT,106,3,103,8981,0,0,0,307,AU_ACT
2020-05-02,AU,ACT,106,3,103,9243,0,0,0,262,AU_ACT
2020-05-03,AU,ACT,106,3,103,9402,0,0,0,159,AU_ACT
2020-05-04,AU,ACT,107,3,103,9628,1,0,0,226,AU_ACT
2020-05-05,AU,ACT,107,3,103,9829,0,0,0,201,AU_ACT
2020-05-06,AU,ACT,107,3,103,10102,0,0,0,273,AU_ACT
2020-05-07,AU,ACT,107,3,103,10478,0,0,0,376,AU_ACT
2020-05-08,AU,ACT,107,3,103,10957,0,0,0,479,AU_ACT
2020-05-09,AU,ACT,107,3,103,11274,0,0,0,317,AU_ACT
2020-05-10,AU,ACT,107,3,104,11737,0,0,1,463,AU_ACT
2020-05-11,AU,ACT,107,3,104,11939,0,0,0,202,AU_ACT
2020-05-12,AU,ACT,107,3,104,12367,0,0,0,428,AU_ACT
2020-05-13,AU,ACT,107,3,104,12637,0,0,0,270,AU_ACT
2020-05-14,AU,ACT,107,3,104,13066,0,0,0,429,AU_ACT
2020-05-15,AU,ACT,107,3,104,13493,0,0,0,427,AU_ACT
2020-05-16,AU,ACT,107,3,104,13854,0,0,0,361,AU_ACT
2020-05-17,AU,ACT,107,3,104,14058,0,0,0,204,AU_ACT
2020-05-18,AU,ACT,107,3,104,14290,0,0,0,232,AU_ACT
2020-05-19,AU,ACT,107,3,104,14448,0,0,0,158,AU_ACT
2020-05-20,AU,ACT,107,3,104,14712,0,0,0,264,AU_ACT
2020-05-21,AU,ACT,107,3,104,15023,0,0,0,311,AU_ACT
2020-05-22,AU,ACT,107,3,104,15253,0,0,0,230,AU_ACT
2020-05-23,AU,ACT,107,3,104,15567,0,0,0,314,AU_ACT
2020-05-24,AU,ACT,107,3,104,15760,0,0,0,193,AU_ACT
2020-05-25,AU,ACT,107,3,104,16006,0,0,0,246,AU_ACT
2020-05-26,AU,ACT,107,3,104,16196,0,0,0,190,AU_ACT
2020-05-27,AU,ACT,107,3,104,16575,0,0,0,379,AU_ACT
2020-05-28,AU,ACT,107,3,104,16575,0,0,0,0,AU_ACT
2020-05-29,AU,ACT,107,3,104,17374,0,0,0,799,AU_ACT
2020-05-30,AU,ACT,107,3,104,17792,0,0,0,418,AU_ACT
2020-05-31,AU,ACT,107,3,104,18114,0,0,0,322,AU_ACT
2020-06-01,AU,ACT,107,3,104,18425,0,0,0,311,AU_ACT
2020-06-02,AU,ACT,107,3,104,18634,0,0,0,209,AU_ACT
2020-06-03,AU,ACT,107,3,104,18899,0,0,0,265,AU_ACT
2020-06-04,AU,ACT,107,3,104,19444,0,0,0,545,AU_ACT
2020-06-05,AU,ACT,107,3,104,19736,0,0,0,292,AU_ACT
2020-06-06,AU,ACT,107,3,104,20132,0,0,0,396,AU_ACT
2020-06-07,AU,ACT,108,3,104,20487,1,0,0,355,AU_ACT
2020-06-08,AU,ACT,108,3,104,20684,0,0,0,197,AU_ACT
2020-06-09,AU,ACT,108,3,104,20975,0,0,0,291,AU_ACT
2020-06-10,AU,ACT,108,3,104,21410,0,0,0,435,AU_ACT
2020-06-11,AU,ACT,108,3,104,21938,0,0,0,528,AU_ACT
2020-06-12,AU,ACT,108,3,104,22492,0,0,0,554,AU_ACT
2020-06-13,AU,ACT,108,3,104,22779,0,0,0,287,AU_ACT
2020-06-14,AU,ACT,108,3,104,23217,0,0,0,438,AU_ACT
2020-06-15,AU,ACT,108,3,104,23571,0,0,0,354,AU_ACT
2020-06-16,AU,ACT,108,3,104,23837,0,0,0,266,AU_ACT
2020-06-17,AU,ACT,108,3,105,24428,0,0,1,591,AU_ACT
2020-06-18,AU,ACT,108,3,105,24971,0,0,0,543,AU_ACT
2020-06-19,AU,ACT,108,3,105,25300,0,0,0,329,AU_ACT
2020-06-20,AU,ACT,108,3,105,25564,0,0,0,264,AU_ACT
2020-03-04,AU,NSW,22,,,,,,,,AU_NSW
2020-03-05,AU,NSW,25,,,,3,,,,AU_NSW
2020-03-06,AU,NSW,28,,,,3,,,,AU_NSW
2020-03-07,AU,NSW,36,,,,8,,,,AU_NSW
2020-03-08,AU,NSW,40,,,,4,,,,AU_NSW
2020-03-09,AU,NSW,47,,,,7,,,,AU_NSW
2020-03-10,AU,NSW,60,,,,13,,,,AU_NSW
2020-03-11,AU,NSW,64,,,,4,,,,AU_NSW
2020-03-12,AU,NSW,77,,,,13,,,,AU_NSW
2020-03-13,AU,NSW,91,,,,14,,,,AU_NSW
2020-03-14,AU,NSW,111,,,,20,,,,AU_NSW
2020-03-15,AU,NSW,133,,,,22,,,,AU_NSW
2020-03-16,AU,NSW,170,,,,37,,,,AU_NSW
2020-03-17,AU,NSW,209,,,,39,,,,AU_NSW
2020-03-18,AU,NSW,266,0,0,35800,57,,,,AU_NSW
2020-03-19,AU,NSW,306,0,0,39089,40,0,0,3289,AU_NSW
2020-03-20,AU,NSW,381,0,0,40651,75,0,0,1562,AU_NSW
2020-03-21,AU,NSW,435,0,0,46892,54,0,0,6241,AU_NSW
2020-03-22,AU,NSW,533,6,4,52663,98,6,4,5771,AU_NSW
2020-03-23,AU,NSW,704,6,4,56941,171,0,0,4278,AU_NSW
2020-03-24,AU,NSW,913,7,4,61848,209,1,0,4907,AU_NSW
2020-03-25,AU,NSW,1029,7,4,68177,116,0,0,6329,AU_NSW
2020-03-26,AU,NSW,1219,7,4,74006,190,0,0,5829,AU_NSW
2020-03-27,AU,NSW,1405,7,4,77689,186,0,0,3683,AU_NSW
2020-03-28,AU,NSW,1617,8,4,86524,212,1,0,8835,AU_NSW
2020-03-29,AU,NSW,1791,8,4,93099,174,0,0,6575,AU_NSW
2020-03-30,AU,NSW,1918,8,4,96446,127,0,0,3347,AU_NSW
2020-03-31,AU,NSW,2032,8,4,99951,114,0,0,3505,AU_NSW
2020-04-01,AU,NSW,2182,10,4,105543,150,2,0,5592,AU_NSW
2020-04-02,AU,NSW,2298,10,4,110537,116,0,0,4994,AU_NSW
2020-04-03,AU,NSW,2389,12,4,114455,91,2,0,3918,AU_NSW
2020-04-04,AU,NSW,2493,12,4,117633,104,0,0,3178,AU_NSW
2020-04-05,AU,NSW,2580,16,4,121443,87,4,0,3810,AU_NSW
2020-04-06,AU,NSW,2637,19,4,124038,57,3,0,2595,AU_NSW
2020-04-07,AU,NSW,2686,21,4,126146,49,2,0,2108,AU_NSW
2020-04-08,AU,NSW,2734,21,4,129091,48,0,0,2945,AU_NSW
2020-04-09,AU,NSW,2773,21,4,132997,39,0,0,3906,AU_NSW
2020-04-10,AU,NSW,2822,22,4,137441,49,1,0,4444,AU_NSW
2020-04-11,AU,NSW,2857,23,4,140947,35,1,0,3506,AU_NSW
2020-04-12,AU,NSW,2854,23,4,141777,-3,0,0,830,AU_NSW
2020-04-13,AU,NSW,2863,25,4,144380,9,2,0,2603,AU_NSW
2020-04-14,AU,NSW,2870,25,4,145809,7,0,0,1429,AU_NSW
2020-04-15,AU,NSW,2886,25,4,147114,16,0,0,1305,AU_NSW
2020-04-16,AU,NSW,2897,25,4,150314,11,0,0,3200,AU_NSW
2020-04-17,AU,NSW,2926,25,1356,155302,29,0,1352,4988,AU_NSW
2020-04-18,AU,NSW,2936,27,1356,160454,10,2,0,5152,AU_NSW
2020-04-19,AU,NSW,2957,28,1355,165137,21,1,-1,4683,AU_NSW
2020-04-20,AU,NSW,2963,28,1356,168626,6,0,1,3489,AU_NSW
2020-04-21,AU,NSW,2969,29,1755,171128,6,1,399,2502,AU_NSW
2020-04-22,AU,NSW,2971,31,1926,175419,2,2,171,4291,AU_NSW
2020-04-23,AU,NSW,2976,32,2006,181064,5,1,80,5645,AU_NSW
2020-04-24,AU,NSW,2982,33,2056,188416,6,1,50,7352,AU_NSW
2020-04-25,AU,NSW,2994,34,2193,193256,12,1,137,4840,AU_NSW
2020-04-26,AU,NSW,3002,34,2208,198715,8,0,15,5459,AU_NSW
2020-04-27,AU,NSW,3004,34,2227,203133,2,0,19,4418,AU_NSW
2020-04-28,AU,NSW,3009,39,2243,207245,5,5,16,4112,AU_NSW
2020-04-29,AU,NSW,3016,40,2266,212659,7,1,23,5414,AU_NSW
2020-04-30,AU,NSW,3016,40,2284,220046,0,0,18,7387,AU_NSW
2020-05-01,AU,NSW,3025,41,2293,227084,9,1,9,7038,AU_NSW
2020-05-02,AU,NSW,3031,41,2300,235894,6,0,7,8810,AU_NSW
2020-05-03,AU,NSW,3035,42,2306,243128,4,1,6,7234,AU_NSW
2020-05-04,AU,NSW,3033,42,2328,248699,-2,0,22,5571,AU_NSW
2020-05-05,AU,NSW,3035,44,2349,253995,2,2,21,5296,AU_NSW
2020-05-06,AU,NSW,3042,44,2424,261251,7,0,75,7256,AU_NSW
2020-05-07,AU,NSW,3044,44,2463,271796,2,0,39,10545,AU_NSW
2020-05-08,AU,NSW,3047,44,2486,281257,3,0,23,9461,AU_NSW
2020-05-09,AU,NSW,3051,44,2504,294949,4,0,18,13692,AU_NSW
2020-05-10,AU,NSW,3053,44,2515,304464,2,0,11,9515,AU_NSW
2020-05-11,AU,NSW,3053,44,2517,309722,0,0,2,5258,AU_NSW
2020-05-12,AU,NSW,3053,44,2543,315770,0,0,26,6048,AU_NSW
2020-05-13,AU,NSW,3059,45,2571,323887,6,1,28,8117,AU_NSW
2020-05-14,AU,NSW,3063,45,2595,333634,4,0,24,9747,AU_NSW
2020-05-15,AU,NSW,3071,45,2605,345846,8,0,10,12212,AU_NSW
2020-05-16,AU,NSW,3074,45,2611,355738,3,0,6,9892,AU_NSW
2020-05-17,AU,NSW,3075,45,2612,365917,1,0,1,10179,AU_NSW
2020-05-18,AU,NSW,3076,46,2612,371881,1,1,0,5964,AU_NSW
2020-05-19,AU,NSW,3078,47,2614,377185,2,1,2,5304,AU_NSW
2020-05-20,AU,NSW,3081,47,2631,384278,3,0,17,7093,AU_NSW
2020-05-21,AU,NSW,3082,47,2648,394012,1,0,17,9734,AU_NSW
2020-05-22,AU,NSW,3084,48,2648,402623,2,1,0,8611,AU_NSW
2020-05-23,AU,NSW,3086,48,2653,411618,2,0,5,8995,AU_NSW
2020-05-24,AU,NSW,3087,48,2653,418427,1,0,0,6809,AU_NSW
2020-05-25,AU,NSW,3090,48,2656,422703,3,0,3,4276,AU_NSW
2020-05-26,AU,NSW,3092,48,2661,456724,2,0,5,34021,AU_NSW
2020-05-27,AU,NSW,3089,48,2663,464351,-3,0,2,7627,AU_NSW
2020-05-28,AU,NSW,3090,48,2670,474223,1,0,7,9872,AU_NSW
2020-05-29,AU,NSW,3092,48,2666,484185,2,0,-4,9962,AU_NSW
2020-05-30,AU,NSW,3092,48,2683,493637,0,0,17,9452,AU_NSW
2020-05-31,AU,NSW,3095,48,2685,503464,3,0,2,9827,AU_NSW
2020-06-01,AU,NSW,3098,48,2685,509227,3,0,0,5763,AU_NSW
2020-06-02,AU,NSW,3104,48,2687,514651,6,0,2,5424,AU_NSW
2020-06-03,AU,NSW,3104,48,2691,521669,0,0,4,7018,AU_NSW
2020-06-04,AU,NSW,3106,48,2700,533034,2,0,9,11365,AU_NSW
2020-06-05,AU,NSW,3110,48,2714,543205,4,0,14,10171,AU_NSW
2020-06-06,AU,NSW,3110,48,2719,555956,0,0,5,12751,AU_NSW
2020-06-07,AU,NSW,3109,48,2723,565163,-1,0,4,9207,AU_NSW
2020-06-08,AU,NSW,3112,48,2724,571113,3,0,1,5950,AU_NSW
2020-06-09,AU,NSW,3114,48,2729,575856,2,0,5,4743,AU_NSW
2020-06-10,AU,NSW,3117,48,2735,581559,3,0,6,5703,AU_NSW
2020-06-11,AU,NSW,3117,48,2738,591305,0,0,3,9746,AU_NSW
2020-06-12,AU,NSW,3116,48,2743,606525,-1,0,5,15220,AU_NSW
2020-06-13,AU,NSW,3119,48,2763,620650,3,0,20,14125,AU_NSW
2020-06-14,AU,NSW,3128,48,2766,634241,9,0,3,13591,AU_NSW
2020-06-15,AU,NSW,3131,48,2766,641442,3,0,0,7201,AU_NSW
2020-06-16,AU,NSW,3134,48,2768,649337,3,0,2,7895,AU_NSW
2020-06-17,AU,NSW,3135,48,2770,661226,1,0,2,11889,AU_NSW
2020-06-18,AU,NSW,3137,48,2770,678618,2,0,0,17392,AU_NSW
2020-06-19,AU,NSW,3143,48,2770,695981,6,0,0,17363,AU_NSW
2020-06-20,AU,NSW,3144,48,2771,712174,1,0,1,16193,AU_NSW
2020-03-04,AU,NT,1,,,,,,,,AU_NT
2020-03-05,AU,NT,1,,,,0,,,,AU_NT
2020-03-06,AU,NT,0,,,,-1,,,,AU_NT
2020-03-07,AU,NT,0,,,,0,,,,AU_NT
2020-03-08,AU,NT,0,,,,0,,,,AU_NT
2020-03-09,AU,NT,0,,,,0,,,,AU_NT
2020-03-10,AU,NT,0,,,,0,,,,AU_NT
2020-03-11,AU,NT,0,,,,0,,,,AU_NT
2020-03-12,AU,NT,0,,,,0,,,,AU_NT
2020-03-13,AU,NT,0,,,,0,,,,AU_NT
2020-03-14,AU,NT,0,,,,0,,,,AU_NT
2020-03-15,AU,NT,0,,,,0,,,,AU_NT
2020-03-16,AU,NT,0,,,,0,,,,AU_NT
2020-03-17,AU,NT,0,,,,0,,,,AU_NT
2020-03-18,AU,NT,0,0,0,0,0,,,,AU_NT
2020-03-19,AU,NT,0,0,0,0,0,0,0,0,AU_NT
2020-03-20,AU,NT,2,0,0,0,2,0,0,0,AU_NT
2020-03-21,AU,NT,4,0,0,0,2,0,0,0,AU_NT
2020-03-22,AU,NT,5,0,0,0,1,0,0,0,AU_NT
2020-03-23,AU,NT,4,0,0,0,-1,0,0,0,AU_NT
2020-03-24,AU,NT,5,0,0,0,1,0,0,0,AU_NT
2020-03-25,AU,NT,5,0,0,0,0,0,0,0,AU_NT
2020-03-26,AU,NT,12,0,0,0,7,0,0,0,AU_NT
2020-03-27,AU,NT,14,0,0,0,2,0,0,0,AU_NT
2020-03-28,AU,NT,15,0,0,0,1,0,0,0,AU_NT
2020-03-29,AU,NT,15,0,0,0,0,0,0,0,AU_NT
2020-03-30,AU,NT,15,0,0,0,0,0,0,0,AU_NT
2020-03-31,AU,NT,19,0,0,0,4,0,0,0,AU_NT
2020-04-01,AU,NT,19,0,1,2131,0,0,1,2131,AU_NT
2020-04-02,AU,NT,21,0,1,2273,2,0,0,142,AU_NT
2020-04-03,AU,NT,22,0,1,2466,1,0,0,193,AU_NT
2020-04-04,AU,NT,26,0,1,2642,4,0,0,176,AU_NT
2020-04-05,AU,NT,27,0,2,2642,1,0,1,0,AU_NT
2020-04-06,AU,NT,28,0,2,2805,1,0,0,163,AU_NT
2020-04-07,AU,NT,28,0,2,2999,0,0,0,194,AU_NT
2020-04-08,AU,NT,28,0,2,3062,0,0,0,63,AU_NT
2020-04-09,AU,NT,28,0,2,3174,0,0,0,112,AU_NT
2020-04-10,AU,NT,28,0,2,3243,0,0,0,69,AU_NT
2020-04-11,AU,NT,28,0,2,3300,0,0,0,57,AU_NT
2020-04-12,AU,NT,28,0,2,3355,0,0,0,55,AU_NT
2020-04-13,AU,NT,28,0,6,3381,0,0,4,26,AU_NT
2020-04-14,AU,NT,28,0,6,3442,0,0,0,61,AU_NT
2020-04-15,AU,NT,28,0,6,3489,0,0,0,47,AU_NT
2020-04-16,AU,NT,28,0,7,3521,0,0,1,32,AU_NT
2020-04-17,AU,NT,28,0,9,3606,0,0,2,85,AU_NT
2020-04-18,AU,NT,28,0,10,3625,0,0,1,19,AU_NT
2020-04-19,AU,NT,28,0,11,3713,0,0,1,88,AU_NT
2020-04-20,AU,NT,28,0,12,3731,0,0,1,18,AU_NT
2020-04-21,AU,NT,28,0,15,3810,0,0,3,79,AU_NT
2020-04-22,AU,NT,28,0,16,3810,0,0,1,0,AU_NT
2020-04-23,AU,NT,28,0,16,4045,0,0,0,235,AU_NT
2020-04-24,AU,NT,28,0,20,4120,0,0,4,75,AU_NT
2020-04-25,AU,NT,28,0,20,4189,0,0,0,69,AU_NT
2020-04-26,AU,NT,28,0,23,4231,0,0,3,42,AU_NT
2020-04-27,AU,NT,28,0,23,4245,0,0,0,14,AU_NT
2020-04-28,AU,NT,28,0,23,4338,0,0,0,93,AU_NT
2020-04-29,AU,NT,28,0,25,4421,0,0,2,83,AU_NT
2020-04-30,AU,NT,28,0,25,4532,0,0,0,111,AU_NT
2020-05-01,AU,NT,28,0,25,4643,0,0,0,111,AU_NT
2020-05-02,AU,NT,30,0,25,4721,2,0,0,78,AU_NT
2020-05-03,AU,NT,30,0,25,4828,0,0,0,107,AU_NT
2020-05-04,AU,NT,30,0,25,4855,0,0,0,27,AU_NT
2020-05-05,AU,NT,30,0,26,4925,0,0,1,70,AU_NT
2020-05-06,AU,NT,30,0,27,5003,0,0,1,78,AU_NT
2020-05-07,AU,NT,30,0,28,5117,0,0,1,114,AU_NT
2020-05-08,AU,NT,30,0,28,5267,0,0,0,150,AU_NT
2020-05-09,AU,NT,30,0,28,5389,0,0,0,122,AU_NT
2020-05-10,AU,NT,30,0,28,5495,0,0,0,106,AU_NT
2020-05-11,AU,NT,30,0,28,5527,0,0,0,32,AU_NT
2020-05-12,AU,NT,30,0,28,5646,0,0,0,119,AU_NT
2020-05-13,AU,NT,30,0,28,5759,0,0,0,113,AU_NT
2020-05-14,AU,NT,30,0,28,5940,0,0,0,181,AU_NT
2020-05-15,AU,NT,30,0,28,6116,0,0,0,176,AU_NT
2020-05-16,AU,NT,30,0,28,6258,0,0,0,142,AU_NT
2020-05-17,AU,NT,30,0,28,6370,0,0,0,112,AU_NT
2020-05-18,AU,NT,30,0,28,6417,0,0,0,47,AU_NT
2020-05-19,AU,NT,30,0,28,6517,0,0,0,100,AU_NT
2020-05-20,AU,NT,30,0,29,6673,0,0,1,156,AU_NT
2020-05-21,AU,NT,30,0,30,6809,0,0,1,136,AU_NT
2020-05-22,AU,NT,30,0,30,6809,0,0,0,0,AU_NT
2020-05-23,AU,NT,30,0,30,7105,0,0,0,296,AU_NT
2020-05-24,AU,NT,30,0,30,7217,0,0,0,112,AU_NT
2020-05-25,AU,NT,30,0,30,7223,0,0,0,6,AU_NT
2020-05-26,AU,NT,30,0,30,7396,0,0,0,173,AU_NT
2020-05-27,AU,NT,30,0,30,7528,0,0,0,132,AU_NT
2020-05-28,AU,NT,30,0,30,7528,0,0,0,0,AU_NT
2020-05-29,AU,NT,30,0,30,7918,0,0,0,390,AU_NT
2020-05-30,AU,NT,30,0,30,8082,0,0,0,164,AU_NT
2020-05-31,AU,NT,30,0,30,8220,0,0,0,138,AU_NT
2020-06-01,AU,NT,30,0,30,8240,0,0,0,20,AU_NT
2020-06-02,AU,NT,30,0,30,8406,0,0,0,166,AU_NT
2020-06-03,AU,NT,30,0,30,8591,0,0,0,185,AU_NT
2020-06-04,AU,NT,30,0,30,8983,0,0,0,392,AU_NT
2020-06-05,AU,NT,30,0,30,9174,0,0,0,191,AU_NT
2020-06-06,AU,NT,30,0,30,9330,0,0,0,156,AU_NT
2020-06-07,AU,NT,30,0,30,9454,0,0,0,124,AU_NT
2020-06-08,AU,NT,30,0,30,9477,0,0,0,23,AU_NT
2020-06-09,AU,NT,30,0,30,9558,0,0,0,81,AU_NT
2020-06-10,AU,NT,30,0,30,9747,0,0,0,189,AU_NT
2020-06-11,AU,NT,30,0,30,9939,0,0,0,192,AU_NT
2020-06-12,AU,NT,30,0,30,10217,0,0,0,278,AU_NT
2020-06-13,AU,NT,30,0,30,10340,0,0,0,123,AU_NT
2020-06-14,AU,NT,30,0,30,10464,0,0,0,124,AU_NT
2020-06-15,AU,NT,30,0,30,10488,0,0,0,24,AU_NT
2020-06-16,AU,NT,30,0,30,10665,0,0,0,177,AU_NT
2020-06-17,AU,NT,30,0,30,10840,0,0,0,175,AU_NT
2020-06-18,AU,NT,30,0,30,11088,0,0,0,248,AU_NT
2020-06-19,AU,NT,30,0,30,11243,0,0,0,155,AU_NT
2020-06-20,AU,NT,30,0,30,11417,0,0,0,174,AU_NT
2020-03-04,AU,QLD,11,,,,,,,,AU_QLD
2020-03-05,AU,QLD,13,,,,2,,,,AU_QLD
2020-03-06,AU,QLD,14,,,,1,,,,AU_QLD
2020-03-07,AU,QLD,14,,,,0,,,,AU_QLD
2020-03-08,AU,QLD,15,,,,1,,,,AU_QLD
2020-03-09,AU,QLD,15,,,,0,,,,AU_QLD
2020-03-10,AU,QLD,18,,,,3,,,,AU_QLD
2020-03-11,AU,QLD,20,,,,2,,,,AU_QLD
2020-03-12,AU,QLD,27,,,,7,,,,AU_QLD
2020-03-13,AU,QLD,35,,,,8,,,,AU_QLD
2020-03-14,AU,QLD,46,,,,11,,,,AU_QLD
2020-03-15,AU,QLD,62,,,,16,,,,AU_QLD
2020-03-16,AU,QLD,68,,,,6,,,,AU_QLD
2020-03-17,AU,QLD,78,,,,10,,,,AU_QLD
2020-03-18,AU,QLD,94,0,0,24626,16,,,,AU_QLD
2020-03-19,AU,QLD,144,0,0,28437,50,0,0,3811,AU_QLD
2020-03-20,AU,QLD,184,0,0,29579,40,0,0,1142,AU_QLD
2020-03-21,AU,QLD,221,0,0,31309,37,0,0,1730,AU_QLD
2020-03-22,AU,QLD,259,0,8,31309,38,0,8,0,AU_QLD
2020-03-23,AU,QLD,319,0,8,33519,60,0,0,2210,AU_QLD
2020-03-24,AU,QLD,397,0,8,37334,78,0,0,3815,AU_QLD
2020-03-25,AU,QLD,443,1,8,38860,46,1,0,1526,AU_QLD
2020-03-26,AU,QLD,493,1,8,38860,50,0,0,0,AU_QLD
2020-03-27,AU,QLD,555,1,8,42965,62,0,0,4105,AU_QLD
2020-03-28,AU,QLD,625,1,8,42965,70,0,0,0,AU_QLD
2020-03-29,AU,QLD,656,2,8,44999,31,1,0,2034,AU_QLD
2020-03-30,AU,QLD,689,2,8,47025,33,0,0,2026,AU_QLD
2020-03-31,AU,QLD,743,2,8,47025,54,0,0,0,AU_QLD
2020-04-01,AU,QLD,781,2,8,50853,38,0,0,3828,AU_QLD
2020-04-02,AU,QLD,835,3,8,51758,54,1,0,905,AU_QLD
2020-04-03,AU,QLD,873,3,8,54441,38,0,0,2683,AU_QLD
2020-04-04,AU,QLD,900,3,8,54441,27,0,0,0,AU_QLD
2020-04-05,AU,QLD,907,4,8,54441,7,1,0,0,AU_QLD
2020-04-06,AU,QLD,921,4,173,58490,14,0,165,4049,AU_QLD
2020-04-07,AU,QLD,934,4,173,61834,13,0,0,3344,AU_QLD
2020-04-08,AU,QLD,943,4,345,63552,9,0,172,1718,AU_QLD
2020-04-09,AU,QLD,953,4,372,66766,10,0,27,3214,AU_QLD
2020-04-10,AU,QLD,965,4,372,69194,12,0,0,2428,AU_QLD
2020-04-11,AU,QLD,974,5,372,71499,9,1,0,2305,AU_QLD
2020-04-12,AU,QLD,983,5,372,72313,9,0,0,814,AU_QLD
2020-04-13,AU,QLD,987,5,442,73170,4,0,70,857,AU_QLD
2020-04-14,AU,QLD,998,5,442,74013,11,0,0,843,AU_QLD
2020-04-15,AU,QLD,999,5,442,75480,1,0,0,1467,AU_QLD
2020-04-16,AU,QLD,1001,5,442,77727,2,0,0,2247,AU_QLD
2020-04-17,AU,QLD,1007,5,442,80227,6,0,0,2500,AU_QLD
2020-04-18,AU,QLD,1015,6,738,82763,8,1,296,2536,AU_QLD
2020-04-19,AU,QLD,1019,6,738,84735,4,0,0,1972,AU_QLD
