date,match_string,total_hospitalized_symptomatic,current_intensive_care,current_hospitalized,total_quarantined,current_confirmed,new_current_confirmed,new_confirmed,total_recovered,total_deceased,total_confirmed,total_tested,cases_tested?,country_code,key,new_hospitalized_symptomatic,new_quarantined,new_recovered,new_deceased,new_tested,total_current_confirmed
2020-03-19,Marche,656,141,797,825,1622,146,169,0,115,1737,4512,,IT,IT_57,18,106,0,23,403,1622
2020-03-20,Marche,704,138,842,1002,1844,222,244,0,137,1981,5170,,IT,IT_57,48,177,0,22,658,1844
2020-03-21,Marche,742,141,883,1114,1997,153,172,2,154,2153,5740,,IT,IT_57,38,112,2,17,570,1997
2020-03-22,Marche,816,138,954,1277,2231,234,268,6,184,2421,6391,,IT,IT_57,74,163,4,30,651,2231
2020-03-23,Marche,882,148,1030,1328,2358,127,148,8,203,2569,6782,,IT,IT_57,66,51,2,19,391,2358
2020-03-24,Marche,862,149,1011,1486,2497,139,167,8,231,2736,7229,,IT,IT_57,-20,158,0,28,447,2497
2020-03-25,Marche,938,148,1086,1553,2639,142,198,8,287,2934,7896,,IT,IT_57,76,67,0,56,667,2639
2020-03-26,Marche,977,166,1143,1652,2795,156,180,9,310,3114,8623,,IT,IT_57,39,99,1,23,727,2795
2020-03-27,Marche,979,162,1141,1709,2850,55,82,10,336,3196,9060,,IT,IT_57,2,57,1,26,437,2850
2020-03-28,Marche,987,166,1153,1846,2999,149,177,10,364,3373,9884,,IT,IT_57,8,137,0,28,824,2999
2020-03-29,Marche,1000,168,1168,1992,3160,161,185,12,386,3558,10431,,IT,IT_57,13,146,2,22,547,3160
2020-03-30,Marche,998,167,1165,2086,3251,91,126,16,417,3684,10979,,IT,IT_57,-2,94,4,31,548,3251
2020-03-31,Marche,946,169,1115,2237,3352,101,141,21,452,3825,11724,,IT,IT_57,-52,151,5,35,745,3352
2020-04-01,Marche,984,168,1152,2304,3456,104,137,29,477,3962,12296,,IT,IT_57,38,67,8,25,572,3456
2020-04-02,Marche,986,164,1150,2405,3555,99,136,40,503,4098,12943,,IT,IT_57,2,101,11,26,647,3555
2020-04-03,Marche,982,158,1140,2491,3631,76,132,42,557,4230,13678,,IT,IT_57,-4,86,2,54,735,3631
2020-04-04,Marche,997,153,1150,2347,3497,-134,111,270,574,4341,14472,,IT,IT_57,15,-144,228,17,794,3497
2020-04-05,Marche,987,151,1138,2440,3578,81,123,287,599,4464,15252,,IT,IT_57,-10,93,17,25,780,3578
2020-04-06,Marche,1001,140,1141,2565,3706,128,150,296,612,4614,15919,,IT,IT_57,14,125,9,13,667,3706
2020-04-07,Marche,962,139,1101,2637,3738,32,96,342,630,4710,16619,,IT,IT_57,-39,72,46,18,700,3738
2020-04-08,Marche,974,133,1107,2455,3562,-176,149,645,652,4859,17532,,IT,IT_57,12,-182,303,22,913,3562
2020-04-09,Marche,945,133,1078,2323,3401,-161,96,885,669,4955,18194,,IT,IT_57,-29,-132,240,17,662,3401
2020-04-10,Marche,925,127,1052,2264,3316,-85,129,1086,682,5084,18970,,IT,IT_57,-20,-59,201,13,776,3316
2020-04-11,Marche,960,118,1078,2153,3231,-85,127,1291,689,5211,20060,,IT,IT_57,35,-111,205,7,1090,3231
2020-04-12,Marche,949,114,1063,2051,3114,-117,92,1489,700,5303,21057,,IT,IT_57,-11,-102,198,11,997,3114
2020-04-13,Marche,959,108,1067,2013,3080,-34,78,1588,713,5381,28379,,IT,IT_57,10,-38,99,13,7322,3080
2020-04-14,Marche,937,106,1043,2052,3095,15,45,1603,728,5426,29160,,IT,IT_57,-22,39,15,15,781,3095
2020-04-15,Marche,888,106,994,2103,3097,2,77,1660,746,5503,30329,,IT,IT_57,-49,51,57,18,1169,3097
2020-04-16,Marche,850,102,952,2172,3124,27,79,1694,764,5582,33778,,IT,IT_57,-38,69,34,18,3449,3124
2020-04-17,Marche,839,94,933,2224,3157,33,86,1726,785,5668,37997,,IT,IT_57,-11,52,32,21,4219,3157
2020-04-18,Marche,804,88,892,2280,3172,15,53,1754,795,5721,39909,,IT,IT_57,-35,56,28,10,1912,3172
2020-04-19,Marche,799,86,885,2297,3182,10,48,1780,807,5769,41474,27099,IT,IT_57,-5,17,26,12,1565,3182
2020-04-20,Marche,792,80,872,2340,3212,30,57,1792,822,5826,42782,28006,IT,IT_57,-7,43,12,15,1308,3212
2020-04-21,Marche,784,78,862,2356,3218,6,51,1825,834,5877,44332,29090,IT,IT_57,-8,16,33,12,1550,3218
2020-04-22,Marche,735,76,811,2419,3230,12,47,1849,845,5924,46492,30543,IT,IT_57,-49,63,24,11,2160,3230
2020-04-23,Marche,727,71,798,2432,3230,0,28,1865,857,5952,47662,31673,IT,IT_57,-8,13,16,12,1170,3230
2020-04-24,Marche,705,61,766,2507,3273,43,76,1890,865,6028,49163,33113,IT,IT_57,-22,75,25,8,1501,3273
2020-04-25,Marche,689,58,747,2525,3272,-1,30,1912,874,6058,50996,34256,IT,IT_57,-16,18,22,9,1833,3272
2020-04-26,Marche,668,58,726,2582,3308,36,53,1924,879,6111,52063,35107,IT,IT_57,-21,57,12,5,1067,3308
2020-04-27,Marche,667,58,725,2585,3310,2,16,1933,884,6127,52765,35617,IT,IT_57,-1,3,9,5,702,3310
2020-04-28,Marche,666,58,724,2610,3334,24,48,1948,893,6175,54313,36650,IT,IT_57,-1,25,15,9,1548,3334
2020-04-29,Marche,640,52,692,2655,3347,13,35,1964,899,6210,55905,37877,IT,IT_57,-26,45,16,6,1592,3347
2020-04-30,Marche,465,48,513,2697,3210,-137,37,2131,906,6247,59488,39145,IT,IT_57,-175,42,167,7,3583,3210
2020-05-01,Marche,413,44,457,2754,3211,1,28,2153,911,6275,61241,40123,IT,IT_57,-52,57,22,5,1753,3211
2020-05-02,Marche,399,46,445,2760,3205,-6,23,2177,916,6298,62834,41156,IT,IT_57,-14,6,24,5,1593,3205
2020-05-03,Marche,400,43,443,2755,3198,-7,21,2194,927,6319,64412,42281,IT,IT_57,1,-5,17,11,1578,3198
2020-05-04,Marche,389,44,433,2773,3206,8,44,2225,932,6363,65398,42838,IT,IT_57,-11,18,31,5,986,3206
2020-05-05,Marche,387,42,429,2790,3219,13,29,2237,936,6392,67256,44045,IT,IT_57,-2,17,12,4,1858,3219
2020-05-06,Marche,353,42,395,2841,3236,17,29,2242,943,6421,69037,45026,IT,IT_57,-34,51,5,7,1781,3236
2020-05-07,Marche,328,41,369,2878,3247,11,31,2257,948,6452,71017,46258,IT,IT_57,-25,37,15,5,1980,3247
2020-05-08,Marche,303,38,341,2897,3238,-9,18,2278,954,6470,72504,47092,IT,IT_57,-25,19,21,6,1487,3238
2020-05-09,Marche,285,32,317,2913,3230,-8,23,2305,958,6493,73965,47827,IT,IT_57,-18,16,27,4,1461,3230
2020-05-10,Marche,284,30,314,2937,3251,21,40,2322,960,6533,76367,49194,IT,IT_57,-1,24,17,2,2402,3251
2020-05-11,Marche,277,28,305,2922,3227,-24,10,2352,964,6543,77830,50206,IT,IT_57,-7,-15,30,4,1463,3227
2020-05-12,Marche,230,24,254,2954,3208,-19,25,2391,969,6568,79414,51176,IT,IT_57,-47,32,39,5,1584,3208
2020-05-13,Marche,211,20,231,2782,3013,-195,20,2604,971,6588,80850,52041,IT,IT_57,-19,-172,213,2,1436,3013
2020-05-14,Marche,189,18,207,2697,2904,-109,15,2725,974,6603,82840,53030,IT,IT_57,-22,-85,121,3,1990,2904
2020-05-15,Marche,178,18,196,2599,2795,-109,16,2847,977,6619,84351,53813,IT,IT_57,-11,-98,122,3,1511,2795
2020-05-16,Marche,154,17,171,2486,2657,-138,23,3003,982,6642,87211,54804,IT,IT_57,-24,-113,156,5,2860,2657
2020-05-17,Marche,151,18,169,2396,2565,-92,25,3118,984,6667,88656,55667,IT,IT_57,-3,-90,115,2,1445,2565
2020-05-18,Marche,156,17,173,2142,2315,-250,11,3379,984,6678,89085,55988,IT,IT_57,5,-254,261,0,429,2315
2020-05-19,Marche,144,17,161,1967,2128,-187,-3,3561,986,6675,89985,56668,IT,IT_57,-12,-175,182,2,900,2128
2020-05-20,Marche,125,16,141,1833,1974,-154,2,3716,987,6677,90093,57604,IT,IT_57,-19,-134,155,1,108,1974
2020-05-21,Marche,111,16,127,1705,1832,-142,12,3867,990,6689,91885,58667,IT,IT_57,-14,-128,151,3,1792,1832
2020-05-22,Marche,101,15,116,1652,1768,-64,8,3939,990,6697,93549,59673,IT,IT_57,-10,-53,72,0,1664,1768
2020-05-23,Marche,100,15,115,1598,1713,-55,4,3995,993,6701,94657,60232,IT,IT_57,-1,-54,56,3,1108,1713
2020-05-24,Marche,101,13,114,1578,1692,-21,13,4028,994,6714,95715,60949,IT,IT_57,1,-20,33,1,1058,1692
2020-05-25,Marche,95,13,108,1554,1662,-30,2,4059,995,6716,96270,61347,IT,IT_57,-6,-24,31,1,555,1662
2020-05-26,Marche,94,13,107,1468,1575,-87,2,4147,996,6718,97285,61923,IT,IT_57,-1,-86,88,1,1015,1575
2020-05-27,Marche,90,13,103,1347,1450,-125,0,4272,996,6718,98535,62815,IT,IT_57,-4,-121,125,0,1250,1450
2020-05-28,Marche,79,13,92,1254,1346,-104,1,4376,997,6719,100110,63611,IT,IT_57,-11,-93,104,1,1575,1346
2020-05-29,Marche,69,9,78,1274,1352,6,4,4385,986,6723,101389,64361,IT,IT_57,-10,20,9,-11,1279,1352
2020-05-30,Marche,66,9,75,1272,1347,-5,4,4393,987,6727,102484,64947,IT,IT_57,-3,-2,8,1,1095,1347
2020-05-31,Marche,62,9,71,1267,1338,-9,3,4405,987,6730,103634,65617,IT,IT_57,-4,-5,12,0,1150,1338
2020-06-01,Marche,63,9,72,1255,1327,-11,0,4416,987,6730,103994,65848,IT,IT_57,1,-12,11,0,360,1327
2020-06-02,Marche,60,9,69,1257,1326,-1,4,4421,987,6734,104968,66434,IT,IT_57,-3,2,5,0,974,1326
2020-06-03,Marche,57,8,65,1245,1310,-16,1,4438,987,6735,105679,66805,IT,IT_57,-3,-12,17,0,711,1310
2020-06-04,Marche,52,5,57,1246,1303,-7,3,4447,988,6738,110077,67429,IT,IT_57,-5,1,9,1,4398,1303
2020-06-05,Marche,50,5,55,1238,1293,-10,2,4458,989,6740,111431,68197,IT,IT_57,-2,-8,11,1,1354,1293
2020-06-06,Marche,46,3,49,1146,1195,-98,2,4556,991,6742,112740,68775,IT,IT_57,-4,-92,98,2,1309,1195
2020-06-07,Marche,41,2,43,1116,1159,-36,3,4595,991,6745,113729,69376,IT,IT_57,-5,-30,39,0,989,1159
2020-06-08,Marche,41,2,43,1032,1075,-84,2,4681,991,6747,114310,69736,IT,IT_57,0,-84,86,0,581,1075
2020-06-09,Marche,32,0,32,960,992,-83,0,4763,992,6747,115510,70335,IT,IT_57,-9,-72,82,1,1200,992
2020-06-10,Marche,29,0,29,918,947,-45,3,4811,992,6750,116320,70837,IT,IT_57,-3,-42,48,0,810,947
2020-06-11,Marche,26,0,26,876,902,-45,1,4857,992,6751,117720,71531,IT,IT_57,-3,-42,46,0,1400,902
2020-06-12,Marche,22,0,22,728,750,-152,1,5009,993,6752,119045,72169,IT,IT_57,-4,-148,152,1,1325,750
2020-06-13,Marche,22,0,22,655,677,-73,2,5084,993,6754,120308,72713,IT,IT_57,0,-73,75,0,1263,677
2020-06-14,Marche,21,0,21,605,626,-51,4,5139,993,6758,121354,73298,IT,IT_57,-1,-50,55,0,1046,626
2020-06-15,Marche,18,0,18,599,617,-9,4,5152,993,6762,121620,73564,IT,IT_57,-3,-6,13,0,266,617
2020-06-16,Marche,19,0,19,582,601,-16,1,5168,994,6763,122650,74194,IT,IT_57,1,-17,16,1,1030,601
2020-06-17,Marche,21,0,21,564,585,-16,1,5185,994,6764,123770,74827,IT,IT_57,2,-18,17,0,1120,585
2020-06-18,Marche,19,0,19,558,577,-8,4,5197,994,6768,125339,75604,IT,IT_57,-2,-6,12,0,1569,577
2020-06-19,Marche,14,0,14,546,560,-17,0,5214,994,6768,126380,76228,IT,IT_57,-5,-12,17,0,1041,560
2020-06-20,Marche,13,0,13,526,539,-21,0,5235,994,6768,127450,76777,IT,IT_57,-1,-20,21,0,1070,539
2020-02-24,Molise,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_67,,,,,,0
2020-02-25,Molise,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_67,0,0,0,0,0,0
2020-02-26,Molise,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_67,0,0,0,0,0,0
2020-02-27,Molise,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_67,0,0,0,0,0,0
2020-02-28,Molise,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_67,0,0,0,0,0,0
2020-02-29,Molise,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_67,0,0,0,0,0,0
2020-03-01,Molise,0,0,0,0,0,0,0,0,0,0,6,,IT,IT_67,0,0,0,0,6,0
2020-03-02,Molise,0,0,0,0,0,0,0,0,0,0,13,,IT,IT_67,0,0,0,0,7,0
2020-03-03,Molise,3,0,3,0,3,3,3,0,0,3,13,,IT,IT_67,3,0,0,0,0,3
2020-03-04,Molise,3,0,3,0,3,0,0,0,0,3,19,,IT,IT_67,0,0,0,0,6,3
2020-03-05,Molise,4,0,4,3,7,4,4,0,0,7,24,,IT,IT_67,1,3,0,0,5,7
2020-03-06,Molise,3,2,5,7,12,5,5,0,0,12,104,,IT,IT_67,-1,4,0,0,80,12
2020-03-07,Molise,3,2,5,9,14,2,2,0,0,14,112,,IT,IT_67,0,2,0,0,8,14
2020-03-08,Molise,4,2,6,8,14,0,0,0,0,14,116,,IT,IT_67,1,-1,0,0,4,14
2020-03-09,Molise,4,2,6,8,14,0,0,0,0,14,212,,IT,IT_67,0,0,0,0,96,14
2020-03-10,Molise,3,3,6,9,15,1,1,0,0,15,225,,IT,IT_67,-1,1,0,0,13,15
2020-03-11,Molise,4,3,7,9,16,1,1,0,0,16,233,,IT,IT_67,1,0,0,0,8,16
2020-03-12,Molise,4,3,7,9,16,0,0,0,0,16,238,,IT,IT_67,0,0,0,0,5,16
2020-03-13,Molise,5,3,8,9,17,1,1,0,0,17,243,,IT,IT_67,1,0,0,0,5,17
2020-03-14,Molise,5,3,8,9,17,0,0,0,0,17,247,,IT,IT_67,0,0,0,0,4,17
2020-03-15,Molise,3,4,7,10,17,0,0,0,0,17,248,,IT,IT_67,-2,1,0,0,1,17
2020-03-16,Molise,3,5,8,7,15,-2,4,5,1,21,253,,IT,IT_67,0,-3,5,1,5,15
2020-03-17,Molise,7,5,12,7,19,4,4,5,1,25,301,,IT,IT_67,4,0,0,0,48,19
2020-03-18,Molise,7,6,13,8,21,2,3,6,1,28,361,,IT,IT_67,0,1,1,0,60,21
2020-03-19,Molise,19,6,25,13,38,17,18,6,2,46,426,,IT,IT_67,12,5,0,1,65,38
2020-03-20,Molise,20,6,26,13,39,1,4,6,5,50,426,,IT,IT_67,1,0,0,3,0,39
2020-03-21,Molise,21,6,27,20,47,8,11,7,7,61,449,,IT,IT_67,1,7,1,2,23,47
2020-03-22,Molise,24,7,31,21,52,5,5,7,7,66,532,,IT,IT_67,3,1,0,0,83,52
2020-03-23,Molise,25,7,32,18,50,-2,1,10,7,67,532,,IT,IT_67,1,-3,3,0,0,50
2020-03-24,Molise,27,7,34,21,55,5,6,10,8,73,572,,IT,IT_67,2,3,0,1,40,55
2020-03-25,Molise,26,7,33,20,53,-2,0,12,8,73,580,,IT,IT_67,-1,-1,2,0,8,53
2020-03-26,Molise,27,8,35,46,81,28,30,14,8,103,670,,IT,IT_67,1,26,2,0,90,81
2020-03-27,Molise,26,9,35,51,86,5,6,14,9,109,710,,IT,IT_67,-1,5,0,1,40,86
2020-03-28,Molise,26,9,35,63,98,12,14,16,9,123,807,,IT,IT_67,0,12,2,0,97,98
2020-03-29,Molise,25,9,34,66,100,2,4,18,9,127,918,,IT,IT_67,-1,3,2,0,111,100
2020-03-30,Molise,27,8,35,72,107,7,7,18,9,134,955,,IT,IT_67,2,6,0,0,37,107
2020-03-31,Molise,29,8,37,80,117,10,10,18,9,144,1049,,IT,IT_67,2,8,0,0,94,117
2020-04-01,Molise,32,8,40,91,131,14,16,19,10,160,1157,,IT,IT_67,3,11,1,1,108,131
2020-04-02,Molise,30,8,38,95,133,2,5,21,11,165,1229,,IT,IT_67,-2,4,2,1,72,133
2020-04-03,Molise,31,8,39,105,144,11,11,21,11,176,1378,,IT,IT_67,1,10,0,0,149,144
2020-04-04,Molise,31,6,37,134,171,27,30,24,11,206,1504,,IT,IT_67,0,29,3,0,126,171
2020-04-05,Molise,33,6,39,148,187,16,18,24,13,224,1504,,IT,IT_67,2,14,0,2,0,187
2020-04-06,Molise,34,5,39,148,187,0,0,24,13,224,1546,,IT,IT_67,1,0,0,0,42,187
2020-04-07,Molise,35,5,40,145,185,-2,0,26,13,224,1581,,IT,IT_67,1,-3,2,0,35,185
2020-04-08,Molise,30,4,34,147,181,-4,2,32,13,226,2002,,IT,IT_67,-5,2,6,0,421,181
2020-04-09,Molise,30,4,34,155,189,8,8,32,13,234,2069,,IT,IT_67,0,8,0,0,67,189
2020-04-10,Molise,28,4,32,161,193,4,9,37,13,243,2069,,IT,IT_67,-2,6,5,0,0,193
2020-04-11,Molise,28,4,32,161,193,0,3,39,14,246,2201,,IT,IT_67,0,0,2,1,132,193
2020-04-12,Molise,27,4,31,171,202,9,11,40,15,257,2471,,IT,IT_67,-1,10,1,1,270,202
2020-04-13,Molise,28,4,32,170,202,0,0,40,15,257,2522,,IT,IT_67,1,-1,0,0,51,202
2020-04-14,Molise,26,4,30,170,200,-2,0,42,15,257,2522,,IT,IT_67,-2,0,2,0,0,200
2020-04-15,Molise,27,4,31,175,206,6,6,42,15,263,2855,,IT,IT_67,1,5,0,0,333,206
2020-04-16,Molise,25,4,29,174,203,-3,0,44,16,263,2967,,IT,IT_67,-2,-1,2,1,112,203
2020-04-17,Molise,26,4,30,178,208,5,6,45,16,269,3082,,IT,IT_67,1,4,1,0,115,208
2020-04-18,Molise,27,4,31,178,209,1,0,44,16,269,3082,,IT,IT_67,1,0,-1,0,0,209
2020-04-19,Molise,27,4,31,184,215,6,10,47,17,279,3584,3482,IT,IT_67,0,6,3,1,502,215
2020-04-20,Molise,27,2,29,184,213,-2,2,50,18,281,3783,3683,IT,IT_67,0,0,3,1,199,213
2020-04-21,Molise,27,2,29,184,213,0,1,51,18,282,4124,4015,IT,IT_67,0,0,1,0,341,213
2020-04-22,Molise,21,2,23,182,205,-8,2,60,19,284,4425,4252,IT,IT_67,-6,-2,9,1,301,205
2020-04-23,Molise,19,1,20,178,198,-7,0,66,20,284,4564,4478,IT,IT_67,-2,-4,6,1,139,198
2020-04-24,Molise,19,1,20,180,200,2,3,67,20,287,4805,4718,IT,IT_67,0,2,1,0,241,200
2020-04-25,Molise,19,1,20,178,198,-2,5,73,21,292,5191,5089,IT,IT_67,0,-2,6,1,386,198
2020-04-26,Molise,20,1,21,179,200,2,4,75,21,296,5567,5334,IT,IT_67,1,1,2,0,376,200
2020-04-27,Molise,20,1,21,179,200,0,0,75,21,296,5656,5423,IT,IT_67,0,0,0,0,89,200
2020-04-28,Molise,18,1,19,176,195,-5,1,81,21,297,5776,5538,IT,IT_67,-2,-3,6,0,120,195
2020-04-29,Molise,17,1,18,175,193,-2,0,83,21,297,5910,5857,IT,IT_67,-1,-1,2,0,134,193
2020-04-30,Molise,17,1,18,172,190,-3,1,87,21,298,6446,6228,IT,IT_67,0,-3,4,0,536,190
2020-05-01,Molise,17,1,18,172,190,0,2,89,21,300,6463,6450,IT,IT_67,0,0,2,0,17,190
2020-05-02,Molise,9,1,10,172,182,-8,1,98,21,301,7075,6808,IT,IT_67,-8,0,9,0,612,182
2020-05-03,Molise,8,1,9,172,181,-1,0,98,22,301,7075,6808,IT,IT_67,-1,0,0,1,0,181
2020-05-04,Molise,9,1,10,168,178,-3,0,101,22,301,7328,7057,IT,IT_67,1,-4,3,0,253,178
2020-05-05,Molise,9,1,10,167,177,-1,0,102,22,301,7528,7252,IT,IT_67,0,-1,1,0,200,177
2020-05-06,Molise,9,0,9,170,179,2,3,103,22,304,7896,7604,IT,IT_67,0,3,1,0,368,179
2020-05-07,Molise,8,0,8,162,170,-9,1,113,22,305,8237,7912,IT,IT_67,-1,-8,10,0,341,170
2020-05-08,Molise,6,0,6,178,184,14,22,121,22,327,8502,8177,IT,IT_67,-2,16,8,0,265,184
2020-05-09,Molise,8,0,8,197,205,21,20,120,22,347,8691,8375,IT,IT_67,2,19,-1,0,189,205
2020-05-10,Molise,9,0,9,209,218,13,23,130,22,370,9164,9008,IT,IT_67,1,12,10,0,473,218
2020-05-11,Molise,11,0,11,218,229,11,13,132,22,383,9390,9247,IT,IT_67,2,9,2,0,226,229
2020-05-12,Molise,13,1,14,212,226,-3,3,138,22,386,9981,9582,IT,IT_67,2,-6,6,0,591,226
2020-05-13,Molise,9,1,10,221,231,5,15,148,22,401,10062,9773,IT,IT_67,-4,9,10,0,81,231
2020-05-14,Molise,10,1,11,218,229,-2,2,152,22,403,10227,10052,IT,IT_67,1,-3,4,0,165,229
2020-05-15,Molise,8,2,10,217,227,-2,4,158,22,407,10468,10281,IT,IT_67,-2,-1,6,0,241,227
2020-05-16,Molise,8,2,10,205,215,-12,3,173,22,410,10859,10666,IT,IT_67,0,-12,15,0,391,215
2020-05-17,Molise,11,2,13,203,216,1,1,173,22,411,11085,10892,IT,IT_67,3,-2,0,0,226,216
2020-05-18,Molise,9,2,11,206,217,1,11,183,22,422,11514,11285,IT,IT_67,-2,3,10,0,429,217
2020-05-19,Molise,9,2,11,201,212,-5,0,188,22,422,11592,11354,IT,IT_67,0,-5,5,0,78,212
2020-05-20,Molise,7,2,9,189,198,-14,0,202,22,422,12158,11727,IT,IT_67,-2,-12,14,0,566,198
2020-05-21,Molise,8,2,10,184,194,-4,1,207,22,423,12253,11819,IT,IT_67,1,-5,5,0,95,194
2020-05-22,Molise,8,2,10,174,184,-10,3,220,22,426,12616,12173,IT,IT_67,0,-10,13,0,363,184
2020-05-23,Molise,8,2,10,179,189,5,5,220,22,431,13017,12552,IT,IT_67,0,5,0,0,401,189
2020-05-24,Molise,6,2,8,175,183,-6,1,227,22,432,13226,12751,IT,IT_67,-2,-4,7,0,209,183
2020-05-25,Molise,5,2,7,170,177,-6,0,233,22,432,13315,12819,IT,IT_67,-1,-5,6,0,89,177
2020-05-26,Molise,5,2,7,167,174,-3,0,236,22,432,13452,12940,IT,IT_67,0,-3,3,0,137,174
2020-05-27,Molise,3,2,5,161,166,-8,2,246,22,434,13629,13087,IT,IT_67,-2,-6,10,0,177,166
2020-05-28,Molise,3,2,5,158,163,-3,1,250,22,435,13847,13266,IT,IT_67,0,-3,4,0,218,163
2020-05-29,Molise,3,2,5,157,162,-1,1,252,22,436,14109,13506,IT,IT_67,0,-1,2,0,262,162
2020-05-30,Molise,3,2,5,151,156,-6,0,258,22,436,14371,13734,IT,IT_67,0,-6,6,0,262,156
2020-05-31,Molise,2,2,4,141,145,-11,0,269,22,436,14631,13985,IT,IT_67,-1,-10,11,0,260,145
2020-06-01,Molise,2,2,4,131,135,-10,0,279,22,436,14819,14147,IT,IT_67,0,-10,10,0,188,135
2020-06-02,Molise,3,2,5,128,133,-2,0,281,22,436,14951,14278,IT,IT_67,1,-3,2,0,132,133
2020-06-03,Molise,1,2,3,124,127,-6,0,287,22,436,15123,14439,IT,IT_67,-2,-4,6,0,172,127
2020-06-04,Molise,0,2,2,123,125,-2,0,288,23,436,15261,15261,IT,IT_67,-1,-1,1,1,138,125
2020-06-05,Molise,0,2,2,120,122,-3,0,291,23,436,15568,15568,IT,IT_67,0,-3,3,0,307,122
2020-06-06,Molise,0,2,2,119,121,-1,0,292,23,436,16522,15809,IT,IT_67,0,-1,1,0,954,121
2020-06-07,Molise,0,2,2,118,120,-1,0,293,23,436,16791,16056,IT,IT_67,0,-1,1,0,269,120
2020-06-08,Molise,0,2,2,117,119,-1,0,294,23,436,16966,16224,IT,IT_67,0,-1,1,0,175,119
2020-06-09,Molise,0,2,2,118,120,1,2,295,23,438,17162,16411,IT,IT_67,0,1,1,0,196,120
2020-06-10,Molise,0,2,2,118,120,0,1,296,23,439,17375,16611,IT,IT_67,0,0,1,0,213,120
2020-06-11,Molise,1,1,2,114,116,-4,0,300,23,439,17710,16916,IT,IT_67,1,-4,4,0,335,116
2020-06-12,Molise,1,1,2,112,114,-2,0,302,23,439,18112,17279,IT,IT_67,0,-2,2,0,402,114
2020-06-13,Molise,0,0,0,97,97,-17,0,319,23,439,18495,17630,IT,IT_67,-1,-15,17,0,383,97
2020-06-14,Molise,0,0,0,74,74,-23,0,342,23,439,18845,17947,IT,IT_67,0,-23,23,0,350,74
2020-06-15,Molise,0,0,0,70,70,-4,0,346,23,439,19125,18214,IT,IT_67,0,-4,4,0,280,70
2020-06-16,Molise,1,0,1,64,65,-5,0,351,23,439,19368,18444,IT,IT_67,1,-6,5,0,243,65
2020-06-17,Molise,1,0,1,61,62,-3,1,355,23,440,19635,18684,IT,IT_67,0,-3,4,0,267,62
2020-06-18,Molise,1,0,1,59,60,-2,0,357,23,440,19984,19006,IT,IT_67,0,-2,2,0,349,60
2020-06-19,Molise,2,0,2,51,53,-7,1,365,23,441,20203,19208,IT,IT_67,1,-8,8,0,219,53
2020-06-20,Molise,2,0,2,51,53,0,0,365,23,441,20441,19445,IT,IT_67,0,0,0,0,238,53
2020-02-24,Piemonte,2,0,2,1,3,0,3,0,0,3,141,,IT,IT_21,,,,,,0
2020-02-25,Piemonte,2,0,2,1,3,0,0,0,0,3,141,,IT,IT_21,0,0,0,0,0,0
2020-02-26,Piemonte,2,0,2,1,3,0,0,0,0,3,156,,IT,IT_21,0,0,0,0,15,0
2020-02-27,Piemonte,2,0,2,0,2,-1,-1,0,0,2,156,,IT,IT_21,0,-1,0,0,0,-1
2020-02-28,Piemonte,7,0,7,4,11,9,9,0,0,11,227,,IT,IT_21,5,4,0,0,71,8
2020-02-29,Piemonte,7,0,7,4,11,0,0,0,0,11,308,,IT,IT_21,0,0,0,0,81,8
2020-03-01,Piemonte,11,2,13,36,49,38,38,0,0,49,362,,IT,IT_21,4,32,0,0,54,46
2020-03-02,Piemonte,12,2,14,37,51,2,2,0,0,51,434,,IT,IT_21,1,1,0,0,72,48
2020-03-03,Piemonte,13,3,16,40,56,5,5,0,0,56,458,,IT,IT_21,1,3,0,0,24,53
2020-03-04,Piemonte,26,13,39,43,82,26,26,0,0,82,543,,IT,IT_21,13,3,0,0,85,79
2020-03-05,Piemonte,43,17,60,46,106,24,26,0,2,108,543,,IT,IT_21,17,3,0,2,0,103
2020-03-06,Piemonte,57,30,87,52,139,33,35,0,4,143,793,,IT,IT_21,14,6,0,2,250,136
2020-03-07,Piemonte,110,38,148,54,202,63,64,0,5,207,1046,,IT,IT_21,53,2,0,1,253,199
2020-03-08,Piemonte,245,45,290,65,355,153,153,0,5,360,1636,,IT,IT_21,135,11,0,0,590,352
2020-03-09,Piemonte,222,50,272,65,337,-18,-10,0,13,350,1681,,IT,IT_21,-23,0,0,8,45,334
2020-03-10,Piemonte,306,66,372,64,436,99,103,0,17,453,2374,,IT,IT_21,84,-1,0,4,693,433
2020-03-11,Piemonte,319,75,394,86,480,44,48,0,21,501,2431,,IT,IT_21,13,22,0,4,57,477
2020-03-12,Piemonte,368,97,465,89,554,74,79,0,26,580,2879,,IT,IT_21,49,3,0,5,448,551
2020-03-13,Piemonte,556,135,691,103,794,240,260,0,46,840,3105,,IT,IT_21,188,14,0,20,226,791
2020-03-14,Piemonte,538,150,688,126,814,20,33,0,59,873,3680,,IT,IT_21,-18,23,0,13,575,811
