date,match_string,total_hospitalized_symptomatic,current_intensive_care,current_hospitalized,total_quarantined,current_confirmed,new_current_confirmed,new_confirmed,total_recovered,total_deceased,total_confirmed,total_tested,cases_tested?,country_code,key,new_hospitalized_symptomatic,new_quarantined,new_recovered,new_deceased,new_tested,total_current_confirmed
2020-03-21,Abruzzo,185,44,229,265,494,72,80,13,22,529,3035,,IT,IT_65,-5,81,3,5,340,494
2020-03-22,Abruzzo,218,49,267,272,539,45,58,15,33,587,3375,,IT,IT_65,33,7,2,11,340,539
2020-03-23,Abruzzo,228,52,280,325,605,66,76,20,38,663,3674,,IT,IT_65,10,53,5,5,299,605
2020-03-24,Abruzzo,234,57,291,331,622,17,26,21,46,689,4294,,IT,IT_65,6,6,1,8,620,622
2020-03-25,Abruzzo,248,59,307,431,738,116,124,23,52,813,4982,,IT,IT_65,14,100,2,6,688,738
2020-03-26,Abruzzo,280,64,344,516,860,122,133,23,63,946,5488,,IT,IT_65,32,85,0,11,506,860
2020-03-27,Abruzzo,289,71,360,565,925,65,71,24,68,1017,6109,,IT,IT_65,9,49,1,5,621,925
2020-03-28,Abruzzo,311,70,381,646,1027,102,116,30,76,1133,7003,,IT,IT_65,22,81,6,8,894,1027
2020-03-29,Abruzzo,329,68,397,772,1169,142,160,36,88,1293,7730,,IT,IT_65,18,126,6,12,727,1169
2020-03-30,Abruzzo,322,69,391,778,1169,0,52,74,102,1345,7948,,IT,IT_65,-7,6,38,14,218,1169
2020-03-31,Abruzzo,335,73,408,783,1191,22,56,95,115,1401,8758,,IT,IT_65,13,5,21,13,810,1191
2020-04-01,Abruzzo,342,71,413,798,1211,20,35,102,123,1436,9610,,IT,IT_65,7,15,7,8,852,1211
2020-04-02,Abruzzo,341,75,416,835,1251,40,61,113,133,1497,10647,,IT,IT_65,-1,37,11,10,1037,1251
2020-04-03,Abruzzo,361,76,437,864,1301,50,66,116,146,1563,11890,,IT,IT_65,20,29,3,13,1243,1301
2020-04-04,Abruzzo,354,71,425,931,1356,55,65,119,153,1628,12837,,IT,IT_65,-7,67,3,7,947,1356
2020-04-05,Abruzzo,347,67,414,1006,1420,64,75,125,158,1703,13598,,IT,IT_65,-7,75,6,5,761,1420
2020-04-06,Abruzzo,340,66,406,1019,1425,5,18,127,169,1721,14198,,IT,IT_65,-7,13,2,11,600,1425
2020-04-07,Abruzzo,337,67,404,1087,1491,66,78,136,172,1799,14904,,IT,IT_65,-3,68,9,3,706,1491
2020-04-08,Abruzzo,331,62,393,1141,1534,43,60,146,179,1859,15846,,IT,IT_65,-6,54,10,7,942,1534
2020-04-09,Abruzzo,306,57,363,1203,1566,32,72,171,194,1931,16847,,IT,IT_65,-25,62,25,15,1001,1566
2020-04-10,Abruzzo,305,53,358,1277,1635,69,83,181,198,2014,18088,,IT,IT_65,-1,74,10,4,1241,1635
2020-04-11,Abruzzo,315,54,369,1355,1724,89,106,190,206,2120,19441,,IT,IT_65,10,78,9,8,1353,1724
2020-04-12,Abruzzo,346,54,400,1342,1742,18,40,206,212,2160,20594,,IT,IT_65,31,-13,16,6,1153,1742
2020-04-13,Abruzzo,351,54,405,1373,1778,36,53,211,224,2213,20667,,IT,IT_65,5,31,5,12,73,1778
2020-04-14,Abruzzo,345,52,397,1403,1800,22,32,213,232,2245,20935,,IT,IT_65,-6,30,2,8,268,1800
2020-04-15,Abruzzo,341,44,385,1425,1810,10,29,224,240,2274,22500,,IT,IT_65,-4,22,11,8,1565,1810
2020-04-16,Abruzzo,324,42,366,1484,1850,40,72,253,243,2346,23786,,IT,IT_65,-17,59,29,3,1286,1850
2020-04-17,Abruzzo,319,43,362,1580,1942,92,97,255,246,2443,25436,,IT,IT_65,-5,96,2,3,1650,1942
2020-04-18,Abruzzo,321,41,362,1609,1971,29,44,263,253,2487,27016,,IT,IT_65,2,29,8,7,1580,1971
2020-04-19,Abruzzo,317,40,357,1630,1987,16,34,276,258,2521,27791,22424,IT,IT_65,-4,21,13,5,775,1987
2020-04-20,Abruzzo,320,38,358,1704,2062,75,91,287,263,2612,27942,22552,IT,IT_65,3,74,11,5,151,2062
2020-04-21,Abruzzo,318,35,353,1714,2067,5,55,329,271,2667,29906,23901,IT,IT_65,-2,10,42,8,1964,2067
2020-04-22,Abruzzo,309,35,344,1764,2108,41,66,349,276,2733,30348,24317,IT,IT_65,-9,50,20,5,442,2108
2020-04-23,Abruzzo,322,31,353,1747,2100,-8,52,405,280,2785,31187,24751,IT,IT_65,13,-17,56,4,839,2100
2020-04-24,Abruzzo,327,28,355,1724,2079,-21,18,438,286,2803,32397,25397,IT,IT_65,5,-23,33,6,1210,2079
2020-04-25,Abruzzo,323,26,349,1712,2061,-18,29,478,293,2832,33624,25959,IT,IT_65,-4,-12,40,7,1227,2061
2020-04-26,Abruzzo,324,24,348,1720,2068,7,27,496,295,2859,33820,26184,IT,IT_65,1,8,18,2,196,2068
2020-04-27,Abruzzo,328,23,351,1679,2030,-38,15,545,299,2874,34176,26443,IT,IT_65,4,-41,49,4,356,2030
2020-04-28,Abruzzo,312,21,333,1657,1990,-40,25,599,310,2899,35356,27054,IT,IT_65,-16,-22,54,11,1180,1990
2020-04-29,Abruzzo,309,19,328,1648,1976,-14,24,632,315,2923,36614,27703,IT,IT_65,-3,-9,33,5,1258,1976
2020-04-30,Abruzzo,306,16,322,1593,1915,-61,7,695,320,2930,37996,28351,IT,IT_65,-3,-55,63,5,1382,1915
2020-05-01,Abruzzo,297,16,313,1598,1911,-4,18,713,324,2948,39385,29024,IT,IT_65,-9,5,18,4,1389,1911
2020-05-02,Abruzzo,303,16,319,1560,1879,-32,16,758,327,2964,39916,29308,IT,IT_65,6,-38,45,3,531,1879
2020-05-03,Abruzzo,300,16,316,1552,1868,-11,32,798,330,2996,40699,29788,IT,IT_65,-3,-8,40,3,783,1868
2020-05-04,Abruzzo,301,15,316,1521,1837,-31,4,831,332,3000,41108,30047,IT,IT_65,1,-31,33,2,409,1837
2020-05-05,Abruzzo,289,11,300,1509,1809,-28,25,881,335,3025,42489,30835,IT,IT_65,-12,-12,50,3,1381,1809
2020-05-06,Abruzzo,285,11,296,1495,1791,-18,22,915,341,3047,43803,31502,IT,IT_65,-4,-14,34,6,1314,1791
2020-05-07,Abruzzo,263,12,275,1495,1770,-21,25,954,348,3072,45021,32186,IT,IT_65,-22,0,39,7,1218,1770
2020-05-08,Abruzzo,250,10,260,1453,1713,-57,6,1014,351,3078,46103,32619,IT,IT_65,-13,-42,60,3,1082,1713
2020-05-09,Abruzzo,246,10,256,1420,1676,-37,8,1055,355,3086,47190,33013,IT,IT_65,-4,-33,41,4,1087,1676
2020-05-10,Abruzzo,233,10,243,1428,1671,-5,17,1073,359,3103,48110,33876,IT,IT_65,-13,8,18,4,920,1671
2020-05-11,Abruzzo,231,9,240,1369,1609,-62,4,1132,366,3107,48903,34428,IT,IT_65,-2,-59,59,7,793,1609
2020-05-12,Abruzzo,222,8,230,1318,1548,-61,8,1197,370,3115,50295,35241,IT,IT_65,-9,-51,65,4,1392,1548
2020-05-13,Abruzzo,214,7,221,1268,1489,-59,12,1263,375,3127,51361,35898,IT,IT_65,-8,-50,66,5,1066,1489
2020-05-14,Abruzzo,215,6,221,1261,1482,-7,9,1275,379,3136,52860,36844,IT,IT_65,1,-7,12,4,1499,1482
2020-05-15,Abruzzo,205,6,211,1243,1454,-28,12,1313,381,3148,54028,37587,IT,IT_65,-10,-18,38,2,1168,1454
2020-05-16,Abruzzo,195,7,202,1221,1423,-31,30,1372,383,3178,55672,38681,IT,IT_65,-10,-22,59,2,1644,1423
2020-05-17,Abruzzo,193,6,199,1223,1422,-1,8,1379,385,3186,57217,39788,IT,IT_65,-2,2,7,2,1545,1422
2020-05-18,Abruzzo,191,6,197,1216,1413,-9,7,1392,388,3193,57897,40345,IT,IT_65,-2,-7,13,3,680,1413
2020-05-19,Abruzzo,188,6,194,1195,1389,-24,4,1419,389,3197,58945,41162,IT,IT_65,-3,-21,27,1,1048,1389
2020-05-20,Abruzzo,185,6,191,1126,1317,-72,8,1499,389,3205,61123,42244,IT,IT_65,-3,-69,80,0,2178,1317
2020-05-21,Abruzzo,175,5,180,1092,1272,-45,7,1549,391,3212,62161,42768,IT,IT_65,-10,-34,50,2,1038,1272
2020-05-22,Abruzzo,157,4,161,1018,1179,-93,8,1647,394,3220,63956,43904,IT,IT_65,-18,-74,98,3,1795,1179
2020-05-23,Abruzzo,156,4,160,1008,1168,-11,1,1659,394,3221,65290,44680,IT,IT_65,-1,-10,12,0,1334,1168
2020-05-24,Abruzzo,149,3,152,940,1092,-76,5,1736,398,3226,66486,45516,IT,IT_65,-7,-68,77,4,1196,1092
2020-05-25,Abruzzo,149,3,152,894,1046,-46,1,1781,400,3227,67468,46146,IT,IT_65,0,-46,45,2,982,1046
2020-05-26,Abruzzo,142,3,145,764,909,-137,3,1921,400,3230,68733,46960,IT,IT_65,-7,-130,140,0,1265,909
2020-05-27,Abruzzo,138,3,141,725,866,-43,5,1969,400,3235,70473,48112,IT,IT_65,-4,-39,48,0,1740,866
2020-05-28,Abruzzo,128,3,131,693,824,-42,2,2011,402,3237,71788,49084,IT,IT_65,-10,-32,42,2,1315,824
2020-05-29,Abruzzo,122,3,125,645,770,-54,0,2063,404,3237,73301,50043,IT,IT_65,-6,-48,52,2,1513,770
2020-05-30,Abruzzo,122,3,125,645,770,0,0,2063,404,3237,73301,50043,IT,IT_65,0,0,0,0,0,770
2020-05-31,Abruzzo,104,4,108,667,775,5,7,2064,405,3244,75652,50050,IT,IT_65,-18,22,1,1,2351,775
2020-06-01,Abruzzo,113,6,119,625,744,-31,1,2093,408,3245,76924,52646,IT,IT_65,9,-42,29,3,1272,744
2020-06-02,Abruzzo,113,6,119,624,743,-1,4,2093,413,3249,77892,53279,IT,IT_65,0,-1,0,5,968,743
2020-06-03,Abruzzo,112,3,115,621,736,-7,3,2102,414,3252,78356,53555,IT,IT_65,-1,-3,9,1,464,736
2020-06-04,Abruzzo,109,3,112,592,704,-32,3,2136,415,3255,79720,54527,IT,IT_65,-3,-29,34,1,1364,704
2020-06-05,Abruzzo,103,4,107,563,670,-34,2,2172,415,3257,80972,55295,IT,IT_65,-6,-29,36,0,1252,670
2020-06-06,Abruzzo,96,3,99,554,653,-17,1,2187,418,3258,82332,56223,IT,IT_65,-7,-9,15,3,1360,653
2020-06-07,Abruzzo,88,4,92,561,653,0,7,2194,418,3265,83020,56702,IT,IT_65,-8,7,7,0,688,653
2020-06-08,Abruzzo,89,4,93,539,632,-21,0,2215,418,3265,83715,57165,IT,IT_65,1,-22,21,0,695,632
2020-06-09,Abruzzo,91,4,95,472,567,-65,1,2248,451,3266,84700,57880,IT,IT_65,2,-67,33,33,985,567
2020-06-10,Abruzzo,83,5,88,462,550,-17,0,2263,453,3266,86082,58766,IT,IT_65,-8,-10,15,2,1382,550
2020-06-11,Abruzzo,81,5,86,453,539,-11,1,2275,453,3267,87566,59505,IT,IT_65,-2,-9,12,0,1484,539
2020-06-12,Abruzzo,76,4,80,448,528,-11,4,2290,453,3271,88739,60229,IT,IT_65,-5,-5,15,0,1173,528
2020-06-13,Abruzzo,72,4,76,433,509,-19,4,2312,454,3275,90340,61177,IT,IT_65,-4,-15,22,1,1601,509
2020-06-14,Abruzzo,71,4,75,436,511,2,4,2312,456,3279,91445,61873,IT,IT_65,-1,3,0,2,1105,511
2020-06-15,Abruzzo,71,3,74,412,486,-25,0,2337,456,3279,91700,62048,IT,IT_65,0,-24,25,0,255,486
2020-06-16,Abruzzo,67,3,70,398,468,-18,1,2355,457,3280,92874,62709,IT,IT_65,-4,-14,18,1,1174,468
2020-06-17,Abruzzo,61,2,63,375,438,-30,2,2386,457,3281,94391,63630,IT,IT_65,-6,-23,31,0,1517,438
2020-06-18,Abruzzo,58,2,60,374,434,-4,2,2389,458,3281,95546,64327,IT,IT_65,-3,-1,3,1,1155,434
2020-06-19,Abruzzo,53,1,54,353,407,-27,1,2414,459,3280,96581,64987,IT,IT_65,-5,-21,25,1,1035,407
2020-06-20,Abruzzo,49,3,52,352,404,-3,1,2418,459,3281,97625,65606,IT,IT_65,-4,-1,4,0,1044,404
2020-02-24,Basilicata,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_77,,,,,,0
2020-02-25,Basilicata,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_77,0,0,0,0,0,0
2020-02-26,Basilicata,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_77,0,0,0,0,0,0
2020-02-27,Basilicata,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_77,0,0,0,0,0,0
2020-02-28,Basilicata,0,0,0,0,0,0,0,0,0,0,0,,IT,IT_77,0,0,0,0,0,0
2020-02-29,Basilicata,0,0,0,0,0,0,0,0,0,0,32,,IT,IT_77,0,0,0,0,32,0
2020-03-01,Basilicata,0,0,0,0,0,0,0,0,0,0,39,,IT,IT_77,0,0,0,0,7,0
2020-03-02,Basilicata,0,0,0,0,0,0,0,0,0,0,39,,IT,IT_77,0,0,0,0,0,0
2020-03-03,Basilicata,0,0,0,1,1,1,1,0,0,1,42,,IT,IT_77,0,1,0,0,3,1
2020-03-04,Basilicata,0,0,0,1,1,0,0,0,0,1,48,,IT,IT_77,0,0,0,0,6,1
2020-03-05,Basilicata,0,0,0,1,1,0,0,0,0,1,54,,IT,IT_77,0,0,0,0,6,1
2020-03-06,Basilicata,1,0,1,2,3,2,2,0,0,3,63,,IT,IT_77,1,1,0,0,9,3
2020-03-07,Basilicata,1,0,1,2,3,0,0,0,0,3,75,,IT,IT_77,0,0,0,0,12,3
2020-03-08,Basilicata,2,0,2,2,4,1,1,0,0,4,123,,IT,IT_77,1,0,0,0,48,4
2020-03-09,Basilicata,2,0,2,3,5,1,1,0,0,5,135,,IT,IT_77,0,1,0,0,12,5
2020-03-10,Basilicata,2,0,2,5,7,2,2,0,0,7,148,,IT,IT_77,0,2,0,0,13,7
2020-03-11,Basilicata,1,1,2,6,8,1,1,0,0,8,155,,IT,IT_77,-1,1,0,0,7,8
2020-03-12,Basilicata,1,1,2,6,8,0,0,0,0,8,155,,IT,IT_77,0,0,0,0,0,8
2020-03-13,Basilicata,1,1,2,8,10,2,2,0,0,10,155,,IT,IT_77,0,2,0,0,0,10
2020-03-14,Basilicata,0,2,2,8,10,0,0,0,0,10,155,,IT,IT_77,-1,0,0,0,0,10
2020-03-15,Basilicata,0,2,2,9,11,1,1,0,0,11,208,,IT,IT_77,0,1,0,0,53,11
2020-03-16,Basilicata,1,2,3,9,12,1,1,0,0,12,230,,IT,IT_77,1,0,0,0,22,12
2020-03-17,Basilicata,5,2,7,13,20,8,8,0,0,20,262,,IT,IT_77,4,4,0,0,32,20
2020-03-18,Basilicata,9,2,11,16,27,7,7,0,0,27,262,,IT,IT_77,4,3,0,0,0,27
2020-03-19,Basilicata,8,5,13,24,37,10,10,0,0,37,353,,IT,IT_77,-1,8,0,0,91,37
2020-03-20,Basilicata,8,5,13,39,52,15,15,0,0,52,443,,IT,IT_77,0,15,0,0,90,52
2020-03-21,Basilicata,12,7,19,47,66,14,14,0,0,66,522,,IT,IT_77,4,8,0,0,79,66
2020-03-22,Basilicata,13,10,23,58,81,15,15,0,0,81,643,,IT,IT_77,1,11,0,0,121,81
2020-03-23,Basilicata,15,12,27,62,89,8,9,0,1,90,696,,IT,IT_77,2,4,0,1,53,89
2020-03-24,Basilicata,14,12,26,65,91,2,2,0,1,92,744,,IT,IT_77,-1,3,0,0,48,91
2020-03-25,Basilicata,20,14,34,78,112,21,21,0,1,113,857,,IT,IT_77,6,13,0,0,113,112
2020-03-26,Basilicata,22,16,38,95,133,21,21,0,1,134,1046,,IT,IT_77,2,17,0,0,189,133
2020-03-27,Basilicata,22,15,37,110,147,14,17,1,3,151,1254,,IT,IT_77,0,15,1,2,208,147
2020-03-28,Basilicata,26,19,45,133,178,31,31,1,3,182,1421,,IT,IT_77,4,23,0,0,167,178
2020-03-29,Basilicata,32,18,50,147,197,19,20,1,4,202,1585,,IT,IT_77,6,14,0,1,164,197
2020-03-30,Basilicata,36,18,54,154,208,11,12,1,5,214,1833,,IT,IT_77,4,7,0,1,248,208
2020-03-31,Basilicata,37,17,54,162,216,8,12,3,7,226,2043,,IT,IT_77,1,8,2,2,210,216
2020-04-01,Basilicata,39,15,54,171,225,9,11,3,9,237,2262,,IT,IT_77,2,9,0,2,219,225
2020-04-02,Basilicata,38,19,57,176,233,8,9,3,10,246,2427,,IT,IT_77,-1,5,0,1,165,233
2020-04-03,Basilicata,41,19,60,187,247,14,15,3,11,261,2622,,IT,IT_77,3,11,0,1,195,247
2020-04-04,Basilicata,44,19,63,181,244,-3,3,9,11,264,2765,,IT,IT_77,3,-6,6,0,143,244
2020-04-05,Basilicata,46,18,64,190,254,10,14,11,13,278,2931,,IT,IT_77,2,9,2,2,166,254
2020-04-06,Basilicata,46,18,64,198,262,8,9,12,13,287,3061,,IT,IT_77,0,8,1,0,130,262
2020-04-07,Basilicata,47,17,64,201,265,3,4,12,14,291,3160,,IT,IT_77,1,3,0,1,99,265
2020-04-08,Basilicata,48,17,65,205,270,5,6,13,14,297,3296,,IT,IT_77,1,4,1,0,136,270
2020-04-09,Basilicata,50,17,67,208,275,5,6,13,15,303,3474,,IT,IT_77,2,3,0,1,178,275
2020-04-10,Basilicata,59,15,74,205,279,4,5,14,15,308,3696,,IT,IT_77,9,-3,1,0,222,279
2020-04-11,Basilicata,60,12,72,209,281,2,4,14,17,312,4050,,IT,IT_77,1,4,0,2,354,281
2020-04-12,Basilicata,61,12,73,204,277,-4,3,20,18,315,4355,,IT,IT_77,1,-5,6,1,305,277
2020-04-13,Basilicata,64,12,76,194,270,-7,4,31,18,319,4545,,IT,IT_77,3,-10,11,0,190,270
2020-04-14,Basilicata,62,12,74,191,265,-5,0,35,19,319,4759,,IT,IT_77,-2,-3,4,1,214,265
2020-04-15,Basilicata,60,12,72,189,261,-4,1,38,21,320,5037,,IT,IT_77,-2,-2,3,2,278,261
2020-04-16,Basilicata,60,9,69,204,273,12,16,41,22,336,5349,,IT,IT_77,0,15,3,1,312,273
2020-04-17,Basilicata,59,9,68,198,266,-7,1,49,22,337,5710,,IT,IT_77,-1,-6,8,0,361,266
2020-04-18,Basilicata,60,8,68,194,262,-4,2,54,23,339,6056,,IT,IT_77,1,-4,5,1,346,262
2020-04-19,Basilicata,59,8,67,180,247,-15,3,71,24,342,6528,6528,IT,IT_77,-1,-14,17,1,472,247
2020-04-20,Basilicata,59,7,66,176,242,-5,0,76,24,342,6868,6868,IT,IT_77,0,-4,5,0,340,242
2020-04-21,Basilicata,64,7,71,174,245,3,8,81,24,350,7470,7470,IT,IT_77,5,-2,5,0,602,245
2020-04-22,Basilicata,65,7,72,160,232,-13,4,98,24,354,8040,8040,IT,IT_77,1,-14,17,0,570,232
2020-04-23,Basilicata,61,7,68,161,229,-3,2,103,24,356,8511,8511,IT,IT_77,-4,1,5,0,471,229
2020-04-24,Basilicata,59,7,66,163,229,0,4,107,24,360,9026,9026,IT,IT_77,-2,2,4,0,515,229
2020-04-25,Basilicata,58,7,65,153,218,-11,1,118,25,361,9792,9792,IT,IT_77,-1,-10,11,1,766,218
2020-04-26,Basilicata,57,7,64,155,219,1,5,122,25,366,10077,10077,IT,IT_77,-1,2,4,0,285,219
2020-04-27,Basilicata,57,7,64,153,217,-2,0,124,25,366,10364,10364,IT,IT_77,0,-2,2,0,287,217
2020-04-28,Basilicata,56,7,63,142,205,-12,0,136,25,366,10889,10889,IT,IT_77,-1,-11,12,0,525,205
2020-04-29,Basilicata,51,4,55,139,194,-11,0,147,25,366,11331,11331,IT,IT_77,-5,-3,11,0,442,194
2020-04-30,Basilicata,49,4,53,139,192,-2,1,150,25,367,12774,12774,IT,IT_77,-2,0,3,0,1443,192
2020-05-01,Basilicata,49,4,53,140,193,1,11,160,25,378,13269,13269,IT,IT_77,0,1,10,0,495,193
2020-05-02,Basilicata,48,4,52,139,191,-2,2,164,25,380,13722,13722,IT,IT_77,-1,-1,4,0,453,191
2020-05-03,Basilicata,48,3,51,143,194,3,6,167,25,386,14210,14210,IT,IT_77,0,4,3,0,488,194
2020-05-04,Basilicata,50,3,53,120,173,-21,0,188,25,386,14901,14455,IT,IT_77,2,-23,21,0,691,173
2020-05-05,Basilicata,50,3,53,124,177,4,10,194,25,396,15476,15028,IT,IT_77,0,4,6,0,575,177
2020-05-06,Basilicata,47,3,50,122,172,-5,3,202,25,399,16103,15619,IT,IT_77,-3,-2,8,0,627,172
2020-05-07,Basilicata,48,2,50,105,155,-17,-16,202,26,383,16272,15780,IT,IT_77,1,-17,0,1,169,155
2020-05-08,Basilicata,48,2,50,102,152,-3,-1,204,26,382,16777,16285,IT,IT_77,0,-3,2,0,505,152
2020-05-09,Basilicata,45,1,46,99,145,-7,0,210,27,382,17433,16941,IT,IT_77,-3,-3,6,1,656,145
2020-05-10,Basilicata,45,1,46,97,143,-2,3,215,27,385,17916,17424,IT,IT_77,0,-2,5,0,483,143
2020-05-11,Basilicata,46,1,47,95,142,-1,1,217,27,386,18266,17774,IT,IT_77,1,-2,2,0,350,142
2020-05-12,Basilicata,47,1,48,92,140,-2,1,220,27,387,19100,18608,IT,IT_77,1,-3,3,0,834,140
2020-05-13,Basilicata,42,1,43,88,131,-9,2,231,27,389,19678,19186,IT,IT_77,-5,-4,11,0,578,131
2020-05-14,Basilicata,34,1,35,92,127,-4,0,235,27,389,20285,19789,IT,IT_77,-8,4,4,0,607,127
2020-05-15,Basilicata,33,1,34,86,120,-7,0,242,27,389,20851,20359,IT,IT_77,-1,-6,7,0,566,120
2020-05-16,Basilicata,29,1,30,83,113,-7,1,250,27,390,21496,20966,IT,IT_77,-4,-3,8,0,645,113
2020-05-17,Basilicata,29,1,30,74,104,-9,2,261,27,392,22167,21627,IT,IT_77,0,-9,11,0,671,104
2020-05-18,Basilicata,29,1,30,63,93,-11,0,272,27,392,22581,22016,IT,IT_77,0,-11,11,0,414,93
2020-05-19,Basilicata,26,1,27,57,84,-9,1,282,27,393,23347,22767,IT,IT_77,-3,-6,10,0,766,84
2020-05-20,Basilicata,22,1,23,50,73,-11,0,293,27,393,23986,23376,IT,IT_77,-4,-7,11,0,639,73
2020-05-21,Basilicata,15,1,16,44,60,-13,1,307,27,394,24537,23903,IT,IT_77,-7,-6,14,0,551,60
2020-05-22,Basilicata,15,1,16,33,49,-11,0,318,27,394,25045,24395,IT,IT_77,0,-11,11,0,508,49
2020-05-23,Basilicata,14,1,15,26,41,-8,4,330,27,398,25511,24841,IT,IT_77,-1,-7,12,0,466,41
2020-05-24,Basilicata,13,1,14,25,39,-2,1,333,27,399,26111,25431,IT,IT_77,-1,-1,3,0,600,39
2020-05-25,Basilicata,13,0,13,23,36,-3,0,336,27,399,26634,25944,IT,IT_77,0,-2,3,0,523,36
2020-05-26,Basilicata,8,0,8,28,36,0,0,336,27,399,27197,26807,IT,IT_77,-5,5,0,0,563,36
2020-05-27,Basilicata,7,0,7,29,36,0,0,336,27,399,27734,27344,IT,IT_77,-1,1,0,0,537,36
2020-05-28,Basilicata,6,0,6,28,34,-2,0,338,27,399,28342,27952,IT,IT_77,-1,-1,2,0,608,34
2020-05-29,Basilicata,5,0,5,28,33,-1,0,339,27,399,28909,28209,IT,IT_77,-1,0,1,0,567,33
2020-05-30,Basilicata,5,0,5,26,31,-2,0,341,27,399,29421,28685,IT,IT_77,0,-2,2,0,512,31
2020-05-31,Basilicata,4,0,4,25,29,-2,0,343,27,399,29880,29130,IT,IT_77,-1,-1,2,0,459,29
2020-06-01,Basilicata,4,0,4,24,28,-1,0,344,27,399,29956,29196,IT,IT_77,0,-1,1,0,76,28
2020-06-02,Basilicata,4,0,4,20,24,-4,0,348,27,399,30424,29664,IT,IT_77,0,-4,4,0,468,24
2020-06-03,Basilicata,4,0,4,19,23,-1,0,349,27,399,30708,29938,IT,IT_77,0,-1,1,0,284,23
2020-06-04,Basilicata,3,0,3,17,20,-3,0,352,27,399,31096,30706,IT,IT_77,-1,-2,3,0,388,20
2020-06-05,Basilicata,0,0,0,18,18,-2,0,354,27,399,31485,30705,IT,IT_77,-3,1,2,0,389,18
2020-06-06,Basilicata,0,0,0,17,17,-1,0,355,27,399,31882,31102,IT,IT_77,0,-1,1,0,397,17
2020-06-07,Basilicata,0,0,0,14,14,-3,0,358,27,399,32147,31357,IT,IT_77,0,-3,3,0,265,14
