key,date,current_hospitalized,current_intensive_care,total_recovered,total_deceased,current_hospitalized_female,current_hospitalized_male,current_intensive_care_female,current_intensive_care_male,total_recovered_female,total_recovered_male,total_deceased_female,total_deceased_male,new_recovered,new_deceased,new_recovered_female,new_recovered_male,new_deceased_female,new_deceased_male
FR_IDF_92,2020-05-12,1499,168,3247,957,725,774,45,123,1427,1820,391,566,52,13,26,26,7,6
FR_IDF_92,2020-05-13,1467,163,3303,962,706,761,43,120,1455,1848,394,568,56,5,28,28,3,2
FR_IDF_92,2020-05-14,1448,158,3359,970,695,753,42,116,1480,1879,398,572,56,8,25,31,4,4
FR_IDF_92,2020-05-15,1412,155,3411,972,681,731,41,114,1501,1910,399,573,52,2,21,31,1,1
FR_IDF_92,2020-05-16,1365,152,3458,976,652,713,39,113,1527,1931,402,574,47,4,26,21,3,1
FR_IDF_92,2020-05-17,1354,150,3472,978,645,709,36,114,1534,1938,404,574,14,2,7,7,2,0
FR_IDF_92,2020-05-18,1335,141,3528,981,637,698,33,108,1555,1973,405,576,56,3,21,35,1,2
FR_IDF_92,2020-05-19,1288,124,3582,985,610,678,28,96,1585,1997,408,577,54,4,30,24,3,1
FR_IDF_92,2020-05-20,1255,118,3636,992,596,659,27,91,1610,2026,411,581,54,7,25,29,3,4
FR_IDF_92,2020-05-21,1237,119,3660,992,587,650,27,92,1622,2038,411,581,24,0,12,12,0,0
FR_IDF_92,2020-05-22,1231,115,3668,995,581,650,26,89,1627,2041,413,582,8,3,5,3,2,1
FR_IDF_92,2020-05-23,1235,115,3669,995,582,653,25,90,1626,2043,413,582,1,0,-1,2,0,0
FR_IDF_92,2020-05-24,1230,112,3674,998,578,652,24,88,1630,2044,414,584,5,3,4,1,1,2
FR_IDF_92,2020-05-25,1213,111,3693,1005,570,643,25,86,1644,2049,417,588,19,7,14,5,3,4
FR_IDF_92,2020-05-26,1183,109,3730,1007,555,628,27,82,1665,2065,418,589,37,2,21,16,1,1
FR_IDF_92,2020-05-27,1132,109,3786,1009,529,603,27,82,1694,2092,418,591,56,2,29,27,0,2
FR_IDF_92,2020-05-28,1113,103,3806,1015,527,586,27,76,1700,2106,421,594,20,6,6,14,3,3
FR_IDF_92,2020-05-29,1101,96,3822,1018,516,585,23,73,1711,2111,423,595,16,3,11,5,2,1
FR_IDF_92,2020-05-30,1064,92,3869,1021,501,563,23,69,1733,2136,425,596,47,3,22,25,2,1
FR_IDF_92,2020-05-31,1058,90,3871,1022,499,559,22,68,1734,2137,426,596,2,1,1,1,1,0
FR_IDF_92,2020-06-01,1049,89,3876,1027,496,553,22,67,1735,2141,429,598,5,5,1,4,3,2
FR_IDF_92,2020-06-02,1033,84,3903,1036,494,539,21,63,1745,2158,433,603,27,9,10,17,4,5
FR_IDF_92,2020-06-03,1000,80,3941,1042,476,524,23,57,1766,2175,436,606,38,6,21,17,3,3
FR_IDF_92,2020-06-04,960,76,3987,1045,459,501,22,54,1789,2198,437,608,46,3,23,23,1,2
FR_IDF_92,2020-06-05,941,76,4009,1045,453,488,22,54,1797,2212,438,607,22,0,8,14,1,-1
FR_IDF_92,2020-06-06,934,74,4017,1048,451,483,22,52,1798,2219,441,607,8,3,1,7,3,0
FR_IDF_92,2020-06-07,933,73,4017,1049,451,482,21,52,1798,2219,441,608,0,1,0,0,0,1
FR_IDF_92,2020-06-08,920,68,4030,1052,443,477,19,49,1809,2221,442,610,13,3,11,2,1,2
FR_IDF_92,2020-06-09,903,72,4069,1054,431,472,21,51,1832,2237,444,610,39,2,23,16,2,0
FR_IDF_92,2020-06-10,888,69,4079,1056,424,464,20,49,1837,2242,446,610,10,2,5,5,2,0
FR_IDF_92,2020-06-11,870,67,4098,1058,415,455,21,46,1846,2252,447,611,19,2,9,10,1,1
FR_IDF_92,2020-06-12,866,68,4104,1058,410,456,21,47,1849,2255,447,611,6,0,3,3,0,0
FR_IDF_92,2020-06-13,863,67,4107,1059,407,456,21,46,1851,2256,448,611,3,1,2,1,1,0
FR_IDF_92,2020-06-14,858,67,4110,1060,406,452,21,46,1852,2258,448,612,3,1,1,2,0,1
FR_IDF_92,2020-06-15,849,64,4117,1062,400,449,20,44,1859,2258,449,613,7,2,7,0,1,1
FR_IDF_92,2020-06-16,844,63,4127,1065,398,446,20,43,1864,2263,449,616,10,3,5,5,0,3
FR_IDF_92,2020-06-17,828,63,4142,1067,390,438,20,43,1872,2270,450,617,15,2,8,7,1,1
FR_IDF_92,2020-06-18,815,64,4165,1067,380,435,20,44,1886,2279,450,617,23,0,14,9,0,0
FR_IDF_92,2020-06-19,811,65,4173,1067,375,436,19,46,1892,2281,450,617,8,0,6,2,0,0
FR_IDF_92,2020-06-20,803,64,4177,1068,374,429,18,46,1893,2284,450,618,4,1,1,3,0,1
FR_IDF_92,2020-06-21,803,64,4177,1068,374,429,18,46,1893,2284,450,618,0,0,0,0,0,0
FR_IDF_93,2020-03-18,92,33,15,5,33,59,12,21,6,9,2,3,,,,,,
FR_IDF_93,2020-03-19,141,44,21,5,59,82,20,24,9,12,2,3,6,0,3,3,0,0
FR_IDF_93,2020-03-20,198,60,35,18,80,118,22,38,15,20,9,9,14,13,6,8,7,6
FR_IDF_93,2020-03-21,216,62,37,19,87,129,25,37,17,20,9,10,2,1,2,0,0,1
FR_IDF_93,2020-03-22,259,71,41,22,105,154,29,42,20,21,10,12,4,3,3,1,1,2
FR_IDF_93,2020-03-23,328,81,55,27,134,194,26,55,24,31,13,14,14,5,4,10,3,2
FR_IDF_93,2020-03-24,385,97,71,36,150,235,34,63,33,38,17,19,16,9,9,7,4,5
FR_IDF_93,2020-03-25,457,98,80,45,174,283,33,65,35,45,21,24,9,9,2,7,4,5
FR_IDF_93,2020-03-26,536,117,100,66,203,333,38,79,44,56,31,35,20,21,9,11,10,11
FR_IDF_93,2020-03-27,671,130,125,81,244,427,39,91,57,68,36,45,25,15,13,12,5,10
FR_IDF_93,2020-03-28,671,142,187,99,241,430,44,98,80,107,41,58,62,18,23,39,5,13
FR_IDF_93,2020-03-29,752,146,200,112,270,482,44,102,88,112,45,67,13,13,8,5,4,9
FR_IDF_93,2020-03-30,858,161,221,123,312,546,45,116,97,124,51,72,21,11,9,12,6,5
FR_IDF_93,2020-03-31,958,188,307,159,347,611,52,136,129,178,67,92,86,36,32,54,16,20
FR_IDF_93,2020-04-01,1165,225,355,185,439,726,62,163,146,209,78,107,48,26,17,31,11,15
FR_IDF_93,2020-04-02,1200,218,396,206,458,742,62,156,160,236,89,117,41,21,14,27,11,10
FR_IDF_93,2020-04-03,1258,219,449,238,488,770,61,158,187,262,97,141,53,32,27,26,8,24
FR_IDF_93,2020-04-04,1300,223,500,261,515,785,63,160,206,294,104,157,51,23,19,32,7,16
FR_IDF_93,2020-04-05,1328,224,514,283,529,799,61,163,212,302,112,171,14,22,6,8,8,14
FR_IDF_93,2020-04-06,1393,230,567,294,548,845,63,167,234,333,117,177,53,11,22,31,5,6
FR_IDF_93,2020-04-07,1445,235,625,366,573,872,66,169,253,372,143,223,58,72,19,39,26,46
FR_IDF_93,2020-04-08,1481,236,710,399,603,878,65,171,281,429,154,245,85,33,28,57,11,22
FR_IDF_93,2020-04-09,1559,241,824,443,646,913,69,172,329,495,169,274,114,44,48,66,15,29
FR_IDF_93,2020-04-10,1580,245,923,477,665,915,71,174,359,564,184,293,99,34,30,69,15,19
FR_IDF_93,2020-04-11,1601,239,993,491,682,919,69,170,383,610,189,302,70,14,24,46,5,9
FR_IDF_93,2020-04-12,1620,238,1048,501,708,912,69,169,399,649,191,310,55,10,16,39,2,8
FR_IDF_93,2020-04-13,1602,239,1092,524,709,893,67,172,411,681,195,329,44,23,12,32,4,19
FR_IDF_93,2020-04-14,1596,234,1179,557,716,880,66,168,449,730,204,353,87,33,38,49,9,24
FR_IDF_93,2020-04-15,1561,230,1282,584,704,857,67,163,506,776,211,373,103,27,57,46,7,20
FR_IDF_93,2020-04-16,1555,237,1372,605,703,852,67,170,542,830,222,383,90,21,36,54,11,10
FR_IDF_93,2020-04-17,1548,224,1488,649,715,833,61,163,591,897,242,407,116,44,49,67,20,24
FR_IDF_93,2020-04-18,1555,216,1530,674,722,833,59,157,611,919,251,423,42,25,20,22,9,16
FR_IDF_93,2020-04-19,1551,217,1570,686,730,821,58,159,621,949,255,431,40,12,10,30,4,8
FR_IDF_93,2020-04-20,1545,216,1634,698,719,826,57,159,649,985,259,439,64,12,28,36,4,8
FR_IDF_93,2020-04-21,1542,207,1699,711,730,812,55,152,670,1029,263,448,65,13,21,44,4,9
FR_IDF_93,2020-04-22,1563,207,1774,728,745,818,58,149,709,1065,270,458,75,17,39,36,7,10
FR_IDF_93,2020-04-23,1560,207,1840,745,756,804,59,148,745,1095,277,468,66,17,36,30,7,10
FR_IDF_93,2020-04-24,1534,194,1909,761,741,793,54,140,779,1130,282,479,69,16,34,35,5,11
FR_IDF_93,2020-04-25,1476,186,1966,767,707,769,53,133,805,1161,285,482,57,6,26,31,3,3
FR_IDF_93,2020-04-26,1474,187,1990,772,702,772,54,133,818,1172,287,485,24,5,13,11,2,3
FR_IDF_93,2020-04-27,1504,192,2030,793,718,786,57,135,841,1189,295,498,40,21,23,17,8,13
FR_IDF_93,2020-04-28,1489,187,2098,810,705,784,55,132,878,1220,300,510,68,17,37,31,5,12
FR_IDF_93,2020-04-29,1462,188,2171,828,701,761,57,131,911,1260,306,522,73,18,33,40,6,12
FR_IDF_93,2020-04-30,1439,181,2208,833,695,744,57,124,926,1282,306,527,37,5,15,22,0,5
FR_IDF_93,2020-05-01,1435,176,2225,840,696,739,56,120,935,1290,309,531,17,7,9,8,3,4
FR_IDF_93,2020-05-02,1422,175,2247,841,693,729,56,119,945,1302,309,532,22,1,10,12,0,1
FR_IDF_93,2020-05-03,1421,176,2259,843,691,730,57,119,950,1309,311,532,12,2,5,7,2,0
FR_IDF_93,2020-05-04,1424,171,2281,853,692,732,56,115,959,1322,315,538,22,10,9,13,4,6
FR_IDF_93,2020-05-05,1410,166,2337,860,686,724,56,110,988,1349,321,539,56,7,29,27,6,1
FR_IDF_93,2020-05-06,1404,159,2415,868,691,713,52,107,1025,1390,326,542,78,8,37,41,5,3
FR_IDF_93,2020-05-07,1372,146,2495,875,681,691,48,98,1065,1430,328,547,80,7,40,40,2,5
FR_IDF_93,2020-05-08,1360,141,2515,878,681,679,48,93,1073,1442,329,549,20,3,8,12,1,2
FR_IDF_93,2020-05-09,1350,138,2536,882,679,671,47,91,1078,1458,332,550,21,4,5,16,3,1
FR_IDF_93,2020-05-10,1335,138,2564,884,669,666,47,91,1093,1471,333,551,28,2,15,13,1,1
FR_IDF_93,2020-05-11,1302,139,2625,889,667,635,50,89,1115,1510,336,553,61,5,22,39,3,2
FR_IDF_93,2020-05-12,1245,141,2716,903,635,610,50,91,1154,1562,343,560,91,14,39,52,7,7
FR_IDF_93,2020-05-13,1209,132,2770,906,614,595,49,83,1185,1585,344,562,54,3,31,23,1,2
FR_IDF_93,2020-05-14,1184,128,2807,908,604,580,47,81,1200,1607,345,563,37,2,15,22,1,1
FR_IDF_93,2020-05-15,1158,117,2844,911,602,556,46,71,1211,1633,347,564,37,3,11,26,2,1
FR_IDF_93,2020-05-16,1138,113,2882,913,591,547,45,68,1231,1651,348,565,38,2,20,18,1,1
FR_IDF_93,2020-05-17,1120,113,2892,916,578,542,45,68,1236,1656,351,565,10,3,5,5,3,0
FR_IDF_93,2020-05-18,1087,108,2932,921,555,532,44,64,1263,1669,353,568,40,5,27,13,2,3
FR_IDF_93,2020-05-19,1078,105,2963,927,561,517,44,61,1276,1687,355,572,31,6,13,18,2,4
FR_IDF_93,2020-05-20,1067,99,2999,929,549,518,43,56,1303,1696,356,573,36,2,27,9,1,1
FR_IDF_93,2020-05-21,1072,102,3006,931,550,522,44,58,1309,1697,357,574,7,2,6,1,1,1
FR_IDF_93,2020-05-22,1060,100,3020,933,547,513,44,56,1312,1708,358,575,14,2,3,11,1,1
FR_IDF_93,2020-05-23,1051,100,3031,935,543,508,44,56,1315,1716,359,576,11,2,3,8,1,1
FR_IDF_93,2020-05-24,1054,101,3032,936,545,509,43,58,1315,1717,360,576,1,1,0,1,1,0
FR_IDF_93,2020-05-25,1048,96,3048,938,544,504,40,56,1321,1727,361,577,16,2,6,10,1,1
FR_IDF_93,2020-05-26,1025,94,3083,940,528,497,39,55,1346,1737,362,578,35,2,25,10,1,1
FR_IDF_93,2020-05-27,1004,95,3107,942,520,484,39,56,1356,1751,363,579,24,2,10,14,1,1
FR_IDF_93,2020-05-28,987,91,3146,943,508,479,38,53,1378,1768,364,579,39,1,22,17,1,0
FR_IDF_93,2020-05-29,934,88,3201,945,476,458,36,52,1409,1792,365,580,55,2,31,24,1,1
FR_IDF_93,2020-05-30,923,87,3221,945,468,455,37,50,1424,1797,365,580,20,0,15,5,0,0
FR_IDF_93,2020-05-31,921,85,3223,945,467,454,37,48,1425,1798,365,580,2,0,1,1,0,0
FR_IDF_93,2020-06-01,929,88,3224,945,474,455,40,48,1425,1799,365,580,1,0,0,1,0,0
FR_IDF_93,2020-06-02,919,85,3241,950,467,452,39,46,1434,1807,368,582,17,5,9,8,3,2
FR_IDF_93,2020-06-03,904,85,3269,953,456,448,38,47,1452,1817,369,584,28,3,18,10,1,2
FR_IDF_93,2020-06-04,886,81,3299,954,447,439,36,45,1466,1833,369,585,30,1,14,16,0,1
FR_IDF_93,2020-06-05,864,79,3327,958,439,425,34,45,1478,1849,370,588,28,4,12,16,1,3
FR_IDF_93,2020-06-06,856,80,3335,960,435,421,34,46,1481,1854,372,588,8,2,3,5,2,0
FR_IDF_93,2020-06-07,857,79,3338,960,433,424,33,46,1484,1854,372,588,3,0,3,0,0,0
FR_IDF_93,2020-06-08,850,79,3340,961,429,421,33,46,1487,1853,372,589,2,1,3,-1,0,1
FR_IDF_93,2020-06-09,836,78,3357,963,422,414,34,44,1496,1861,373,590,17,2,9,8,1,1
FR_IDF_93,2020-06-10,830,78,3365,964,418,412,34,44,1502,1863,374,590,8,1,6,2,1,0
FR_IDF_93,2020-06-11,815,75,3385,965,409,406,33,42,1514,1871,375,590,20,1,12,8,1,0
FR_IDF_93,2020-06-12,789,76,3427,965,394,395,34,42,1535,1892,375,590,42,0,21,21,0,0
FR_IDF_93,2020-06-13,777,76,3439,966,386,391,34,42,1543,1896,375,591,12,1,8,4,0,1
FR_IDF_93,2020-06-14,776,77,3441,967,384,392,35,42,1545,1896,376,591,2,1,2,0,1,0
FR_IDF_93,2020-06-15,777,75,3451,969,380,397,33,42,1550,1901,377,592,10,2,5,5,1,1
FR_IDF_93,2020-06-16,761,72,3469,971,376,385,31,41,1558,1911,378,593,18,2,8,10,1,1
FR_IDF_93,2020-06-17,756,71,3475,972,372,384,30,41,1562,1913,378,594,6,1,4,2,0,1
FR_IDF_93,2020-06-18,747,68,3494,973,363,384,28,40,1574,1920,378,595,19,1,12,7,0,1
FR_IDF_93,2020-06-19,738,67,3503,973,359,379,28,39,1579,1924,378,595,9,0,5,4,0,0
FR_IDF_93,2020-06-20,749,66,3506,974,364,385,27,39,1580,1926,378,596,3,1,1,2,0,1
FR_IDF_93,2020-06-21,751,66,3506,974,366,385,27,39,1580,1926,378,596,0,0,0,0,0,0
FR_IDF_94,2020-03-18,120,32,16,5,44,76,8,24,1,15,0,5,,,,,,
FR_IDF_94,2020-03-19,180,47,41,10,72,108,12,35,19,22,2,8,25,5,18,7,2,3
FR_IDF_94,2020-03-20,223,59,67,12,90,133,14,45,32,35,3,9,26,2,13,13,1,1
FR_IDF_94,2020-03-21,264,66,79,13,109,155,17,49,38,41,4,9,12,1,6,6,1,0
FR_IDF_94,2020-03-22,301,77,90,17,129,172,25,52,43,47,6,11,11,4,5,6,2,2
FR_IDF_94,2020-03-23,379,102,108,24,169,210,29,73,47,61,10,14,18,7,4,14,4,3
FR_IDF_94,2020-03-24,459,124,120,27,198,261,39,85,53,67,11,16,12,3,6,6,1,2
FR_IDF_94,2020-03-25,537,143,153,34,214,323,41,102,71,82,12,22,33,7,18,15,1,6
FR_IDF_94,2020-03-26,639,152,181,52,254,385,40,112,79,102,21,31,28,18,8,20,9,9
FR_IDF_94,2020-03-27,748,158,210,69,295,453,45,113,93,117,27,42,29,17,14,15,6,11
FR_IDF_94,2020-03-28,857,174,257,83,341,516,52,122,115,142,34,49,47,14,22,25,7,7
FR_IDF_94,2020-03-29,945,177,273,99,381,564,54,123,118,155,40,59,16,16,3,13,6,10
FR_IDF_94,2020-03-30,1012,186,299,102,402,610,54,132,126,173,41,61,26,3,8,18,1,2
FR_IDF_94,2020-03-31,1142,188,365,148,475,667,56,132,151,214,56,92,66,46,25,41,15,31
FR_IDF_94,2020-04-01,1343,239,445,183,567,776,69,170,191,254,68,115,80,35,40,40,12,23
FR_IDF_94,2020-04-02,1451,249,498,208,617,834,72,177,221,277,79,129,53,25,30,23,11,14
FR_IDF_94,2020-04-03,1580,281,568,244,668,912,76,205,252,316,95,149,70,36,31,39,16,20
FR_IDF_94,2020-04-04,1618,287,634,275,698,920,80,207,275,359,105,170,66,31,23,43,10,21
FR_IDF_94,2020-04-05,1693,287,656,297,732,961,86,201,282,374,113,184,22,22,7,15,8,14
FR_IDF_94,2020-04-06,1779,290,686,343,775,1004,87,203,293,393,130,213,30,46,11,19,17,29
FR_IDF_94,2020-04-07,1918,300,775,392,843,1075,80,220,332,443,152,240,89,49,39,50,22,27
FR_IDF_94,2020-04-08,2008,332,862,445,894,1114,84,248,371,491,178,267,87,53,39,48,26,27
FR_IDF_94,2020-04-09,2081,335,935,466,947,1134,83,252,396,539,188,278,73,21,25,48,10,11
FR_IDF_94,2020-04-10,2161,324,1009,501,998,1163,88,236,436,573,200,301,74,35,40,34,12,23
FR_IDF_94,2020-04-11,2206,312,1053,514,1029,1177,86,226,453,600,207,307,44,13,17,27,7,6
FR_IDF_94,2020-04-12,2204,312,1107,530,1033,1171,88,224,468,639,214,316,54,16,15,39,7,9
FR_IDF_94,2020-04-13,2222,321,1134,557,1039,1183,92,229,484,650,227,330,27,27,16,11,13,14
FR_IDF_94,2020-04-14,2220,341,1168,592,1035,1185,96,245,505,663,240,352,34,35,21,13,13,22
FR_IDF_94,2020-04-15,2254,343,1281,627,1060,1194,98,245,554,727,256,371,113,35,49,64,16,19
FR_IDF_94,2020-04-16,2227,326,1390,665,1051,1176,92,234,599,791,275,390,109,38,45,64,19,19
FR_IDF_94,2020-04-17,2226,333,1461,684,1049,1177,94,239,625,836,284,400,71,19,26,45,9,10
FR_IDF_94,2020-04-18,2195,335,1536,706,1029,1166,93,242,658,878,299,407,75,22,33,42,15,7
FR_IDF_94,2020-04-19,2191,332,1546,716,1028,1163,92,240,662,884,303,413,10,10,4,6,4,6
FR_IDF_94,2020-04-20,2193,332,1590,748,1023,1170,92,240,685,905,317,431,44,32,23,21,14,18
FR_IDF_94,2020-04-21,2193,322,1672,777,1031,1162,85,237,718,954,327,450,82,29,33,49,10,19
FR_IDF_94,2020-04-22,2079,302,1845,800,987,1092,81,221,799,1046,334,466,173,23,81,92,7,16
FR_IDF_94,2020-04-23,2054,295,1935,810,977,1077,80,215,839,1096,337,473,90,10,40,50,3,7
FR_IDF_94,2020-04-24,1966,283,2066,831,933,1033,75,208,914,1152,343,488,131,21,75,56,6,15
FR_IDF_94,2020-04-25,1954,298,2131,844,933,1021,80,218,943,1188,349,495,65,13,29,36,6,7
FR_IDF_94,2020-04-26,1953,293,2140,855,935,1018,79,214,947,1193,352,503,9,11,4,5,3,8
FR_IDF_94,2020-04-27,1925,282,2166,874,929,996,78,204,957,1209,355,519,26,19,10,16,3,16
FR_IDF_94,2020-04-28,1873,274,2234,887,897,976,73,201,993,1241,361,526,68,13,36,32,6,7
FR_IDF_94,2020-04-29,1872,255,2316,909,902,970,64,191,1026,1290,371,538,82,22,33,49,10,12
FR_IDF_94,2020-04-30,1834,245,2386,922,889,945,60,185,1054,1332,379,543,70,13,28,42,8,5
FR_IDF_94,2020-05-01,1838,236,2407,930,898,940,60,176,1064,1343,383,547,21,8,10,11,4,4
FR_IDF_94,2020-05-02,1830,240,2430,936,891,939,64,176,1081,1349,385,551,23,6,17,6,2,4
FR_IDF_94,2020-05-03,1820,241,2452,938,885,935,65,176,1093,1359,385,553,22,2,12,10,0,2
FR_IDF_94,2020-05-04,1776,238,2519,948,866,910,69,169,1129,1390,389,559,67,10,36,31,4,6
FR_IDF_94,2020-05-05,1717,227,2636,959,828,889,61,166,1199,1437,396,563,117,11,70,47,7,4
FR_IDF_94,2020-05-06,1685,215,2723,970,815,870,63,152,1244,1479,397,573,87,11,45,42,1,10
FR_IDF_94,2020-05-07,1613,202,2809,976,792,821,59,143,1280,1529,398,578,86,6,36,50,1,5
FR_IDF_94,2020-05-08,1596,191,2835,985,792,804,58,133,1291,1544,398,587,26,9,11,15,0,9
FR_IDF_94,2020-05-09,1590,184,2840,989,788,802,55,129,1294,1546,400,589,5,4,3,2,2,2
FR_IDF_94,2020-05-10,1587,184,2852,991,790,797,54,130,1300,1552,400,591,12,2,6,6,0,2
FR_IDF_94,2020-05-11,1540,177,2907,999,766,774,51,126,1330,1577,404,595,55,8,30,25,4,4
FR_IDF_94,2020-05-12,1446,157,2991,1018,726,720,44,113,1370,1621,413,605,84,19,40,44,9,10
FR_IDF_94,2020-05-13,1441,153,3019,1025,724,717,43,110,1384,1635,418,607,28,7,14,14,5,2
FR_IDF_94,2020-05-14,1398,143,3067,1031,715,683,41,102,1400,1667,420,611,48,6,16,32,2,4
FR_IDF_94,2020-05-15,1368,137,3103,1033,701,667,40,97,1415,1688,421,612,36,2,15,21,1,1
FR_IDF_94,2020-05-16,1361,136,3127,1035,691,670,39,97,1433,1694,423,612,24,2,18,6,2,0
FR_IDF_94,2020-05-17,1360,133,3132,1039,688,672,38,95,1436,1696,424,615,5,4,3,2,1,3
FR_IDF_94,2020-05-18,1305,102,3180,1044,666,639,26,76,1460,1720,426,618,48,5,24,24,2,3
FR_IDF_94,2020-05-19,1258,85,3229,1053,646,612,21,64,1489,1740,429,624,49,9,29,20,3,6
FR_IDF_94,2020-05-20,1255,77,3250,1062,634,621,17,60,1504,1746,435,627,21,9,15,6,6,3
FR_IDF_94,2020-05-21,1259,73,3267,1066,641,618,16,57,1508,1759,437,629,17,4,4,13,2,2
FR_IDF_94,2020-05-22,1251,71,3276,1068,638,613,16,55,1511,1765,437,631,9,2,3,6,0,2
FR_IDF_94,2020-05-23,1246,69,3285,1068,637,609,16,53,1513,1772,437,631,9,0,2,7,0,0
FR_IDF_94,2020-05-24,1248,70,3286,1070,637,611,16,54,1513,1773,439,631,1,2,0,1,2,0
FR_IDF_94,2020-05-25,1221,70,3329,1072,627,594,17,53,1534,1795,440,632,43,2,21,22,1,1
FR_IDF_94,2020-05-26,1196,69,3364,1078,623,573,18,51,1551,1813,442,636,35,6,17,18,2,4
FR_IDF_94,2020-05-27,1189,69,3382,1083,619,570,19,50,1564,1818,443,640,18,5,13,5,1,4
FR_IDF_94,2020-05-28,1192,65,3391,1085,624,568,19,46,1567,1824,444,641,9,2,3,6,1,1
FR_IDF_94,2020-05-29,1180,62,3403,1088,622,558,19,43,1571,1832,445,643,12,3,4,8,1,2
FR_IDF_94,2020-05-30,1103,55,3464,1112,590,513,16,39,1600,1864,456,656,61,24,29,32,11,13
FR_IDF_94,2020-05-31,1080,53,3473,1123,578,502,14,39,1606,1867,460,663,9,11,6,3,4,7
FR_IDF_94,2020-06-01,1058,53,3494,1125,571,487,14,39,1613,1881,461,664,21,2,7,14,1,1
FR_IDF_94,2020-06-02,1051,51,3500,1126,564,487,13,38,1616,1884,461,665,6,1,3,3,0,1
FR_IDF_94,2020-06-03,957,50,3587,1139,503,454,13,37,1670,1917,469,670,87,13,54,33,8,5
FR_IDF_94,2020-06-04,940,49,3615,1143,502,438,14,35,1682,1933,470,673,28,4,12,16,1,3
FR_IDF_94,2020-06-05,930,47,3628,1144,499,431,14,33,1686,1942,471,673,13,1,4,9,1,0
FR_IDF_94,2020-06-06,862,42,3700,1147,463,399,11,31,1725,1975,473,674,72,3,39,33,2,1
FR_IDF_94,2020-06-07,855,40,3705,1149,461,394,12,28,1728,1977,473,676,5,2,3,2,0,2
FR_IDF_94,2020-06-08,850,39,3711,1150,457,393,12,27,1732,1979,473,677,6,1,4,2,0,1
FR_IDF_94,2020-06-09,821,30,3736,1160,440,381,9,21,1746,1990,479,681,25,10,14,11,6,4
FR_IDF_94,2020-06-10,816,30,3743,1161,436,380,9,21,1750,1993,479,682,7,1,4,3,0,1
FR_IDF_94,2020-06-11,808,32,3759,1162,430,378,9,23,1759,2000,480,682,16,1,9,7,1,0
FR_IDF_94,2020-06-12,789,30,3777,1162,419,370,8,22,1769,2008,480,682,18,0,10,8,0,0
FR_IDF_94,2020-06-13,769,30,3794,1165,403,366,8,22,1782,2012,483,682,17,3,13,4,3,0
FR_IDF_94,2020-06-14,769,30,3794,1165,403,366,8,22,1782,2012,483,682,0,0,0,0,0,0
FR_IDF_94,2020-06-15,739,28,3828,1166,383,356,8,20,1805,2023,483,683,34,1,23,11,0,1
FR_IDF_94,2020-06-16,707,27,3858,1170,368,339,7,20,1820,2038,486,684,30,4,15,15,3,1
FR_IDF_94,2020-06-17,708,25,3861,1171,367,341,7,18,1822,2039,486,685,3,1,2,1,0,1
FR_IDF_94,2020-06-18,708,24,3866,1171,368,340,7,17,1825,2041,486,685,5,0,3,2,0,0
FR_IDF_94,2020-06-19,692,24,3895,1171,357,335,7,17,1844,2051,486,685,29,0,19,10,0,0
FR_IDF_94,2020-06-20,659,23,3925,1176,346,313,7,16,1856,2069,486,690,30,5,12,18,0,5
FR_IDF_94,2020-06-21,657,22,3928,1176,345,312,7,15,1857,2071,486,690,3,0,1,2,0,0
FR_IDF_95,2020-03-18,89,29,20,2,25,64,6,23,12,8,0,2,,,,,,
FR_IDF_95,2020-03-19,149,37,32,5,51,98,7,30,14,18,0,5,12,3,2,10,0,3
FR_IDF_95,2020-03-20,191,51,56,10,71,120,12,39,25,31,1,9,24,5,11,13,1,4
FR_IDF_95,2020-03-21,237,56,70,14,88,149,13,43,32,38,3,11,14,4,7,7,2,2
FR_IDF_95,2020-03-22,280,66,81,18,108,172,16,50,34,47,6,12,11,4,2,9,3,1
FR_IDF_95,2020-03-23,363,81,93,30,144,219,16,65,38,55,10,20,12,12,4,8,4,8
FR_IDF_95,2020-03-24,377,97,128,40,141,236,18,79,55,73,13,27,35,10,17,18,3,7
FR_IDF_95,2020-03-25,441,109,155,53,171,270,26,83,67,88,19,34,27,13,12,15,6,7
FR_IDF_95,2020-03-26,489,110,184,67,184,305,28,82,80,104,23,44,29,14,13,16,4,10
FR_IDF_95,2020-03-27,504,113,246,81,182,322,29,84,110,136,29,52,62,14,30,32,6,8
FR_IDF_95,2020-03-28,530,115,273,93,186,344,29,86,129,144,31,62,27,12,19,8,2,10
FR_IDF_95,2020-03-29,584,131,325,113,198,386,33,98,159,166,35,78,52,20,30,22,4,16
FR_IDF_95,2020-03-30,645,137,361,127,223,422,34,103,172,189,40,87,36,14,13,23,5,9
FR_IDF_95,2020-03-31,722,145,401,143,248,474,36,109,189,212,47,96,40,16,17,23,7,9
FR_IDF_95,2020-04-01,730,150,470,156,247,483,40,110,229,241,51,105,69,13,40,29,4,9
FR_IDF_95,2020-04-02,791,154,524,174,282,509,37,117,245,279,57,117,54,18,16,38,6,12
FR_IDF_95,2020-04-03,815,150,582,200,294,521,34,116,265,317,62,138,58,26,20,38,5,21
FR_IDF_95,2020-04-04,827,159,632,213,300,527,36,123,281,351,69,144,50,13,16,34,7,6
FR_IDF_95,2020-04-05,832,165,658,218,297,535,37,128,294,364,71,147,26,5,13,13,2,3
