3166-1-alpha-3,continent,location,date,total_confirmed,new_confirmed,total_deceased,new_deceased,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tested,new_tested,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,3166-1-alpha-2,key,total_tests_smoothed,total_tests_smoothed_per_thousand
MLI,Africa,Mali,2020-05-22,969,22,62,2,47.85,1.086,3.062,0.099,,,,,,,,56.48,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-05-23,1015,46,63,1,50.121,2.272,3.111,0.049,,,,,,,,56.48,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-05-24,1030,15,65,2,50.862,0.741,3.21,0.099,,,,,,,,56.48,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-05-25,1059,29,67,2,52.294,1.432,3.309,0.099,,,,,,,,56.48,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-05-26,1077,18,70,3,53.183,0.889,3.457,0.148,,,,,,,,56.48,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-05-27,1116,39,70,0,55.109,1.926,3.457,0,,,,,,,,56.48,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-05-28,1194,78,72,2,58.961,3.852,3.555,0.099,,,,,,,,56.48,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-05-29,1226,32,73,1,60.541,1.58,3.605,0.049,,,,,,,,56.48,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-05-30,1250,24,76,3,61.726,1.185,3.753,0.148,,,,,,,,56.48,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-05-31,1265,15,77,1,62.467,0.741,3.802,0.049,,,,,,,,56.48,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-01,1315,50,78,1,64.936,2.469,3.852,0.049,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-02,1351,36,78,0,66.713,1.778,3.852,0,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-03,1351,0,78,0,66.713,0,3.852,0,,,,,,,,52.78,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-04,1461,110,85,7,72.145,5.432,4.197,0.346,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-05,1485,24,87,2,73.33,1.185,4.296,0.099,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-06,1523,38,90,3,75.207,1.876,4.444,0.148,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-07,1533,10,92,2,75.701,0.494,4.543,0.099,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-08,1547,14,92,0,76.392,0.691,4.543,0,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-09,1586,39,94,2,78.318,1.926,4.642,0.099,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-10,1667,81,96,2,82.318,4,4.741,0.099,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-11,1722,55,97,1,85.034,2.716,4.79,0.049,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-12,1752,30,101,4,86.515,1.481,4.987,0.198,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-13,1776,24,104,3,87.7,1.185,5.136,0.148,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-14,1809,33,104,0,89.33,1.63,5.136,0,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-15,1860,51,104,0,91.848,2.518,5.136,0,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLI,Africa,Mali,2020-06-16,1885,25,106,2,93.083,1.235,5.234,0.099,,,,,,,,,20250834,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,ML,ML,,
MLT,Europe,Malta,2020-03-06,1,1,0,0,2.265,2.265,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-07,3,2,0,0,6.794,4.53,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-08,3,0,0,0,6.794,0,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-09,5,2,0,0,11.324,4.53,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-10,6,1,0,0,13.589,2.265,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-11,7,1,0,0,15.854,2.265,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-12,8,1,0,0,18.118,2.265,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-13,18,10,0,0,40.767,22.648,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-14,20,2,0,0,45.296,4.53,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-15,30,10,0,0,67.944,22.648,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-16,38,8,0,0,86.063,18.118,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-17,48,10,0,0,108.711,22.648,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-18,52,4,0,0,117.77,9.059,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-19,64,12,0,0,144.948,27.178,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-20,73,9,0,0,165.331,20.383,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-21,90,17,0,0,203.833,38.502,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-22,107,17,0,0,242.334,38.502,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-23,112,5,0,0,253.658,11.324,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-24,129,17,0,0,292.16,38.502,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-25,134,5,0,0,303.484,11.324,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-26,139,5,0,0,314.808,11.324,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-27,149,10,0,0,337.456,22.648,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-28,151,2,0,0,341.986,4.53,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-29,156,5,0,0,353.31,11.324,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-30,165,9,0,0,373.693,20.383,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-03-31,184,19,0,0,416.724,43.031,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-01,194,10,0,0,439.372,22.648,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-02,201,7,0,0,455.226,15.854,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-03,206,5,0,0,466.55,11.324,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-04,218,12,0,0,493.728,27.178,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-05,235,17,0,0,532.229,38.502,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-06,254,19,0,0,575.261,43.031,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-07,298,44,0,0,674.912,99.651,0,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-08,307,9,1,1,695.295,20.383,2.265,2.265,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-09,342,35,2,1,774.564,79.268,4.53,2.265,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-10,360,18,2,0,815.33,40.767,4.53,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-11,373,13,3,1,844.772,29.442,6.794,2.265,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-12,384,11,3,0,869.685,24.913,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-13,385,1,3,0,871.95,2.265,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-14,393,8,3,0,890.069,18.118,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-15,408,15,3,0,924.041,33.972,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-16,413,5,3,0,935.365,11.324,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-17,422,9,3,0,955.748,20.383,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-18,426,4,3,0,964.807,9.059,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-19,428,2,3,0,969.337,4.53,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-20,433,5,3,0,980.661,11.324,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-21,444,11,3,0,1005.574,24.913,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-22,445,1,3,0,1007.838,2.265,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-23,446,1,3,0,1010.103,2.265,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-24,447,1,3,0,1012.368,2.265,6.794,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-25,448,1,4,1,1014.633,2.265,9.059,2.265,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-26,448,0,4,0,1014.633,0,9.059,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-27,450,2,4,0,1019.163,4.53,9.059,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-28,450,0,4,0,1019.163,0,9.059,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-29,463,13,4,0,1048.605,29.442,9.059,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-04-30,465,2,4,0,1053.135,4.53,9.059,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-01,467,2,4,0,1057.664,4.53,9.059,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-02,467,0,4,0,1057.664,0,9.059,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-03,477,10,4,0,1080.312,22.648,9.059,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-04,480,3,4,0,1087.107,6.794,9.059,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-05,482,2,5,1,1091.636,4.53,11.324,2.265,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-06,484,2,5,0,1096.166,4.53,11.324,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-07,486,2,5,0,1100.696,4.53,11.324,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-08,489,3,5,0,1107.49,6.794,11.324,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-09,490,1,5,0,1109.755,2.265,11.324,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-10,496,6,5,0,1123.344,13.589,11.324,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-11,503,7,5,0,1139.197,15.854,11.324,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-12,503,0,5,0,1139.197,0,11.324,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-13,508,5,6,1,1150.521,11.324,13.589,2.265,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-14,522,14,6,0,1182.229,31.707,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-15,532,10,6,0,1204.877,22.648,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-16,546,14,6,0,1236.584,31.707,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-17,553,7,6,0,1252.437,15.854,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-18,558,5,6,0,1263.762,11.324,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-19,560,2,6,0,1268.291,4.53,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-20,584,24,6,0,1322.646,54.355,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-21,599,15,6,0,1356.619,33.972,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-22,600,1,6,0,1358.883,2.265,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-23,609,9,6,0,1379.267,20.383,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-24,610,1,6,0,1381.531,2.265,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-25,611,1,6,0,1383.796,2.265,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-26,611,0,6,0,1383.796,0,13.589,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-27,615,4,7,1,1392.855,9.059,15.854,2.265,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-28,616,1,7,0,1395.12,2.265,15.854,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-29,616,0,7,0,1395.12,0,15.854,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-30,616,0,7,0,1395.12,0,15.854,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-05-31,616,0,7,0,1395.12,0,15.854,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-06-01,619,3,9,2,1401.915,6.794,20.383,4.53,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-06-02,620,1,9,0,1404.179,2.265,20.383,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-06-03,622,2,9,0,1408.709,4.53,20.383,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-06-04,622,0,9,0,1408.709,0,20.383,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-06-05,622,0,9,0,1408.709,0,20.383,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-06-06,622,0,9,0,1408.709,0,20.383,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-06-07,629,7,9,0,1424.563,15.854,20.383,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-06-08,630,1,9,0,1426.828,2.265,20.383,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-06-09,634,4,9,0,1435.887,9.059,20.383,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
MLT,Europe,Malta,2020-06-10,635,1,9,0,1438.152,2.265,20.383,0,,,,,,,,,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,MT,MT,,
