date,total_confirmed,total_deceased,total_tested,total_recovered,current_hospitalized,total_hospitalized,current_intensive_care,total_intensive_care,current_ventilator,total_ventilator,key,new_confirmed,new_deceased,new_tested,new_recovered,new_hospitalized,new_intensive_care,new_ventilator
2020-03-27,381,3,1926,19,48,,,,17,,US_AR,46,0,87,6,,,
2020-03-26,335,3,1839,13,41,,,,13,,US_AR,55,1,122,2,,,
2020-03-25,280,2,1717,11,22,,,,4,,US_AR,62,2,552,,,,
2020-03-24,218,0,1165,,22,,,,,,US_AR,44,0,85,,,,
2020-03-23,174,0,1080,,13,,,,,,US_AR,9,0,85,,,,
2020-03-22,165,0,995,,13,,,,,,US_AR,47,,156,,,,
2020-03-21,118,,839,,,,,,,,US_AR,22,,189,,,,
2020-03-20,96,,650,,,,,,,,US_AR,50,,181,,,,
2020-03-19,46,,469,,,,,,,,US_AR,13,,150,,,,
2020-03-18,33,,319,,,,,,,,US_AR,11,,59,,,,
2020-03-17,22,,260,,,,,,,,US_AR,0,,92,,,,
2020-03-16,22,,168,,,,,,,,US_AR,6,,19,,,,
2020-03-15,16,,149,,,,,,,,US_AR,4,,46,,,,
2020-03-14,12,,103,,,,,,,,US_AR,3,,42,,,,
2020-03-13,9,,61,,,,,,,,US_AR,3,,11,,,,
2020-03-12,6,,50,,,,,,,,US_AR,6,,24,,,,
2020-03-11,0,,26,,,,,,,,US_AR,0,,11,,,,
2020-03-10,0,,15,,,,,,,,US_AR,0,,3,,,,
2020-03-09,0,,12,,,,,,,,US_AR,0,,6,,,,
2020-03-08,0,,6,,,,,,,,US_AR,0,,0,,,,
2020-03-07,0,,6,,,,,,,,US_AR,0,,0,,,,
2020-03-06,0,,6,,,,,,,,US_AR,,,,,,,
2020-06-27,0,0,696,,,,,,,,US_AS,0,0,0,,,,
2020-06-26,0,0,696,,,,,,,,US_AS,0,0,0,,,,
2020-06-25,0,0,696,,,,,,,,US_AS,0,0,522,,,,
2020-06-24,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-23,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-22,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-21,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-20,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-19,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-18,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-17,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-16,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-15,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-14,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-13,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-12,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-11,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-10,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-09,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-08,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-07,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-06,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-05,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-04,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-03,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-02,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-06-01,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-05-31,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-05-30,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-05-29,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-05-28,0,0,174,,,,,,,,US_AS,0,0,0,,,,
2020-05-27,0,0,174,,,,,,,,US_AS,0,0,50,,,,
2020-05-26,0,0,124,,,,,,,,US_AS,0,0,0,,,,
2020-05-25,0,0,124,,,,,,,,US_AS,0,0,0,,,,
2020-05-24,0,0,124,,,,,,,,US_AS,0,0,0,,,,
2020-05-23,0,0,124,,,,,,,,US_AS,0,0,0,,,,
2020-05-22,0,0,124,,,,,,,,US_AS,0,0,0,,,,
2020-05-21,0,0,124,,,,,,,,US_AS,0,0,0,,,,
2020-05-20,0,0,124,,,,,,,,US_AS,0,0,0,,,,
2020-05-19,0,0,124,,,,,,,,US_AS,0,0,19,,,,
2020-05-18,0,0,105,,,,,,,,US_AS,0,0,0,,,,
2020-05-17,0,0,105,,,,,,,,US_AS,0,0,0,,,,
2020-05-16,0,0,105,,,,,,,,US_AS,0,0,0,,,,
2020-05-15,0,0,105,,,,,,,,US_AS,0,0,0,,,,
2020-05-14,0,0,105,,,,,,,,US_AS,0,0,0,,,,
2020-05-13,0,0,105,,,,,,,,US_AS,0,0,0,,,,
2020-05-12,0,0,105,,,,,,,,US_AS,0,0,0,,,,
2020-05-11,0,0,105,,,,,,,,US_AS,0,0,22,,,,
2020-05-10,0,0,83,,,,,,,,US_AS,0,0,0,,,,
2020-05-09,0,0,83,,,,,,,,US_AS,0,0,0,,,,
2020-05-08,0,0,83,,,,,,,,US_AS,0,0,0,,,,
2020-05-07,0,0,83,,,,,,,,US_AS,0,0,0,,,,
2020-05-06,0,0,83,,,,,,,,US_AS,0,0,0,,,,
2020-05-05,0,0,83,,,,,,,,US_AS,0,0,0,,,,
2020-05-04,0,0,83,,,,,,,,US_AS,0,0,26,,,,
2020-05-03,0,0,57,,,,,,,,US_AS,0,0,0,,,,
2020-05-02,0,0,57,,,,,,,,US_AS,0,0,0,,,,
2020-05-01,0,0,57,,,,,,,,US_AS,0,0,37,,,,
2020-04-30,0,0,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-29,0,0,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-28,0,0,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-27,0,0,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-26,0,0,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-25,0,0,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-24,0,,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-23,0,,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-22,0,,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-21,0,,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-20,0,,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-19,0,,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-18,0,,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-17,0,,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-16,0,,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-15,0,,20,,,,,,,,US_AS,0,0,0,,,,
2020-04-14,0,,20,,,,,,,,US_AS,0,0,17,,,,
2020-04-13,0,,3,,,,,,,,US_AS,0,0,-2,,,,
2020-04-12,0,,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-11,0,,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-10,0,0,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-09,0,0,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-08,0,0,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-07,0,0,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-06,0,0,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-05,0,0,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-04,0,0,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-03,0,0,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-02,0,0,5,,,,,,,,US_AS,0,0,0,,,,
2020-04-01,0,0,5,,,,,,,,US_AS,0,0,0,,,,
2020-03-31,0,0,5,,,,,,,,US_AS,,0,5,,,,
2020-03-30,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-29,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-28,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-27,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-26,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-25,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-24,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-23,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-22,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-21,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-20,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-19,,0,0,,,,,,,,US_AS,,0,0,,,,
2020-03-18,,0,0,,,,,,,,US_AS,,,0,,,,
2020-03-17,,,0,,,,,,,,US_AS,,,0,,,,
2020-03-16,,,0,,,,,,,,US_AS,,,,,,,
2020-06-27,70051,1579,494747,8659,2577,4595,657,,433,,US_AZ,3503,44,14924,270,81,,
2020-06-26,66548,1535,479823,8389,2110,4514,581,,312,,US_AZ,3518,45,15627,250,108,,
2020-06-25,63030,1490,464196,8139,2453,4406,611,,415,,US_AZ,3056,27,15008,203,93,,
2020-06-24,59974,1463,449188,7936,2270,4313,581,,407,,US_AZ,1795,79,8670,190,58,,
2020-06-23,58179,1384,440518,7746,2136,4255,614,,386,,US_AZ,3593,42,10728,165,0,,
2020-06-22,54586,1342,429790,7581,1992,4255,583,,379,,US_AZ,2196,3,10046,194,0,,
2020-06-21,52390,1339,419744,7387,1942,4255,556,,361,,US_AZ,2592,1,14464,191,3,,
2020-06-20,49798,1338,405280,7196,1938,4252,546,,368,,US_AZ,3109,26,13064,178,6,,
2020-06-19,46689,1312,392216,7018,1832,4246,519,,362,,US_AZ,3246,41,12484,155,5,,
2020-06-18,43443,1271,379732,6863,1667,4241,540,,341,,US_AZ,2519,32,13539,148,17,,
2020-06-17,40924,1239,366193,6715,1582,4224,531,,346,,US_AZ,1827,20,11859,117,15,,
2020-06-16,39097,1219,354334,6598,1506,4209,502,,340,,US_AZ,2392,25,9077,136,27,,
2020-06-15,36705,1194,345257,6462,1449,4182,464,,307,,US_AZ,1014,8,7212,129,34,,
2020-06-14,35691,1186,338045,6333,1457,4148,452,,317,,US_AZ,1233,3,9648,124,33,,
2020-06-13,34458,1183,328397,6209,1412,4115,447,,309,,US_AZ,1540,39,5618,229,36,,
2020-06-12,32918,1144,322779,5980,1336,4079,429,,278,,US_AZ,1654,17,13197,0,38,,
2020-06-11,31264,1127,309582,5980,1291,4041,429,,278,,US_AZ,1412,32,9895,129,41,,
2020-06-10,29852,1095,299687,5851,1274,4000,413,,273,,US_AZ,1556,25,6474,87,41,,
2020-06-09,28296,1070,293213,5764,1243,3959,438,,264,,US_AZ,618,23,5132,125,48,,
2020-06-08,27678,1047,288081,5639,1266,3911,390,,246,,US_AZ,789,3,6460,122,64,,
2020-06-07,26889,1044,281621,5517,1252,3847,392,,248,,US_AZ,1438,2,9975,118,70,,
2020-06-06,25451,1042,271646,5399,1278,3777,391,,292,,US_AZ,1119,30,7781,101,65,,
2020-06-05,24332,1012,263865,5298,1234,3712,375,,241,,US_AZ,1579,16,14110,126,70,,
2020-06-04,22753,996,249755,5172,1079,3642,375,,223,,US_AZ,520,15,5230,96,53,,
2020-06-03,22233,981,244525,5076,1092,3589,379,,239,,US_AZ,983,40,6692,109,69,,
2020-06-02,21250,941,237833,4967,1009,3520,380,,235,,US_AZ,1127,24,9763,98,75,,
2020-06-01,20123,917,228070,4869,968,3445,377,,238,,US_AZ,187,11,2864,108,66,,
2020-05-31,19936,906,225206,4761,973,3379,376,,239,,US_AZ,681,3,8159,104,45,,
2020-05-30,19255,903,217047,4657,975,3334,386,,241,,US_AZ,790,18,7234,106,53,,
2020-05-29,18465,885,209813,4551,931,3281,378,,238,,US_AZ,702,28,6899,99,58,,
2020-05-28,17763,857,202914,4452,945,3223,374,,222,,US_AZ,501,26,6648,91,51,,
2020-05-27,17262,831,196266,4361,911,3172,375,,237,,US_AZ,479,24,5535,64,50,,
2020-05-26,16783,807,190731,4297,818,3122,336,,208,,US_AZ,222,1,2949,93,45,,
2020-05-25,16561,806,187782,4204,833,3077,334,,212,,US_AZ,222,6,4141,72,51,,
2020-05-24,16339,800,183641,4132,804,3026,322,,201,,US_AZ,300,1,3202,99,42,,
2020-05-23,16039,799,180439,4033,784,2984,309,,193,,US_AZ,431,24,4436,84,41,,
2020-05-22,15608,775,176003,3949,796,2943,311,,203,,US_AZ,293,12,4376,77,58,,
2020-05-21,15315,763,171627,3872,812,2885,299,,197,,US_AZ,418,16,6192,99,49,,
2020-05-20,14897,747,165435,3773,810,2836,298,,208,,US_AZ,331,43,3864,80,36,,
2020-05-19,14566,704,161571,3693,792,2800,318,,201,,US_AZ,396,18,5098,123,43,,
2020-05-18,14170,686,156473,3570,820,2757,329,,200,,US_AZ,233,6,4712,120,54,,
2020-05-17,13937,680,151761,3450,796,2703,337,,201,,US_AZ,306,1,4973,93,30,,
2020-05-16,13631,679,146788,3357,791,2673,344,,210,,US_AZ,462,28,4787,212,37,,
2020-05-15,13169,651,142001,3145,808,2636,313,,222,,US_AZ,495,27,7663,71,41,,
2020-05-14,12674,624,134338,3074,781,2595,323,,201,,US_AZ,498,30,6588,95,52,,
2020-05-13,12176,594,127750,2979,755,2543,292,,191,,US_AZ,440,32,4908,70,39,,
2020-05-12,11736,562,122842,2909,765,2504,318,,204,,US_AZ,356,20,6378,57,42,,
2020-05-11,11380,542,116464,2852,717,2462,297,,201,,US_AZ,261,6,6087,77,41,,
2020-05-10,11119,536,110377,2775,713,2421,300,,195,,US_AZ,159,4,4567,91,35,,
2020-05-09,10960,532,105810,2684,739,2386,296,,186,,US_AZ,434,15,4685,937,36,,
2020-05-08,10526,517,101125,1747,730,2350,295,,197,,US_AZ,581,67,4691,25,58,,
2020-05-07,9945,450,96434,1722,766,2292,288,,196,,US_AZ,238,24,4697,29,48,,
2020-05-06,9707,426,91737,1693,754,2244,286,,193,,US_AZ,402,31,3477,22,52,,
2020-05-05,9305,395,88260,1671,728,2192,303,,185,,US_AZ,386,33,3007,39,57,,
2020-05-04,8919,362,85253,1632,703,2135,288,,200,,US_AZ,279,0,4134,35,46,,
2020-05-03,8640,362,81119,1597,732,2089,282,,192,,US_AZ,276,14,3122,32,56,,
2020-05-02,8364,348,77997,1565,718,2033,291,,198,,US_AZ,402,18,3118,37,47,,
2020-05-01,7962,330,74879,1528,709,1986,311,,187,,US_AZ,314,10,3093,29,49,,
2020-04-30,7648,320,71786,1499,755,1937,311,,194,,US_AZ,446,16,2973,24,53,,
2020-04-29,7202,304,68813,1475,756,1884,312,,191,,US_AZ,254,11,1375,25,60,,
2020-04-28,6948,293,67438,1450,737,1824,303,,193,,US_AZ,232,18,895,32,52,,
2020-04-27,6716,275,66543,1418,647,1772,328,,200,,US_AZ,190,0,1732,35,56,,
2020-04-26,6526,275,64811,1383,671,1716,308,,200,,US_AZ,246,9,2303,38,44,,
2020-04-25,6280,266,62508,1345,697,1672,313,,191,,US_AZ,235,0,1794,32,46,,
2020-04-24,6045,266,60714,1313,639,1626,332,,186,,US_AZ,276,17,2017,31,54,,
2020-04-23,5769,249,58697,1282,699,1572,305,,201,,US_AZ,310,20,2096,17,44,,
2020-04-22,5459,229,56601,1265,664,1528,300,,195,,US_AZ,208,21,1449,110,44,,
2020-04-21,5251,208,55152,1155,637,1484,285,,181,,US_AZ,187,21,652,0,30,,
2020-04-20,5064,187,54500,1155,637,1454,285,,181,,US_AZ,135,3,1510,161,67,,
2020-04-19,4929,184,52990,994,631,1387,283,,187,,US_AZ,210,7,1945,455,46,,
2020-04-18,4719,177,51045,539,566,1341,285,,178,,US_AZ,212,8,1815,0,52,,
2020-04-17,4507,169,49230,539,566,1289,285,,178,,US_AZ,273,19,1832,79,31,,
2020-04-16,4234,150,47398,460,578,1258,278,,188,,US_AZ,272,8,2088,75,45,,
2020-04-15,3962,142,45310,385,590,1213,286,,202,,US_AZ,156,11,1214,136,42,,
2020-04-14,3806,131,44096,249,580,1171,286,,216,,US_AZ,104,9,749,,49,,
2020-04-13,3702,122,43347,,525,1122,286,,195,,US_AZ,163,7,1238,,48,,
2020-04-12,3539,115,42109,,,1074,,,,,US_AZ,146,7,1579,,37,,
2020-04-11,3393,108,40530,,,1037,,,,,US_AZ,281,11,2796,,42,,
2020-04-10,3112,97,37734,,,995,,,,,US_AZ,94,8,556,,45,,
2020-04-09,3018,89,37178,,,950,,,,,US_AZ,292,9,2614,,44,,
2020-04-08,2726,80,34564,,,906,,,,,US_AZ,151,7,1189,,53,,
2020-04-07,2575,73,33375,,,853,,,,,US_AZ,119,8,841,,34,,
2020-04-06,2456,65,32534,,,819,,,,,US_AZ,187,1,5124,,59,,
2020-04-05,2269,64,27410,,,760,,,,,US_AZ,250,12,250,,49,,
2020-04-04,2019,52,27160,,,711,,,,,US_AZ,250,11,2487,,44,,
2020-04-03,1769,41,24673,,,667,,,,,US_AZ,171,9,1964,,51,,
2020-04-02,1598,32,22709,,,616,,,,,US_AZ,185,3,1651,,34,,
2020-04-01,1413,29,21058,,,582,,,,,US_AZ,124,5,1687,,48,,
2020-03-31,1289,24,19371,,,534,,,,,US_AZ,132,4,2612,,56,,
2020-03-30,1157,20,16759,,,478,,,,,US_AZ,238,3,2887,,51,,
2020-03-29,919,17,13872,,,427,,,,,US_AZ,46,2,5523,,41,,
2020-03-28,873,15,8349,,,386,,,,,US_AZ,137,2,128,,43,,
2020-03-27,736,13,8221,,,343,,,,,US_AZ,159,5,7264,,40,,
2020-03-26,577,8,957,,,303,,,,,US_AZ,127,2,131,,39,,
2020-03-25,450,6,826,,,264,,,,,US_AZ,93,1,134,,45,,
2020-03-24,357,5,692,,,219,,,,,US_AZ,92,3,112,,30,,
2020-03-23,265,2,580,,,189,,,,,US_AZ,113,0,59,,44,,
2020-03-22,152,2,521,,,145,,,,,US_AZ,48,1,55,,17,,
2020-03-21,104,1,466,,,128,,,,,US_AZ,39,1,89,,20,,
2020-03-20,65,0,377,,,108,,,,,US_AZ,21,0,28,,23,,
2020-03-19,44,0,349,,,85,,,,,US_AZ,16,0,71,,18,,
2020-03-18,28,0,278,,,67,,,,,US_AZ,8,0,50,,12,,
2020-03-17,20,0,228,,,55,,,,,US_AZ,2,0,22,,13,,
2020-03-16,18,0,206,,,42,,,,,US_AZ,6,0,23,,6,,
2020-03-15,12,0,183,,,36,,,,,US_AZ,0,0,0,,10,,
2020-03-14,12,0,183,,,26,,,,,US_AZ,3,0,40,,4,,
2020-03-13,9,0,143,,,22,,,,,US_AZ,0,,28,,6,,
2020-03-12,9,,115,,,16,,,,,US_AZ,0,,15,,5,,
2020-03-11,9,,100,,,11,,,,,US_AZ,3,,16,,3,,
2020-03-10,6,,84,,,8,,,,,US_AZ,1,,28,,0,,
2020-03-09,5,,56,,,8,,,,,US_AZ,0,,0,,2,,
2020-03-08,5,,56,,,6,,,,,US_AZ,0,,0,,0,,
2020-03-07,5,,56,,,6,,,,,US_AZ,2,,5,,0,,
2020-03-06,3,,51,,,6,,,,,US_AZ,1,,15,,1,,
2020-03-05,2,,36,,,5,,,,,US_AZ,0,,2,,1,,
2020-03-04,2,,34,,,4,,,,,US_AZ,,,,,,,
2020-06-27,206433,5872,3862310,,5790,,1562,,,,US_CA,5972,60,90996,,,,
2020-06-26,200461,5812,3771314,,5639,,1570,,,,US_CA,4890,79,76969,,,,
2020-06-25,195571,5733,3694345,,5522,,1523,,,,US_CA,5349,101,101446,,,,
2020-06-24,190222,5632,3592899,,5399,,1487,,,,US_CA,7149,52,95970,,,,
2020-06-23,183073,5580,3496929,,5065,,1421,,,,US_CA,5019,65,85243,,,,
2020-06-22,178054,5515,3411686,,4804,,1412,,,,US_CA,4230,20,92430,,,,
2020-06-21,173824,5495,3319256,,4679,,1366,,,,US_CA,4515,71,84844,,,,
2020-06-20,169309,5424,3234412,,4582,,1332,,,,US_CA,3893,64,78710,,,,
2020-06-19,165416,5360,3155702,,4587,,1329,,,,US_CA,4317,70,81172,,,,
2020-06-18,161099,5290,3074530,,4584,,1298,,,,US_CA,4084,82,76542,,,,
2020-06-17,157015,5208,2997988,,4522,,1318,,,,US_CA,3455,87,60233,,,,
2020-06-16,153560,5121,2937755,,4462,,1272,,,,US_CA,2108,32,69573,,,,
2020-06-15,151452,5089,2868182,,4323,,1270,,,,US_CA,2597,26,66186,,,,
2020-06-14,148855,5063,2801996,,4247,,1280,,,,US_CA,3212,74,77603,,,,
2020-06-13,145643,4989,2724393,,4411,,1313,,,,US_CA,3660,46,62135,,,,
2020-06-12,141983,4943,2662258,,4480,,1310,,,,US_CA,2702,62,64611,,,,
2020-06-11,139281,4881,2597647,,4534,,1325,,,,US_CA,3090,105,56849,,,,
2020-06-10,136191,4776,2540798,,4719,,1326,,,,US_CA,2702,79,54553,,,,
2020-06-09,133489,4697,2486245,,4583,,1345,,,,US_CA,2170,44,55055,,,,
2020-06-08,131319,4653,2431190,,4506,,1301,,,,US_CA,2507,27,68972,,,,
2020-06-07,128812,4626,2362218,,4525,,1288,,,,US_CA,2796,67,53918,,,,
2020-06-06,126016,4559,2308300,,4526,,1315,,,,US_CA,3115,74,69837,,,,
2020-06-05,122901,4485,2238463,,4625,,1333,,,,US_CA,3094,63,55792,,,,
2020-06-04,119807,4422,2182671,,4455,,1279,,,,US_CA,2120,61,51377,,,,
2020-06-03,117687,4361,2131294,,4458,,1313,,,,US_CA,2377,75,59703,,,,
2020-06-02,115310,4286,2071591,,4393,,1286,,,,US_CA,2304,35,59008,,,,
2020-06-01,113006,4251,2012583,,4258,,1273,,,,US_CA,2423,38,67735,,,,
2020-05-31,110583,4213,1944848,,4331,,1324,,,,US_CA,3705,57,56253,,,,
2020-05-30,106878,4156,1888595,,4215,,1273,,,,US_CA,2992,88,53117,,,,
2020-05-29,103886,4068,1835478,,4414,,1328,,,,US_CA,2189,95,44919,,,,
2020-05-28,101697,3973,1790559,,4529,,1325,,,,US_CA,2717,89,53665,,,,
2020-05-27,98980,3884,1736894,,4544,,1407,,,,US_CA,2247,70,40498,,,,
2020-05-26,96733,3814,1696396,,4404,,1392,,,,US_CA,2175,19,52294,,,,
2020-05-25,94558,3795,1644102,,4306,,1301,,,,US_CA,1848,21,61357,,,,
2020-05-24,92710,3774,1582745,,4300,,1315,,,,US_CA,2079,66,67439,,,,
2020-05-23,90631,3708,1515306,,4342,,1312,,,,US_CA,2187,78,48533,,,,
2020-05-22,88444,3630,1466773,,4762,,1317,,,,US_CA,2247,88,45646,,,,
2020-05-21,86197,3542,1421127,,4735,,1310,,,,US_CA,2140,106,41007,,,,
2020-05-20,84057,3436,1380120,,4681,,1345,,,,US_CA,2262,102,40804,,,,
2020-05-19,81795,3334,1339316,,4363,,1307,,,,US_CA,1365,32,46644,,,,
2020-05-18,80430,3302,1292672,,4391,,1325,,,,US_CA,1591,41,57429,,,,
2020-05-17,78839,3261,1235243,,4291,,1293,,,,US_CA,2046,57,56117,,,,
2020-05-16,76793,3204,1179126,,4424,,1313,,,,US_CA,1857,96,45220,,,,
2020-05-15,74936,3108,1133906,,4519,,1324,,,,US_CA,1772,76,29255,,,,
2020-05-14,73164,3032,1104651,,4655,,1324,,,,US_CA,2023,98,39059,,,,
2020-05-13,71141,2934,1065592,,4545,,1314,,,,US_CA,1759,87,32222,,,,
2020-05-12,69382,2847,1033370,,4544,,1349,,,,US_CA,1443,77,41473,,,,
2020-05-11,67939,2770,991897,,4549,,1329,,,,US_CA,1259,25,36233,,,,
2020-05-10,66680,2745,955664,,4555,,1328,,,,US_CA,2119,67,43094,,,,
2020-05-09,64561,2678,912570,,4538,,1349,,,,US_CA,2049,93,37298,,,,
2020-05-08,62512,2585,875272,,4514,,1342,,,,US_CA,1898,81,32398,,,,
2020-05-07,60614,2504,842874,,4560,,1374,,,,US_CA,1799,92,33838,,,,
2020-05-06,58815,2412,809036,,4681,,1415,,,,US_CA,2603,95,29134,,,,
2020-05-05,56212,2317,779902,,4622,,1388,,,,US_CA,1275,63,32028,,,,
2020-05-04,54937,2254,747874,,4616,,1464,,,,US_CA,1321,39,32123,,,,
2020-05-03,53616,2215,715751,,4734,,1468,,,,US_CA,1419,44,28948,,,,
2020-05-02,52197,2171,686803,,4722,,1433,,,,US_CA,1755,98,31818,,,,
2020-05-01,50442,2073,654985,,4706,,1434,,,,US_CA,1525,91,29648,,,,
2020-04-30,48917,1982,625337,,4981,,1473,,,,US_CA,2417,95,22198,,,,
2020-04-29,46500,1887,603139,,5011,,1512,,,,US_CA,1469,78,25531,,,,
2020-04-28,45031,1809,577608,,4983,,1485,,,,US_CA,1567,54,24199,,,,
2020-04-27,43464,1755,553409,,4878,,1499,,,,US_CA,1300,45,27325,,,,
2020-04-26,42164,1710,526084,,4928,,1473,,,,US_CA,1027,59,20049,,,,
2020-04-25,41137,1651,506035,,4847,,1458,,,,US_CA,1883,89,11862,,,,
2020-04-24,39254,1562,494173,,4880,,1521,,,,US_CA,1885,93,12076,,,,
2020-04-23,37369,1469,482097,,4929,,1531,,,,US_CA,1973,115,16770,,,,
2020-04-22,35396,1354,465327,,4984,,1551,,,,US_CA,2135,86,165227,,,,
2020-04-21,33261,1268,300100,,4886,,1502,,,,US_CA,2283,60,9600,,,,
2020-04-20,30978,1208,290500,,4674,,1480,,,,US_CA,645,42,2400,,,,
2020-04-19,30333,1166,288100,,4731,,1457,,,,US_CA,1370,94,21234,,,,
2020-04-18,28963,1072,266866,,4936,,1490,,,,US_CA,1435,87,8052,,,,
2020-04-17,27528,985,258814,,4892,,1484,,,,US_CA,1346,95,-786,,,,
2020-04-16,26182,890,259600,,5031,,1568,,,,US_CA,1758,69,29914,,,,
2020-04-15,24424,821,229686,,5163,,1175,,,,US_CA,1086,63,14278,,,,
2020-04-14,23338,758,215408,,5163,,1552,,,,US_CA,990,71,11326,,,,
2020-04-13,22348,687,204082,,3015,,1178,,,,US_CA,554,36,554,,,,
2020-04-12,21794,651,203528,,5234,,1539,,,,US_CA,1179,42,17109,,,,
2020-04-11,20615,609,186419,,5236,,1591,,,,US_CA,1143,68,7656,,,,
2020-04-10,19472,541,178763,,2897,,1145,,,,US_CA,1163,49,1163,,,,
2020-04-09,18309,492,177600,,2825,,1132,,,,US_CA,1352,50,18736,,,,
2020-04-08,16957,442,158864,,2714,,1154,,,,US_CA,1092,68,13535,,,,
2020-04-07,15865,374,145329,,2611,,1108,,,,US_CA,1529,31,12898,,,,
2020-04-06,14336,343,132431,,2509,,1085,,,,US_CA,898,24,898,,,,
2020-04-05,13438,319,131533,,2398,,1040,,,,US_CA,1412,43,4833,,,,
2020-04-04,12026,276,126700,,2300,,1008,,,,US_CA,1325,39,31900,,,,
2020-04-03,10701,237,94800,,2188,,901,,,,US_CA,1510,34,2300,,,,
2020-04-02,9191,203,92500,,1922,,816,,,,US_CA,1036,32,5173,,,,
2020-04-01,8155,171,87327,,1855,,774,,,,US_CA,673,18,673,,,,
2020-03-31,7482,153,86654,,1617,,657,,,,US_CA,1035,20,-4742,,,,
2020-03-30,6447,133,91396,,1432,,597,,,,US_CA,739,10,739,,,,
2020-03-29,5708,123,90657,,1034,,410,,,,US_CA,1065,22,1065,,,,
2020-03-28,4643,101,89592,,1034,,410,,,,US_CA,764,23,10933,,,,
2020-03-27,3879,78,78659,,746,,200,,,,US_CA,873,13,873,,,,
2020-03-26,3006,65,77786,,,,,,,,US_CA,651,12,10910,,,,
2020-03-25,2355,53,66876,,,,,,,,US_CA,253,13,39222,,,,
2020-03-24,2102,40,27654,,,,,,,,US_CA,369,13,1254,,,,
2020-03-23,1733,27,26400,,,,,,,,US_CA,197,0,13560,,,,
2020-03-22,1536,27,12840,,,,,,,,US_CA,257,3,312,,,,
