date,subregion1_code,total_confirmed,total_deceased,total_recovered,total_tested,key,new_confirmed,new_deceased,new_recovered,new_tested
2020-03-16,FS,0,,,,ZA_FS,0,,,
2020-03-17,FS,0,,,,ZA_FS,0,,,
2020-03-18,FS,0,,,,ZA_FS,0,,,
2020-03-19,FS,0,,,,ZA_FS,0,,,
2020-03-20,FS,7,,,,ZA_FS,7,,,
2020-03-21,FS,7,,,,ZA_FS,0,,,
2020-03-22,FS,9,,,,ZA_FS,2,,,
2020-03-23,FS,13,,,,ZA_FS,4,,,
2020-03-24,FS,18,,,,ZA_FS,5,,,
2020-03-25,FS,30,,,,ZA_FS,12,,,
2020-03-26,FS,49,,,,ZA_FS,19,,,
2020-03-27,FS,,0,,,ZA_FS,0,,,
2020-03-28,FS,68,0,,,ZA_FS,19,0,,
2020-03-29,FS,72,,,,ZA_FS,4,0,,
2020-03-30,FS,72,1,,,ZA_FS,0,1,,
2020-03-31,FS,74,1,,,ZA_FS,2,0,,
2020-04-01,FS,76,,,,ZA_FS,2,0,,
2020-04-02,FS,84,,,,ZA_FS,8,0,,
2020-04-03,FS,84,1,,,ZA_FS,0,0,,
2020-04-04,FS,85,,,,ZA_FS,1,0,,
2020-04-05,FS,87,1,,,ZA_FS,2,0,,
2020-04-06,FS,89,1,,,ZA_FS,2,0,,
2020-04-07,FS,,1,,,ZA_FS,0,0,,
2020-04-08,FS,88,3,,,ZA_FS,-1,2,,
2020-04-09,FS,93,3,,,ZA_FS,5,0,,
2020-04-10,FS,94,3,,,ZA_FS,1,0,,
2020-04-11,FS,94,3,,,ZA_FS,0,0,,
2020-04-12,FS,96,3,,,ZA_FS,2,0,,
2020-04-13,FS,96,3,,,ZA_FS,0,0,,
2020-04-14,FS,98,3,,,ZA_FS,2,0,,
2020-04-15,FS,97,3,,,ZA_FS,-1,0,,
2020-04-16,FS,98,4,,,ZA_FS,1,1,,
2020-04-17,FS,100,4,71,,ZA_FS,2,0,,
2020-04-18,FS,100,4,71,,ZA_FS,0,0,0,
2020-04-19,FS,100,4,71,,ZA_FS,0,0,0,
2020-04-20,FS,105,5,74,,ZA_FS,5,1,3,
2020-04-21,FS,106,5,74,,ZA_FS,1,0,0,
2020-04-22,FS,106,5,74,,ZA_FS,0,0,0,
2020-04-23,FS,106,5,76,,ZA_FS,0,0,2,
2020-04-24,FS,111,5,76,,ZA_FS,5,0,0,
2020-04-25,FS,111,5,76,,ZA_FS,0,0,0,
2020-04-26,FS,110,5,76,,ZA_FS,-1,0,0,
2020-04-27,FS,111,5,76,6317,ZA_FS,1,0,0,
2020-04-28,FS,113,5,76,,ZA_FS,2,0,0,0
2020-04-29,FS,113,5,,,ZA_FS,0,0,0,0
2020-04-30,FS,116,5,,,ZA_FS,3,0,0,0
2020-05-01,FS,118,5,,,ZA_FS,2,0,0,0
2020-05-02,FS,121,6,96,,ZA_FS,3,1,20,0
2020-05-03,FS,122,6,96,12634,ZA_FS,1,0,0,6317
2020-05-04,FS,125,6,96,,ZA_FS,3,0,0,0
2020-05-05,FS,128,6,96,,ZA_FS,3,0,0,0
2020-05-06,FS,130,6,102,,ZA_FS,2,0,6,0
2020-05-07,FS,134,6,102,,ZA_FS,4,0,0,0
2020-05-08,FS,133,6,102,,ZA_FS,-1,0,0,0
2020-05-09,FS,134,6,,17231,ZA_FS,1,0,0,4597
2020-05-10,FS,135,6,105,,ZA_FS,1,0,3,0
2020-05-11,FS,135,6,,,ZA_FS,0,0,0,0
2020-05-12,FS,135,6,,,ZA_FS,0,0,0,0
2020-05-13,FS,138,6,107,19265,ZA_FS,3,0,2,2034
2020-05-14,FS,145,6,108,,ZA_FS,7,0,1,0
2020-05-15,FS,151,6,108,,ZA_FS,6,0,0,0
2020-05-16,FS,153,6,108,,ZA_FS,2,0,0,0
2020-05-17,FS,158,6,108,,ZA_FS,5,0,0,0
2020-05-18,FS,163,6,108,,ZA_FS,5,0,0,0
2020-05-19,FS,168,6,118,,ZA_FS,5,0,10,0
2020-05-20,FS,180,6,118,24415,ZA_FS,12,0,0,5150
2020-05-21,FS,184,6,118,,ZA_FS,4,0,0,0
2020-05-22,FS,185,6,121,,ZA_FS,1,0,3,0
2020-05-23,FS,196,6,121,,ZA_FS,11,0,0,0
2020-05-24,FS,202,6,121,,ZA_FS,6,0,0,0
2020-05-25,FS,208,6,121,,ZA_FS,6,0,0,0
2020-05-26,FS,206,6,123,,ZA_FS,-2,0,2,0
2020-05-27,FS,221,6,123,,ZA_FS,15,0,0,0
2020-05-28,FS,225,8,123,34760,ZA_FS,4,2,0,10345
2020-05-29,FS,231,8,124,,ZA_FS,6,0,1,0
2020-05-30,FS,261,8,123,,ZA_FS,30,0,-1,0
2020-05-31,FS,278,8,124,,ZA_FS,17,0,1,0
2020-06-01,FS,285,8,123,,ZA_FS,7,0,-1,0
2020-06-02,FS,299,8,123,,ZA_FS,14,0,0,0
2020-06-03,FS,319,8,123,,ZA_FS,20,0,0,0
2020-06-04,FS,322,9,128,,ZA_FS,3,1,5,0
2020-06-05,FS,336,9,123,,ZA_FS,14,0,-5,0
2020-06-06,FS,348,9,152,,ZA_FS,12,0,29,0
2020-06-07,FS,361,9,152,,ZA_FS,13,0,0,0
2020-06-08,FS,373,9,152,,ZA_FS,12,0,0,0
2020-06-09,FS,391,9,162,,ZA_FS,18,0,10,0
2020-06-10,FS,401,9,162,,ZA_FS,10,0,0,0
2020-06-11,FS,406,9,162,,ZA_FS,5,0,0,0
2020-06-12,FS,435,9,189,,ZA_FS,29,0,27,0
2020-06-13,FS,457,9,189,,ZA_FS,22,0,0,0
2020-06-14,FS,495,9,222,,ZA_FS,38,0,33,0
2020-06-15,FS,512,9,222,,ZA_FS,17,0,0,0
2020-06-16,FS,578,9,222,,ZA_FS,66,0,0,0
2020-06-17,FS,608,9,222,,ZA_FS,30,0,0,0
2020-06-18,FS,649,9,235,,ZA_FS,41,0,13,0
2020-06-19,FS,658,9,235,,ZA_FS,9,0,0,0
2020-06-20,FS,700,9,236,,ZA_FS,42,0,1,0
2020-06-21,FS,733,9,264,,ZA_FS,33,0,28,0
2020-06-22,FS,772,9,264,,ZA_FS,39,0,0,0
2020-06-23,FS,814,9,264,,ZA_FS,42,0,0,0
2020-06-24,FS,889,9,264,,ZA_FS,75,0,0,0
2020-06-25,FS,976,9,318,,ZA_FS,87,0,54,0
2020-03-05,GP,0,,,,ZA_GP,,,,
2020-03-07,GP,1,,,,ZA_GP,1,,,
2020-03-08,GP,1,,,,ZA_GP,0,,,
2020-03-09,GP,1,,,,ZA_GP,0,,,
2020-03-11,GP,5,,,,ZA_GP,4,,,
2020-03-12,GP,6,,,,ZA_GP,1,,,
2020-03-13,GP,10,,,,ZA_GP,4,,,
2020-03-14,GP,17,,,,ZA_GP,7,,,
2020-03-15,GP,24,,,,ZA_GP,7,,,
2020-03-16,GP,31,,,,ZA_GP,7,,,
2020-03-17,GP,45,,,,ZA_GP,14,,,
2020-03-18,GP,61,,,,ZA_GP,16,,,
2020-03-19,GP,76,,,,ZA_GP,15,,,
2020-03-20,GP,109,,,,ZA_GP,33,,,
2020-03-21,GP,125,,,,ZA_GP,16,,,
2020-03-22,GP,132,,,,ZA_GP,7,,,
2020-03-23,GP,207,,,,ZA_GP,75,,,
2020-03-24,GP,302,,,,ZA_GP,95,,,
2020-03-25,GP,319,,,,ZA_GP,17,,,
2020-03-26,GP,409,,,,ZA_GP,90,,,
2020-03-27,GP,,0,,,ZA_GP,0,,,
2020-03-28,GP,533,0,,,ZA_GP,124,0,,
2020-03-29,GP,584,,,,ZA_GP,51,0,,
2020-03-30,GP,618,0,,,ZA_GP,34,0,,
2020-03-31,GP,633,1,,,ZA_GP,15,1,,
2020-04-01,GP,645,,,,ZA_GP,12,0,,
2020-04-02,GP,663,,,,ZA_GP,18,0,,
2020-04-03,GP,672,1,,,ZA_GP,9,0,,
2020-04-04,GP,693,,,,ZA_GP,21,0,,
2020-04-05,GP,704,1,,,ZA_GP,11,0,,
2020-04-06,GP,713,1,,,ZA_GP,9,0,,
2020-04-07,GP,,1,,,ZA_GP,0,0,,
2020-04-08,GP,782,3,,,ZA_GP,69,2,,
2020-04-09,GP,795,3,,,ZA_GP,13,0,,
2020-04-10,GP,801,3,,,ZA_GP,6,0,,
2020-04-11,GP,813,3,,,ZA_GP,12,0,,
2020-04-12,GP,865,3,,,ZA_GP,52,0,,
2020-04-13,GP,890,4,,,ZA_GP,25,1,,
2020-04-14,GP,909,4,,,ZA_GP,19,0,,
2020-04-15,GP,930,5,,,ZA_GP,21,1,,
2020-04-16,GP,969,6,,,ZA_GP,39,1,,
2020-04-17,GP,1018,6,479,,ZA_GP,49,0,,
2020-04-18,GP,1101,6,479,,ZA_GP,83,0,0,
2020-04-19,GP,1148,6,479,,ZA_GP,47,0,0,
2020-04-20,GP,1170,7,545,,ZA_GP,22,1,66,
2020-04-21,GP,1199,7,545,,ZA_GP,29,0,0,
2020-04-22,GP,1224,7,545,,ZA_GP,25,0,0,
2020-04-23,GP,1252,8,843,,ZA_GP,28,1,298,
2020-04-24,GP,1281,8,843,,ZA_GP,29,0,0,
2020-04-25,GP,1304,8,843,,ZA_GP,23,0,0,
2020-04-26,GP,1331,8,843,,ZA_GP,27,0,0,
2020-04-27,GP,1353,8,843,61830,ZA_GP,22,0,0,
2020-04-28,GP,1377,8,843,,ZA_GP,24,0,0,0
2020-04-29,GP,1408,11,,,ZA_GP,31,3,0,0
2020-04-30,GP,1446,11,,,ZA_GP,38,0,0,0
2020-05-01,GP,1507,11,,,ZA_GP,61,0,0,0
2020-05-02,GP,1598,12,948,,ZA_GP,91,1,105,0
2020-05-03,GP,1624,14,948,85134,ZA_GP,26,2,0,23304
2020-05-04,GP,1651,14,979,,ZA_GP,27,0,31,0
2020-05-05,GP,1697,15,979,,ZA_GP,46,1,0,0
2020-05-06,GP,1720,15,1036,,ZA_GP,23,0,57,0
2020-05-07,GP,1804,15,1036,,ZA_GP,84,0,0,0
2020-05-08,GP,1851,18,1036,,ZA_GP,47,3,0,0
2020-05-09,GP,1910,19,,111630,ZA_GP,59,1,0,26496
2020-05-10,GP,1952,22,1247,,ZA_GP,42,3,211,0
2020-05-11,GP,1971,22,,,ZA_GP,19,0,0,0
2020-05-12,GP,2014,22,,,ZA_GP,43,0,0,0
2020-05-13,GP,2074,24,1343,127030,ZA_GP,60,2,96,15400
2020-05-14,GP,2135,24,1547,,ZA_GP,61,0,204,0
2020-05-15,GP,2210,24,1552,,ZA_GP,75,0,5,0
2020-05-16,GP,2262,25,1583,,ZA_GP,52,1,31,0
2020-05-17,GP,2329,25,1583,,ZA_GP,67,0,0,0
2020-05-18,GP,2343,26,1657,,ZA_GP,14,1,74,0
2020-05-19,GP,2361,27,1671,,ZA_GP,18,1,14,0
2020-05-20,GP,2400,27,1694,166394,ZA_GP,39,0,23,39364
2020-05-21,GP,2453,27,1694,,ZA_GP,53,0,0,0
2020-05-22,GP,2521,29,1776,,ZA_GP,68,2,82,0
2020-05-23,GP,2633,29,1776,,ZA_GP,112,0,0,0
2020-05-24,GP,2773,29,1840,,ZA_GP,140,0,64,0
2020-05-25,GP,2993,30,1899,,ZA_GP,220,1,59,0
2020-05-26,GP,3043,31,1919,,ZA_GP,50,1,20,0
2020-05-27,GP,3167,31,1955,,ZA_GP,124,0,36,0
2020-05-28,GP,3329,31,1993,215959,ZA_GP,162,0,38,49565
2020-05-29,GP,3583,31,2019,,ZA_GP,254,0,26,0
2020-05-30,GP,3773,31,2035,,ZA_GP,190,0,16,0
2020-05-31,GP,4003,33,2060,,ZA_GP,230,2,25,0
2020-06-01,GP,4231,33,2060,,ZA_GP,228,0,0,0
2020-06-02,GP,4276,33,2060,,ZA_GP,45,0,0,0
2020-06-03,GP,4567,33,2169,,ZA_GP,291,0,109,0
2020-06-04,GP,4845,33,2222,,ZA_GP,278,0,53,0
2020-06-05,GP,5215,40,2344,,ZA_GP,370,7,122,0
2020-06-06,GP,5626,47,2344,,ZA_GP,411,7,0,0
2020-06-07,GP,5946,47,2428,,ZA_GP,320,0,84,0
2020-06-08,GP,6258,47,2428,,ZA_GP,312,0,0,0
2020-06-09,GP,6546,57,2575,,ZA_GP,288,10,147,0
2020-06-10,GP,7195,57,2825,,ZA_GP,649,0,250,0
2020-06-11,GP,7953,57,2825,,ZA_GP,758,0,0,0
2020-06-12,GP,8781,57,2948,,ZA_GP,828,0,123,0
2020-06-13,GP,9897,81,3075,,ZA_GP,1116,24,127,0
2020-06-14,GP,11164,81,3207,,ZA_GP,1267,0,132,0
2020-06-15,GP,12193,87,3348,,ZA_GP,1029,6,141,0
2020-06-16,GP,13023,87,3442,,ZA_GP,830,0,94,0
2020-06-17,GP,14620,87,3716,,ZA_GP,1597,0,274,0
2020-06-18,GP,15898,87,3756,,ZA_GP,1278,0,40,0
2020-06-19,GP,17261,114,4001,,ZA_GP,1363,27,245,0
2020-06-20,GP,18978,114,4273,,ZA_GP,1717,0,272,0
2020-06-21,GP,20822,122,4673,,ZA_GP,1844,8,400,0
2020-06-22,GP,22341,122,5620,,ZA_GP,1519,0,947,0
2020-06-23,GP,24041,122,5620,,ZA_GP,1700,0,0,0
2020-06-24,GP,26156,147,5856,,ZA_GP,2115,25,236,0
2020-06-25,GP,28746,149,5856,,ZA_GP,2590,2,0,0
2020-03-05,KZN,1,,,,ZA_KZN,,,,
2020-03-07,KZN,1,,,,ZA_KZN,0,,,
2020-03-08,KZN,2,,,,ZA_KZN,1,,,
2020-03-09,KZN,6,,,,ZA_KZN,4,,,
2020-03-11,KZN,7,,,,ZA_KZN,1,,,
2020-03-12,KZN,8,,,,ZA_KZN,1,,,
2020-03-13,KZN,10,,,,ZA_KZN,2,,,
2020-03-14,KZN,11,,,,ZA_KZN,1,,,
2020-03-15,KZN,12,,,,ZA_KZN,1,,,
2020-03-16,KZN,12,,,,ZA_KZN,0,,,
2020-03-17,KZN,16,,,,ZA_KZN,4,,,
2020-03-18,KZN,19,,,,ZA_KZN,3,,,
2020-03-19,KZN,22,,,,ZA_KZN,3,,,
2020-03-20,KZN,23,,,,ZA_KZN,1,,,
2020-03-21,KZN,26,,,,ZA_KZN,3,,,
2020-03-22,KZN,35,,,,ZA_KZN,9,,,
2020-03-23,KZN,60,,,,ZA_KZN,25,,,
2020-03-24,KZN,80,,,,ZA_KZN,20,,,
2020-03-25,KZN,91,,,,ZA_KZN,11,,,
2020-03-26,KZN,134,,,,ZA_KZN,43,,,
2020-03-27,KZN,,0,,,ZA_KZN,0,,,
2020-03-28,KZN,156,1,,,ZA_KZN,22,1,,
2020-03-29,KZN,167,,,,ZA_KZN,11,0,,
2020-03-30,KZN,171,1,,,ZA_KZN,4,0,,
2020-03-31,KZN,179,2,,,ZA_KZN,8,1,,
2020-04-01,KZN,186,,,,ZA_KZN,7,0,,
2020-04-02,KZN,206,,,,ZA_KZN,20,0,,
2020-04-03,KZN,215,6,,,ZA_KZN,9,4,,
2020-04-04,KZN,232,,,,ZA_KZN,17,0,,
2020-04-05,KZN,246,7,,,ZA_KZN,14,1,,
2020-04-06,KZN,257,7,,,ZA_KZN,11,0,,
2020-04-07,KZN,,8,,,ZA_KZN,0,1,,
2020-04-08,KZN,354,9,,,ZA_KZN,97,1,,
2020-04-09,KZN,387,9,,,ZA_KZN,33,0,,
2020-04-10,KZN,412,12,,,ZA_KZN,25,3,,
2020-04-11,KZN,418,12,,,ZA_KZN,6,0,,
2020-04-12,KZN,443,12,,,ZA_KZN,25,0,,
2020-04-13,KZN,465,12,,,ZA_KZN,22,0,,
2020-04-14,KZN,489,12,,,ZA_KZN,24,0,,
2020-04-15,KZN,519,18,,,ZA_KZN,30,6,,
2020-04-16,KZN,539,20,,,ZA_KZN,20,2,,
2020-04-17,KZN,591,20,96,,ZA_KZN,52,0,,
2020-04-18,KZN,604,21,96,,ZA_KZN,13,1,0,
2020-04-19,KZN,617,22,96,,ZA_KZN,13,1,0,
2020-04-20,KZN,639,23,151,,ZA_KZN,22,1,55,
2020-04-21,KZN,671,23,151,,ZA_KZN,32,0,0,
2020-04-22,KZN,758,25,151,,ZA_KZN,87,2,0,
2020-04-23,KZN,807,27,241,,ZA_KZN,49,2,90,
2020-04-24,KZN,841,29,241,,ZA_KZN,34,2,0,
2020-04-25,KZN,841,29,241,,ZA_KZN,0,0,0,
2020-04-26,KZN,863,29,241,,ZA_KZN,22,0,0,
2020-04-27,KZN,902,30,241,28265,ZA_KZN,39,1,0,
2020-04-28,KZN,919,30,241,,ZA_KZN,17,0,0,0
2020-04-29,KZN,956,32,,,ZA_KZN,37,2,0,0
2020-04-30,KZN,980,32,,,ZA_KZN,24,0,0,0
2020-05-01,KZN,1006,32,,,ZA_KZN,26,0,0,0
2020-05-02,KZN,1051,34,375,,ZA_KZN,45,2,134,0
2020-05-03,KZN,1076,34,375,45955,ZA_KZN,25,0,0,17690
2020-05-04,KZN,1106,35,415,,ZA_KZN,30,1,40,0
2020-05-05,KZN,1142,36,415,,ZA_KZN,36,1,0,0
2020-05-06,KZN,1149,38,420,,ZA_KZN,7,2,5,0
2020-05-07,KZN,1204,40,420,,ZA_KZN,55,2,0,0
2020-05-08,KZN,1253,42,420,,ZA_KZN,49,2,0,0
2020-05-09,KZN,1308,42,,61801,ZA_KZN,55,0,0,15846
2020-05-10,KZN,1353,43,606,,ZA_KZN,45,1,186,0
2020-05-11,KZN,1372,44,,,ZA_KZN,19,1,0,0
2020-05-12,KZN,1394,44,,,ZA_KZN,22,0,0,0
2020-05-13,KZN,1413,44,618,67853,ZA_KZN,19,0,12,6052
2020-05-14,KZN,1444,44,689,,ZA_KZN,31,0,71,0
2020-05-15,KZN,1482,45,795,,ZA_KZN,38,1,106,0
2020-05-16,KZN,1498,45,806,,ZA_KZN,16,0,11,0
2020-05-17,KZN,1543,45,817,,ZA_KZN,45,0,11,0
2020-05-18,KZN,1567,45,818,,ZA_KZN,24,0,1,0
2020-05-19,KZN,1616,46,818,,ZA_KZN,49,1,0,0
2020-05-20,KZN,1650,46,842,86448,ZA_KZN,34,0,24,18595
2020-05-21,KZN,1693,46,842,,ZA_KZN,43,0,0,0
2020-05-22,KZN,1735,47,880,,ZA_KZN,42,1,38,0
2020-05-23,KZN,1777,48,880,,ZA_KZN,42,1,0,0
2020-05-24,KZN,1815,49,1111,,ZA_KZN,38,1,231,0
2020-05-25,KZN,1882,49,1168,,ZA_KZN,67,0,57,0
2020-05-26,KZN,1927,49,1180,,ZA_KZN,45,0,12,0
2020-05-27,KZN,2186,49,1180,,ZA_KZN,259,0,0,0
2020-05-28,KZN,2349,50,1180,109643,ZA_KZN,163,1,0,23195
2020-05-29,KZN,2428,50,1180,,ZA_KZN,79,0,0,0
2020-05-30,KZN,2476,52,1180,,ZA_KZN,48,2,0,0
2020-05-31,KZN,2545,52,1248,,ZA_KZN,69,0,68,0
2020-06-01,KZN,2565,52,1248,,ZA_KZN,20,0,0,0
2020-06-02,KZN,2637,53,1248,,ZA_KZN,72,1,0,0
2020-06-03,KZN,2707,54,1248,,ZA_KZN,70,1,0,0
2020-06-04,KZN,2869,55,1260,,ZA_KZN,162,1,12,0
2020-06-05,KZN,2936,55,1378,,ZA_KZN,67,0,118,0
2020-06-06,KZN,3016,61,1378,,ZA_KZN,80,6,0,0
2020-06-07,KZN,3108,61,1378,,ZA_KZN,92,0,0,0
2020-06-08,KZN,3175,62,1378,,ZA_KZN,67,1,0,0
2020-06-09,KZN,3255,62,1566,,ZA_KZN,80,0,188,0
2020-06-10,KZN,3347,64,1572,,ZA_KZN,92,2,6,0
2020-06-11,KZN,3472,64,1572,,ZA_KZN,125,0,0,0
2020-06-12,KZN,3573,64,1572,,ZA_KZN,101,0,0,0
2020-06-13,KZN,3763,64,1810,,ZA_KZN,190,0,238,0
2020-06-14,KZN,3874,69,1810,,ZA_KZN,111,5,0,0
2020-06-15,KZN,3959,69,1810,,ZA_KZN,85,0,0,0
2020-06-16,KZN,4048,73,2133,,ZA_KZN,89,4,323,0
2020-06-17,KZN,4238,73,2133,,ZA_KZN,190,0,0,0
2020-06-18,KZN,4360,73,2133,,ZA_KZN,122,0,0,0
2020-06-19,KZN,4548,80,2527,,ZA_KZN,188,7,394,0
2020-06-20,KZN,4806,83,2527,,ZA_KZN,258,3,0,0
