date,subregion1_code,total_confirmed,total_deceased,total_recovered,total_tested,key,new_confirmed,new_deceased,new_recovered,new_tested
2020-03-14,WC,9,,,,ZA_WC,6,,,
2020-03-15,WC,14,,,,ZA_WC,5,,,
2020-03-16,WC,16,,,,ZA_WC,2,,,
2020-03-17,WC,21,,,,ZA_WC,5,,,
2020-03-18,WC,31,,,,ZA_WC,10,,,
2020-03-19,WC,46,,,,ZA_WC,15,,,
2020-03-20,WC,57,,,,ZA_WC,11,,,
2020-03-21,WC,75,,,,ZA_WC,18,,,
2020-03-22,WC,89,,,,ZA_WC,14,,,
2020-03-23,WC,100,,,,ZA_WC,11,,,
2020-03-24,WC,113,,,,ZA_WC,13,,,
2020-03-25,WC,183,,,,ZA_WC,70,,,
2020-03-26,WC,229,,,,ZA_WC,46,,,
2020-03-27,WC,,1,,,ZA_WC,0,,,
2020-03-28,WC,271,1,,,ZA_WC,42,0,,
2020-03-29,WC,310,,,,ZA_WC,39,0,,
2020-03-30,WC,324,1,,,ZA_WC,14,0,,
2020-03-31,WC,325,1,,,ZA_WC,1,0,,
2020-04-01,WC,326,,,,ZA_WC,1,0,,
2020-04-02,WC,353,,,,ZA_WC,27,0,,
2020-04-03,WC,374,1,,,ZA_WC,21,0,,
2020-04-04,WC,433,,,,ZA_WC,59,0,,
2020-04-05,WC,454,2,,,ZA_WC,21,1,,
2020-04-06,WC,462,3,,,ZA_WC,8,1,,
2020-04-07,WC,,3,,,ZA_WC,0,0,,
2020-04-08,WC,495,3,,,ZA_WC,33,0,,
2020-04-09,WC,515,3,,,ZA_WC,20,0,,
2020-04-10,WC,541,6,,,ZA_WC,26,3,,
2020-04-11,WC,546,7,,,ZA_WC,5,1,,
2020-04-12,WC,587,7,,,ZA_WC,41,0,,
2020-04-13,WC,617,8,,,ZA_WC,30,1,,
2020-04-14,WC,643,8,,,ZA_WC,26,0,,
2020-04-15,WC,657,8,,,ZA_WC,14,0,,
2020-04-16,WC,675,13,,,ZA_WC,18,5,,
2020-04-17,WC,717,15,205,,ZA_WC,42,2,,
2020-04-18,WC,836,16,205,,ZA_WC,119,1,0,
2020-04-19,WC,868,17,205,,ZA_WC,32,1,0,
2020-04-20,WC,940,17,216,,ZA_WC,72,0,11,
2020-04-21,WC,1010,17,216,,ZA_WC,70,0,0,
2020-04-22,WC,1079,22,216,,ZA_WC,69,5,0,
2020-04-23,WC,1279,28,236,,ZA_WC,200,6,20,
2020-04-24,WC,1413,30,236,,ZA_WC,134,2,0,
2020-04-25,WC,1514,32,236,,ZA_WC,101,2,0,
2020-04-26,WC,1608,33,236,,ZA_WC,94,1,0,
2020-04-27,WC,1737,35,236,33335,ZA_WC,129,2,0,
2020-04-28,WC,1870,38,236,,ZA_WC,133,3,0,0
2020-04-29,WC,2135,42,,,ZA_WC,265,4,0,0
2020-04-30,WC,2342,42,,,ZA_WC,207,0,0,0
2020-05-01,WC,2507,55,,,ZA_WC,165,13,0,0
2020-05-02,WC,2700,56,779,,ZA_WC,193,1,543,0
2020-05-03,WC,3044,58,779,53967,ZA_WC,344,2,0,20632
2020-05-04,WC,3362,64,833,,ZA_WC,318,6,54,0
2020-05-05,WC,3609,71,833,,ZA_WC,247,7,0,0
2020-05-06,WC,3760,73,1122,,ZA_WC,151,2,289,0
2020-05-07,WC,3994,79,1122,,ZA_WC,234,6,0,0
2020-05-08,WC,4497,88,1122,,ZA_WC,503,9,0,0
2020-05-09,WC,4809,95,,70038,ZA_WC,312,7,0,16071
2020-05-10,WC,5168,98,1607,,ZA_WC,359,3,485,0
2020-05-11,WC,5621,106,,,ZA_WC,453,8,0,0
2020-05-12,WC,6105,106,,,ZA_WC,484,0,0,0
2020-05-13,WC,6713,117,1950,82865,ZA_WC,608,11,343,12827
2020-05-14,WC,7235,129,2573,,ZA_WC,522,12,623,0
2020-05-15,WC,7798,137,2857,,ZA_WC,563,8,284,0
2020-05-16,WC,8404,149,3097,,ZA_WC,606,12,240,0
2020-05-17,WC,9294,149,3521,,ZA_WC,890,0,424,0
2020-05-18,WC,10035,166,3731,,ZA_WC,741,17,210,0
2020-05-19,WC,10639,187,4363,,ZA_WC,604,21,632,0
2020-05-20,WC,11262,210,5105,112612,ZA_WC,623,23,742,29747
2020-05-21,WC,12153,235,5105,,ZA_WC,891,25,0,0
2020-05-22,WC,12888,257,6126,,ZA_WC,735,22,1021,0
2020-05-23,WC,13826,261,6126,,ZA_WC,938,4,0,0
2020-05-24,WC,14740,281,6525,,ZA_WC,914,20,399,0
2020-05-25,WC,15396,330,7221,,ZA_WC,656,49,696,0
2020-05-26,WC,15829,363,7844,,ZA_WC,433,33,623,0
2020-05-27,WC,16893,391,8504,,ZA_WC,1064,28,660,0
2020-05-28,WC,17754,406,9157,148174,ZA_WC,861,15,653,35562
2020-05-29,WC,18906,437,9830,,ZA_WC,1152,31,673,0
2020-05-30,WC,20160,465,10508,,ZA_WC,1254,28,678,0
2020-05-31,WC,21382,503,11099,,ZA_WC,1222,38,591,0
2020-06-01,WC,22567,525,11431,,ZA_WC,1185,22,332,0
2020-06-02,WC,23583,568,12436,,ZA_WC,1016,43,1005,0
2020-06-03,WC,24657,597,13696,,ZA_WC,1074,29,1260,0
2020-06-04,WC,27006,651,14917,,ZA_WC,2349,54,1221,0
2020-06-05,WC,28807,704,16433,,ZA_WC,1801,53,1516,0
2020-06-06,WC,30379,729,17355,,ZA_WC,1572,25,922,0
2020-06-07,WC,31824,774,17366,,ZA_WC,1445,45,11,0
2020-06-08,WC,33568,829,19101,,ZA_WC,1744,55,1735,0
2020-06-09,WC,34819,890,20791,,ZA_WC,1251,61,1690,0
2020-06-10,WC,36021,927,22862,,ZA_WC,1202,37,2071,0
2020-06-11,WC,37422,966,22862,,ZA_WC,1401,39,0,0
2020-06-12,WC,38926,1005,25435,,ZA_WC,1504,39,2573,0
2020-06-13,WC,40605,1041,26736,,ZA_WC,1679,36,1301,0
2020-06-14,WC,42539,1083,27527,,ZA_WC,1934,42,791,0
2020-06-15,WC,44143,1156,28615,,ZA_WC,1604,73,1088,0
2020-06-16,WC,45357,1200,30236,,ZA_WC,1214,44,1621,0
2020-06-17,WC,46555,1243,31824,,ZA_WC,1198,43,1588,0
2020-06-18,WC,47522,1300,31824,,ZA_WC,967,57,0,0
2020-06-19,WC,48706,1360,34067,,ZA_WC,1184,60,2243,0
2020-06-20,WC,50173,1392,35156,,ZA_WC,1467,32,1089,0
2020-06-21,WC,51441,1419,35559,,ZA_WC,1268,27,403,0
2020-06-22,WC,52554,1458,35958,,ZA_WC,1113,39,399,0
2020-06-23,WC,53512,1536,37234,,ZA_WC,958,78,1276,0
2020-06-24,WC,55162,1599,37234,,ZA_WC,1650,63,0,0
2020-06-25,WC,56780,1652,39475,,ZA_WC,1618,53,2241,0
2020-03-05,total,1,,,,ZA,,,,
2020-03-07,total,2,,,,ZA,1,,,
2020-03-08,total,3,,,,ZA,1,,,
2020-03-09,total,7,,,,ZA,4,,,
2020-03-11,total,13,,,,ZA,6,,,
2020-03-12,total,16,,,,ZA,3,,,
2020-03-13,total,24,,,,ZA,8,,,
2020-03-14,total,38,,,,ZA,14,,,
2020-03-15,total,51,,,,ZA,13,,,
2020-03-16,total,62,,,,ZA,11,,,
2020-03-17,total,85,,,,ZA,23,,,
2020-03-18,total,116,,,,ZA,31,,,
2020-03-19,total,150,,,,ZA,34,,,
2020-03-20,total,202,,,,ZA,52,,,
2020-03-21,total,240,,,,ZA,38,,,
2020-03-22,total,274,,,,ZA,34,,,
2020-03-23,total,402,,,,ZA,128,,,
2020-03-24,total,554,,,,ZA,152,,,
2020-03-25,total,709,,,,ZA,155,,,
2020-03-26,total,927,,,,ZA,218,,,
2020-03-27,total,1170,1,,,ZA,243,,,
2020-03-28,total,1187,2,,,ZA,17,1,,
2020-03-29,total,1280,,,,ZA,93,0,,
2020-03-30,total,1326,3,,,ZA,46,1,,
2020-03-31,total,1353,5,,,ZA,27,2,,
2020-04-01,total,1380,,,,ZA,27,0,,
2020-04-02,total,1462,,,,ZA,82,0,,
2020-04-03,total,1505,9,,,ZA,43,4,,
2020-04-04,total,1585,,,,ZA,80,0,,
2020-04-05,total,1655,11,,,ZA,70,2,,
2020-04-06,total,1686,12,,,ZA,31,1,,
2020-04-07,total,1749,13,,,ZA,63,1,,
2020-04-08,total,1845,18,,,ZA,96,5,,
2020-04-09,total,1934,18,,,ZA,89,0,,
2020-04-10,total,2003,24,,,ZA,69,6,,
2020-04-11,total,2028,25,,,ZA,25,1,,
2020-04-12,total,2173,25,,,ZA,145,0,,
2020-04-13,total,2272,27,,,ZA,99,2,,
2020-04-14,total,2415,27,,,ZA,143,0,,
2020-04-15,total,2506,34,,,ZA,91,7,,
2020-04-16,total,2605,48,,,ZA,99,14,,
2020-04-17,total,2783,50,903,,ZA,178,2,,
2020-04-18,total,3034,52,903,,ZA,251,2,0,
2020-04-19,total,3158,54,903,,ZA,124,2,0,
2020-04-20,total,3300,58,1055,,ZA,142,4,152,
2020-04-21,total,3465,58,1055,,ZA,165,0,0,
2020-04-22,total,3635,65,1055,,ZA,170,7,0,
2020-04-23,total,3953,75,1473,,ZA,318,10,418,
2020-04-24,total,4220,79,1473,,ZA,267,4,0,
2020-04-25,total,4361,86,1473,,ZA,141,7,0,
2020-04-26,total,4546,87,1473,,ZA,185,1,0,
2020-04-27,total,4793,90,1473,168643,ZA,247,3,0,
2020-04-28,total,4996,93,1473,,ZA,203,3,0,0
2020-04-29,total,5350,103,,,ZA,354,10,0,0
2020-04-30,total,5647,103,,,ZA,297,0,0,0
2020-05-01,total,5951,116,,,ZA,304,13,0,0
2020-05-02,total,6336,123,2549,,ZA,385,7,1076,0
2020-05-03,total,6783,131,2549,257541,ZA,447,8,0,88898
2020-05-04,total,7220,138,2746,,ZA,437,7,197,0
2020-05-05,total,7572,148,2746,,ZA,352,10,0,0
2020-05-06,total,7808,153,3153,,ZA,236,5,407,0
2020-05-07,total,8232,161,3153,,ZA,424,8,0,0
2020-05-08,total,8895,178,3153,,ZA,663,17,0,0
2020-05-09,total,9420,186,,341336,ZA,525,8,0,83795
2020-05-10,total,10015,194,4173,,ZA,595,8,1020,0
2020-05-11,total,10652,206,,,ZA,637,12,0,0
2020-05-12,total,11350,206,,,ZA,698,0,0,0
2020-05-13,total,12074,219,4745,386352,ZA,724,13,572,45016
2020-05-14,total,12739,238,5676,,ZA,665,19,931,0
2020-05-15,total,13524,247,6083,,ZA,785,9,407,0
2020-05-16,total,14355,261,6478,,ZA,831,14,395,0
2020-05-17,total,15515,264,7006,,ZA,1160,3,528,0
2020-05-18,total,16433,286,7298,,ZA,918,22,292,0
2020-05-19,total,17200,312,7960,,ZA,767,26,662,0
2020-05-20,total,18003,339,8950,506681,ZA,803,27,990,120329
2020-05-21,total,19137,369,8950,,ZA,1134,30,0,0
2020-05-22,total,20125,397,10104,,ZA,988,28,1154,0
2020-05-23,total,21343,407,10104,,ZA,1218,10,0,0
2020-05-24,total,22583,429,11100,,ZA,1240,22,996,0
2020-05-25,total,23615,481,11917,,ZA,1032,52,817,0
2020-05-26,total,24264,524,12741,,ZA,649,43,824,0
2020-05-27,total,25937,552,13451,,ZA,1673,28,710,0
2020-05-28,total,27403,577,14370,655723,ZA,1466,25,919,149042
2020-05-29,total,29240,611,15093,,ZA,1837,34,723,0
2020-05-30,total,30967,643,16116,,ZA,1727,32,1023,0
2020-05-31,total,32683,683,16809,,ZA,1716,40,693,0
2020-06-01,total,34357,705,17291,,ZA,1674,22,482,0
2020-06-02,total,35812,755,18313,,ZA,1455,50,1022,0
2020-06-03,total,37525,792,19682,,ZA,1713,37,1369,0
2020-06-04,total,40792,848,21311,,ZA,3267,56,1629,0
2020-06-05,total,43434,908,23088,,ZA,2642,60,1777,0
2020-06-06,total,45973,952,24258,,ZA,2539,44,1170,0
2020-06-07,total,48285,998,24364,,ZA,2312,46,106,0
2020-06-08,total,50879,1080,26099,,ZA,2594,82,1735,0
2020-06-09,total,52991,1162,29006,,ZA,2112,82,2907,0
2020-06-10,total,55421,1210,31505,,ZA,2430,48,2499,0
2020-06-11,total,58568,1284,31505,,ZA,3147,74,0,0
2020-06-12,total,61927,1354,35008,,ZA,3359,70,3503,0
2020-06-13,total,65736,1423,36850,,ZA,3809,69,1842,0
2020-06-14,total,70038,1480,38531,,ZA,4302,57,1681,0
2020-06-15,total,73533,1568,39867,,ZA,3495,88,1336,0
2020-06-16,total,76334,1625,42063,,ZA,2801,57,2196,0
2020-06-17,total,80412,1674,44331,,ZA,4078,49,2268,0
2020-06-18,total,83890,1737,44920,,ZA,3478,63,589,0
2020-06-19,total,87715,1831,47825,,ZA,3825,94,2905,0
2020-06-20,total,92681,1877,50326,,ZA,4966,46,2501,0
2020-06-21,total,97302,1930,51608,,ZA,4621,53,1282,0
2020-06-22,total,101590,1991,53444,,ZA,4288,61,1836,0
2020-06-23,total,106108,2101,55045,,ZA,4518,110,1601,0
2020-06-24,total,111796,2205,56874,,ZA,5688,104,1829,0
2020-06-25,total,118375,2292,59974,,ZA,6579,87,3100,0
