population,human_development_index,key
86584,,CO_76_76130
134963,,CO_76_76147
36891,,CO_76_76233
,,CO_76_76243
,,CO_76_76246
58563,,CO_76_76248
,,CO_76_76250
58988,,CO_76_76275
21815,,CO_76_76306
35662,,CO_76_76318
96993,,CO_76_76364
,,CO_76_76377
40339,,CO_76_76400
,,CO_76_76403
,,CO_76_76497
349294,,CO_76_76520
57990,,CO_76_76563
16410,,CO_76_76606
,,CO_76_76616
32035,,CO_76_76622
,,CO_76_76670
44028,,CO_76_76736
,,CO_76_76823
,,CO_76_76828
219138,,CO_76_76834
,,CO_76_76845
,,CO_76_76863
,,CO_76_76869
,,CO_76_76890
92192,,CO_76_76892
47062,,CO_76_76895
294206,,CO_81
75557,,CO_81_81001
41309,,CO_81_81065
3331,,CO_81_81220
26798,,CO_81_81300
3820,,CO_81_81591
47203,,CO_81_81736
53266,,CO_81_81794
435195,,CO_85
170283,,CO_85_85001
43183,,CO_85_85010
,,CO_85_85015
,,CO_85_85125
,,CO_85_85136
,,CO_85_85139
,,CO_85_85162
,,CO_85_85225
8460,,CO_85_85230
26237,,CO_85_85250
,,CO_85_85263
,,CO_85_85279
,,CO_85_85300
,,CO_85_85315
7951,,CO_85_85325
,,CO_85_85400
24747,,CO_85_85410
,,CO_85_85430
24740,,CO_85_85440
359127,,CO_86
,,CO_86_86001
,,CO_86_86219
57774,,CO_86_86320
63067,,CO_86_86568
,,CO_86_86569
24355,,CO_86_86571
,,CO_86_86573
,,CO_86_86749
,,CO_86_86755
28982,,CO_86_86757
,,CO_86_86760
54237,,CO_86_86865
21507,,CO_86_86885
63692,,CO_88
71946,,CO_88_88001
,,CO_88_88564
79020,,CO_91
32450,,CO_91_91001
138,,CO_91_91263
,,CO_91_91405
,,CO_91_91407
,,CO_91_91430
,,CO_91_91460
,,CO_91_91530
,,CO_91_91536
6816,,CO_91_91540
,,CO_91_91669
,,CO_91_91798
50636,,CO_94
19816,,CO_94_94001
,,CO_94_94343
,,CO_94_94663
,,CO_94_94883
,,CO_94_94884
,,CO_94_94885
,,CO_94_94886
,,CO_94_94887
,,CO_94_94888
86657,,CO_95
68878,,CO_95_95001
,,CO_95_95015
24562,,CO_95_95025
,,CO_95_95200
44712,,CO_97
28382,,CO_97_97001
,,CO_97_97161
,,CO_97_97511
,,CO_97_97666
,,CO_97_97777
112958,,CO_99
16763,,CO_99_99001
17626,,CO_99_99524
4255,,CO_99_99624
40490,,CO_99_99773
4905769,0.794,CR
,,CR_A
,,CR_C
,,CR_G
,,CR_H
,,CR_L
,,CR_P
,,CR_SJ
11484636,0.777,CU
587026,,CU_01
,,CU_02
,,CU_03
690113,,CU_04
803562,,CU_05
404228,,CU_06
463458,,CU_07
422576,,CU_08
782458,,CU_09
532645,,CU_10
1037161,,CU_11
835675,,CU_12
1047015,,CU_13
515428,,CU_14
494631,,CU_15
380274,,CU_16
84263,,CU_99
546388,0.654,CV
160337,0.89,CW
1843,,CX
1141166,0.869,CY
10693939,0.888,CZ
1324277,,CZ_10
1385141,,CZ_20
644083,,CZ_31
589899,,CZ_32
294664,,CZ_41
820965,,CZ_42
443690,,CZ_51
551647,,CZ_52
522662,,CZ_53
509813,,CZ_63
1191989,,CZ_64
632015,,CZ_71
582555,,CZ_72
1200539,,CZ_80
83149300,0.936,DE
2449193,,DE_BB
,,DE_BB
3644826,,DE_BE
11069533,,DE_BW
12930751,,DE_BY
661000,,DE_HB
6265809,,DE_HE
1841179,,DE_HH
1609675,,DE_MV
7982448,,DE_NI
17932651,,DE_NW
4084844,,DE_RP
2896712,,DE_SH
995597,,DE_SL
4077937,,DE_SN
2245470,,DE_ST
2143145,,DE_TH
956985,0.476,DJ
5827463,0.929,DK
73925,0.715,DM
10403761,0.736,DO
,,DO_01
,,DO_02
,,DO_03
,,DO_04
,,DO_05
,,DO_06
,,DO_07
,,DO_08
,,DO_09
,,DO_10
,,DO_11
,,DO_12
,,DO_13
,,DO_14
,,DO_15
,,DO_16
,,DO_17
490733,,DO_18
,,DO_19
,,DO_20
,,DO_21
,,DO_22
,,DO_23
,,DO_24
,,DO_25
99044,,DO_26
,,DO_27
,,DO_28
,,DO_29
,,DO_30
,,DO_31
,,DO_32
41318142,0.754,DZ
16624858,0.746,EC
881394,,EC_A
209933,,EC_B
186869,,EC_C
161338,,EC_D
643654,,EC_E
281396,,EC_F
4387434,,EC_G
524004,,EC_H
476257,,EC_I
521154,,EC_L
1562079,,EC_M
133705,,EC_N
715751,,EC_O
3228233,,EC_P
921763,,EC_R
196535,,EC_S
458580,,EC_SD
401178,,EC_SE
590600,,EC_T
230503,,EC_U
33042,,EC_W
657175,,EC_X
114202,,EC_Y
120416,,EC_Z
1328976,0.871,EE
94798827,0.696,EG
582000,,EH
3497000,0.44,ER
46733038,0.891,ES
8476718,,ES_AN
1324397,,ES_AR
1028244,,ES_AS
582357,,ES_CB
84777,,ES_CE
2418694,,ES_CL
2106331,,ES_CM
2127685,,ES_CN
7619494,0.904,ES_CT
1067710,,ES_EX
2703290,,ES_GA
1149460,,ES_IB
1504607,,ES_MC
6747425,,ES_MD
86487,,ES_ML
647554,0.918,ES_NC
2167707,0.924,ES_PV
315675,,ES_RI
5003769,,ES_VC
104957438,0.463,ET
5516224,0.92,FI
905502,0.741,FJ
4550,,FK
,,FM
52153,,FO
67118648,0.901,FR
7948287,,FR_ARA
608044,,FR_ARA_01
342729,,FR_ARA_03
325712,,FR_ARA_07
147577,,FR_ARA_15
502877,,FR_ARA_26
1258722,,FR_ARA_38
753763,,FR_ARA_42
224907,,FR_ARA_43
635469,,FR_ARA_63
471026,,FR_ARA_69
421105,,FR_ARA_73
756501,,FR_ARA_74
2811423,,FR_BFC
533819,,FR_BFC_21
539067,,FR_BFC_25
261294,,FR_BFC_39
207182,,FR_BFC_58
239695,,FR_BFC_70
553595,,FR_BFC_71
338291,,FR_BFC_89
143348,,FR_BFC_90
9625,,FR_BL
3318904,,FR_BRE
334938,,FR_COR
145846,,FR_COR_2A
168640,,FR_COR_2B
2576252,,FR_CVL
311694,,FR_CVL_18
433233,,FR_CVL_28
222232,,FR_CVL_36
605819,,FR_CVL_37
331280,,FR_CVL_41
678105,,FR_CVL_45
5549586,,FR_GES
277003,,FR_GES_08
303997,,FR_GES_10
565307,,FR_GES_51
182375,,FR_GES_52
733124,,FR_GES_54
193923,,FR_GES_55
1045146,,FR_GES_57
1125559,,FR_GES_67
764030,,FR_GES_68
379724,,FR_GES_88
268700,,FR_GF
390253,,FR_GUA
6003815,,FR_HDF
534490,,FR_HDF_02
2587128,,FR_HDF_59
823668,,FR_HDF_60
1462807,,FR_HDF_62
570741,,FR_HDF_80
12174880,0.944,FR_IDF
2187526,,FR_IDF_75
1338427,,FR_IDF_77
1413635,,FR_IDF_78
1215340,,FR_IDF_91
1581628,,FR_IDF_92
1538726,,FR_IDF_93
1333702,,FR_IDF_94
1228618,,FR_IDF_95
866506,,FR_LRE
256518,,FR_MAY
35684,,FR_MF
372594,,FR_MQ
5956978,,FR_NAQ
352705,,FR_NAQ_16
625682,,FR_NAQ_17
241464,,FR_NAQ_19
122560,,FR_NAQ_23
416384,,FR_NAQ_24
1463662,,FR_NAQ_33
407444,,FR_NAQ_40
330866,,FR_NAQ_47
656608,,FR_NAQ_64
369270,,FR_NAQ_79
428447,,FR_NAQ_86
376058,,FR_NAQ_87
3330478,,FR_NOR
5845102,,FR_OCC
153153,,FR_OCC_09
359967,,FR_OCC_11
275813,,FR_OCC_12
718357,,FR_OCC_30
1362672,,FR_OCC_31
188893,,FR_OCC_32
1062036,,FR_OCC_34
174346,,FR_OCC_46
76601,,FR_OCC_48
237440,,FR_OCC_65
474452,,FR_OCC_66
377675,,FR_OCC_81
241698,,FR_OCC_82
5030890,,FR_PAC
160959,,FR_PAC_04
138605,,FR_PAC_05
1081244,,FR_PAC_06
1975896,,FR_PAC_13
1013386,,FR_PAC_83
555240,,FR_PAC_84
3757600,,FR_PDL
1313321,,FR_PDL_44
795557,,FR_PDL_49
307031,,FR_PDL_53
565518,,FR_PDL_72
675247,,FR_PDL_85
6057,,FR_PM
2025137,0.702,GA
66022273,0.922,GB
55268100,,GB_ENG
93242,,GB_ENG_E06000001
140545,,GB_ENG_E06000002
136718,,GB_ENG_E06000003
197213,,GB_ENG_E06000004
106566,,GB_ENG_E06000005
128432,,GB_ENG_E06000006
209547,,GB_ENG_E06000007
148942,,GB_ENG_E06000008
139305,,GB_ENG_E06000009
260645,,GB_ENG_E06000010
339614,,GB_ENG_E06000011
159821,,GB_ENG_E06000012
172005,,GB_ENG_E06000013
209893,,GB_ENG_E06000014
257174,,GB_ENG_E06000015
355218,,GB_ENG_E06000016
39697,,GB_ENG_E06000017
331069,,GB_ENG_E06000018
192107,,GB_ENG_E06000019
177799,,GB_ENG_E06000020
255833,,GB_ENG_E06000021
192106,,GB_ENG_E06000022
463405,,GB_ENG_E06000023
213919,,GB_ENG_E06000024
282644,,GB_ENG_E06000025
263100,,GB_ENG_E06000026
135780,,GB_ENG_E06000027
221996,,GB_ENG_E06000030
183631,,GB_ENG_E06000031
214109,,GB_ENG_E06000032
182463,,GB_ENG_E06000033
172525,,GB_ENG_E06000034
277855,,GB_ENG_E06000035
121676,,GB_ENG_E06000036
158527,,GB_ENG_E06000037
163203,,GB_ENG_E06000038
149112,,GB_ENG_E06000039
150906,,GB_ENG_E06000040
167979,,GB_ENG_E06000041
268607,,GB_ENG_E06000042
290395,,GB_ENG_E06000043
215133,,GB_ENG_E06000044
252796,,GB_ENG_E06000045
139105,,GB_ENG_E06000046
526980,,GB_ENG_E06000047
380790,,GB_ENG_E06000049
340502,,GB_ENG_E06000050
320274,,GB_ENG_E06000051
565968,,GB_ENG_E06000052
498064,,GB_ENG_E06000054
171623,,GB_ENG_E06000055
283606,,GB_ENG_E06000056
320274,,GB_ENG_E06000057
395784,,GB_ENG_E06000058
376484,,GB_ENG_E06000059
285372,,GB_ENG_E08000001
190108,,GB_ENG_E08000002
547627,,GB_ENG_E08000003
235623,,GB_ENG_E08000004
220001,,GB_ENG_E08000005
254408,,GB_ENG_E08000006
291775,,GB_ENG_E08000007
225197,,GB_ENG_E08000008
236370,,GB_ENG_E08000009
326088,,GB_ENG_E08000010
149571,,GB_ENG_E08000011
494814,,GB_ENG_E08000012
180049,,GB_ENG_E08000013
275396,,GB_ENG_E08000014
323235,,GB_ENG_E08000015
245199,,GB_ENG_E08000016
310542,,GB_ENG_E08000017
264671,,GB_ENG_E08000018
582506,,GB_ENG_E08000019
300196,,GB_ENG_E08000021
205985,,GB_ENG_E08000022
150265,,GB_ENG_E08000023
277417,,GB_ENG_E08000024
1141374,,GB_ENG_E08000025
366785,,GB_ENG_E08000026
320626,,GB_ENG_E08000027
327378,,GB_ENG_E08000028
214909,,GB_ENG_E08000029
283378,,GB_ENG_E08000030
262008,,GB_ENG_E08000031
537173,,GB_ENG_E08000032
210082,,GB_ENG_E08000033
438727,,GB_ENG_E08000034
789194,,GB_ENG_E08000035
345038,,GB_ENG_E08000036
202508,,GB_ENG_E08000037
8706,,GB_ENG_E09000001
211998,,GB_ENG_E09000002
392140,,GB_ENG_E09000003
247258,,GB_ENG_E09000004
330795,,GB_ENG_E09000005
331096,,GB_ENG_E09000006
262226,,GB_ENG_E09000007
385346,,GB_ENG_E09000008
341982,,GB_ENG_E09000009
333869,,GB_ENG_E09000010
286186,,GB_ENG_E09000011
279665,,GB_ENG_E09000012
185426,,GB_ENG_E09000013
270624,,GB_ENG_E09000014
250149,,GB_ENG_E09000015
257810,,GB_ENG_E09000016
304824,,GB_ENG_E09000017
270782,,GB_ENG_E09000018
239142,,GB_ENG_E09000019
156197,,GB_ENG_E09000020
175470,,GB_ENG_E09000021
325917,,GB_ENG_E09000022
303536,,GB_ENG_E09000023
206186,,GB_ENG_E09000024
352005,,GB_ENG_E09000025
303858,,GB_ENG_E09000026
196904,,GB_ENG_E09000027
317256,,GB_ENG_E09000028
204525,,GB_ENG_E09000029
317705,,GB_ENG_E09000030
276700,,GB_ENG_E09000031
326474,,GB_ENG_E09000032
255324,,GB_ENG_E09000033
540059,,GB_ENG_E10000002
651482,,GB_ENG_E10000003
498888,,GB_ENG_E10000006
796142,,GB_ENG_E10000007
795286,,GB_ENG_E10000008
554590,,GB_ENG_E10000011
1477764,,GB_ENG_E10000012
633558,,GB_ENG_E10000013
1376316,,GB_ENG_E10000014
1184365,,GB_ENG_E10000015
1568623,,GB_ENG_E10000016
1210053,,GB_ENG_E10000017
698268,,GB_ENG_E10000018
755833,,GB_ENG_E10000019
903680,,GB_ENG_E10000020
747622,,GB_ENG_E10000021
614505,,GB_ENG_E10000023
823126,,GB_ENG_E10000024
687524,,GB_ENG_E10000025
559399,,GB_ENG_E10000027
875219,,GB_ENG_E10000028
758556,,GB_ENG_E10000029
1189934,,GB_ENG_E10000030
571010,,GB_ENG_E10000031
858852,,GB_ENG_E10000032
592057,,GB_ENG_E10000034
1862100,,GB_NIR
142492,,GB_NIR_N09000001
214090,,GB_NIR_N09000002
341877,,GB_NIR_N09000003
144246,,GB_NIR_N09000004
150679,,GB_NIR_N09000005
116835,,GB_NIR_N09000006
144381,,GB_NIR_N09000007
138773,,GB_NIR_N09000008
147392,,GB_NIR_N09000009
180012,,GB_NIR_N09000010
160864,,GB_NIR_N09000011
5404700,,GB_SCT
3113000,,GB_WLS
107825,0.772,GD
,,GE
268700,,GF
,,GG
26908262,0.596,GH
33140,,GI
56081,,GL
2100568,0.46,GM
12717176,0.459,GN
1267689,0.591,GQ
10760421,0.87,GR
30,,GS
17263239,0.65,GT
1215038,,GT_AV
299476,,GT_BV
615776,,GT_CM
415063,,GT_CQ
733181,,GT_ES
3015081,,GT_GU
1170669,,GT_HU
408688,,GT_IZ
342923,,GT_JA
488395,,GT_JU
545600,,GT_PE
176632,,GT_PR
949261,,GT_QC
799101,,GT_QZ
326828,,GT_RE
330469,,GT_SA
1032277,,GT_SM
421583,,GT_SO
396607,,GT_SR
554695,,GT_SU
418569,,GT_TO
245374,,GT_ZA
167772,,GU
1861283,0.455,GW
777859,0.654,GY
2000000,,GZ
7500700,0.933,HK
0,,HM
9265067,0.617,HN
436252,,HN_AT
437618,,HN_CH
309926,,HN_CL
493466,,HN_CM
371057,,HN_CP
2211234,,HN_CR
455507,,HN_EP
1508906,,HN_FM
90765,,HN_GD
62557,,HN_IB
232553,,HN_IN
121179,,HN_LE
198926,,HN_LP
146030,,HN_OC
520761,,HN_OL
421337,,HN_SB
174511,,HN_VA
570595,,HN_YO
4105493,0.831,HR
10981229,0.498,HT
,,HT_AR
,,HT_CE
,,HT_GA
,,HT_ND
,,HT_NE
,,HT_NI
,,HT_NO
,,HT_OU
,,HT_SD
,,HT_SE
9772756,0.838,HU
263991379,0.694,ID
5066831,,ID_AC
4230051,,ID_BA
1372813,,ID_BB
1828291,,ID_BE
11834087,,ID_BT
,,ID_GO
,,ID_JA
,,ID_JB
,,ID_JI
10348348,,ID_JK
34897757,,ID_JT
,,ID_KB
,,ID_KI
,,ID_KR
,,ID_KS
,,ID_KT
628331,,ID_KU
7972246,,ID_LA
,,ID_MA
,,ID_MU
4702389,,ID_NB
5070746,,ID_NT
,,ID_PA
,,ID_PB
6344402,,ID_RI
,,ID_SA
5131882,,ID_SB
,,ID_SG
,,ID_SN
,,ID_SR
10675862,,ID_SS
2633420,,ID_ST
13527937,,ID_SU
3542078,,ID_YO
6197100,,IE
9187000,0.903,IL
85888,,IM
1326093247,0.64,IN
356152,,IN_AN
49386799,,IN_AP
1383727,,IN_AR
31205576,,IN_AS
104099452,,IN_BR
1055450,,IN_CH
25545198,,IN_CT
243247,,IN_DD
26495000,,IN_DL
342853,,IN_DN
1458545,,IN_GA
60439692,,IN_GJ
6864602,,IN_HP
27761063,,IN_HR
32988134,,IN_JH
12258433,,IN_JK
61095297,,IN_KA
34523726,,IN_KL
274289,,IN_LA
60595,,IN_LD
112374333,,IN_MH
3211000,0.585,IN_ML
2855794,,IN_MN
72626809,,IN_MP
1097206,,IN_MZ
1978502,,IN_NL
41974218,,IN_OR
27704236,,IN_PB
973829,,IN_PY
68548437,,IN_RJ
610577,,IN_SK
35193978,,IN_TG
72147030,,IN_TN
3658000,,IN_TR
199812341,,IN_UP
10086292,,IN_UT
91276115,,IN_WB
0,,IO
38274618,0.685,IQ
79966230,0.798,IR
364260,0.935,IS
60317000,0.88,IT
4356406,,IT_21
125666,,IT_23
10067494,,IT_25
4905854,,IT_34
1215220,,IT_36
1550640,,IT_42
4459477,0.909,IT_45
3729641,,IT_52
882015,,IT_55
1522608,,IT_57
5879082,,IT_62
1308451,,IT_65
304285,,IT_67
5786373,,IT_72
4029053,,IT_75
562869,,IT_77
1947131,,IT_78
4983478,,IT_82
1639591,,IT_88
531178,,IT_BZ
541380,,IT_TN
105500,,JE
2890299,0.732,JM
10428241,0.735,JO
124776364,0.909,JP
5273681,,JP_01
1249314,,JP_02
1226430,,JP_03
2303160,,JP_04
965927,,JP_05
1077057,,JP_06
1844173,,JP_07
2868041,,JP_08
1942312,,JP_09
1937626,,JP_10
7337330,,JP_11
6279026,,JP_12
13942856,,JP_13
9200166,,JP_14
2222004,,JP_15
1042998,,JP_16
1137181,,JP_17
767742,,JP_18
812056,,JP_19
2049653,,JP_20
1991390,,JP_21
3639226,,JP_22
7549594,,JP_23
1781948,,JP_24
1413959,,JP_25
2583140,,JP_26
8823453,,JP_27
5463609,,JP_28
1331330,,JP_29
923721,,JP_30
555663,,JP_31
673891,,JP_32
1891346,,JP_33
2811410,,JP_34
1355495,,JP_35
728633,,JP_36
956069,,JP_37
1338811,,JP_38
697674,,JP_39
5110113,,JP_40
814211,,JP_41
1325205,,JP_42
1746740,,JP_43
1134431,,JP_44
1071723,,JP_45
1601711,,JP_46
1457162,,JP_47
47564296,0.59,KE
6201500,0.672,KG
16005373,0.582,KH
116398,0.612,KI
823652,0.503,KM
55345,0.778,KN
24052231,,KP
51270000,0.903,KR
9806538,,KR_11
3453198,,KR_26
2518467,,KR_27
2936117,,KR_28
1490092,,KR_29
1511214,,KR_30
1150116,,KR_31
13103188,,KR_41
1520391,,KR_42
1620935,,KR_43
2181416,,KR_44
1818157,,KR_45
1790352,,KR_46
2672902,,KR_47
3350350,,KR_48
658282,,KR_49
312374,,KR_50
4600000,0.803,KW
65813,,KY
18276500,0.8,KZ
6858160,0.601,LA
6100075,0.757,LB
178844,0.747,LC
37922,0.916,LI
21444000,0.77,LK
4731906,0.435,LR
2233339,0.52,LS
2794329,0.858,LT
626108,0.904,LU
1909000,0.847,LV
6678567,0.706,LY
36029138,0.667,MA
38695,,MC
2550900,0.7,MD
622359,0.814,ME
25570895,0.519,MG
53127,0.708,MH
,,MK
18541980,0.427,ML
53370609,0.578,MM
3075647,0.741,MN
642900,,MO
55144,,MP
372594,,MQ
4420184,0.52,MR
5215,,MS
465292,0.878,MT
1264613,0.79,MU
436330,0.717,MV
18622104,0.477,MW
130526945,0.774,MX
1312544,,MX_AGU
3315766,,MX_BCN
637026,,MX_BCS
899931,,MX_CAM
3556574,,MX_CHH
5217908,,MX_CHP
8918653,,MX_CMX
2954915,,MX_COA
650555,,MX_COL
1754754,,MX_DUR
3533251,,MX_GRO
5853677,,MX_GUA
2858359,0.723,MX_HID
7844830,,MX_JAL
16187608,,MX_MEX
4584471,,MX_MIC
1777227,,MX_MOR
1223797,,MX_NAY
5189970,,MX_NLE
3967889,,MX_OAX
6168883,,MX_PUE
2038372,,MX_QUE
1325578,,MX_ROO
2966700,,MX_SIN
2717820,,MX_SLP
2850330,,MX_SON
2395272,,MX_TAB
3441698,,MX_TAM
1272847,,MX_TLA
8112505,,MX_VER
2097175,,MX_YUC
1690868,,MX_ZAC
31624264,0.802,MY
3348283,,MY_01
1890098,,MY_02
1459994,,MY_03
788706,,MY_04
997071,,MY_05
1443365,,MY_06
1889839,,MY_07
2258428,,MY_08
227025,,MY_09
5411324,,MY_10
1015776,,MY_11
3117405,,MY_12
2790000,,MY_13
7590000,,MY_14
83920,,MY_15
67964,,MY_16
29668834,0.437,MZ
2533794,0.647,NA
278500,,NC
21477348,0.354,NE
1748,,NF
190886311,0.532,NG
6217581,0.658,NI
249700,,NI_AN
369254,,NI_AS
178582,,NI_BO
186898,,NI_CA
423062,,NI_CI
153932,,NI_CO
201548,,NI_ES
190600,,NI_GR
452973,,NI_JI
355779,,NI_LE
132459,,NI_MD
,,NI_MN
,,NI_MS
,,NI_MT
208523,,NI_NS
,,NI_RI
95596,,NI_SJ
17282163,0.931,NL
491792,,NL_DR
67963,,NL_DR_0106
35483,,NL_DR_0109
107113,,NL_DR_0114
55662,,NL_DR_0118
32860,,NL_DR_0119
25386,,NL_DR_1680
25372,,NL_DR_1681
24110,,NL_DR_1690
31290,,NL_DR_1699
19348,,NL_DR_1701
33698,,NL_DR_1730
33178,,NL_DR_1731
399893,,NL_FL
207904,,NL_FL_0034
22309,,NL_FL_0050
46849,,NL_FL_0171
20776,,NL_FL_0184
40815,,NL_FL_0303
77893,,NL_FL_0995
646317,,NL_FR
27852,,NL_FR_0059
3673,,NL_FR_0060
15822,,NL_FR_0072
50257,,NL_FR_0074
92146,,NL_FR_0080
25497,,NL_FR_0085
29723,,NL_FR_0086
936,,NL_FR_0088
55938,,NL_FR_0090
4890,,NL_FR_0093
1138,,NL_FR_0096
25840,,NL_FR_0098
31780,,NL_FR_0737
18923,,NL_FR_1891
89710,,NL_FR_1900
51430,,NL_FR_1940
46039,,NL_FR_1949
45181,,NL_FR_1970
2019692,,NL_GE
26909,,NL_GE_0197
162445,,NL_GE_0200
159265,,NL_GE_0202
57971,,NL_GE_0203
25882,,NL_GE_0209
20698,,NL_GE_0213
26568,,NL_GE_0214
28555,,NL_GE_0216
11148,,NL_GE_0221
57555,,NL_GE_0222
18797,,NL_GE_0225
25332,,NL_GE_0226
115710,,NL_GE_0228
23086,,NL_GE_0230
33145,,NL_GE_0232
26858,,NL_GE_0233
47581,,NL_GE_0243
12173,,NL_GE_0244
18546,,NL_GE_0246
16486,,NL_GE_0252
33590,,NL_GE_0262
24693,,NL_GE_0263
42943,,NL_GE_0267
176731,,NL_GE_0268
23598,,NL_GE_0269
24198,,NL_GE_0273
31302,,NL_GE_0274
43640,,NL_GE_0275
1654,,NL_GE_0277
9873,,NL_GE_0279
41978,,NL_GE_0281
24417,,NL_GE_0285
38774,,NL_GE_0289
14944,,NL_GE_0293
28903,,NL_GE_0294
40951,,NL_GE_0296
28451,,NL_GE_0297
43488,,NL_GE_0299
47423,,NL_GE_0301
27481,,NL_GE_0302
19076,,NL_GE_0668
39473,,NL_GE_1509
29704,,NL_GE_1586
46475,,NL_GE_1705
47543,,NL_GE_1734
24034,,NL_GE_1740
43904,,NL_GE_1859
36212,,NL_GE_1876
34798,,NL_GE_1945
36026,,NL_GE_1955
50697,,NL_GE_1960
582728,,NL_GR
11721,,NL_GR_0003
24716,,NL_GR_0010
200952,,NL_GR_0014
9614,,NL_GR_0024
31789,,NL_GR_0037
27491,,NL_GR_0047
12214,,NL_GR_0765
38129,,NL_GR_1895
25199,,NL_GR_1950
60899,,NL_GR_1952
47888,,NL_GR_1966
63031,,NL_GR_1969
1120006,,NL_LI
37591,,NL_LI_0882
,,NL_LI_0888
13519,,NL_LI_0889
13140,,NL_LI_0893
28103,,NL_LI_0899
17071,,NL_LI_0907
86832,,NL_LI_0917
45642,,NL_LI_0928
121565,,NL_LI_0935
18923,,NL_LI_0938
7806,,NL_LI_0944
17001,,NL_LI_0946
57308,,NL_LI_0957
10516,,NL_LI_0965
24961,,NL_LI_0971
10092,,NL_LI_0981
101603,,NL_LI_0983
43326,,NL_LI_0984
12452,,NL_LI_0986
49842,,NL_LI_0988
16470,,NL_LI_0994
42291,,NL_LI_1507
35681,,NL_LI_1640
23716,,NL_LI_1641
20615,,NL_LI_1669
31638,,NL_LI_1711
14246,,NL_LI_1729
92661,,NL_LI_1883
43311,,NL_LI_1894
25658,,NL_LI_1903
35727,,NL_LI_1954
2256848,,NL_NB
16710,,NL_NB_0743
6847,,NL_NB_0744
66445,,NL_NB_0748
29821,,NL_NB_0753
10588,,NL_NB_0755
29065,,NL_NB_0756
30747,,NL_NB_0757
183456,,NL_NB_0758
32362,,NL_NB_0762
26051,,NL_NB_0766
19110,,NL_NB_0770
231642,,NL_NB_0772
43774,,NL_NB_0777
21515,,NL_NB_0779
26431,,NL_NB_0784
23793,,NL_NB_0785
12483,,NL_NB_0786
14195,,NL_NB_0788
91524,,NL_NB_0794
143782,,NL_NB_0796
44135,,NL_NB_0797
15334,,NL_NB_0798
23327,,NL_NB_0809
10891,,NL_NB_0815
23186,,NL_NB_0820
18623,,NL_NB_0823
26140,,NL_NB_0824
55616,,NL_NB_0826
91451,,NL_NB_0828
22572,,NL_NB_0840
28991,,NL_NB_0845
19322,,NL_NB_0847
16904,,NL_NB_0848
25054,,NL_NB_0851
217259,,NL_NB_0855
41782,,NL_NB_0856
30910,,NL_NB_0858
45337,,NL_NB_0861
26396,,NL_NB_0865
17247,,NL_NB_0866
48240,,NL_NB_0867
21866,,NL_NB_0873
21612,,NL_NB_0879
30447,,NL_NB_1652
30194,,NL_NB_1655
15964,,NL_NB_1658
22333,,NL_NB_1659
13060,,NL_NB_1667
76959,,NL_NB_1674
24931,,NL_NB_1684
15529,,NL_NB_1685
11606,,NL_NB_1702
20440,,NL_NB_1706
36961,,NL_NB_1709
27150,,NL_NB_1719
30806,,NL_NB_1721
10149,,NL_NB_1723
18491,,NL_NB_1724
20175,,NL_NB_1728
39595,,NL_NB_1771
80815,,NL_NB_1948
55386,,NL_NB_1959
2813466,,NL_NH
31728,,NL_NH_0358
108558,,NL_NH_0361
90838,,NL_NH_0362
860124,,NL_NH_0363
9748,,NL_NH_0370
29974,,NL_NH_0373
41176,,NL_NH_0375
11202,,NL_NH_0376
23410,,NL_NH_0377
35772,,NL_NH_0383
29196,,NL_NH_0384
36099,,NL_NH_0385
18507,,NL_NH_0388
161265,,NL_NH_0392
154235,,NL_NH_0394
39164,,NL_NH_0396
27286,,NL_NH_0397
56742,,NL_NH_0398
23464,,NL_NH_0399
55604,,NL_NH_0400
90238,,NL_NH_0402
73080,,NL_NH_0405
41273,,NL_NH_0406
11488,,NL_NH_0415
27992,,NL_NH_0416
11195,,NL_NH_0417
44809,,NL_NH_0420
9757,,NL_NH_0431
11779,,NL_NH_0432
13916,,NL_NH_0437
80117,,NL_NH_0439
46553,,NL_NH_0441
13547,,NL_NH_0448
13528,,NL_NH_0450
29168,,NL_NH_0451
68348,,NL_NH_0453
19334,,NL_NH_0457
17011,,NL_NH_0473
155885,,NL_NH_0479
19597,,NL_NH_0498
21706,,NL_NH_0532
17315,,NL_NH_0852
16329,,NL_NH_0880
22738,,NL_NH_1598
24013,,NL_NH_1696
47815,,NL_NH_1911
57715,,NL_NH_1942
1142360,,NL_OV
72849,,NL_OV_0141
23210,,NL_OV_0147
28499,,NL_OV_0148
99957,,NL_OV_0150
158986,,NL_OV_0153
24277,,NL_OV_0158
59689,,NL_OV_0160
35808,,NL_OV_0163
80683,,NL_OV_0164
52398,,NL_OV_0166
22622,,NL_OV_0168
31840,,NL_OV_0173
17813,,NL_OV_0175
37511,,NL_OV_0177
17003,,NL_OV_0180
21276,,NL_OV_0183
24351,,NL_OV_0189
127497,,NL_OV_0193
33792,,NL_OV_1700
43940,,NL_OV_1708
34940,,NL_OV_1735
38300,,NL_OV_1742
18071,,NL_OV_1773
26350,,NL_OV_1774
22503,,NL_OV_1896
1253672,,NL_UT
156286,,NL_UT_0307
24767,,NL_UT_0308
42824,,NL_UT_0310
15192,,NL_UT_0312
21576,,NL_UT_0313
9113,,NL_UT_0317
49911,,NL_UT_0321
30030,,NL_UT_0327
