total_pruid,subregion1_name,date,total_confirmed,total_numprob,total_deceased,total_numtotal,total_tested,total_recovered,total_percentrecover,total_ratetested,total_numtoday,total_percentoday,total_ratetotal,total_ratedeaths,total_deathstoday,total_percentdeath,total_testedtoday,total_recoveredtoday,total_percentactive,new_pruid,new_confirmed,new_numprob,new_deceased,new_numtotal,new_tested,new_recovered,new_percentrecover,new_ratetested,new_numtoday,new_percentoday,new_ratetotal,new_ratedeaths,new_deathstoday,new_percentdeath,new_testedtoday,new_recoveredtoday,new_percentactive,country_code,key
48,Alberta,2020-05-18,6683,0,128,6683,199237,5519,82.58,45578,39,0.59,152.88,2.928,1,1.92,2928,66,15.5,0,39,0,1,39,2928,66,0.51,670,-18,-0.28,0.89,0.023,0,0.01,-283,-10,-0.51,CA,CA_AB
48,Alberta,2020-05-19,6716,0,128,6716,201283,5584,83.14,46046,33,0.49,153.64,2.928,0,1.91,2046,65,14.95,0,33,0,0,33,2046,65,0.56,468,-6,-0.1,0.76,0,-1,-0.01,-882,-1,-0.55,CA,CA_AB
48,Alberta,2020-05-20,6716,0,128,6716,203397,5584,83.14,46530,0,0,153.64,2.928,0,1.91,2114,0,14.95,0,0,0,0,0,2114,0,0,484,-33,-0.49,0,0,0,0,68,-65,0,CA,CA_AB
48,Alberta,2020-05-21,6768,0,132,6768,205778,5710,84.37,47075,52,0.77,154.83,3.02,4,1.95,2381,126,13.68,0,52,0,4,52,2381,126,1.23,545,52,0.77,1.19,0.092,4,0.04,267,126,-1.27,CA,CA_AB
48,Alberta,2020-05-22,6800,0,134,6800,209412,5801,85.31,47906,32,0.47,155.56,3.065,2,1.97,3634,91,12.72,0,32,0,2,32,3634,91,0.94,831,-20,-0.3,0.73,0.045,-2,0.02,1253,-35,-0.96,CA,CA_AB
48,Alberta,2020-05-23,6818,0,135,6818,212724,5869,86.08,48664,18,0.26,155.97,3.088,1,1.98,3312,68,11.94,0,18,0,1,18,3312,68,0.77,758,-14,-0.21,0.41,0.023,-1,0.01,-322,-23,-0.78,CA,CA_AB
48,Alberta,2020-05-24,6860,0,135,6860,216168,5924,86.36,49451,42,0.62,156.93,3.088,0,1.97,3444,55,11.68,0,42,0,0,42,3444,55,0.28,787,24,0.36,0.96,0,-1,-0.01,132,-13,-0.26,CA,CA_AB
48,Alberta,2020-05-25,6879,0,138,6879,218740,5979,86.92,50040,19,0.28,157.37,3.157,3,2.01,2572,55,11.08,0,19,0,3,19,2572,55,0.56,589,-23,-0.34,0.44,0.069,3,0.04,-872,0,-0.6,CA,CA_AB
48,Alberta,2020-05-26,6901,0,139,6901,221173,6048,87.64,50596,22,0.32,157.87,3.18,1,2.01,2433,69,10.35,0,22,0,1,22,2433,69,0.72,556,3,0.04,0.5,0.023,-2,0,-139,14,-0.73,CA,CA_AB
48,Alberta,2020-05-27,6926,0,141,6926,223771,6106,88.16,51191,25,0.36,158.44,3.226,2,2.04,2598,58,9.8,0,25,0,2,25,2598,58,0.52,595,3,0.04,0.57,0.046,1,0.03,165,-11,-0.55,CA,CA_AB
48,Alberta,2020-05-28,6955,0,143,6955,226364,6160,88.57,51784,29,0.42,159.11,3.271,2,2.06,2593,54,9.37,0,29,0,2,29,2593,54,0.41,593,4,0.06,0.67,0.045,0,0.02,-5,-4,-0.43,CA,CA_AB
48,Alberta,2020-05-29,6979,0,143,6979,229675,6220,89.12,52541,24,0.35,159.65,3.271,0,2.05,3311,60,8.83,0,24,0,0,24,3311,60,0.55,757,-5,-0.07,0.54,0,-2,-0.01,718,6,-0.54,CA,CA_AB
48,Alberta,2020-05-30,6992,0,143,6992,232702,6245,89.32,53234,13,0.19,159.95,3.271,0,2.05,3027,25,8.64,0,13,0,0,13,3027,25,0.2,693,-11,-0.16,0.3,0,0,0,-284,-35,-0.19,CA,CA_AB
48,Alberta,2020-05-31,7010,0,143,7010,235415,6283,89.63,53854,18,0.26,160.36,3.271,0,2.04,2713,38,8.33,0,18,0,0,18,2713,38,0.31,620,5,0.07,0.41,0,0,-0.01,-314,13,-0.31,CA,CA_AB
48,Alberta,2020-06-01,7044,0,143,7044,237747,6501,92.29,54388,34,0.49,161.14,3.271,0,2.03,2332,218,5.68,0,34,0,0,34,2332,218,2.66,534,16,0.23,0.78,0,0,-0.01,-381,180,-2.65,CA,CA_AB
48,Alberta,2020-06-02,7057,0,143,7057,240477,6537,92.63,55012,13,0.18,161.44,3.271,0,2.03,2730,36,5.34,0,13,0,0,13,2730,36,0.34,624,-21,-0.31,0.3,0,0,0,398,-182,-0.34,CA,CA_AB
48,Alberta,2020-06-03,7076,0,145,7076,244780,6587,93.09,55997,19,0.27,161.87,3.317,2,2.05,4303,50,4.86,0,19,0,2,19,4303,50,0.46,985,6,0.09,0.43,0.046,2,0.02,1573,14,-0.48,CA,CA_AB
48,Alberta,2020-06-04,7091,0,146,7091,248423,6611,93.23,56830,15,0.21,162.22,3.34,1,2.06,3643,24,4.71,0,15,0,1,15,3643,24,0.14,833,-4,-0.06,0.35,0.023,-1,0.01,-660,-26,-0.15,CA,CA_AB
48,Alberta,2020-06-05,7098,0,146,7098,254050,6624,93.32,58118,7,0.1,162.38,3.34,0,2.06,5627,13,4.62,0,7,0,0,7,5627,13,0.09,1288,-8,-0.11,0.16,0,-1,0,1984,-11,-0.09,CA,CA_AB
48,Alberta,2020-06-06,7138,0,146,7138,259031,6656,93.25,59257,40,0.56,163.29,3.34,0,2.05,4981,32,4.71,0,40,0,0,40,4981,32,-0.07,1139,33,0.46,0.91,0,0,-0.01,-646,19,0.09,CA,CA_AB
48,Alberta,2020-06-07,7138,0,146,7138,259031,6656,93.25,59257,0,0,163.29,3.34,0,2.05,0,0,4.71,0,0,0,0,0,0,0,0,0,-40,-0.56,0,0,0,0,-4981,-32,0,CA,CA_AB
48,Alberta,2020-06-08,7202,0,149,7202,268663,6698,93,61460,64,0.9,164.76,3.409,3,2.07,9632,42,4.93,0,64,0,3,64,9632,42,-0.25,2203,64,0.9,1.47,0.069,3,0.02,9632,42,0.22,CA,CA_AB
48,Alberta,2020-06-09,7229,0,151,7229,272967,6722,92.99,62445,27,0.37,165.37,3.454,2,2.09,4304,24,4.92,0,27,0,2,27,4304,24,-0.01,985,-37,-0.53,0.61,0.045,-1,0.02,-5328,-18,-0.01,CA,CA_AB
48,Alberta,2020-06-10,7276,0,151,7276,278556,6754,92.83,63724,47,0.65,166.45,3.454,0,2.08,5589,32,5.1,0,47,0,0,47,5589,32,-0.16,1279,20,0.28,1.08,0,-2,-0.01,1285,8,0.18,CA,CA_AB
48,Alberta,2020-06-11,7316,0,149,7316,284788,6788,92.78,65149,40,0.55,167.36,3.409,-2,2.04,6232,34,5.18,0,40,0,-2,40,6232,34,-0.05,1425,-7,-0.1,0.91,-0.045,-2,-0.04,643,2,0.08,CA,CA_AB
48,Alberta,2020-06-12,7346,0,149,7346,291329,6811,92.72,66646,30,0.41,168.05,3.409,0,2.03,6541,23,5.25,0,30,0,0,30,6541,23,-0.06,1497,-10,-0.14,0.69,0,2,-0.01,309,-11,0.07,CA,CA_AB
48,Alberta,2020-06-13,7383,0,150,7383,297108,6830,92.51,67968,37,0.5,168.9,3.431,1,2.03,5779,19,5.46,0,37,0,1,37,5779,19,-0.21,1322,7,0.09,0.85,0.022,1,0,-762,-4,0.21,CA,CA_AB
48,Alberta,2020-06-14,7433,0,150,7433,303912,6861,92.3,69524,50,0.68,170.04,3.431,0,2.02,6804,31,5.68,0,50,0,0,50,6804,31,-0.21,1556,13,0.18,1.14,0,-1,-0.01,1025,12,0.22,CA,CA_AB
48,Alberta,2020-06-15,7453,0,151,7453,306887,6862,92.07,70205,20,0.27,170.5,3.454,1,2.03,2975,1,5.9,0,20,0,1,20,2975,1,-0.23,681,-30,-0.41,0.46,0.023,1,0.01,-3829,-30,0.22,CA,CA_AB
48,Alberta,2020-06-16,7482,0,151,7482,312351,6882,91.98,71455,29,0.39,171.16,3.454,0,2.02,5464,20,6,0,29,0,0,29,5464,20,-0.09,1250,9,0.12,0.66,0,-1,-0.01,2489,19,0.1,CA,CA_AB
48,Alberta,2020-06-17,7530,0,151,7530,318276,6893,91.54,72810,48,0.64,172.26,3.454,0,2.01,5925,11,6.45,0,48,0,0,48,5925,11,-0.44,1355,19,0.25,1.1,0,0,-0.01,461,-9,0.45,CA,CA_AB
48,Alberta,2020-06-18,7579,0,152,7579,324964,6938,91.54,74340,49,0.65,173.38,3.477,1,2.01,6688,45,6.45,0,49,0,1,49,6688,45,0,1530,1,0.01,1.12,0.023,1,0,763,34,0,CA,CA_AB
48,Alberta,2020-06-19,7625,0,152,7625,332766,6961,91.29,76125,46,0.61,174.43,3.477,0,1.99,7802,23,6.71,0,46,0,0,46,7802,23,-0.25,1785,-3,-0.04,1.05,0,-1,-0.02,1114,-22,0.26,CA,CA_AB
48,Alberta,2020-06-20,7673,0,152,7673,339165,6996,91.18,77589,48,0.63,175.53,3.477,0,1.98,6399,35,6.84,0,48,0,0,48,6399,35,-0.11,1464,2,0.02,1.1,0,0,-0.01,-1403,12,0.13,CA,CA_AB
48,Alberta,2020-06-21,7704,0,152,7704,345952,7018,91.1,79141,31,0.4,176.24,3.477,0,1.97,6787,22,6.93,0,31,0,0,31,6787,22,-0.08,1552,-17,-0.23,0.71,0,0,-0.01,388,-13,0.09,CA,CA_AB
48,Alberta,2020-06-22,7736,0,153,7736,351622,7041,91.02,80438,32,0.42,176.97,3.5,1,1.98,5670,23,7.01,0,32,0,1,32,5670,23,-0.08,1297,1,0.02,0.73,0.023,1,0.01,-1117,1,0.08,CA,CA_AB
48,Alberta,2020-06-23,7781,0,153,7781,357139,7096,91.2,81701,45,0.58,178,3.5,0,1.97,5517,55,6.84,0,45,0,0,45,5517,55,0.18,1263,13,0.16,1.03,0,-1,-0.01,-153,32,-0.17,CA,CA_AB
59,British Columbia,2020-01-31,1,0,0,1,,,,,1,100,0.02,0,0,0,,,100,,,,,,,,,,,,,,,,,,,CA,CA_BC
59,British Columbia,2020-02-08,4,0,0,4,,,,,3,300,0.08,0,0,0,,,100,0,3,0,0,3,,,,,2,200,0.06,0,0,0,,,0,CA,CA_BC
59,British Columbia,2020-02-16,5,0,0,5,,,,,1,25,0.1,0,0,0,,,100,0,1,0,0,1,,,,,-2,-275,0.02,0,0,0,,,0,CA,CA_BC
59,British Columbia,2020-02-21,6,0,0,6,,,,,1,20,0.12,0,0,0,,,100,0,1,0,0,1,,,,,0,-5,0.02,0,0,0,,,0,CA,CA_BC
59,British Columbia,2020-02-24,6,0,0,6,,,,,0,0,0.12,0,0,0,,,100,0,0,0,0,0,,,,,-1,-20,0,0,0,0,,,0,CA,CA_BC
