total_pruid,subregion1_name,date,total_confirmed,total_numprob,total_deceased,total_numtotal,total_tested,total_recovered,total_percentrecover,total_ratetested,total_numtoday,total_percentoday,total_ratetotal,total_ratedeaths,total_deathstoday,total_percentdeath,total_testedtoday,total_recoveredtoday,total_percentactive,new_pruid,new_confirmed,new_numprob,new_deceased,new_numtotal,new_tested,new_recovered,new_percentrecover,new_ratetested,new_numtoday,new_percentoday,new_ratetotal,new_ratedeaths,new_deathstoday,new_percentdeath,new_testedtoday,new_recoveredtoday,new_percentactive,country_code,key
12,Nova Scotia,2020-03-17,0,5,0,5,1075,,,1107,2,66.67,0.51,0,0,0,0,,100,0,0,2,0,2,0,,,0,-1,66.67,0.2,0,0,0,-594,,0,CA,CA_NS
12,Nova Scotia,2020-03-18,1,6,0,7,1278,,,1316,2,40,0.72,0,0,0,203,,100,0,1,1,0,2,203,,,209,0,-26.67,0.21,0,0,0,203,,0,CA,CA_NS
12,Nova Scotia,2020-03-19,5,9,0,14,1520,,,1565,7,100,1.44,0,0,0,242,,100,0,4,3,0,7,242,,,249,5,60,0.72,0,0,0,39,,0,CA,CA_NS
12,Nova Scotia,2020-03-20,5,10,0,15,1647,,,1695,1,7.14,1.54,0,0,0,127,,100,0,0,1,0,1,127,,,130,-6,-92.86,0.1,0,0,0,-115,,0,CA,CA_NS
12,Nova Scotia,2020-03-21,9,12,0,21,1956,,,2014,6,40,2.16,0,0,0,309,,100,0,4,2,0,6,309,,,319,5,32.86,0.62,0,0,0,182,,0,CA,CA_NS
12,Nova Scotia,2020-03-22,28,0,0,28,2210,,,2275,7,33.33,2.88,0,0,0,254,,100,0,19,-12,0,7,254,,,261,1,-6.67,0.72,0,0,0,-55,,0,CA,CA_NS
12,Nova Scotia,2020-03-23,41,0,0,41,2408,,,2479,13,46.43,4.22,0,0,0,198,,100,0,13,0,0,13,198,,,204,6,13.1,1.34,0,0,0,-56,,0,CA,CA_NS
12,Nova Scotia,2020-03-24,51,0,0,51,2641,,,2719,10,24.39,5.25,0,0,0,233,,100,0,10,0,0,10,233,,,240,-3,-22.04,1.03,0,0,0,35,,0,CA,CA_NS
12,Nova Scotia,2020-03-25,68,0,0,68,3008,,,3097,17,33.33,7,0,0,0,367,,100,0,17,0,0,17,367,,,378,7,8.94,1.75,0,0,0,134,,0,CA,CA_NS
12,Nova Scotia,2020-03-26,73,0,0,73,3417,2,2.74,3518,5,7.35,7.51,0,0,0,409,2,97.26,0,5,0,0,5,409,,,421,-12,-25.98,0.51,0,0,0,42,,-2.74,CA,CA_NS
12,Nova Scotia,2020-03-27,90,0,0,90,3946,2,2.22,4062,17,23.29,9.27,0,0,0,529,0,97.78,0,17,0,0,17,529,0,-0.52,544,12,15.94,1.76,0,0,0,120,-2,0.52,CA,CA_NS
12,Nova Scotia,2020-03-28,110,0,0,110,4487,4,3.64,4619,20,22.22,11.32,0,0,0,541,2,96.36,0,20,0,0,20,541,2,1.42,557,3,-1.07,2.05,0,0,0,12,2,-1.42,CA,CA_NS
12,Nova Scotia,2020-03-29,122,0,0,122,4984,4,3.28,5131,12,10.91,12.56,0,0,0,497,0,96.72,0,12,0,0,12,497,0,-0.36,512,-8,-11.31,1.24,0,0,0,-44,-2,0.36,CA,CA_NS
12,Nova Scotia,2020-03-30,127,0,0,127,5492,10,7.87,5654,5,4.1,13.07,0,0,0,508,6,92.13,0,5,0,0,5,508,6,4.59,523,-7,-6.81,0.51,0,0,0,11,6,-4.59,CA,CA_NS
12,Nova Scotia,2020-03-31,147,0,0,147,6614,10,6.8,6809,20,15.75,15.13,0,0,0,1122,0,93.2,0,20,0,0,20,1122,0,-1.07,1155,15,11.65,2.06,0,0,0,614,-6,1.07,CA,CA_NS
12,Nova Scotia,2020-04-01,173,0,0,173,7405,11,6.36,7623,26,17.69,17.81,0,0,0,791,1,93.64,0,26,0,0,26,791,1,-0.44,814,6,1.94,2.68,0,0,0,-331,1,0.44,CA,CA_NS
12,Nova Scotia,2020-04-02,193,0,0,193,8059,16,8.29,8296,20,11.56,19.87,0,0,0,654,5,91.71,0,20,0,0,20,654,5,1.93,673,-6,-6.13,2.06,0,0,0,-137,4,-1.93,CA,CA_NS
12,Nova Scotia,2020-04-03,207,0,0,207,8799,,,9058,14,7.25,21.31,0,0,0,740,,100,0,14,0,0,14,740,0,0,762,-6,-4.31,1.44,0,0,0,86,0,8.29,CA,CA_NS
12,Nova Scotia,2020-04-04,236,0,0,236,9722,,,10008,29,14.01,24.29,0,0,0,923,,100,0,29,0,0,29,923,0,0,950,15,6.76,2.98,0,0,0,183,0,0,CA,CA_NS
12,Nova Scotia,2020-04-05,262,0,0,262,10084,50,19.08,10381,26,11.02,26.97,0,0,0,362,50,80.92,0,26,0,0,26,362,34,10.79,373,-3,-2.99,2.68,0,0,0,-561,45,-19.08,CA,CA_NS
12,Nova Scotia,2020-04-06,293,0,0,293,10738,64,21.84,11054,31,11.83,30.16,0,0,0,654,14,78.16,0,31,0,0,31,654,14,2.76,673,5,0.81,3.19,0,0,0,292,-36,-2.76,CA,CA_NS
12,Nova Scotia,2020-04-07,310,0,0,310,11559,,,11899,17,5.8,31.91,0,0,0,821,,100,0,17,0,0,17,821,0,0,845,-14,-6.03,1.75,0,0,0,167,0,21.84,CA,CA_NS
12,Nova Scotia,2020-04-08,342,0,1,342,12072,,,12427,32,10.32,35.21,0.103,1,0.29,513,,99.71,0,32,0,1,32,513,0,0,528,15,4.52,3.3,0.103,1,0.29,-308,0,-0.29,CA,CA_NS
12,Nova Scotia,2020-04-09,373,0,2,373,13045,,,13429,31,9.06,38.4,0.206,1,0.54,973,,99.46,0,31,0,1,31,973,0,0,1002,-1,-1.26,3.19,0.103,0,0.25,460,0,-0.25,CA,CA_NS
12,Nova Scotia,2020-04-10,407,0,2,407,13881,,,14290,34,9.12,41.9,0.206,0,0.49,836,,99.51,0,34,0,0,34,836,0,0,861,3,0.06,3.5,0,-1,-0.05,-137,0,0.05,CA,CA_NS
12,Nova Scotia,2020-04-11,428,0,2,428,14511,,,14938,21,5.16,44.06,0.206,0,0.47,630,,99.53,0,21,0,0,21,630,0,0,648,-13,-3.96,2.16,0,0,-0.02,-206,0,0.02,CA,CA_NS
12,Nova Scotia,2020-04-12,445,0,2,445,15329,,,15780,17,3.97,45.81,0.206,0,0.45,818,,99.55,0,17,0,0,17,818,0,0,842,-4,-1.19,1.75,0,0,-0.02,188,0,0.02,CA,CA_NS
12,Nova Scotia,2020-04-13,474,0,3,474,16548,,,17035,29,6.52,48.8,0.309,1,0.63,1219,,99.37,0,29,0,1,29,1219,0,0,1255,12,2.55,2.99,0.103,1,0.18,401,0,-0.18,CA,CA_NS
12,Nova Scotia,2020-04-14,517,0,3,517,17477,,,17992,43,9.07,53.22,0.309,0,0.58,929,,99.42,0,43,0,0,43,929,0,0,957,14,2.55,4.42,0,-1,-0.05,-290,0,0.05,CA,CA_NS
12,Nova Scotia,2020-04-15,549,0,3,549,18245,,,18782,32,6.19,56.52,0.309,0,0.55,768,,99.45,0,32,0,0,32,768,0,0,790,-11,-2.88,3.3,0,0,-0.03,-161,0,0.03,CA,CA_NS
12,Nova Scotia,2020-04-16,579,0,3,579,19239,,,19806,30,5.46,59.61,0.309,0,0.52,994,,99.48,0,30,0,0,30,994,0,0,1024,-2,-0.73,3.09,0,0,-0.03,226,0,0.03,CA,CA_NS
12,Nova Scotia,2020-04-17,606,0,4,606,20432,,,21034,27,4.66,62.38,0.412,1,0.66,1193,,99.34,0,27,0,1,27,1193,0,0,1228,-3,-0.8,2.77,0.103,1,0.14,199,0,-0.14,CA,CA_NS
12,Nova Scotia,2020-04-18,649,0,7,649,21363,184,28.35,21992,43,7.1,66.81,0.721,3,1.08,931,184,70.57,0,43,0,3,43,931,120,6.51,958,16,2.44,4.43,0.309,2,0.42,-262,170,-28.77,CA,CA_NS
12,Nova Scotia,2020-04-19,675,0,9,675,22029,200,29.63,22678,26,4.01,69.49,0.927,2,1.33,666,16,69.04,0,26,0,2,26,666,16,1.28,686,-17,-3.09,2.68,0.206,-1,0.25,-265,-168,-1.53,CA,CA_NS
12,Nova Scotia,2020-04-20,721,0,9,721,22669,248,34.4,23337,46,6.81,74.22,0.927,0,1.25,640,48,64.36,0,46,0,0,46,640,48,4.77,659,20,2.8,4.73,0,-2,-0.08,-26,32,-4.68,CA,CA_NS
12,Nova Scotia,2020-04-21,737,0,10,737,23261,286,38.81,23946,16,2.22,75.87,1.029,1,1.36,592,38,59.84,0,16,0,1,16,592,38,4.41,609,-30,-4.59,1.65,0.102,1,0.11,-48,-10,-4.52,CA,CA_NS
12,Nova Scotia,2020-04-22,772,0,12,772,24155,330,42.75,24866,35,4.75,79.47,1.235,2,1.55,894,44,55.7,0,35,0,2,35,894,44,3.94,920,19,2.53,3.6,0.206,1,0.19,302,6,-4.14,CA,CA_NS
12,Nova Scotia,2020-04-23,827,0,16,827,24884,358,43.29,25617,55,7.12,85.14,1.647,4,1.93,729,28,54.78,0,55,0,4,55,729,28,0.54,751,20,2.37,5.67,0.412,2,0.38,-165,-16,-0.92,CA,CA_NS
12,Nova Scotia,2020-04-24,850,0,16,850,25658,392,46.12,26414,23,2.78,87.5,1.647,0,1.88,774,34,52,0,23,0,0,23,774,34,2.83,797,-32,-4.34,2.36,0,-4,-0.05,45,6,-2.78,CA,CA_NS
12,Nova Scotia,2020-04-25,865,0,22,865,26320,412,47.63,27095,15,1.76,89.05,2.265,6,2.54,662,20,49.83,0,15,0,6,15,662,20,1.51,681,-8,-1.02,1.55,0.618,6,0.66,-112,-14,-2.17,CA,CA_NS
12,Nova Scotia,2020-04-26,873,0,24,873,26871,439,50.29,27662,8,0.92,89.87,2.471,2,2.75,551,27,46.96,0,8,0,2,8,551,27,2.66,567,-7,-0.84,0.82,0.206,-4,0.21,-111,7,-2.87,CA,CA_NS
12,Nova Scotia,2020-04-27,900,0,24,900,27437,509,56.56,28245,27,3.09,92.65,2.471,0,2.67,566,70,40.78,0,27,0,0,27,566,70,6.27,583,19,2.17,2.78,0,-2,-0.08,15,43,-6.18,CA,CA_NS
12,Nova Scotia,2020-04-28,915,0,27,915,28108,522,57.05,28936,15,1.67,94.19,2.78,3,2.95,671,13,40,0,15,0,3,15,671,13,0.49,691,-12,-1.42,1.54,0.309,3,0.28,105,-57,-0.78,CA,CA_NS
12,Nova Scotia,2020-04-29,935,0,28,935,28731,529,56.58,29577,20,2.19,96.25,2.882,1,2.99,623,7,40.43,0,20,0,1,20,623,7,-0.47,641,5,0.52,2.06,0.102,-2,0.04,-48,-6,0.43,CA,CA_NS
12,Nova Scotia,2020-04-30,947,0,28,947,29421,545,57.55,30287,12,1.28,97.49,2.882,0,2.96,690,16,39.49,0,12,0,0,12,690,16,0.97,710,-8,-0.91,1.24,0,-1,-0.03,67,9,-0.94,CA,CA_NS
12,Nova Scotia,2020-05-01,959,0,29,959,30149,592,61.73,31037,12,1.27,98.72,2.985,1,3.02,728,47,35.25,0,12,0,1,12,728,47,4.18,750,0,-0.01,1.23,0.103,1,0.06,38,31,-4.24,CA,CA_NS
12,Nova Scotia,2020-05-02,963,0,31,963,30774,609,63.24,31680,4,0.42,99.14,3.191,2,3.22,625,17,33.54,0,4,0,2,4,625,17,1.51,643,-8,-0.85,0.42,0.206,1,0.2,-103,-30,-1.71,CA,CA_NS
12,Nova Scotia,2020-05-03,971,0,37,971,31192,624,64.26,32111,8,0.83,99.96,3.809,6,3.81,418,15,31.93,0,8,0,6,8,418,15,1.02,431,4,0.41,0.82,0.618,4,0.59,-207,-2,-1.61,CA,CA_NS
12,Nova Scotia,2020-05-04,985,0,38,985,31571,638,64.77,32501,14,1.44,101.4,3.912,1,3.86,379,14,31.37,0,14,0,1,14,379,14,0.51,390,6,0.61,1.44,0.103,-5,0.05,-39,-1,-0.56,CA,CA_NS
12,Nova Scotia,2020-05-05,991,0,41,991,32146,652,65.79,33093,6,0.61,102.02,4.221,3,4.14,575,14,30.07,0,6,0,3,6,575,14,1.02,592,-8,-0.83,0.62,0.309,2,0.28,196,0,-1.3,CA,CA_NS
12,Nova Scotia,2020-05-06,998,0,41,998,32869,661,66.23,33837,7,0.71,102.74,4.221,0,4.11,723,9,29.66,0,7,0,0,7,723,9,0.44,744,1,0.1,0.72,0,-3,-0.03,148,-5,-0.41,CA,CA_NS
12,Nova Scotia,2020-05-07,1007,0,44,1007,33541,708,70.31,34529,9,0.9,103.67,4.53,3,4.37,672,47,25.32,0,9,0,3,9,672,47,4.08,692,2,0.19,0.93,0.309,3,0.26,-51,38,-4.34,CA,CA_NS
12,Nova Scotia,2020-05-08,1008,0,46,1008,34081,722,71.63,35085,1,0.1,103.77,4.735,2,4.56,540,14,23.81,0,1,0,2,1,540,14,1.32,556,-8,-0.8,0.1,0.205,-1,0.19,-132,-33,-1.51,CA,CA_NS
12,Nova Scotia,2020-05-09,1011,0,47,1011,34531,743,73.49,35548,3,0.3,104.08,4.838,1,4.65,450,21,21.86,0,3,0,1,3,450,21,1.86,463,2,0.2,0.31,0.103,-1,0.09,-90,7,-1.95,CA,CA_NS
12,Nova Scotia,2020-05-10,1018,0,47,1018,34820,749,73.58,35845,7,0.69,104.8,4.838,0,4.62,289,6,21.81,0,7,0,0,7,289,6,0.09,297,4,0.39,0.72,0,-1,-0.03,-161,-15,-0.05,CA,CA_NS
12,Nova Scotia,2020-05-11,1019,0,48,1019,35023,767,75.27,36054,1,0.1,104.9,4.941,1,4.71,203,18,20.02,0,1,0,1,1,203,18,1.69,209,-6,-0.59,0.1,0.103,1,0.09,-86,12,-1.79,CA,CA_NS
12,Nova Scotia,2020-05-12,1020,0,48,1020,35430,864,84.71,36473,1,0.1,105,4.941,0,4.71,407,97,10.59,0,1,0,0,1,407,97,9.44,419,0,0,0.1,0,-1,0,204,79,-9.43,CA,CA_NS
12,Nova Scotia,2020-05-13,1024,0,51,1024,35811,870,84.96,36866,4,0.39,105.42,5.25,3,4.98,381,6,10.06,0,4,0,3,4,381,6,0.25,393,3,0.29,0.42,0.309,3,0.27,-26,-91,-0.53,CA,CA_NS
12,Nova Scotia,2020-05-14,1026,0,51,1026,36192,909,88.6,37258,2,0.2,105.62,5.25,0,4.97,381,39,6.43,0,2,0,0,2,381,39,3.64,392,-2,-0.19,0.2,0,-3,-0.01,0,33,-3.63,CA,CA_NS
12,Nova Scotia,2020-05-15,1034,0,55,1034,36587,918,88.78,37664,8,0.78,106.44,5.662,4,5.32,395,9,5.9,0,8,0,4,8,395,9,0.18,406,6,0.58,0.82,0.412,4,0.35,14,-30,-0.53,CA,CA_NS
12,Nova Scotia,2020-05-16,1037,0,55,1037,36916,930,89.68,38003,3,0.29,106.75,5.662,0,5.3,329,12,5.01,0,3,0,0,3,329,12,0.9,339,-5,-0.49,0.31,0,-4,-0.02,-66,3,-0.89,CA,CA_NS
12,Nova Scotia,2020-05-17,1040,0,55,1040,37183,938,90.19,38278,3,0.29,107.06,5.662,0,5.29,267,8,4.52,0,3,0,0,3,267,8,0.51,275,0,0,0.31,0,0,-0.01,-62,-4,-0.49,CA,CA_NS
12,Nova Scotia,2020-05-18,1043,0,55,1043,37406,946,90.7,38508,3,0.29,107.37,5.662,0,5.27,223,8,4.03,0,3,0,0,3,223,8,0.51,230,0,0,0.31,0,0,-0.02,-44,0,-0.49,CA,CA_NS
12,Nova Scotia,2020-05-19,1044,0,56,1044,37594,956,91.57,38701,1,0.1,107.47,5.765,1,5.36,188,10,3.07,0,1,0,1,1,188,10,0.87,193,-2,-0.19,0.1,0.103,1,0.09,-35,2,-0.96,CA,CA_NS
12,Nova Scotia,2020-05-20,1045,0,57,1045,37932,956,91.48,39049,1,0.1,107.58,5.868,1,5.45,338,0,3.06,0,1,0,1,1,338,0,-0.09,348,0,0,0.11,0.103,0,0.09,150,-10,-0.01,CA,CA_NS
12,Nova Scotia,2020-05-21,1046,0,58,1046,38275,959,91.68,39402,1,0.1,107.68,5.971,1,5.54,343,3,2.77,0,1,0,1,1,343,3,0.2,353,0,0,0.1,0.103,0,0.09,5,3,-0.29,CA,CA_NS
12,Nova Scotia,2020-05-22,1048,0,58,1048,38613,961,91.7,39750,2,0.19,107.89,5.971,0,5.53,338,2,2.77,0,2,0,0,2,338,2,0.02,348,1,0.09,0.21,0,-1,-0.01,-5,-1,0,CA,CA_NS
12,Nova Scotia,2020-05-23,1049,0,58,1049,38972,969,92.37,40120,1,0.1,107.99,5.971,0,5.53,359,8,2.1,0,1,0,0,1,359,8,0.67,370,-1,-0.09,0.1,0,0,0,21,6,-0.67,CA,CA_NS
12,Nova Scotia,2020-05-24,1050,0,58,1050,39330,973,92.67,40488,1,0.1,108.09,5.971,0,5.52,358,4,1.81,0,1,0,0,1,358,4,0.3,368,0,0,0.1,0,0,-0.01,-1,-4,-0.29,CA,CA_NS
12,Nova Scotia,2020-05-25,1051,0,58,1051,39836,974,92.67,41009,1,0.1,108.19,5.971,0,5.52,506,1,1.81,0,1,0,0,1,506,1,0,521,0,0,0.1,0,0,0,148,-3,0,CA,CA_NS
12,Nova Scotia,2020-05-26,1052,0,59,1052,40334,976,92.78,41522,1,0.1,108.3,6.074,1,5.61,498,2,1.62,0,1,0,1,1,498,2,0.11,513,0,0,0.11,0.103,1,0.09,-8,1,-0.19,CA,CA_NS
12,Nova Scotia,2020-05-27,1053,0,59,1053,41075,975,92.59,42285,1,0.1,108.4,6.074,0,5.6,741,-1,1.8,0,1,0,0,1,741,-1,-0.19,763,0,0,0.1,0,-1,-0.01,243,-3,0.18,CA,CA_NS
12,Nova Scotia,2020-05-28,1055,0,59,1055,41783,977,92.61,43013,2,0.19,108.61,6.074,0,5.59,708,2,1.8,0,2,0,0,2,708,2,0.02,728,1,0.09,0.21,0,0,-0.01,-33,3,0,CA,CA_NS
12,Nova Scotia,2020-05-29,1055,0,59,1055,42309,978,92.7,43555,0,0,108.61,6.074,0,5.59,526,1,1.71,0,0,0,0,0,526,1,0.09,542,-2,-0.19,0,0,0,0,-182,-1,-0.09,CA,CA_NS
12,Nova Scotia,2020-05-30,1056,0,60,1056,42904,978,92.61,44167,1,0.09,108.71,6.177,1,5.68,595,0,1.7,0,1,0,1,1,595,0,-0.09,612,1,0.09,0.1,0.103,1,0.09,69,-1,-0.01,CA,CA_NS
12,Nova Scotia,2020-05-31,1056,0,60,1056,43287,981,92.9,44562,0,0,108.71,6.177,0,5.68,383,3,1.42,0,0,0,0,0,383,3,0.29,395,-1,-0.09,0,0,-1,0,-212,3,-0.28,CA,CA_NS
12,Nova Scotia,2020-06-01,1057,0,60,1057,43676,984,93.09,44962,1,0.09,108.81,6.177,0,5.68,389,3,1.23,0,1,0,0,1,389,3,0.19,400,1,0.09,0.1,0,0,0,6,0,-0.19,CA,CA_NS
12,Nova Scotia,2020-06-02,1057,0,60,1057,44180,992,93.85,45481,0,0,108.81,6.177,0,5.68,504,8,0.47,0,0,0,0,0,504,8,0.76,519,-1,-0.09,0,0,0,0,115,5,-0.76,CA,CA_NS
12,Nova Scotia,2020-06-03,1058,0,60,1058,44644,993,93.86,45959,1,0.09,108.92,6.177,0,5.67,464,1,0.47,0,1,0,0,1,464,1,0.01,478,1,0.09,0.11,0,0,-0.01,-40,-7,0,CA,CA_NS
12,Nova Scotia,2020-06-04,1058,0,61,1058,45224,995,94.05,46556,0,0,108.92,6.28,1,5.77,580,2,0.19,0,0,0,1,0,580,2,0.19,597,-1,-0.09,0,0.103,1,0.1,116,1,-0.28,CA,CA_NS
12,Nova Scotia,2020-06-05,1058,0,61,1058,45709,997,94.23,47055,0,0,108.92,6.28,0,5.77,485,2,0,0,0,0,0,0,485,2,0.18,499,0,0,0,0,-1,0,-95,0,-0.19,CA,CA_NS
12,Nova Scotia,2020-06-06,1058,0,61,1058,46379,999,94.42,47745,0,0,108.92,6.28,0,5.77,670,2,-0.19,0,0,0,0,0,670,2,0.19,690,0,0,0,0,0,0,185,0,-0.19,CA,CA_NS
12,Nova Scotia,2020-06-07,1059,0,61,1059,46688,999,94.33,48063,1,0.09,109.02,6.28,0,5.76,309,0,-0.09,0,1,0,0,1,309,0,-0.09,318,1,0.09,0.1,0,0,-0.01,-361,-2,0.1,CA,CA_NS
12,Nova Scotia,2020-06-08,1059,0,61,1059,47017,999,94.33,48402,0,0,109.02,6.28,0,5.76,329,0,-0.09,0,0,0,0,0,329,0,0,339,-1,-0.09,0,0,0,0,20,0,0,CA,CA_NS
12,Nova Scotia,2020-06-09,1060,0,62,1060,47489,999,94.25,48887,1,0.09,109.12,6.383,1,5.85,472,0,-0.09,0,1,0,1,1,472,0,-0.08,485,1,0.09,0.1,0.103,1,0.09,143,0,0,CA,CA_NS
12,Nova Scotia,2020-06-10,1061,0,62,1061,47962,994,93.69,49374,1,0.09,109.22,6.383,0,5.84,473,-5,0.47,0,1,0,0,1,473,-5,-0.56,487,0,0,0.1,0,-1,-0.01,1,-5,0.56,CA,CA_NS
12,Nova Scotia,2020-06-11,1061,0,62,1061,48411,995,93.78,49837,0,0,109.22,6.383,0,5.84,449,1,0.38,0,0,0,0,0,449,1,0.09,463,-1,-0.09,0,0,0,0,-24,6,-0.09,CA,CA_NS
12,Nova Scotia,2020-06-12,1061,0,62,1061,49024,995,93.78,50468,0,0,109.22,6.383,0,5.84,613,0,0.38,0,0,0,0,0,613,0,0,631,0,0,0,0,0,0,164,-1,0,CA,CA_NS
12,Nova Scotia,2020-06-13,1061,0,62,1061,49644,996,93.87,51106,0,0,109.22,6.383,0,5.84,620,1,0.28,0,0,0,0,0,620,1,0.09,638,0,0,0,0,0,0,7,1,-0.1,CA,CA_NS
12,Nova Scotia,2020-06-14,1061,0,62,1061,50066,996,93.87,51540,0,0,109.22,6.383,0,5.84,422,0,0.28,0,0,0,0,0,422,0,0,434,0,0,0,0,0,0,-198,-1,0,CA,CA_NS
12,Nova Scotia,2020-06-15,1061,0,62,1061,50313,996,93.87,51795,0,0,109.22,6.383,0,5.84,247,0,0.28,0,0,0,0,0,247,0,0,255,0,0,0,0,0,0,-175,0,0,CA,CA_NS
12,Nova Scotia,2020-06-16,1061,0,62,1061,50516,997,93.97,52004,0,0,109.22,6.383,0,5.84,203,1,0.19,0,0,0,0,0,203,1,0.1,209,0,0,0,0,0,0,-44,1,-0.09,CA,CA_NS
12,Nova Scotia,2020-06-17,1061,0,62,1061,50893,997,93.97,52392,0,0,109.22,6.383,0,5.84,377,0,0.19,0,0,0,0,0,377,0,0,388,0,0,0,0,0,0,174,-1,0,CA,CA_NS
12,Nova Scotia,2020-06-18,1061,0,62,1061,51358,997,93.97,52870,0,0,109.22,6.383,0,5.84,465,0,0.19,0,0,0,0,0,465,0,0,478,0,0,0,0,0,0,88,0,0,CA,CA_NS
12,Nova Scotia,2020-06-19,1061,0,62,1061,51658,998,94.06,53179,0,0,109.22,6.383,0,5.84,300,1,0.09,0,0,0,0,0,300,1,0.09,309,0,0,0,0,0,0,-165,1,-0.1,CA,CA_NS
12,Nova Scotia,2020-06-20,1061,0,62,1061,51943,998,94.06,53473,0,0,109.22,6.383,0,5.84,285,0,0.09,0,0,0,0,0,285,0,0,294,0,0,0,0,0,0,-15,-1,0,CA,CA_NS
12,Nova Scotia,2020-06-21,1061,0,62,1061,52229,998,94.06,53767,0,0,109.22,6.383,0,5.84,286,0,0.09,0,0,0,0,0,286,0,0,294,0,0,0,0,0,0,1,0,0,CA,CA_NS
12,Nova Scotia,2020-06-22,1061,0,63,1061,52360,998,94.06,53902,0,0,109.22,6.486,1,5.94,131,0,0,0,0,0,1,0,131,0,0,135,0,0,0,0.103,1,0.1,-155,0,-0.09,CA,CA_NS
12,Nova Scotia,2020-06-23,1061,0,63,1061,52649,998,94.06,54199,0,0,109.22,6.486,0,5.94,289,0,0,0,0,0,0,0,289,0,0,297,0,0,0,0,-1,0,158,0,0,CA,CA_NS
62,Nunavut,2020-03-11,0,0,0,0,0,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,CA,CA_NU
62,Nunavut,2020-03-12,0,0,0,0,1,,,26,0,0,0,0,0,,1,,,0,0,0,0,0,1,,,,0,0,0,0,0,,1,,,CA,CA_NU
62,Nunavut,2020-03-13,0,0,0,0,1,,,26,0,0,0,0,0,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,-1,,,CA,CA_NU
62,Nunavut,2020-03-14,0,0,0,0,6,,,155,0,0,0,0,0,,5,,,0,0,0,0,0,5,,,129,0,0,0,0,0,,5,,,CA,CA_NU
62,Nunavut,2020-03-15,0,0,0,0,6,,,155,0,0,0,0,0,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,-5,,,CA,CA_NU
62,Nunavut,2020-03-16,0,0,0,0,7,,,181,0,0,0,0,0,,1,,,0,0,0,0,0,1,,,26,0,0,0,0,0,,1,,,CA,CA_NU
62,Nunavut,2020-03-17,0,0,0,0,7,,,181,0,0,0,0,0,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,-1,,,CA,CA_NU
62,Nunavut,2020-03-18,0,0,0,0,7,,,181,0,0,0,0,0,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,,,CA,CA_NU
62,Nunavut,2020-03-19,0,0,0,0,8,,,206,0,0,0,0,0,,1,,,0,0,0,0,0,1,,,25,0,0,0,0,0,,1,,,CA,CA_NU
62,Nunavut,2020-03-20,0,0,0,0,8,,,206,0,0,0,0,0,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,-1,,,CA,CA_NU
62,Nunavut,2020-03-21,0,0,0,0,10,,,258,0,0,0,0,0,,2,,,0,0,0,0,0,2,,,52,0,0,0,0,0,,2,,,CA,CA_NU
62,Nunavut,2020-03-22,0,0,0,0,13,,,335,0,0,0,0,0,,3,,,0,0,0,0,0,3,,,77,0,0,0,0,0,,1,,,CA,CA_NU
62,Nunavut,2020-03-23,0,0,0,0,13,,,335,0,0,0,0,0,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,-3,,,CA,CA_NU
62,Nunavut,2020-03-24,0,0,0,0,81,,,2089,0,0,0,0,0,,68,,,0,0,0,0,0,68,,,1754,0,0,0,0,0,,68,,,CA,CA_NU
62,Nunavut,2020-03-25,0,0,0,0,97,,,2501,0,0,0,0,0,,16,,,0,0,0,0,0,16,,,412,0,0,0,0,0,,-52,,,CA,CA_NU
62,Nunavut,2020-03-26,0,0,0,0,116,,,2991,0,0,0,0,0,,19,,,0,0,0,0,0,19,,,490,0,0,0,0,0,,3,,,CA,CA_NU
62,Nunavut,2020-03-27,0,0,0,0,125,,,3223,0,0,0,0,0,,9,,,0,0,0,0,0,9,,,232,0,0,0,0,0,,-10,,,CA,CA_NU
62,Nunavut,2020-03-28,0,0,0,0,125,,,3223,0,0,0,0,0,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,-9,,,CA,CA_NU
62,Nunavut,2020-03-29,0,0,0,0,125,,,3223,0,0,0,0,0,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,,,CA,CA_NU
62,Nunavut,2020-03-30,0,0,0,0,158,,,4074,0,0,0,0,0,,33,,,0,0,0,0,0,33,,,851,0,0,0,0,0,,33,,,CA,CA_NU
62,Nunavut,2020-03-31,0,0,0,0,167,,,4306,0,0,0,0,0,,9,,,0,0,0,0,0,9,,,232,0,0,0,0,0,,-24,,,CA,CA_NU
62,Nunavut,2020-04-01,0,0,0,0,183,,,4719,0,0,0,0,0,,16,,,0,0,0,0,0,16,,,413,0,0,0,0,0,,7,,,CA,CA_NU
62,Nunavut,2020-04-02,0,0,0,0,193,,,4977,0,0,0,0,0,,10,,,0,0,0,0,0,10,,,258,0,0,0,0,0,,-6,,,CA,CA_NU
