date,country_code,subregion1_code,new_confirmed,new_deceased,total_confirmed,total_deceased,key
2020-04-07,BR,PI,5,0,28,4,BR_PI
2020-04-08,BR,PI,3,1,31,5,BR_PI
2020-04-09,BR,PI,7,1,38,6,BR_PI
2020-04-10,BR,PI,2,1,40,7,BR_PI
2020-04-11,BR,PI,1,0,41,7,BR_PI
2020-04-12,BR,PI,3,0,44,7,BR_PI
2020-04-13,BR,PI,6,1,50,8,BR_PI
2020-04-14,BR,PI,8,0,58,8,BR_PI
2020-04-15,BR,PI,17,0,75,8,BR_PI
2020-04-16,BR,PI,16,0,91,8,BR_PI
2020-04-17,BR,PI,11,0,102,8,BR_PI
2020-04-18,BR,PI,21,1,123,9,BR_PI
2020-04-19,BR,PI,22,1,145,10,BR_PI
2020-04-20,BR,PI,13,2,158,12,BR_PI
2020-04-21,BR,PI,28,2,186,14,BR_PI
2020-04-22,BR,PI,20,1,206,15,BR_PI
2020-04-23,BR,PI,11,0,217,15,BR_PI
2020-04-24,BR,PI,39,1,256,16,BR_PI
2020-04-25,BR,PI,41,1,297,17,BR_PI
2020-04-26,BR,PI,34,1,331,18,BR_PI
2020-04-27,BR,PI,33,2,364,20,BR_PI
2020-04-28,BR,PI,44,1,408,21,BR_PI
2020-04-29,BR,PI,46,3,454,24,BR_PI
2020-04-30,BR,PI,59,0,513,24,BR_PI
2020-05-01,BR,PI,87,0,600,24,BR_PI
2020-05-02,BR,PI,65,2,665,26,BR_PI
2020-05-03,BR,PI,77,2,742,28,BR_PI
2020-05-04,BR,PI,42,0,784,28,BR_PI
2020-05-05,BR,PI,91,1,875,29,BR_PI
2020-05-06,BR,PI,74,1,949,30,BR_PI
2020-05-07,BR,PI,102,5,1051,35,BR_PI
2020-05-08,BR,PI,80,2,1131,37,BR_PI
2020-05-09,BR,PI,102,1,1233,38,BR_PI
2020-05-10,BR,PI,45,4,1278,42,BR_PI
2020-05-11,BR,PI,54,3,1332,45,BR_PI
2020-05-12,BR,PI,111,4,1443,49,BR_PI
2020-05-13,BR,PI,169,8,1612,57,BR_PI
2020-05-14,BR,PI,172,3,1784,60,BR_PI
2020-05-15,BR,PI,121,0,1905,60,BR_PI
2020-05-16,BR,PI,180,5,2085,65,BR_PI
2020-05-17,BR,PI,167,7,2252,72,BR_PI
2020-05-18,BR,PI,35,8,2287,80,BR_PI
2020-05-19,BR,PI,153,5,2440,85,BR_PI
2020-05-20,BR,PI,197,2,2637,87,BR_PI
2020-05-21,BR,PI,215,4,2852,91,BR_PI
2020-05-22,BR,PI,222,2,3074,93,BR_PI
2020-05-23,BR,PI,184,6,3258,99,BR_PI
2020-05-24,BR,PI,132,8,3390,107,BR_PI
2020-05-25,BR,PI,160,3,3550,110,BR_PI
2020-05-26,BR,PI,170,9,3720,119,BR_PI
2020-05-27,BR,PI,246,15,3966,134,BR_PI
2020-05-28,BR,PI,277,4,4243,138,BR_PI
2020-05-29,BR,PI,260,8,4503,146,BR_PI
2020-05-30,BR,PI,242,11,4745,157,BR_PI
2020-05-31,BR,PI,186,4,4931,161,BR_PI
2020-06-01,BR,PI,188,7,5119,168,BR_PI
2020-06-02,BR,PI,387,12,5506,180,BR_PI
2020-06-03,BR,PI,322,12,5828,192,BR_PI
2020-06-04,BR,PI,236,10,6064,202,BR_PI
2020-06-05,BR,PI,653,15,6717,217,BR_PI
2020-06-06,BR,PI,388,7,7105,224,BR_PI
2020-06-07,BR,PI,373,15,7478,239,BR_PI
2020-06-08,BR,PI,143,15,7621,254,BR_PI
2020-06-09,BR,PI,306,11,7927,265,BR_PI
2020-06-10,BR,PI,432,18,8359,283,BR_PI
2020-06-11,BR,PI,464,16,8823,299,BR_PI
2020-06-12,BR,PI,514,18,9337,317,BR_PI
2020-06-13,BR,PI,488,18,9825,335,BR_PI
2020-06-14,BR,PI,328,25,10153,360,BR_PI
2020-06-15,BR,PI,204,14,10357,374,BR_PI
2020-06-16,BR,PI,524,19,10881,393,BR_PI
2020-06-17,BR,PI,678,5,11559,398,BR_PI
2020-02-26,BR,RN,0,0,0,0,BR_RN
2020-02-27,BR,RN,0,0,0,0,BR_RN
2020-02-28,BR,RN,0,0,0,0,BR_RN
2020-02-29,BR,RN,0,0,0,0,BR_RN
2020-03-01,BR,RN,0,0,0,0,BR_RN
2020-03-02,BR,RN,0,0,0,0,BR_RN
2020-03-03,BR,RN,0,0,0,0,BR_RN
2020-03-04,BR,RN,0,0,0,0,BR_RN
2020-03-05,BR,RN,0,0,0,0,BR_RN
2020-03-06,BR,RN,0,0,0,0,BR_RN
2020-03-07,BR,RN,0,0,0,0,BR_RN
2020-03-08,BR,RN,0,0,0,0,BR_RN
2020-03-09,BR,RN,0,0,0,0,BR_RN
2020-03-10,BR,RN,0,0,0,0,BR_RN
2020-03-11,BR,RN,0,0,0,0,BR_RN
2020-03-12,BR,RN,0,0,0,0,BR_RN
2020-03-13,BR,RN,1,0,1,0,BR_RN
2020-03-14,BR,RN,0,0,1,0,BR_RN
2020-03-15,BR,RN,0,0,1,0,BR_RN
2020-03-16,BR,RN,0,0,1,0,BR_RN
2020-03-17,BR,RN,0,0,1,0,BR_RN
2020-03-18,BR,RN,0,0,1,0,BR_RN
2020-03-19,BR,RN,0,0,1,0,BR_RN
2020-03-20,BR,RN,0,0,1,0,BR_RN
2020-03-21,BR,RN,5,0,6,0,BR_RN
2020-03-22,BR,RN,3,0,9,0,BR_RN
2020-03-23,BR,RN,4,0,13,0,BR_RN
2020-03-24,BR,RN,0,0,13,0,BR_RN
2020-03-25,BR,RN,1,0,14,0,BR_RN
2020-03-26,BR,RN,5,0,19,0,BR_RN
2020-03-27,BR,RN,9,0,28,0,BR_RN
2020-03-28,BR,RN,17,0,45,0,BR_RN
2020-03-29,BR,RN,23,1,68,1,BR_RN
2020-03-30,BR,RN,9,0,77,1,BR_RN
2020-03-31,BR,RN,5,0,82,1,BR_RN
2020-04-01,BR,RN,10,1,92,2,BR_RN
2020-04-02,BR,RN,13,0,105,2,BR_RN
2020-04-03,BR,RN,71,2,176,4,BR_RN
2020-04-04,BR,RN,36,1,212,5,BR_RN
2020-04-05,BR,RN,30,2,242,7,BR_RN
2020-04-06,BR,RN,4,0,246,7,BR_RN
2020-04-07,BR,RN,8,1,254,8,BR_RN
2020-04-08,BR,RN,7,3,261,11,BR_RN
2020-04-09,BR,RN,0,0,261,11,BR_RN
2020-04-10,BR,RN,2,0,263,11,BR_RN
2020-04-11,BR,RN,26,2,289,13,BR_RN
2020-04-12,BR,RN,13,2,302,15,BR_RN
2020-04-13,BR,RN,37,2,339,17,BR_RN
2020-04-14,BR,RN,37,1,376,18,BR_RN
2020-04-15,BR,RN,23,1,399,19,BR_RN
2020-04-16,BR,RN,1,1,400,20,BR_RN
2020-04-17,BR,RN,63,3,463,23,BR_RN
2020-04-18,BR,RN,53,1,516,24,BR_RN
2020-04-19,BR,RN,15,1,531,25,BR_RN
2020-04-20,BR,RN,64,2,595,27,BR_RN
2020-04-21,BR,RN,13,1,608,28,BR_RN
2020-04-22,BR,RN,38,1,646,29,BR_RN
2020-04-23,BR,RN,62,5,708,34,BR_RN
2020-04-24,BR,RN,46,4,754,38,BR_RN
2020-04-25,BR,RN,27,2,781,40,BR_RN
2020-04-26,BR,RN,44,4,825,44,BR_RN
2020-04-27,BR,RN,7,1,832,45,BR_RN
2020-04-28,BR,RN,25,3,857,48,BR_RN
2020-04-29,BR,RN,229,5,1086,53,BR_RN
2020-04-30,BR,RN,91,3,1177,56,BR_RN
2020-05-01,BR,RN,120,0,1297,56,BR_RN
2020-05-02,BR,RN,69,3,1366,59,BR_RN
2020-05-03,BR,RN,26,2,1392,61,BR_RN
2020-05-04,BR,RN,29,1,1421,62,BR_RN
2020-05-05,BR,RN,115,6,1536,68,BR_RN
2020-05-06,BR,RN,38,4,1574,72,BR_RN
2020-05-07,BR,RN,165,4,1739,76,BR_RN
2020-05-08,BR,RN,82,5,1821,81,BR_RN
2020-05-09,BR,RN,98,6,1919,87,BR_RN
2020-05-10,BR,RN,9,1,1928,88,BR_RN
2020-05-11,BR,RN,61,4,1989,92,BR_RN
2020-05-12,BR,RN,44,1,2033,93,BR_RN
2020-05-13,BR,RN,334,12,2367,105,BR_RN
2020-05-14,BR,RN,170,12,2537,117,BR_RN
2020-05-15,BR,RN,249,5,2786,122,BR_RN
2020-05-16,BR,RN,218,14,3004,136,BR_RN
2020-05-17,BR,RN,133,3,3137,139,BR_RN
2020-05-18,BR,RN,47,7,3184,146,BR_RN
2020-05-19,BR,RN,299,14,3483,160,BR_RN
2020-05-20,BR,RN,313,10,3796,170,BR_RN
2020-05-21,BR,RN,264,8,4060,178,BR_RN
2020-05-22,BR,RN,191,3,4251,181,BR_RN
2020-05-23,BR,RN,348,3,4599,184,BR_RN
2020-05-24,BR,RN,98,16,4697,200,BR_RN
2020-05-25,BR,RN,62,9,4759,209,BR_RN
2020-05-26,BR,RN,713,11,5472,220,BR_RN
2020-05-27,BR,RN,158,22,5630,242,BR_RN
2020-05-28,BR,RN,0,12,5630,254,BR_RN
2020-05-29,BR,RN,833,14,6463,268,BR_RN
2020-05-30,BR,RN,939,37,7402,305,BR_RN
2020-05-31,BR,RN,649,0,8051,305,BR_RN
2020-06-01,BR,RN,-87,18,7964,323,BR_RN
2020-06-02,BR,RN,269,18,8233,341,BR_RN
2020-06-03,BR,RN,916,26,9149,367,BR_RN
2020-06-04,BR,RN,133,11,9282,378,BR_RN
2020-06-05,BR,RN,158,9,9440,387,BR_RN
2020-06-06,BR,RN,9,23,9449,410,BR_RN
2020-06-07,BR,RN,3,14,9452,424,BR_RN
2020-06-08,BR,RN,1436,7,10888,431,BR_RN
2020-06-09,BR,RN,139,28,11027,459,BR_RN
2020-06-10,BR,RN,541,28,11568,487,BR_RN
2020-06-11,BR,RN,1666,9,13234,496,BR_RN
2020-06-12,BR,RN,267,18,13501,514,BR_RN
2020-06-13,BR,RN,288,19,13789,533,BR_RN
2020-06-14,BR,RN,382,1,14171,534,BR_RN
2020-06-15,BR,RN,43,19,14214,553,BR_RN
2020-06-16,BR,RN,998,32,15212,585,BR_RN
2020-06-17,BR,RN,0,0,15212,585,BR_RN
2020-02-26,BR,SE,0,0,0,0,BR_SE
2020-02-27,BR,SE,0,0,0,0,BR_SE
2020-02-28,BR,SE,0,0,0,0,BR_SE
2020-02-29,BR,SE,0,0,0,0,BR_SE
2020-03-01,BR,SE,0,0,0,0,BR_SE
2020-03-02,BR,SE,0,0,0,0,BR_SE
2020-03-03,BR,SE,0,0,0,0,BR_SE
2020-03-04,BR,SE,0,0,0,0,BR_SE
2020-03-05,BR,SE,0,0,0,0,BR_SE
2020-03-06,BR,SE,0,0,0,0,BR_SE
2020-03-07,BR,SE,0,0,0,0,BR_SE
2020-03-08,BR,SE,0,0,0,0,BR_SE
2020-03-09,BR,SE,0,0,0,0,BR_SE
2020-03-10,BR,SE,0,0,0,0,BR_SE
2020-03-11,BR,SE,0,0,0,0,BR_SE
2020-03-12,BR,SE,0,0,0,0,BR_SE
2020-03-13,BR,SE,0,0,0,0,BR_SE
2020-03-14,BR,SE,0,0,0,0,BR_SE
2020-03-15,BR,SE,1,0,1,0,BR_SE
2020-03-16,BR,SE,0,0,1,0,BR_SE
2020-03-17,BR,SE,3,0,4,0,BR_SE
2020-03-18,BR,SE,1,0,5,0,BR_SE
2020-03-19,BR,SE,1,0,6,0,BR_SE
2020-03-20,BR,SE,0,0,6,0,BR_SE
2020-03-21,BR,SE,4,0,10,0,BR_SE
2020-03-22,BR,SE,0,0,10,0,BR_SE
2020-03-23,BR,SE,0,0,10,0,BR_SE
2020-03-24,BR,SE,5,0,15,0,BR_SE
2020-03-25,BR,SE,1,0,16,0,BR_SE
2020-03-26,BR,SE,0,0,16,0,BR_SE
2020-03-27,BR,SE,0,0,16,0,BR_SE
2020-03-28,BR,SE,0,0,16,0,BR_SE
2020-03-29,BR,SE,0,0,16,0,BR_SE
2020-03-30,BR,SE,0,0,16,0,BR_SE
2020-03-31,BR,SE,3,0,19,0,BR_SE
2020-04-01,BR,SE,1,0,20,0,BR_SE
2020-04-02,BR,SE,3,2,23,2,BR_SE
2020-04-03,BR,SE,2,0,25,2,BR_SE
2020-04-04,BR,SE,2,0,27,2,BR_SE
2020-04-05,BR,SE,5,1,32,3,BR_SE
2020-04-06,BR,SE,0,1,32,4,BR_SE
2020-04-07,BR,SE,4,0,36,4,BR_SE
2020-04-08,BR,SE,0,0,36,4,BR_SE
2020-04-09,BR,SE,3,0,39,4,BR_SE
2020-04-10,BR,SE,3,0,42,4,BR_SE
2020-04-11,BR,SE,0,0,42,4,BR_SE
2020-04-12,BR,SE,2,0,44,4,BR_SE
2020-04-13,BR,SE,0,0,44,4,BR_SE
2020-04-14,BR,SE,1,0,45,4,BR_SE
2020-04-15,BR,SE,1,0,46,4,BR_SE
2020-04-16,BR,SE,2,0,48,4,BR_SE
2020-04-17,BR,SE,5,0,53,4,BR_SE
2020-04-18,BR,SE,18,1,71,5,BR_SE
2020-04-19,BR,SE,12,0,83,5,BR_SE
2020-04-20,BR,SE,3,0,86,5,BR_SE
2020-04-21,BR,SE,6,0,92,5,BR_SE
2020-04-22,BR,SE,25,2,117,7,BR_SE
2020-04-23,BR,SE,7,1,124,8,BR_SE
2020-04-24,BR,SE,20,0,144,8,BR_SE
2020-04-25,BR,SE,9,1,153,9,BR_SE
2020-04-26,BR,SE,6,0,159,9,BR_SE
2020-04-27,BR,SE,38,1,197,10,BR_SE
2020-04-28,BR,SE,83,1,280,11,BR_SE
2020-04-29,BR,SE,57,1,337,12,BR_SE
2020-04-30,BR,SE,110,0,447,12,BR_SE
2020-05-01,BR,SE,70,2,517,14,BR_SE
2020-05-02,BR,SE,84,0,601,14,BR_SE
2020-05-03,BR,SE,129,0,730,14,BR_SE
2020-05-04,BR,SE,42,3,772,17,BR_SE
2020-05-05,BR,SE,126,4,898,21,BR_SE
2020-05-06,BR,SE,100,2,998,23,BR_SE
2020-05-07,BR,SE,216,2,1214,25,BR_SE
2020-05-08,BR,SE,224,3,1438,28,BR_SE
2020-05-09,BR,SE,150,5,1588,33,BR_SE
2020-05-10,BR,SE,183,1,1771,34,BR_SE
2020-05-11,BR,SE,29,3,1800,37,BR_SE
2020-05-12,BR,SE,232,0,2032,37,BR_SE
2020-05-13,BR,SE,236,5,2268,42,BR_SE
2020-05-14,BR,SE,226,5,2494,47,BR_SE
2020-05-15,BR,SE,374,3,2868,50,BR_SE
2020-05-16,BR,SE,267,3,3135,53,BR_SE
2020-05-17,BR,SE,208,4,3343,57,BR_SE
2020-05-18,BR,SE,223,2,3566,59,BR_SE
2020-05-19,BR,SE,401,4,3967,63,BR_SE
2020-05-20,BR,SE,310,6,4277,69,BR_SE
2020-05-21,BR,SE,457,7,4734,76,BR_SE
2020-05-22,BR,SE,188,6,4922,82,BR_SE
2020-05-23,BR,SE,209,4,5131,86,BR_SE
2020-05-24,BR,SE,183,7,5314,93,BR_SE
2020-05-25,BR,SE,134,10,5448,103,BR_SE
2020-05-26,BR,SE,287,13,5735,116,BR_SE
2020-05-27,BR,SE,177,11,5912,127,BR_SE
2020-05-28,BR,SE,244,8,6156,135,BR_SE
2020-05-29,BR,SE,306,7,6462,142,BR_SE
2020-05-30,BR,SE,343,7,6805,149,BR_SE
2020-05-31,BR,SE,194,9,6999,158,BR_SE
2020-06-01,BR,SE,234,8,7233,166,BR_SE
2020-06-02,BR,SE,322,6,7555,172,BR_SE
2020-06-03,BR,SE,434,8,7989,180,BR_SE
2020-06-04,BR,SE,211,6,8200,186,BR_SE
2020-06-05,BR,SE,377,12,8577,198,BR_SE
2020-06-06,BR,SE,395,10,8972,208,BR_SE
2020-06-07,BR,SE,318,9,9290,217,BR_SE
2020-06-08,BR,SE,437,17,9727,234,BR_SE
2020-06-09,BR,SE,399,18,10126,252,BR_SE
2020-06-10,BR,SE,489,12,10615,264,BR_SE
2020-06-11,BR,SE,441,19,11056,283,BR_SE
2020-06-12,BR,SE,478,22,11534,305,BR_SE
2020-06-13,BR,SE,1332,11,12866,316,BR_SE
2020-06-14,BR,SE,1102,14,13968,330,BR_SE
2020-06-15,BR,SE,1707,22,15675,352,BR_SE
2020-06-16,BR,SE,635,12,16310,364,BR_SE
2020-06-17,BR,SE,497,19,16807,383,BR_SE
2020-02-26,BR,ES,0,0,0,0,BR_ES
2020-02-27,BR,ES,0,0,0,0,BR_ES
2020-02-28,BR,ES,0,0,0,0,BR_ES
2020-02-29,BR,ES,0,0,0,0,BR_ES
2020-03-01,BR,ES,0,0,0,0,BR_ES
2020-03-02,BR,ES,0,0,0,0,BR_ES
2020-03-03,BR,ES,0,0,0,0,BR_ES
2020-03-04,BR,ES,0,0,0,0,BR_ES
2020-03-05,BR,ES,0,0,0,0,BR_ES
2020-03-06,BR,ES,1,0,1,0,BR_ES
2020-03-07,BR,ES,0,0,1,0,BR_ES
2020-03-08,BR,ES,0,0,1,0,BR_ES
2020-03-09,BR,ES,0,0,1,0,BR_ES
2020-03-10,BR,ES,0,0,1,0,BR_ES
2020-03-11,BR,ES,0,0,1,0,BR_ES
2020-03-12,BR,ES,0,0,1,0,BR_ES
2020-03-13,BR,ES,0,0,1,0,BR_ES
2020-03-14,BR,ES,0,0,1,0,BR_ES
2020-03-15,BR,ES,0,0,1,0,BR_ES
2020-03-16,BR,ES,0,0,1,0,BR_ES
2020-03-17,BR,ES,0,0,1,0,BR_ES
2020-03-18,BR,ES,8,0,9,0,BR_ES
2020-03-19,BR,ES,2,0,11,0,BR_ES
2020-03-20,BR,ES,2,0,13,0,BR_ES
2020-03-21,BR,ES,13,0,26,0,BR_ES
2020-03-22,BR,ES,0,0,26,0,BR_ES
2020-03-23,BR,ES,3,0,29,0,BR_ES
2020-03-24,BR,ES,4,0,33,0,BR_ES
2020-03-25,BR,ES,6,0,39,0,BR_ES
2020-03-26,BR,ES,0,0,39,0,BR_ES
2020-03-27,BR,ES,8,0,47,0,BR_ES
2020-03-28,BR,ES,6,0,53,0,BR_ES
2020-03-29,BR,ES,7,0,60,0,BR_ES
2020-03-30,BR,ES,12,0,72,0,BR_ES
2020-03-31,BR,ES,12,0,84,0,BR_ES
2020-04-01,BR,ES,12,0,96,0,BR_ES
2020-04-02,BR,ES,24,1,120,1,BR_ES
2020-04-03,BR,ES,19,3,139,4,BR_ES
2020-04-04,BR,ES,14,1,153,5,BR_ES
2020-04-05,BR,ES,13,1,166,6,BR_ES
2020-04-06,BR,ES,28,0,194,6,BR_ES
2020-04-07,BR,ES,15,0,209,6,BR_ES
2020-04-08,BR,ES,18,0,227,6,BR_ES
2020-04-09,BR,ES,46,0,273,6,BR_ES
2020-04-10,BR,ES,27,1,300,7,BR_ES
2020-04-11,BR,ES,49,2,349,9,BR_ES
2020-04-12,BR,ES,34,0,383,9,BR_ES
2020-04-13,BR,ES,47,5,430,14,BR_ES
2020-04-14,BR,ES,33,3,463,17,BR_ES
2020-04-15,BR,ES,94,1,557,18,BR_ES
2020-04-16,BR,ES,197,4,754,22,BR_ES
2020-04-17,BR,ES,102,3,856,25,BR_ES
2020-04-18,BR,ES,96,3,952,28,BR_ES
2020-04-19,BR,ES,147,2,1099,30,BR_ES
2020-04-20,BR,ES,69,3,1168,33,BR_ES
2020-04-21,BR,ES,44,1,1212,34,BR_ES
2020-04-22,BR,ES,101,0,1313,34,BR_ES
2020-04-23,BR,ES,50,8,1363,42,BR_ES
2020-04-24,BR,ES,18,0,1381,42,BR_ES
2020-04-25,BR,ES,214,5,1595,47,BR_ES
2020-04-26,BR,ES,108,4,1703,51,BR_ES
2020-04-27,BR,ES,93,6,1796,57,BR_ES
2020-04-28,BR,ES,78,7,1874,64,BR_ES
2020-04-29,BR,ES,233,12,2107,76,BR_ES
2020-04-30,BR,ES,358,7,2465,83,BR_ES
2020-05-01,BR,ES,197,13,2662,96,BR_ES
2020-05-02,BR,ES,323,7,2985,103,BR_ES
2020-05-03,BR,ES,101,11,3086,114,BR_ES
2020-05-04,BR,ES,140,8,3226,122,BR_ES
2020-05-05,BR,ES,176,11,3402,133,BR_ES
2020-05-06,BR,ES,166,12,3568,145,BR_ES
2020-05-07,BR,ES,270,10,3838,155,BR_ES
2020-05-08,BR,ES,404,10,4242,165,BR_ES
2020-05-09,BR,ES,170,7,4412,172,BR_ES
2020-05-10,BR,ES,187,9,4599,181,BR_ES
2020-05-11,BR,ES,220,15,4819,196,BR_ES
2020-05-12,BR,ES,268,16,5087,212,BR_ES
2020-05-13,BR,ES,314,21,5401,233,BR_ES
2020-05-14,BR,ES,412,16,5813,249,BR_ES
2020-05-15,BR,ES,385,11,6198,260,BR_ES
2020-05-16,BR,ES,397,11,6595,271,BR_ES
2020-05-17,BR,ES,149,14,6744,285,BR_ES
2020-05-18,BR,ES,413,17,7157,302,BR_ES
2020-05-19,BR,ES,536,23,7693,325,BR_ES
2020-05-20,BR,ES,399,16,8092,341,BR_ES
2020-05-21,BR,ES,786,22,8878,363,BR_ES
2020-05-22,BR,ES,642,34,9520,397,BR_ES
2020-05-23,BR,ES,398,20,9918,417,BR_ES
2020-05-24,BR,ES,89,29,10007,446,BR_ES
2020-05-25,BR,ES,358,19,10365,465,BR_ES
2020-05-26,BR,ES,524,22,10889,487,BR_ES
2020-05-27,BR,ES,595,24,11484,511,BR_ES
2020-05-28,BR,ES,719,27,12203,538,BR_ES
2020-05-29,BR,ES,700,22,12903,560,BR_ES
2020-05-30,BR,ES,534,23,13437,583,BR_ES
2020-05-31,BR,ES,253,21,13690,604,BR_ES
2020-06-01,BR,ES,379,10,14069,614,BR_ES
2020-06-02,BR,ES,1082,50,15151,664,BR_ES
2020-06-03,BR,ES,970,34,16121,698,BR_ES
2020-06-04,BR,ES,773,39,16894,737,BR_ES
2020-06-05,BR,ES,1215,43,18109,780,BR_ES
2020-06-06,BR,ES,841,26,18950,806,BR_ES
2020-06-07,BR,ES,669,26,19619,832,BR_ES
2020-06-08,BR,ES,1040,39,20659,871,BR_ES
2020-06-09,BR,ES,1305,33,21964,904,BR_ES
2020-06-10,BR,ES,1380,32,23344,936,BR_ES
2020-06-11,BR,ES,885,26,24229,962,BR_ES
2020-06-12,BR,ES,1028,24,25257,986,BR_ES
2020-06-13,BR,ES,675,36,25932,1022,BR_ES
2020-06-14,BR,ES,509,32,26441,1054,BR_ES
2020-06-15,BR,ES,1140,32,27581,1086,BR_ES
2020-06-16,BR,ES,1371,45,28952,1131,BR_ES
2020-06-17,BR,ES,1489,38,30441,1169,BR_ES
2020-02-26,BR,MG,0,0,0,0,BR_MG
2020-02-27,BR,MG,0,0,0,0,BR_MG
2020-02-28,BR,MG,0,0,0,0,BR_MG
2020-02-29,BR,MG,0,0,0,0,BR_MG
2020-03-01,BR,MG,0,0,0,0,BR_MG
2020-03-02,BR,MG,0,0,0,0,BR_MG
2020-03-03,BR,MG,0,0,0,0,BR_MG
2020-03-04,BR,MG,0,0,0,0,BR_MG
2020-03-05,BR,MG,0,0,0,0,BR_MG
2020-03-06,BR,MG,0,0,0,0,BR_MG
2020-03-07,BR,MG,0,0,0,0,BR_MG
2020-03-08,BR,MG,1,0,1,0,BR_MG
2020-03-09,BR,MG,0,0,1,0,BR_MG
2020-03-10,BR,MG,0,0,1,0,BR_MG
2020-03-11,BR,MG,0,0,1,0,BR_MG
2020-03-12,BR,MG,0,0,1,0,BR_MG
2020-03-13,BR,MG,1,0,2,0,BR_MG
2020-03-14,BR,MG,0,0,2,0,BR_MG
2020-03-15,BR,MG,0,0,2,0,BR_MG
2020-03-16,BR,MG,3,0,5,0,BR_MG
2020-03-17,BR,MG,2,0,7,0,BR_MG
2020-03-18,BR,MG,8,0,15,0,BR_MG
2020-03-19,BR,MG,14,0,29,0,BR_MG
2020-03-20,BR,MG,6,0,35,0,BR_MG
2020-03-21,BR,MG,3,0,38,0,BR_MG
2020-03-22,BR,MG,45,0,83,0,BR_MG
2020-03-23,BR,MG,45,0,128,0,BR_MG
2020-03-24,BR,MG,2,0,130,0,BR_MG
2020-03-25,BR,MG,3,0,133,0,BR_MG
2020-03-26,BR,MG,20,0,153,0,BR_MG
2020-03-27,BR,MG,36,0,189,0,BR_MG
2020-03-28,BR,MG,16,0,205,0,BR_MG
2020-03-29,BR,MG,26,0,231,0,BR_MG
2020-03-30,BR,MG,30,1,261,1,BR_MG
2020-03-31,BR,MG,14,1,275,2,BR_MG
2020-04-01,BR,MG,39,1,314,3,BR_MG
2020-04-02,BR,MG,56,1,370,4,BR_MG
2020-04-03,BR,MG,27,2,397,6,BR_MG
2020-04-04,BR,MG,33,0,430,6,BR_MG
2020-04-05,BR,MG,68,0,498,6,BR_MG
2020-04-06,BR,MG,27,3,525,9,BR_MG
2020-04-07,BR,MG,34,2,559,11,BR_MG
2020-04-08,BR,MG,55,3,614,14,BR_MG
2020-04-09,BR,MG,41,1,655,15,BR_MG
2020-04-10,BR,MG,43,2,698,17,BR_MG
2020-04-11,BR,MG,52,0,750,17,BR_MG
2020-04-12,BR,MG,56,3,806,20,BR_MG
2020-04-13,BR,MG,9,3,815,23,BR_MG
2020-04-14,BR,MG,69,4,884,27,BR_MG
2020-04-15,BR,MG,19,3,903,30,BR_MG
2020-04-16,BR,MG,55,3,958,33,BR_MG
2020-04-17,BR,MG,63,2,1021,35,BR_MG
2020-04-18,BR,MG,56,4,1077,39,BR_MG
2020-04-19,BR,MG,77,0,1154,39,BR_MG
2020-04-20,BR,MG,35,2,1189,41,BR_MG
2020-04-21,BR,MG,41,3,1230,44,BR_MG
2020-04-22,BR,MG,53,3,1283,47,BR_MG
2020-04-23,BR,MG,25,4,1308,51,BR_MG
2020-04-24,BR,MG,111,3,1419,54,BR_MG
2020-04-25,BR,MG,62,4,1481,58,BR_MG
2020-04-26,BR,MG,67,3,1548,61,BR_MG
2020-04-27,BR,MG,38,1,1586,62,BR_MG
2020-04-28,BR,MG,63,9,1649,71,BR_MG
2020-04-29,BR,MG,109,9,1758,80,BR_MG
2020-04-30,BR,MG,69,2,1827,82,BR_MG
2020-05-01,BR,MG,108,6,1935,88,BR_MG
2020-05-02,BR,MG,88,0,2023,88,BR_MG
2020-05-03,BR,MG,95,1,2118,89,BR_MG
2020-05-04,BR,MG,229,1,2347,90,BR_MG
2020-05-05,BR,MG,105,4,2452,94,BR_MG
2020-05-06,BR,MG,153,3,2605,97,BR_MG
2020-05-07,BR,MG,165,9,2770,106,BR_MG
2020-05-08,BR,MG,173,5,2943,111,BR_MG
2020-05-09,BR,MG,180,7,3123,118,BR_MG
2020-05-10,BR,MG,114,1,3237,119,BR_MG
2020-05-11,BR,MG,83,2,3320,121,BR_MG
2020-05-12,BR,MG,115,6,3435,127,BR_MG
2020-05-13,BR,MG,298,8,3733,135,BR_MG
2020-05-14,BR,MG,217,4,3950,139,BR_MG
2020-05-15,BR,MG,246,7,4196,146,BR_MG
2020-05-16,BR,MG,278,4,4474,150,BR_MG
2020-05-17,BR,MG,137,6,4611,156,BR_MG
2020-05-18,BR,MG,84,5,4695,161,BR_MG
2020-05-19,BR,MG,282,6,4977,167,BR_MG
2020-05-20,BR,MG,309,10,5286,177,BR_MG
2020-05-21,BR,MG,310,14,5596,191,BR_MG
2020-05-22,BR,MG,399,10,5995,201,BR_MG
2020-05-23,BR,MG,343,16,6338,217,BR_MG
2020-05-24,BR,MG,330,9,6668,226,BR_MG
2020-05-25,BR,MG,294,4,6962,230,BR_MG
2020-05-26,BR,MG,554,4,7516,234,BR_MG
2020-05-27,BR,MG,495,6,8011,240,BR_MG
2020-05-28,BR,MG,675,15,8686,255,BR_MG
2020-05-29,BR,MG,546,2,9232,257,BR_MG
2020-05-30,BR,MG,398,6,9630,263,BR_MG
2020-05-31,BR,MG,834,8,10464,271,BR_MG
