latitude,longitude,altitude,precision,globe,area,elevation,key
32.02,-81.44,,,http://www.wikidata.org/entity/Q2,1177,,US_GA_13029
32.39,-81.74,,,http://www.wikidata.org/entity/Q2,1784,,US_GA_13031
33.06,-82,,,http://www.wikidata.org/entity/Q2,2163,,US_GA_13033
33.29,-83.96,,,http://www.wikidata.org/entity/Q2,492,,US_GA_13035
31.53,-84.62,,,http://www.wikidata.org/entity/Q2,734,,US_GA_13037
30.92,-81.64,,,http://www.wikidata.org/entity/Q2,2027,,US_GA_13039
32.4,-82.07,,,http://www.wikidata.org/entity/Q2,644,,US_GA_13043
33.58,-85.08,,,http://www.wikidata.org/entity/Q2,1305,,US_GA_13045
34.9,-85.14,,,http://www.wikidata.org/entity/Q2,421,,US_GA_13047
30.78,-82.14,,,http://www.wikidata.org/entity/Q2,2028,,US_GA_13049
31.97,-81.09,,,http://www.wikidata.org/entity/Q2,1638,,US_GA_13051
32.35,-84.79,,,http://www.wikidata.org/entity/Q2,651,,US_GA_13053
34.48,-85.35,,,http://www.wikidata.org/entity/Q2,812,,US_GA_13055
34.24,-84.47,,,http://www.wikidata.org/entity/Q2,1124,,US_GA_13057
33.955464,-83.383245,,,http://www.wikidata.org/entity/Q2,314,,US_GA_13059
31.62,-84.99,,,http://www.wikidata.org/entity/Q2,562,,US_GA_13061
33.54,-84.36,,,http://www.wikidata.org/entity/Q2,374,,US_GA_13063
30.92,-82.7,,,http://www.wikidata.org/entity/Q2,2135,,US_GA_13065
33.94,-84.58,,,http://www.wikidata.org/entity/Q2,881,,US_GA_13067
31.55,-82.85,,0.0166667,http://www.wikidata.org/entity/Q2,1561,,US_GA_13069
31.19,-83.77,,,http://www.wikidata.org/entity/Q2,1441,,US_GA_13071
33.55,-82.26,,,http://www.wikidata.org/entity/Q2,797,,US_GA_13073
31.166667,-83.433333,,,http://www.wikidata.org/entity/Q2,604,,US_GA_13075
33.35,-84.76,,,http://www.wikidata.org/entity/Q2,1155,,US_GA_13077
32.71,-83.98,,,http://www.wikidata.org/entity/Q2,846,,US_GA_13079
31.93,-83.77,,,http://www.wikidata.org/entity/Q2,728,,US_GA_13081
34.85,-85.5,,0.0166667,http://www.wikidata.org/entity/Q2,451,,US_GA_13083
34.44,-84.17,,,http://www.wikidata.org/entity/Q2,554,,US_GA_13085
30.88,-84.58,,,http://www.wikidata.org/entity/Q2,1614,,US_GA_13087
33.77,-84.23,,,http://www.wikidata.org/entity/Q2,702,,US_GA_13089
32.17,-83.17,,,http://www.wikidata.org/entity/Q2,1303,,US_GA_13091
32.16,-83.8,,,http://www.wikidata.org/entity/Q2,1028,,US_GA_13093
31.54,-84.22,,,http://www.wikidata.org/entity/Q2,867,,US_GA_13095
33.7,-84.77,,,http://www.wikidata.org/entity/Q2,519,,US_GA_13097
31.33,-84.91,,,http://www.wikidata.org/entity/Q2,1337,,US_GA_13099
30.72,-82.9,,,http://www.wikidata.org/entity/Q2,1090,,US_GA_13101
32.37,-81.34,,,http://www.wikidata.org/entity/Q2,1250,,US_GA_13103
34.11,-82.84,,,http://www.wikidata.org/entity/Q2,970,,US_GA_13105
32.59,-82.3,,,http://www.wikidata.org/entity/Q2,1788,,US_GA_13107
32.16,-81.89,,,http://www.wikidata.org/entity/Q2,484,,US_GA_13109
34.86,-84.32,,,http://www.wikidata.org/entity/Q2,1014,,US_GA_13111
33.41,-84.49,,,http://www.wikidata.org/entity/Q2,516,,US_GA_13113
34.26,-85.22,,,http://www.wikidata.org/entity/Q2,1343,,US_GA_13115
34.22,-84.13,,,http://www.wikidata.org/entity/Q2,641,,US_GA_13117
34.37,-83.23,,,http://www.wikidata.org/entity/Q2,690,,US_GA_13119
33.79,-84.47,,,http://www.wikidata.org/entity/Q2,1385,,US_GA_13121
34.69,-84.46,,,http://www.wikidata.org/entity/Q2,1118,,US_GA_13123
33.23,-82.61,,,http://www.wikidata.org/entity/Q2,374,,US_GA_13125
31.22,-81.49,,,http://www.wikidata.org/entity/Q2,1516,,US_GA_13127
34.5,-84.87,,,http://www.wikidata.org/entity/Q2,927,,US_GA_13129
30.88,-84.23,,,http://www.wikidata.org/entity/Q2,1192,,US_GA_13131
33.58,-83.17,,,http://www.wikidata.org/entity/Q2,1052,,US_GA_13133
33.96,-84.03,,,http://www.wikidata.org/entity/Q2,1131,,US_GA_13135
34.63,-83.53,,,http://www.wikidata.org/entity/Q2,723,,US_GA_13137
34.32,-83.82,,,http://www.wikidata.org/entity/Q2,1112,,US_GA_13139
33.27,-83,,,http://www.wikidata.org/entity/Q2,1240,,US_GA_13141
33.79,-85.21,,,http://www.wikidata.org/entity/Q2,733,,US_GA_13143
32.74,-84.91,,,http://www.wikidata.org/entity/Q2,1225,,US_GA_13145
34.35,-82.96,,,http://www.wikidata.org/entity/Q2,664,,US_GA_13147
33.3,-85.13,,,http://www.wikidata.org/entity/Q2,780,,US_GA_13149
33.46,-84.16,,,http://www.wikidata.org/entity/Q2,840,,US_GA_13151
32.46,-83.67,,,http://www.wikidata.org/entity/Q2,984,,US_GA_13153
31.6,-83.27,,,http://www.wikidata.org/entity/Q2,939,,US_GA_13155
34.13,-83.56,,,http://www.wikidata.org/entity/Q2,888,,US_GA_13157
33.32,-83.69,,,http://www.wikidata.org/entity/Q2,968,,US_GA_13159
31.8,-82.64,,,http://www.wikidata.org/entity/Q2,869,,US_GA_13161
33.05,-82.42,,,http://www.wikidata.org/entity/Q2,1372,,US_GA_13163
32.79,-81.96,,,http://www.wikidata.org/entity/Q2,913,,US_GA_13165
32.7,-82.66,,,http://www.wikidata.org/entity/Q2,794,,US_GA_13167
33.03,-83.57,,,http://www.wikidata.org/entity/Q2,1024,,US_GA_13169
33.07,-84.14,,,http://www.wikidata.org/entity/Q2,481,,US_GA_13171
31.04,-83.06,,,http://www.wikidata.org/entity/Q2,518,,US_GA_13173
32.46,-82.93,,,http://www.wikidata.org/entity/Q2,2120,,US_GA_13175
31.78,-84.14,,,http://www.wikidata.org/entity/Q2,938,,US_GA_13177
31.8,-81.46,,,http://www.wikidata.org/entity/Q2,1561,,US_GA_13179
33.79,-82.45,,,http://www.wikidata.org/entity/Q2,666,,US_GA_13181
31.76,-81.75,,,http://www.wikidata.org/entity/Q2,1045,,US_GA_13183
30.83,-83.27,,,http://www.wikidata.org/entity/Q2,1323,,US_GA_13185
34.57,-84,,,http://www.wikidata.org/entity/Q2,738,,US_GA_13187
33.48,-82.48,,,http://www.wikidata.org/entity/Q2,690,,US_GA_13189
31.48,-81.37,,,http://www.wikidata.org/entity/Q2,1488,,US_GA_13191
32.35,-84.04,,,http://www.wikidata.org/entity/Q2,1051,,US_GA_13193
34.13,-83.21,,,http://www.wikidata.org/entity/Q2,740,,US_GA_13195
32.35,-84.53,,,http://www.wikidata.org/entity/Q2,952,,US_GA_13197
33.04,-84.69,,,http://www.wikidata.org/entity/Q2,1309,,US_GA_13199
31.16,-84.73,,,http://www.wikidata.org/entity/Q2,735,,US_GA_13201
31.22,-84.19,,,http://www.wikidata.org/entity/Q2,1331,,US_GA_13205
33.01,-83.91,,,http://www.wikidata.org/entity/Q2,1030,,US_GA_13207
32.17,-82.53,,,http://www.wikidata.org/entity/Q2,641,,US_GA_13209
33.59,-83.49,,,http://www.wikidata.org/entity/Q2,918,,US_GA_13211
34.78,-84.75,,,http://www.wikidata.org/entity/Q2,892,,US_GA_13213
32.51,-84.87,,,http://www.wikidata.org/entity/Q2,572,,US_GA_13215
33.599243,-83.858729,,,http://www.wikidata.org/entity/Q2,723,,US_GA_13217
33.84,-83.44,,,http://www.wikidata.org/entity/Q2,482,,US_GA_13219
33.88,-83.08,,,http://www.wikidata.org/entity/Q2,1145,,US_GA_13221
33.92,-84.87,,,http://www.wikidata.org/entity/Q2,816,,US_GA_13223
32.56,-83.83,,,http://www.wikidata.org/entity/Q2,392,,US_GA_13225
34.46,-84.46,,,http://www.wikidata.org/entity/Q2,603,,US_GA_13227
31.36,-82.22,,,http://www.wikidata.org/entity/Q2,891,,US_GA_13229
33.09,-84.39,,,http://www.wikidata.org/entity/Q2,568,,US_GA_13231
34,-85.18,,,http://www.wikidata.org/entity/Q2,808,,US_GA_13233
32.24,-83.47,,,http://www.wikidata.org/entity/Q2,647,,US_GA_13235
33.32,-83.37,,,http://www.wikidata.org/entity/Q2,934,,US_GA_13237
31.86,-85.01,,,http://www.wikidata.org/entity/Q2,417,,US_GA_13239
34.87692,-83.4082,,,http://www.wikidata.org/entity/Q2,976,,US_GA_13241
31.76,-84.76,,,http://www.wikidata.org/entity/Q2,1116,,US_GA_13243
33.36,-82.07,,,http://www.wikidata.org/entity/Q2,851,,US_GA_13245
33.65,-84.03,,,http://www.wikidata.org/entity/Q2,342,,US_GA_13247
32.266667,-84.299722,,,http://www.wikidata.org/entity/Q2,435,,US_GA_13249
32.75,-81.61,,,http://www.wikidata.org/entity/Q2,1698,,US_GA_13251
30.93,-84.87,,,http://www.wikidata.org/entity/Q2,664,,US_GA_13253
33.26,-84.28,,,http://www.wikidata.org/entity/Q2,517,,US_GA_13255
34.56,-83.29,,,http://www.wikidata.org/entity/Q2,477,,US_GA_13257
32.08,-84.84,,,http://www.wikidata.org/entity/Q2,1200,,US_GA_13259
32.04,-84.2,,,http://www.wikidata.org/entity/Q2,1276,,US_GA_13261
32.71,-84.53,,,http://www.wikidata.org/entity/Q2,1022,,US_GA_13263
33.57,-82.88,,,http://www.wikidata.org/entity/Q2,506,,US_GA_13265
32.04,-82.06,,,http://www.wikidata.org/entity/Q2,1264,,US_GA_13267
32.55,-84.25,,0.0166667,http://www.wikidata.org/entity/Q2,983,,US_GA_13269
31.93,-82.94,,,http://www.wikidata.org/entity/Q2,1150,,US_GA_13271
31.78,-84.44,,,http://www.wikidata.org/entity/Q2,874,,US_GA_13273
30.86,-83.92,,,http://www.wikidata.org/entity/Q2,1430,,US_GA_13275
31.46,-83.53,,,http://www.wikidata.org/entity/Q2,696,,US_GA_13277
32.12,-82.34,,,http://www.wikidata.org/entity/Q2,955,,US_GA_13279
34.92,-83.74,,,http://www.wikidata.org/entity/Q2,446,,US_GA_13281
32.4,-82.57,,,http://www.wikidata.org/entity/Q2,524,,US_GA_13283
33.03,-85.03,,,http://www.wikidata.org/entity/Q2,1155,,US_GA_13285
31.72,-83.63,,,http://www.wikidata.org/entity/Q2,751,,US_GA_13287
32.67,-83.43,,,http://www.wikidata.org/entity/Q2,940,,US_GA_13289
34.83,-83.99,,,http://www.wikidata.org/entity/Q2,852,,US_GA_13291
32.88,-84.3,,,http://www.wikidata.org/entity/Q2,849,,US_GA_13293
34.73,-85.3,,,http://www.wikidata.org/entity/Q2,447,,US_GA_13295
33.78,-83.74,,,http://www.wikidata.org/entity/Q2,330,,US_GA_13297
31.05,-82.42,,,http://www.wikidata.org/entity/Q2,908,,US_GA_13299
33.41,-82.68,,,http://www.wikidata.org/entity/Q2,287,,US_GA_13301
32.97,-82.79,,,http://www.wikidata.org/entity/Q2,684,,US_GA_13303
31.55,-81.91,,,http://www.wikidata.org/entity/Q2,649,,US_GA_13305
32.05,-84.55,,0.0166667,http://www.wikidata.org/entity/Q2,210,,US_GA_13307
32.12,-82.72,,,http://www.wikidata.org/entity/Q2,300,,US_GA_13309
34.683333,-83.75,,0.016666667,http://www.wikidata.org/entity/Q2,242,,US_GA_13311
34.8,-84.97,,,http://www.wikidata.org/entity/Q2,751.1,,US_GA_13313
31.97,-83.44,,,http://www.wikidata.org/entity/Q2,382,,US_GA_13315
33.79,-82.74,,,http://www.wikidata.org/entity/Q2,474,,US_GA_13317
32.8,-83.17,,,http://www.wikidata.org/entity/Q2,452,,US_GA_13319
31.55,-83.85,,0.0166667,http://www.wikidata.org/entity/Q2,575,,US_GA_13321
13.5,144.8,,0.0166667,http://www.wikidata.org/entity/Q2,544,,US_GU
21.311389,-157.79639,,,http://www.wikidata.org/entity/Q2,28311,925,US_HI
19.583333,-155.5,,0.016666667,http://www.wikidata.org/entity/Q2,13174,,US_HI_15001
21.466667,-157.96667,,0.016666667,http://www.wikidata.org/entity/Q2,5509,,US_HI_15003
21.196944,-156.96722,,,http://www.wikidata.org/entity/Q2,136,,US_HI_15005
22.066667,-159.65,,,http://www.wikidata.org/entity/Q2,3280,,US_HI_15007
20.883333,-156.65,,,http://www.wikidata.org/entity/Q2,6213,,US_HI_15009
42,-93,,1,http://www.wikidata.org/entity/Q2,145746,,US_IA
41.330556,-94.471111,,,http://www.wikidata.org/entity/Q2,1477,,US_IA_19001
41.029167,-94.699167,,,http://www.wikidata.org/entity/Q2,1102,,US_IA_19003
43.286667,-91.374167,,,http://www.wikidata.org/entity/Q2,1706,,US_IA_19005
40.738056,-92.867222,,,http://www.wikidata.org/entity/Q2,1337,,US_IA_19007
41.684722,-94.908056,,,http://www.wikidata.org/entity/Q2,1149,,US_IA_19009
42.079722,-92.0675,,,http://www.wikidata.org/entity/Q2,1855,,US_IA_19011
42.468889,-92.305278,,,http://www.wikidata.org/entity/Q2,1481,,US_IA_19013
42.036389,-93.932222,,,http://www.wikidata.org/entity/Q2,1485,,US_IA_19015
42.774167,-92.316944,,,http://www.wikidata.org/entity/Q2,1139,,US_IA_19017
42.471944,-91.839167,,,http://www.wikidata.org/entity/Q2,1485,,US_IA_19019
42.735,-95.150278,,,http://www.wikidata.org/entity/Q2,1502,,US_IA_19021
42.731667,-92.791389,,,http://www.wikidata.org/entity/Q2,1506,,US_IA_19023
42.386111,-94.647222,,,http://www.wikidata.org/entity/Q2,1482,,US_IA_19025
42.037222,-94.858889,,,http://www.wikidata.org/entity/Q2,1477,,US_IA_19027
41.329444,-94.929167,,,http://www.wikidata.org/entity/Q2,1463,,US_IA_19029
41.768056,-91.128611,,,http://www.wikidata.org/entity/Q2,1507,,US_IA_19031
43.079444,-93.266944,,,http://www.wikidata.org/entity/Q2,1490,,US_IA_19033
42.734722,-95.624167,,,http://www.wikidata.org/entity/Q2,1495,,US_IA_19035
43.06,-92.318889,,,http://www.wikidata.org/entity/Q2,1309,,US_IA_19037
41.022778,-93.786389,,,http://www.wikidata.org/entity/Q2,1118,,US_IA_19039
43.080833,-95.149444,,,http://www.wikidata.org/entity/Q2,1483,,US_IA_19041
42.843611,-91.343333,,,http://www.wikidata.org/entity/Q2,2053,,US_IA_19043
41.892778,-90.5275,,,http://www.wikidata.org/entity/Q2,1839,,US_IA_19045
42.037222,-95.378611,,,http://www.wikidata.org/entity/Q2,1852,,US_IA_19047
41.682778,-94.035,,,http://www.wikidata.org/entity/Q2,1533,,US_IA_19049
40.744444,-92.413333,,,http://www.wikidata.org/entity/Q2,1308,,US_IA_19051
40.741389,-93.780833,,,http://www.wikidata.org/entity/Q2,1381,,US_IA_19053
42.469444,-91.370278,,,http://www.wikidata.org/entity/Q2,1500,,US_IA_19055
40.927778,-91.183889,,,http://www.wikidata.org/entity/Q2,1113,,US_IA_19057
43.375833,-95.149722,,,http://www.wikidata.org/entity/Q2,987,,US_IA_19059
42.470833,-90.878333,,,http://www.wikidata.org/entity/Q2,1597,,US_IA_19061
43.377222,-94.6775,,,http://www.wikidata.org/entity/Q2,1042,,US_IA_19063
42.865,-91.849444,,,http://www.wikidata.org/entity/Q2,1894,,US_IA_19065
43.056667,-92.783889,,,http://www.wikidata.org/entity/Q2,1298,,US_IA_19067
42.730833,-93.2675,,,http://www.wikidata.org/entity/Q2,1510,,US_IA_19069
40.743889,-95.608611,,,http://www.wikidata.org/entity/Q2,1338,,US_IA_19071
42.035278,-94.395556,,,http://www.wikidata.org/entity/Q2,1479,,US_IA_19073
42.401667,-92.7875,,,http://www.wikidata.org/entity/Q2,1302,,US_IA_19075
41.683333,-94.5,,,http://www.wikidata.org/entity/Q2,1536,,US_IA_19077
42.381944,-93.710833,,,http://www.wikidata.org/entity/Q2,1496,,US_IA_19079
43.083333,-93.736389,,,http://www.wikidata.org/entity/Q2,1484,,US_IA_19081
42.373889,-93.244722,,,http://www.wikidata.org/entity/Q2,1476,,US_IA_19083
41.682222,-95.824167,,,http://www.wikidata.org/entity/Q2,1815,,US_IA_19085
40.986667,-91.541944,,,http://www.wikidata.org/entity/Q2,1131,,US_IA_19087
43.3575,-92.315556,,,http://www.wikidata.org/entity/Q2,1227,,US_IA_19089
42.777222,-94.204167,,,http://www.wikidata.org/entity/Q2,1129,,US_IA_19091
42.386667,-95.514444,,,http://www.wikidata.org/entity/Q2,1119,,US_IA_19093
41.686111,-92.066944,,,http://www.wikidata.org/entity/Q2,1521,,US_IA_19095
42.170278,-90.575,,,http://www.wikidata.org/entity/Q2,1683,,US_IA_19097
41.688056,-93.061389,,,http://www.wikidata.org/entity/Q2,1898,,US_IA_19099
41.031389,-91.944722,,,http://www.wikidata.org/entity/Q2,1131,,US_IA_19101
41.666667,-91.583333,,,http://www.wikidata.org/entity/Q2,1614,,US_IA_19103
42.12,-91.134722,,,http://www.wikidata.org/entity/Q2,1494,,US_IA_19105
41.336111,-92.179722,,,http://www.wikidata.org/entity/Q2,1502,,US_IA_19107
43.205,-94.205556,,,http://www.wikidata.org/entity/Q2,2524,,US_IA_19109
40.642778,-91.474444,,,http://www.wikidata.org/entity/Q2,1395,,US_IA_19111
42.078611,-91.599722,,,http://www.wikidata.org/entity/Q2,1877,,US_IA_19113
41.218056,-91.26,,,http://www.wikidata.org/entity/Q2,1082,,US_IA_19115
41.026111,-93.328333,,,http://www.wikidata.org/entity/Q2,1124,,US_IA_19117
43.383333,-96.216667,,,http://www.wikidata.org/entity/Q2,1522,,US_IA_19119
41.33,-94.01,,,http://www.wikidata.org/entity/Q2,1456,,US_IA_19121
41.333889,-92.645556,,,http://www.wikidata.org/entity/Q2,1485,,US_IA_19123
41.331111,-93.102222,,,http://www.wikidata.org/entity/Q2,1478,,US_IA_19125
42.034167,-93.001111,,,http://www.wikidata.org/entity/Q2,1484,,US_IA_19127
41.033056,-95.618889,,,http://www.wikidata.org/entity/Q2,1139,315,US_IA_19129
43.355556,-92.789722,,,http://www.wikidata.org/entity/Q2,1216,366,US_IA_19131
42.047222,-95.968611,,,http://www.wikidata.org/entity/Q2,1795,386,US_IA_19133
41.028333,-92.87,,,http://www.wikidata.org/entity/Q2,1124,240,US_IA_19135
41.029167,-95.151389,,,http://www.wikidata.org/entity/Q2,1100,369,US_IA_19137
41.481111,-91.119722,,,http://www.wikidata.org/entity/Q2,1163,199,US_IA_19139
43.081389,-95.626111,,,http://www.wikidata.org/entity/Q2,1485,464,US_IA_19141
43.377778,-95.627778,,,http://www.wikidata.org/entity/Q2,1035,477,US_IA_19143
40.738056,-95.148056,,,http://www.wikidata.org/entity/Q2,1387,328,US_IA_19145
43.08,-94.680833,,,http://www.wikidata.org/entity/Q2,1475,365,US_IA_19147
42.738333,-96.220278,,,http://www.wikidata.org/entity/Q2,2238,358,US_IA_19149
42.734444,-94.6775,,,http://www.wikidata.org/entity/Q2,1500,376,US_IA_19151
41.685,-93.570278,,,http://www.wikidata.org/entity/Q2,1533,279,US_IA_19153
41.333333,-95.533333,,0.016666667,http://www.wikidata.org/entity/Q2,2486,359,US_IA_19155
41.684167,-92.53,,0.00027777778,http://www.wikidata.org/entity/Q2,1518,293,US_IA_19157
40.732222,-94.248056,,,http://www.wikidata.org/entity/Q2,1396,,US_IA_19159
42.381111,-95.112778,,,http://www.wikidata.org/entity/Q2,1498,,US_IA_19161
41.635833,-90.633889,,,http://www.wikidata.org/entity/Q2,1186,,US_IA_19163
41.681389,-95.312778,,,http://www.wikidata.org/entity/Q2,1532,,US_IA_19165
43.081389,-96.179444,,,http://www.wikidata.org/entity/Q2,1959,,US_IA_19167
42.037778,-93.466389,,,http://www.wikidata.org/entity/Q2,1486,,US_IA_19169
42.078611,-92.531389,,,http://www.wikidata.org/entity/Q2,1871,,US_IA_19171
40.735833,-94.6925,,,http://www.wikidata.org/entity/Q2,1385,,US_IA_19173
41.025833,-94.241389,,,http://www.wikidata.org/entity/Q2,1103,,US_IA_19175
40.75,-91.951667,,,http://www.wikidata.org/entity/Q2,1271,,US_IA_19177
41.029444,-92.408889,,,http://www.wikidata.org/entity/Q2,436,,US_IA_19179
41.33,-93.56,,,http://www.wikidata.org/entity/Q2,573,,US_IA_19181
41.334722,-91.719722,,,http://www.wikidata.org/entity/Q2,571,,US_IA_19183
40.738056,-93.326667,,,http://www.wikidata.org/entity/Q2,527,,US_IA_19185
42.426111,-94.188611,,,http://www.wikidata.org/entity/Q2,718,,US_IA_19187
43.378889,-93.731944,,,http://www.wikidata.org/entity/Q2,402,,US_IA_19189
43.283333,-91.866667,,,http://www.wikidata.org/entity/Q2,690,,US_IA_19191
42.391389,-96.050833,,,http://www.wikidata.org/entity/Q2,878,,US_IA_19193
43.378889,-93.257222,,,http://www.wikidata.org/entity/Q2,402,,US_IA_19195
42.733056,-93.735556,,,http://www.wikidata.org/entity/Q2,582,,US_IA_19197
45,-114,,1,http://www.wikidata.org/entity/Q2,216699,1524,US_ID
43.45,-116.24,,,http://www.wikidata.org/entity/Q2,2746,,US_ID_16001
44.9,-116.45,,0.0166667,http://www.wikidata.org/entity/Q2,3548,,US_ID_16003
42.67,-112.22,,,http://www.wikidata.org/entity/Q2,2972,,US_ID_16005
42.29,-111.33,,,http://www.wikidata.org/entity/Q2,2718,,US_ID_16007
47.22,-116.66,,,http://www.wikidata.org/entity/Q2,2030,,US_ID_16009
43.22,-112.4,,,http://www.wikidata.org/entity/Q2,5491,,US_ID_16011
43.39,-113.98,,,http://www.wikidata.org/entity/Q2,6892,,US_ID_16013
44.01,-115.74,,,http://www.wikidata.org/entity/Q2,4938,,US_ID_16015
48.29,-116.6,,,http://www.wikidata.org/entity/Q2,4972,,US_ID_16017
43.38,-111.6,,,http://www.wikidata.org/entity/Q2,4923,,US_ID_16019
48.79,-116.45,,,http://www.wikidata.org/entity/Q2,3311,,US_ID_16021
43.72,-113.17,,,http://www.wikidata.org/entity/Q2,5785,,US_ID_16023
43.47,-114.81,,,http://www.wikidata.org/entity/Q2,2795,,US_ID_16025
43.63,-116.71,,,http://www.wikidata.org/entity/Q2,1563,,US_ID_16027
42.76,-111.55,,,http://www.wikidata.org/entity/Q2,4658,,US_ID_16029
42.27,-113.61,,,http://www.wikidata.org/entity/Q2,6683,,US_ID_16031
44.28,-112.38,,,http://www.wikidata.org/entity/Q2,4572,,US_ID_16033
46.67,-115.66,,,http://www.wikidata.org/entity/Q2,6444,,US_ID_16035
44.23,-114.29,,,http://www.wikidata.org/entity/Q2,12786,,US_ID_16037
43.34,-115.47,,,http://www.wikidata.org/entity/Q2,8030,,US_ID_16039
42.18,-111.81,,,http://www.wikidata.org/entity/Q2,1731,,US_ID_16041
44.22,-111.48,,,http://www.wikidata.org/entity/Q2,4910,,US_ID_16043
44.06,-116.41,,,http://www.wikidata.org/entity/Q2,1465,,US_ID_16045
42.97,-114.8,,,http://www.wikidata.org/entity/Q2,1901,,US_ID_16047
45.85,-115.46,,,http://www.wikidata.org/entity/Q2,22021,2877,US_ID_16049
43.82,-112.31,,,http://www.wikidata.org/entity/Q2,2863,,US_ID_16051
42.69,-114.26,,,http://www.wikidata.org/entity/Q2,1559,,US_ID_16053
47.68,-116.7,,,http://www.wikidata.org/entity/Q2,3408,,US_ID_16055
46.84,-116.67667,,0.00027777778,http://www.wikidata.org/entity/Q2,2789,,US_ID_16057
44.96,-113.95,,,http://www.wikidata.org/entity/Q2,11835,,US_ID_16059
46.24,-116.43,,,http://www.wikidata.org/entity/Q2,1243,,US_ID_16061
42.98,-114.13,,,http://www.wikidata.org/entity/Q2,3123,,US_ID_16063
43.79,-111.66,,,http://www.wikidata.org/entity/Q2,1226,,US_ID_16065
42.85,-113.64,,,http://www.wikidata.org/entity/Q2,1976,,US_ID_16067
46.33,-116.75,,,http://www.wikidata.org/entity/Q2,2218,,US_ID_16069
42.21,-112.52,,,http://www.wikidata.org/entity/Q2,3112,,US_ID_16071
42.56,-116.17,,,http://www.wikidata.org/entity/Q2,19934,,US_ID_16073
44.01,-116.76,,,http://www.wikidata.org/entity/Q2,1062,,US_ID_16075
42.69,-112.84,,,http://www.wikidata.org/entity/Q2,3736,,US_ID_16077
47.35,-115.89,,,http://www.wikidata.org/entity/Q2,6826,,US_ID_16079
43.75,-111.21,,,http://www.wikidata.org/entity/Q2,1167,,US_ID_16081
42.35,-114.66,,,http://www.wikidata.org/entity/Q2,4995,,US_ID_16083
44.74,-115.56,,,http://www.wikidata.org/entity/Q2,9670,,US_ID_16085
44.45,-116.78,,,http://www.wikidata.org/entity/Q2,3817.64,,US_ID_16087
40,-89,,1,http://www.wikidata.org/entity/Q2,149998,182,US_IL
39.99,-91.19,,,http://www.wikidata.org/entity/Q2,2257,,US_IL_17001
37.19,-89.34,,,http://www.wikidata.org/entity/Q2,654,,US_IL_17003
38.88,-89.44,,,http://www.wikidata.org/entity/Q2,991,,US_IL_17005
42.33,-88.81,,,http://www.wikidata.org/entity/Q2,730,,US_IL_17007
39.95,-90.75,,0.0166667,http://www.wikidata.org/entity/Q2,796,,US_IL_17009
41.41,-89.53,,,http://www.wikidata.org/entity/Q2,2262,,US_IL_17011
39.16,-90.67,,,http://www.wikidata.org/entity/Q2,735,,US_IL_17013
42.06,-89.92,,,http://www.wikidata.org/entity/Q2,1206,,US_IL_17015
39.98,-90.25,,,http://www.wikidata.org/entity/Q2,994,,US_IL_17017
40.14,-88.2,,,http://www.wikidata.org/entity/Q2,2584,,US_IL_17019
39.55,-89.28,,,http://www.wikidata.org/entity/Q2,1854,,US_IL_17021
39.33,-87.79,,,http://www.wikidata.org/entity/Q2,1308,,US_IL_17023
38.76,-88.49,,,http://www.wikidata.org/entity/Q2,1217,,US_IL_17025
38.61,-89.42,,,http://www.wikidata.org/entity/Q2,1304,,US_IL_17027
39.51,-88.22,,,http://www.wikidata.org/entity/Q2,1321,,US_IL_17029
41.8,-87.716667,,,http://www.wikidata.org/entity/Q2,4235,950,US_IL_17031
39,-87.76,,,http://www.wikidata.org/entity/Q2,1154,,US_IL_17033
39.27,-88.24,,,http://www.wikidata.org/entity/Q2,899,,US_IL_17035
41.89,-88.77,,,http://www.wikidata.org/entity/Q2,1645,,US_IL_17037
40.17463,-88.90409,,1E-05,http://www.wikidata.org/entity/Q2,1030,,US_IL_17039
39.77,-88.22,,,http://www.wikidata.org/entity/Q2,1081,,US_IL_17041
41.833333,-88.083333,,0.016666667,http://www.wikidata.org/entity/Q2,872,,US_IL_17043
39.68,-87.75,,,http://www.wikidata.org/entity/Q2,1617,,US_IL_17045
38.42,-88.06,,,http://www.wikidata.org/entity/Q2,577,,US_IL_17047
39.06,-88.59,,,http://www.wikidata.org/entity/Q2,1243,,US_IL_17049
39,-89.02,,,http://www.wikidata.org/entity/Q2,1879,,US_IL_17051
40.59,-88.22,,,http://www.wikidata.org/entity/Q2,1260,,US_IL_17053
37.99,-88.92,,,http://www.wikidata.org/entity/Q2,1117,,US_IL_17055
40.48,-90.21,,,http://www.wikidata.org/entity/Q2,2286,,US_IL_17057
37.76,-88.23,,,http://www.wikidata.org/entity/Q2,851,,US_IL_17059
39.35,-90.39,,,http://www.wikidata.org/entity/Q2,1415,,US_IL_17061
41.29,-88.43,,,http://www.wikidata.org/entity/Q2,1115,,US_IL_17063
38.08,-88.54,,,http://www.wikidata.org/entity/Q2,1129,,US_IL_17065
40.4,-91.17,,,http://www.wikidata.org/entity/Q2,2110,,US_IL_17067
37.531389,-88.368331,,0.00027777778,http://www.wikidata.org/entity/Q2,470,,US_IL_17069
40.81,-90.93,,,http://www.wikidata.org/entity/Q2,1023,,US_IL_17071
41.35,-90.14,,,http://www.wikidata.org/entity/Q2,2138,,US_IL_17073
40.74,-87.82,,,http://www.wikidata.org/entity/Q2,2896,,US_IL_17075
