ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23
CO-LAG,Colombia,La Guajira,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,15.0,0.0,27.0,0.0,28.0,32.0,0.0,35.0,45.0,47.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,49.0,54.0,55.0,57.0,0.0,58.0,61.0,63.0,65.0,0.0,68.0,72.0,107.0,108.0,109.0,113.0,0.0,115.0,0.0,121.0,129.0,139.0,148.0,158.0,161.0,170.0,185.0,214.0,223.0,231.0
CO-MAG,Colombia,Magdalena,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0.0,0.0,3.0,0.0,4,0.0,7.0,0,0,8.0,10.0,12,0,0.0,0.0,0,0,0,26,30,42,57.0,61.0,66.0,0.0,70.0,86.0,88.0,0.0,0.0,93.0,110.0,120.0,142.0,147.0,152.0,160.0,163.0,166.0,172.0,202.0,220.0,230.0,236.0,242.0,256.0,0.0,257.0,263.0,0.0,271.0,284.0,308.0,322.0,355.0,380.0,405.0,409.0,435.0,441.0,447.0,466.0,484.0,487.0,493.0,504.0,528.0,547.0,554.0,567.0,595.0,611.0,635.0,652.0,705.0,718.0,734.0,750.0,753.0,780.0,799.0,818.0,833.0,851.0,920.0,946.0,974.0,995.0,1024.0,1118.0,1149.0,1198.0,1276.0,1297.0,1325.0
CO-MET,Colombia,Meta,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,5.0,7.0,8,0.0,0.0,0,0,0.0,11.0,12,0,13.0,0.0,14,0,0,0,15,16,21.0,0.0,23.0,38.0,0.0,43.0,45.0,46.0,52.0,56.0,59.0,99.0,135.0,161.0,185.0,231.0,247.0,354.0,362.0,371.0,474.0,478.0,564.0,0.0,718.0,741.0,758.0,834.0,897.0,922.0,926.0,935.0,938.0,940.0,0.0,945.0,949.0,951.0,954.0,963.0,964.0,966.0,0.0,968.0,969.0,972.0,0.0,974.0,975.0,0.0,0.0,977.0,981.0,983.0,985.0,983.0,988.0,990.0,991.0,999.0,1001.0,1003.0,1010.0,1010.0,1014.0,1024.0,1025.0,1031.0,1037.0,1057.0,1068.0,1101.0,1106.0,1137.0
CO-NAR,Colombia,Narino,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,2,0,0.0,4.0,6,0,0.0,0.0,0,0,0,9,28,31,38.0,0.0,0.0,41.0,42.0,44.0,46.0,47.0,0.0,52.0,62.0,0.0,0.0,79.0,92.0,93.0,96.0,113.0,118.0,0.0,154.0,157.0,201.0,0.0,247.0,253.0,0.0,0.0,262.0,296.0,306.0,338.0,0.0,377.0,425.0,489.0,494.0,499.0,519.0,549.0,594.0,634.0,649.0,709.0,788.0,801.0,825.0,867.0,946.0,1006.0,1102.0,1210.0,1263.0,1346.0,1383.0,1431.0,1551.0,1629.0,1700.0,1794.0,1989.0,2030.0,2057.0,2081.0,2149.0,2170.0,2205.0,2222.0,2376.0,2469.0,2495.0,0.0,0.0,0.0
CO-NSA,Colombia,Norte de Santander,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,3.0,5,0,9,0,11.0,0.0,12.0,15.0,19,0.0,0.0,0,23,24.0,30.0,31,33,37.0,0.0,0,39,0,41,59,61,68.0,72.0,0.0,80.0,87.0,90.0,0.0,92.0,0.0,0.0,93.0,96.0,97.0,0.0,98.0,100.0,101.0,109.0,0.0,0.0,113.0,124.0,0.0,0.0,125.0,0.0,0.0,132.0,136.0,141.0,0.0,146.0,0.0,147.0,149.0,161.0,162.0,164.0,0.0,166.0,167.0,171.0,177.0,0.0,0.0,179.0,182.0,185.0,186.0,0.0,198.0,201.0,214.0,247.0,249.0,264.0,283.0,298.0,312.0,342.0,350.0,355.0,359.0,374.0,390.0,411.0,433.0,463.0,509.0,545.0,589.0,711.0,737.0,755.0
CO-PUT,Colombia,Putumayo,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,17.0,0.0,0.0,19.0
CO-QUI,Colombia,Quindio,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,2,0,3,0,0.0,6.0,7.0,8.0,12,0.0,15.0,16,0,0.0,0.0,23,0,0.0,0.0,0,0,0,40,41,44,47.0,0.0,49.0,0.0,0.0,0.0,51.0,53.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,56.0,58.0,59.0,0.0,0.0,60.0,0.0,0.0,0.0,63.0,0.0,65.0,66.0,0.0,67.0,70.0,0.0,77.0,0.0,78.0,79.0,0.0,81.0,0.0,84.0,0.0,86.0,88.0,89.0,94.0,0.0,107.0,0.0,0.0,0.0,111.0,112.0,113.0,119.0,0.0,120.0,121.0,0.0,0.0,122.0,0.0,123.0,124.0,125.0,126.0,128.0,129.0,131.0,139.0,142.0,145.0,0.0,0.0,0.0
CO-RIS,Colombia,Risaralda,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,2,5,0,6,7.0,12.0,13.0,16.0,18,0.0,0.0,0,28,0.0,34.0,0,0,36.0,0.0,0,0,0,46,49,52,58.0,61.0,62.0,70.0,73.0,0.0,113.0,125.0,131.0,0.0,136.0,142.0,146.0,148.0,180.0,185.0,0.0,191.0,193.0,199.0,203.0,208.0,211.0,0.0,0.0,212.0,0.0,214.0,216.0,0.0,0.0,0.0,233.0,236.0,0.0,0.0,238.0,0.0,0.0,0.0,239.0,240.0,241.0,242.0,245.0,0.0,249.0,250.0,251.0,253.0,255.0,0.0,258.0,263.0,266.0,268.0,274.0,278.0,0.0,286.0,294.0,302.0,308.0,315.0,323.0,0.0,325.0,333.0,384.0,397.0,412.0,421.0,424.0,436.0
CO-SAP,Colombia,San Andres y Providencia,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,0,0,0,0,4,0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,19.0,20.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
CO-SAN,Colombia,Santander,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO-SUC,Colombia,Sucre,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,15.0,0.0,19.0,21.0,24.0,25.0,47.0,73.0,81.0,98.0,126.0,131.0,143.0,166.0,174.0,196.0,213.0,238.0,240.0,272.0,300.0,405.0,448.0,496.0,537.0,589.0,643.0
CO-TOL,Colombia,Tolima,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,2,0,0,3.0,4.0,0.0,8.0,9,0.0,0.0,0,0,0.0,0.0,14,0,15.0,0.0,0,0,0,0,16,21,23.0,0.0,25.0,0.0,27.0,28.0,30.0,0.0,32.0,0.0,36.0,40.0,41.0,0.0,42.0,43.0,55.0,62.0,66.0,68.0,87.0,88.0,93.0,94.0,0.0,0.0,98.0,103.0,0.0,130.0,0.0,133.0,134.0,0.0,154.0,159.0,0.0,164.0,174.0,176.0,177.0,181.0,186.0,188.0,224.0,237.0,0.0,247.0,0.0,248.0,263.0,273.0,274.0,0.0,276.0,279.0,280.0,287.0,292.0,294.0,298.0,314.0,342.0,381.0,384.0,394.0,406.0,471.0,504.0,514.0,528.0,599.0,676.0,690.0
CO-VAC,Colombia,Valle del Cauca,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,3,0,0.0,5.0,13,0,14,15,27.0,32.0,38.0,67.0,72,74.0,0.0,85,93,106.0,117.0,148,151,166.0,180.0,196,208,221,310,343,414,472.0,481.0,486.0,500.0,518.0,543.0,586.0,606.0,616.0,664.0,693.0,720.0,754.0,775.0,793.0,817.0,824.0,857.0,878.0,917.0,980.0,1022.0,1024.0,1058.0,1088.0,1129.0,1173.0,1212.0,1265.0,1275.0,1306.0,1337.0,1394.0,1467.0,1507.0,1569.0,1643.0,1670.0,1754.0,1829.0,1888.0,2007.0,2095.0,2193.0,2242.0,2391.0,2511.0,2633.0,2734.0,2891.0,2975.0,3067.0,3169.0,3312.0,3400.0,3522.0,3661.0,3714.0,3914.0,4039.0,4169.0,4411.0,4538.0,4692.0,4864.0,5073.0,5214.0,5418.0,5665.0,5874.0,6055.0,6291.0,6407.0,6632.0
CO-VAU,Colombia,Vaupes,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO-VID,Colombia,Vichada,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CR-A,Costa Rica,Alajuela,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,5,6,7,8,12.0,16.0,18,21,26,34,38.0,40.0,44.0,55.0,57,70.0,83.0,96,99,101.0,101.0,109,113,118.0,126.0,132,134,142,145,147,158,160.0,159.0,162.0,163.0,164.0,164.0,166.0,166.0,167.0,167.0,168.0,170.0,171.0,171.0,172.0,172.0,172.0,176.0,176.0,177.0,178.0,180.0,180.0,180.0,180.0,182.0,182.0,56.0,52.0,49.0,45.0,44.0,189.0,38.0,192.0,34.0,194.0,194.0,201.0,202.0,203.0,205.0,206.0,207.0,209.0,210.0,223.0,233.0,245.0,262.0,262.0,272.0,280.0,293.0,314.0,328.0,342.0,382.0,392.0,405.0,454.0,492.0,526.0,541.0,568.0,572.0,586.0,623.0,643.0,435.0,445.0,465.0,471.0,
CR-C,Costa Rica,Cartago,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,1.0,1.0,2,5,6,6,9.0,9.0,10.0,12.0,13,18.0,19.0,20,21,23.0,23.0,26,27,30.0,30.0,30,31,33,35,37,38,39.0,42.0,41.0,42.0,42.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,49.0,49.0,49.0,49.0,49.0,50.0,50.0,54.0,55.0,55.0,55.0,55.0,55.0,23.0,22.0,20.0,21.0,21.0,57.0,21.0,59.0,24.0,60.0,60.0,60.0,61.0,63.0,63.0,63.0,63.0,64.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,68.0,68.0,68.0,68.0,69.0,69.0,71.0,71.0,75.0,76.0,78.0,79.0,79.0,79.0,81.0,85.0,90.0,31.0,34.0,37.0,38.0,
CR-G,Costa Rica,Guanacaste,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,1,3.0,3.0,3,3,3,4,5.0,5.0,5.0,6.0,6,7.0,8.0,8,9,10.0,10.0,10,12,13.0,13.0,13,13,13,13,13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,15.0,19.0,19.0,21.0,21.0,22.0,22.0,22.0,22.0,10.0,13.0,21.0,15.0,15.0,32.0,19.0,35.0,21.0,37.0,38.0,41.0,44.0,45.0,48.0,50.0,53.0,62.0,63.0,73.0,76.0,77.0,77.0,81.0,88.0,87.0,97.0,98.0,103.0,105.0,107.0,107.0,107.0,111.0,116.0,118.0,125.0,134.0,139.0,141.0,151.0,160.0,87.0,96.0,102.0,119.0,
CR-H,Costa Rica,Heredia,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,4,4,4,4,4.0,4.0,4,8,11,10,11.0,13.0,16.0,17.0,22,23.0,26.0,27,30,32.0,32.0,39,43,49.0,51.0,50,40,53,53,55,60,61.0,57.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,65.0,65.0,77.0,77.0,77.0,31.0,31.0,27.0,24.0,24.0,81.0,36.0,90.0,35.0,91.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,95.0,97.0,99.0,99.0,103.0,106.0,111.0,118.0,122.0,127.0,128.0,128.0,130.0,143.0,152.0,167.0,172.0,176.0,182.0,191.0,194.0,204.0,143.0,148.0,157.0,160.0,
CR-L,Costa Rica,Limon,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1,1,2,2,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,6.0,6.0,6.0,6.0,7.0,13.0,7.0,14.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,20.0,21.0,22.0,22.0,35.0,38.0,43.0,44.0,53.0,53.0,62.0,63.0,68.0,68.0,69.0,78.0,81.0,84.0,87.0,91.0,72.0,66.0,69.0,65.0,
CR-P,Costa Rica,Puntarenas,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,1.0,2.0,3.0,6,9.0,9.0,12,16,18.0,18.0,21,23,18.0,18.0,24,24,18,18,25,18,21.0,28.0,24.0,25.0,26.0,33.0,34.0,34.0,36.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,40.0,40.0,40.0,40.0,41.0,15.0,16.0,17.0,15.0,15.0,42.0,15.0,42.0,15.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,46.0,47.0,47.0,48.0,50.0,51.0,51.0,55.0,55.0,59.0,63.0,64.0,64.0,65.0,69.0,73.0,76.0,76.0,81.0,86.0,88.0,91.0,93.0,96.0,99.0,47.0,45.0,45.0,48.0,
CR-SJ,Costa Rica,San Jose,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,12,12,13,13,15.0,17.0,23,31,39,51,53.0,65.0,80.0,83.0,96,103.0,177.0,128,139,145.0,145.0,169,177,187.0,196.0,204,214,223,237,260,269,280.0,291.0,305.0,308.0,314.0,320.0,325.0,329.0,322.0,332.0,337.0,345.0,348.0,349.0,350.0,352.0,354.0,356.0,362.0,362.0,365.0,365.0,367.0,369.0,370.0,374.0,376.0,165.0,154.0,145.0,144.0,144.0,394.0,144.0,404.0,149.0,415.0,416.0,421.0,425.0,427.0,430.0,434.0,442.0,448.0,449.0,453.0,454.0,459.0,460.0,464.0,466.0,475.0,482.0,483.0,488.0,500.0,502.0,510.0,515.0,527.0,546.0,560.0,576.0,579.0,587.0,606.0,621.0,638.0,244.0,261.0,294.0,316.0,
CU-15,Cuba,Artemisa,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,3,6,0.0,0.0,7,11,13.0,15.0,0,16,22,25,26,0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CU-09,Cuba,CamagÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¼ey,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,2.0,0.0,8,0,0.0,11.0,12,14,0.0,0.0,15,18,20,0,26,29,0.0,30.0,0.0,0.0,32.0,0.0,33.0,0.0,34.0,0.0,0.0,0.0,35.0,36.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,0.0,40.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CU-08,Cuba,Ciego de ÃƒÆ’Ã†â€™ÃƒÂ¯Ã‚Â¿Ã‚Â½vila,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,2.0,3,0.0,9.0,11,15,17.0,0.0,20,26,0.0,0.0,30,50,0,56,64,65,0.0,66.0,68.0,71.0,72.0,0.0,0.0,76.0,77.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,86.0,87.0,89.0,90.0,91.0,0.0,92.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,95.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CU-06,Cuba,Cienfuegos,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,4.0,5,8,0.0,0.0,11,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0,0.0,14.0,0.0,18.0,19.0,0.0,20.0,22.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CU-12,Cuba,Granma,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,4.0,0.0,0.0,0.0,0,0.0,6.0,0,8,10.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CU-14,Cuba,GuantÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡namo,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,2,0,3.0,6.0,8.0,10.0,11.0,13.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
