geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15
sub-region,Päijät-Häme,driving,,,Finland,100.0,100.3,107.64,108.99,132.78,128.11,128.21,96.11,100.08,98.29,106.0,140.54,134.31,122.53,93.9,97.24,101.91,107.18,133.99,128.28,121.18,94.52,103.14,102.19,106.81,150.44,132.88,126.63,100.55,103.39,102.39,114.87,166.57,162.04,150.87,118.59,120.72,130.52,130.95,164.05,162.77,139.06,106.46,106.05,113.59,126.73,158.15,146.5,131.15,106.53,106.66,110.42,115.6,140.34,135.17,131.22,101.36,106.36,107.03,95.81,109.47,110.37,96.91,72.12,67.8,75.13,75.68,95.23,96.94,91.21,74.35,78.32,76.84,93.95,87.77,84.5,81.46,72.57,83.52,75.68,75.01,77.52,79.2,77.67,75.26,82.09,86.51,98.29,81.66,80.51,59.88,84.1,75.96,78.2,81.29,91.38,106.96,101.71,89.7,115.5,105.95,100.73,123.26,109.87,109.22,103.06,104.5,111.45,133.03,121.33,126.58,136.75,105.65,118.66,114.52,128.79,146.65,143.98,132.23,,,111.23,116.18,160.56,125.67,150.14,127.61,122.31,149.99,168.1,191.61,164.91,184.2,133.94,132.91,142.9,150.19,187.84,176.94,194.67,157.52,163.6,161.27,165.36,201.68,192.89,204.07,172.27,173.22,174.4,197.19,251.75,215.37,240.07,197.46
sub-region,Quebec,driving,Québec|QC,,Canada,100.0,101.53,105.44,110.5,121.81,107.72,81.92,99.15,99.73,105.6,109.23,128.14,116.53,84.43,96.09,99.99,101.51,106.93,126.25,118.18,91.69,93.29,97.93,101.66,105.69,109.35,113.35,89.04,115.92,108.18,110.44,117.16,134.05,123.14,100.4,106.8,107.08,115.63,114.66,133.23,121.77,93.88,100.2,106.07,103.6,96.57,131.21,118.1,96.95,108.82,113.8,113.63,122.77,123.02,113.03,91.91,98.76,101.84,106.39,103.57,93.79,82.69,64.1,70.27,59.91,59.49,57.7,56.82,44.91,36.88,47.53,44.91,38.75,38.82,43.44,35.78,27.09,35.42,39.29,38.67,36.71,40.29,34.74,26.39,37.72,38.33,39.19,39.6,39.56,36.41,29.29,32.04,41.41,43.46,45.34,48.96,41.49,32.88,48.67,46.73,47.8,52.9,57.39,48.23,39.42,52.85,56.29,59.74,55.29,64.12,57.98,47.54,62.82,65.77,69.91,68.86,73.39,64.1,54.42,,,80.03,82.83,87.38,79.19,66.64,74.33,89.79,94.98,98.96,110.44,91.38,79.36,97.42,102.96,105.48,106.26,112.91,97.78,85.23,105.85,105.73,107.1,120.03,131.31,105.82,102.48,115.11,118.39,117.67,122.17,141.25,118.92,106.99,126.89
sub-region,Queensland,driving,QLD,,Australia,100.0,101.37,106.7,107.17,115.28,86.13,99.44,100.82,104.54,104.6,115.44,103.88,79.88,79.51,92.04,94.32,95.71,101.68,100.87,82.14,91.35,91.77,90.94,96.88,105.27,99.05,79.07,89.97,93.56,97.91,104.32,108.52,105.88,85.46,92.83,97.99,101.74,101.85,107.23,108.94,87.59,92.19,95.58,97.86,100.49,106.61,108.82,88.74,91.88,94.68,97.56,97.56,104.5,105.36,84.92,89.48,89.74,92.5,96.04,98.16,95.95,75.97,80.84,78.46,77.29,78.05,82.95,77.3,60.76,65.77,63.65,62.78,61.8,63.12,50.22,37.93,52.6,52.89,53.78,54.02,56.84,45.26,37.7,54.57,55.78,56.96,60.84,33.47,36.98,27.51,31.93,55.17,57.25,58.07,60.23,47.3,36.82,53.98,55.51,57.94,59.23,63.28,46.8,46.65,60.79,61.89,64.07,65.35,70.62,66.65,56.04,53.62,67.07,68.03,69.95,75.19,72.62,55.55,67.51,,,73.7,80.98,83.34,67.46,74.29,74.66,77.43,78.97,84.2,81.83,67.57,76.98,79.9,81.49,82.89,89.69,92.16,73.7,80.45,82.55,85.54,87.17,94.38,99.4,78.61,85.94,86.13,87.44,90.68,101.47,102.57,78.29,87.43,91.04
sub-region,Querétaro,driving,,,Mexico,100.0,103.73,101.71,115.7,141.11,145.75,101.27,105.9,98.19,99.79,108.99,140.19,142.49,89.87,99.34,107.25,107.31,112.17,150.74,160.37,114.66,103.14,107.97,108.32,113.57,138.84,146.28,100.1,104.65,109.23,113.68,124.34,167.72,164.85,109.53,113.35,107.15,111.18,119.14,149.86,151.21,105.03,100.6,108.91,110.53,115.71,151.85,158.79,105.08,102.84,103.65,107.29,117.42,157.09,159.64,102.95,89.71,113.7,111.76,120.09,167.73,172.8,114.35,88.17,81.25,72.61,69.62,79.33,70.63,42.91,51.29,48.72,48.97,49.08,57.63,53.47,37.12,43.84,45.39,49.53,49.07,54.18,50.64,31.93,41.03,44.89,47.19,44.18,35.97,41.47,32.85,44.0,45.97,49.14,47.32,54.39,52.32,36.02,45.81,44.16,46.2,47.88,52.96,52.59,38.66,46.25,46.14,50.47,50.36,51.79,51.33,41.66,49.55,47.06,49.37,51.33,57.18,60.88,46.21,,,49.77,54.06,66.63,62.3,47.12,54.63,57.33,61.86,58.86,67.77,65.49,47.13,59.3,60.55,60.61,61.39,72.74,71.14,50.6,59.92,65.56,64.0,69.64,79.91,75.65,53.45,62.7,67.27,69.68,68.65,83.55,89.95,64.19,70.47
sub-region,Quintana Roo,driving,,,Mexico,100.0,97.2,98.86,101.11,103.3,107.91,91.09,98.25,92.87,91.86,93.27,96.08,101.25,87.77,85.4,84.26,86.31,90.8,98.67,101.9,87.6,86.17,87.62,87.88,90.68,93.75,99.38,87.05,91.84,91.51,95.16,98.74,108.95,117.96,100.67,102.49,96.61,99.54,103.47,109.38,117.41,100.84,102.3,97.77,95.41,103.71,105.18,107.23,94.62,95.93,95.53,98.35,100.67,115.4,119.75,108.67,103.97,103.43,107.14,101.31,106.19,107.34,86.83,79.7,72.83,70.3,60.53,55.06,47.21,32.06,32.03,28.0,25.48,25.37,26.41,24.24,18.41,20.83,20.45,20.16,18.62,19.53,19.28,15.74,18.76,17.54,19.13,18.22,18.22,18.37,15.18,18.45,18.26,18.81,19.75,21.03,19.57,15.49,19.47,19.13,19.07,17.57,19.08,18.33,15.79,17.36,18.55,20.7,21.66,21.97,22.23,18.02,20.11,20.78,19.74,19.97,20.81,24.65,22.41,,,19.8,22.15,25.12,25.79,20.96,21.81,23.84,23.11,23.31,25.9,25.84,21.38,24.88,25.36,24.59,25.01,28.27,28.69,24.86,25.19,26.02,27.79,24.77,22.76,30.4,25.56,30.05,31.11,30.81,31.73,35.29,37.56,29.87,34.78
sub-region,Ranong Province,driving,ระนอง|จังหวัดระนอง|จ.ระนอง,,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub-region,Ratchaburi Province,driving,ราชบุรี|จังหวัดราชบุรี|จ.ราชบุรี,,Thailand,100.0,92.95,104.3,107.86,179.98,255.51,138.69,102.6,95.8,88.38,114.74,292.85,320.9,205.99,122.03,115.94,117.32,125.33,189.49,218.52,148.05,98.45,94.67,95.53,108.6,202.58,226.63,191.89,139.65,97.3,94.06,107.34,168.95,170.06,121.35,97.91,101.69,99.8,107.22,161.88,184.75,131.71,102.38,97.94,102.01,102.06,164.33,170.42,123.8,90.4,87.4,88.6,102.53,158.63,166.0,139.25,97.08,91.77,91.8,101.38,136.67,163.5,110.46,84.87,83.52,84.79,90.0,112.01,133.87,83.35,61.39,65.05,61.29,55.96,54.63,52.17,55.12,52.71,53.84,51.95,46.4,54.07,56.67,48.81,48.78,45.86,50.87,49.94,51.58,52.15,49.08,44.41,51.27,55.29,50.63,51.66,60.53,59.4,55.0,59.03,56.5,55.0,63.28,63.28,57.31,54.16,57.36,61.88,76.37,87.84,90.4,76.89,73.32,80.37,80.59,78.73,89.51,98.65,85.75,,,84.45,82.51,107.84,124.15,103.29,84.99,92.56,81.8,95.68,133.68,156.4,122.25,104.67,98.33,101.77,108.67,146.35,201.03,149.69,112.72,151.34,133.16,118.67,184.5,209.53,161.24,114.69,119.14,117.91,130.12,197.13,236.85,169.96,125.4
sub-region,Rayong Province,driving,ระยอง|จังหวัดระยอง|จ.ระยอง,,Thailand,100.0,101.79,112.96,105.64,146.7,162.45,125.32,102.53,92.74,97.03,101.45,194.75,233.49,160.79,107.48,109.26,105.51,114.53,158.18,190.18,134.02,101.73,102.11,104.99,113.77,224.28,254.2,192.93,118.32,94.19,102.17,112.2,160.54,169.22,118.38,104.23,100.34,102.46,112.88,160.64,181.73,120.61,99.83,100.28,97.89,106.43,161.16,166.78,123.3,94.75,95.04,101.21,105.57,152.62,160.83,120.61,105.7,103.29,101.3,98.07,136.97,139.75,101.19,85.59,87.83,89.01,84.53,103.06,97.52,74.84,62.91,65.15,57.53,53.25,56.63,57.56,57.88,57.67,60.94,56.71,58.14,63.87,59.35,53.08,53.44,56.58,53.71,55.47,62.37,59.31,52.16,57.96,59.16,58.94,56.86,63.69,69.48,61.54,58.58,64.97,64.2,69.66,81.06,79.44,70.61,66.47,69.35,75.4,115.27,109.23,102.43,81.09,81.15,91.74,83.69,82.14,110.68,128.43,96.85,,,97.17,100.27,124.56,131.59,109.24,90.22,92.72,96.62,103.21,137.52,152.51,117.57,97.09,99.12,112.3,115.3,155.95,187.44,144.65,108.02,150.7,130.21,118.53,157.5,177.24,147.92,113.54,115.28,124.23,134.63,193.26,205.35,145.17,119.95
sub-region,Region Zealand,driving,Region Sjælland,,Denmark,100.0,102.51,104.47,102.94,105.77,104.63,110.91,103.48,104.24,108.09,104.81,106.13,105.06,105.89,102.07,102.67,105.83,105.71,112.1,110.3,119.08,105.12,107.92,110.0,106.55,110.13,105.06,102.09,104.08,108.22,108.09,109.86,114.3,106.34,105.7,100.58,104.75,106.63,104.94,111.68,101.89,107.27,103.8,117.58,107.47,115.07,115.17,111.9,114.02,105.43,107.61,108.24,110.04,112.42,112.51,111.83,103.09,102.32,91.6,71.48,69.41,65.5,64.81,69.59,65.34,62.35,66.72,65.61,63.39,64.71,67.15,68.89,70.99,72.45,73.68,70.75,69.49,73.2,79.76,78.7,77.16,79.72,75.17,86.81,95.65,98.36,100.4,86.11,87.0,85.67,83.12,85.76,87.52,88.84,91.3,91.63,91.82,95.92,94.75,97.38,97.16,100.14,100.55,97.63,99.82,95.97,96.68,95.53,96.86,102.68,96.59,110.38,101.22,105.84,107.25,115.25,116.44,118.02,120.51,,,110.65,113.96,116.32,109.42,117.8,115.36,124.34,136.11,138.18,132.61,124.86,128.17,121.8,123.83,126.39,132.56,147.74,142.79,144.85,153.38,135.84,136.88,140.02,138.78,135.77,145.31,137.12,139.87,140.08,141.87,149.79,147.79,153.14,148.29
sub-region,Region of Murcia,driving,Región de Murcia,,Spain,100.0,105.46,111.25,112.91,122.34,132.23,109.82,117.68,114.48,114.44,119.65,137.19,148.12,137.81,114.21,110.14,112.37,114.3,133.47,142.31,118.39,112.83,110.9,112.1,118.18,139.47,149.9,121.55,113.96,120.42,125.13,129.8,155.73,159.78,135.71,122.15,125.62,123.71,128.19,151.12,160.75,129.15,120.19,119.69,124.03,132.4,170.21,213.29,139.88,116.09,120.15,121.99,126.62,148.98,160.07,123.22,104.21,106.5,99.95,93.88,81.65,43.8,27.25,29.44,27.59,27.17,19.41,24.74,18.18,14.21,22.72,22.03,23.56,21.76,23.86,15.34,15.86,21.41,21.69,21.88,21.49,21.23,15.34,15.57,27.72,24.8,26.64,18.22,17.43,18.86,16.79,28.55,30.79,28.21,31.18,29.88,20.24,20.66,29.9,31.29,34.89,34.5,34.54,26.15,28.28,35.94,35.82,39.22,44.17,35.04,43.06,41.99,52.36,52.39,51.59,51.81,50.91,40.46,38.36,,,68.53,65.26,71.8,64.12,54.49,67.94,73.31,73.15,73.94,85.22,81.1,75.1,78.78,85.55,84.12,86.02,99.31,99.19,82.29,86.69,87.97,98.64,93.09,111.75,114.48,92.77,87.79,89.09,101.29,104.3,116.23,122.36,98.99,100.09
sub-region,Region of Southern Denmark,driving,Region Syddanmark,,Denmark,100.0,103.47,105.77,104.63,113.66,108.77,105.62,102.0,104.35,106.04,108.2,118.98,110.96,102.22,100.46,102.81,104.89,107.92,127.44,120.55,113.43,107.76,108.25,108.22,108.09,123.05,109.62,98.56,109.17,114.42,114.6,115.09,119.03,110.74,106.2,106.28,109.88,111.07,114.23,126.25,118.52,108.85,105.85,108.91,110.84,112.11,129.27,126.81,115.25,104.57,111.03,111.61,114.06,127.05,117.9,109.0,104.66,104.95,92.61,71.94,72.79,63.33,59.43,65.29,61.07,57.45,61.21,63.69,57.84,58.17,62.44,62.79,66.72,67.86,68.44,64.12,59.27,68.19,73.42,73.26,73.74,78.04,69.86,78.51,89.12,91.37,95.36,77.84,77.8,74.49,75.23,76.48,81.95,84.06,85.51,89.04,81.34,86.04,89.03,90.99,92.95,95.52,95.94,88.27,88.37,89.81,92.42,91.6,95.19,97.48,90.3,97.33,97.73,101.93,104.16,111.21,105.03,103.75,105.4,,,108.98,108.81,113.96,101.11,104.48,113.6,118.28,133.33,125.4,125.62,111.72,115.15,117.28,118.08,121.48,125.39,146.88,132.07,125.53,135.48,130.79,132.44,134.61,129.03,122.87,124.06,131.09,135.04,137.66,140.06,151.05,138.83,140.43,146.74
sub-region,Rhineland-Palatinate,driving,Rheinland-Pfalz,,Germany,100.0,97.2,100.33,100.2,106.1,104.27,102.85,98.9,97.42,98.3,94.73,104.37,106.01,102.6,98.64,103.3,96.69,100.8,109.54,112.65,106.43,99.33,103.67,103.97,99.52,107.33,114.0,102.89,103.44,101.62,101.29,102.04,121.22,113.56,107.83,103.32,99.36,99.89,96.62,115.8,105.84,94.17,98.6,96.62,95.56,114.82,108.78,116.3,106.85,96.59,96.97,97.4,99.12,108.43,113.56,107.41,95.64,92.98,91.47,87.74,82.2,76.83,76.29,66.11,61.15,57.1,53.8,51.9,38.81,40.99,44.88,45.82,46.76,46.53,49.73,49.33,45.32,51.63,52.93,54.39,55.15,53.55,50.73,59.58,59.97,60.52,61.47,60.96,57.9,55.36,49.29,56.86,62.92,64.76,66.4,67.4,60.49,68.22,67.56,67.69,68.68,69.35,69.93,68.0,75.91,68.84,67.76,70.17,69.32,65.41,71.13,81.78,75.23,78.92,78.44,80.95,85.86,79.95,81.12,,,83.89,87.27,91.49,95.22,101.19,94.73,97.35,105.04,119.03,117.68,105.03,116.27,104.12,103.2,104.93,108.92,125.61,126.04,127.3,140.16,118.25,111.99,110.84,114.73,117.97,123.89,114.64,116.97,121.12,131.8,141.42,130.47,131.4,116.97
sub-region,Rhode Island,driving,,,United States,100.0,107.64,110.82,112.92,131.35,110.03,94.0,100.96,108.83,108.84,116.01,135.09,127.44,94.46,101.78,104.43,106.94,110.77,135.23,128.13,89.23,99.52,104.33,108.16,110.72,131.49,134.71,97.43,101.99,107.76,113.91,121.84,149.37,137.98,110.65,113.34,113.23,119.38,119.22,143.22,141.87,106.1,107.41,109.66,115.9,121.7,147.6,143.39,104.42,108.24,113.86,116.78,124.79,137.07,131.88,100.84,112.4,113.23,111.25,104.81,109.25,103.34,77.38,80.67,67.56,72.84,64.48,75.19,69.44,52.44,52.85,58.85,56.71,64.14,73.88,64.35,41.12,51.77,56.77,56.68,54.35,60.16,57.72,47.01,59.24,60.48,57.15,55.63,69.92,66.28,41.5,47.03,67.48,65.91,68.25,76.84,61.22,63.09,66.68,62.52,68.61,71.71,73.89,84.3,53.57,63.64,73.51,78.81,71.58,86.28,91.56,79.15,78.73,86.14,83.31,86.24,95.93,93.88,77.62,,,98.16,104.04,114.43,121.53,93.14,96.23,106.89,113.08,114.63,142.31,109.67,111.99,96.97,120.18,126.89,118.49,134.11,139.0,118.98,123.8,120.22,122.71,143.75,146.47,144.03,121.6,136.83,143.48,141.35,130.58,170.89,169.22,136.6,136.22
sub-region,Rhône-Alpes Region,driving,Rhône Alpes Region,,France,100.0,101.79,105.13,107.06,120.85,125.03,99.98,99.58,99.64,104.23,104.86,123.16,129.74,99.9,98.4,100.06,107.76,106.45,120.95,140.07,102.05,103.57,102.36,110.1,107.88,127.57,155.07,106.76,105.51,102.57,110.98,113.3,146.2,205.62,118.52,112.29,108.87,114.43,117.53,158.91,223.79,121.9,115.05,109.87,115.08,110.86,132.89,139.84,99.64,96.42,96.83,100.37,103.01,114.07,127.03,97.12,94.51,95.21,99.73,94.45,99.5,100.93,66.93,68.47,40.05,26.5,24.63,23.09,17.32,16.62,23.89,24.54,24.14,24.3,23.57,19.18,18.07,25.4,26.91,26.5,27.07,25.55,20.93,20.46,28.86,29.21,29.18,30.09,29.33,22.21,18.2,23.9,32.9,34.18,34.44,33.71,25.58,25.2,36.28,37.65,38.48,38.89,35.03,26.58,28.27,39.35,51.66,47.27,43.45,31.94,33.3,35.51,46.81,49.82,51.65,51.76,40.29,40.25,47.8,,,78.85,79.38,83.27,77.64,74.52,88.49,92.77,98.19,91.89,95.26,77.87,86.31,97.64,100.79,103.66,105.42,111.27,104.87,95.46,105.83,111.01,110.08,110.74,115.92,105.81,97.61,112.41,111.36,117.01,117.18,123.39,114.57,109.82,123.5
sub-region,Rio Grande do Norte,driving,,,Brazil,100.0,95.23,98.99,104.94,112.11,106.6,82.65,98.64,99.3,96.74,100.65,108.95,101.61,83.85,87.43,92.02,91.1,94.98,103.06,98.72,73.82,85.25,91.58,85.66,93.21,106.74,103.68,79.58,90.64,95.79,95.94,91.7,111.26,106.57,73.62,89.52,96.96,94.79,105.29,137.32,120.76,94.74,90.54,85.38,85.18,85.5,100.93,93.38,68.1,79.53,84.92,87.64,89.59,105.52,100.22,76.0,79.96,91.0,84.55,80.59,99.4,92.73,61.33,77.4,68.0,63.98,61.07,56.58,47.51,30.35,39.41,38.3,39.45,42.06,49.41,45.85,33.0,40.25,46.32,45.43,46.53,51.9,49.38,33.86,46.63,50.42,55.65,60.09,46.68,53.42,40.13,48.63,49.93,48.26,50.52,54.93,53.92,36.62,50.74,46.12,54.07,56.91,60.22,54.03,41.09,52.69,60.19,61.08,63.91,52.2,59.92,42.77,52.24,60.09,63.1,68.12,71.08,76.02,54.32,,,60.34,58.49,64.51,61.65,45.47,58.99,63.63,66.29,67.6,74.14,62.46,38.63,60.9,68.87,69.75,71.68,76.87,68.2,44.74,62.07,69.27,69.85,67.44,77.95,71.51,45.72,67.64,70.85,77.47,71.89,96.62,64.64,46.3,66.37
sub-region,Rio Grande do Sul,driving,,,Brazil,100.0,99.81,97.99,97.35,115.13,115.52,99.57,99.01,96.46,97.11,98.5,115.54,114.77,94.5,94.29,98.46,96.2,105.59,120.05,113.82,97.0,93.17,92.74,93.23,95.56,113.25,115.4,92.34,92.2,98.56,97.25,99.78,111.48,114.38,94.13,93.1,93.44,96.24,103.65,139.63,134.62,98.6,99.71,103.12,91.5,86.97,104.54,109.22,86.66,88.53,92.0,92.62,92.46,111.25,118.17,90.04,89.55,88.73,92.75,94.32,99.48,108.1,69.5,65.67,61.5,54.1,46.91,47.17,33.25,21.71,29.56,30.45,30.95,34.32,40.56,37.2,26.28,38.65,38.14,40.3,40.72,46.17,44.63,31.78,40.99,44.64,49.36,55.78,42.03,55.97,33.37,44.72,45.73,47.09,49.84,55.0,55.15,39.89,52.5,47.12,55.74,55.29,59.53,60.38,39.44,51.09,55.66,54.99,63.55,55.57,59.54,45.27,55.06,57.2,60.75,60.53,72.76,77.5,47.48,,,59.23,64.14,70.01,72.87,54.3,59.0,64.3,67.49,67.01,75.5,71.84,47.11,63.17,66.21,67.57,70.57,82.65,85.7,56.02,63.68,68.02,72.67,74.05,81.62,87.71,57.6,76.05,74.68,88.84,80.43,108.54,87.96,68.99,69.28
sub-region,Rio de Janeiro (state),driving,Rio de Janeiro (Estado),,Brazil,100.0,95.8,97.66,101.06,110.58,110.12,93.21,93.32,96.48,94.75,95.66,105.99,104.89,95.95,93.81,93.28,93.06,92.76,109.74,104.7,86.29,92.26,88.21,101.72,91.01,110.69,116.3,93.66,97.58,89.54,104.4,95.32,112.79,121.94,99.45,98.42,106.81,115.16,137.33,179.77,197.66,151.21,140.03,138.67,120.63,97.09,99.47,102.8,74.32,84.73,85.95,88.75,93.51,107.46,112.48,85.35,88.33,92.76,92.47,88.7,98.86,90.55,69.4,61.59,50.02,45.29,40.65,41.05,29.97,24.21,29.11,27.09,28.73,30.55,34.61,33.26,27.32,31.51,31.66,34.61,35.98,38.39,38.88,29.28,34.66,34.75,36.5,41.31,33.45,40.02,29.4,33.07,34.52,37.03,35.24,40.73,39.28,30.47,37.11,32.89,41.74,35.6,40.26,39.01,31.55,36.24,37.06,38.3,42.82,37.5,39.04,30.29,38.49,41.35,43.48,38.11,48.62,50.38,33.87,,,40.32,40.93,43.26,44.54,34.48,40.74,42.53,44.79,45.89,53.42,51.05,34.09,44.06,44.97,47.31,48.1,56.47,56.44,42.69,48.29,52.13,54.68,54.61,63.63,62.52,46.86,54.04,57.97,64.92,63.24,78.56,63.42,46.9,50.39
sub-region,Rogaland,driving,,,Norway,100.0,93.35,95.71,96.98,107.82,113.64,105.71,101.79,104.16,101.28,98.22,109.28,117.76,102.54,98.57,99.48,99.89,99.42,112.93,112.12,110.29,94.89,99.37,104.57,102.37,110.14,111.56,106.85,105.97,108.95,110.69,109.13,117.04,125.71,114.28,115.73,108.56,116.05,113.16,136.09,119.59,105.99,98.55,106.18,103.07,99.92,102.32,99.04,103.43,103.28,106.0,105.54,107.68,111.68,106.05,97.51,93.44,100.93,86.2,75.78,70.34,61.31,48.86,61.14,61.24,60.02,60.06,71.13,69.55,62.08,63.56,63.41,63.06,64.09,77.3,74.31,64.91,72.42,71.71,71.92,78.32,85.5,75.79,75.44,96.75,99.51,86.09,90.75,80.19,64.26,73.73,86.34,78.05,83.33,88.91,98.66,104.2,98.82,98.92,104.06,102.84,98.79,97.95,97.45,99.76,97.99,94.4,102.59,111.08,101.8,105.52,113.56,105.48,102.44,104.16,111.84,116.01,107.94,111.36,,,109.75,113.47,114.04,120.5,98.67,108.75,120.11,140.74,133.27,130.0,123.14,132.69,125.35,121.49,130.42,130.46,164.4,143.86,137.01,149.61,141.58,137.37,135.63,144.9,142.52,144.21,138.86,145.9,149.1,152.58,179.59,157.17,159.01,162.49
sub-region,Roi Et Province,driving,ร้อยเอ็ด|จังหวัดร้อยเอ็ด|จ.ร้อยเอ็ด,,Thailand,100.0,107.33,100.49,97.33,165.93,179.21,124.21,97.65,91.6,94.54,92.49,146.73,119.64,112.39,87.69,103.38,136.78,138.74,174.72,160.28,119.72,104.22,98.84,108.75,122.17,205.11,191.25,150.96,114.17,94.58,98.13,101.73,154.6,161.66,105.82,100.98,87.69,96.89,101.78,151.27,153.84,115.46,89.74,95.65,93.29,106.22,223.01,160.15,119.95,104.09,103.78,125.94,157.71,178.59,150.2,110.8,96.85,102.8,103.82,112.17,168.99,150.16,111.99,93.56,103.91,117.59,105.46,133.59,123.46,82.41,80.94,91.43,86.01,64.64,62.11,56.95,56.02,63.48,59.66,61.0,65.22,67.61,61.39,64.9,66.15,75.74,63.04,59.62,61.08,53.27,48.87,51.98,48.91,56.64,56.77,65.97,68.06,66.24,71.43,76.06,68.86,84.01,83.16,77.97,80.41,79.34,74.86,91.34,97.25,119.68,109.95,102.58,99.96,105.11,95.47,104.8,117.55,110.66,112.53,,,107.77,112.26,124.61,114.84,107.37,106.62,107.24,117.95,112.93,136.25,133.01,128.79,106.57,115.73,120.12,117.68,144.6,168.06,130.83,120.7,159.84,149.13,133.81,171.83,177.97,150.07,152.51,157.66,144.2,147.0,192.49,170.28,149.4,148.02
sub-region,Rondônia,driving,,,Brazil,100.0,98.2,99.26,106.06,121.69,130.21,78.31,91.29,95.27,105.04,118.41,116.76,131.89,85.81,95.51,102.97,117.16,107.78,121.26,127.86,84.8,102.97,109.96,102.11,115.9,130.44,141.89,84.6,107.78,115.08,102.07,106.6,121.77,133.92,87.38,95.43,103.36,101.95,115.63,131.11,140.13,84.06,107.74,84.53,94.92,98.98,116.73,139.43,81.44,102.23,93.36,113.52,115.44,138.61,148.3,94.69,103.63,122.63,104.06,116.18,135.6,149.16,86.52,88.94,92.85,87.07,87.46,86.56,67.14,34.11,57.95,58.42,61.27,65.06,70.34,77.26,48.07,70.22,80.34,80.97,80.7,95.78,110.47,57.21,82.88,91.99,94.92,104.3,91.48,122.2,70.18,83.08,81.28,95.23,90.74,101.48,92.3,59.71,91.32,67.57,85.23,85.89,104.38,97.3,64.36,89.25,98.09,98.05,106.33,91.09,119.7,66.63,93.59,96.87,97.89,105.78,114.89,138.06,84.72,,,80.07,95.62,108.01,102.81,70.07,98.05,98.48,104.77,104.1,113.52,102.31,63.38,89.18,102.27,106.14,115.71,130.87,125.09,77.33,101.91,110.43,122.47,106.14,139.19,118.33,83.31,97.07,110.12,115.9,121.73,186.71,105.28,75.46,107.42
