geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15
sub-region,Phichit Province,driving,พิจิตร|จังหวัดพิจิตร|จ.พิจิตร,,Thailand,100.0,102.48,120.53,120.44,189.68,184.53,131.42,117.86,98.19,93.41,114.52,184.91,148.62,131.04,97.13,95.13,94.75,108.5,168.86,166.48,116.43,106.69,93.89,133.62,131.61,245.56,213.94,168.96,140.5,91.79,90.45,99.14,166.86,137.34,104.78,93.03,92.55,88.44,89.68,166.28,177.36,111.17,103.34,86.44,102.1,121.39,211.56,154.15,129.32,105.64,99.43,107.74,114.8,194.27,156.92,120.63,104.68,118.82,100.48,104.97,162.75,131.04,110.79,102.96,88.16,96.37,107.64,149.86,140.02,98.76,79.08,89.3,82.43,56.83,55.21,47.18,56.35,56.35,60.55,57.12,58.17,63.23,38.3,45.65,43.65,48.42,49.09,53.68,47.37,41.45,46.42,46.42,51.29,51.19,53.49,56.83,48.04,58.07,63.13,58.55,57.02,53.68,54.73,53.49,62.46,56.92,71.73,75.17,78.61,90.64,92.07,76.7,73.35,90.83,81.76,88.16,93.31,105.92,94.46,,,95.99,85.67,115.28,121.2,114.04,89.4,96.37,97.23,96.75,138.78,140.78,117.96,102.96,105.25,117.48,127.7,153.87,170.87,126.65,132.57,138.97,147.85,133.14,172.97,176.5,149.86,140.31,134.67,128.18,158.17,184.91,170.87,148.42,143.46
sub-region,Phitsanulok Province,driving,พิษณุโลก|จังหวัดพิษณุโลก|จ.พิษณุโลก,,Thailand,100.0,101.37,112.59,110.02,153.18,151.89,112.0,98.12,99.82,98.15,119.99,166.23,149.91,110.83,89.8,93.28,96.63,97.28,140.62,134.33,110.02,96.75,96.83,99.62,115.55,176.78,176.71,157.27,128.14,100.25,102.59,109.46,143.8,138.39,111.04,94.19,95.46,97.01,110.07,152.8,151.36,117.0,97.13,96.85,94.42,101.17,149.3,145.83,108.8,90.21,89.72,92.79,113.78,169.53,143.64,103.73,100.18,101.83,99.87,107.16,133.42,119.61,90.59,84.5,79.12,89.95,84.75,115.91,101.32,81.17,78.3,82.42,77.21,53.01,57.5,53.39,52.93,49.58,50.29,46.16,50.6,49.4,44.71,45.37,45.47,41.23,47.27,41.72,44.66,46.11,41.0,42.86,45.22,42.12,44.2,48.49,47.48,44.38,47.55,52.91,49.91,48.9,47.88,54.22,52.45,52.12,51.46,51.59,70.36,71.3,70.21,65.47,69.12,75.39,70.39,71.2,77.01,83.18,82.04,,,82.09,76.55,88.05,96.8,86.81,78.94,84.65,88.4,89.93,111.6,123.4,97.94,97.59,97.92,91.91,110.18,135.68,129.92,116.82,112.18,140.73,119.44,120.38,152.91,171.86,133.11,118.65,118.47,116.32,136.64,167.93,155.75,135.24,127.43
sub-region,Phra Nakhon Si Ayutthaya Province,driving,พระนครศรีอยุธยา|จังหวัดพระนครศรีอยุธยา|จ.พระนครศรีอยุธยา,,Thailand,100.0,96.55,113.69,111.86,182.96,197.64,159.61,107.62,99.87,95.15,105.39,209.05,212.71,185.12,103.06,103.35,98.48,105.77,162.19,189.55,140.24,100.78,102.99,102.23,116.32,296.53,223.81,189.17,160.63,103.15,100.81,112.0,182.64,177.31,138.15,97.54,96.36,95.21,106.69,165.46,181.12,137.21,99.48,101.36,97.73,103.11,189.17,188.98,137.4,96.36,96.12,100.63,109.35,201.81,180.94,144.51,96.29,96.57,96.37,102.33,156.16,160.21,110.82,84.62,87.22,83.15,88.24,110.89,108.9,88.65,66.0,68.05,60.19,45.29,50.96,47.38,47.44,45.72,47.61,44.34,46.11,48.84,45.75,42.29,43.42,40.78,39.03,42.17,46.94,43.48,44.04,40.71,41.77,44.16,46.04,51.67,53.97,53.48,49.61,47.5,52.76,52.37,64.01,60.19,54.52,53.61,53.95,60.72,88.18,83.87,79.3,66.1,64.13,81.8,70.82,70.04,90.72,97.85,76.98,,,75.14,77.87,107.09,114.67,95.75,77.48,78.16,87.35,88.73,123.89,136.53,107.13,93.22,91.12,100.82,106.68,177.75,195.13,210.37,106.34,182.78,136.94,119.07,196.12,207.04,204.28,125.34,125.47,128.04,133.61,213.07,226.58,214.92,123.21
sub-region,Phrae Province,driving,แพร่|จังหวัดแพร่|จ.แพร่,,Thailand,100.0,96.44,117.11,108.7,163.8,161.92,137.19,91.89,94.96,94.36,103.07,163.8,125.72,115.03,104.65,87.34,95.75,96.44,129.08,107.22,104.55,91.0,88.43,102.27,116.62,230.96,163.4,164.99,119.39,96.74,87.54,89.22,127.79,121.17,103.26,81.01,74.38,81.6,111.97,134.72,157.17,111.67,104.75,80.51,75.96,102.57,138.28,131.45,99.01,69.44,69.54,96.44,108.61,129.38,103.36,97.63,72.21,82.79,83.88,84.08,117.41,112.27,89.32,77.45,70.52,83.28,91.39,122.35,108.31,85.86,64.49,77.65,71.12,40.26,36.4,38.67,35.71,35.01,41.64,39.47,47.38,39.27,44.31,43.03,38.87,37.49,39.66,42.63,38.58,33.04,28.29,36.5,36.8,37.98,44.61,44.51,45.8,43.22,46.69,45.9,49.16,52.42,53.21,49.75,47.18,52.03,49.55,46.49,76.36,83.58,73.59,68.35,55.0,74.78,78.64,68.25,73.0,83.88,73.59,,,74.18,71.81,81.6,98.91,73.29,70.23,65.97,88.63,75.77,109.59,113.45,84.37,83.58,87.73,86.25,90.01,141.15,125.72,116.62,94.07,138.97,136.6,108.11,153.51,161.72,130.86,122.95,133.73,131.95,130.86,173.49,178.44,132.15,128.39
sub-region,Phuket Province,driving,ภูเก็ต|จังหวัดภูเก็ต|จ.ภูเก็ต,,Thailand,100.0,99.45,104.15,101.09,111.18,116.96,109.47,105.1,103.14,102.67,101.56,103.68,104.82,100.34,90.68,88.93,88.36,83.43,90.22,87.03,83.07,79.09,80.42,81.93,84.32,90.15,87.57,84.17,81.01,80.19,78.16,79.7,86.27,82.95,81.49,79.65,77.61,75.42,78.09,80.67,81.25,76.67,71.65,70.78,67.63,64.19,70.98,69.27,69.69,65.17,63.91,62.88,62.81,61.98,63.55,61.37,57.24,54.7,53.89,50.34,51.08,52.59,47.4,43.58,41.33,37.96,37.5,35.55,33.81,29.81,26.4,24.79,21.22,17.84,15.74,14.94,15.46,13.17,13.84,13.72,14.23,13.33,12.63,12.14,11.74,11.47,10.06,11.35,10.12,10.01,8.71,7.65,6.57,6.98,6.44,6.26,6.53,6.92,6.27,6.78,6.25,6.38,6.65,6.77,6.47,6.48,7.26,7.71,10.98,10.76,12.28,12.35,12.28,12.12,12.08,11.76,12.07,12.51,11.78,,,11.93,12.3,13.81,12.43,14.42,12.88,13.63,13.85,12.08,13.97,14.87,14.65,14.26,15.18,14.33,14.88,15.07,16.63,16.61,17.19,16.21,17.6,16.11,17.39,16.83,18.21,18.65,18.78,17.55,19.2,19.99,19.46,18.83,19.69
sub-region,Piauí,driving,,,Brazil,100.0,108.77,102.06,106.38,116.5,107.3,82.29,89.95,103.68,106.19,102.85,110.46,120.23,75.86,84.97,89.64,96.28,94.85,108.39,115.82,76.97,83.73,87.6,86.18,97.06,122.62,112.14,72.07,82.97,89.0,103.34,112.95,121.63,115.65,78.09,90.51,102.66,102.49,103.6,112.85,99.31,66.9,61.32,61.47,69.39,89.16,94.85,99.83,67.2,85.84,92.41,100.19,90.97,102.7,108.73,77.45,80.84,89.28,85.7,84.73,101.75,112.9,69.58,78.85,73.23,64.64,60.47,47.38,38.08,29.1,33.65,38.11,35.78,37.82,40.38,50.11,39.74,39.86,46.15,49.73,53.12,56.65,53.83,36.99,54.42,54.71,62.84,55.56,36.02,56.53,39.89,51.53,63.03,60.16,66.47,59.0,62.63,41.0,62.79,55.23,76.86,69.69,65.71,67.54,43.61,61.96,64.5,71.78,72.09,61.87,67.63,42.85,68.75,78.71,84.4,80.1,88.59,95.04,61.42,,,74.01,84.49,68.65,68.89,41.33,74.7,77.73,82.86,86.2,76.88,79.04,50.7,77.16,85.84,81.36,86.01,79.08,87.31,53.02,82.21,93.22,95.3,98.91,111.19,105.64,71.12,90.54,103.68,119.42,124.45,163.2,93.15,60.09,88.07
sub-region,Picardy Region,driving,Picardie,,France,100.0,95.65,101.74,106.2,112.95,110.84,97.51,97.14,96.94,98.23,98.13,109.26,109.02,93.44,96.77,95.7,98.44,99.51,109.84,110.67,95.4,97.16,94.51,99.69,101.89,110.03,118.0,95.57,99.92,100.32,103.46,103.35,127.06,118.76,105.0,108.13,104.62,106.54,109.96,119.25,116.61,99.62,102.25,101.88,101.07,100.28,108.0,104.5,93.29,94.95,91.38,94.19,94.01,104.57,99.48,84.18,88.27,89.46,89.91,85.34,85.02,76.44,56.34,59.61,38.82,29.87,27.89,27.17,20.35,20.13,28.53,30.32,29.09,29.01,28.81,23.06,21.88,29.11,31.27,32.81,32.32,31.31,24.54,25.02,33.15,33.89,33.41,34.07,33.86,26.75,22.95,27.92,39.5,40.53,41.2,38.8,31.14,31.15,41.59,43.4,44.01,42.3,42.71,33.36,33.48,46.44,63.06,56.92,53.7,41.12,41.09,43.15,54.35,58.9,60.61,60.82,48.89,48.71,57.73,,,89.73,91.05,94.55,88.94,84.81,92.95,101.73,104.0,102.03,106.02,99.61,96.0,105.07,108.68,112.0,111.31,117.35,116.4,105.47,118.55,120.22,119.94,115.03,123.04,117.31,112.54,119.59,119.65,122.84,121.49,130.52,129.89,127.26,127.97
sub-region,Piedmont Region,driving,Piemonte,,Italy,100.0,102.58,110.49,106.71,116.4,127.73,111.4,99.67,102.99,115.02,106.49,120.63,126.04,107.86,98.18,102.38,105.86,105.38,119.23,128.39,118.68,99.96,100.1,103.35,105.0,118.24,124.86,114.87,100.17,106.45,110.4,112.96,134.26,141.08,134.11,107.91,111.83,114.24,116.04,132.23,130.96,105.59,89.42,87.9,89.6,92.68,98.71,96.77,92.84,86.58,93.25,91.48,89.22,92.53,93.36,67.69,57.26,41.25,35.65,27.08,26.33,18.35,16.47,23.17,23.55,22.98,24.06,22.9,18.91,13.82,19.86,21.19,21.21,20.87,21.77,18.93,15.37,20.97,22.25,22.88,23.0,23.89,20.53,17.3,23.03,25.56,26.69,27.92,29.65,24.98,14.46,16.53,25.68,28.74,28.26,29.68,24.62,20.37,25.16,27.44,29.48,30.72,32.3,24.47,24.86,29.03,31.21,32.27,32.01,24.71,28.8,30.43,48.36,49.97,51.7,52.96,54.97,46.21,40.79,,,50.97,55.25,55.36,47.09,48.66,66.92,68.7,72.59,73.96,77.54,76.05,78.17,73.21,77.49,79.64,80.63,86.13,89.6,87.12,93.34,100.2,91.68,90.98,108.29,102.17,84.32,87.37,92.49,97.96,98.03,104.3,105.87,127.62,101.52
sub-region,Plzeň Region,driving,Plzeňský kraj,,Czech Republic,100.0,100.24,104.61,106.11,124.41,112.68,105.79,103.56,107.57,114.28,117.84,127.45,118.7,117.54,107.09,109.07,109.57,110.73,124.11,127.65,116.02,109.87,114.54,111.71,110.73,125.41,126.61,119.42,112.29,119.48,120.7,124.81,141.25,139.49,131.0,115.54,125.89,124.95,128.69,150.06,143.21,136.46,122.03,118.34,122.51,122.33,134.9,137.26,130.16,109.59,107.35,116.24,110.93,132.78,124.33,118.34,98.42,100.4,96.64,100.16,105.49,84.42,85.78,60.07,54.85,57.59,60.03,60.05,42.59,49.84,58.09,65.08,65.52,65.32,66.74,65.18,57.67,63.18,64.88,69.88,73.59,68.76,67.08,84.46,76.77,85.34,89.19,89.61,88.29,92.41,91.81,72.37,87.87,93.09,105.99,110.23,96.96,95.21,98.44,98.04,104.71,103.92,114.62,114.34,112.56,108.15,105.41,101.18,106.83,108.49,109.51,103.14,101.38,107.17,111.21,136.26,153.96,128.77,115.94,,,111.13,118.76,117.86,131.26,141.55,122.37,126.55,128.23,135.16,137.73,115.44,128.43,116.08,128.79,128.29,125.07,146.18,138.03,126.43,134.64,126.69,135.92,149.14,158.19,140.73,147.26,150.62,132.92,152.32,166.94,190.69,167.72,154.06,145.88
sub-region,Podlachia Province,driving,Województwo Podlaskie,,Poland,100.0,101.93,102.72,108.45,124.77,105.95,91.93,98.01,105.51,106.56,109.0,114.73,106.46,95.2,107.48,104.9,107.4,108.96,114.92,104.37,94.45,95.47,101.61,101.61,99.49,116.24,112.13,97.91,99.09,112.42,108.05,111.05,133.39,114.9,104.17,112.13,112.92,112.48,115.26,134.77,121.32,99.68,98.9,99.39,105.02,114.88,117.62,103.03,94.72,97.7,104.39,97.62,102.07,121.13,105.85,93.36,91.81,96.46,94.37,82.08,82.59,65.37,45.78,50.07,51.35,53.36,52.25,52.41,41.58,44.73,52.47,49.44,44.91,44.99,49.14,45.46,40.85,46.64,44.99,43.41,43.34,43.67,33.23,37.33,45.3,46.45,48.0,53.1,40.97,26.13,26.05,33.14,44.4,48.61,54.6,54.99,42.76,43.3,64.99,66.77,74.6,75.64,74.38,62.34,71.81,76.69,81.08,79.6,95.59,83.62,81.89,94.98,81.69,88.9,82.73,94.61,107.95,96.3,117.15,,,86.55,101.54,106.44,92.81,99.72,93.27,106.87,101.65,108.66,125.26,114.51,105.67,110.02,117.23,118.53,118.27,122.5,102.52,132.21,117.11,111.44,113.17,125.18,135.4,134.32,138.04,120.97,135.26,180.94,186.32,184.58,171.47,229.12,140.46
sub-region,Poitou-Charentes Region,driving,Poitou Charentes Region,,France,100.0,104.81,107.7,109.61,116.39,113.2,96.89,101.75,102.54,108.52,109.43,119.12,116.52,96.83,101.14,101.57,111.06,110.76,123.61,123.19,99.22,104.16,103.01,108.26,107.72,122.69,121.91,101.9,109.0,109.46,114.91,113.17,134.74,146.91,116.99,117.87,118.68,124.15,125.1,139.39,135.76,116.5,119.24,117.16,119.42,113.68,120.53,112.15,97.18,104.96,107.21,107.42,108.11,118.17,113.11,95.87,101.62,105.4,107.57,100.86,98.45,89.28,64.3,70.29,44.36,31.1,29.84,28.64,21.01,19.78,29.68,29.96,29.31,29.95,28.4,22.68,21.48,29.7,32.24,32.79,32.38,31.03,24.91,25.05,35.24,35.77,35.21,36.22,34.41,27.19,22.38,27.97,41.14,42.04,43.22,40.31,30.5,29.32,44.13,45.76,45.82,45.67,42.55,33.87,35.69,49.25,72.26,63.18,55.36,42.37,43.61,44.14,58.8,61.76,63.51,63.53,52.64,51.12,61.74,,,99.96,100.09,105.02,97.49,90.49,108.51,117.46,119.02,109.82,119.78,104.8,105.24,120.06,123.22,126.12,125.27,133.6,126.02,114.73,129.52,141.85,139.46,137.41,147.02,142.15,132.15,146.14,150.46,150.05,143.87,159.21,148.48,141.62,157.66
sub-region,Pomerania Province,driving,Województwo Pomorskie|Pomeranian Province,,Poland,100.0,98.64,100.31,106.15,112.02,101.12,92.51,102.0,99.19,99.75,106.78,108.93,97.72,92.49,104.82,107.59,107.17,111.75,128.97,111.54,97.18,104.83,104.86,108.73,110.84,128.54,119.14,103.05,115.4,115.72,116.64,115.85,146.06,118.67,109.14,117.46,115.95,124.05,118.84,128.95,112.62,99.65,109.6,106.47,104.35,112.69,125.27,108.48,102.86,105.3,106.02,106.75,109.34,127.93,107.44,103.63,97.63,97.08,91.74,82.65,72.38,51.84,44.43,46.35,45.64,45.98,44.45,43.83,39.61,38.54,39.92,43.0,37.75,37.2,40.79,42.05,29.89,38.24,36.58,36.23,35.47,36.31,31.91,32.5,39.2,43.37,43.49,46.1,43.99,30.98,22.73,29.53,41.16,44.66,43.67,46.71,40.13,40.64,53.44,56.73,60.32,63.59,67.51,58.65,66.07,61.91,68.54,63.26,74.88,62.51,70.07,77.06,69.46,70.86,74.91,81.31,99.74,103.12,124.49,,,80.17,81.45,94.92,87.24,87.67,89.17,86.12,94.43,105.0,118.51,100.04,96.43,97.31,107.81,108.2,112.6,136.26,128.99,139.33,122.78,117.22,124.66,129.19,145.05,130.64,132.21,120.7,136.7,183.58,198.27,232.58,219.2,284.88,158.73
sub-region,Prachin Buri Province,driving,ปราจีนบุรี|จังหวัดปราจีนบุรี|จ.ปราจีนบุรี,,Thailand,100.0,99.6,112.15,110.37,166.83,186.64,133.13,100.18,96.93,97.6,115.89,216.83,245.73,174.98,125.33,120.97,113.89,121.37,165.81,182.59,143.46,117.76,118.79,118.39,133.21,265.05,210.77,179.52,129.3,99.64,99.6,115.54,188.56,161.49,145.1,98.09,102.94,101.16,109.35,177.43,197.2,128.81,105.34,101.11,105.97,107.35,190.43,183.53,143.63,115.14,92.83,95.95,118.83,188.02,158.55,120.12,94.57,100.4,97.42,105.39,166.07,174.4,102.85,88.38,94.79,91.5,98.04,122.17,127.56,86.64,79.74,78.94,72.44,53.25,55.7,55.25,57.26,48.44,62.78,53.7,48.22,58.68,51.34,49.02,49.02,57.35,53.25,48.04,54.63,54.54,48.04,48.62,44.57,46.39,55.52,60.6,63.67,60.33,58.1,55.92,59.84,68.34,76.31,75.56,74.53,64.74,74.4,73.37,119.01,99.29,91.1,86.51,76.05,89.54,77.03,82.95,94.03,111.58,80.28,,,82.19,89.72,105.65,119.68,98.26,82.5,87.27,93.99,96.13,138.96,142.21,102.85,100.0,93.54,100.31,100.09,140.61,161.84,160.95,101.83,162.64,128.67,129.3,162.73,168.43,165.72,110.11,121.1,125.11,129.03,180.5,189.94,225.38,125.51
sub-region,Prachuap Khiri Khan Province,driving,ประจวบคีรีขันธ์|จังหวัดประจวบคีรีขันธ์|จ.ประจวบคีรีขันธ์,,Thailand,100.0,104.42,102.36,114.68,158.52,166.07,125.31,114.53,109.34,113.49,124.27,201.71,205.37,145.33,124.37,122.93,107.0,114.58,144.76,147.57,114.61,97.59,100.55,105.76,126.83,202.01,245.28,190.76,135.22,108.42,104.99,114.68,153.08,172.28,128.71,112.92,106.93,106.51,115.42,162.15,178.22,114.63,103.73,97.91,93.84,102.19,149.9,165.35,112.92,101.81,98.06,110.73,112.77,155.79,168.85,115.72,102.36,94.29,90.29,101.24,128.99,143.24,106.68,96.22,91.68,92.2,96.13,118.63,112.94,81.52,72.43,69.62,63.93,44.91,40.83,39.64,36.19,41.18,36.89,36.66,41.73,36.04,38.0,32.86,33.68,35.52,36.66,34.48,33.36,36.64,35.87,31.0,33.48,31.64,32.69,36.41,36.04,34.48,38.47,38.55,37.58,37.75,35.42,35.77,34.43,39.27,40.14,40.56,56.28,54.42,61.08,55.12,49.73,52.48,59.39,55.74,65.62,59.84,64.58,,,58.3,58.57,66.37,75.83,62.72,68.48,68.9,70.69,73.42,110.73,106.31,83.01,77.82,81.89,84.03,88.15,126.03,149.18,99.38,107.23,137.95,119.67,123.25,171.81,187.85,134.33,127.87,123.3,126.78,137.95,192.82,231.79,153.45,133.41
sub-region,Prešov Region,driving,Prešovský kraj,,Slovakia,100.0,100.36,99.76,108.34,120.74,129.71,114.52,101.4,96.68,106.99,107.65,137.15,140.88,131.95,104.24,103.89,98.95,106.58,132.79,130.69,137.09,120.32,114.08,106.55,114.49,136.88,154.63,139.15,116.41,104.54,123.07,119.28,157.62,159.68,149.16,117.1,121.4,135.45,131.86,143.87,135.59,136.25,111.95,102.9,110.04,108.97,125.13,110.61,119.07,108.55,113.66,116.56,114.52,120.44,108.19,108.13,88.37,86.7,85.03,77.79,63.96,56.58,51.52,47.37,46.0,45.64,48.0,50.18,49.46,46.83,40.11,52.78,51.34,57.11,58.49,59.29,58.46,57.92,61.95,59.03,65.21,65.57,58.88,70.17,68.05,72.41,44.56,40.5,34.16,30.69,42.47,51.61,86.58,80.63,76.96,83.14,74.51,79.89,77.44,80.9,78.66,92.83,77.2,74.78,88.67,83.89,82.9,78.51,81.29,70.02,80.1,88.94,92.65,82.93,87.48,97.76,104.42,108.76,116.68,,,101.11,97.07,105.68,97.34,112.46,104.18,105.59,109.86,109.5,115.6,102.27,117.48,101.11,95.07,110.22,109.12,116.2,92.71,105.56,108.61,109.15,115.69,101.85,128.96,121.04,123.19,118.35,115.0,118.65,125.91,151.4,138.46,146.86,131.68
sub-region,Prince Edward Island,driving,PE|Île-du-Prince-Édouard,,Canada,100.0,107.65,104.29,95.3,75.67,117.66,55.9,99.3,106.4,113.74,116.7,122.63,131.9,87.12,96.88,99.82,102.87,108.82,172.62,144.7,87.14,99.63,109.39,94.28,101.33,106.01,146.42,105.85,91.79,102.91,96.41,107.84,136.23,135.75,110.69,106.81,116.31,108.78,118.99,143.94,134.95,93.58,99.84,111.06,111.06,94.44,149.95,152.41,82.22,106.13,105.72,112.62,109.72,126.89,112.88,100.8,96.04,92.98,112.23,107.63,108.8,104.16,77.46,79.49,81.93,78.61,75.92,66.38,78.22,54.77,55.92,45.81,63.57,56.86,53.7,67.55,61.85,53.03,50.22,52.41,60.64,68.1,59.3,55.53,53.13,61.13,62.42,78.46,47.45,74.26,53.52,63.61,69.09,69.44,73.31,91.04,93.17,78.3,79.14,85.05,84.25,76.74,93.64,101.76,88.98,82.75,76.51,98.65,109.17,125.15,97.78,109.44,99.12,97.25,120.92,110.65,133.68,110.52,81.35,,,129.29,129.19,156.49,135.71,125.95,146.73,134.97,156.76,153.5,159.36,155.79,151.92,146.85,158.38,140.55,173.46,180.0,160.72,123.24,141.31,140.98,139.43,160.06,181.91,142.85,117.33,135.53,142.03,161.89,151.51,164.68,183.94,131.84,152.39
sub-region,Provence-Alpes-Côte d'Azur Region,driving,Provence Alpes Côte d'Azur Region,,France,100.0,101.17,103.66,104.65,118.04,116.94,94.75,97.95,99.11,103.19,106.45,119.75,118.72,92.7,98.53,100.69,106.37,103.04,116.62,116.68,100.41,101.43,101.53,106.8,106.74,118.48,126.98,101.27,106.15,108.23,113.54,112.49,134.02,137.63,105.05,112.05,113.96,114.74,116.22,128.37,134.16,111.16,112.36,110.49,108.34,107.13,119.33,108.55,93.06,97.56,102.02,105.19,105.8,119.22,119.79,96.07,97.8,99.85,102.13,94.44,94.15,87.39,57.33,59.52,35.64,26.53,26.9,25.7,19.47,17.64,26.19,26.35,26.42,26.26,26.85,22.22,20.97,27.25,28.46,28.96,28.94,29.27,23.46,23.34,31.22,32.46,32.12,33.38,33.91,26.41,21.29,25.02,37.02,37.42,37.93,37.1,29.85,26.73,37.33,39.95,40.85,41.82,40.32,32.01,30.58,41.15,52.45,51.64,48.25,37.46,39.28,38.28,51.16,53.81,55.24,56.31,45.78,46.41,49.12,,,86.78,87.91,94.84,80.76,73.86,94.77,101.34,108.85,100.87,113.01,99.39,95.99,109.31,113.35,114.93,117.15,120.73,120.59,108.0,116.79,125.32,127.08,123.11,141.04,140.49,117.14,134.88,135.56,140.44,139.7,143.35,140.17,143.91,151.06
sub-region,Puebla (state),driving,,,Mexico,100.0,101.57,103.56,108.43,134.85,140.29,99.9,101.61,97.93,97.8,106.61,132.11,138.72,98.0,99.3,97.19,101.78,109.12,142.77,148.45,109.89,112.61,105.61,97.86,107.8,130.77,134.65,95.41,98.99,99.34,100.49,109.93,148.77,141.24,108.37,101.05,102.38,97.28,109.69,137.28,144.63,108.4,101.57,99.11,95.87,105.13,132.67,135.62,96.74,94.0,95.09,102.22,109.3,134.24,136.78,95.02,76.09,93.4,94.12,102.27,126.19,138.69,102.24,87.62,78.02,71.34,70.01,71.71,65.31,42.41,48.58,49.59,42.14,43.9,48.96,50.33,34.78,43.69,41.06,42.6,39.83,46.1,45.16,33.85,41.08,41.26,42.87,39.32,33.19,33.96,32.53,42.67,43.48,41.14,41.29,47.21,44.15,32.39,42.66,40.91,39.92,41.33,44.37,43.02,32.85,41.05,40.96,44.35,46.6,45.71,50.24,34.48,46.1,46.45,48.42,45.32,50.92,52.06,41.63,,,46.92,48.12,54.43,49.32,39.33,51.95,51.92,50.73,53.4,56.71,50.94,43.22,54.4,55.34,52.41,62.53,60.58,56.28,46.12,57.84,57.45,54.79,60.3,65.3,58.67,47.41,57.52,59.31,59.07,60.33,68.08,60.68,50.0,61.89
sub-region,Puerto Rico,driving,,,United States,100.0,107.62,117.39,120.33,132.37,133.62,111.0,99.66,111.85,112.09,120.93,133.38,134.41,99.57,105.99,108.8,109.93,120.53,139.97,143.55,116.26,106.59,109.76,113.15,119.75,136.28,144.79,116.09,109.39,118.66,125.27,135.6,159.9,153.17,130.04,110.51,118.63,122.36,129.31,144.05,153.68,125.23,115.33,118.13,122.22,129.71,157.47,159.04,127.94,112.91,122.72,125.85,151.46,153.82,163.02,124.31,123.94,128.47,131.79,126.95,134.58,118.98,80.34,53.29,40.76,33.73,32.05,31.51,27.79,21.3,22.58,24.73,24.53,26.19,27.48,25.9,18.8,23.85,22.82,21.68,22.95,24.55,22.25,10.2,23.66,24.87,25.64,27.8,13.4,16.88,13.18,32.82,30.54,34.1,32.04,34.1,32.45,18.16,32.57,31.93,34.57,35.04,38.89,36.58,22.49,35.86,37.07,38.15,40.99,45.74,44.43,30.51,43.92,47.26,49.18,51.92,58.89,62.97,35.45,,,55.14,62.47,68.21,69.15,50.06,62.05,64.8,66.3,72.74,84.0,82.68,67.74,71.44,75.97,76.97,76.48,90.01,94.26,83.12,78.53,81.74,86.05,90.26,101.95,107.72,107.83,89.3,91.04,92.6,94.37,110.59,125.14,126.91,101.07
