Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de México,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Michoacán,Morelos,México,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas
2020-05-04,692,4,55,0,5,10,23,208,3,1,1,7,16,10,11,11,31,109,4,7,10,24,4,15,6,15,13,17,3,11,43,12,3
2020-05-05,683,2,73,1,4,12,21,208,5,3,2,11,16,13,8,6,33,93,4,2,6,21,4,13,2,18,6,30,5,3,48,10,0
2020-05-06,700,2,49,3,12,9,20,193,4,0,2,11,17,23,6,14,33,87,0,8,11,26,4,19,6,23,6,24,11,6,61,7,3
2020-05-07,756,8,56,1,3,12,17,225,3,2,2,3,12,18,10,8,28,121,3,3,13,30,6,21,0,21,11,34,7,8,60,8,2
2020-05-08,753,3,65,4,5,11,25,228,4,1,1,12,15,16,9,10,20,107,2,11,9,22,9,11,3,22,13,29,8,9,58,9,2
2020-05-09,623,0,44,1,5,10,19,155,3,3,3,2,16,16,13,5,21,106,5,13,6,21,7,10,2,24,7,28,5,9,52,9,3
2020-05-10,755,5,60,3,5,12,22,233,4,1,1,10,23,19,12,9,17,115,2,3,11,24,11,9,5,26,9,32,5,10,47,9,1
2020-05-11,981,4,56,0,7,11,27,289,2,1,2,9,19,30,13,11,27,196,9,12,26,34,14,22,3,25,12,25,7,11,60,13,4
2020-05-12,844,6,55,3,11,8,17,254,4,2,4,9,22,25,12,5,30,147,5,8,15,25,6,11,2,31,14,28,9,17,45,13,1
2020-05-13,931,5,60,1,5,18,28,258,2,3,7,3,17,26,11,19,22,163,7,13,20,39,9,7,4,32,18,35,7,11,66,13,2
2020-05-14,940,2,48,1,4,17,30,256,1,5,1,9,22,34,18,8,23,167,9,11,15,37,15,10,7,42,15,40,5,10,56,17,5
2020-05-15,1008,8,60,0,6,35,21,279,5,1,5,12,20,27,14,11,19,164,6,9,16,48,17,8,4,38,26,34,8,14,82,8,3
2020-05-16,811,3,45,2,5,11,26,229,1,2,0,7,15,31,3,11,11,138,2,2,10,44,15,11,6,45,15,33,7,7,66,7,1
2020-05-17,795,7,53,0,5,17,13,200,3,2,4,11,25,14,19,15,20,123,5,1,8,44,8,6,4,43,17,31,2,13,58,21,3
2020-05-18,1059,4,59,1,8,22,29,311,3,7,1,15,49,23,16,8,13,170,5,9,12,54,25,15,6,37,29,27,12,11,63,11,4
2020-05-19,935,4,53,1,6,24,17,241,6,4,1,10,36,32,16,13,18,156,5,8,9,55,24,11,8,40,19,24,9,14,63,8,0
2020-05-20,1029,6,71,2,6,17,19,262,5,2,5,12,47,23,20,14,10,183,5,4,14,47,16,19,5,46,24,48,8,4,75,8,2
2020-05-21,998,7,51,0,6,26,26,256,5,2,3,13,43,31,24,10,21,155,4,9,11,55,13,18,2,35,24,33,11,11,73,18,2
2020-05-22,992,2,70,4,10,21,20,218,9,2,7,13,36,32,23,23,9,152,12,18,14,48,10,11,6,45,34,32,7,14,76,13,1
2020-05-23,806,11,34,1,5,23,19,186,12,3,0,24,19,21,16,6,15,110,8,12,12,52,9,14,2,39,33,30,13,11,53,8,5
2020-05-24,840,7,43,1,6,29,21,174,5,5,6,12,29,20,22,14,9,157,3,6,15,49,5,15,2,34,33,31,6,7,62,7,5
2020-05-25,1152,8,55,4,7,24,18,285,9,3,10,27,33,26,28,15,11,228,7,17,15,47,19,15,7,41,33,27,14,12,80,20,7
2020-05-26,1061,10,49,3,10,35,16,270,7,4,5,18,41,25,38,19,18,161,8,12,8,62,9,11,4,49,32,27,10,5,81,12,2
2020-05-27,1144,13,55,5,12,36,19,231,8,4,8,12,32,27,40,21,17,217,9,9,22,70,14,21,9,52,31,45,14,10,64,15,2
2020-05-28,1131,8,42,4,6,23,21,306,6,1,3,18,34,23,43,14,16,168,11,11,28,56,9,11,9,55,40,43,7,13,85,15,2
2020-05-29,1048,8,41,3,6,23,26,216,9,2,6,19,27,28,45,22,17,196,11,14,24,55,17,10,8,46,34,25,8,14,67,18,3
2020-05-30,976,10,39,2,8,29,14,233,6,6,9,18,28,21,34,17,14,142,6,11,24,51,18,14,5,57,32,24,10,15,69,7,3
2020-05-31,942,14,43,3,3,34,19,214,7,4,8,27,24,26,36,21,13,154,3,12,26,34,15,10,7,35,39,23,6,11,62,6,3
2020-06-01,1222,16,49,2,8,23,18,247,5,4,7,40,45,26,58,27,18,204,11,14,27,56,11,10,9,71,51,26,17,17,82,17,6
2020-06-02,1151,8,55,3,8,33,15,248,10,5,6,27,35,22,34,30,20,192,14,13,24,62,29,14,7,60,53,24,11,15,61,8,5
2020-06-03,1187,8,46,4,11,32,22,231,14,4,5,50,35,21,54,30,13,247,12,17,22,68,13,9,9,49,35,19,9,14,65,14,5
2020-06-04,1203,8,51,2,4,43,16,218,8,3,7,39,37,24,38,16,15,249,9,24,38,64,19,16,17,49,49,29,7,15,79,8,2
2020-06-05,1186,11,37,0,11,32,21,231,13,4,6,40,35,18,55,15,11,219,6,23,26,86,15,8,17,47,50,20,20,8,75,18,8
2020-06-06,1017,15,49,5,13,32,8,192,9,6,9,33,26,24,38,15,11,154,10,10,29,53,16,14,9,63,39,31,19,14,48,14,9
2020-06-07,972,12,33,3,9,40,7,205,15,2,7,32,25,12,33,18,9,186,9,6,25,41,18,9,15,42,34,19,13,13,57,14,9
2020-06-08,1294,7,40,5,12,37,23,208,11,7,14,46,44,23,63,25,29,261,9,15,38,72,22,8,9,76,31,24,26,22,61,16,10
2020-06-09,1113,10,32,4,14,32,10,226,7,4,5,60,24,36,57,25,16,169,12,20,37,59,16,16,14,45,27,27,14,9,56,25,5
2020-06-10,1119,12,51,9,13,33,18,211,9,3,6,38,29,16,50,34,17,181,12,24,49,62,16,8,6,36,29,21,23,17,65,13,8
2020-06-11,1078,16,43,3,8,26,14,175,14,4,13,34,46,24,50,21,17,178,10,31,39,49,15,18,10,39,23,29,18,12,74,19,6
2020-06-12,1008,12,27,1,13,34,11,174,15,3,5,36,32,36,46,16,17,145,12,39,46,50,15,11,5,36,14,27,30,9,73,14,4
2020-06-13,768,14,29,3,12,25,11,142,7,7,8,31,17,14,35,19,13,86,8,25,25,33,12,11,11,19,8,29,27,8,63,11,5
2020-06-14,805,14,43,2,11,30,11,135,7,2,12,35,32,20,40,22,12,91,5,15,28,43,11,21,9,14,1,19,25,8,64,18,5
2020-06-15,939,11,28,4,9,14,8,193,9,2,9,57,37,18,25,30,15,80,14,39,44,55,25,16,11,10,1,28,23,12,84,15,13
2020-06-16,772,8,23,7,9,24,8,141,11,8,12,38,18,21,23,19,10,61,14,20,38,74,13,17,4,3,0,26,31,16,56,14,5
2020-06-17,544,3,19,4,8,16,3,110,3,0,6,29,2,23,12,4,3,44,12,19,15,56,16,10,9,1,0,19,14,23,43,14,4
2020-06-18,364,5,13,3,7,13,4,81,4,1,6,23,0,17,18,2,10,21,12,11,14,23,13,14,3,0,0,2,4,6,12,18,4
2020-06-19,121,6,2,0,0,4,0,18,1,4,1,2,0,12,4,0,1,4,7,6,11,3,7,6,2,0,0,0,0,1,2,12,5
2020-06-20,25,0,0,1,1,0,0,7,2,0,1,0,0,4,0,0,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0,2,0
2020-06-21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
