ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30
BO-C,Bolivia,Cochabamba,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,13.0,13.0,18.0,18.0,18.0,19.0,21.0,23.0,23.0,34.0,39.0,45.0,49.0,51.0,52.0,52.0,52.0,57.0,57.0,60.0,66.0,75.0,78.0,83.0,88.0,94.0,97.0,98.0,101.0,107.0,114.0,125.0,130.0,136.0,140.0,150.0,165.0,184.0,202.0
BO-L,Bolivia,La Paz,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,20.0,21.0,21.0,22.0,23.0,24.0,24.0,24.0,24.0,24.0,26.0,27.0,28.0,28.0,31.0,32.0,35.0,36.0,38.0,38.0,38.0,38.0,38.0,40.0,42.0,43.0,45.0,49.0,50.0,50.0,51.0,53.0,54.0,55.0,63.0,63.0,64.0,65.0,68.0,69.0,74.0,76.0,82.0,82.0
BO-O,Bolivia,Oruro,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,16.0,18.0,19.0,21.0,21.0,21.0,21.0,24.0,24.0,24.0,25.0,26.0,28.0,30.0,32.0,34.0,36.0,36.0,38.0,46.0,46.0,46.0,54.0,54.0,55.0,55.0,58.0,58.0
BO-N,Bolivia,Pando,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,8.0,11.0,12.0,12.0,12.0,12.0,16.0,16.0,18.0,20.0,22.0,23.0,25.0,25.0,27.0
BO-P,Bolivia,Potosi,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,13.0,13.0,13.0,15.0,15.0,17.0,17.0,17.0,19.0,19.0,19.0
BO-S,Bolivia,Santa Cruz,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,14.0,16.0,19.0,19.0,20.0,22.0,25.0,27.0,29.0,32.0,34.0,38.0,40.0,44.0,46.0,50.0,52.0,53.0,56.0,59.0,60.0,64.0,72.0,76.0,83.0,84.0,87.0,88.0,95.0,97.0,107.0,111.0,117.0,123.0,128.0,135.0,138.0,144.0,146.0,149.0,149.0,164.0,184.0,189.0,192.0,194.0,214.0,221.0,221.0,231.0,243.0,250.0,265.0,270.0,283.0,287.0,298.0,303.0,307.0,313.0,322.0,327.0,348.0,351.0,365.0,373.0,381.0,396.0,412.0,431.0,455.0
BO-T,Bolivia,Tarija,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,11.0,13.0,15.0,15.0
BR-AC,Brazil,Acre,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,8.0,8.0,8.0,10.0,11.0,11.0,11.0,14.0,16.0,17.0,19.0,19.0,22.0,24.0,28.0,29.0,33.0,36.0,38.0,39.0,41.0,45.0,51.0,52.0,55.0,57.0,59.0,60.0,67.0,72.0,76.0,78.0,80.0,87.0,92.0,97.0,105.0,113.0,122.0,135.0,142.0,148.0,161.0,165.0,171.0,181.0,190.0,201.0,207.0,211.0,223.0,237.0,245.0,254.0,256.0,259.0,265.0,271.0,281.0,287.0,292.0,297.0,300.0,305.0,321.0,326.0,335.0,343.0,351.0,353.0,361.0,365.0
BR-AL,Brazil,Alagoas,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,7.0,7.0,15.0,18.0,19.0,20.0,22.0,27.0,29.0,32.0,34.0,36.0,41.0,47.0,53.0,58.0,64.0,72.0,80.0,89.0,98.0,108.0,114.0,126.0,138.0,150.0,164.0,177.0,187.0,199.0,210.0,221.0,231.0,251.0,262.0,280.0,301.0,316.0,337.0,354.0,368.0,385.0,406.0,424.0,443.0,461.0,482.0,506.0,531.0,557.0,582.0,601.0,601.0,640.0,660.0,681.0,701.0,723.0,744.0,768.0,793.0,811.0,831.0,848.0,866.0,884.0,903.0,920.0,938.0,958.0,975.0,993.0,1012.0,1032.0,1052.0
BR-AP,Brazil,Amapa,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,6.0,7.0,9.0,10.0,10.0,11.0,13.0,13.0,14.0,16.0,18.0,19.0,21.0,26.0,28.0,31.0,34.0,37.0,40.0,43.0,49.0,55.0,56.0,61.0,66.0,69.0,72.0,73.0,86.0,94.0,101.0,103.0,108.0,119.0,127.0,136.0,142.0,151.0,157.0,162.0,163.0,168.0,173.0,183.0,198.0,207.0,215.0,222.0,228.0,237.0,247.0,254.0,260.0,269.0,272.0,278.0,285.0,289.0,303.0,312.0,319.0,324.0,329.0,337.0,338.0,342.0,348.0,353.0,359.0,372.0,380.0,387.0,394.0,401.0,406.0,407.0,413.0,417.0
BR-AM,Brazil,Amazonas,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,12.0,14.0,19.0,23.0,30.0,40.0,50.0,53.0,62.0,71.0,90.0,106.0,124.0,145.0,161.0,182.0,185.0,193.0,207.0,234.0,255.0,287.0,304.0,320.0,351.0,380.0,425.0,476.0,501.0,548.0,584.0,649.0,751.0,806.0,874.0,962.0,1004.0,1035.0,1098.0,1160.0,1235.0,1331.0,1375.0,1413.0,1433.0,1491.0,1561.0,1620.0,1669.0,1744.0,1758.0,1781.0,1852.0,1891.0,1964.0,2011.0,2047.0,2052.0,2071.0,2102.0,2138.0,2183.0,2199.0,2232.0,2250.0,2271.0,2315.0,2363.0,2400.0,2429.0,2465.0,2492.0,2512.0,2549.0,2579.0,2605.0,2624.0,2650.0,2657.0,2671.0,2686.0,2710.0,2731.0,2739.0,2772.0,2780.0,2792.0,2823.0
BR-BA,Brazil,Bahia,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,5.0,7.0,9.0,10.0,12.0,15.0,19.0,19.0,21.0,21.0,22.0,22.0,27.0,30.0,36.0,37.0,45.0,46.0,47.0,50.0,59.0,64.0,70.0,73.0,76.0,86.0,96.0,104.0,117.0,123.0,123.0,141.0,146.0,160.0,165.0,183.0,196.0,202.0,211.0,225.0,236.0,262.0,281.0,286.0,295.0,312.0,326.0,362.0,376.0,399.0,413.0,460.0,477.0,495.0,531.0,570.0,609.0,638.0,667.0,701.0,736.0,762.0,790.0,819.0,846.0,879.0,910.0,937.0,975.0,1013.0,1039.0,1069.0,1105.0,1145.0,1181.0,1222.0,1263.0,1305.0,1350.0,1391.0,1441.0,1491.0,1541.0,1601.0,1642.0,1697.0,1748.0,1800.0,1853.0
BR-CE,Brazil,Ceara,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,3.0,3.0,4.0,5.0,5.0,7.0,8.0,20.0,22.0,22.0,26.0,29.0,31.0,43.0,55.0,58.0,67.0,74.0,91.0,107.0,116.0,124.0,149.0,176.0,186.0,198.0,215.0,233.0,266.0,284.0,310.0,327.0,390.0,403.0,441.0,482.0,505.0,638.0,663.0,712.0,795.0,848.0,903.0,966.0,1062.0,1114.0,1189.0,1280.0,1389.0,1413.0,1476.0,1614.0,1641.0,1748.0,1856.0,1900.0,2161.0,2251.0,2308.0,2324.0,2493.0,2603.0,2671.0,2733.0,2859.0,2956.0,3010.0,3188.0,3421.0,3605.0,3813.0,3890.0,3965.0,3982.0,4120.0,4309.0,4480.0,4663.0,4788.0,4829.0,4861.0,4999.0,5070.0,5282.0,5377.0,5460.0,5518.0,5523.0,5604.0,5717.0,5815.0,5875.0,5920.0,5981.0,5990.0,6076.0,6146.0
BR-DF,Brazil,Distrito Federal,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,5.0,7.0,7.0,10.0,12.0,12.0,13.0,14.0,14.0,14.0,15.0,17.0,17.0,20.0,20.0,24.0,24.0,24.0,24.0,25.0,25.0,26.0,26.0,27.0,27.0,28.0,28.0,30.0,30.0,31.0,33.0,33.0,33.0,34.0,35.0,37.0,39.0,42.0,44.0,46.0,48.0,51.0,55.0,56.0,59.0,66.0,72.0,77.0,84.0,90.0,95.0,104.0,114.0,124.0,133.0,142.0,154.0,162.0,170.0,171.0,177.0,191.0,196.0,202.0,208.0,214.0,214.0,236.0,256.0,274.0,282.0,293.0,304.0,319.0,348.0,365.0,379.0,396.0,404.0,423.0,449.0,475.0,495.0,509.0,532.0,537.0,548.0,559.0,587.0
BR-ES,Brazil,Espiritu Santo,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,9.0,14.0,17.0,18.0,22.0,25.0,28.0,30.0,33.0,34.0,34.0,42.0,42.0,47.0,51.0,57.0,64.0,76.0,83.0,96.0,103.0,114.0,122.0,133.0,145.0,155.0,165.0,172.0,181.0,196.0,212.0,233.0,249.0,260.0,271.0,285.0,302.0,325.0,341.0,363.0,397.0,417.0,446.0,465.0,487.0,511.0,538.0,560.0,583.0,604.0,614.0,664.0,698.0,737.0,780.0,806.0,832.0,871.0,904.0,936.0,962.0,986.0,1022.0,1054.0,1086.0,1131.0,1169.0,1217.0,1265.0,1297.0,1326.0,1362.0,1425.0,1463.0,1490.0,1507.0,1507.0,1568.0,1621.0,1648.0
BR-GO,Brazil,Goias,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,7.0,7.0,8.0,10.0,14.0,15.0,15.0,15.0,16.0,16.0,18.0,18.0,19.0,19.0,21.0,23.0,24.0,25.0,25.0,26.0,27.0,27.0,29.0,29.0,30.0,30.0,30.0,38.0,44.0,44.0,49.0,47.0,47.0,49.0,52.0,61.0,64.0,67.0,69.0,70.0,73.0,73.0,78.0,85.0,93.0,95.0,95.0,96.0,104.0,108.0,115.0,119.0,122.0,124.0,127.0,151.0,155.0,164.0,167.0,172.0,173.0,173.0,180.0,188.0,189.0,194.0,208.0,211.0,226.0,246.0,252.0,264.0,281.0,295.0,303.0,311.0,329.0,363.0,384.0,409.0,429.0,435.0,437.0,474.0
BR-MA,Brazil,Maranhao,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,11.0,12.0,16.0,21.0,24.0,27.0,32.0,34.0,37.0,40.0,44.0,48.0,54.0,60.0,66.0,76.0,88.0,100.0,112.0,125.0,145.0,166.0,184.0,204.0,224.0,237.0,249.0,271.0,291.0,305.0,330.0,355.0,379.0,399.0,423.0,444.0,470.0,496.0,524.0,549.0,576.0,604.0,634.0,663.0,693.0,722.0,754.0,784.0,817.0,853.0,887.0,911.0,932.0,955.0,976.0,997.0,1028.0,1062.0,1095.0,1132.0,1170.0,1247.0,1285.0,1322.0,1360.0,1399.0,1436.0,1467.0,1499.0,1537.0,1570.0,1607.0,1645.0,1684.0,1721.0,1760.0,1797.0,1836.0,1871.0,1906.0,1943.0,1982.0,2012.0,2048.0
BR-MT,Brazil,Mato Grosso,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,8.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,14.0,16.0,18.0,19.0,19.0,20.0,23.0,26.0,27.0,27.0,29.0,32.0,32.0,34.0,37.0,37.0,40.0,41.0,43.0,46.0,51.0,56.0,57.0,61.0,66.0,70.0,76.0,82.0,88.0,96.0,109.0,116.0,135.0,146.0,160.0,175.0,192.0,209.0,216.0,226.0,266.0,281.0,309.0,335.0,360.0,384.0,401.0,443.0,462.0,480.0,527.0,563.0,582.0,593.0
BR-MS,Brazil,Mato Grosso do Sul,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,13.0,14.0,14.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,22.0,22.0,24.0,25.0,28.0,28.0,31.0,33.0,36.0,36.0,39.0,40.0,43.0,45.0,47.0,55.0,56.0,61.0,65.0,68.0,72.0,75.0,76.0
BR-MG,Brazil,Minas Gerais,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,6.0,6.0,6.0,9.0,11.0,14.0,15.0,17.0,17.0,20.0,23.0,27.0,30.0,33.0,35.0,39.0,39.0,41.0,44.0,47.0,51.0,54.0,58.0,61.0,62.0,71.0,80.0,82.0,88.0,88.0,89.0,90.0,94.0,97.0,106.0,111.0,118.0,119.0,121.0,127.0,135.0,139.0,146.0,150.0,156.0,161.0,167.0,177.0,191.0,201.0,217.0,226.0,230.0,234.0,240.0,255.0,257.0,263.0,271.0,278.0,289.0,306.0,323.0,344.0,368.0,376.0,380.0,399.0,409.0,431.0,446.0,454.0,475.0,481.0,502.0,537.0,570.0,600.0,636.0,661.0,688.0,720.0,771.0,806.0,833.0,882.0,899.0,940.0,965.0
BR-PA,Brazil,Para,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,7.0,9.0,10.0,13.0,15.0,19.0,21.0,24.0,26.0,33.0,34.0,35.0,38.0,43.0,53.0,75.0,86.0,100.0,114.0,129.0,137.0,208.0,235.0,273.0,309.0,330.0,369.0,392.0,410.0,515.0,578.0,652.0,708.0,864.0,946.0,1063.0,1145.0,1199.0,1239.0,1329.0,1519.0,1633.0,1852.0,1937.0,2001.0,2148.0,2372.0,2469.0,2545.0,2704.0,2827.0,2900.0,2923.0,2925.0,3040.0,3193.0,3416.0,3538.0,3612.0,3678.0,3772.0,3853.0,3927.0,4030.0,4132.0,4177.0,4191.0,4201.0,4291.0,4350.0,4395.0,4469.0,4519.0,4583.0,4605.0,4672.0,4726.0,4748.0,4803.0,4834.0,4845.0,4870.0,4920.0
BR-PB,Brazil,Paraiba,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,7.0,11.0,11.0,13.0,13.0,16.0,21.0,24.0,26.0,26.0,29.0,32.0,33.0,39.0,40.0,44.0,46.0,49.0,50.0,53.0,58.0,62.0,67.0,74.0,76.0,79.0,85.0,92.0,101.0,114.0,124.0,135.0,139.0,154.0,157.0,160.0,170.0,183.0,194.0,207.0,219.0,230.0,245.0,248.0,258.0,272.0,279.0,286.0,298.0,318.0,327.0,347.0,360.0,370.0,379.0,414.0,438.0,451.0,467.0,484.0,507.0,534.0,559.0,570.0,610.0,623.0,633.0,656.0,671.0,696.0,709.0,724.0,743.0,766.0,784.0,807.0,828.0,842.0,864.0,896.0,911.0,931.0,977.0
BR-PR,Brazil,Parana,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,6.0,9.0,11.0,15.0,17.0,22.0,25.0,26.0,30.0,31.0,36.0,38.0,41.0,42.0,46.0,48.0,51.0,51.0,57.0,60.0,64.0,69.0,72.0,75.0,77.0,82.0,83.0,89.0,90.0,93.0,94.0,99.0,101.0,104.0,106.0,107.0,109.0,111.0,113.0,117.0,119.0,120.0,123.0,124.0,127.0,129.0,137.0,141.0,146.0,150.0,153.0,156.0,159.0,162.0,169.0,173.0,181.0,182.0,190.0,199.0,205.0,215.0,227.0,232.0,237.0,243.0,253.0,275.0,280.0,294.0,312.0,326.0,334.0,364.0,386.0,406.0,419.0,428.0,451.0,469.0,498.0,521.0,539.0,564.0,575.0,599.0,613.0,649.0
BR-PE,Brazil,Pernambuco,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1.0,3.0,4.0,5.0,5.0,6.0,6.0,8.0,9.0,10.0,14.0,21.0,30.0,34.0,46.0,56.0,65.0,72.0,85.0,102.0,115.0,143.0,160.0,186.0,205.0,216.0,234.0,260.0,282.0,312.0,352.0,381.0,415.0,450.0,508.0,538.0,565.0,603.0,628.0,652.0,691.0,749.0,803.0,845.0,927.0,972.0,1047.0,1087.0,1157.0,1224.0,1298.0,1381.0,1461.0,1516.0,1640.0,1741.0,1834.0,1925.0,2057.0,2144.0,2200.0,2248.0,2328.0,2468.0,2566.0,2669.0,2740.0,2807.0,2875.0,2933.0,3012.0,3134.0,3205.0,3270.0,3305.0,3350.0,3453.0,3531.0,3633.0,3694.0,3784.0,3855.0,3886.0,3959.0,4009.0,4057.0,4102.0,4148.0,4234.0,4252.0,4339.0,4425.0,4488.0,4610.0,4708.0,4751.0,4782.0,4829.0
BR-PI,Brazil,Piaui,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,12.0,14.0,15.0,15.0,16.0,17.0,18.0,20.0,21.0,24.0,24.0,24.0,26.0,28.0,28.0,29.0,30.0,35.0,37.0,38.0,42.0,45.0,49.0,57.0,60.0,60.0,65.0,72.0,80.0,85.0,87.0,91.0,93.0,99.0,107.0,110.0,119.0,134.0,138.0,146.0,157.0,161.0,168.0,180.0,192.0,202.0,217.0,224.0,239.0,254.0,265.0,283.0,299.0,317.0,335.0,360.0,374.0,393.0,398.0,421.0,435.0,459.0,485.0,502.0,517.0,534.0,546.0,574.0,592.0,615.0,643.0,663.0
