Date_of_report;Municipality_code;Municipality_name;Province;Total_reported;Hospital_admission;Deceased
2020-03-13 10:00:00;GM0317;Eemnes;Utrecht;0;0;0
2020-03-13 10:00:00;GM0321;Houten;Utrecht;13;0;0
2020-03-13 10:00:00;GM0327;Leusden;Utrecht;0;0;0
2020-03-13 10:00:00;GM0331;Lopik;Utrecht;0;0;0
2020-03-13 10:00:00;GM0335;Montfoort;Utrecht;0;0;0
2020-03-13 10:00:00;GM0339;Renswoude;Utrecht;0;0;0
2020-03-13 10:00:00;GM0340;Rhenen;Utrecht;0;0;0
2020-03-13 10:00:00;GM0342;Soest;Utrecht;8;0;0
2020-03-13 10:00:00;GM0344;Utrecht;Utrecht;26;3;0
2020-03-13 10:00:00;GM0345;Veenendaal;Utrecht;1;0;0
2020-03-13 10:00:00;GM0351;Woudenberg;Utrecht;1;0;0
2020-03-13 10:00:00;GM0352;Wijk bij Duurstede;Utrecht;2;1;0
2020-03-13 10:00:00;GM0353;IJsselstein;Utrecht;1;0;0
2020-03-13 10:00:00;GM0355;Zeist;Utrecht;4;0;0
2020-03-13 10:00:00;GM0356;Nieuwegein;Utrecht;0;0;0
2020-03-13 10:00:00;GM0358;Aalsmeer;Noord-Holland;3;0;0
2020-03-13 10:00:00;GM0361;Alkmaar;Noord-Holland;1;0;0
2020-03-13 10:00:00;GM0362;Amstelveen;Noord-Holland;3;0;0
2020-03-13 10:00:00;GM0363;Amsterdam;Noord-Holland;20;0;0
2020-03-13 10:00:00;GM0370;Beemster;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0373;Bergen (NH.);Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0375;Beverwijk;Noord-Holland;5;2;0
2020-03-13 10:00:00;GM0376;Blaricum;Noord-Holland;1;0;0
2020-03-13 10:00:00;GM0377;Bloemendaal;Noord-Holland;1;0;0
2020-03-13 10:00:00;GM0383;Castricum;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0384;Diemen;Noord-Holland;2;0;0
2020-03-13 10:00:00;GM0385;Edam-Volendam;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0388;Enkhuizen;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0392;Haarlem;Noord-Holland;4;0;0
2020-03-13 10:00:00;GM0394;Haarlemmermeer;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0396;Heemskerk;Noord-Holland;1;0;0
2020-03-13 10:00:00;GM0397;Heemstede;Noord-Holland;2;0;0
2020-03-13 10:00:00;GM0398;Heerhugowaard;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0399;Heiloo;Noord-Holland;2;0;0
2020-03-13 10:00:00;GM0400;Den Helder;Noord-Holland;1;0;0
2020-03-13 10:00:00;GM0402;Hilversum;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0405;Hoorn;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0406;Huizen;Noord-Holland;1;0;0
2020-03-13 10:00:00;GM0415;Landsmeer;Noord-Holland;2;0;0
2020-03-13 10:00:00;GM0416;Langedijk;Noord-Holland;3;0;0
2020-03-13 10:00:00;GM0417;Laren;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0420;Medemblik;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0431;Oostzaan;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0432;Opmeer;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0437;Ouder-Amstel;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0439;Purmerend;Noord-Holland;2;1;0
2020-03-13 10:00:00;GM0441;Schagen;Noord-Holland;2;0;0
2020-03-13 10:00:00;GM0448;Texel;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0450;Uitgeest;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0451;Uithoorn;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0453;Velsen;Noord-Holland;1;0;0
2020-03-13 10:00:00;GM0457;Weesp;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0473;Zandvoort;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0479;Zaanstad;Noord-Holland;2;1;0
2020-03-13 10:00:00;GM0482;Alblasserdam;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0484;Alphen aan den Rijn;Zuid-Holland;4;0;0
2020-03-13 10:00:00;GM0489;Barendrecht;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0498;Drechterland;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0501;Brielle;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0502;Capelle aan den IJssel;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0503;Delft;Zuid-Holland;2;1;0
2020-03-13 10:00:00;GM0505;Dordrecht;Zuid-Holland;1;1;0
2020-03-13 10:00:00;GM0512;Gorinchem;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0513;Gouda;Zuid-Holland;2;0;0
2020-03-13 10:00:00;GM0518;'s-Gravenhage;Zuid-Holland;8;1;0
2020-03-13 10:00:00;GM0523;Hardinxveld-Giessendam;Zuid-Holland;5;0;0
2020-03-13 10:00:00;GM0530;Hellevoetsluis;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0531;Hendrik-Ido-Ambacht;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0532;Stede Broec;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0534;Hillegom;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0537;Katwijk;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0542;Krimpen aan den IJssel;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0546;Leiden;Zuid-Holland;4;0;0
2020-03-13 10:00:00;GM0547;Leiderdorp;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0553;Lisse;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0556;Maassluis;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0569;Nieuwkoop;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0575;Noordwijk;Zuid-Holland;2;0;0
2020-03-13 10:00:00;GM0579;Oegstgeest;Zuid-Holland;2;0;0
2020-03-13 10:00:00;GM0589;Oudewater;Utrecht;0;0;0
2020-03-13 10:00:00;GM0590;Papendrecht;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0597;Ridderkerk;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0599;Rotterdam;Zuid-Holland;20;1;0
2020-03-13 10:00:00;GM0603;Rijswijk;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0606;Schiedam;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0610;Sliedrecht;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0613;Albrandswaard;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0614;Westvoorne;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0622;Vlaardingen;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0626;Voorschoten;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0627;Waddinxveen;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0629;Wassenaar;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM0632;Woerden;Utrecht;2;0;0
2020-03-13 10:00:00;GM0637;Zoetermeer;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0638;Zoeterwoude;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0642;Zwijndrecht;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM0654;Borsele;Zeeland;1;0;0
2020-03-13 10:00:00;GM0664;Goes;Zeeland;2;0;0
2020-03-13 10:00:00;GM0668;West Maas en Waal;Gelderland;2;0;0
2020-03-13 10:00:00;GM0677;Hulst;Zeeland;0;0;0
2020-03-13 10:00:00;GM0678;Kapelle;Zeeland;0;0;0
2020-03-13 10:00:00;GM0687;Middelburg;Zeeland;0;0;0
2020-03-13 10:00:00;GM0703;Reimerswaal;Zeeland;1;0;0
2020-03-13 10:00:00;GM0715;Terneuzen;Zeeland;0;0;0
2020-03-13 10:00:00;GM0716;Tholen;Zeeland;0;0;0
2020-03-13 10:00:00;GM0717;Veere;Zeeland;1;0;0
2020-03-13 10:00:00;GM0718;Vlissingen;Zeeland;2;0;0
2020-03-13 10:00:00;GM0736;De Ronde Venen;Utrecht;0;0;0
2020-03-13 10:00:00;GM0737;Tytsjerksteradiel;Friesland;0;0;0
2020-03-13 10:00:00;GM0743;Asten;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM0744;Baarle-Nassau;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM0748;Bergen op Zoom;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM0753;Best;Noord-Brabant;3;0;0
2020-03-13 10:00:00;GM0755;Boekel;Noord-Brabant;11;3;0
2020-03-13 10:00:00;GM0756;Boxmeer;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM0757;Boxtel;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM0758;Breda;Noord-Brabant;53;10;2
2020-03-13 10:00:00;GM0762;Deurne;Noord-Brabant;3;1;0
2020-03-13 10:00:00;GM0765;Pekela;Groningen;1;1;0
2020-03-13 10:00:00;GM0766;Dongen;Noord-Brabant;4;0;0
2020-03-13 10:00:00;GM0770;Eersel;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM0772;Eindhoven;Noord-Brabant;12;0;0
2020-03-13 10:00:00;GM0777;Etten-Leur;Noord-Brabant;6;0;0
2020-03-13 10:00:00;GM0779;Geertruidenberg;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM0784;Gilze en Rijen;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM0785;Goirle;Noord-Brabant;6;1;1
2020-03-13 10:00:00;GM0786;Grave;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM0788;Haaren;Noord-Brabant;7;3;0
2020-03-13 10:00:00;GM0794;Helmond;Noord-Brabant;16;0;0
2020-03-13 10:00:00;GM0796;'s-Hertogenbosch;Noord-Brabant;11;2;0
2020-03-13 10:00:00;GM0797;Heusden;Noord-Brabant;4;0;0
2020-03-13 10:00:00;GM0798;Hilvarenbeek;Noord-Brabant;5;0;0
2020-03-13 10:00:00;GM0809;Loon op Zand;Noord-Brabant;7;1;0
2020-03-13 10:00:00;GM0815;Mill en Sint Hubert;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM0820;Nuenen, Gerwen en Nederwetten;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM0823;Oirschot;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM0824;Oisterwijk;Noord-Brabant;6;0;0
2020-03-13 10:00:00;GM0826;Oosterhout;Noord-Brabant;3;0;0
2020-03-13 10:00:00;GM0828;Oss;Noord-Brabant;3;2;0
2020-03-13 10:00:00;GM0840;Rucphen;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM0845;Sint-Michielsgestel;Noord-Brabant;5;2;0
2020-03-13 10:00:00;GM0847;Someren;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM0848;Son en Breugel;Noord-Brabant;2;2;0
2020-03-13 10:00:00;GM0851;Steenbergen;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM0852;Waterland;Noord-Holland;1;0;0
2020-03-13 10:00:00;GM0855;Tilburg;Noord-Brabant;67;10;1
2020-03-13 10:00:00;GM0856;Uden;Noord-Brabant;25;6;0
2020-03-13 10:00:00;GM0858;Valkenswaard;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM0861;Veldhoven;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM0865;Vught;Noord-Brabant;2;0;0
2020-03-13 10:00:00;GM0866;Waalre;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM0867;Waalwijk;Noord-Brabant;9;1;0
2020-03-13 10:00:00;GM0873;Woensdrecht;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM0879;Zundert;Noord-Brabant;3;1;0
2020-03-13 10:00:00;GM0880;Wormerland;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM0882;Landgraaf;Limburg;2;1;0
2020-03-13 10:00:00;GM0888;Beek;Limburg;0;0;0
2020-03-13 10:00:00;GM0889;Beesel;Limburg;0;0;0
2020-03-13 10:00:00;GM0893;Bergen (L.);Limburg;0;0;0
2020-03-13 10:00:00;GM0899;Brunssum;Limburg;0;0;0
2020-03-13 10:00:00;GM0907;Gennep;Limburg;1;1;0
2020-03-13 10:00:00;GM0917;Heerlen;Limburg;2;2;0
2020-03-13 10:00:00;GM0928;Kerkrade;Limburg;0;0;0
2020-03-13 10:00:00;GM0935;Maastricht;Limburg;10;2;1
2020-03-13 10:00:00;GM0938;Meerssen;Limburg;0;0;0
2020-03-13 10:00:00;GM0944;Mook en Middelaar;Limburg;0;0;0
2020-03-13 10:00:00;GM0946;Nederweert;Limburg;1;1;0
2020-03-13 10:00:00;GM0957;Roermond;Limburg;1;0;0
2020-03-13 10:00:00;GM0965;Simpelveld;Limburg;2;0;0
2020-03-13 10:00:00;GM0971;Stein;Limburg;1;0;0
2020-03-13 10:00:00;GM0981;Vaals;Limburg;0;0;0
2020-03-13 10:00:00;GM0983;Venlo;Limburg;2;0;0
2020-03-13 10:00:00;GM0984;Venray;Limburg;0;0;0
2020-03-13 10:00:00;GM0986;Voerendaal;Limburg;0;0;0
2020-03-13 10:00:00;GM0988;Weert;Limburg;0;0;0
2020-03-13 10:00:00;GM0994;Valkenburg aan de Geul;Limburg;0;0;0
2020-03-13 10:00:00;GM0995;Lelystad;Flevoland;3;2;0
2020-03-13 10:00:00;GM1507;Horst aan de Maas;Limburg;2;1;0
2020-03-13 10:00:00;GM1509;Oude IJsselstreek;Gelderland;0;0;0
2020-03-13 10:00:00;GM1525;Teylingen;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM1581;Utrechtse Heuvelrug;Utrecht;2;0;0
2020-03-13 10:00:00;GM1586;Oost Gelre;Gelderland;0;0;0
2020-03-13 10:00:00;GM1598;Koggenland;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM1621;Lansingerland;Zuid-Holland;4;0;0
2020-03-13 10:00:00;GM1640;Leudal;Limburg;4;2;0
2020-03-13 10:00:00;GM1641;Maasgouw;Limburg;0;0;0
2020-03-13 10:00:00;GM1652;Gemert-Bakel;Noord-Brabant;11;6;0
2020-03-13 10:00:00;GM1655;Halderberge;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM1658;Heeze-Leende;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM1659;Laarbeek;Noord-Brabant;1;1;0
2020-03-13 10:00:00;GM1667;Reusel-De Mierden;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM1669;Roerdalen;Limburg;0;0;0
2020-03-13 10:00:00;GM1674;Roosendaal;Noord-Brabant;2;0;0
2020-03-13 10:00:00;GM1676;Schouwen-Duiveland;Zeeland;2;0;0
2020-03-13 10:00:00;GM1680;Aa en Hunze;Drenthe;0;0;0
2020-03-13 10:00:00;GM1681;Borger-Odoorn;Drenthe;0;0;0
2020-03-13 10:00:00;GM1684;Cuijk;Noord-Brabant;2;0;0
2020-03-13 10:00:00;GM1685;Landerd;Noord-Brabant;4;1;0
2020-03-13 10:00:00;GM1690;De Wolden;Drenthe;0;0;0
2020-03-13 10:00:00;GM1695;Noord-Beveland;Zeeland;0;0;0
2020-03-13 10:00:00;GM1696;Wijdemeren;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM1699;Noordenveld;Drenthe;0;0;0
2020-03-13 10:00:00;GM1700;Twenterand;Overijssel;0;0;0
2020-03-13 10:00:00;GM1701;Westerveld;Drenthe;0;0;0
2020-03-13 10:00:00;GM1702;Sint Anthonis;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM1705;Lingewaard;Gelderland;2;0;0
2020-03-13 10:00:00;GM1706;Cranendonck;Noord-Brabant;2;0;0
2020-03-13 10:00:00;GM1708;Steenwijkerland;Overijssel;0;0;0
2020-03-13 10:00:00;GM1709;Moerdijk;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM1711;Echt-Susteren;Limburg;0;0;0
2020-03-13 10:00:00;GM1714;Sluis;Zeeland;0;0;0
2020-03-13 10:00:00;GM1719;Drimmelen;Noord-Brabant;5;1;0
2020-03-13 10:00:00;GM1721;Bernheze;Noord-Brabant;13;0;0
2020-03-13 10:00:00;GM1723;Alphen-Chaam;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM1724;Bergeijk;Noord-Brabant;1;0;0
2020-03-13 10:00:00;GM1728;Bladel;Noord-Brabant;0;0;0
2020-03-13 10:00:00;GM1729;Gulpen-Wittem;Limburg;0;0;0
2020-03-13 10:00:00;GM1730;Tynaarlo;Drenthe;0;0;0
2020-03-13 10:00:00;GM1731;Midden-Drenthe;Drenthe;0;0;0
2020-03-13 10:00:00;GM1734;Overbetuwe;Gelderland;0;0;0
2020-03-13 10:00:00;GM1735;Hof van Twente;Overijssel;0;0;0
2020-03-13 10:00:00;GM1740;Neder-Betuwe;Gelderland;3;2;0
2020-03-13 10:00:00;GM1742;Rijssen-Holten;Overijssel;0;0;0
2020-03-13 10:00:00;GM1771;Geldrop-Mierlo;Noord-Brabant;2;0;0
2020-03-13 10:00:00;GM1773;Olst-Wijhe;Overijssel;0;0;0
2020-03-13 10:00:00;GM1774;Dinkelland;Overijssel;3;0;0
2020-03-13 10:00:00;GM1783;Westland;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM1842;Midden-Delfland;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM1859;Berkelland;Gelderland;0;0;0
2020-03-13 10:00:00;GM1876;Bronckhorst;Gelderland;2;0;0
2020-03-13 10:00:00;GM1883;Sittard-Geleen;Limburg;23;3;2
2020-03-13 10:00:00;GM1884;Kaag en Braassem;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM1891;Dantumadiel;Friesland;0;0;0
2020-03-13 10:00:00;GM1892;Zuidplas;Zuid-Holland;0;0;0
2020-03-13 10:00:00;GM1894;Peel en Maas;Limburg;8;2;0
2020-03-13 10:00:00;GM1895;Oldambt;Groningen;0;0;0
2020-03-13 10:00:00;GM1896;Zwartewaterland;Overijssel;2;0;0
2020-03-13 10:00:00;GM1900;Súdwest-Fryslân;Friesland;1;0;0
2020-03-13 10:00:00;GM1901;Bodegraven-Reeuwijk;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM1903;Eijsden-Margraten;Limburg;0;0;0
2020-03-13 10:00:00;GM1904;Stichtse Vecht;Utrecht;6;0;0
2020-03-13 10:00:00;GM1911;Hollands Kroon;Noord-Holland;0;0;0
2020-03-13 10:00:00;GM1916;Leidschendam-Voorburg;Zuid-Holland;3;0;0
2020-03-13 10:00:00;GM1924;Goeree-Overflakkee;Zuid-Holland;1;1;0
2020-03-13 10:00:00;GM1926;Pijnacker-Nootdorp;Zuid-Holland;6;0;0
2020-03-13 10:00:00;GM1930;Nissewaard;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM1931;Krimpenerwaard;Zuid-Holland;3;1;0
2020-03-13 10:00:00;GM1940;De Fryske Marren;Friesland;2;0;0
2020-03-13 10:00:00;GM1942;Gooise Meren;Noord-Holland;3;0;0
2020-03-13 10:00:00;GM1945;Berg en Dal;Gelderland;4;0;0
2020-03-13 10:00:00;GM1948;Meierijstad;Noord-Brabant;25;7;1
2020-03-13 10:00:00;GM1949;Waadhoeke;Friesland;0;0;0
2020-03-13 10:00:00;GM1950;Westerwolde;Groningen;0;0;0
2020-03-13 10:00:00;GM1952;Midden-Groningen;Groningen;0;0;0
2020-03-13 10:00:00;GM1954;Beekdaelen;Limburg;8;2;0
2020-03-13 10:00:00;GM1955;Montferland;Gelderland;0;0;0
2020-03-13 10:00:00;GM1959;Altena;Noord-Brabant;8;3;0
2020-03-13 10:00:00;GM1960;West Betuwe;Gelderland;3;0;0
2020-03-13 10:00:00;GM1961;Vijfheerenlanden;Utrecht;2;1;0
2020-03-13 10:00:00;GM1963;Hoeksche Waard;Zuid-Holland;1;0;0
2020-03-13 10:00:00;GM1966;Het Hogeland;Groningen;0;0;0
2020-03-13 10:00:00;GM1969;Westerkwartier;Groningen;0;0;0
2020-03-13 10:00:00;GM1970;Noardeast-Fryslân;Friesland;0;0;0
2020-03-13 10:00:00;GM1978;Molenlanden;Zuid-Holland;0;0;0
2020-03-13 10:00:00;;;Groningen;0;0;0
2020-03-13 10:00:00;;;Friesland;1;1;0
2020-03-13 10:00:00;;;Drenthe;1;0;0
2020-03-13 10:00:00;;;Overijssel;0;0;0
2020-03-13 10:00:00;;;Flevoland;0;0;0
2020-03-13 10:00:00;;;Gelderland;0;0;0
2020-03-13 10:00:00;;;Utrecht;0;0;0
2020-03-13 10:00:00;;;Noord-Holland;3;0;0
2020-03-13 10:00:00;;;Zuid-Holland;2;1;1
2020-03-13 10:00:00;;;Zeeland;0;0;0
2020-03-13 10:00:00;;;Noord-Brabant;17;1;0
2020-03-13 10:00:00;;;Limburg;4;0;0
2020-03-14 10:00:00;GM0003;Appingedam;Groningen;0;0;0
