country,nuts_3,cases,datetime
CZ,Zlínský kraj,132,2020-03-31T19:10:00
CZ,Plzeňský kraj,149,2020-03-31T19:10:00
CZ,Jihomoravský kraj,182,2020-03-31T19:10:00
CZ,Ústecký kraj,199,2020-03-31T19:10:00
CZ,Olomoucký kraj,294,2020-03-31T19:10:00
CZ,Moravskoslezský kraj,310,2020-03-31T19:10:00
CZ,Středočeský kraj,425,2020-03-31T19:10:00
CZ,Hlavní město Praha,856,2020-03-31T19:10:00
CZ,Nezjištěno,71,2020-04-01T00:30:00
CZ,Královéhradecký kraj,100,2020-04-01T00:30:00
CZ,Jihočeský kraj,104,2020-04-01T00:30:00
CZ,Liberecký kraj,105,2020-04-01T00:30:00
CZ,Pardubický kraj,109,2020-04-01T00:30:00
CZ,Karlovarský kraj,111,2020-04-01T00:30:00
CZ,Kraj Vysočina,114,2020-04-01T00:30:00
CZ,Zlínský kraj,133,2020-04-01T00:30:00
CZ,Plzeňský kraj,150,2020-04-01T00:30:00
CZ,Jihomoravský kraj,184,2020-04-01T00:30:00
CZ,Ústecký kraj,199,2020-04-01T00:30:00
CZ,Olomoucký kraj,300,2020-04-01T00:30:00
CZ,Moravskoslezský kraj,314,2020-04-01T00:30:00
CZ,Středočeský kraj,431,2020-04-01T00:30:00
CZ,Hlavní město Praha,883,2020-04-01T00:30:00
CZ,Nezjištěno,93,2020-04-01T08:30:00
CZ,Královéhradecký kraj,102,2020-04-01T08:30:00
CZ,Jihočeský kraj,104,2020-04-01T08:30:00
CZ,Liberecký kraj,105,2020-04-01T08:30:00
CZ,Pardubický kraj,108,2020-04-01T08:30:00
CZ,Karlovarský kraj,111,2020-04-01T08:30:00
CZ,Kraj Vysočina,114,2020-04-01T08:30:00
CZ,Zlínský kraj,133,2020-04-01T08:30:00
CZ,Plzeňský kraj,150,2020-04-01T08:30:00
CZ,Jihomoravský kraj,184,2020-04-01T08:30:00
CZ,Ústecký kraj,199,2020-04-01T08:30:00
CZ,Olomoucký kraj,300,2020-04-01T08:30:00
CZ,Moravskoslezský kraj,314,2020-04-01T08:30:00
CZ,Středočeský kraj,431,2020-04-01T08:30:00
CZ,Hlavní město Praha,882,2020-04-01T08:30:00
CZ,Královéhradecký kraj,105,2020-04-01T17:30:00
CZ,Nezjištěno,105,2020-04-01T17:30:00
CZ,Jihočeský kraj,106,2020-04-01T17:30:00
CZ,Karlovarský kraj,112,2020-04-01T17:30:00
CZ,Pardubický kraj,114,2020-04-01T17:30:00
CZ,Kraj Vysočina,114,2020-04-01T17:30:00
CZ,Liberecký kraj,117,2020-04-01T17:30:00
CZ,Zlínský kraj,148,2020-04-01T17:30:00
CZ,Plzeňský kraj,161,2020-04-01T17:30:00
CZ,Jihomoravský kraj,208,2020-04-01T17:30:00
CZ,Ústecký kraj,211,2020-04-01T17:30:00
CZ,Olomoucký kraj,310,2020-04-01T17:30:00
CZ,Moravskoslezský kraj,319,2020-04-01T17:30:00
CZ,Středočeský kraj,447,2020-04-01T17:30:00
CZ,Hlavní město Praha,931,2020-04-01T17:30:00
CZ,Jihočeský kraj,106,2020-04-02T00:30:00
CZ,Královéhradecký kraj,108,2020-04-02T00:30:00
CZ,Karlovarský kraj,112,2020-04-02T00:30:00
CZ,Kraj Vysočina,114,2020-04-02T00:30:00
CZ,Pardubický kraj,116,2020-04-02T00:30:00
CZ,Liberecký kraj,117,2020-04-02T00:30:00
CZ,Zlínský kraj,150,2020-04-02T00:30:00
CZ,Nezjištěno,158,2020-04-02T00:30:00
CZ,Plzeňský kraj,161,2020-04-02T00:30:00
CZ,Jihomoravský kraj,208,2020-04-02T00:30:00
CZ,Ústecký kraj,215,2020-04-02T00:30:00
CZ,Olomoucký kraj,312,2020-04-02T00:30:00
CZ,Moravskoslezský kraj,321,2020-04-02T00:30:00
CZ,Středočeský kraj,448,2020-04-02T00:30:00
CZ,Hlavní město Praha,943,2020-04-02T00:30:00
CZ,Nezjištěno,81,2020-04-02T08:30:00
CZ,Královéhradecký kraj,108,2020-04-02T08:30:00
CZ,Jihočeský kraj,112,2020-04-02T08:30:00
CZ,Pardubický kraj,117,2020-04-02T08:30:00
CZ,Karlovarský kraj,119,2020-04-02T08:30:00
CZ,Liberecký kraj,121,2020-04-02T08:30:00
CZ,Kraj Vysočina,122,2020-04-02T08:30:00
CZ,Zlínský kraj,150,2020-04-02T08:30:00
CZ,Plzeňský kraj,172,2020-04-02T08:30:00
CZ,Ústecký kraj,216,2020-04-02T08:30:00
CZ,Jihomoravský kraj,222,2020-04-02T08:30:00
CZ,Olomoucký kraj,318,2020-04-02T08:30:00
CZ,Moravskoslezský kraj,332,2020-04-02T08:30:00
CZ,Středočeský kraj,455,2020-04-02T08:30:00
CZ,Hlavní město Praha,959,2020-04-02T08:30:00
CZ,Jihočeský kraj,111,2020-04-02T17:30:00
CZ,Královéhradecký kraj,111,2020-04-02T17:30:00
CZ,Pardubický kraj,121,2020-04-02T17:30:00
CZ,Karlovarský kraj,123,2020-04-02T17:30:00
CZ,Kraj Vysočina,123,2020-04-02T17:30:00
CZ,Liberecký kraj,133,2020-04-02T17:30:00
CZ,Zlínský kraj,155,2020-04-02T17:30:00
CZ,Plzeňský kraj,173,2020-04-02T17:30:00
CZ,Nezjištěno,174,2020-04-02T17:30:00
CZ,Ústecký kraj,229,2020-04-02T17:30:00
CZ,Jihomoravský kraj,231,2020-04-02T17:30:00
CZ,Olomoucký kraj,332,2020-04-02T17:30:00
CZ,Moravskoslezský kraj,334,2020-04-02T17:30:00
CZ,Středočeský kraj,464,2020-04-02T17:30:00
CZ,Hlavní město Praha,991,2020-04-02T17:30:00
CZ,Nezjištěno,88,2020-04-03T00:30:00
CZ,Jihočeský kraj,112,2020-04-03T00:30:00
CZ,Královéhradecký kraj,115,2020-04-03T00:30:00
CZ,Karlovarský kraj,124,2020-04-03T00:30:00
CZ,Kraj Vysočina,126,2020-04-03T00:30:00
CZ,Pardubický kraj,130,2020-04-03T00:30:00
CZ,Liberecký kraj,135,2020-04-03T00:30:00
CZ,Zlínský kraj,156,2020-04-03T00:30:00
CZ,Plzeňský kraj,174,2020-04-03T00:30:00
CZ,Jihomoravský kraj,232,2020-04-03T00:30:00
CZ,Ústecký kraj,258,2020-04-03T00:30:00
CZ,Moravskoslezský kraj,347,2020-04-03T00:30:00
CZ,Olomoucký kraj,356,2020-04-03T00:30:00
CZ,Středočeský kraj,476,2020-04-03T00:30:00
CZ,Hlavní město Praha,1029,2020-04-03T00:30:00
CZ,Nezjištěno,96,2020-04-03T08:30:00
CZ,Jihočeský kraj,112,2020-04-03T08:30:00
CZ,Královéhradecký kraj,115,2020-04-03T08:30:00
CZ,Karlovarský kraj,124,2020-04-03T08:30:00
CZ,Kraj Vysočina,126,2020-04-03T08:30:00
CZ,Pardubický kraj,130,2020-04-03T08:30:00
CZ,Liberecký kraj,135,2020-04-03T08:30:00
CZ,Zlínský kraj,156,2020-04-03T08:30:00
CZ,Plzeňský kraj,175,2020-04-03T08:30:00
CZ,Jihomoravský kraj,234,2020-04-03T08:30:00
CZ,Ústecký kraj,258,2020-04-03T08:30:00
CZ,Moravskoslezský kraj,347,2020-04-03T08:30:00
CZ,Olomoucký kraj,356,2020-04-03T08:30:00
CZ,Středočeský kraj,476,2020-04-03T08:30:00
CZ,Hlavní město Praha,1029,2020-04-03T08:30:00
CZ,Jihočeský kraj,118,2020-04-03T17:25:00
CZ,Královéhradecký kraj,122,2020-04-03T17:25:00
CZ,Kraj Vysočina,131,2020-04-03T17:25:00
CZ,Karlovarský kraj,139,2020-04-03T17:25:00
CZ,Liberecký kraj,140,2020-04-03T17:25:00
CZ,Pardubický kraj,141,2020-04-03T17:25:00
CZ,Nezjištěno,161,2020-04-03T17:25:00
CZ,Zlínský kraj,162,2020-04-03T17:25:00
CZ,Plzeňský kraj,186,2020-04-03T17:25:00
CZ,Jihomoravský kraj,245,2020-04-03T17:25:00
CZ,Ústecký kraj,273,2020-04-03T17:25:00
CZ,Moravskoslezský kraj,351,2020-04-03T17:25:00
CZ,Olomoucký kraj,362,2020-04-03T17:25:00
CZ,Středočeský kraj,488,2020-04-03T17:25:00
CZ,Hlavní město Praha,1072,2020-04-03T17:25:00
CZ,Nezjištěno,53,2020-04-04T00:30:00
CZ,Jihočeský kraj,119,2020-04-04T00:30:00
CZ,Královéhradecký kraj,129,2020-04-04T00:30:00
CZ,Kraj Vysočina,132,2020-04-04T00:30:00
CZ,Liberecký kraj,140,2020-04-04T00:30:00
CZ,Karlovarský kraj,141,2020-04-04T00:30:00
CZ,Pardubický kraj,160,2020-04-04T00:30:00
CZ,Zlínský kraj,188,2020-04-04T00:30:00
CZ,Plzeňský kraj,209,2020-04-04T00:30:00
CZ,Jihomoravský kraj,252,2020-04-04T00:30:00
CZ,Ústecký kraj,285,2020-04-04T00:30:00
CZ,Moravskoslezský kraj,376,2020-04-04T00:30:00
CZ,Olomoucký kraj,380,2020-04-04T00:30:00
CZ,Středočeský kraj,508,2020-04-04T00:30:00
CZ,Hlavní město Praha,1118,2020-04-04T00:30:00
CZ,Nezjištěno,57,2020-04-04T08:25:00
CZ,Jihočeský kraj,119,2020-04-04T08:25:00
CZ,Královéhradecký kraj,129,2020-04-04T08:25:00
CZ,Kraj Vysočina,132,2020-04-04T08:25:00
CZ,Liberecký kraj,140,2020-04-04T08:25:00
CZ,Karlovarský kraj,141,2020-04-04T08:25:00
CZ,Pardubický kraj,160,2020-04-04T08:25:00
CZ,Zlínský kraj,188,2020-04-04T08:25:00
CZ,Plzeňský kraj,209,2020-04-04T08:25:00
CZ,Jihomoravský kraj,252,2020-04-04T08:25:00
CZ,Ústecký kraj,285,2020-04-04T08:25:00
CZ,Moravskoslezský kraj,376,2020-04-04T08:25:00
CZ,Olomoucký kraj,380,2020-04-04T08:25:00
CZ,Středočeský kraj,508,2020-04-04T08:25:00
CZ,Hlavní město Praha,1118,2020-04-04T08:25:00
CZ,Jihočeský kraj,120,2020-04-04T17:30:00
CZ,Kraj Vysočina,132,2020-04-04T17:30:00
CZ,Královéhradecký kraj,134,2020-04-04T17:30:00
CZ,Liberecký kraj,143,2020-04-04T17:30:00
CZ,Karlovarský kraj,147,2020-04-04T17:30:00
CZ,Pardubický kraj,163,2020-04-04T17:30:00
CZ,Nezjištěno,163,2020-04-04T17:30:00
CZ,Zlínský kraj,192,2020-04-04T17:30:00
CZ,Plzeňský kraj,211,2020-04-04T17:30:00
CZ,Jihomoravský kraj,262,2020-04-04T17:30:00
CZ,Ústecký kraj,286,2020-04-04T17:30:00
CZ,Olomoucký kraj,381,2020-04-04T17:30:00
CZ,Moravskoslezský kraj,382,2020-04-04T17:30:00
CZ,Středočeský kraj,519,2020-04-04T17:30:00
CZ,Hlavní město Praha,1127,2020-04-04T17:30:00
CZ,Nezjištěno,83,2020-04-05T00:30:00
CZ,Jihočeský kraj,120,2020-04-05T00:30:00
CZ,Kraj Vysočina,135,2020-04-05T00:30:00
CZ,Královéhradecký kraj,137,2020-04-05T00:30:00
CZ,Liberecký kraj,146,2020-04-05T00:30:00
CZ,Karlovarský kraj,152,2020-04-05T00:30:00
CZ,Pardubický kraj,174,2020-04-05T00:30:00
CZ,Zlínský kraj,193,2020-04-05T00:30:00
CZ,Plzeňský kraj,241,2020-04-05T00:30:00
CZ,Jihomoravský kraj,268,2020-04-05T00:30:00
CZ,Ústecký kraj,293,2020-04-05T00:30:00
CZ,Olomoucký kraj,401,2020-04-05T00:30:00
CZ,Moravskoslezský kraj,434,2020-04-05T00:30:00
CZ,Středočeský kraj,548,2020-04-05T00:30:00
CZ,Hlavní město Praha,1147,2020-04-05T00:30:00
CZ,Nezjištěno,85,2020-04-05T08:30:00
CZ,Jihočeský kraj,120,2020-04-05T08:30:00
CZ,Kraj Vysočina,135,2020-04-05T08:30:00
CZ,Královéhradecký kraj,137,2020-04-05T08:30:00
CZ,Liberecký kraj,146,2020-04-05T08:30:00
CZ,Karlovarský kraj,152,2020-04-05T08:30:00
CZ,Pardubický kraj,174,2020-04-05T08:30:00
CZ,Zlínský kraj,193,2020-04-05T08:30:00
CZ,Plzeňský kraj,241,2020-04-05T08:30:00
CZ,Jihomoravský kraj,268,2020-04-05T08:30:00
CZ,Ústecký kraj,293,2020-04-05T08:30:00
CZ,Olomoucký kraj,401,2020-04-05T08:30:00
CZ,Moravskoslezský kraj,434,2020-04-05T08:30:00
CZ,Středočeský kraj,549,2020-04-05T08:30:00
CZ,Hlavní město Praha,1147,2020-04-05T08:30:00
CZ,Jihočeský kraj,120,2020-04-05T17:30:00
CZ,Nezjištěno,120,2020-04-05T17:30:00
CZ,Kraj Vysočina,135,2020-04-05T17:30:00
CZ,Královéhradecký kraj,138,2020-04-05T17:30:00
CZ,Liberecký kraj,150,2020-04-05T17:30:00
CZ,Karlovarský kraj,158,2020-04-05T17:30:00
CZ,Pardubický kraj,176,2020-04-05T17:30:00
CZ,Zlínský kraj,194,2020-04-05T17:30:00
CZ,Plzeňský kraj,241,2020-04-05T17:30:00
CZ,Jihomoravský kraj,277,2020-04-05T17:30:00
CZ,Ústecký kraj,294,2020-04-05T17:30:00
CZ,Olomoucký kraj,402,2020-04-05T17:30:00
CZ,Moravskoslezský kraj,440,2020-04-05T17:30:00
CZ,Středočeský kraj,551,2020-04-05T17:30:00
CZ,Hlavní město Praha,1147,2020-04-05T17:30:00
CZ,Nezjištěno,71,2020-04-06T00:30:00
CZ,Jihočeský kraj,120,2020-04-06T00:30:00
CZ,Kraj Vysočina,136,2020-04-06T00:30:00
CZ,Královéhradecký kraj,139,2020-04-06T00:30:00
CZ,Liberecký kraj,151,2020-04-06T00:30:00
CZ,Karlovarský kraj,158,2020-04-06T00:30:00
CZ,Pardubický kraj,179,2020-04-06T00:30:00
CZ,Zlínský kraj,195,2020-04-06T00:30:00
CZ,Plzeňský kraj,253,2020-04-06T00:30:00
CZ,Jihomoravský kraj,279,2020-04-06T00:30:00
CZ,Ústecký kraj,306,2020-04-06T00:30:00
CZ,Olomoucký kraj,422,2020-04-06T00:30:00
CZ,Moravskoslezský kraj,455,2020-04-06T00:30:00
CZ,Středočeský kraj,562,2020-04-06T00:30:00
CZ,Hlavní město Praha,1161,2020-04-06T00:30:00
CZ,Nezjištěno,73,2020-04-06T08:25:00
CZ,Jihočeský kraj,120,2020-04-06T08:25:00
CZ,Kraj Vysočina,136,2020-04-06T08:25:00
CZ,Královéhradecký kraj,139,2020-04-06T08:25:00
CZ,Liberecký kraj,152,2020-04-06T08:25:00
CZ,Karlovarský kraj,158,2020-04-06T08:25:00
CZ,Pardubický kraj,179,2020-04-06T08:25:00
CZ,Zlínský kraj,195,2020-04-06T08:25:00
CZ,Plzeňský kraj,253,2020-04-06T08:25:00
CZ,Jihomoravský kraj,279,2020-04-06T08:25:00
CZ,Ústecký kraj,306,2020-04-06T08:25:00
CZ,Olomoucký kraj,422,2020-04-06T08:25:00
CZ,Moravskoslezský kraj,456,2020-04-06T08:25:00
CZ,Středočeský kraj,562,2020-04-06T08:25:00
CZ,Hlavní město Praha,1161,2020-04-06T08:25:00
CZ,Nezjištěno,93,2020-04-06T17:30:00
CZ,Jihočeský kraj,121,2020-04-06T17:30:00
CZ,Kraj Vysočina,136,2020-04-06T17:30:00
CZ,Královéhradecký kraj,138,2020-04-06T17:30:00
CZ,Liberecký kraj,156,2020-04-06T17:30:00
CZ,Karlovarský kraj,162,2020-04-06T17:30:00
CZ,Pardubický kraj,179,2020-04-06T17:30:00
CZ,Zlínský kraj,197,2020-04-06T17:30:00
CZ,Plzeňský kraj,267,2020-04-06T17:30:00
CZ,Jihomoravský kraj,290,2020-04-06T17:30:00
CZ,Ústecký kraj,308,2020-04-06T17:30:00
CZ,Olomoucký kraj,424,2020-04-06T17:30:00
CZ,Moravskoslezský kraj,472,2020-04-06T17:30:00
CZ,Středočeský kraj,588,2020-04-06T17:30:00
CZ,Hlavní město Praha,1204,2020-04-06T17:30:00
CZ,Nezjištěno,94,2020-04-07T00:30:00
CZ,Jihočeský kraj,121,2020-04-07T00:30:00
CZ,Královéhradecký kraj,140,2020-04-07T00:30:00
CZ,Kraj Vysočina,140,2020-04-07T00:30:00
CZ,Liberecký kraj,156,2020-04-07T00:30:00
CZ,Karlovarský kraj,162,2020-04-07T00:30:00
CZ,Pardubický kraj,180,2020-04-07T00:30:00
CZ,Zlínský kraj,199,2020-04-07T00:30:00
CZ,Plzeňský kraj,273,2020-04-07T00:30:00
CZ,Jihomoravský kraj,289,2020-04-07T00:30:00
CZ,Ústecký kraj,327,2020-04-07T00:30:00
CZ,Olomoucký kraj,438,2020-04-07T00:30:00
CZ,Moravskoslezský kraj,494,2020-04-07T00:30:00
CZ,Středočeský kraj,595,2020-04-07T00:30:00
CZ,Hlavní město Praha,1214,2020-04-07T00:30:00
CZ,Nezjištěno,99,2020-04-07T08:30:00
CZ,Jihočeský kraj,121,2020-04-07T08:30:00
CZ,Královéhradecký kraj,140,2020-04-07T08:30:00
CZ,Kraj Vysočina,140,2020-04-07T08:30:00
CZ,Liberecký kraj,156,2020-04-07T08:30:00
CZ,Karlovarský kraj,162,2020-04-07T08:30:00
CZ,Pardubický kraj,180,2020-04-07T08:30:00
CZ,Zlínský kraj,199,2020-04-07T08:30:00
CZ,Plzeňský kraj,274,2020-04-07T08:30:00
CZ,Jihomoravský kraj,289,2020-04-07T08:30:00
CZ,Ústecký kraj,327,2020-04-07T08:30:00
CZ,Olomoucký kraj,438,2020-04-07T08:30:00
CZ,Moravskoslezský kraj,494,2020-04-07T08:30:00
CZ,Středočeský kraj,595,2020-04-07T08:30:00
CZ,Hlavní město Praha,1214,2020-04-07T08:30:00
CZ,Nezjištěno,110,2020-04-07T17:45:00
CZ,Jihočeský kraj,124,2020-04-07T17:45:00
CZ,Kraj Vysočina,139,2020-04-07T17:45:00
CZ,Královéhradecký kraj,147,2020-04-07T17:45:00
CZ,Liberecký kraj,158,2020-04-07T17:45:00
CZ,Karlovarský kraj,174,2020-04-07T17:45:00
CZ,Pardubický kraj,184,2020-04-07T17:45:00
CZ,Zlínský kraj,202,2020-04-07T17:45:00
CZ,Plzeňský kraj,278,2020-04-07T17:45:00
CZ,Jihomoravský kraj,298,2020-04-07T17:45:00
CZ,Ústecký kraj,334,2020-04-07T17:45:00
CZ,Olomoucký kraj,450,2020-04-07T17:45:00
CZ,Moravskoslezský kraj,506,2020-04-07T17:45:00
CZ,Středočeský kraj,606,2020-04-07T17:45:00
CZ,Hlavní město Praha,1234,2020-04-07T17:45:00
CZ,Nezjištěno,68,2020-04-08T00:30:00
CZ,Jihočeský kraj,130,2020-04-08T00:30:00
CZ,Kraj Vysočina,142,2020-04-08T00:30:00
CZ,Královéhradecký kraj,152,2020-04-08T00:30:00
CZ,Liberecký kraj,159,2020-04-08T00:30:00
CZ,Karlovarský kraj,177,2020-04-08T00:30:00
CZ,Pardubický kraj,185,2020-04-08T00:30:00
CZ,Zlínský kraj,203,2020-04-08T00:30:00
CZ,Plzeňský kraj,299,2020-04-08T00:30:00
CZ,Jihomoravský kraj,303,2020-04-08T00:30:00
CZ,Ústecký kraj,337,2020-04-08T00:30:00
CZ,Olomoucký kraj,463,2020-04-08T00:30:00
CZ,Moravskoslezský kraj,520,2020-04-08T00:30:00
CZ,Středočeský kraj,620,2020-04-08T00:30:00
CZ,Hlavní město Praha,1259,2020-04-08T00:30:00
CZ,Nezjištěno,84,2020-04-08T08:25:00
CZ,Jihočeský kraj,130,2020-04-08T08:25:00
CZ,Kraj Vysočina,142,2020-04-08T08:25:00
CZ,Královéhradecký kraj,152,2020-04-08T08:25:00
CZ,Liberecký kraj,159,2020-04-08T08:25:00
CZ,Karlovarský kraj,177,2020-04-08T08:25:00
CZ,Pardubický kraj,185,2020-04-08T08:25:00
CZ,Zlínský kraj,203,2020-04-08T08:25:00
CZ,Plzeňský kraj,298,2020-04-08T08:25:00
CZ,Jihomoravský kraj,303,2020-04-08T08:25:00
CZ,Ústecký kraj,337,2020-04-08T08:25:00
CZ,Olomoucký kraj,463,2020-04-08T08:25:00
CZ,Moravskoslezský kraj,520,2020-04-08T08:25:00
CZ,Středočeský kraj,620,2020-04-08T08:25:00
CZ,Hlavní město Praha,1260,2020-04-08T08:25:00
CZ,Jihočeský kraj,132,2020-04-08T17:30:00
CZ,Nezjištěno,136,2020-04-08T17:30:00
CZ,Kraj Vysočina,143,2020-04-08T17:30:00
CZ,Královéhradecký kraj,152,2020-04-08T17:30:00
CZ,Liberecký kraj,167,2020-04-08T17:30:00
CZ,Karlovarský kraj,177,2020-04-08T17:30:00
CZ,Pardubický kraj,193,2020-04-08T17:30:00
CZ,Zlínský kraj,221,2020-04-08T17:30:00
CZ,Jihomoravský kraj,312,2020-04-08T17:30:00
CZ,Plzeňský kraj,322,2020-04-08T17:30:00
CZ,Ústecký kraj,338,2020-04-08T17:30:00
CZ,Olomoucký kraj,477,2020-04-08T17:30:00
CZ,Moravskoslezský kraj,542,2020-04-08T17:30:00
CZ,Středočeský kraj,635,2020-04-08T17:30:00
CZ,Hlavní město Praha,1274,2020-04-08T17:30:00
CZ,Nezjištěno,58,2020-04-09T00:30:00
CZ,Jihočeský kraj,136,2020-04-09T00:30:00
CZ,Kraj Vysočina,151,2020-04-09T00:30:00
CZ,Královéhradecký kraj,156,2020-04-09T00:30:00
CZ,Liberecký kraj,167,2020-04-09T00:30:00
CZ,Karlovarský kraj,180,2020-04-09T00:30:00
CZ,Pardubický kraj,205,2020-04-09T00:30:00
CZ,Zlínský kraj,224,2020-04-09T00:30:00
CZ,Jihomoravský kraj,317,2020-04-09T00:30:00
CZ,Ústecký kraj,346,2020-04-09T00:30:00
CZ,Plzeňský kraj,355,2020-04-09T00:30:00
CZ,Olomoucký kraj,496,2020-04-09T00:30:00
CZ,Moravskoslezský kraj,565,2020-04-09T00:30:00
CZ,Středočeský kraj,651,2020-04-09T00:30:00
CZ,Hlavní město Praha,1305,2020-04-09T00:30:00
CZ,Nezjištěno,65,2020-04-09T08:30:00
CZ,Jihočeský kraj,136,2020-04-09T08:30:00
CZ,Kraj Vysočina,151,2020-04-09T08:30:00
CZ,Královéhradecký kraj,156,2020-04-09T08:30:00
CZ,Liberecký kraj,167,2020-04-09T08:30:00
CZ,Karlovarský kraj,179,2020-04-09T08:30:00
CZ,Pardubický kraj,205,2020-04-09T08:30:00
CZ,Zlínský kraj,224,2020-04-09T08:30:00
CZ,Jihomoravský kraj,317,2020-04-09T08:30:00
CZ,Ústecký kraj,346,2020-04-09T08:30:00
CZ,Plzeňský kraj,372,2020-04-09T08:30:00
CZ,Olomoucký kraj,496,2020-04-09T08:30:00
CZ,Moravskoslezský kraj,565,2020-04-09T08:30:00
CZ,Středočeský kraj,650,2020-04-09T08:30:00
CZ,Hlavní město Praha,1306,2020-04-09T08:30:00
CZ,Nezjištěno,116,2020-04-09T17:25:00
CZ,Jihočeský kraj,137,2020-04-09T17:25:00
CZ,Kraj Vysočina,151,2020-04-09T17:25:00
CZ,Královéhradecký kraj,156,2020-04-09T17:25:00
CZ,Liberecký kraj,169,2020-04-09T17:25:00
CZ,Karlovarský kraj,182,2020-04-09T17:25:00
CZ,Pardubický kraj,206,2020-04-09T17:25:00
CZ,Zlínský kraj,230,2020-04-09T17:25:00
CZ,Jihomoravský kraj,324,2020-04-09T17:25:00
CZ,Ústecký kraj,346,2020-04-09T17:25:00
CZ,Plzeňský kraj,374,2020-04-09T17:25:00
CZ,Olomoucký kraj,505,2020-04-09T17:25:00
CZ,Moravskoslezský kraj,574,2020-04-09T17:25:00
CZ,Středočeský kraj,663,2020-04-09T17:25:00
CZ,Hlavní město Praha,1334,2020-04-09T17:25:00
CZ,Nezjištěno,128,2020-04-10T00:30:00
CZ,Jihočeský kraj,138,2020-04-10T00:30:00
CZ,Kraj Vysočina,153,2020-04-10T00:30:00
CZ,Královéhradecký kraj,158,2020-04-10T00:30:00
CZ,Liberecký kraj,169,2020-04-10T00:30:00
CZ,Karlovarský kraj,181,2020-04-10T00:30:00
CZ,Pardubický kraj,208,2020-04-10T00:30:00
CZ,Zlínský kraj,242,2020-04-10T00:30:00
CZ,Jihomoravský kraj,324,2020-04-10T00:30:00
CZ,Ústecký kraj,350,2020-04-10T00:30:00
CZ,Plzeňský kraj,374,2020-04-10T00:30:00
CZ,Olomoucký kraj,546,2020-04-10T00:30:00
CZ,Moravskoslezský kraj,584,2020-04-10T00:30:00
CZ,Středočeský kraj,672,2020-04-10T00:30:00
CZ,Hlavní město Praha,1342,2020-04-10T00:30:00
CZ,Jihočeský kraj,138,2020-04-10T08:25:00
CZ,Nezjištěno,149,2020-04-10T08:25:00
CZ,Kraj Vysočina,153,2020-04-10T08:25:00
CZ,Královéhradecký kraj,158,2020-04-10T08:25:00
CZ,Liberecký kraj,169,2020-04-10T08:25:00
CZ,Karlovarský kraj,181,2020-04-10T08:25:00
CZ,Pardubický kraj,208,2020-04-10T08:25:00
CZ,Zlínský kraj,242,2020-04-10T08:25:00
CZ,Jihomoravský kraj,324,2020-04-10T08:25:00
CZ,Ústecký kraj,350,2020-04-10T08:25:00
CZ,Plzeňský kraj,373,2020-04-10T08:25:00
CZ,Olomoucký kraj,546,2020-04-10T08:25:00
CZ,Moravskoslezský kraj,584,2020-04-10T08:25:00
CZ,Středočeský kraj,672,2020-04-10T08:25:00
CZ,Hlavní město Praha,1342,2020-04-10T08:25:00
CZ,Nezjištěno,51,2020-04-10T17:30:00
CZ,Jihočeský kraj,140,2020-04-10T17:30:00
CZ,Kraj Vysočina,158,2020-04-10T17:30:00
CZ,Královéhradecký kraj,165,2020-04-10T17:30:00
CZ,Liberecký kraj,171,2020-04-10T17:30:00
CZ,Karlovarský kraj,192,2020-04-10T17:30:00
CZ,Pardubický kraj,214,2020-04-10T17:30:00
CZ,Zlínský kraj,243,2020-04-10T17:30:00
CZ,Jihomoravský kraj,335,2020-04-10T17:30:00
CZ,Ústecký kraj,355,2020-04-10T17:30:00
CZ,Plzeňský kraj,395,2020-04-10T17:30:00
CZ,Olomoucký kraj,561,2020-04-10T17:30:00
CZ,Moravskoslezský kraj,622,2020-04-10T17:30:00
CZ,Středočeský kraj,693,2020-04-10T17:30:00
CZ,Hlavní město Praha,1379,2020-04-10T17:30:00
CZ,Nezjištěno,44,2020-04-11T00:30:00
CZ,Jihočeský kraj,146,2020-04-11T00:30:00
CZ,Kraj Vysočina,158,2020-04-11T00:30:00
CZ,Královéhradecký kraj,165,2020-04-11T00:30:00
CZ,Liberecký kraj,173,2020-04-11T00:30:00
CZ,Karlovarský kraj,193,2020-04-11T00:30:00
CZ,Pardubický kraj,220,2020-04-11T00:30:00
CZ,Zlínský kraj,244,2020-04-11T00:30:00
CZ,Jihomoravský kraj,336,2020-04-11T00:30:00
CZ,Ústecký kraj,363,2020-04-11T00:30:00
CZ,Plzeňský kraj,412,2020-04-11T00:30:00
CZ,Olomoucký kraj,563,2020-04-11T00:30:00
CZ,Moravskoslezský kraj,629,2020-04-11T00:30:00
CZ,Středočeský kraj,694,2020-04-11T00:30:00
CZ,Hlavní město Praha,1392,2020-04-11T00:30:00
CZ,Nezjištěno,43,2020-04-11T08:30:00
CZ,Jihočeský kraj,146,2020-04-11T08:30:00
CZ,Kraj Vysočina,158,2020-04-11T08:30:00
CZ,Královéhradecký kraj,165,2020-04-11T08:30:00
CZ,Liberecký kraj,173,2020-04-11T08:30:00
CZ,Karlovarský kraj,193,2020-04-11T08:30:00
CZ,Pardubický kraj,220,2020-04-11T08:30:00
CZ,Zlínský kraj,244,2020-04-11T08:30:00
CZ,Jihomoravský kraj,338,2020-04-11T08:30:00
CZ,Ústecký kraj,363,2020-04-11T08:30:00
CZ,Plzeňský kraj,412,2020-04-11T08:30:00
