country,nuts_3,cases,datetime
CZ,Nezjištěno,55,2020-04-22T00:30:00
CZ,Jihočeský kraj,164,2020-04-22T00:30:00
CZ,Kraj Vysočina,166,2020-04-22T00:30:00
CZ,Královéhradecký kraj,179,2020-04-22T00:30:00
CZ,Liberecký kraj,191,2020-04-22T00:30:00
CZ,Pardubický kraj,256,2020-04-22T00:30:00
CZ,Karlovarský kraj,266,2020-04-22T00:30:00
CZ,Zlínský kraj,294,2020-04-22T00:30:00
CZ,Jihomoravský kraj,400,2020-04-22T00:30:00
CZ,Ústecký kraj,463,2020-04-22T00:30:00
CZ,Plzeňský kraj,567,2020-04-22T00:30:00
CZ,Olomoucký kraj,658,2020-04-22T00:30:00
CZ,Středočeský kraj,837,2020-04-22T00:30:00
CZ,Moravskoslezský kraj,882,2020-04-22T00:30:00
CZ,Hlavní město Praha,1655,2020-04-22T00:30:00
CZ,Nezjištěno,55,2020-04-22T09:15:00
CZ,Jihočeský kraj,164,2020-04-22T09:15:00
CZ,Kraj Vysočina,166,2020-04-22T09:15:00
CZ,Královéhradecký kraj,179,2020-04-22T09:15:00
CZ,Liberecký kraj,191,2020-04-22T09:15:00
CZ,Pardubický kraj,256,2020-04-22T09:15:00
CZ,Karlovarský kraj,274,2020-04-22T09:15:00
CZ,Zlínský kraj,294,2020-04-22T09:15:00
CZ,Jihomoravský kraj,400,2020-04-22T09:15:00
CZ,Ústecký kraj,463,2020-04-22T09:15:00
CZ,Plzeňský kraj,566,2020-04-22T09:15:00
CZ,Olomoucký kraj,658,2020-04-22T09:15:00
CZ,Středočeský kraj,837,2020-04-22T09:15:00
CZ,Moravskoslezský kraj,882,2020-04-22T09:15:00
CZ,Hlavní město Praha,1656,2020-04-22T09:15:00
CZ,Nezjištěno,51,2020-04-22T17:30:00
CZ,Jihočeský kraj,164,2020-04-22T17:30:00
CZ,Kraj Vysočina,169,2020-04-22T17:30:00
CZ,Královéhradecký kraj,179,2020-04-22T17:30:00
CZ,Liberecký kraj,191,2020-04-22T17:30:00
CZ,Pardubický kraj,255,2020-04-22T17:30:00
CZ,Karlovarský kraj,274,2020-04-22T17:30:00
CZ,Zlínský kraj,295,2020-04-22T17:30:00
CZ,Jihomoravský kraj,403,2020-04-22T17:30:00
CZ,Ústecký kraj,468,2020-04-22T17:30:00
CZ,Plzeňský kraj,572,2020-04-22T17:30:00
CZ,Olomoucký kraj,658,2020-04-22T17:30:00
CZ,Středočeský kraj,846,2020-04-22T17:30:00
CZ,Moravskoslezský kraj,903,2020-04-22T17:30:00
CZ,Hlavní město Praha,1659,2020-04-22T17:30:00
CZ,Nezjištěno,54,2020-04-23T00:30:00
CZ,Jihočeský kraj,164,2020-04-23T00:30:00
CZ,Kraj Vysočina,169,2020-04-23T00:30:00
CZ,Královéhradecký kraj,179,2020-04-23T00:30:00
CZ,Liberecký kraj,191,2020-04-23T00:30:00
CZ,Pardubický kraj,255,2020-04-23T00:30:00
CZ,Karlovarský kraj,286,2020-04-23T00:30:00
CZ,Zlínský kraj,295,2020-04-23T00:30:00
CZ,Jihomoravský kraj,408,2020-04-23T00:30:00
CZ,Ústecký kraj,468,2020-04-23T00:30:00
CZ,Plzeňský kraj,576,2020-04-23T00:30:00
CZ,Olomoucký kraj,663,2020-04-23T00:30:00
CZ,Středočeský kraj,848,2020-04-23T00:30:00
CZ,Moravskoslezský kraj,911,2020-04-23T00:30:00
CZ,Hlavní město Praha,1665,2020-04-23T00:30:00
CZ,Nezjištěno,54,2020-04-23T08:30:00
CZ,Jihočeský kraj,164,2020-04-23T08:30:00
CZ,Kraj Vysočina,169,2020-04-23T08:30:00
CZ,Královéhradecký kraj,179,2020-04-23T08:30:00
CZ,Liberecký kraj,192,2020-04-23T08:30:00
CZ,Pardubický kraj,256,2020-04-23T08:30:00
CZ,Karlovarský kraj,286,2020-04-23T08:30:00
CZ,Zlínský kraj,295,2020-04-23T08:30:00
CZ,Jihomoravský kraj,408,2020-04-23T08:30:00
CZ,Ústecký kraj,468,2020-04-23T08:30:00
CZ,Plzeňský kraj,576,2020-04-23T08:30:00
CZ,Olomoucký kraj,663,2020-04-23T08:30:00
CZ,Středočeský kraj,849,2020-04-23T08:30:00
CZ,Moravskoslezský kraj,911,2020-04-23T08:30:00
CZ,Hlavní město Praha,1666,2020-04-23T08:30:00
CZ,Nezjištěno,23,2020-04-23T17:25:00
CZ,Jihočeský kraj,169,2020-04-23T17:25:00
CZ,Kraj Vysočina,170,2020-04-23T17:25:00
CZ,Královéhradecký kraj,176,2020-04-23T17:25:00
CZ,Liberecký kraj,192,2020-04-23T17:25:00
CZ,Pardubický kraj,259,2020-04-23T17:25:00
CZ,Karlovarský kraj,289,2020-04-23T17:25:00
CZ,Zlínský kraj,317,2020-04-23T17:25:00
CZ,Jihomoravský kraj,411,2020-04-23T17:25:00
CZ,Ústecký kraj,467,2020-04-23T17:25:00
CZ,Plzeňský kraj,572,2020-04-23T17:25:00
CZ,Olomoucký kraj,666,2020-04-23T17:25:00
CZ,Středočeský kraj,847,2020-04-23T17:25:00
CZ,Moravskoslezský kraj,917,2020-04-23T17:25:00
CZ,Hlavní město Praha,1663,2020-04-23T17:25:00
CZ,Nezjištěno,26,2020-04-24T00:30:00
CZ,Jihočeský kraj,169,2020-04-24T00:30:00
CZ,Kraj Vysočina,171,2020-04-24T00:30:00
CZ,Královéhradecký kraj,176,2020-04-24T00:30:00
CZ,Liberecký kraj,193,2020-04-24T00:30:00
CZ,Pardubický kraj,259,2020-04-24T00:30:00
CZ,Karlovarský kraj,297,2020-04-24T00:30:00
CZ,Zlínský kraj,317,2020-04-24T00:30:00
CZ,Jihomoravský kraj,416,2020-04-24T00:30:00
CZ,Ústecký kraj,472,2020-04-24T00:30:00
CZ,Plzeňský kraj,582,2020-04-24T00:30:00
CZ,Olomoucký kraj,668,2020-04-24T00:30:00
CZ,Středočeský kraj,850,2020-04-24T00:30:00
CZ,Moravskoslezský kraj,925,2020-04-24T00:30:00
CZ,Hlavní město Praha,1666,2020-04-24T00:30:00
CZ,Nezjištěno,26,2020-04-24T08:30:00
CZ,Jihočeský kraj,169,2020-04-24T08:30:00
CZ,Kraj Vysočina,171,2020-04-24T08:30:00
CZ,Královéhradecký kraj,176,2020-04-24T08:30:00
CZ,Liberecký kraj,193,2020-04-24T08:30:00
CZ,Pardubický kraj,259,2020-04-24T08:30:00
CZ,Karlovarský kraj,297,2020-04-24T08:30:00
CZ,Zlínský kraj,317,2020-04-24T08:30:00
CZ,Jihomoravský kraj,416,2020-04-24T08:30:00
CZ,Ústecký kraj,473,2020-04-24T08:30:00
CZ,Plzeňský kraj,582,2020-04-24T08:30:00
CZ,Olomoucký kraj,668,2020-04-24T08:30:00
CZ,Středočeský kraj,850,2020-04-24T08:30:00
CZ,Moravskoslezský kraj,925,2020-04-24T08:30:00
CZ,Hlavní město Praha,1666,2020-04-24T08:30:00
CZ,Nezjištěno,21,2020-04-24T17:30:00
CZ,Jihočeský kraj,169,2020-04-24T17:30:00
CZ,Kraj Vysočina,172,2020-04-24T17:30:00
CZ,Královéhradecký kraj,176,2020-04-24T17:30:00
CZ,Liberecký kraj,193,2020-04-24T17:30:00
CZ,Pardubický kraj,260,2020-04-24T17:30:00
CZ,Karlovarský kraj,301,2020-04-24T17:30:00
CZ,Zlínský kraj,317,2020-04-24T17:30:00
CZ,Jihomoravský kraj,426,2020-04-24T17:30:00
CZ,Ústecký kraj,477,2020-04-24T17:30:00
CZ,Plzeňský kraj,580,2020-04-24T17:30:00
CZ,Olomoucký kraj,676,2020-04-24T17:30:00
CZ,Středočeský kraj,854,2020-04-24T17:30:00
CZ,Moravskoslezský kraj,942,2020-04-24T17:30:00
CZ,Hlavní město Praha,1672,2020-04-24T17:30:00
CZ,Nezjištěno,26,2020-04-25T00:30:00
CZ,Jihočeský kraj,171,2020-04-25T00:30:00
CZ,Kraj Vysočina,172,2020-04-25T00:30:00
CZ,Královéhradecký kraj,178,2020-04-25T00:30:00
CZ,Liberecký kraj,193,2020-04-25T00:30:00
CZ,Pardubický kraj,262,2020-04-25T00:30:00
CZ,Karlovarský kraj,301,2020-04-25T00:30:00
CZ,Zlínský kraj,317,2020-04-25T00:30:00
CZ,Jihomoravský kraj,432,2020-04-25T00:30:00
CZ,Ústecký kraj,477,2020-04-25T00:30:00
CZ,Plzeňský kraj,584,2020-04-25T00:30:00
CZ,Olomoucký kraj,676,2020-04-25T00:30:00
CZ,Středočeský kraj,857,2020-04-25T00:30:00
CZ,Moravskoslezský kraj,951,2020-04-25T00:30:00
CZ,Hlavní město Praha,1676,2020-04-25T00:30:00
CZ,Nezjištěno,26,2020-04-25T08:30:00
CZ,Jihočeský kraj,171,2020-04-25T08:30:00
CZ,Kraj Vysočina,172,2020-04-25T08:30:00
CZ,Královéhradecký kraj,178,2020-04-25T08:30:00
CZ,Liberecký kraj,193,2020-04-25T08:30:00
CZ,Pardubický kraj,262,2020-04-25T08:30:00
CZ,Karlovarský kraj,301,2020-04-25T08:30:00
CZ,Zlínský kraj,317,2020-04-25T08:30:00
CZ,Jihomoravský kraj,432,2020-04-25T08:30:00
CZ,Ústecký kraj,477,2020-04-25T08:30:00
CZ,Plzeňský kraj,584,2020-04-25T08:30:00
CZ,Olomoucký kraj,676,2020-04-25T08:30:00
CZ,Středočeský kraj,857,2020-04-25T08:30:00
CZ,Moravskoslezský kraj,951,2020-04-25T08:30:00
CZ,Hlavní město Praha,1676,2020-04-25T08:30:00
CZ,Nezjištěno,27,2020-04-25T17:25:00
CZ,Jihočeský kraj,172,2020-04-25T17:25:00
CZ,Kraj Vysočina,172,2020-04-25T17:25:00
CZ,Královéhradecký kraj,178,2020-04-25T17:25:00
CZ,Liberecký kraj,194,2020-04-25T17:25:00
CZ,Pardubický kraj,261,2020-04-25T17:25:00
CZ,Zlínský kraj,319,2020-04-25T17:25:00
CZ,Karlovarský kraj,331,2020-04-25T17:25:00
CZ,Jihomoravský kraj,432,2020-04-25T17:25:00
CZ,Ústecký kraj,479,2020-04-25T17:25:00
CZ,Plzeňský kraj,585,2020-04-25T17:25:00
CZ,Olomoucký kraj,676,2020-04-25T17:25:00
CZ,Středočeský kraj,866,2020-04-25T17:25:00
CZ,Moravskoslezský kraj,955,2020-04-25T17:25:00
CZ,Hlavní město Praha,1686,2020-04-25T17:25:00
CZ,Nezjištěno,30,2020-04-26T00:30:00
CZ,Jihočeský kraj,172,2020-04-26T00:30:00
CZ,Kraj Vysočina,172,2020-04-26T00:30:00
CZ,Královéhradecký kraj,178,2020-04-26T00:30:00
CZ,Liberecký kraj,194,2020-04-26T00:30:00
CZ,Pardubický kraj,263,2020-04-26T00:30:00
CZ,Zlínský kraj,319,2020-04-26T00:30:00
CZ,Karlovarský kraj,331,2020-04-26T00:30:00
CZ,Jihomoravský kraj,432,2020-04-26T00:30:00
CZ,Ústecký kraj,481,2020-04-26T00:30:00
CZ,Plzeňský kraj,586,2020-04-26T00:30:00
CZ,Olomoucký kraj,676,2020-04-26T00:30:00
CZ,Středočeský kraj,869,2020-04-26T00:30:00
CZ,Moravskoslezský kraj,960,2020-04-26T00:30:00
CZ,Hlavní město Praha,1689,2020-04-26T00:30:00
CZ,Nezjištěno,30,2020-04-26T08:25:00
CZ,Jihočeský kraj,172,2020-04-26T08:25:00
CZ,Kraj Vysočina,172,2020-04-26T08:25:00
CZ,Královéhradecký kraj,178,2020-04-26T08:25:00
CZ,Liberecký kraj,194,2020-04-26T08:25:00
CZ,Pardubický kraj,263,2020-04-26T08:25:00
CZ,Zlínský kraj,319,2020-04-26T08:25:00
CZ,Karlovarský kraj,331,2020-04-26T08:25:00
CZ,Jihomoravský kraj,432,2020-04-26T08:25:00
CZ,Ústecký kraj,481,2020-04-26T08:25:00
CZ,Plzeňský kraj,586,2020-04-26T08:25:00
CZ,Olomoucký kraj,676,2020-04-26T08:25:00
CZ,Středočeský kraj,869,2020-04-26T08:25:00
CZ,Moravskoslezský kraj,960,2020-04-26T08:25:00
CZ,Hlavní město Praha,1689,2020-04-26T08:25:00
CZ,Nezjištěno,27,2020-04-26T17:30:00
CZ,Kraj Vysočina,172,2020-04-26T17:30:00
CZ,Jihočeský kraj,173,2020-04-26T17:30:00
CZ,Královéhradecký kraj,178,2020-04-26T17:30:00
CZ,Liberecký kraj,194,2020-04-26T17:30:00
CZ,Pardubický kraj,264,2020-04-26T17:30:00
CZ,Zlínský kraj,323,2020-04-26T17:30:00
CZ,Karlovarský kraj,350,2020-04-26T17:30:00
CZ,Jihomoravský kraj,433,2020-04-26T17:30:00
CZ,Ústecký kraj,481,2020-04-26T17:30:00
CZ,Plzeňský kraj,587,2020-04-26T17:30:00
CZ,Olomoucký kraj,678,2020-04-26T17:30:00
CZ,Středočeský kraj,870,2020-04-26T17:30:00
CZ,Moravskoslezský kraj,969,2020-04-26T17:30:00
CZ,Hlavní město Praha,1688,2020-04-26T17:30:00
CZ,Nezjištěno,27,2020-04-27T00:30:00
CZ,Jihočeský kraj,173,2020-04-27T00:30:00
CZ,Kraj Vysočina,174,2020-04-27T00:30:00
CZ,Královéhradecký kraj,179,2020-04-27T00:30:00
CZ,Liberecký kraj,194,2020-04-27T00:30:00
CZ,Pardubický kraj,264,2020-04-27T00:30:00
CZ,Zlínský kraj,325,2020-04-27T00:30:00
CZ,Karlovarský kraj,350,2020-04-27T00:30:00
CZ,Jihomoravský kraj,434,2020-04-27T00:30:00
CZ,Ústecký kraj,481,2020-04-27T00:30:00
CZ,Plzeňský kraj,591,2020-04-27T00:30:00
CZ,Olomoucký kraj,678,2020-04-27T00:30:00
CZ,Středočeský kraj,874,2020-04-27T00:30:00
CZ,Moravskoslezský kraj,970,2020-04-27T00:30:00
CZ,Hlavní město Praha,1690,2020-04-27T00:30:00
CZ,Nezjištěno,27,2020-04-27T08:30:00
CZ,Jihočeský kraj,173,2020-04-27T08:30:00
CZ,Kraj Vysočina,175,2020-04-27T08:30:00
CZ,Královéhradecký kraj,179,2020-04-27T08:30:00
CZ,Liberecký kraj,194,2020-04-27T08:30:00
CZ,Pardubický kraj,264,2020-04-27T08:30:00
CZ,Zlínský kraj,325,2020-04-27T08:30:00
CZ,Karlovarský kraj,350,2020-04-27T08:30:00
CZ,Jihomoravský kraj,434,2020-04-27T08:30:00
CZ,Ústecký kraj,481,2020-04-27T08:30:00
CZ,Plzeňský kraj,591,2020-04-27T08:30:00
CZ,Olomoucký kraj,678,2020-04-27T08:30:00
CZ,Středočeský kraj,873,2020-04-27T08:30:00
CZ,Moravskoslezský kraj,970,2020-04-27T08:30:00
CZ,Hlavní město Praha,1690,2020-04-27T08:30:00
CZ,Nezjištěno,27,2020-04-27T10:25:00
CZ,Jihočeský kraj,172,2020-04-27T10:25:00
CZ,Kraj Vysočina,174,2020-04-27T10:25:00
CZ,Královéhradecký kraj,179,2020-04-27T10:25:00
CZ,Liberecký kraj,193,2020-04-27T10:25:00
CZ,Pardubický kraj,265,2020-04-27T10:25:00
CZ,Zlínský kraj,325,2020-04-27T10:25:00
CZ,Karlovarský kraj,349,2020-04-27T10:25:00
CZ,Jihomoravský kraj,435,2020-04-27T10:25:00
CZ,Ústecký kraj,483,2020-04-27T10:25:00
CZ,Plzeňský kraj,590,2020-04-27T10:25:00
CZ,Olomoucký kraj,679,2020-04-27T10:25:00
CZ,Středočeský kraj,876,2020-04-27T10:25:00
CZ,Moravskoslezský kraj,969,2020-04-27T10:25:00
CZ,Hlavní město Praha,1692,2020-04-27T10:25:00
CZ,Nezjištěno,25,2020-04-27T17:25:00
CZ,Jihočeský kraj,172,2020-04-27T17:25:00
CZ,Kraj Vysočina,174,2020-04-27T17:25:00
CZ,Královéhradecký kraj,179,2020-04-27T17:25:00
CZ,Liberecký kraj,193,2020-04-27T17:25:00
CZ,Pardubický kraj,266,2020-04-27T17:25:00
CZ,Zlínský kraj,325,2020-04-27T17:25:00
CZ,Karlovarský kraj,351,2020-04-27T17:25:00
CZ,Jihomoravský kraj,436,2020-04-27T17:25:00
CZ,Ústecký kraj,482,2020-04-27T17:25:00
CZ,Plzeňský kraj,593,2020-04-27T17:25:00
CZ,Olomoucký kraj,682,2020-04-27T17:25:00
CZ,Středočeský kraj,876,2020-04-27T17:25:00
CZ,Moravskoslezský kraj,981,2020-04-27T17:25:00
CZ,Hlavní město Praha,1696,2020-04-27T17:25:00
CZ,Nezjištěno,27,2020-04-28T00:30:00
CZ,Jihočeský kraj,172,2020-04-28T00:30:00
CZ,Kraj Vysočina,174,2020-04-28T00:30:00
CZ,Královéhradecký kraj,179,2020-04-28T00:30:00
CZ,Liberecký kraj,193,2020-04-28T00:30:00
CZ,Pardubický kraj,267,2020-04-28T00:30:00
CZ,Zlínský kraj,326,2020-04-28T00:30:00
CZ,Karlovarský kraj,351,2020-04-28T00:30:00
CZ,Jihomoravský kraj,437,2020-04-28T00:30:00
CZ,Ústecký kraj,483,2020-04-28T00:30:00
CZ,Plzeňský kraj,595,2020-04-28T00:30:00
CZ,Olomoucký kraj,682,2020-04-28T00:30:00
CZ,Středočeský kraj,880,2020-04-28T00:30:00
CZ,Moravskoslezský kraj,987,2020-04-28T00:30:00
CZ,Hlavní město Praha,1692,2020-04-28T00:30:00
CZ,Nezjištěno,26,2020-04-28T08:25:00
CZ,Jihočeský kraj,172,2020-04-28T08:25:00
CZ,Kraj Vysočina,174,2020-04-28T08:25:00
CZ,Královéhradecký kraj,180,2020-04-28T08:25:00
CZ,Liberecký kraj,193,2020-04-28T08:25:00
CZ,Pardubický kraj,267,2020-04-28T08:25:00
CZ,Zlínský kraj,326,2020-04-28T08:25:00
CZ,Karlovarský kraj,351,2020-04-28T08:25:00
CZ,Jihomoravský kraj,438,2020-04-28T08:25:00
CZ,Ústecký kraj,483,2020-04-28T08:25:00
CZ,Plzeňský kraj,595,2020-04-28T08:25:00
CZ,Olomoucký kraj,683,2020-04-28T08:25:00
CZ,Středočeský kraj,880,2020-04-28T08:25:00
CZ,Moravskoslezský kraj,988,2020-04-28T08:25:00
CZ,Hlavní město Praha,1693,2020-04-28T08:25:00
CZ,Nezjištěno,26,2020-04-28T17:30:00
CZ,Jihočeský kraj,173,2020-04-28T17:30:00
CZ,Kraj Vysočina,174,2020-04-28T17:30:00
CZ,Královéhradecký kraj,178,2020-04-28T17:30:00
CZ,Liberecký kraj,193,2020-04-28T17:30:00
CZ,Pardubický kraj,268,2020-04-28T17:30:00
CZ,Zlínský kraj,327,2020-04-28T17:30:00
CZ,Karlovarský kraj,356,2020-04-28T17:30:00
CZ,Jihomoravský kraj,441,2020-04-28T17:30:00
CZ,Ústecký kraj,484,2020-04-28T17:30:00
CZ,Plzeňský kraj,594,2020-04-28T17:30:00
CZ,Olomoucký kraj,688,2020-04-28T17:30:00
CZ,Středočeský kraj,886,2020-04-28T17:30:00
CZ,Moravskoslezský kraj,996,2020-04-28T17:30:00
CZ,Hlavní město Praha,1702,2020-04-28T17:30:00
CZ,Nezjištěno,29,2020-04-29T00:30:00
CZ,Jihočeský kraj,173,2020-04-29T00:30:00
CZ,Kraj Vysočina,174,2020-04-29T00:30:00
CZ,Královéhradecký kraj,178,2020-04-29T00:30:00
CZ,Liberecký kraj,195,2020-04-29T00:30:00
CZ,Pardubický kraj,268,2020-04-29T00:30:00
CZ,Zlínský kraj,327,2020-04-29T00:30:00
CZ,Karlovarský kraj,356,2020-04-29T00:30:00
CZ,Jihomoravský kraj,442,2020-04-29T00:30:00
CZ,Ústecký kraj,484,2020-04-29T00:30:00
CZ,Plzeňský kraj,600,2020-04-29T00:30:00
CZ,Olomoucký kraj,688,2020-04-29T00:30:00
CZ,Středočeský kraj,886,2020-04-29T00:30:00
CZ,Moravskoslezský kraj,1002,2020-04-29T00:30:00
CZ,Hlavní město Praha,1702,2020-04-29T00:30:00
CZ,Nezjištěno,29,2020-04-29T08:30:00
CZ,Jihočeský kraj,173,2020-04-29T08:30:00
CZ,Kraj Vysočina,174,2020-04-29T08:30:00
CZ,Královéhradecký kraj,178,2020-04-29T08:30:00
CZ,Liberecký kraj,195,2020-04-29T08:30:00
CZ,Pardubický kraj,268,2020-04-29T08:30:00
CZ,Zlínský kraj,327,2020-04-29T08:30:00
CZ,Karlovarský kraj,356,2020-04-29T08:30:00
CZ,Jihomoravský kraj,443,2020-04-29T08:30:00
CZ,Ústecký kraj,484,2020-04-29T08:30:00
CZ,Plzeňský kraj,600,2020-04-29T08:30:00
CZ,Olomoucký kraj,688,2020-04-29T08:30:00
CZ,Středočeský kraj,886,2020-04-29T08:30:00
CZ,Moravskoslezský kraj,1001,2020-04-29T08:30:00
CZ,Hlavní město Praha,1702,2020-04-29T08:30:00
CZ,Nezjištěno,51,2020-04-29T17:25:00
CZ,Jihočeský kraj,173,2020-04-29T17:25:00
CZ,Kraj Vysočina,175,2020-04-29T17:25:00
CZ,Královéhradecký kraj,178,2020-04-29T17:25:00
CZ,Liberecký kraj,193,2020-04-29T17:25:00
CZ,Pardubický kraj,268,2020-04-29T17:25:00
CZ,Zlínský kraj,327,2020-04-29T17:25:00
CZ,Karlovarský kraj,358,2020-04-29T17:25:00
CZ,Jihomoravský kraj,445,2020-04-29T17:25:00
CZ,Ústecký kraj,490,2020-04-29T17:25:00
CZ,Plzeňský kraj,600,2020-04-29T17:25:00
CZ,Olomoucký kraj,691,2020-04-29T17:25:00
CZ,Středočeský kraj,894,2020-04-29T17:25:00
CZ,Moravskoslezský kraj,1011,2020-04-29T17:25:00
CZ,Hlavní město Praha,1709,2020-04-29T17:25:00
CZ,Nezjištěno,53,2020-04-30T00:30:00
CZ,Jihočeský kraj,173,2020-04-30T00:30:00
CZ,Kraj Vysočina,175,2020-04-30T00:30:00
CZ,Královéhradecký kraj,178,2020-04-30T00:30:00
CZ,Liberecký kraj,193,2020-04-30T00:30:00
CZ,Pardubický kraj,269,2020-04-30T00:30:00
CZ,Zlínský kraj,327,2020-04-30T00:30:00
CZ,Karlovarský kraj,358,2020-04-30T00:30:00
CZ,Jihomoravský kraj,447,2020-04-30T00:30:00
CZ,Ústecký kraj,490,2020-04-30T00:30:00
CZ,Plzeňský kraj,600,2020-04-30T00:30:00
CZ,Olomoucký kraj,691,2020-04-30T00:30:00
CZ,Středočeský kraj,894,2020-04-30T00:30:00
CZ,Moravskoslezský kraj,1020,2020-04-30T00:30:00
CZ,Hlavní město Praha,1711,2020-04-30T00:30:00
CZ,Nezjištěno,53,2020-04-30T08:25:00
CZ,Jihočeský kraj,173,2020-04-30T08:25:00
CZ,Kraj Vysočina,175,2020-04-30T08:25:00
CZ,Královéhradecký kraj,178,2020-04-30T08:25:00
CZ,Liberecký kraj,193,2020-04-30T08:25:00
CZ,Pardubický kraj,269,2020-04-30T08:25:00
CZ,Zlínský kraj,327,2020-04-30T08:25:00
CZ,Karlovarský kraj,358,2020-04-30T08:25:00
CZ,Jihomoravský kraj,447,2020-04-30T08:25:00
CZ,Ústecký kraj,490,2020-04-30T08:25:00
CZ,Plzeňský kraj,600,2020-04-30T08:25:00
CZ,Olomoucký kraj,691,2020-04-30T08:25:00
CZ,Středočeský kraj,894,2020-04-30T08:25:00
CZ,Moravskoslezský kraj,1021,2020-04-30T08:25:00
CZ,Hlavní město Praha,1712,2020-04-30T08:25:00
CZ,Nezjištěno,79,2020-04-30T17:30:00
CZ,Jihočeský kraj,174,2020-04-30T17:30:00
CZ,Kraj Vysočina,174,2020-04-30T17:30:00
CZ,Královéhradecký kraj,178,2020-04-30T17:30:00
CZ,Liberecký kraj,193,2020-04-30T17:30:00
CZ,Pardubický kraj,270,2020-04-30T17:30:00
CZ,Zlínský kraj,328,2020-04-30T17:30:00
CZ,Karlovarský kraj,359,2020-04-30T17:30:00
CZ,Jihomoravský kraj,444,2020-04-30T17:30:00
CZ,Ústecký kraj,493,2020-04-30T17:30:00
CZ,Plzeňský kraj,601,2020-04-30T17:30:00
CZ,Olomoucký kraj,692,2020-04-30T17:30:00
CZ,Středočeský kraj,902,2020-04-30T17:30:00
CZ,Moravskoslezský kraj,1034,2020-04-30T17:30:00
CZ,Hlavní město Praha,1721,2020-04-30T17:30:00
CZ,Nezjištěno,107,2020-05-01T00:30:00
CZ,Jihočeský kraj,174,2020-05-01T00:30:00
CZ,Kraj Vysočina,174,2020-05-01T00:30:00
CZ,Královéhradecký kraj,178,2020-05-01T00:30:00
CZ,Liberecký kraj,193,2020-05-01T00:30:00
CZ,Pardubický kraj,270,2020-05-01T00:30:00
CZ,Zlínský kraj,328,2020-05-01T00:30:00
CZ,Karlovarský kraj,359,2020-05-01T00:30:00
CZ,Jihomoravský kraj,446,2020-05-01T00:30:00
CZ,Ústecký kraj,493,2020-05-01T00:30:00
CZ,Plzeňský kraj,607,2020-05-01T00:30:00
CZ,Olomoucký kraj,691,2020-05-01T00:30:00
CZ,Středočeský kraj,901,2020-05-01T00:30:00
CZ,Moravskoslezský kraj,1038,2020-05-01T00:30:00
CZ,Hlavní město Praha,1723,2020-05-01T00:30:00
CZ,Nezjištěno,112,2020-05-01T08:30:00
CZ,Jihočeský kraj,174,2020-05-01T08:30:00
CZ,Kraj Vysočina,174,2020-05-01T08:30:00
CZ,Královéhradecký kraj,178,2020-05-01T08:30:00
CZ,Liberecký kraj,193,2020-05-01T08:30:00
CZ,Pardubický kraj,271,2020-05-01T08:30:00
CZ,Zlínský kraj,328,2020-05-01T08:30:00
CZ,Karlovarský kraj,359,2020-05-01T08:30:00
CZ,Jihomoravský kraj,446,2020-05-01T08:30:00
CZ,Ústecký kraj,493,2020-05-01T08:30:00
CZ,Plzeňský kraj,607,2020-05-01T08:30:00
CZ,Olomoucký kraj,691,2020-05-01T08:30:00
CZ,Středočeský kraj,901,2020-05-01T08:30:00
CZ,Moravskoslezský kraj,1038,2020-05-01T08:30:00
CZ,Hlavní město Praha,1724,2020-05-01T08:30:00
CZ,Nezjištěno,100,2020-05-01T17:25:00
CZ,Jihočeský kraj,174,2020-05-01T17:25:00
CZ,Kraj Vysočina,174,2020-05-01T17:25:00
CZ,Královéhradecký kraj,178,2020-05-01T17:25:00
CZ,Liberecký kraj,193,2020-05-01T17:25:00
CZ,Pardubický kraj,272,2020-05-01T17:25:00
CZ,Zlínský kraj,328,2020-05-01T17:25:00
CZ,Karlovarský kraj,369,2020-05-01T17:25:00
CZ,Jihomoravský kraj,447,2020-05-01T17:25:00
CZ,Ústecký kraj,493,2020-05-01T17:25:00
CZ,Plzeňský kraj,608,2020-05-01T17:25:00
CZ,Olomoucký kraj,693,2020-05-01T17:25:00
CZ,Středočeský kraj,905,2020-05-01T17:25:00
CZ,Moravskoslezský kraj,1060,2020-05-01T17:25:00
CZ,Hlavní město Praha,1732,2020-05-01T17:25:00
CZ,Nezjištěno,102,2020-05-02T00:30:00
CZ,Jihočeský kraj,173,2020-05-02T00:30:00
CZ,Kraj Vysočina,174,2020-05-02T00:30:00
CZ,Královéhradecký kraj,178,2020-05-02T00:30:00
CZ,Liberecký kraj,194,2020-05-02T00:30:00
CZ,Pardubický kraj,272,2020-05-02T00:30:00
CZ,Zlínský kraj,328,2020-05-02T00:30:00
CZ,Karlovarský kraj,369,2020-05-02T00:30:00
CZ,Jihomoravský kraj,447,2020-05-02T00:30:00
CZ,Ústecký kraj,493,2020-05-02T00:30:00
CZ,Plzeňský kraj,611,2020-05-02T00:30:00
CZ,Olomoucký kraj,693,2020-05-02T00:30:00
CZ,Středočeský kraj,905,2020-05-02T00:30:00
CZ,Moravskoslezský kraj,1064,2020-05-02T00:30:00
CZ,Hlavní město Praha,1734,2020-05-02T00:30:00
CZ,Nezjištěno,102,2020-05-02T08:25:00
CZ,Jihočeský kraj,173,2020-05-02T08:25:00
CZ,Kraj Vysočina,174,2020-05-02T08:25:00
CZ,Královéhradecký kraj,178,2020-05-02T08:25:00
