Key,Date,CountryCode,CountryName,RegionCode,RegionName,aggregation_level,Confirmed,Deaths,Population,Latitude,Longitude
JP_23,2020-02-28,JP,Japan,23,Aichi,1,26,2,7549594,35.180167,136.906667
JP_27,2020-02-28,JP,Japan,27,Osaka,1,4,,8823453,34.686389,135.52
JP_01,2020-02-29,JP,Japan,01,Hokkaido,1,69,1,5273681,43,142
JP_04,2020-02-29,JP,Japan,04,Miyagi,1,1,,2303160,38.35,140.966667
JP_13,2020-02-29,JP,Japan,13,Tokyo,1,34,3,13942856,35.689722,139.692222
JP_15,2020-02-29,JP,Japan,15,Niigata,1,1,,2222004,37.616667,138.866667
JP_23,2020-02-29,JP,Japan,23,Aichi,1,27,2,7549594,35.180167,136.906667
JP_39,2020-02-29,JP,Japan,39,Kōchi,1,1,,697674,33.559694,133.531028
JP_01,2020-03-01,JP,Japan,01,Hokkaido,1,71,1,5273681,43,142
JP_12,2020-03-01,JP,Japan,12,Chiba,1,10,2,6279026,35.605,140.123333
JP_13,2020-03-01,JP,Japan,13,Tokyo,1,36,3,13942856,35.689722,139.692222
JP_14,2020-03-01,JP,Japan,14,Kanagawa,1,25,1,9200166,35.447508,139.642344
JP_23,2020-03-01,JP,Japan,23,Aichi,1,30,2,7549594,35.180167,136.906667
JP_28,2020-03-01,JP,Japan,28,Hyōgo,1,1,,5463609,34.690817,135.183078
JP_39,2020-03-01,JP,Japan,39,Kōchi,1,2,,697674,33.559694,133.531028
JP_40,2020-03-01,JP,Japan,40,Fukuoka,1,3,,5110113,33.6,130.583333
JP_01,2020-03-02,JP,Japan,01,Hokkaido,1,76,1,5273681,43,142
JP_13,2020-03-02,JP,Japan,13,Tokyo,1,37,3,13942856,35.689722,139.692222
JP_14,2020-03-02,JP,Japan,14,Kanagawa,1,29,1,9200166,35.447508,139.642344
JP_15,2020-03-02,JP,Japan,15,Niigata,1,5,,2222004,37.616667,138.866667
JP_27,2020-03-02,JP,Japan,27,Osaka,1,6,,8823453,34.686389,135.52
JP_38,2020-03-02,JP,Japan,38,Ehime,1,1,,1338811,33.841611,132.765667
JP_39,2020-03-02,JP,Japan,39,Kōchi,1,3,,697674,33.559694,133.531028
JP_01,2020-03-03,JP,Japan,01,Hokkaido,1,78,1,5273681,43,142
JP_13,2020-03-03,JP,Japan,13,Tokyo,1,38,3,13942856,35.689722,139.692222
JP_14,2020-03-03,JP,Japan,14,Kanagawa,1,30,1,9200166,35.447508,139.642344
JP_23,2020-03-03,JP,Japan,23,Aichi,1,39,2,7549594,35.180167,136.906667
JP_26,2020-03-03,JP,Japan,26,Kyoto,1,2,1,2583140,35.021667,135.755611
JP_27,2020-03-03,JP,Japan,27,Osaka,1,8,,8823453,34.686389,135.52
JP_28,2020-03-03,JP,Japan,28,Hyōgo,1,3,,5463609,34.690817,135.183078
JP_44,2020-03-03,JP,Japan,44,Ōita,1,1,,1134431,33.238186,131.612606
JP_01,2020-03-04,JP,Japan,01,Hokkaido,1,81,1,5273681,43,142
JP_12,2020-03-04,JP,Japan,12,Chiba,1,11,2,6279026,35.605,140.123333
JP_13,2020-03-04,JP,Japan,13,Tokyo,1,42,3,13942856,35.689722,139.692222
JP_23,2020-03-04,JP,Japan,23,Aichi,1,47,2,7549594,35.180167,136.906667
JP_26,2020-03-04,JP,Japan,26,Kyoto,1,4,1,2583140,35.021667,135.755611
JP_27,2020-03-04,JP,Japan,27,Osaka,1,17,,8823453,34.686389,135.52
JP_35,2020-03-04,JP,Japan,35,Yamaguchi,1,1,,1355495,34.186111,131.4705
JP_38,2020-03-04,JP,Japan,38,Ehime,1,2,,1338811,33.841611,132.765667
JP_39,2020-03-04,JP,Japan,39,Kōchi,1,7,,697674,33.559694,133.531028
JP_43,2020-03-04,JP,Japan,43,Kumamoto,1,6,,1746740,32.716667,130.666667
JP_45,2020-03-04,JP,Japan,45,Miyazaki,1,1,,1071723,32.016667,131.35
JP_01,2020-03-05,JP,Japan,01,Hokkaido,1,82,1,5273681,43,142
JP_09,2020-03-05,JP,Japan,09,Tochigi,1,2,,1942312,36.516667,139.816667
JP_11,2020-03-05,JP,Japan,11,Saitama,1,3,,7337330,35.95,139.55
JP_13,2020-03-05,JP,Japan,13,Tokyo,1,50,3,13942856,35.689722,139.692222
JP_14,2020-03-05,JP,Japan,14,Kanagawa,1,33,1,9200166,35.447508,139.642344
JP_15,2020-03-05,JP,Japan,15,Niigata,1,6,,2222004,37.616667,138.866667
JP_23,2020-03-05,JP,Japan,23,Aichi,1,55,2,7549594,35.180167,136.906667
JP_25,2020-03-05,JP,Japan,25,Shiga,1,1,,1413959,35.004361,135.8685
JP_26,2020-03-05,JP,Japan,26,Kyoto,1,5,1,2583140,35.021667,135.755611
JP_27,2020-03-05,JP,Japan,27,Osaka,1,18,,8823453,34.686389,135.52
JP_28,2020-03-05,JP,Japan,28,Hyōgo,1,4,,5463609,34.690817,135.183078
JP_30,2020-03-05,JP,Japan,30,Wakayama,1,14,,923721,34.226028,135.1675
JP_35,2020-03-05,JP,Japan,35,Yamaguchi,1,3,,1355495,34.186111,131.4705
JP_01,2020-03-06,JP,Japan,01,Hokkaido,1,89,1,5273681,43,142
JP_11,2020-03-06,JP,Japan,11,Saitama,1,6,,7337330,35.95,139.55
JP_12,2020-03-06,JP,Japan,12,Chiba,1,14,2,6279026,35.605,140.123333
JP_13,2020-03-06,JP,Japan,13,Tokyo,1,56,3,13942856,35.689722,139.692222
JP_14,2020-03-06,JP,Japan,14,Kanagawa,1,39,1,9200166,35.447508,139.642344
JP_19,2020-03-06,JP,Japan,19,Yamanashi,1,1,,812056,35.616667,138.616667
JP_20,2020-03-06,JP,Japan,20,Nagano,1,3,,2049653,36.25,138.1
JP_23,2020-03-06,JP,Japan,23,Aichi,1,60,2,7549594,35.180167,136.906667
JP_26,2020-03-06,JP,Japan,26,Kyoto,1,6,1,2583140,35.021667,135.755611
JP_27,2020-03-06,JP,Japan,27,Osaka,1,31,,8823453,34.686389,135.52
JP_28,2020-03-06,JP,Japan,28,Hyōgo,1,8,,5463609,34.690817,135.183078
JP_39,2020-03-06,JP,Japan,39,Kōchi,1,9,,697674,33.559694,133.531028
JP_01,2020-03-07,JP,Japan,01,Hokkaido,1,97,1,5273681,43,142
JP_07,2020-03-07,JP,Japan,07,Fukushima,1,1,,1844173,37.4,140.466667
JP_10,2020-03-07,JP,Japan,10,Gunma,1,1,,1937626,36.366667,139.116667
JP_12,2020-03-07,JP,Japan,12,Chiba,1,19,2,6279026,35.605,140.123333
JP_13,2020-03-07,JP,Japan,13,Tokyo,1,61,3,13942856,35.689722,139.692222
JP_14,2020-03-07,JP,Japan,14,Kanagawa,1,40,1,9200166,35.447508,139.642344
JP_19,2020-03-07,JP,Japan,19,Yamanashi,1,2,,812056,35.616667,138.616667
JP_23,2020-03-07,JP,Japan,23,Aichi,1,67,2,7549594,35.180167,136.906667
JP_26,2020-03-07,JP,Japan,26,Kyoto,1,7,1,2583140,35.021667,135.755611
JP_27,2020-03-07,JP,Japan,27,Osaka,1,41,,8823453,34.686389,135.52
JP_28,2020-03-07,JP,Japan,28,Hyōgo,1,10,,5463609,34.690817,135.183078
JP_34,2020-03-07,JP,Japan,34,Hiroshima,1,1,,2811410,34.396472,132.45975
JP_39,2020-03-07,JP,Japan,39,Kōchi,1,10,,697674,33.559694,133.531028
JP_01,2020-03-08,JP,Japan,01,Hokkaido,1,100,1,5273681,43,142
JP_11,2020-03-08,JP,Japan,11,Saitama,1,7,,7337330,35.95,139.55
JP_23,2020-03-08,JP,Japan,23,Aichi,1,78,2,7549594,35.180167,136.906667
JP_27,2020-03-08,JP,Japan,27,Osaka,1,55,,8823453,34.686389,135.52
JP_28,2020-03-08,JP,Japan,28,Hyōgo,1,12,,5463609,34.690817,135.183078
JP_39,2020-03-08,JP,Japan,39,Kōchi,1,12,,697674,33.559694,133.531028
JP_01,2020-03-09,JP,Japan,01,Hokkaido,1,107,1,5273681,43,142
JP_12,2020-03-09,JP,Japan,12,Chiba,1,20,2,6279026,35.605,140.123333
JP_15,2020-03-09,JP,Japan,15,Niigata,1,8,,2222004,37.616667,138.866667
JP_17,2020-03-09,JP,Japan,17,Ishikawa,1,7,,1137181,36.633333,136.65
JP_23,2020-03-09,JP,Japan,23,Aichi,1,84,2,7549594,35.180167,136.906667
JP_26,2020-03-09,JP,Japan,26,Kyoto,1,11,1,2583140,35.021667,135.755611
JP_28,2020-03-09,JP,Japan,28,Hyōgo,1,16,,5463609,34.690817,135.183078
JP_29,2020-03-09,JP,Japan,29,Nara,1,4,,1331330,34.685194,135.832944
JP_01,2020-03-10,JP,Japan,01,Hokkaido,1,110,1,5273681,43,142
JP_11,2020-03-10,JP,Japan,11,Saitama,1,12,,7337330,35.95,139.55
JP_12,2020-03-10,JP,Japan,12,Chiba,1,21,2,6279026,35.605,140.123333
JP_13,2020-03-10,JP,Japan,13,Tokyo,1,64,3,13942856,35.689722,139.692222
JP_14,2020-03-10,JP,Japan,14,Kanagawa,1,42,1,9200166,35.447508,139.642344
JP_15,2020-03-10,JP,Japan,15,Niigata,1,11,,2222004,37.616667,138.866667
JP_22,2020-03-10,JP,Japan,22,Shizuoka,1,2,,3639226,34.916389,138.316389
JP_23,2020-03-10,JP,Japan,23,Aichi,1,97,2,7549594,35.180167,136.906667
JP_24,2020-03-10,JP,Japan,24,Mie,1,1,1,1781948,34.73025,136.508667
JP_26,2020-03-10,JP,Japan,26,Kyoto,1,12,1,2583140,35.021667,135.755611
JP_27,2020-03-10,JP,Japan,27,Osaka,1,73,,8823453,34.686389,135.52
JP_28,2020-03-10,JP,Japan,28,Hyōgo,1,24,,5463609,34.690817,135.183078
JP_01,2020-03-11,JP,Japan,01,Hokkaido,1,117,1,5273681,43,142
JP_11,2020-03-11,JP,Japan,11,Saitama,1,14,,7337330,35.95,139.55
JP_12,2020-03-11,JP,Japan,12,Chiba,1,23,2,6279026,35.605,140.123333
JP_13,2020-03-11,JP,Japan,13,Tokyo,1,70,3,13942856,35.689722,139.692222
JP_14,2020-03-11,JP,Japan,14,Kanagawa,1,45,1,9200166,35.447508,139.642344
JP_23,2020-03-11,JP,Japan,23,Aichi,1,102,2,7549594,35.180167,136.906667
JP_24,2020-03-11,JP,Japan,24,Mie,1,6,1,1781948,34.73025,136.508667
JP_26,2020-03-11,JP,Japan,26,Kyoto,1,14,1,2583140,35.021667,135.755611
JP_27,2020-03-11,JP,Japan,27,Osaka,1,80,,8823453,34.686389,135.52
JP_28,2020-03-11,JP,Japan,28,Hyōgo,1,37,,5463609,34.690817,135.183078
JP_29,2020-03-11,JP,Japan,29,Nara,1,5,,1331330,34.685194,135.832944
JP_01,2020-03-12,JP,Japan,01,Hokkaido,1,127,1,5273681,43,142
JP_10,2020-03-12,JP,Japan,10,Gunma,1,3,,1937626,36.366667,139.116667
JP_11,2020-03-12,JP,Japan,11,Saitama,1,20,,7337330,35.95,139.55
JP_12,2020-03-12,JP,Japan,12,Chiba,1,25,2,6279026,35.605,140.123333
JP_13,2020-03-12,JP,Japan,13,Tokyo,1,72,3,13942856,35.689722,139.692222
JP_14,2020-03-12,JP,Japan,14,Kanagawa,1,48,1,9200166,35.447508,139.642344
JP_15,2020-03-12,JP,Japan,15,Niigata,1,14,,2222004,37.616667,138.866667
JP_22,2020-03-12,JP,Japan,22,Shizuoka,1,3,,3639226,34.916389,138.316389
JP_23,2020-03-12,JP,Japan,23,Aichi,1,109,2,7549594,35.180167,136.906667
JP_26,2020-03-12,JP,Japan,26,Kyoto,1,16,1,2583140,35.021667,135.755611
JP_27,2020-03-12,JP,Japan,27,Osaka,1,89,,8823453,34.686389,135.52
JP_28,2020-03-12,JP,Japan,28,Hyōgo,1,46,,5463609,34.690817,135.183078
JP_01,2020-03-13,JP,Japan,01,Hokkaido,1,136,1,5273681,43,142
JP_11,2020-03-13,JP,Japan,11,Saitama,1,22,,7337330,35.95,139.55
JP_12,2020-03-13,JP,Japan,12,Chiba,1,27,2,6279026,35.605,140.123333
JP_13,2020-03-13,JP,Japan,13,Tokyo,1,75,3,13942856,35.689722,139.692222
JP_14,2020-03-13,JP,Japan,14,Kanagawa,1,49,1,9200166,35.447508,139.642344
JP_23,2020-03-13,JP,Japan,23,Aichi,1,112,2,7549594,35.180167,136.906667
JP_27,2020-03-13,JP,Japan,27,Osaka,1,92,,8823453,34.686389,135.52
JP_28,2020-03-13,JP,Japan,28,Hyōgo,1,56,,5463609,34.690817,135.183078
JP_41,2020-03-13,JP,Japan,41,Saga,1,1,,814211,33.283333,130.166667
JP_01,2020-03-14,JP,Japan,01,Hokkaido,1,143,1,5273681,43,142
JP_07,2020-03-14,JP,Japan,07,Fukushima,1,2,,1844173,37.4,140.466667
JP_10,2020-03-14,JP,Japan,10,Gunma,1,5,,1937626,36.366667,139.116667
JP_11,2020-03-14,JP,Japan,11,Saitama,1,29,,7337330,35.95,139.55
JP_12,2020-03-14,JP,Japan,12,Chiba,1,29,2,6279026,35.605,140.123333
JP_13,2020-03-14,JP,Japan,13,Tokyo,1,84,3,13942856,35.689722,139.692222
JP_15,2020-03-14,JP,Japan,15,Niigata,1,16,,2222004,37.616667,138.866667
JP_20,2020-03-14,JP,Japan,20,Nagano,1,4,,2049653,36.25,138.1
JP_23,2020-03-14,JP,Japan,23,Aichi,1,119,2,7549594,35.180167,136.906667
JP_24,2020-03-14,JP,Japan,24,Mie,1,7,1,1781948,34.73025,136.508667
JP_27,2020-03-14,JP,Japan,27,Osaka,1,102,,8823453,34.686389,135.52
JP_28,2020-03-14,JP,Japan,28,Hyōgo,1,67,,5463609,34.690817,135.183078
JP_42,2020-03-14,JP,Japan,42,Nagasaki,1,1,,1325205,32.966667,129.8
JP_01,2020-03-15,JP,Japan,01,Hokkaido,1,147,1,5273681,43,142
JP_13,2020-03-15,JP,Japan,13,Tokyo,1,87,3,13942856,35.689722,139.692222
JP_14,2020-03-15,JP,Japan,14,Kanagawa,1,55,1,9200166,35.447508,139.642344
JP_25,2020-03-15,JP,Japan,25,Shiga,1,2,,1413959,35.004361,135.8685
JP_27,2020-03-15,JP,Japan,27,Osaka,1,106,,8823453,34.686389,135.52
JP_28,2020-03-15,JP,Japan,28,Hyōgo,1,78,,5463609,34.690817,135.183078
JP_30,2020-03-15,JP,Japan,30,Wakayama,1,15,,923721,34.226028,135.1675
JP_01,2020-03-16,JP,Japan,01,Hokkaido,1,151,1,5273681,43,142
JP_10,2020-03-16,JP,Japan,10,Gunma,1,6,,1937626,36.366667,139.116667
JP_15,2020-03-16,JP,Japan,15,Niigata,1,17,,2222004,37.616667,138.866667
JP_23,2020-03-16,JP,Japan,23,Aichi,1,121,2,7549594,35.180167,136.906667
JP_25,2020-03-16,JP,Japan,25,Shiga,1,3,,1413959,35.004361,135.8685
JP_27,2020-03-16,JP,Japan,27,Osaka,1,108,,8823453,34.686389,135.52
JP_28,2020-03-16,JP,Japan,28,Hyōgo,1,82,,5463609,34.690817,135.183078
JP_08,2020-03-17,JP,Japan,08,Ibaraki,1,1,,2868041,36.3,140.316667
JP_10,2020-03-17,JP,Japan,10,Gunma,1,10,,1937626,36.366667,139.116667
JP_11,2020-03-17,JP,Japan,11,Saitama,1,33,,7337330,35.95,139.55
JP_13,2020-03-17,JP,Japan,13,Tokyo,1,99,3,13942856,35.689722,139.692222
JP_14,2020-03-17,JP,Japan,14,Kanagawa,1,56,1,9200166,35.447508,139.642344
JP_15,2020-03-17,JP,Japan,15,Niigata,1,21,,2222004,37.616667,138.866667
JP_23,2020-03-17,JP,Japan,23,Aichi,1,123,2,7549594,35.180167,136.906667
JP_25,2020-03-17,JP,Japan,25,Shiga,1,4,,1413959,35.004361,135.8685
JP_26,2020-03-17,JP,Japan,26,Kyoto,1,18,1,2583140,35.021667,135.755611
JP_27,2020-03-17,JP,Japan,27,Osaka,1,112,,8823453,34.686389,135.52
JP_28,2020-03-17,JP,Japan,28,Hyōgo,1,86,,5463609,34.690817,135.183078
JP_37,2020-03-17,JP,Japan,37,Kagawa,1,1,,956069,34.34011,134.04328
JP_40,2020-03-17,JP,Japan,40,Fukuoka,1,4,,5110113,33.6,130.583333
JP_45,2020-03-17,JP,Japan,45,Miyazaki,1,3,,1071723,32.016667,131.35
JP_01,2020-03-18,JP,Japan,01,Hokkaido,1,153,1,5273681,43,142
JP_08,2020-03-18,JP,Japan,08,Ibaraki,1,3,,2868041,36.3,140.316667
JP_09,2020-03-18,JP,Japan,09,Tochigi,1,3,,1942312,36.516667,139.816667
JP_11,2020-03-18,JP,Japan,11,Saitama,1,34,,7337330,35.95,139.55
JP_12,2020-03-18,JP,Japan,12,Chiba,1,31,2,6279026,35.605,140.123333
JP_13,2020-03-18,JP,Japan,13,Tokyo,1,108,3,13942856,35.689722,139.692222
JP_14,2020-03-18,JP,Japan,14,Kanagawa,1,60,1,9200166,35.447508,139.642344
JP_18,2020-03-18,JP,Japan,18,Fukui,1,1,,767742,35.983333,136.183333
JP_21,2020-03-18,JP,Japan,21,Gifu,1,3,,1991390,35.483333,136.9
JP_23,2020-03-18,JP,Japan,23,Aichi,1,128,2,7549594,35.180167,136.906667
JP_26,2020-03-18,JP,Japan,26,Kyoto,1,20,1,2583140,35.021667,135.755611
JP_27,2020-03-18,JP,Japan,27,Osaka,1,117,,8823453,34.686389,135.52
JP_28,2020-03-18,JP,Japan,28,Hyōgo,1,91,,5463609,34.690817,135.183078
JP_01,2020-03-19,JP,Japan,01,Hokkaido,1,156,1,5273681,43,142
JP_11,2020-03-19,JP,Japan,11,Saitama,1,38,,7337330,35.95,139.55
JP_12,2020-03-19,JP,Japan,12,Chiba,1,37,2,6279026,35.605,140.123333
JP_13,2020-03-19,JP,Japan,13,Tokyo,1,115,3,13942856,35.689722,139.692222
JP_14,2020-03-19,JP,Japan,14,Kanagawa,1,65,1,9200166,35.447508,139.642344
JP_23,2020-03-19,JP,Japan,23,Aichi,1,132,2,7549594,35.180167,136.906667
JP_24,2020-03-19,JP,Japan,24,Mie,1,8,1,1781948,34.73025,136.508667
JP_27,2020-03-19,JP,Japan,27,Osaka,1,119,,8823453,34.686389,135.52
JP_28,2020-03-19,JP,Japan,28,Hyōgo,1,92,,5463609,34.690817,135.183078
JP_30,2020-03-19,JP,Japan,30,Wakayama,1,16,,923721,34.226028,135.1675
JP_40,2020-03-19,JP,Japan,40,Fukuoka,1,5,,5110113,33.6,130.583333
JP_43,2020-03-19,JP,Japan,43,Kumamoto,1,7,,1746740,32.716667,130.666667
JP_44,2020-03-19,JP,Japan,44,Ōita,1,3,,1134431,33.238186,131.612606
JP_01,2020-03-20,JP,Japan,01,Hokkaido,1,157,1,5273681,43,142
JP_10,2020-03-20,JP,Japan,10,Gunma,1,11,,1937626,36.366667,139.116667
JP_11,2020-03-20,JP,Japan,11,Saitama,1,41,,7337330,35.95,139.55
JP_12,2020-03-20,JP,Japan,12,Chiba,1,38,2,6279026,35.605,140.123333
